client,bank,context,family,counts,count_min,count_median,singular_values,rank,condition,matrix_sha256
19,A,contrast_low,H,"[1501, 1495, 1449, 1482, 1492, 1496, 1527, 1496, 1502, 1508]",1449,1496.0,"[1.5348612741647363, 0.999251218643785, 0.5846006537058612, 0.3144490547548427, 0.10733920105144769, 0.09401059909814657, 0.04140680392112563, 0.023435680828764585, 4.457053972621043e-18, 0.0]",8,inf,b8209caffb8448baacf30df548a50a4bd78f52620f5a02a876cc32462de7199d
19,A,contrast_low,S,"[164, 188, 218, 195, 182, 225, 163, 229, 185, 231]",163,191.5,"[1.193524700637666, 0.6767029730458883, 0.2942452575904239, 0.16058929707526276, 0.09008098119950951, 0.053650935805259856, 0.03360276018343181, 0.014069279019380817, 0.007254148840424854, 0.007090498091285358]",10,168.327342490167,67375792315cbdf2fc613c6530b93137b8daedfb629d927e43b54f03b8deaddd
19,A,gaussian_noise,H,"[1501, 1495, 1449, 1482, 1492, 1496, 1527, 1496, 1502, 1508]",1449,1496.0,"[1.4410479551887132, 1.0199434319401495, 0.6322340353681281, 0.4139295098364545, 0.1820134820410917, 0.13418444793944193, 0.08981570020501628, 0.0526193350613958, 0.002167847643071527, 0.0]",9,inf,11679346157a052cb46c642dc7df4ad66d01febe209dbabca98223fb6a618ac4
19,A,gaussian_noise,S,"[164, 188, 218, 195, 182, 225, 163, 229, 185, 231]",163,191.5,"[1.1843731646394227, 0.713410692775595, 0.3247933300692502, 0.23120378273351003, 0.1374310981391504, 0.07576243489692934, 0.06528561768170499, 0.023220002002224356, 0.015901524415254015, 0.0142000685768151]",10,83.4061580923057,07470a73cdc59dbaef0f2479c8b69ee7fe4b857f31f7852a0f24be6d8eb8963f
19,A,gaussian_blur,H,"[1501, 1495, 1449, 1482, 1492, 1496, 1527, 1496, 1502, 1508]",1449,1496.0,"[1.4389581099044575, 1.030351855165736, 0.6425415764305054, 0.40625097707614083, 0.1941839114846936, 0.12896913636964458, 0.11231467594081306, 0.0687422772740976, 0.0022147550914117867, 0.0]",9,inf,8ae682ba06af9bb77e37a99d777952a95d2303634e560ba2fec068376a546c39
19,A,gaussian_blur,S,"[164, 188, 218, 195, 182, 225, 163, 229, 185, 231]",163,191.5,"[1.187057954032397, 0.7282408874237625, 0.31710333410583397, 0.22467409075076025, 0.13649879594832645, 0.07671921747010839, 0.06771677019610739, 0.024327305661028992, 0.01562558692898804, 0.015452926016290211]",10,76.81768182809007,6edf8d0e153bb1075e21a1212702a7d54e9699b062d3ab5e1e8d84197f26d0a5
19,B,clean,H,"[1501, 1495, 1449, 1482, 1492, 1496, 1527, 1496, 1502, 1508]",1449,1496.0,"[1.431922977957655, 1.0487522181486468, 0.669316558463551, 0.449826343352944, 0.1931564543238271, 0.14156068741599276, 0.1225760156295847, 0.06529951893488384, 0.0007258586989749724, 0.0]",9,inf,91237fa8a10470a5dc2be559ae7458c434bb6740f1098f67085c391309d59849
19,B,clean,S,"[164, 188, 218, 195, 182, 225, 163, 229, 185, 231]",163,191.5,"[1.1830340942902688, 0.7491251048726956, 0.354536563072744, 0.25094753734577113, 0.14428507601855314, 0.07869203685610274, 0.07710385185485125, 0.02530534039330085, 0.017277288234431278, 0.01574862873202041]",10,75.11981610722091,2828ce5ad95198e6f3d90cbc3c7cf4868c150d9e32922087efb26549e9ac13c6
19,B,brightness_dark,H,"[1501, 1495, 1449, 1482, 1492, 1496, 1527, 1496, 1502, 1508]",1449,1496.0,"[1.432645157533714, 1.0385004358868861, 0.6628660849442637, 0.44318868182308485, 0.17819908554809968, 0.12311952377544359, 0.11574366137918142, 0.03185936296087451, 0.0016303412035668441, 0.0]",9,inf,b847c999a18f2fd7a6f9c34246ed43816f890990fd3ed9e9016617939c4cf53a
19,B,brightness_dark,S,"[164, 188, 218, 195, 182, 225, 163, 229, 185, 231]",163,191.5,"[1.1775616457965736, 0.7392453291399474, 0.3254627942655888, 0.22446755385914202, 0.11276481073648516, 0.0721814804071772, 0.05822754791339189, 0.016088677269231827, 0.011233738197862211, 0.00585527007261237]",10,201.11141436575892,5a300453fe8f94413c9ca215f05ab6ed661ce7b7832c059f8cb85a8ed7c54fd4
19,B,contrast_low,H,"[1501, 1495, 1449, 1482, 1492, 1496, 1527, 1496, 1502, 1508]",1449,1496.0,"[1.5538137677146364, 0.9942076519059321, 0.606992259415344, 0.30729737840141946, 0.09376402148586703, 0.07251210109468824, 0.033332174837508055, 0.02639015005627316, 6.322472220402698e-18, 0.0]",8,inf,a02cf8602b7182deb23de18f93484d872aabae6cce825696802d6202165f0781
19,B,contrast_low,S,"[164, 188, 218, 195, 182, 225, 163, 229, 185, 231]",163,191.5,"[1.204567271360455, 0.6857187468834807, 0.2945722450496335, 0.1576307843514053, 0.0871433073057128, 0.04681777990578131, 0.03497448493583983, 0.01270101816346677, 0.0072912287018825446, 0.006497159779221332]",10,185.39905316978664,c317ac41d3f34ba70158eb406639f7a7da9f901d4c465c8fccd6c75983a6c28f
19,B,gaussian_noise,H,"[1501, 1495, 1449, 1482, 1492, 1496, 1527, 1496, 1502, 1508]",1449,1496.0,"[1.4470378755598339, 1.021871176038894, 0.6297827274809837, 0.4043500789518062, 0.18573742009531993, 0.12867860059625177, 0.08900453797954513, 0.054751994144497114, 0.001692086656156781, 0.0]",9,inf,5797bfa68809f569f452ff2fe07eb11a2d950d966f7b8caad76d174c02a5543d
19,B,gaussian_noise,S,"[164, 188, 218, 195, 182, 225, 163, 229, 185, 231]",163,191.5,"[1.1852216981729302, 0.7138918015573131, 0.3204137430785539, 0.22920104223183885, 0.1369493077843955, 0.07348996602846809, 0.06423344306463877, 0.02316236965227883, 0.015616157426057055, 0.01373233835522974]",10,86.308803898759,2f552539aadc0d9b9a4479666915b29ad8949b740c4b801ab2ff4ae4fc6738e8
19,B,gaussian_blur,H,"[1501, 1495, 1449, 1482, 1492, 1496, 1527, 1496, 1502, 1508]",1449,1496.0,"[1.4394957841762646, 1.0304605933462754, 0.6423742614086732, 0.396745835535332, 0.1945061339682775, 0.13445935546428495, 0.10911956887089182, 0.07081495911586386, 0.0016867403479598087, 0.0]",9,inf,bc7f0c8be17ae01da5d5961bf42ac849fd13064d103d676ed24c77c804119153
