client,bank,context,residual_L1_actual,residual_L1_null_median,residual_L1_null_p95,residual_L1_percentile,residual_L1_above_p95,residual_L2_actual,residual_L2_null_median,residual_L2_null_p95,residual_L2_percentile,residual_L2_above_p95,weighted_class_L1_actual,weighted_class_L1_null_median,weighted_class_L1_null_p95,weighted_class_L1_percentile,weighted_class_L1_above_p95,prevalence_L1_actual,prevalence_L1_null_median,prevalence_L1_null_p95,prevalence_L1_percentile,prevalence_L1_above_p95,prevalence_JS_actual,prevalence_JS_null_median,prevalence_JS_null_p95,prevalence_JS_percentile,prevalence_JS_above_p95,dominant_agreement_actual,dominant_agreement_null_median,dominant_agreement_null_p95,dominant_agreement_percentile,dominant_agreement_above_p95
2,B,brightness_dark,0.1001456946108003,0.1339294336645088,0.2624964007504914,0.2578125,False,0.04413522706577071,0.05842152926981233,0.11571466930273826,0.28125,False,0.18970239517672552,0.18649299781110734,0.3004365474080255,0.5078125,False,0.6470850959025332,1.0214928320721859,2.0,0.25,False,0.15474004920444417,0.23949409946694394,0.6931471805599454,0.2734375,False,1.0,1.0,1.0,1.0,False
2,B,contrast_low,0.09821131964067126,0.13635081578357505,0.24604331698040502,0.203125,False,0.04312745873337916,0.062098909425700136,0.119554369892504,0.1484375,False,0.19179509856970245,0.1971014557601285,0.3041069573662885,0.4609375,False,0.7022347718279018,1.073503972236046,2.0,0.2734375,False,0.1665687336964986,0.2530503674045407,0.6931471805599453,0.3046875,False,1.0,1.0,1.0,1.0,False
2,B,gaussian_noise,0.08881487077965446,0.13298794208789255,0.27674513018721436,0.1640625,False,0.04708831800763924,0.06162018364218066,0.11691498746335696,0.2890625,False,0.18255872025612488,0.19472433671945355,0.30698242052758734,0.4453125,False,0.6001634882557243,1.0040708384798038,2.0,0.1484375,False,0.14492960414073408,0.22742146127829865,0.6931471805599453,0.171875,False,1.0,1.0,1.0,1.0,False
2,B,gaussian_blur,0.09906467088006368,0.135082449656223,0.2629821360930294,0.2265625,False,0.05391396807651574,0.05912676135029189,0.12299274460429224,0.4296875,False,0.20927985951526465,0.1913927746753029,0.3130864179349282,0.625,False,0.4881093639814537,1.0090463666843354,2.0,0.2109375,False,0.10744356963278445,0.23223346006744772,0.6931471805599453,0.1953125,False,1.0,1.0,1.0,1.0,False
3,A,clean,0.1320560348597649,0.16294268996943656,0.3035031957788263,0.3203125,False,0.05222654897592317,0.0714817946047121,0.134541754634649,0.234375,False,0.1320560348597649,0.16294268996943656,0.3035031957788263,0.3203125,False,0.07389519868727915,0.3830207437055727,1.1058621365318795,0.125,False,0.01297892477336604,0.07145222989351047,0.24589536228432063,0.125,False,1.0,1.0,1.0,1.0,False
3,A,brightness_dark,0.1404917041847776,0.1660700184525935,0.31111162955499716,0.3828125,False,0.05156616941621865,0.0733212860841804,0.13976760364822016,0.1953125,False,0.1404917041847776,0.1660700184525935,0.31111162955499716,0.3828125,False,0.1563913075415902,0.33686318453048447,1.050964532647408,0.296875,False,0.02789618729105761,0.06225197057503844,0.23006773140441644,0.296875,False,1.0,1.0,1.0,1.0,False
3,A,contrast_low,0.22473656235210182,0.16076125882121323,0.2800778743458315,0.828125,False,0.09244810789226887,0.07261989128097143,0.12319756948368528,0.75,False,0.22473656235210182,0.16076125882121323,0.2800778743458315,0.828125,False,1.0055880092510647,0.42041177408659614,1.1756739649838255,0.8359375,False,0.21729892688312097,0.07903918853264535,0.2668259544061483,0.8359375,False,1.0,1.0,1.0,1.0,False
3,A,gaussian_noise,0.1304045247066446,0.16445769614571915,0.30873836577614494,0.2890625,False,0.048268218541515855,0.07453251837616601,0.13848209855569882,0.1171875,False,0.1304045247066446,0.16445769614571915,0.30873836577614494,0.2890625,False,0.07436686891498501,0.47140643351249917,1.237113836941966,0.125,False,0.013062906888986342,0.08958440791438119,0.28620827218717754,0.125,False,1.0,1.0,1.0,1.0,False
3,A,gaussian_blur,0.14004295432367364,0.1639346695535354,0.2838621381807926,0.3203125,False,0.061169847168328434,0.073043633935061,0.1286264302259535,0.3203125,False,0.14004295432367364,0.1639346695535354,0.2838621381807926,0.3203125,False,0.1902935592791643,0.34761228684896084,1.0193229410542872,0.2734375,False,0.034163993012824995,0.06437902365626882,0.2211070979121146,0.2734375,False,1.0,1.0,1.0,1.0,False
3,B,clean,0.1320560348597649,0.1636965014423301,0.2845065885860549,0.3046875,False,0.05222654897592317,0.07491402672021467,0.13180271328324306,0.2421875,False,0.1320560348597649,0.1636965014423301,0.2845065885860549,0.3046875,False,0.07389519868727915,0.3584096953894321,1.0471354595797933,0.171875,False,0.01297892477336604,0.06652451806551038,0.2290899012520352,0.171875,False,1.0,1.0,1.0,1.0,False
3,B,brightness_dark,0.14221892820227175,0.158752977369942,0.2660823355950804,0.4140625,False,0.05194180697472749,0.06963255698031427,0.12499859675937654,0.2421875,False,0.14221892820227175,0.158752977369942,0.2660823355950804,0.4140625,False,0.17016435839132654,0.2950782788948578,0.9764392149188277,0.3828125,False,0.030432624256701263,0.05407403379181591,0.20933656401956036,0.3828125,False,1.0,1.0,1.0,1.0,False
3,B,contrast_low,0.23454212120484952,0.15556904160206397,0.2801926942055505,0.8828125,False,0.09817213296901402,0.07136294380947539,0.1260535695978386,0.828125,False,0.23454212120484952,0.15556904160206397,0.2801926942055505,0.8828125,False,1.167329357506504,0.4362418947869512,1.1925804460762601,0.9296875,False,0.2642434112118638,0.08228685880056935,0.2720423104116432,0.9296875,False,0.0,1.0,1.0,0.078125,False
3,B,gaussian_noise,0.1303107576761461,0.15555880159582686,0.2801451581399449,0.3125,False,0.04864575261081637,0.07298065153191383,0.13193955605036514,0.1875,False,0.1303107576761461,0.15555880159582686,0.2801451581399449,0.3125,False,0.07749928556932484,0.3464596479514458,1.0972890063966116,0.15625,False,0.01362101547312028,0.0641498506426647,0.24331288492361078,0.15625,False,1.0,1.0,1.0,1.0,False
3,B,gaussian_blur,0.14101009089728592,0.18152364490836065,0.3108332051227517,0.265625,False,0.06063668165423416,0.07996551269727273,0.13777789138376134,0.265625,False,0.14101009089728592,0.18152364490836065,0.3108332051227517,0.265625,False,0.18481296589369456,0.4470883355837787,1.3025858608687597,0.2421875,False,0.03314515927254594,0.08452584290770998,0.30778410607182694,0.2421875,False,1.0,1.0,1.0,1.0,False
4,A,clean,0.19468389436780778,0.1560948866373793,0.2678807029164323,0.75,False,0.08142908718128168,0.06707941017178515,0.11556269646523058,0.671875,False,0.2750742459848719,0.23749530586566747,0.34155045441216214,0.7578125,False,0.6371324214639636,0.7674833526921654,1.4346426977072277,0.34375,False,0.14857830274281847,0.1810532045902593,0.4018079631383204,0.3671875,False,1.0,1.0,1.0,1.0,False
4,A,brightness_dark,0.19930823275806503,0.13576535114610555,0.2328660707971262,0.8671875,False,0.08203406796391392,0.0586986681286535,0.10703255782947753,0.8203125,False,0.31271096976289947,0.21530995244025952,0.32208834775856426,0.921875,False,0.8756944480088411,0.8999999999999999,1.5677239480562322,0.4453125,False,0.20181166546196705,0.2596638037902095,0.463038237825923,0.3984375,False,1.0,1.0,1.0,1.0,False
4,A,contrast_low,0.20594761614456286,0.1498575336165766,0.2530806165369231,0.8359375,False,0.09121770216252395,0.06883403397656351,0.12254094789749453,0.8125,False,0.29646212351926465,0.23838303496164773,0.34182089940293786,0.8046875,False,0.8999999999999999,0.9407995475012961,1.695794280372572,0.3828125,False,0.28714917457841405,0.27956052098248874,0.5013264093734633,0.53125,False,1.0,1.0,1.0,1.0,False
4,A,gaussian_noise,0.16875679704776209,0.16025665782591325,0.23936552097342031,0.5703125,False,0.06661491202799019,0.0680935513333833,0.10518918291303718,0.484375,False,0.23558495964451887,0.22894753544295343,0.3272686586676462,0.53125,False,0.398256109695604,0.8999999999999999,1.6055316241479118,0.125,False,0.09330789113144267,0.2533844825957924,0.4682874750265893,0.1875,False,1.0,1.0,1.0,1.0,False
4,A,gaussian_blur,0.19309602838580425,0.15278595225120162,0.25871239289963593,0.7109375,False,0.08212964593828775,0.06828967230163255,0.11200721529847842,0.671875,False,0.27537128990878806,0.24392515957921218,0.34228514205458893,0.6640625,False,0.7089374312659488,0.9,1.70565667544802,0.328125,False,0.164895692330024,0.28239654758918276,0.5095573350554092,0.328125,False,1.0,1.0,1.0,1.0,False
4,B,clean,0.19468389436780778,0.16144052755839688,0.2830672371196886,0.703125,False,0.08142908718128168,0.07079759394901075,0.1234057388571846,0.6640625,False,0.2750742459848719,0.23865535814857275,0.3500853058659993,0.65625,False,0.6371324214639636,0.8999999999999999,1.518061331615539,0.2890625,False,0.14857830274281847,0.24170625907660925,0.4585453132670103,0.328125,False,1.0,1.0,1.0,1.0,False
4,B,brightness_dark,0.201656511752284,0.14475609774751796,0.2333984539686618,0.875,False,0.08317287077507583,0.06468290937331231,0.10466284257501476,0.8359375,False,0.317034721628108,0.22940636493287858,0.3421331414926764,0.9140625,False,0.862220815262026,0.9013417421614833,1.5606849724896272,0.4296875,False,0.19881581972729534,0.2747628339652687,0.4552028677578554,0.40625,False,1.0,1.0,1.0,1.0,False
4,B,contrast_low,0.2092505571065708,0.14857553503306176,0.2639247616384134,0.828125,False,0.09234524659389674,0.06690718688641914,0.12434316673188196,0.78125,False,0.3154518149602805,0.2429528282665271,0.3579945899523756,0.875,False,0.8697745280750198,0.913933427573713,1.5722334916551874,0.3828125,False,0.24290166074579456,0.28209400417813624,0.4666808488384685,0.4140625,False,1.0,1.0,1.0,1.0,False
4,B,gaussian_noise,0.166784099850894,0.1645627944669446,0.26160937447980886,0.515625,False,0.06589708221541973,0.07200076312213918,0.11215682588006769,0.375,False,0.2331475948846014,0.24228845323009657,0.32702649203573375,0.4375,False,0.3958606686176414,0.8754748022026944,1.5592498937379013,0.078125,False,0.09285237490505338,0.20973885397087388,0.45280898871001735,0.1328125,False,1.0,1.0,1.0,1.0,False
4,B,gaussian_blur,0.19342710231227747,0.1486439659116751,0.25056424285564005,0.7578125,False,0.08219129299868552,0.06310091316432215,0.11223007960684274,0.703125,False,0.27566634207601853,0.237745196974924,0.3329327350304381,0.7890625,False,0.7032248318271053,0.899601610037086,1.7057738594204752,0.3671875,False,0.16345711511920769,0.22596124719096577,0.5071035878148729,0.390625,False,1.0,1.0,1.0,1.0,False
5,A,clean,0.27122694389009244,0.187438257817386,0.30009987737923366,0.890625,False,0.11263556882527846,0.08154062777297494,0.13505385429833858,0.8359375,False,0.3519954538266634,0.2773938803310697,0.3836340000759465,0.890625,False,0.30000000000000004,0.5900022379771391,1.0826004290986286,0.15625,False,0.09363183207501657,0.13508292227766172,0.29534359733626847,0.3203125,False,1.0,1.0,1.0,1.0,False
5,A,brightness_dark,0.249400749300816,0.15189932779222232,0.26014799751932954,0.9375,False,0.10446693840100842,0.0680100476527824,0.11356941973231549,0.8984375,False,0.3411720199181416,0.2522687982661631,0.38179357416997506,0.84375,False,0.3659309268970255,0.645272929330723,1.2125068312102594,0.109375,False,0.0583851294277401,0.14944472790624852,0.2915765836576369,0.1015625,False,1.0,1.0,1.0,1.0,False
