client,bank,context,label,count,mu_real,mu_cross,d,d_L1,d_L2,weighted_contribution,residual,residual_L1,residual_L2
33,B,gaussian_noise,0,3,"[0.05020149989400161, 0.26275161003621933, 0.2583412106742766, 0.030069579112797923, 0.015413356916655964, 0.01829425552996498, 0.16461988849504652, 0.019757879230243587, 0.11886564661839379, 0.061685073492399635]","[0.17917893293066617, 0.1841237017243558, 0.12938654899200216, 0.03243329991165119, 0.02307144870398389, 0.02313947973408542, 0.06515051028262749, 0.021120778824953772, 0.32434600155437693, 0.01804929734129714]","[-0.12897743303666456, 0.07862790831186353, 0.12895466168227446, -0.002363720798853268, -0.007658091787327926, -0.004845224204120438, 0.09946937821241904, -0.0013628995947101846, -0.20548035493598316, 0.04363577615110249]",0.7013754487153191,0.30587058151028435,"[-0.019346614955499684, 0.011794186246779529, 0.019343199252341167, -0.0003545581198279902, -0.0011487137680991888, -0.0007267836306180656, 0.014920406731862856, -0.00020443493920652768, -0.03082205324039747, 0.0065453664226653736]","[-0.014412217412103225, 0.0023019462569533466, 0.02831487854469128, 0.029925610594029567, -0.00508495789299878, 0.02197603357763034, -0.038533942004748384, -0.008707668518241788, -0.021336239395516904, 0.005556556250304653]",0.17615005044721826,0.06682729186988615
33,B,gaussian_noise,3,17,"[0.03880495737582591, 0.06867850403232792, 0.1813629840355349, 0.20235511946519696, 0.03939280069237755, 0.14052437931280778, 0.2034090328211283, 0.03300498143155978, 0.08288436937951653, 0.009582871453724393]","[0.0329997837953595, 0.07984584519682932, 0.17080806722100536, 0.16673139156654102, 0.0440236761334359, 0.11381518259722144, 0.2662965019230239, 0.043008785642189504, 0.07172458838553938, 0.010746177538854656]","[0.005805173580466415, -0.011167341164501396, 0.010554916814529552, 0.03562372789865595, -0.004630875441058349, 0.026709196715586345, -0.0628874691018956, -0.010003804210629727, 0.011159780993977145, -0.0011633060851302633]",0.17970559200643071,0.08033987718121702,"[0.004934397543396452, -0.009492239989826186, 0.00897167929235012, 0.030280168713857556, -0.003936244124899597, 0.02270281720824839, -0.053454348736611264, -0.008503233579035268, 0.009485813844880573, -0.0009888101723607237]","[-0.014412217412103225, 0.0023019462569533466, 0.02831487854469128, 0.029925610594029567, -0.00508495789299878, 0.02197603357763034, -0.038533942004748384, -0.008707668518241788, -0.021336239395516904, 0.005556556250304653]",0.17615005044721826,0.06682729186988615
33,B,gaussian_blur,0,3,"[0.044204691191938456, 0.2271246974084493, 0.2733987851388799, 0.03842136975663695, 0.019741899768338737, 0.022398137265461457, 0.1932496280730274, 0.029109610494949284, 0.09695110157397559, 0.05540007932834289]","[0.16847664736090712, 0.20140619767427845, 0.12139558723423971, 0.03482084266332853, 0.022526874829417072, 0.02421229643831665, 0.06203945016002369, 0.023831368860121264, 0.3229975415881868, 0.018293193191180772]","[-0.12427195616896866, 0.02571849973417084, 0.15200319790464017, 0.0036005270933084227, -0.0027849750610783354, -0.0018141591728551947, 0.1312101779130037, 0.0052782416348280195, -0.2260464400142112, 0.03710688613716212]",0.7098350608342268,0.33007851825199586,"[-0.0186407934253453, 0.003857774960125626, 0.022800479685696026, 0.0005400790639962634, -0.0004177462591617503, -0.00027212387592827917, 0.019681526686950557, 0.000791736245224203, -0.03390696600213168, 0.005566032920574318]","[-0.013217168083702949, -0.007859315084082136, 0.041475033557410224, 0.03259869342492441, -0.0008266685814860703, 0.02711785123370658, -0.049793726860050375, -0.007984141453639217, -0.02617291615423037, 0.004662358001149962]",0.21170787243438233,0.08369765645066528
33,B,gaussian_blur,3,17,"[0.03649283451255518, 0.0653019152197669, 0.18651014266482432, 0.20601230095504272, 0.04286050873624606, 0.14155630590266566, 0.20019683074827072, 0.03619609679002315, 0.07598899831002492, 0.008884066160580321]","[0.030112098816505353, 0.07908672703648191, 0.1645400792863371, 0.16829628405983316, 0.04334159382133349, 0.10933280577368348, 0.28193242315650713, 0.046520658788685984, 0.06689011613602339, 0.00994721312460897]","[0.006380735696049827, -0.013784811816715009, 0.021970063378487226, 0.037716016895209564, -0.0004810850850874293, 0.032223500128982174, -0.08173559240823641, -0.010324561998662836, 0.009098882174001538, -0.0010631469640286495]",0.21477839654546066,0.10022836638713739,"[0.005423625341642353, -0.011717090044207757, 0.018674553871714142, 0.03205861436092813, -0.0004089223223243149, 0.027389975109634847, -0.06947525354700095, -0.00877587769886341, 0.007734049847901307, -0.000903674919424352]","[-0.013217168083702949, -0.007859315084082136, 0.041475033557410224, 0.03259869342492441, -0.0008266685814860703, 0.02711785123370658, -0.049793726860050375, -0.007984141453639217, -0.02617291615423037, 0.004662358001149962]",0.21170787243438233,0.08369765645066528
34,A,clean,2,3,"[0.0771219182579366, 0.06016271966290316, 0.423171981353689, 0.04734194691095476, 0.11356038638511033, 0.03540472601295339, 0.10270890813192933, 0.02407318437749682, 0.1089997135793186, 0.007454515327707867]","[0.06124099075692166, 0.06236750521782429, 0.2899354831941132, 0.08649096620791125, 0.08136019862711187, 0.06902982571634927, 0.2070437455152806, 0.04323755248953194, 0.0915742072097279, 0.007719525065228014]","[0.01588092750101494, -0.0022047855549211307, 0.13323649815957578, -0.03914901929695649, 0.03220018775799846, -0.03362509970339588, -0.10433483738335127, -0.019164368112035122, 0.0174255063695907, -0.0002650097375201466]",0.3974862395763599,0.1823894852024947,"[0.002382139125152241, -0.0003307178332381696, 0.019985474723936365, -0.005872352894543473, 0.004830028163699769, -0.005043764955509382, -0.01565022560750269, -0.002874655216805268, 0.0026138259554386047, -3.9751460628021985e-05]","[0.012550973939671466, 0.024371541278061418, -0.0021232710839339253, -0.02731438736094363, 0.005189692543227195, -0.01939143969602146, -0.01520217959854342, -0.004480469251117676, 0.02690571177030872, -0.0005061725407087062]",0.1380358390625376,0.0536693418633418
34,A,clean,3,15,"[0.041075722358540095, 0.10901230616115001, 0.14700082286925822, 0.13837055582999744, 0.0462097602268948, 0.09753443228736841, 0.2537697505993542, 0.041627762238263984, 0.11678275601120912, 0.008616131417963678]","[0.03220748708869541, 0.06265677182633712, 0.1839013671183018, 0.17076981660638016, 0.04836233395894758, 0.11940429518411673, 0.2649982467292438, 0.04612621394868447, 0.06239063775461441, 0.009182829784678456]","[0.008868235269844683, 0.04635553433481289, -0.03690054424904357, -0.03239926077638272, -0.0021525737320527843, -0.02186986289674832, -0.011228496129889631, -0.004498451710420487, 0.05439211825659471, -0.0005666983667147775]",0.21923177572250457,0.09070229749241004,"[0.0066511764523835126, 0.03476665075110967, -0.027675408186782678, -0.02429944558228704, -0.0016144302990395883, -0.01640239717256124, -0.008421372097417223, -0.003373838782815365, 0.04079408869244603, -0.0004250237750360831]","[0.012550973939671466, 0.024371541278061418, -0.0021232710839339253, -0.02731438736094363, 0.005189692543227195, -0.01939143969602146, -0.01520217959854342, -0.004480469251117676, 0.02690571177030872, -0.0005061725407087062]",0.1380358390625376,0.0536693418633418
34,A,clean,8,2,"[0.14287394948365548, 0.13486846920436932, 0.11768708254533754, 0.05282222264028606, 0.03547501123941695, 0.03631342420292268, 0.12311151662142741, 0.027656560104159896, 0.30396462777593547, 0.025227136182489156]","[0.1076973658622983, 0.23551238560247, 0.06202045875621409, 0.02424811148141724, 0.015734064453746668, 0.015766199882431168, 0.034417335557662423, 0.00997631261913028, 0.4689866565516945, 0.025641109232935184]","[0.03517658362135717, -0.10064391639810069, 0.055666623789123446, 0.028574111158868824, 0.019740946785670285, 0.020547224320491515, 0.08869418106376499, 0.017680247485029617, -0.16502202877575906, -0.00041397305044602734]",0.5321598364486115,0.22694806992734362,"[0.003517658362135717, -0.01006439163981007, 0.005566662378912345, 0.0028574111158868824, 0.0019740946785670285, 0.0020547224320491514, 0.0088694181063765, 0.0017680247485029619, -0.016502202877575905, -4.1397305044602734e-05]","[0.012550973939671466, 0.024371541278061418, -0.0021232710839339253, -0.02731438736094363, 0.005189692543227195, -0.01939143969602146, -0.01520217959854342, -0.004480469251117676, 0.02690571177030872, -0.0005061725407087062]",0.1380358390625376,0.0536693418633418
34,A,brightness_dark,2,3,"[0.08561641279212634, 0.0979679366310285, 0.31943194168106054, 0.048495830218438805, 0.10291702849693385, 0.04380970694974281, 0.0898581858999316, 0.02305242795354112, 0.17780145820599833, 0.011049071171198027]","[0.06243612087143555, 0.06561876267361332, 0.28953856215632046, 0.09216000052912571, 0.07897559715203128, 0.07660398319738108, 0.18701787018391183, 0.04632539666319713, 0.09483379062880386, 0.006489915944179718]","[0.023180291920690786, 0.032349173957415184, 0.029893379524740082, -0.0436641703106869, 0.023941431344902564, -0.032794276247638275, -0.09715968428398024, -0.023272968709656006, 0.08296766757719447, 0.004559155227018309]",0.3937821991039228,0.1513891695906372,"[0.003477043788103618, 0.004852376093612277, 0.004484006928711012, -0.006549625546603035, 0.0035912147017353843, -0.004919141437145741, -0.014573952642597036, -0.0034909453064484006, 0.01244515013657917, 0.0006838732840527464]","[0.01337901446720987, 0.03413877914207328, -0.0049501045619597395, -0.029263700493236705, 0.0004073862925829466, -0.019231548023535522, -0.02454126015306249, -0.009439768721089203, 0.03729545231440372, 0.0022057497366138636]",0.17485276390576732,0.06842908119195146
34,A,brightness_dark,3,15,"[0.04085245771577652, 0.13234660668751302, 0.16502846506495322, 0.13193510993215915, 0.047950313132669606, 0.08528901323473978, 0.22816990247241567, 0.044751532236202145, 0.11230351847325704, 0.01137308105031392]","[0.03217773193831327, 0.0715975905223007, 0.18659322831224548, 0.16873441086222968, 0.05418868684078957, 0.10882201625981713, 0.25184572386582976, 0.054240989739856735, 0.06346996362505437, 0.008329658033563352]","[0.008674725777463255, 0.06074901616521232, -0.021564763247292257, -0.03679930093007053, -0.006238373708119964, -0.023533003025077354, -0.023675821393414093, -0.00948945750365459, 0.04883355484820266, 0.003043423016750568]",0.24260143961525762,0.09603235787091426,"[0.006506044333097441, 0.045561762123909236, -0.016173572435469193, -0.027599475697552896, -0.004678780281089973, -0.017649752268808015, -0.01775686604506057, -0.0071170931277409425, 0.03662516613615199, 0.002282567262562926]","[0.01337901446720987, 0.03413877914207328, -0.0049501045619597395, -0.029263700493236705, 0.0004073862925829466, -0.019231548023535522, -0.02454126015306249, -0.009439768721089203, 0.03729545231440372, 0.0022057497366138636]",0.17485276390576732,0.06842908119195146
34,A,brightness_dark,8,2,"[0.15115038420630267, 0.12701955938334686, 0.12727088201250075, 0.07213146869491922, 0.03090371804640533, 0.04659915065841268, 0.11360944232487552, 0.020818740329037196, 0.29464905630928984, 0.01584759803490993]","[0.11719112074621457, 0.289773150137829, 0.05987627256451599, 0.023277461185726947, 0.015954199327029888, 0.013225693834230414, 0.0357138569789246, 0.00913604319803593, 0.41239769589256464, 0.023454506134928017]","[0.033959263460088096, -0.16275359075448215, 0.06739460944798475, 0.048854007509192277, 0.014949518719375443, 0.03337345682418226, 0.07789558534595092, 0.011682697131001266, -0.1177486395832748, -0.007606908100018087]",0.57621827687555,0.23671671010749826,"[0.0033959263460088098, -0.016275359075448217, 0.006739460944798476, 0.004885400750919228, 0.0014949518719375443, 0.0033373456824182263, 0.007789558534595092, 0.0011682697131001267, -0.011774863958327482, -0.0007606908100018087]","[0.01337901446720987, 0.03413877914207328, -0.0049501045619597395, -0.029263700493236705, 0.0004073862925829466, -0.019231548023535522, -0.02454126015306249, -0.009439768721089203, 0.03729545231440372, 0.0022057497366138636]",0.17485276390576732,0.06842908119195146
34,A,contrast_low,2,3,"[0.08251518378654313, 0.05876341062012885, 0.23042259245863775, 0.050314369340049396, 0.09047961326250868, 0.03944754801241435, 0.2250794075888609, 0.021846374234171632, 0.19784400537444694, 0.0032874953222383034]","[0.057320518941930215, 0.061019641685108456, 0.25465846628092964, 0.10404617081738106, 0.0695091864135666, 0.07342831375766035, 0.2441027012899647, 0.031909609581738115, 0.09831515860669157, 0.00569023262502939]","[0.025194664844612913, -0.0022562310649796025, -0.024235873822291892, -0.05373180147733166, 0.020970426848942084, -0.03398076574524599, -0.019023293701103783, -0.010063235347566483, 0.09952884676775536, -0.0024027373027910868]",0.2913878769226209,0.12682159091576253,"[0.0037791997266919367, -0.0003384346597469404, -0.0036353810733437838, -0.00805977022159975, 0.0031455640273413124, -0.005097114861786899, -0.0028534940551655672, -0.0015094853021349723, 0.014929327015163304, -0.000360410595418663]","[0.016331399737098767, 0.042389178216964876, -0.027182168036450127, -0.04201426857221964, 0.00011206806480131004, -0.02890544446829535, -0.00486506255801758, -0.0036917235063572904, 0.04528308269377147, 0.0025429384287036384]",0.21331733428268004,0.08658801949177337
34,A,contrast_low,3,15,"[0.04668190376266385, 0.16151134380612525, 0.14302000086458844, 0.11606876365268311, 0.03786843499505131, 0.07225697321815121, 0.24907422953848357, 0.03328721487691525, 0.12757323001189283, 0.012657905273445158]","[0.032592169360488005, 0.08610071303857593, 0.18162561609081404, 0.16754692598108203, 0.0447298902595272, 0.10851267695560946, 0.2666801234343434, 0.03904646040519107, 0.06489176141374599, 0.008273663060622811]","[0.014089734402175848, 0.07541063076754932, -0.038605615226225604, -0.05147816232839893, -0.006861455264475888, -0.03625570373745825, -0.017605893895859814, -0.005759245528275822, 0.06268146859814684, 0.0043842422128223466]",0.31313215196138866,0.1252140514804989,"[0.010567300801631886, 0.05655797307566199, -0.028954211419669203, -0.0386086217462992, -0.005146091448356916, -0.027191777803093686, -0.01320442042189486, -0.0043194341462068665, 0.047011101448610135, 0.00328818165961676]","[0.016331399737098767, 0.042389178216964876, -0.027182168036450127, -0.04201426857221964, 0.00011206806480131004, -0.02890544446829535, -0.00486506255801758, -0.0036917235063572904, 0.04528308269377147, 0.0025429384287036384]",0.21331733428268004,0.08658801949177337
34,A,contrast_low,8,2,"[0.14749529608520287, 0.08787831029781432, 0.13757449800408658, 0.08314742752914134, 0.03731894789678504, 0.056992196628059294, 0.15036090497568885, 0.032453025868625196, 0.25409667944117553, 0.012682713273421003]","[0.12764630399745341, 0.22618191228731613, 0.08350025343845784, 0.036606193572348185, 0.01619299303861577, 0.02315771466220681, 0.038432385785260856, 0.011081066448779757, 0.4206701371411955, 0.01653103962836561]","[0.019848992087749456, -0.1383036019895018, 0.054074244565628746, 0.04654123395679315, 0.02112595485816927, 0.03383448196585248, 0.111928519190428, 0.02137195941984544, -0.16657345770001997, -0.0038483263549446076]",0.617450772088933,0.25874570105758565,"[0.0019848992087749457, -0.013830360198950183, 0.005407424456562875, 0.004654123395679315, 0.002112595485816927, 0.0033834481965852484, 0.0111928519190428, 0.002137195941984544, -0.016657345770001997, -0.00038483263549446076]","[0.016331399737098767, 0.042389178216964876, -0.027182168036450127, -0.04201426857221964, 0.00011206806480131004, -0.02890544446829535, -0.00486506255801758, -0.0036917235063572904, 0.04528308269377147, 0.0025429384287036384]",0.21331733428268004,0.08658801949177337
34,A,gaussian_noise,2,3,"[0.06668110722230254, 0.06131552083941524, 0.4129088214063257, 0.05524617265140966, 0.10979163971506511, 0.03652713940314108, 0.12548727244825153, 0.025327878454459874, 0.09918809911603231, 0.007526348743597045]","[0.06160199450539535, 0.07064154704926112, 0.2800821207414123, 0.08938239826439953, 0.07300361802641779, 0.06784412205331099, 0.21352975256383078, 0.040835644139150966, 0.09452057600059927, 0.008558226656221926]","[0.00507911271690719, -0.009326026209845885, 0.13282670066491337, -0.03413622561298987, 0.036788021688647324, -0.031316982650169904, -0.08804248011557925, -0.015507765684691092, 0.004667523115433045, -0.0010318779126248815]",0.3587227163718018,0.17108453479801664,"[0.0007618669075360784, -0.0013989039314768828, 0.019924005099737005, -0.005120433841948481, 0.005518203253297099, -0.0046975473975254855, -0.013206372017336886, -0.0023261648527036637, 0.0007001284673149568, -0.00015478168689373224]","[0.006405081688025303, 0.012357548516336692, -0.004271216822490653, -0.017134414831397937, 0.003253697572384716, -0.012110298192433505, -0.010854414433324494, -0.002737941440651856, 0.026884541043463037, -0.0017925830999112238]",0.09780173764041941,0.03891166854602598
34,A,gaussian_noise,3,15,"[0.040386538651928205, 0.10390195680776919, 0.14321046284966168, 0.1500897084573584, 0.04115328844131738, 0.10384341777448737, 0.24669328597693077, 0.040094282048385575, 0.12185500097904711, 0.00877205801311438]","[0.034304447559084426, 0.07727228011406038, 0.17753237417109255, 0.1686833499443033, 0.04535588836029162, 0.11532958420515411, 0.2578742936603167, 0.04196125597682228, 0.07064346363924662, 0.011043062369627975]","[0.006082091092843779, 0.026629676693708804, -0.034321911321430865, -0.018593641486944923, -0.004202599918974238, -0.011486166430666744, -0.011181007683385952, -0.0018669739284367035, 0.051211537339800495, -0.0022710043565135948]",0.16784661025270609,0.07194249106532752,"[0.004561568319632834, 0.019972257520281603, -0.02574143349107315, -0.013945231115208692, -0.0031519499392306787, -0.008614624823000058, -0.008385755762539464, -0.0014002304463275276, 0.03840865300485037, -0.001703253267385196]","[0.006405081688025303, 0.012357548516336692, -0.004271216822490653, -0.017134414831397937, 0.003253697572384716, -0.012110298192433505, -0.010854414433324494, -0.002737941440651856, 0.026884541043463037, -0.0017925830999112238]",0.09780173764041941,0.03891166854602598
34,A,gaussian_noise,8,2,"[0.11144768623284604, 0.1734917510661187, 0.07746108526313158, 0.046880899672956715, 0.024057305483197736, 0.029378189449299777, 0.14390694569188098, 0.02016812975859337, 0.3457425040954404, 0.027465503286534743]","[0.10063122162428223, 0.23564980179079878, 0.06199896957467734, 0.027568398415364476, 0.01518286290001483, 0.017359449168379306, 0.03652981222636227, 0.010283591174799961, 0.46798490838246304, 0.02681098474285769]","[0.010816464608563808, -0.062158050724680086, 0.015462115688454244, 0.01931250125759224, 0.008874442583182906, 0.012018740280920471, 0.1073771334655187, 0.009884538583793408, -0.12224240428702265, 0.0006545185436770511]",0.3688009100234056,0.17716393946481468,"[0.001081646460856381, -0.006215805072468009, 0.0015462115688454244, 0.001931250125759224, 0.0008874442583182906, 0.0012018740280920473, 0.010737713346551872, 0.0009884538583793407, -0.012224240428702265, 6.54518543677051e-05]","[0.006405081688025303, 0.012357548516336692, -0.004271216822490653, -0.017134414831397937, 0.003253697572384716, -0.012110298192433505, -0.010854414433324494, -0.002737941440651856, 0.026884541043463037, -0.0017925830999112238]",0.09780173764041941,0.03891166854602598
34,A,gaussian_blur,2,3,"[0.07021873481714906, 0.06988473872627157, 0.37909728605827625, 0.04967322708977468, 0.11043322604145289, 0.03394331167063938, 0.11836961761781584, 0.023246703844609824, 0.1375779905506813, 0.007555163583329299]","[0.058214084769478834, 0.06789955185303269, 0.2741800282506137, 0.09134034555433701, 0.07539036378577509, 0.06729369850743044, 0.2228127281513692, 0.04131645223285935, 0.09382254136975218, 0.007730205525351458]","[0.012004650047670228, 0.001985186873238884, 0.10491725780766253, -0.04166711846456233, 0.035042862255677806, -0.03335038683679106, -0.10444311053355337, -0.01806974838824953, 0.04375544918092911, -0.00017504194202215898]",0.395410812330357,0.16846819269935542,"[0.001800697507150534, 0.00029777803098583256, 0.01573758867114938, -0.006250067769684349, 0.00525642933835167, -0.005002558025518659, -0.015666466580033005, -0.0027104622582374296, 0.006563317377139366, -2.6256291303323847e-05]","[0.01118848863642815, 0.01982257929565967, -0.012976511972043608, -0.029623484007558293, 0.004747538957770192, -0.021355307469315493, -0.005352826129459448, -0.005759338254044219, 0.03982859641518752, -0.0005197354726242491]",0.15117440661009085,0.06075406011892136
34,A,gaussian_blur,3,15,"[0.03858192965896435, 0.1138345133207103, 0.12856562680101813, 0.1413837442123702, 0.04153513527834813, 0.09128765548552487, 0.2720103941146154, 0.04028415256392329, 0.12274667798249787, 0.009770170582027476]","[0.03031946098082497, 0.07214337217458064, 0.171866928083682, 0.1742551630883124, 0.0443643704602924, 0.11430039369767522, 0.2742254015927876, 0.04566518614239275, 0.06301832157483807, 0.00984140220461382]","[0.00826246867813938, 0.041691141146129665, -0.04330130128266388, -0.03287141887594219, -0.0028292351819442715, -0.023012738212150358, -0.0022150074781721596, -0.00538103357846946, 0.059728356407659805, -7.123162258634332e-05]",0.21936393246385752,0.09434451025764351,"[0.006196851508604535, 0.03126835585959725, -0.03247597596199791, -0.024653564156956645, -0.0021219263864582037, -0.017259553659112768, -0.0016612556086291197, -0.004035775183852095, 0.044796267305744854, -5.342371693975749e-05]","[0.01118848863642815, 0.01982257929565967, -0.012976511972043608, -0.029623484007558293, 0.004747538957770192, -0.021355307469315493, -0.005352826129459448, -0.005759338254044219, 0.03982859641518752, -0.0005197354726242491]",0.15117440661009085,0.06075406011892136
34,A,gaussian_blur,8,2,"[0.1267321283589694, 0.13623525064668876, 0.09874517162065034, 0.0436870755754631, 0.03158042175110755, 0.027865326388274814, 0.15818294173852293, 0.02117966891394872, 0.33257729094437544, 0.02321472406199903]","[0.09482273215223853, 0.25367079659592284, 0.061126418432601304, 0.03088559638463622, 0.015450061692340143, 0.018797284235115105, 0.038433981146497063, 0.01131067703349566, 0.4478871736213425, 0.027615278705810712]","[0.031909396206730875, -0.11743554594923408, 0.03761875318804904, 0.01280147919082688, 0.016130360058767404, 0.009068042153159709, 0.11974896059202586, 0.009868991880453062, -0.11530988267696707, -0.004400554643811682]",0.47429196654002564,0.21091165892724464,"[0.003190939620673088, -0.011743554594923409, 0.003761875318804904, 0.0012801479190826881, 0.0016130360058767405, 0.000906804215315971, 0.011974896059202586, 0.0009868991880453062, -0.011530988267696708, -0.00044005546438116824]","[0.01118848863642815, 0.01982257929565967, -0.012976511972043608, -0.029623484007558293, 0.004747538957770192, -0.021355307469315493, -0.005352826129459448, -0.005759338254044219, 0.03982859641518752, -0.0005197354726242491]",0.15117440661009085,0.06075406011892136
34,B,clean,2,3,"[0.0771219182579366, 0.06016271966290316, 0.423171981353689, 0.04734194691095476, 0.11356038638511033, 0.03540472601295339, 0.10270890813192933, 0.02407318437749682, 0.1089997135793186, 0.007454515327707867]","[0.06124099075692166, 0.06236750521782429, 0.2899354831941132, 0.08649096620791125, 0.08136019862711187, 0.06902982571634927, 0.2070437455152806, 0.04323755248953194, 0.0915742072097279, 0.007719525065228014]","[0.01588092750101494, -0.0022047855549211307, 0.13323649815957578, -0.03914901929695649, 0.03220018775799846, -0.03362509970339588, -0.10433483738335127, -0.019164368112035122, 0.0174255063695907, -0.0002650097375201466]",0.3974862395763599,0.1823894852024947,"[0.002382139125152241, -0.0003307178332381696, 0.019985474723936365, -0.005872352894543473, 0.004830028163699769, -0.005043764955509382, -0.01565022560750269, -0.002874655216805268, 0.0026138259554386047, -3.9751460628021985e-05]","[0.012550973939671466, 0.024371541278061418, -0.0021232710839339253, -0.02731438736094363, 0.005189692543227195, -0.01939143969602146, -0.01520217959854342, -0.004480469251117676, 0.02690571177030872, -0.0005061725407087062]",0.1380358390625376,0.0536693418633418
34,B,clean,3,15,"[0.041075722358540095, 0.10901230616115001, 0.14700082286925822, 0.13837055582999744, 0.0462097602268948, 0.09753443228736841, 0.2537697505993542, 0.041627762238263984, 0.11678275601120912, 0.008616131417963678]","[0.03220748708869541, 0.06265677182633712, 0.1839013671183018, 0.17076981660638016, 0.04836233395894758, 0.11940429518411673, 0.2649982467292438, 0.04612621394868447, 0.06239063775461441, 0.009182829784678456]","[0.008868235269844683, 0.04635553433481289, -0.03690054424904357, -0.03239926077638272, -0.0021525737320527843, -0.02186986289674832, -0.011228496129889631, -0.004498451710420487, 0.05439211825659471, -0.0005666983667147775]",0.21923177572250457,0.09070229749241004,"[0.0066511764523835126, 0.03476665075110967, -0.027675408186782678, -0.02429944558228704, -0.0016144302990395883, -0.01640239717256124, -0.008421372097417223, -0.003373838782815365, 0.04079408869244603, -0.0004250237750360831]","[0.012550973939671466, 0.024371541278061418, -0.0021232710839339253, -0.02731438736094363, 0.005189692543227195, -0.01939143969602146, -0.01520217959854342, -0.004480469251117676, 0.02690571177030872, -0.0005061725407087062]",0.1380358390625376,0.0536693418633418
34,B,clean,8,2,"[0.14287394948365548, 0.13486846920436932, 0.11768708254533754, 0.05282222264028606, 0.03547501123941695, 0.03631342420292268, 0.12311151662142741, 0.027656560104159896, 0.30396462777593547, 0.025227136182489156]","[0.1076973658622983, 0.23551238560247, 0.06202045875621409, 0.02424811148141724, 0.015734064453746668, 0.015766199882431168, 0.034417335557662423, 0.00997631261913028, 0.4689866565516945, 0.025641109232935184]","[0.03517658362135717, -0.10064391639810069, 0.055666623789123446, 0.028574111158868824, 0.019740946785670285, 0.020547224320491515, 0.08869418106376499, 0.017680247485029617, -0.16502202877575906, -0.00041397305044602734]",0.5321598364486115,0.22694806992734362,"[0.003517658362135717, -0.01006439163981007, 0.005566662378912345, 0.0028574111158868824, 0.0019740946785670285, 0.0020547224320491514, 0.0088694181063765, 0.0017680247485029619, -0.016502202877575905, -4.1397305044602734e-05]","[0.012550973939671466, 0.024371541278061418, -0.0021232710839339253, -0.02731438736094363, 0.005189692543227195, -0.01939143969602146, -0.01520217959854342, -0.004480469251117676, 0.02690571177030872, -0.0005061725407087062]",0.1380358390625376,0.0536693418633418
34,B,brightness_dark,2,3,"[0.08562126019690881, 0.09421171290976672, 0.32211782311567455, 0.049671794681786514, 0.10284219505010235, 0.04445741587923588, 0.08926461038329163, 0.02292098347046045, 0.17847027890382317, 0.010421925408949697]","[0.06326402375285092, 0.06376978169352064, 0.28942590168463167, 0.09375232791743106, 0.07859171331101591, 0.07725756356772939, 0.1867304100542103, 0.04634043691529849, 0.09468054093967489, 0.006187300163636818]","[0.02235723644405789, 0.030441931216246082, 0.03269192143104288, -0.044080533235644544, 0.024250481739086435, -0.032800147688493514, -0.09746579967091866, -0.023419453444838038, 0.08378973796414828, 0.004234625245312879]",0.3955318680797892,0.1522795226941647,"[0.0033535854666086836, 0.004566289682436912, 0.004903788214656432, -0.006612079985346682, 0.0036375722608629653, -0.004920022153274027, -0.014619869950637798, -0.0035129180167257057, 0.012568460694622242, 0.0006351937867969318]","[0.01343805655737388, 0.03351894592974207, -0.004578806151939285, -0.029790020610904383, 0.0004954003364294676, -0.019209280746399784, -0.02454155017997775, -0.00924812509882441, 0.03778209095243326, 0.002133289012066969]",0.17473556557609127,0.06856826236801873
34,B,brightness_dark,3,15,"[0.04122773142969187, 0.12917198169848984, 0.16486456169605632, 0.13488814115257158, 0.047429668658794735, 0.08690060178320354, 0.22671614650212543, 0.04537456641059729, 0.11246437732224925, 0.010962223346220249]","[0.03229455821411422, 0.06914387189960501, 0.18641501854312775, 0.17239376752825478, 0.05355434092484195, 0.11043613926709968, 0.250371747444708, 0.054485907578829845, 0.06293806617894529, 0.007966582420473456]","[0.008933173215577649, 0.06002810979888483, -0.021550456847071436, -0.03750562637568319, -0.006124672266047217, -0.02353553748389614, -0.023655600942582594, -0.009111341168232555, 0.049526311143303955, 0.0029956409257467925]",0.24296647016702633,0.09617762857731882,"[0.0066998799116832364, 0.04502108234916362, -0.016162842635303577, -0.028129219781762395, -0.0045935041995354125, -0.017651653112922105, -0.017741700706936946, -0.006833505876174416, 0.03714473335747796, 0.0022467306943100944]","[0.01343805655737388, 0.03351894592974207, -0.004578806151939285, -0.029790020610904383, 0.0004954003364294676, -0.019209280746399784, -0.02454155017997775, -0.00924812509882441, 0.03778209095243326, 0.002133289012066969]",0.17473556557609127,0.06856826236801873
