client,bank,context,salt,coverage,observed_classes,weight_sum,clean_residual_L1,shift_residual_L1,paired_residual_L1_actual,paired_residual_L1_null_median,paired_residual_L1_null_p95,paired_residual_L1_percentile,paired_residual_L1_above_p95,paired_residual_L2_actual,paired_residual_L2_null_median,paired_residual_L2_null_p95,paired_residual_L2_percentile,paired_residual_L2_above_p95,delta_DU_actual,delta_DU_null_median,delta_DU_null_p95,delta_DU_percentile,delta_DU_above_p95,delta_regret_actual,delta_regret_null_median,delta_regret_null_p95,delta_regret_percentile,delta_regret_above_p95,context_excess
1,B,brightness_dark,T013-S0,1.0,2,1.0,0.15852161619106478,0.11707301028014536,0.08562100939166514,0.07008202967128871,0.1317135694670871,0.7109375,False,0.033257880664358225,0.029633759221579646,0.056052144583295264,0.625,False,0.03248477619991967,0.01848108430462859,0.08685108542466907,0.6875,False,0.0,0.0,0.0,0.984375,False,False
1,B,brightness_dark,T013-S1,1.0,2,1.0,0.15852161619106478,0.11707301028014536,0.08562100939166514,0.07008202967128871,0.1317135694670871,0.7109375,False,0.033257880664358225,0.029633759221579646,0.056052144583295264,0.625,False,0.03250104810395528,0.017926400867707307,0.08693710796462159,0.6875,False,0.0,0.0,0.0,0.9921875,False,False
1,B,brightness_dark,T013-S2,1.0,2,1.0,0.15852161619106478,0.11707301028014536,0.08562100939166514,0.07008202967128871,0.1317135694670871,0.7109375,False,0.033257880664358225,0.029633759221579646,0.056052144583295264,0.625,False,0.032556413491334805,0.018489815100332613,0.08677588930713614,0.6875,False,0.0,0.0,0.0,0.9921875,False,False
1,B,brightness_dark,T013-S3,1.0,2,1.0,0.15852161619106478,0.11707301028014536,0.08562100939166514,0.07008202967128871,0.1317135694670871,0.7109375,False,0.033257880664358225,0.029633759221579646,0.056052144583295264,0.625,False,0.032540596101860636,0.017227953050022546,0.08683555013941649,0.6875,False,0.0,0.0,0.0,0.9921875,False,False
1,B,contrast_low,T013-S0,1.0,2,1.0,0.15852161619106478,0.0797746170166437,0.17578703906365484,0.10151557244477076,0.17168770190101315,0.953125,True,0.0601223770936342,0.043433875181658546,0.07196337434233814,0.8125,False,0.07863544172248269,0.024535331280041536,0.10532321014842103,0.859375,False,0.0,0.0,0.0851989724502375,0.6640625,False,True
1,B,contrast_low,T013-S1,1.0,2,1.0,0.15852161619106478,0.0797746170166437,0.17578703906365484,0.10151557244477076,0.17168770190101315,0.953125,True,0.0601223770936342,0.043433875181658546,0.07196337434233814,0.8125,False,0.07866682086351162,0.024667793877143858,0.10559654204043079,0.859375,False,0.0,0.0,0.08531783754924532,0.6640625,False,True
1,B,contrast_low,T013-S2,1.0,2,1.0,0.15852161619106478,0.0797746170166437,0.17578703906365484,0.10151557244477076,0.17168770190101315,0.953125,True,0.0601223770936342,0.043433875181658546,0.07196337434233814,0.8125,False,0.07869320167447266,0.024489371683061544,0.10532200738587043,0.859375,False,0.0,0.0,0.08509173515124739,0.65625,False,True
1,B,contrast_low,T013-S3,1.0,2,1.0,0.15852161619106478,0.0797746170166437,0.17578703906365484,0.10151557244477076,0.17168770190101315,0.953125,True,0.0601223770936342,0.043433875181658546,0.07196337434233814,0.8125,False,0.07872703340842825,0.024523284498303564,0.10534598253140691,0.859375,False,0.0,0.0,0.08510766055754143,0.6640625,False,True
1,B,gaussian_noise,T013-S0,1.0,2,1.0,0.15852161619106478,0.18444766483899608,0.047314193532802556,0.038648897970505816,0.0644913327804576,0.7734375,False,0.021758989104295547,0.01643500175715597,0.02563961703818044,0.8671875,False,0.03273892571517094,0.004468322898493197,0.045015371770169545,0.90625,False,0.0,0.0,0.03591465668391523,0.9296875,False,False
1,B,gaussian_noise,T013-S1,1.0,2,1.0,0.15852161619106478,0.18444766483899608,0.047314193532802556,0.038648897970505816,0.0644913327804576,0.7734375,False,0.021758989104295547,0.01643500175715597,0.02563961703818044,0.8671875,False,0.032711855563918514,0.00445469323943436,0.04504218932971276,0.90625,False,0.0,0.0,0.026988912634982543,0.9140625,False,False
1,B,gaussian_noise,T013-S2,1.0,2,1.0,0.15852161619106478,0.18444766483899608,0.047314193532802556,0.038648897970505816,0.0644913327804576,0.7734375,False,0.021758989104295547,0.01643500175715597,0.02563961703818044,0.8671875,False,0.03281538828568079,0.004446354972654054,0.04500823998147789,0.90625,False,0.0,0.0,0.029690745906842134,0.9296875,False,False
1,B,gaussian_noise,T013-S3,1.0,2,1.0,0.15852161619106478,0.18444766483899608,0.047314193532802556,0.038648897970505816,0.0644913327804576,0.7734375,False,0.021758989104295547,0.01643500175715597,0.02563961703818044,0.8671875,False,0.032739435329069824,0.004443065547366199,0.04498892652451573,0.90625,False,0.0,0.0,0.03396178820453475,0.9140625,False,False
