direction,target,none,oracle,wrong_alt,tau_pp,selected_mean,selected_weighted_mean,selected_client_mean,oracle_gain,retained_recovery,selected_wrong_margin,passed
A_to_B,brightness_dark,17.546026454211063,32.29653570328799,14.903865455386008,4.148165866389369,32.29653570328799,32.36252410399628,31.268558897347983,14.750509249076924,1.0,17.39267024790198,True
A_to_B,contrast_low,19.95526398771052,28.56147342050601,22.733171407184606,3.5458564830145045,28.56147342050601,28.63887226544318,27.36103104812443,8.606209432795492,1.0,5.828302013321405,True
A_to_B,gaussian_noise,30.67664385146025,32.49955759017932,30.382434469751427,0.8655115170770724,32.49955759017932,32.575304209056455,31.38728201450004,1.8229137387190733,1.0,2.1171231204278946,True
A_to_B,gaussian_blur,30.901579176174373,33.04849966816344,29.798137175692325,0.8092776858985413,33.04849966816344,33.12055322827316,31.95070299851927,2.1469204919890643,1.0,3.250362492471112,True
B_to_A,brightness_dark,17.546026454211063,32.424807666744606,15.489586518933976,4.148165866389369,32.424807666744606,32.48886229137575,31.338011257580153,14.878781212533543,1.0,16.93522114781063,True
B_to_A,contrast_low,19.95526398771052,28.1116255098242,22.693556051591294,3.5458564830145045,28.1116255098242,28.186714542190305,26.830967308656785,8.15636152211368,1.0,5.418069458232907,True
B_to_A,gaussian_noise,30.67664385146025,32.40677112345037,30.537679919179993,0.8655115170770724,32.40677112345037,32.482212913092624,31.267717362254558,1.7301272719901206,1.0,1.8690912042703758,True
B_to_A,gaussian_blur,30.901579176174373,33.009919087373774,28.35423498515749,0.8092776858985413,33.009919087373774,33.08065695857437,31.880620101541194,2.1083399111994012,1.0,4.655684102216284,True
