client,bank,target,alpha,DeltaJ,DeltaC,DeltaAcc
1,B,gaussian_noise,1.25,24.983418664437497,0.0004521553604568988,1.0101010101010102
1,B,gaussian_noise,1.5,17.093149222571448,0.0005698688575072335,3.0303030303030303
1,A,gaussian_blur,0.0,0.0,0.0,0.0
1,A,gaussian_blur,0.25,7.408446646497829,-0.0001953180981356488,1.0101010101010102
1,A,gaussian_blur,0.5,12.683857081953729,-0.0003940228215218839,2.0202020202020203
1,A,gaussian_blur,0.75,15.938135167975977,-0.0006025123772542009,2.0202020202020203
1,A,gaussian_blur,1.0,17.248065321573677,-0.0008230232973453181,6.0606060606060606
1,A,gaussian_blur,1.25,16.6695224425791,-0.00104242026359162,4.040404040404041
1,A,gaussian_blur,1.5,14.243801560515426,-0.0012622851110958913,4.040404040404041
1,B,gaussian_blur,0.0,0.0,0.0,0.0
1,B,gaussian_blur,0.25,7.78934209520283,-0.0002054092656688846,1.0101010101010102
1,B,gaussian_blur,0.5,13.143434189363216,-0.00041488591977702736,3.0303030303030303
1,B,gaussian_blur,0.75,16.211498075602478,-0.0006349218359873966,5.05050505050505
1,B,gaussian_blur,1.0,17.098505568031435,-0.0008662896128781251,6.0606060606060606
1,B,gaussian_blur,1.25,15.882989020795584,-0.001096689504621827,4.040404040404041
1,B,gaussian_blur,1.5,12.626960025131968,-0.0013251354602828056,5.05050505050505
2,A,brightness_dark,0.0,0.0,0.0,0.0
2,A,brightness_dark,0.25,74.72911334636564,-0.0004995274423617111,0.0
2,A,brightness_dark,0.5,118.97037342818595,-0.0009416459999120946,0.7142857142857143
2,A,brightness_dark,0.75,146.67987359111413,-0.001371387264112922,0.7142857142857143
2,A,brightness_dark,1.0,155.60430632061224,-0.0018266712863906284,1.4285714285714286
2,A,brightness_dark,1.25,147.69713268924062,-0.0024423965541355624,2.142857142857143
2,A,brightness_dark,1.5,117.45971461631325,-0.003239825271542143,2.142857142857143
2,B,brightness_dark,0.0,0.0,0.0,0.0
2,B,brightness_dark,0.25,75.39466836807748,-0.0005080795520999212,0.0
2,B,brightness_dark,0.5,119.18780981922467,-0.0009643926240309336,0.7142857142857143
2,B,brightness_dark,0.75,145.67986792483362,-0.0014197254822095398,0.7142857142857143
2,B,brightness_dark,1.0,151.6924094920117,-0.0019247756403127543,1.4285714285714286
2,B,brightness_dark,1.25,129.9883738532656,-0.002605443371058566,2.142857142857143
2,B,brightness_dark,1.5,124.13598526935846,-0.0035087414708060366,2.142857142857143
2,A,contrast_low,0.0,0.0,0.0,0.0
