client,bank,target,alpha,DeltaJ,DeltaC,DeltaAcc
16,A,contrast_low,0.75,82.01200145228574,-0.0006765056945192468,14.285714285714286
16,A,contrast_low,1.0,87.4719996124023,-0.0010154305199050059,23.80952380952381
16,A,contrast_low,1.25,84.69120081889702,-0.0013815742556856766,23.80952380952381
16,A,contrast_low,1.5,74.2960204215234,-0.001726346725724668,23.80952380952381
16,B,contrast_low,0.0,0.0,0.0,0.0
16,B,contrast_low,0.25,39.87352309278635,-0.00015985297867007753,9.523809523809524
16,B,contrast_low,0.5,65.78379755054621,-0.0003862617522887592,14.285714285714286
16,B,contrast_low,0.75,79.86505055870106,-0.0006692509938128167,9.523809523809524
16,B,contrast_low,1.0,84.07461023846744,-0.0010188958814723807,19.047619047619047
16,B,contrast_low,1.25,79.39195186344804,-0.0013670536400239896,23.80952380952381
16,B,contrast_low,1.5,66.25949305363699,-0.0016853821645268032,23.80952380952381
16,A,gaussian_noise,0.0,0.0,0.0,0.0
16,A,gaussian_noise,0.25,9.292299743755105,9.712727761797615e-05,0.0
16,A,gaussian_noise,0.5,16.46151321263128,0.00019400878924504678,0.0
16,A,gaussian_noise,0.75,20.98727642664901,0.0003010208928237441,0.0
16,A,gaussian_noise,1.0,22.221361570607606,0.0004145844447896031,0.0
16,A,gaussian_noise,1.25,19.30271799843532,0.0005160367370880326,0.0
16,A,gaussian_noise,1.5,10.923694196404757,0.0006019445535213907,-4.761904761904762
16,B,gaussian_noise,0.0,0.0,0.0,0.0
16,B,gaussian_noise,0.25,10.027588105332043,0.00010704963513582383,0.0
16,B,gaussian_noise,0.5,17.85928323225844,0.00020977069422125271,0.0
16,B,gaussian_noise,0.75,23.022203648667592,0.00031805052447718115,0.0
16,B,gaussian_noise,1.0,24.89448838720475,0.0004246658257187632,0.0
16,B,gaussian_noise,1.25,22.596641787783593,0.000518573239509781,0.0
16,B,gaussian_noise,1.5,14.69797279220085,0.0005878689400118527,-4.761904761904762
16,A,gaussian_blur,0.0,0.0,0.0,0.0
16,A,gaussian_blur,0.25,6.159969166613585,-0.00013868765940811684,0.0
16,A,gaussian_blur,0.5,10.153647063003595,-0.0003035647124725509,0.0
16,A,gaussian_blur,0.75,12.091910800415725,-0.00048371351339627686,0.0
16,A,gaussian_blur,1.0,12.037843218681655,-0.0006815205484088712,0.0
16,A,gaussian_blur,1.25,10.038818722095517,-0.0008842182013764804,4.761904761904762
16,A,gaussian_blur,1.5,6.134446738000346,-0.001073966500287009,4.761904761904762
16,B,gaussian_blur,0.0,0.0,0.0,0.0
16,B,gaussian_blur,0.25,6.373381048316512,-0.00014077218951865852,4.761904761904762
16,B,gaussian_blur,0.5,10.233791461506753,-0.0003076155391402021,0.0
16,B,gaussian_blur,0.75,11.732378570949844,-0.0004873918209196322,0.0
16,B,gaussian_blur,1.0,10.951828678709386,-0.0006805684431298428,0.0
16,B,gaussian_blur,1.25,7.981268799508687,-0.0008716874007319113,4.761904761904762
16,B,gaussian_blur,1.5,2.861911213611478,-0.0010445724608892672,4.761904761904762
17,A,brightness_dark,0.0,0.0,0.0,0.0
17,A,brightness_dark,0.25,75.87912609497889,-0.000232541468392365,12.64367816091954
17,A,brightness_dark,0.5,125.9790543203639,-0.0005142776053448069,36.7816091954023
17,A,brightness_dark,0.75,150.67813435680333,-0.0009037104069044223,43.67816091954023
17,A,brightness_dark,1.0,159.2261604857948,-0.0013554971669506475,47.12643678160919
17,A,brightness_dark,1.25,151.2426574189438,-0.0018661283537762148,55.172413793103445
17,A,brightness_dark,1.5,121.46174739165588,-0.002570162720716559,59.770114942528735
17,B,brightness_dark,0.0,0.0,0.0,0.0
17,B,brightness_dark,0.25,76.4746025056931,-0.00023880342876419374,11.494252873563218
17,B,brightness_dark,0.5,125.9633737708948,-0.00052704611404317,36.7816091954023
17,B,brightness_dark,0.75,149.36362943812796,-0.0009101705657500716,42.52873563218391
17,B,brightness_dark,1.0,154.77313649237482,-0.0013610891101178768,49.42528735632184
17,B,brightness_dark,1.25,133.60584312883088,-0.0018627256272881754,56.32183908045977
17,B,brightness_dark,1.5,128.10996686720648,-0.002560678302086109,58.62068965517241
17,A,contrast_low,0.0,0.0,0.0,0.0
17,A,contrast_low,0.25,35.98942246621661,-9.767172111687945e-05,6.896551724137931
17,A,contrast_low,0.5,58.75493075650509,-0.0002477916268446455,12.64367816091954
17,A,contrast_low,0.75,69.23047856572681,-0.0004204992513796463,12.64367816091954
17,A,contrast_low,1.0,69.84110453211481,-0.0006023235146312663,9.195402298850574
17,A,contrast_low,1.25,61.92527233260921,-0.0007822683481315429,13.793103448275861
17,A,contrast_low,1.5,46.082236706040014,-0.0009394088276064791,13.793103448275861
17,B,contrast_low,0.0,0.0,0.0,0.0
17,B,contrast_low,0.25,36.78580665468178,-9.994149905960954e-05,5.747126436781609
17,B,contrast_low,0.5,59.67338249216061,-0.00025476900517981677,11.494252873563218
17,B,contrast_low,0.75,70.15421604051518,-0.00042467527311539343,12.64367816091954
17,B,contrast_low,1.0,70.71363768423456,-0.0005958758134935183,10.344827586206897
17,B,contrast_low,1.25,62.496012301615075,-0.0007593868126403902,8.045977011494253
17,B,contrast_low,1.5,45.3697201996795,-0.00087309962506371,6.896551724137931
17,A,gaussian_noise,0.0,0.0,0.0,0.0
17,A,gaussian_noise,0.25,8.616072957916682,2.1859209236400282e-05,1.1494252873563218
17,A,gaussian_noise,0.5,15.019003077681141,7.224572958321488e-05,4.597701149425287
17,A,gaussian_noise,0.75,18.903523080656512,0.00015994458524862254,8.045977011494253
17,A,gaussian_noise,1.0,19.64399017138127,0.00024301556167263079,6.896551724137931
17,A,gaussian_noise,1.25,16.39680278215446,0.00036302637129267,6.896551724137931
17,A,gaussian_noise,1.5,7.968826586801672,0.0005182096295204722,10.344827586206897
17,B,gaussian_noise,0.0,0.0,0.0,0.0
17,B,gaussian_noise,0.25,9.226598437585249,4.1806925280676865e-05,1.1494252873563218
17,B,gaussian_noise,0.5,16.16642674629322,0.00010927066554562628,3.4482758620689653
17,B,gaussian_noise,0.75,20.619855608894074,0.00020512538815219833,8.045977011494253
17,B,gaussian_noise,1.0,21.898202334461935,0.0002979385436460008,8.045977011494253
17,B,gaussian_noise,1.25,19.18024885303207,0.00042327357593268354,6.896551724137931
17,B,gaussian_noise,1.5,11.177646159084816,0.0005766140101170223,8.045977011494253
17,A,gaussian_blur,0.0,0.0,0.0,0.0
17,A,gaussian_blur,0.25,5.381139369588421,-0.00016828332428903245,1.1494252873563218
17,A,gaussian_blur,0.5,8.633109259343373,-0.00033809683880719425,3.4482758620689653
17,A,gaussian_blur,0.75,9.852378275617111,-0.000505859672025058,-1.1494252873563218
17,A,gaussian_blur,1.0,9.106402753512416,-0.0006654716954332326,-3.4482758620689653
17,A,gaussian_blur,1.25,6.44083025668424,-0.0007874350283898694,-3.4482758620689653
17,A,gaussian_blur,1.5,1.8928934093511671,-0.0008708064263781949,-5.747126436781609
17,B,gaussian_blur,0.0,0.0,0.0,0.0
17,B,gaussian_blur,0.25,5.481472008159628,-0.00017575088129064866,1.1494252873563218
17,B,gaussian_blur,0.5,8.490350737596016,-0.00035476054153363735,2.2988505747126435
17,B,gaussian_blur,0.75,9.159467720795416,-0.0005297524267344803,-2.2988505747126435
17,B,gaussian_blur,1.0,7.5807251001221,-0.0006900331269630348,-4.597701149425287
17,B,gaussian_blur,1.25,3.82539180461675,-0.0008015846469926371,-5.747126436781609
17,B,gaussian_blur,1.5,-2.0552766450113644,-0.0008733962679890283,-5.747126436781609
18,A,brightness_dark,0.0,0.0,0.0,0.0
18,A,brightness_dark,0.25,75.6089844564546,-0.0002953278653668056,0.0
18,A,brightness_dark,0.5,122.38986717284055,-0.0006890743430113395,10.0
18,A,brightness_dark,0.75,149.27478007890744,-0.0012204682209486853,10.0
18,A,brightness_dark,1.0,158.88707765640277,-0.001816516329112154,10.0
18,A,brightness_dark,1.25,150.97730431091477,-0.0024526408598828596,10.0
18,A,brightness_dark,1.5,123.33011146928652,-0.0031434079399978577,10.0
18,B,brightness_dark,0.0,0.0,0.0,0.0
18,B,brightness_dark,0.25,76.28010396239404,-0.0002997546841418215,0.0
18,B,brightness_dark,0.5,122.79182441721235,-0.0006996911922119406,10.0
18,B,brightness_dark,0.75,148.5613057736275,-0.0012352071607775374,10.0
18,B,brightness_dark,1.0,155.45138416302888,-0.0018336662575637519,10.0
18,B,brightness_dark,1.25,134.41878224653675,-0.0024697267855514605,10.0
18,B,brightness_dark,1.5,132.95255096308605,-0.0031616206352561194,10.0
18,A,contrast_low,0.0,0.0,0.0,0.0
18,A,contrast_low,0.25,38.53602916670559,-7.12121589980646e-05,0.0
18,A,contrast_low,0.5,60.169013819272635,-0.0001652362511898082,0.0
18,A,contrast_low,0.75,70.55684237305013,-0.0002726231287292064,10.0
18,A,contrast_low,1.0,71.92529293744616,-0.00039779422830726625,10.0
18,A,contrast_low,1.25,65.41436228425869,-0.000547110478089736,10.0
18,A,contrast_low,1.5,51.669859977605185,-0.0007238405156144965,10.0
18,B,contrast_low,0.0,0.0,0.0,0.0
18,B,contrast_low,0.25,38.37192842413725,-7.403989910941848e-05,0.0
18,B,contrast_low,0.5,60.273156083502386,-0.00016934210028257308,0.0
18,B,contrast_low,0.75,71.05287191274087,-0.00028551428782464796,10.0
18,B,contrast_low,1.0,72.73916883695725,-0.0004315303267108443,10.0
18,B,contrast_low,1.25,66.25029687637533,-0.000602322794315126,10.0
18,B,contrast_low,1.5,52.0351724112121,-0.0008080395678075403,20.0
18,A,gaussian_noise,0.0,0.0,0.0,0.0
18,A,gaussian_noise,0.25,8.415392150657183,2.7322828145730574e-06,0.0
18,A,gaussian_noise,0.5,14.548171594118404,1.0646313686895259e-05,0.0
18,A,gaussian_noise,0.75,17.80625282073936,3.5053965509513e-05,0.0
18,A,gaussian_noise,1.0,17.599834012318446,6.457240882354158e-05,0.0
18,A,gaussian_noise,1.25,13.127050732069417,9.465315914253519e-05,0.0
18,A,gaussian_noise,1.5,3.1606174811288454,0.00014482403882537238,0.0
18,B,gaussian_noise,0.0,0.0,0.0,0.0
18,B,gaussian_noise,0.25,8.764016333752217,9.86462808219503e-06,0.0
18,B,gaussian_noise,0.5,15.23256407541237,2.37336551161876e-05,0.0
18,B,gaussian_noise,0.75,18.840263710823756,5.168470525607183e-05,0.0
18,B,gaussian_noise,1.0,19.012846964190405,8.125259645494292e-05,0.0
18,B,gaussian_noise,1.25,14.950441752157062,0.00010553622911930322,0.0
18,B,gaussian_noise,1.5,5.301240460144207,0.00015123899130696917,0.0
18,A,gaussian_blur,0.0,0.0,0.0,0.0
18,A,gaussian_blur,0.25,7.845716628767441,-6.864468276856063e-05,0.0
18,A,gaussian_blur,0.5,13.651705800285932,-0.00013653933834152057,0.0
18,A,gaussian_blur,0.75,17.54041756292053,-0.00020872407555465127,0.0
18,A,gaussian_blur,1.0,19.596645865351277,-0.0002866287032000435,0.0
18,A,gaussian_blur,1.25,19.8826007515435,-0.0003711811784468707,0.0
18,A,gaussian_blur,1.5,18.443569965384548,-0.0004590748344116204,0.0
18,B,gaussian_blur,0.0,0.0,0.0,0.0
18,B,gaussian_blur,0.25,8.220199788915394,-7.212171601119876e-05,0.0
18,B,gaussian_blur,0.5,14.106291749375774,-0.00014401779769852028,0.0
18,B,gaussian_blur,0.75,17.818185949278515,-0.00022074771908395718,0.0
18,B,gaussian_blur,1.0,19.465732664183868,-0.00030349419465960036,0.0
18,B,gaussian_blur,1.25,19.13187274842382,-0.0003952652646874667,0.0
18,B,gaussian_blur,1.5,16.8788003784772,-0.0004867715025705637,0.0
19,A,brightness_dark,0.0,0.0,0.0,0.0
19,A,brightness_dark,0.25,85.29889695086345,-0.00040136844608654914,-1.098901098901099
19,A,brightness_dark,0.5,134.71214995942955,-0.000919864447097818,-4.395604395604396
19,A,brightness_dark,0.75,172.84793415489375,-0.0014297788953134083,-4.395604395604396
19,A,brightness_dark,1.0,193.07373474755272,-0.001973489075542136,-10.989010989010989
19,A,brightness_dark,1.25,196.46313644984795,-0.002612260847204298,-14.285714285714286
19,A,brightness_dark,1.5,179.9712213201907,-0.003417058321547239,-14.285714285714286
19,B,brightness_dark,0.0,0.0,0.0,0.0
19,B,brightness_dark,0.25,86.03915916395755,-0.00041355381357398096,-1.098901098901099
19,B,brightness_dark,0.5,135.50013846993681,-0.0009521971332053234,-4.395604395604396
19,B,brightness_dark,0.75,173.11534812127783,-0.0014817591366931458,-5.4945054945054945
19,B,brightness_dark,1.0,191.39507273569205,-0.00204230906915185,-12.087912087912088
19,B,brightness_dark,1.25,181.52849945480276,-0.0026872856140131764,-12.087912087912088
19,B,brightness_dark,1.5,191.65730226073413,-0.003513625481237989,-12.087912087912088
19,A,contrast_low,0.0,0.0,0.0,0.0
19,A,contrast_low,0.25,45.59273099061477,-0.00011782991459530635,-3.2967032967032965
19,A,contrast_low,0.5,76.98236807761273,-0.0002950386687005812,-4.395604395604396
19,A,contrast_low,0.75,96.55570470605723,-0.0005321728622144583,-9.89010989010989
19,A,contrast_low,1.0,107.48835975914662,-0.0008299123299791175,-13.186813186813186
19,A,contrast_low,1.25,111.17668416827175,-0.001192015174261265,-14.285714285714286
19,A,contrast_low,1.5,108.40752349906933,-0.001609784327079148,-17.582417582417584
19,B,contrast_low,0.0,0.0,0.0,0.0
19,B,contrast_low,0.25,44.564605051608666,-0.00012146748045355638,-3.2967032967032965
19,B,contrast_low,0.5,75.71009525537035,-0.0003135659421646329,-5.4945054945054945
19,B,contrast_low,0.75,95.2391689377204,-0.0005750192647403069,-9.89010989010989
19,B,contrast_low,1.0,106.06178092714096,-0.0009206328422429859,-12.087912087912088
19,B,contrast_low,1.25,109.49152775546114,-0.001339545350173171,-17.582417582417584
19,B,contrast_low,1.5,106.19163514620584,-0.0018232608900669157,-21.978021978021978
19,A,gaussian_noise,0.0,0.0,0.0,0.0
19,A,gaussian_noise,0.25,6.5639652387753,3.0499338168037647e-05,1.098901098901099
19,A,gaussian_noise,0.5,10.66125987318295,6.693977522305916e-05,3.2967032967032965
19,A,gaussian_noise,0.75,11.822859635204061,0.0001103803667389879,3.2967032967032965
19,A,gaussian_noise,1.0,9.459542786796078,0.00014039445714424332,5.4945054945054945
19,A,gaussian_noise,1.25,3.103242918742197,0.00017872946388247006,6.593406593406593
19,A,gaussian_noise,1.5,-8.861600546014245,0.00023990359248098883,9.89010989010989
19,B,gaussian_noise,0.0,0.0,0.0,0.0
19,B,gaussian_noise,0.25,6.617624918829062,4.50330407922553e-05,1.098901098901099
19,B,gaussian_noise,0.5,10.775504726190029,9.498521458837627e-05,3.2967032967032965
19,B,gaussian_noise,0.75,12.040419052006843,0.00014640770944839704,3.2967032967032965
19,B,gaussian_noise,1.0,9.838024048350634,0.00018690615757814468,4.395604395604396
19,B,gaussian_noise,1.25,3.5141314214711787,0.00022814000575523304,6.593406593406593
19,B,gaussian_noise,1.5,-8.194059028773971,0.0002899546178316702,7.6923076923076925
19,A,gaussian_blur,0.0,0.0,0.0,0.0
19,A,gaussian_blur,0.25,9.626373713143689,-0.00014148658283636372,-2.197802197802198
19,A,gaussian_blur,0.5,17.274907160619414,-0.00029619465741213607,-3.2967032967032965
19,A,gaussian_blur,0.75,23.0818519120691,-0.00046119852415754583,-6.593406593406593
19,A,gaussian_blur,1.0,27.136983574839903,-0.0006356212255093901,-8.791208791208792
19,A,gaussian_blur,1.25,29.510068312102028,-0.0008163706894470388,-12.087912087912088
19,A,gaussian_blur,1.5,30.243195732812477,-0.001006735989970416,-12.087912087912088
19,B,gaussian_blur,0.0,0.0,0.0,0.0
19,B,gaussian_blur,0.25,10.323518646859402,-0.00014486579197368118,-1.098901098901099
19,B,gaussian_blur,0.5,18.399157907998518,-0.00030807083843738215,-5.4945054945054945
19,B,gaussian_blur,0.75,24.411658521228585,-0.0004808355632979393,-6.593406593406593
19,B,gaussian_blur,1.0,28.45988965537086,-0.0006681036187066195,-8.791208791208792
19,B,gaussian_blur,1.25,30.631653668788985,-0.000866805458557256,-12.087912087912088
19,B,gaussian_blur,1.5,30.995697786838203,-0.0010754350311930339,-12.087912087912088
20,A,brightness_dark,0.0,0.0,0.0,0.0
20,A,brightness_dark,0.25,86.38346950773601,-0.00027194275723385137,9.210526315789474
20,A,brightness_dark,0.5,137.01122766858958,-0.0006483727004627259,15.131578947368421
20,A,brightness_dark,0.75,173.7787925518761,-0.0011566876568623052,15.789473684210526
20,A,brightness_dark,1.0,191.25147840392717,-0.0019029167148552615,17.105263157894736
20,A,brightness_dark,1.25,193.26794194893066,-0.00289876206829665,11.842105263157896
20,A,brightness_dark,1.5,175.24468670062666,-0.004068768332448643,5.921052631578948
20,B,brightness_dark,0.0,0.0,0.0,0.0
20,B,brightness_dark,0.25,87.36103612653656,-0.00027461177642076206,9.868421052631579
20,B,brightness_dark,0.5,137.86482041898668,-0.0006568393491073272,15.789473684210526
20,B,brightness_dark,0.75,174.19990136713852,-0.0011798022524984481,15.789473684210526
20,B,brightness_dark,1.0,189.6348541290293,-0.0019570082178419854,15.789473684210526
20,B,brightness_dark,1.25,177.23216778502817,-0.002994658729283096,9.868421052631579
20,B,brightness_dark,1.5,186.46510843034142,-0.004216464841402256,2.6315789473684212
20,A,contrast_low,0.0,0.0,0.0,0.0
20,A,contrast_low,0.25,40.533563370931276,-0.00015638664660522748,1.3157894736842106
20,A,contrast_low,0.5,67.50928158453004,-0.000336395812941544,1.9736842105263157
20,A,contrast_low,0.75,84.21688639741745,-0.0005565007787523526,0.0
20,A,contrast_low,1.0,92.51468795339088,-0.0008330558001021813,-3.9473684210526314
20,A,contrast_low,1.25,93.22573163458168,-0.0011546835933204536,-3.9473684210526314
20,A,contrast_low,1.5,86.84861885153697,-0.0015343926941372324,-6.578947368421052
20,B,contrast_low,0.0,0.0,0.0,0.0
20,B,contrast_low,0.25,40.29546490273103,-0.0001372775753595471,1.9736842105263157
20,B,contrast_low,0.5,66.96029806238809,-0.0003091505155481425,1.9736842105263157
20,B,contrast_low,0.75,83.37747626374707,-0.0005228090891242255,1.3157894736842106
20,B,contrast_low,1.0,91.66055234102733,-0.0007943609347789627,-3.289473684210526
20,B,contrast_low,1.25,92.54764564506661,-0.0011267678478356644,-3.289473684210526
20,B,contrast_low,1.5,85.9673598441087,-0.0015162612901347865,-5.2631578947368425
20,A,gaussian_noise,0.0,0.0,0.0,0.0
20,A,gaussian_noise,0.25,9.413329039840903,-3.9479861236939e-05,0.0
20,A,gaussian_noise,0.5,16.279408544844962,-8.047921773642985e-05,-0.6578947368421053
20,A,gaussian_noise,0.75,20.09993813393902,-0.00011018729224323014,0.0
20,A,gaussian_noise,1.0,20.71235697007635,-0.0001206267686603116,-1.9736842105263157
20,A,gaussian_noise,1.25,16.6646010320568,-0.00012440824704994984,-6.578947368421052
20,A,gaussian_noise,1.5,6.512842868564093,-0.00012501319312461135,-10.526315789473685
20,B,gaussian_noise,0.0,0.0,0.0,0.0
20,B,gaussian_noise,0.25,9.384539082668748,-3.9205671357388575e-05,0.0
20,B,gaussian_noise,0.5,16.131952664930882,-7.969389535245367e-05,0.6578947368421053
20,B,gaussian_noise,0.75,19.782843781837308,-0.00010616775191169643,0.6578947368421053
20,B,gaussian_noise,1.0,20.238580199933082,-0.00011270721744963889,-0.6578947368421053
20,B,gaussian_noise,1.25,16.23226697788541,-0.00011078840643467987,-3.9473684210526314
20,B,gaussian_noise,1.5,6.139508300215468,-0.0001086716731312071,-7.894736842105263
20,A,gaussian_blur,0.0,0.0,0.0,0.0
20,A,gaussian_blur,0.25,9.011583933853501,-0.00019129063090468504,1.9736842105263157
20,A,gaussian_blur,0.5,16.00495963873702,-0.00039237112708190346,2.6315789473684212
20,A,gaussian_blur,0.75,21.10512484255023,-0.0006033807072775882,3.289473684210526
20,A,gaussian_blur,1.0,24.400285893436358,-0.0008137374767140195,3.289473684210526
20,A,gaussian_blur,1.25,25.95504454703918,-0.001030855500467959,1.9736842105263157
20,A,gaussian_blur,1.5,25.818853782191763,-0.001252406928609338,2.6315789473684212
20,B,gaussian_blur,0.0,0.0,0.0,0.0
20,B,gaussian_blur,0.25,9.682464776123709,-0.00020457078668625894,1.9736842105263157
20,B,gaussian_blur,0.5,17.081297674822437,-0.0004244547397920565,2.6315789473684212
20,B,gaussian_blur,0.75,22.36123330173317,-0.0006552491271571061,3.289473684210526
20,B,gaussian_blur,1.0,25.63799939813673,-0.0008914230458244377,3.289473684210526
20,B,gaussian_blur,1.25,26.996597649667244,-0.0011393319099561147,0.6578947368421053
20,B,gaussian_blur,1.5,26.506041153464164,-0.0013987361621503806,1.9736842105263157
21,A,brightness_dark,0.0,0.0,0.0,0.0
21,A,brightness_dark,0.25,83.64905998256154,-0.0003200790908116409,0.0
21,A,brightness_dark,0.5,132.93578153850555,-0.0008134556671676731,0.0
21,A,brightness_dark,0.75,173.20222708126826,-0.0014614967600021993,0.0
21,A,brightness_dark,1.0,191.39454619926465,-0.002234565158501846,0.4132231404958678
21,A,brightness_dark,1.25,192.4539633891768,-0.003116230741001807,0.8264462809917356
21,A,brightness_dark,1.5,174.52859380724513,-0.003924110535235337,0.8264462809917356
21,B,brightness_dark,0.0,0.0,0.0,0.0
21,B,brightness_dark,0.25,84.7449117209004,-0.00033328145798287336,0.0
21,B,brightness_dark,0.5,134.28524953664902,-0.000852655770503919,0.0
21,B,brightness_dark,0.75,173.80729160271449,-0.0015434737526655589,0.4132231404958678
21,B,brightness_dark,1.0,191.05672417430793,-0.0023765491047373992,0.8264462809917356
21,B,brightness_dark,1.25,179.00698259948405,-0.00332649842835435,0.8264462809917356
21,B,brightness_dark,1.5,188.8341885671737,-0.00422670682790113,0.8264462809917356
21,A,contrast_low,0.0,0.0,0.0,0.0
21,A,contrast_low,0.25,42.625053163005305,-0.00010117333429834874,0.0
21,A,contrast_low,0.5,72.59939523973857,-0.00022058279625694795,0.0
21,A,contrast_low,0.75,93.20307107070286,-0.00030759204967556643,0.0
21,A,contrast_low,1.0,105.46143273602344,-0.0003800002869937974,0.0
21,A,contrast_low,1.25,110.55951483774031,-0.0004638702672905309,0.0
21,A,contrast_low,1.5,109.26053850897017,-0.0005828969151106262,0.0
21,B,contrast_low,0.0,0.0,0.0,0.0
21,B,contrast_low,0.25,42.28515364359829,-0.00010346396118910458,0.0
21,B,contrast_low,0.5,72.35735272334375,-0.00022738665245217144,0.0
21,B,contrast_low,0.75,93.41002367427858,-0.0003269027653494731,0.0
21,B,contrast_low,1.0,106.02760797350632,-0.0004257406317347098,0.0
21,B,contrast_low,1.25,111.49392596125372,-0.0005601832881555943,0.0
21,B,contrast_low,1.5,110.60091145234807,-0.0007357085344399238,0.0
21,A,gaussian_noise,0.0,0.0,0.0,0.0
21,A,gaussian_noise,0.25,7.066274195314865,2.041799975093352e-05,0.0
21,A,gaussian_noise,0.5,11.60029566199181,5.734041113109869e-05,0.0
21,A,gaussian_noise,0.75,13.250044626668123,0.00011739936380195364,0.0
21,A,gaussian_noise,1.0,11.476268146948856,0.00021958668586695993,0.0
21,A,gaussian_noise,1.25,5.161546418744603,0.0003521895869775726,0.0
21,A,gaussian_noise,1.5,-6.976133041756736,0.0005078582414148451,0.4132231404958678
21,B,gaussian_noise,0.0,0.0,0.0,0.0
21,B,gaussian_noise,0.25,7.054061719570495,2.9095769937307302e-05,0.0
21,B,gaussian_noise,0.5,11.549337632131897,7.280436028966842e-05,0.0
21,B,gaussian_noise,0.75,13.136644085253783,0.00013725569824601328,0.0
21,B,gaussian_noise,1.0,11.398106228085057,0.0002395049962890727,0.0
21,B,gaussian_noise,1.25,5.196840913070304,0.0003722988734827697,0.0
21,B,gaussian_noise,1.5,-6.893498037561766,0.0005207279870373142,0.0
21,A,gaussian_blur,0.0,0.0,0.0,0.0
21,A,gaussian_blur,0.25,9.913477971035213,-0.000151225562375086,-0.4132231404958678
21,A,gaussian_blur,0.5,17.91406122990844,-0.0003001375285738863,-0.4132231404958678
21,A,gaussian_blur,0.75,24.12431971948833,-0.00043767679694510985,-0.4132231404958678
21,A,gaussian_blur,1.0,28.62907894075376,-0.0005680291003830392,-0.4132231404958678
21,A,gaussian_blur,1.25,31.4912591706997,-0.0006893994627939746,-0.4132231404958678
21,A,gaussian_blur,1.5,32.759244001513025,-0.0008078089035197611,-0.4132231404958678
21,B,gaussian_blur,0.0,0.0,0.0,0.0
21,B,gaussian_blur,0.25,10.618226921332564,-0.00015596842280601853,-0.4132231404958678
21,B,gaussian_blur,0.5,19.077479706067322,-0.0003076771380905378,-0.4132231404958678
21,B,gaussian_blur,0.75,25.53976112453524,-0.00044577555118809216,-0.4132231404958678
21,B,gaussian_blur,1.0,30.118401235807397,-0.0005733674715932165,-0.4132231404958678
21,B,gaussian_blur,1.25,32.897180094779785,-0.0006960864440715218,-0.4132231404958678
21,B,gaussian_blur,1.5,33.94090180199313,-0.000814265725802648,-0.4132231404958678
22,A,brightness_dark,0.0,0.0,0.0,0.0
22,A,brightness_dark,0.25,72.69098001979947,-0.0005385719100975958,14.285714285714286
22,A,brightness_dark,0.5,116.9258346942745,-0.0012414919411893053,17.714285714285715
22,A,brightness_dark,0.75,144.8345208098544,-0.002061748509110844,20.0
22,A,brightness_dark,1.0,153.35223101067388,-0.003055212313232218,18.285714285714285
22,A,brightness_dark,1.25,146.53042336378218,-0.004214181941169306,15.428571428571429
22,A,brightness_dark,1.5,121.15687116622851,-0.005298465660660032,12.0
22,B,brightness_dark,0.0,0.0,0.0,0.0
22,B,brightness_dark,0.25,73.44341675653845,-0.0005571794167718748,14.285714285714286
22,B,brightness_dark,0.5,117.504297664261,-0.0012823477334735081,17.714285714285715
22,B,brightness_dark,0.75,144.73323977674642,-0.0021335529816371743,20.0
22,B,brightness_dark,1.0,151.6114712474798,-0.0031834474531192386,17.714285714285715
22,B,brightness_dark,1.25,131.3425886653585,-0.004394496208158288,16.0
22,B,brightness_dark,1.5,128.62706806693978,-0.0055582538397120585,12.571428571428571
22,A,contrast_low,0.0,0.0,0.0,0.0
22,A,contrast_low,0.25,34.60734996359183,-0.00017355232471429825,5.714285714285714
22,A,contrast_low,0.5,55.73245545189759,-0.0003653835896696423,13.714285714285714
22,A,contrast_low,0.75,66.13708434553226,-0.0005442528107004929,17.142857142857142
22,A,contrast_low,1.0,67.75670750231497,-0.0007076834705793949,20.0
22,A,contrast_low,1.25,61.634637563620274,-0.0009153803773771039,25.714285714285715
22,A,contrast_low,1.5,48.26940262859876,-0.0011651380316357062,26.285714285714285
22,B,contrast_low,0.0,0.0,0.0,0.0
22,B,contrast_low,0.25,35.13444209747968,-0.00016148690909816049,5.714285714285714
22,B,contrast_low,0.5,57.411371838052375,-0.0003421470970792557,13.714285714285714
22,B,contrast_low,0.75,68.99384998208913,-0.0005097055342492298,17.142857142857142
22,B,contrast_low,1.0,71.61504097666574,-0.0006806124790449751,22.285714285714285
22,B,contrast_low,1.25,66.21107482152132,-0.000919069963796862,26.285714285714285
22,B,contrast_low,1.5,53.30507196689034,-0.0012434530417762997,26.285714285714285
22,A,gaussian_noise,0.0,0.0,0.0,0.0
22,A,gaussian_noise,0.25,9.274103640952656,1.2506154573632775e-05,0.5714285714285714
22,A,gaussian_noise,0.5,16.17927721307399,3.92394225648819e-05,-0.5714285714285714
22,A,gaussian_noise,0.75,20.44143778127666,6.927771365096381e-05,-0.5714285714285714
22,A,gaussian_noise,1.0,21.361560076940364,0.00011024552845282807,-0.5714285714285714
22,A,gaussian_noise,1.25,17.99957030426199,0.0001764839349954325,0.0
22,A,gaussian_noise,1.5,9.149826199213575,0.0002488107929610895,-3.4285714285714284
22,B,gaussian_noise,0.0,0.0,0.0,0.0
22,B,gaussian_noise,0.25,9.717949697285889,2.169427541068086e-05,0.5714285714285714
