bank,target,none,oracle,selected_mixed,wrong_alt,tau_pp,retained_recovery,selected_wrong_margin,passed,sample_weighted,macro_client
A,brightness_dark,17.54602645421106,32.296535703287994,18.851160837751305,14.903865455386004,4.14816586638937,0.08848063219389661,3.947295382365302,False,18.91748121550635,18.49034567483195
A,contrast_low,19.95526398771052,28.561473420506015,19.38982043070883,22.733171407184603,3.545856483014505,-0.06570181232715122,-3.343350976475772,False,19.515925260988098,20.03036739444689
A,gaussian_noise,30.67664385146025,32.499557590179315,25.25648563827317,30.382434469751427,0.8655115170770731,-2.9733487098493896,-5.125948831478257,False,25.280936232462263,23.370777099711987
A,gaussian_blur,30.901579176174376,33.04849966816344,32.176629959777976,29.798137175692325,0.8092776858985407,0.5938975329367241,2.3784927840856525,False,32.26278342974932,31.222371547538984
B,brightness_dark,17.54602645421106,32.424807666744606,18.766265811067953,15.489586518933978,4.14816586638937,0.08201205054544333,3.276679292133976,False,18.837688676108783,18.669974712098007
B,contrast_low,19.95526398771052,28.1116255098242,19.622645475456643,22.693556051591294,3.545856483014505,-0.040780256165947965,-3.070910576134652,False,19.755302879180796,19.894967211738518
B,gaussian_noise,30.67664385146025,32.40677112345036,22.532555729910545,30.537679919179997,0.8655115170770731,-4.707219089253347,-8.005124189269452,False,22.548041758095618,19.660656839268572
B,gaussian_blur,30.901579176174376,33.00991908737378,32.17082122921488,28.354234985157493,0.8092776858985407,0.6020101627343628,3.8165862440573877,False,32.25613405146619,31.18037033160572
