client,bank,target,candidate,DeltaC,DeltaJ,DeltaAcc
3,B,contrast_low,contrast_low,-0.0003256762004707164,37.547921735197555,5.555555555555555
3,B,contrast_low,gaussian_noise,2.1109201568267778e-05,-61.56960679516901,8.796296296296296
3,B,contrast_low,gaussian_blur,-0.00010192297438047914,39.604599296640785,-0.46296296296296297
3,A,gaussian_noise,clean,0.0,0.0,0.0
3,A,gaussian_noise,brightness_dark,-0.007093842350603793,-5015.182441542998,-4.62962962962963
3,A,gaussian_noise,contrast_low,-0.0020452925899096487,-465.9395131992399,-5.092592592592593
3,A,gaussian_noise,gaussian_noise,3.883838185030812e-06,17.76570717886287,3.7037037037037037
3,A,gaussian_noise,gaussian_blur,-0.00041324316540306385,-83.45512306473512,0.9259259259259259
3,B,gaussian_noise,clean,0.0,0.0,0.0
3,B,gaussian_noise,brightness_dark,-0.007298247297769604,-3165.018945166809,-4.166666666666667
3,B,gaussian_noise,contrast_low,-0.0013463084702877728,-520.9724640391196,-7.87037037037037
3,B,gaussian_noise,gaussian_noise,1.3076432854395442e-05,20.489449860459004,3.7037037037037037
3,B,gaussian_noise,gaussian_blur,-0.0004318053036151243,-98.06634103742218,0.0
3,A,gaussian_blur,clean,0.0,0.0,0.0
3,A,gaussian_blur,brightness_dark,-0.006488273855181953,-3354.6935532943203,-1.3888888888888888
3,A,gaussian_blur,contrast_low,-0.00086945206851381,-73.75418248505797,3.240740740740741
3,A,gaussian_blur,gaussian_noise,2.454041982284975e-05,-40.515035184967715,3.7037037037037037
3,A,gaussian_blur,gaussian_blur,-0.00018871354059381154,10.638330247129339,0.46296296296296297
3,B,gaussian_blur,clean,0.0,0.0,0.0
3,B,gaussian_blur,brightness_dark,-0.006246610287963804,-2405.0499116774226,-1.8518518518518519
3,B,gaussian_blur,contrast_low,-0.0008971465155608032,-70.6780909381272,0.46296296296296297
3,B,gaussian_blur,gaussian_noise,2.0700187158911214e-05,-38.1139838730946,3.240740740740741
3,B,gaussian_blur,gaussian_blur,-0.00020652900379636448,9.319946958766984,0.0
4,A,clean,clean,0.0,0.0,0.0
4,A,clean,brightness_dark,-0.01141412424415169,-4063.23158508815,16.19047619047619
4,A,clean,contrast_low,-0.0024474974305685555,-166.29658849532385,0.9523809523809523
4,A,clean,gaussian_noise,0.00015498522110230038,-20.888686614597617,-0.9523809523809523
4,A,clean,gaussian_blur,-0.00025773464443773616,-15.630789452271438,0.9523809523809523
4,B,clean,clean,0.0,0.0,0.0
4,B,clean,brightness_dark,-0.011105796158907423,-2811.2567630294675,17.142857142857142
4,B,clean,contrast_low,-0.001935551919791844,-183.32551556737715,-0.9523809523809523
4,B,clean,gaussian_noise,0.00017207004135852064,-20.632652518785704,-0.9523809523809523
4,B,clean,gaussian_blur,-0.0002629941013836158,-19.421815319791232,0.9523809523809523
4,A,brightness_dark,clean,0.0,0.0,0.0
