client,bank,target,entropy,max_class_fraction,T009,T010,T011,C_zero,agreement_zero,C_true,agreement_true,C_selected,agreement_selected,true_query_accuracy,selected_query_accuracy,query_best_states,query_best_accuracy
8,B,gaussian_blur,0.21732201127364886,0.8,gaussian_blur,gaussian_blur,gaussian_noise,0.00182547612518503,0.9,0.0025089343337193347,0.9500000000000001,0.0017046021772963813,0.9,16.580310880829018,17.616580310880828,brightness_dark,46.63212435233161
9,A,clean,0.2652949955741215,0.7,clean,clean,gaussian_noise,0.002552268657793365,0.9500000000000001,0.002552268657793365,0.9500000000000001,0.0023987066577192905,1.0,23.295454545454543,24.431818181818183,brightness_dark,32.38636363636363
9,B,clean,0.2652949955741215,0.7,clean,clean,gaussian_noise,0.002552268657793365,0.9500000000000001,0.002552268657793365,0.9500000000000001,0.0023875857470915425,1.0,23.295454545454543,23.863636363636363,brightness_dark,31.818181818181817
9,A,gaussian_blur,0.2652949955741215,0.7,gaussian_blur,gaussian_blur,clean,0.0019685354741394395,1.0,0.0024422193457169514,1.0,0.0019685354741394395,1.0,23.863636363636363,18.181818181818183,brightness_dark,28.40909090909091
9,B,gaussian_blur,0.2652949955741215,0.7,gaussian_blur,gaussian_blur,clean,0.0019685354741394395,1.0,0.0024859861178699832,1.0,0.0019685354741394395,1.0,24.431818181818183,18.181818181818183,brightness_dark,28.40909090909091
10,A,gaussian_blur,0.3556039942733158,0.7,gaussian_blur,gaussian_blur,clean,0.0018945674774866268,1.0,0.0030059975357251785,0.8,0.0018945674774866268,1.0,14.539007092198581,15.602836879432624,gaussian_noise,19.50354609929078
10,B,gaussian_blur,0.3556039942733158,0.7,gaussian_blur,gaussian_blur,clean,0.0018945674774866268,1.0,0.003060819391493097,0.8500000000000001,0.0018945674774866268,1.0,14.539007092198581,15.602836879432624,gaussian_noise,18.79432624113475
11,A,gaussian_blur,0.2988548895792612,0.55,gaussian_blur,gaussian_blur,clean,0.0019118844328244852,1.0,0.0025882076804621635,1.0,0.0019118844328244852,1.0,58.333333333333336,66.11111111111111,gaussian_noise,68.33333333333333
11,B,gaussian_blur,0.2988548895792612,0.55,gaussian_blur,gaussian_blur,clean,0.0019118844328244852,1.0,0.0026468389947035156,1.0,0.0019118844328244852,1.0,57.22222222222222,66.11111111111111,gaussian_noise,68.88888888888889
12,A,clean,0.18358022428449897,0.85,clean,clean,gaussian_noise,0.003245247783942282,0.8,0.003245247783942282,0.8,0.002728292832050821,0.9,21.951219512195124,21.951219512195124,brightness_dark,29.26829268292683
12,B,clean,0.18358022428449897,0.85,clean,clean,gaussian_noise,0.003245247783942282,0.8,0.003245247783942282,0.8,0.002715185219545545,0.8500000000000001,21.951219512195124,21.951219512195124,brightness_dark,30.48780487804878
12,A,gaussian_blur,0.18358022428449897,0.85,gaussian_blur,gaussian_blur,gaussian_noise,0.00210143816250241,0.9,0.0030711763407581835,0.7000000000000001,0.001879955555807003,0.9,20.121951219512198,18.29268292682927,brightness_dark,27.4390243902439
12,B,gaussian_blur,0.18358022428449897,0.85,gaussian_blur,gaussian_blur,gaussian_noise,0.00210143816250241,0.9,0.0031504967132321413,0.7000000000000001,0.0018507907903487202,0.9,21.341463414634145,18.29268292682927,brightness_dark,28.048780487804876
13,A,clean,0.3172903635978727,0.75,clean,clean,gaussian_blur,0.0017193891506717567,1.0,0.0017193891506717567,1.0,0.0012938108475272353,1.0,58.75,76.25,contrast_low,77.5
13,B,clean,0.3172903635978727,0.75,clean,clean,gaussian_blur,0.0017193891506717567,1.0,0.0017193891506717567,1.0,0.0012796492370003194,1.0,58.75,76.25,contrast_low|gaussian_blur,76.25
14,A,clean,0.08621407475879368,0.95,clean,clean,gaussian_noise,0.0028748783209839378,0.9500000000000001,0.0028748783209839378,0.9500000000000001,0.0025323949158091805,0.9500000000000001,57.74647887323944,70.4225352112676,gaussian_noise,70.4225352112676
14,B,clean,0.08621407475879368,0.95,clean,clean,gaussian_noise,0.0028748783209839378,0.9500000000000001,0.0028748783209839378,0.9500000000000001,0.002539805274627476,0.9500000000000001,57.74647887323944,66.19718309859155,gaussian_noise,66.19718309859155
14,A,gaussian_blur,0.08621407475879368,0.95,gaussian_blur,gaussian_blur,gaussian_noise,0.001797635549945468,0.9,0.0027804258724776383,0.9500000000000001,0.0015735032447859486,0.9500000000000001,52.112676056338024,77.46478873239437,gaussian_noise,77.46478873239437
