bank,target,estimator,stratum,n,L1_mean,L1_median,JS_mean,JS_median,top_class_agreement,spearman_mean,spearman_median,spearman_valid
A,gaussian_noise,BBSE-S-11,quartile_4,25,0.9643967129369403,0.9941178774047456,0.23019660624740904,0.21154380832521724,0.48,0.4496928575404566,0.4533283016215245,25
A,gaussian_noise,raw_soft_01,all,100,1.302194286105449,1.3318112792074057,0.33777475431891496,0.3317113922461049,0.27,0.24329348863920225,0.3027495893961478,100
A,gaussian_noise,raw_soft_01,quartile_1,25,1.4234970526189938,1.5321836346623579,0.37797907491372884,0.4134495550064474,0.48,0.28250485594721064,0.2901294265928297,25
A,gaussian_noise,raw_soft_01,quartile_2,25,1.458982460928162,1.4895898690429314,0.3914392368784793,0.40829885190295623,0.12,0.24292268184814325,0.3027495893961478,25
A,gaussian_noise,raw_soft_01,quartile_3,25,1.22628033734744,1.2667858529209735,0.31067763028238665,0.32242675487426387,0.28,0.24912525451117581,0.3084435454322494,25
A,gaussian_noise,raw_soft_01,quartile_4,25,1.1000172935271997,1.1517352391815874,0.2710030752010649,0.27501023672138647,0.2,0.1986211622502793,0.23115669303779424,25
A,gaussian_noise,raw_hard_01,all,100,1.27,1.3,0.36471281681646317,0.37120393220027237,0.32,0.2021447082604204,0.2501247044005817,100
A,gaussian_noise,raw_hard_01,quartile_1,25,1.248,1.3,0.36362871360799254,0.31452722203472094,0.48,0.226215020680446,0.2526455763199557,25
A,gaussian_noise,raw_hard_01,quartile_2,25,1.4280000000000002,1.5,0.40800929926950275,0.41380277738519267,0.2,0.23114344220133817,0.30092592592592593,25
A,gaussian_noise,raw_hard_01,quartile_3,25,1.208,1.3,0.34505672382705166,0.3709547770250654,0.32,0.1911984257542826,0.21235679519973336,25
A,gaussian_noise,raw_hard_01,quartile_4,25,1.1960000000000002,1.3,0.3421565305613059,0.3613853306001351,0.28,0.16002194440561482,0.21055320966650218,25
A,gaussian_noise,raw_soft_11,all,100,1.302194286105449,1.3318112792074057,0.33777475431891496,0.3317113922461049,0.27,0.24329348863920225,0.3027495893961478,100
A,gaussian_noise,raw_soft_11,quartile_1,25,1.4234970526189938,1.5321836346623579,0.37797907491372884,0.4134495550064474,0.48,0.28250485594721064,0.2901294265928297,25
A,gaussian_noise,raw_soft_11,quartile_2,25,1.458982460928162,1.4895898690429314,0.3914392368784793,0.40829885190295623,0.12,0.24292268184814325,0.3027495893961478,25
A,gaussian_noise,raw_soft_11,quartile_3,25,1.22628033734744,1.2667858529209735,0.31067763028238665,0.32242675487426387,0.28,0.24912525451117581,0.3084435454322494,25
A,gaussian_noise,raw_soft_11,quartile_4,25,1.1000172935271997,1.1517352391815874,0.2710030752010649,0.27501023672138647,0.2,0.1986211622502793,0.23115669303779424,25
A,gaussian_noise,raw_hard_11,all,100,1.27,1.3,0.36471281681646317,0.37120393220027237,0.32,0.2021447082604204,0.2501247044005817,100
A,gaussian_noise,raw_hard_11,quartile_1,25,1.248,1.3,0.36362871360799254,0.31452722203472094,0.48,0.226215020680446,0.2526455763199557,25
A,gaussian_noise,raw_hard_11,quartile_2,25,1.4280000000000002,1.5,0.40800929926950275,0.41380277738519267,0.2,0.23114344220133817,0.30092592592592593,25
A,gaussian_noise,raw_hard_11,quartile_3,25,1.208,1.3,0.34505672382705166,0.3709547770250654,0.32,0.1911984257542826,0.21235679519973336,25
A,gaussian_noise,raw_hard_11,quartile_4,25,1.1960000000000002,1.3,0.3421565305613059,0.3613853306001351,0.28,0.16002194440561482,0.21055320966650218,25
A,gaussian_noise,T015_zero_soft,all,100,1.325834513269683,1.4031002518977096,0.35147546722444617,0.3514158354677971,0.24,0.20066957344730618,0.25729625023129604,100
A,gaussian_noise,T015_zero_soft,quartile_1,25,1.4241803424449213,1.5200804455788581,0.386655248917616,0.407088719971777,0.44,0.2710584858648917,0.354649519006916,25
A,gaussian_noise,T015_zero_soft,quartile_2,25,1.499786525078284,1.5071663302331708,0.4095002947846272,0.40189679402276424,0.08,0.20129845545401445,0.3027495893961478,25
A,gaussian_noise,T015_zero_soft,quartile_3,25,1.2522652893522859,1.327104574913239,0.32634277117146276,0.34721191415811825,0.24,0.18356408517765752,0.20133002296840144,25
A,gaussian_noise,T015_zero_soft,quartile_4,25,1.1271058962032394,1.194534231105755,0.2834035540240786,0.2834454653033538,0.2,0.14675726729266114,0.12974982402692048,25
A,gaussian_noise,T015_zero_hard,all,100,1.319,1.4000000000000001,0.38459366698196695,0.3809517806307409,0.26,0.17438155725775503,0.19759510460612906,100
A,gaussian_noise,T015_zero_hard,quartile_1,25,1.276,1.4,0.3779747530729597,0.32986962204761905,0.44,0.21781259035245085,0.24845199749997662,25
A,gaussian_noise,T015_zero_hard,quartile_2,25,1.5040000000000004,1.5,0.43882366198079603,0.44918523733161797,0.12,0.17779654080197166,0.27308444891971223,25
A,gaussian_noise,T015_zero_hard,quartile_3,25,1.2600000000000002,1.4000000000000001,0.37113341446822795,0.43774193805495054,0.24,0.147070777385736,0.050404153473376366,25
A,gaussian_noise,T015_zero_hard,quartile_4,25,1.2360000000000002,1.3,0.35044283840588425,0.34298991372915677,0.24,0.15484632049086178,0.12815593247855372,25
A,gaussian_blur,BBSE-H-01,all,100,1.0264213499302792,0.9912188397612199,0.27927568573159617,0.21924116147734873,0.49,0.3858376018290034,0.4399441499937007,100
A,gaussian_blur,BBSE-H-01,quartile_1,25,0.9666606345477023,0.7323457221754027,0.27442902393855945,0.16012010050478365,0.64,0.3976233657457421,0.4576043153224294,25
A,gaussian_blur,BBSE-H-01,quartile_2,25,0.9599781749357972,0.8153866999193915,0.24246705614433645,0.20205040620874348,0.44,0.5103001461764399,0.596349561574183,25
A,gaussian_blur,BBSE-H-01,quartile_3,25,1.036364037071835,0.9999999999999998,0.2757734364492896,0.22009735723850077,0.52,0.39556371376465527,0.3948325355414482,25
A,gaussian_blur,BBSE-H-01,quartile_4,25,1.1426825531657832,1.0012375229043096,0.3244332263941994,0.2654669934669295,0.36,0.23986318162917664,0.3076103322601047,25
A,gaussian_blur,BBSE-H-11,all,100,1.0329952043957094,0.999767654413969,0.28091758574896486,0.2232208642182394,0.48,0.3833344435518149,0.4399441499937007,100
A,gaussian_blur,BBSE-H-11,quartile_1,25,0.9929560524094231,0.8050203298925316,0.280996624008034,0.18954002905547906,0.6,0.3876107326369878,0.4576043153224294,25
A,gaussian_blur,BBSE-H-11,quartile_2,25,0.9599781749357972,0.8153866999193915,0.24246705614433645,0.20205040620874348,0.44,0.5103001461764399,0.596349561574183,25
A,gaussian_blur,BBSE-H-11,quartile_3,25,1.036364037071835,0.9999999999999998,0.2757734364492896,0.22009735723850077,0.52,0.39556371376465527,0.3948325355414482,25
A,gaussian_blur,BBSE-H-11,quartile_4,25,1.1426825531657832,1.0012375229043096,0.3244332263941994,0.2654669934669295,0.36,0.23986318162917664,0.3076103322601047,25
A,gaussian_blur,BBSE-S-01,all,100,0.7434430859551813,0.7024648884414297,0.1751572342612121,0.14832769947005853,0.72,0.5409954537675226,0.5488476899617385,100
A,gaussian_blur,BBSE-S-01,quartile_1,25,0.5552231293564985,0.37276868944356534,0.12996749612010855,0.06939301234446882,0.88,0.6259279835755086,0.6425294053171791,25
A,gaussian_blur,BBSE-S-01,quartile_2,25,0.7027969024587373,0.6290348391286698,0.1674756240051929,0.10732855750715653,0.72,0.5894221918570768,0.6454972243679028,25
A,gaussian_blur,BBSE-S-01,quartile_3,25,0.7946040928331912,0.8118201253864334,0.18642141284499153,0.1919912231723766,0.68,0.4923908174487614,0.453913305752099,25
A,gaussian_blur,BBSE-S-01,quartile_4,25,0.9211482191722982,0.8612424226472126,0.21676440407455538,0.1847392256265632,0.6,0.4562408221887438,0.482381910618866,25
A,gaussian_blur,BBSE-S-11,all,100,0.7882687583933976,0.71548985904712,0.19119807482415438,0.15271565621010647,0.7,0.5165787768109932,0.5390456507160952,100
A,gaussian_blur,BBSE-S-11,quartile_1,25,0.7345258191093644,0.5219436204673215,0.19413085837187785,0.10027387532066212,0.8,0.528261275749391,0.6139406135149206,25
A,gaussian_blur,BBSE-S-11,quartile_2,25,0.7027969024587373,0.6290348391286698,0.1674756240051929,0.10732855750715653,0.72,0.5894221918570768,0.6454972243679028,25
A,gaussian_blur,BBSE-S-11,quartile_3,25,0.7946040928331912,0.8118201253864334,0.18642141284499153,0.1919912231723766,0.68,0.4923908174487614,0.453913305752099,25
A,gaussian_blur,BBSE-S-11,quartile_4,25,0.9211482191722982,0.8612424226472126,0.21676440407455538,0.1847392256265632,0.6,0.4562408221887438,0.482381910618866,25
A,gaussian_blur,raw_soft_01,all,100,1.3029918275432835,1.3280455755891287,0.33800459975046154,0.33783575710733105,0.27,0.24552921538181954,0.29643950799448876,100
A,gaussian_blur,raw_soft_01,quartile_1,25,1.4356890548875187,1.5572176211089064,0.38140578127090097,0.4142330281676454,0.48,0.27786278512172535,0.3113995776646092,25
A,gaussian_blur,raw_soft_01,quartile_2,25,1.4564534442189054,1.4643439022168925,0.3897193530348805,0.39778895477606757,0.12,0.253206672687027,0.354649519006916,25
A,gaussian_blur,raw_soft_01,quartile_3,25,1.2260877113881887,1.3008437160425648,0.31184236546321714,0.3376937595512379,0.28,0.24411530906360604,0.32900644846106597,25
A,gaussian_blur,raw_soft_01,quartile_4,25,1.0937370996785207,1.1433537740051767,0.26905089923284714,0.2726655402499132,0.2,0.20693209465491982,0.20133002296840144,25
A,gaussian_blur,raw_hard_01,all,100,1.274,1.3000000000000003,0.3663913799197732,0.3699115704872422,0.3,0.19860187412020655,0.19977162561636974,100
A,gaussian_blur,raw_hard_01,quartile_1,25,1.308,1.4,0.38160932398731545,0.32986962204761905,0.44,0.2187680914971287,0.3069703067574603,25
A,gaussian_blur,raw_hard_01,quartile_2,25,1.4160000000000001,1.5,0.4062697865321806,0.3933542663439733,0.2,0.22466798199279453,0.2791452631195413,25
A,gaussian_blur,raw_hard_01,quartile_3,25,1.196,1.3,0.3389473930254073,0.3790556465526851,0.32,0.20325389538071367,0.183583371334054,25
A,gaussian_blur,raw_hard_01,quartile_4,25,1.1760000000000002,1.3,0.3387390161341894,0.3496831321269538,0.24,0.14771752761018944,0.11792602765062973,25
A,gaussian_blur,raw_soft_11,all,100,1.3115815332006706,1.3280455755891287,0.3408623756280953,0.33783575710733105,0.27,0.2420476622627056,0.29643950799448876,100
A,gaussian_blur,raw_soft_11,quartile_1,25,1.4700478775170687,1.5572176211089064,0.3928368847814361,0.4142330281676454,0.48,0.2639365726452695,0.3113995776646092,25
A,gaussian_blur,raw_soft_11,quartile_2,25,1.4564534442189054,1.4643439022168925,0.3897193530348805,0.39778895477606757,0.12,0.253206672687027,0.354649519006916,25
A,gaussian_blur,raw_soft_11,quartile_3,25,1.2260877113881887,1.3008437160425648,0.31184236546321714,0.3376937595512379,0.28,0.24411530906360604,0.32900644846106597,25
A,gaussian_blur,raw_soft_11,quartile_4,25,1.0937370996785207,1.1433537740051767,0.26905089923284714,0.2726655402499132,0.2,0.20693209465491982,0.20133002296840144,25
A,gaussian_blur,raw_hard_11,all,100,1.2809999999999997,1.3000000000000003,0.3678082066277677,0.3699115704872422,0.3,0.1927833978452569,0.19977162561636974,100
A,gaussian_blur,raw_hard_11,quartile_1,25,1.3359999999999999,1.4,0.38727663081929337,0.32986962204761905,0.44,0.19549418639733002,0.3069703067574603,25
A,gaussian_blur,raw_hard_11,quartile_2,25,1.4160000000000001,1.5,0.4062697865321806,0.3933542663439733,0.2,0.22466798199279453,0.2791452631195413,25
A,gaussian_blur,raw_hard_11,quartile_3,25,1.196,1.3,0.3389473930254073,0.3790556465526851,0.32,0.20325389538071367,0.183583371334054,25
A,gaussian_blur,raw_hard_11,quartile_4,25,1.1760000000000002,1.3,0.3387390161341894,0.3496831321269538,0.24,0.14771752761018944,0.11792602765062973,25
A,gaussian_blur,T015_zero_soft,all,100,1.3293515808042264,1.3106388862427778,0.3408078097421047,0.3245526900008219,0.3,0.24199728187186725,0.2901294265928297,100
A,gaussian_blur,T015_zero_soft,quartile_1,25,1.4650924333201127,1.5730986776396687,0.3865651599665671,0.42450535207695417,0.44,0.26390711253425164,0.3113995776646092,25
A,gaussian_blur,T015_zero_soft,quartile_2,25,1.4698729004726956,1.532918939572542,0.3903758960554836,0.41145604452761564,0.2,0.22958372530689197,0.18164975363768868,25
A,gaussian_blur,T015_zero_soft,quartile_3,25,1.2419924381979597,1.2593593709862534,0.31115762442071876,0.31364400192738406,0.36,0.2629530464422079,0.23115669303779424,25
A,gaussian_blur,T015_zero_soft,quartile_4,25,1.1404485512261373,1.2053962584817586,0.27513255852564955,0.267083781962574,0.2,0.2115452432041174,0.3209107087394919,25
A,gaussian_blur,T015_zero_hard,all,100,1.3229999999999997,1.4,0.3845379620714582,0.3783752342796749,0.3,0.17271062621088507,0.1952722589783058,100
A,gaussian_blur,T015_zero_hard,quartile_1,25,1.296,1.6,0.3824303769010397,0.4228104552401626,0.44,0.20432066246668662,0.3069703067574603,25
A,gaussian_blur,T015_zero_hard,quartile_2,25,1.4879999999999998,1.5999999999999999,0.4367752825133958,0.43751800809102914,0.2,0.16038711435867192,0.1851851851851852,25
A,gaussian_blur,T015_zero_hard,quartile_3,25,1.232,1.3,0.3475682472468778,0.36260560740140235,0.36,0.2236317942402753,0.22681869063019364,25
A,gaussian_blur,T015_zero_hard,quartile_4,25,1.276,1.3,0.3713779416245198,0.36513629889508703,0.2,0.10250293377790659,0.08616076077126703,25
B,clean,BBSE-H-01,all,100,1.086164267222835,1.0,0.3043980897916138,0.24964486250951345,0.46,0.35687335893967953,0.34896460082013125,100
B,clean,BBSE-H-01,quartile_1,25,0.9543326638405881,0.7629802347654383,0.27431313029171195,0.1581884938210142,0.64,0.43629753978011115,0.5570860145311556,25
B,clean,BBSE-H-01,quartile_2,25,1.1478075970850714,1.0555015066097,0.316187633588767,0.25568646971970055,0.4,0.38932023539912186,0.3831305140884606,25
B,clean,BBSE-H-01,quartile_3,25,1.0796870453304852,1.0568834953564783,0.30352402528455824,0.29371196811261546,0.48,0.34689076783779343,0.32612688823813446,25
B,clean,BBSE-H-01,quartile_4,25,1.1628297626351958,1.0,0.3235675700014181,0.2394093780263009,0.32,0.2549848927416917,0.33145202342776975,25
B,clean,BBSE-H-11,all,100,1.0877015581446092,1.0190001680682843,0.30594700735630437,0.25309045788768325,0.45,0.34905410029385514,0.34896460082013125,100
B,clean,BBSE-H-11,quartile_1,25,0.9383466291009356,0.7535115209356309,0.27450421865517016,0.1529953988936097,0.64,0.4223772597630381,0.5570860145311556,25
B,clean,BBSE-H-11,quartile_2,25,1.1478075970850714,1.0555015066097,0.316187633588767,0.25568646971970055,0.4,0.38932023539912186,0.3831305140884606,25
B,clean,BBSE-H-11,quartile_3,25,1.1018222437572336,1.1673946210116368,0.30952860717986214,0.31299376937441337,0.44,0.32953401327156867,0.3154312802684078,25
B,clean,BBSE-H-11,quartile_4,25,1.1628297626351958,1.0,0.3235675700014181,0.2394093780263009,0.32,0.2549848927416917,0.33145202342776975,25
B,clean,BBSE-S-01,all,100,0.7322503284248317,0.7077914450469986,0.1727377024479685,0.1511447752318023,0.68,0.5514922116440462,0.5479509603057402,100
B,clean,BBSE-S-01,quartile_1,25,0.5195018317287148,0.3338991051342379,0.12373550123678777,0.07710803105996744,0.84,0.6481066496521294,0.7453559924999299,25
B,clean,BBSE-S-01,quartile_2,25,0.6904261122696745,0.6227817189681151,0.16345770532422121,0.11220984031794079,0.72,0.5767605425995502,0.6454972243679028,25
B,clean,BBSE-S-01,quartile_3,25,0.8021399339993244,0.8310115380771766,0.187449471034703,0.19401198198204406,0.68,0.5036280757735763,0.5000739809133293,25
B,clean,BBSE-S-01,quartile_4,25,0.9169334357016132,0.8558467261244791,0.21630813219616205,0.202044969075172,0.48,0.47747357855092937,0.4879992172885839,25
B,clean,BBSE-S-11,all,100,0.763324119061987,0.7537786874204686,0.18097939899519044,0.16219812523339747,0.67,0.5328269319694154,0.5104584500691092,100
B,clean,BBSE-S-11,quartile_1,25,0.5947871498527691,0.4304985372241723,0.1400697402110867,0.0849322239489676,0.84,0.6169833371150623,0.6139406135149206,25
B,clean,BBSE-S-11,quartile_2,25,0.6904261122696745,0.6227817189681151,0.16345770532422121,0.11220984031794079,0.72,0.5767605425995502,0.6454972243679028,25
B,clean,BBSE-S-11,quartile_3,25,0.8511497784238908,0.9385353270671896,0.20408201824929184,0.23033204453126,0.64,0.46009026961212046,0.4116339200325736,25
B,clean,BBSE-S-11,quartile_4,25,0.9169334357016132,0.8558467261244791,0.21630813219616205,0.202044969075172,0.48,0.47747357855092937,0.4879992172885839,25
B,clean,raw_soft_01,all,100,1.2869922052452523,1.2967403799166166,0.3322309226444549,0.32530580766506934,0.27,0.2662093949321779,0.318658036487809,100
B,clean,raw_soft_01,quartile_1,25,1.4084157989160984,1.5389301407230442,0.3720321572822348,0.3998131679914467,0.48,0.30874297460436545,0.37194949554383877,25
B,clean,raw_soft_01,quartile_2,25,1.4466589147720008,1.4543962323179516,0.3861612119614541,0.39633100055710146,0.12,0.2695331911280991,0.3370999312316211,25
B,clean,raw_soft_01,quartile_3,25,1.207355312539851,1.2676771376536602,0.30453744308361375,0.3196361007738735,0.28,0.2646084635472257,0.3504633733153655,25
B,clean,raw_soft_01,quartile_4,25,1.0855387947530593,1.1578731693818953,0.26619287825051685,0.2682631213322253,0.2,0.2219529504490215,0.27589669814188345,25
B,clean,raw_hard_01,all,100,1.264,1.3,0.3609625216568672,0.34352859132378344,0.29,0.20675758208886358,0.20718243331862085,100
B,clean,raw_hard_01,quartile_1,25,1.236,1.3,0.3567732513130986,0.31452722203472117,0.44,0.2381547384402171,0.3831305140884606,25
B,clean,raw_hard_01,quartile_2,25,1.4440000000000004,1.5,0.416607526359698,0.4255591221950692,0.16,0.20474883861678214,0.31337559712098123,25
B,clean,raw_hard_01,quartile_3,25,1.196,1.2999999999999998,0.3365706347789731,0.3317910444917114,0.28,0.20461173182763873,0.16761959991370148,25
B,clean,raw_hard_01,quartile_4,25,1.18,1.2999999999999998,0.3338986741756991,0.32214171981779405,0.28,0.17951501947081636,0.16508454493605446,25
B,clean,raw_soft_11,all,100,1.2953336478323265,1.3319333905189663,0.3354659986317635,0.33456968936786635,0.27,0.2520232921480773,0.29643950799448876,100
B,clean,raw_soft_11,quartile_1,25,1.4246670211848198,1.5389301407230442,0.3781763938121405,0.3998131679914467,0.48,0.29011684562345663,0.3113995776646092,25
B,clean,raw_soft_11,quartile_2,25,1.4466589147720008,1.4543962323179516,0.3861612119614541,0.39633100055710146,0.12,0.2695331911280991,0.3370999312316211,25
B,clean,raw_soft_11,quartile_3,25,1.2244698606194269,1.2800817162102023,0.3113335105029428,0.3271736720846079,0.28,0.22649018139173194,0.1797866299901979,25
B,clean,raw_soft_11,quartile_4,25,1.0855387947530593,1.1578731693818953,0.26619287825051685,0.2682631213322253,0.2,0.2219529504490215,0.27589669814188345,25
B,clean,raw_hard_11,all,100,1.2710000000000001,1.3,0.36311966812187096,0.3571330461050298,0.29,0.19843593849771682,0.20186493188083005,100
B,clean,raw_hard_11,quartile_1,25,1.248,1.3,0.3608836915178285,0.31452722203472117,0.44,0.2193762057930028,0.25,25
B,clean,raw_hard_11,quartile_2,25,1.4440000000000004,1.5,0.416607526359698,0.4255591221950692,0.16,0.20474883861678214,0.31337559712098123,25
B,clean,raw_hard_11,quartile_3,25,1.212,1.3,0.34108878043425833,0.35724956608321223,0.28,0.19010369011026615,0.15179742376658428,25
B,clean,raw_hard_11,quartile_4,25,1.18,1.2999999999999998,0.3338986741756991,0.32214171981779405,0.28,0.17951501947081636,0.16508454493605446,25
B,clean,T015_zero_soft,all,100,1.2869922052452523,1.2967403799166164,0.33223092264445486,0.32530580766506934,0.27,0.2662093949321779,0.318658036487809,100
B,clean,T015_zero_soft,quartile_1,25,1.408415798916098,1.5389301407230445,0.3720321572822348,0.3998131679914467,0.48,0.30874297460436545,0.37194949554383877,25
B,clean,T015_zero_soft,quartile_2,25,1.4466589147720008,1.4543962323179516,0.3861612119614542,0.39633100055710146,0.12,0.2695331911280991,0.3370999312316211,25
B,clean,T015_zero_soft,quartile_3,25,1.207355312539851,1.2676771376536604,0.30453744308361375,0.3196361007738735,0.28,0.2646084635472257,0.3504633733153655,25
B,clean,T015_zero_soft,quartile_4,25,1.0855387947530593,1.1578731693818956,0.26619287825051685,0.2682631213322253,0.2,0.2219529504490215,0.27589669814188345,25
B,clean,T015_zero_hard,all,100,1.264,1.3,0.3609625216568672,0.34352859132378344,0.29,0.20675758208886358,0.20718243331862085,100
B,clean,T015_zero_hard,quartile_1,25,1.236,1.3,0.3567732513130986,0.31452722203472094,0.44,0.2381547384402171,0.3831305140884606,25
B,clean,T015_zero_hard,quartile_2,25,1.4440000000000004,1.5,0.41660752635969805,0.425559122195069,0.16,0.20474883861678214,0.31337559712098123,25
B,clean,T015_zero_hard,quartile_3,25,1.1960000000000002,1.2999999999999998,0.3365706347789731,0.3317910444917114,0.28,0.20461173182763873,0.16761959991370148,25
B,clean,T015_zero_hard,quartile_4,25,1.18,1.3,0.3338986741756991,0.32214171981779427,0.28,0.17951501947081636,0.16508454493605446,25
B,brightness_dark,BBSE-H-01,all,100,1.1299808376823979,1.0953620900069732,0.31857105449911266,0.2757134559883564,0.43,0.32226579223262175,0.3610708382457092,100
B,brightness_dark,BBSE-H-01,quartile_1,25,0.9421377837751702,0.8190412251580412,0.2607968415207479,0.18042884043306107,0.6,0.43360618250055977,0.3831305140884606,25
B,brightness_dark,BBSE-H-01,quartile_2,25,1.0292464080616082,0.9657513033629518,0.2712597931198577,0.2562625950417339,0.44,0.4535660496656867,0.5000000000000001,25
B,brightness_dark,BBSE-H-01,quartile_3,25,1.2773892488998917,1.2887841656183752,0.3744147275854677,0.3664947001051654,0.32,0.23271861278630315,0.24770642201834867,25
B,brightness_dark,BBSE-H-01,quartile_4,25,1.271149909992922,1.2872242513398595,0.3678128557703772,0.3420144880071858,0.36,0.16917232397793763,0.14317765825088832,25
B,brightness_dark,BBSE-H-11,all,100,1.1299808376823979,1.0953620900069732,0.31857105449911266,0.2757134559883564,0.43,0.32226579223262175,0.3610708382457092,100
B,brightness_dark,BBSE-H-11,quartile_1,25,0.9421377837751702,0.8190412251580412,0.2607968415207479,0.18042884043306107,0.6,0.43360618250055977,0.3831305140884606,25
B,brightness_dark,BBSE-H-11,quartile_2,25,1.0292464080616082,0.9657513033629518,0.2712597931198577,0.2562625950417339,0.44,0.4535660496656867,0.5000000000000001,25
B,brightness_dark,BBSE-H-11,quartile_3,25,1.2773892488998917,1.2887841656183752,0.3744147275854677,0.3664947001051654,0.32,0.23271861278630315,0.24770642201834867,25
B,brightness_dark,BBSE-H-11,quartile_4,25,1.271149909992922,1.2872242513398595,0.3678128557703772,0.3420144880071858,0.36,0.16917232397793763,0.14317765825088832,25
B,brightness_dark,BBSE-S-01,all,100,0.7518928098132429,0.7427371783945175,0.18481317554839322,0.18102766307213164,0.67,0.5221131253022694,0.5292436114704518,100
B,brightness_dark,BBSE-S-01,quartile_1,25,0.5920829421154855,0.3153777451865775,0.14886994931033612,0.07359804222084931,0.84,0.6126097475362196,0.6425294053171791,25
B,brightness_dark,BBSE-S-01,quartile_2,25,0.7077647512320695,0.4994879269473227,0.1719107182839497,0.10092682419082044,0.76,0.541368613987866,0.6425294053171791,25
B,brightness_dark,BBSE-S-01,quartile_3,25,0.8261054811890588,0.7433242527579187,0.20983811073101485,0.18459760793853042,0.6,0.449033747157465,0.4169915251194764,25
B,brightness_dark,BBSE-S-01,quartile_4,25,0.8816180647163572,0.8993833178456037,0.20863392386827223,0.21808703636852078,0.48,0.4854403925275265,0.482381910618866,25
B,brightness_dark,BBSE-S-11,all,100,0.7518928098132429,0.7427371783945175,0.18481317554839322,0.18102766307213164,0.67,0.5221131253022694,0.5292436114704518,100
B,brightness_dark,BBSE-S-11,quartile_1,25,0.5920829421154855,0.3153777451865775,0.14886994931033612,0.07359804222084931,0.84,0.6126097475362196,0.6425294053171791,25
B,brightness_dark,BBSE-S-11,quartile_2,25,0.7077647512320695,0.4994879269473227,0.1719107182839497,0.10092682419082044,0.76,0.541368613987866,0.6425294053171791,25
B,brightness_dark,BBSE-S-11,quartile_3,25,0.8261054811890588,0.7433242527579187,0.20983811073101485,0.18459760793853042,0.6,0.449033747157465,0.4169915251194764,25
B,brightness_dark,BBSE-S-11,quartile_4,25,0.8816180647163572,0.8993833178456037,0.20863392386827223,0.21808703636852078,0.48,0.4854403925275265,0.482381910618866,25
B,brightness_dark,raw_soft_01,all,100,1.3083136651673075,1.298764009812854,0.34060186390775643,0.3262383619942414,0.29,0.2389516785349835,0.30707458353037853,100
B,brightness_dark,raw_soft_01,quartile_1,25,1.443669690578342,1.5303526652792196,0.38513493124957043,0.40850141309552634,0.48,0.29060692208008043,0.354649519006916,25
B,brightness_dark,raw_soft_01,quartile_2,25,1.464882160276817,1.4616983426464603,0.39576772357442086,0.3969954630736414,0.12,0.22617133896546845,0.3027495893961478,25
B,brightness_dark,raw_soft_01,quartile_3,25,1.2211364808441623,1.2712645317094624,0.31102612643255634,0.31638587763743464,0.32,0.2322244325103889,0.2472066162365221,25
B,brightness_dark,raw_soft_01,quartile_4,25,1.1035663289699085,1.1675886731342873,0.27047867437447776,0.2717221602040081,0.24,0.20680402058399636,0.24580394711961082,25
B,brightness_dark,raw_hard_01,all,100,1.297,1.35,0.3816180020897918,0.391893543917615,0.33,0.16992051074961462,0.22477357137720327,100
B,brightness_dark,raw_hard_01,quartile_1,25,1.296,1.5000000000000002,0.3836896506915523,0.40852139540253607,0.48,0.22852846908239136,0.37831829711148207,25
B,brightness_dark,raw_hard_01,quartile_2,25,1.4240000000000002,1.4,0.41093669848786823,0.377820559572958,0.2,0.20572732655039136,0.34259259259259256,25
B,brightness_dark,raw_hard_01,quartile_3,25,1.244,1.3,0.3770348194722067,0.4190214976493618,0.4,0.12338655648875568,0.1037645142322914,25
B,brightness_dark,raw_hard_01,quartile_4,25,1.224,1.3,0.3548108397075395,0.3589772422051687,0.24,0.12203969087692002,0.07259717215323003,25
B,brightness_dark,raw_soft_11,all,100,1.3083136651673075,1.298764009812854,0.34060186390775643,0.3262383619942414,0.29,0.2389516785349835,0.30707458353037853,100
B,brightness_dark,raw_soft_11,quartile_1,25,1.443669690578342,1.5303526652792196,0.38513493124957043,0.40850141309552634,0.48,0.29060692208008043,0.354649519006916,25
B,brightness_dark,raw_soft_11,quartile_2,25,1.464882160276817,1.4616983426464603,0.39576772357442086,0.3969954630736414,0.12,0.22617133896546845,0.3027495893961478,25
B,brightness_dark,raw_soft_11,quartile_3,25,1.2211364808441623,1.2712645317094624,0.31102612643255634,0.31638587763743464,0.32,0.2322244325103889,0.2472066162365221,25
B,brightness_dark,raw_soft_11,quartile_4,25,1.1035663289699085,1.1675886731342873,0.27047867437447776,0.2717221602040081,0.24,0.20680402058399636,0.24580394711961082,25
B,brightness_dark,raw_hard_11,all,100,1.297,1.35,0.3816180020897918,0.391893543917615,0.33,0.16992051074961462,0.22477357137720327,100
B,brightness_dark,raw_hard_11,quartile_1,25,1.296,1.5000000000000002,0.3836896506915523,0.40852139540253607,0.48,0.22852846908239136,0.37831829711148207,25
B,brightness_dark,raw_hard_11,quartile_2,25,1.4240000000000002,1.4,0.41093669848786823,0.377820559572958,0.2,0.20572732655039136,0.34259259259259256,25
B,brightness_dark,raw_hard_11,quartile_3,25,1.244,1.3,0.3770348194722067,0.4190214976493618,0.4,0.12338655648875568,0.1037645142322914,25
B,brightness_dark,raw_hard_11,quartile_4,25,1.224,1.3,0.3548108397075395,0.3589772422051687,0.24,0.12203969087692002,0.07259717215323003,25
