bank,target,policy,stratum,control,L1_reduction,JS_reduction,dominant_agreement_gain
A,gaussian_noise,BBSE-H-01,quartile_1,raw_soft_01,0.5539497851998784,0.13265289363283225,0.20000000000000007
A,gaussian_noise,BBSE-H-01,quartile_1,raw_hard_01,0.3784527325808845,0.11830253232709595,0.20000000000000007
A,gaussian_noise,BBSE-H-01,quartile_1,T015_zero_hard,0.40645273258088455,0.1326485717920631,0.24000000000000005
A,gaussian_noise,BBSE-H-01,quartile_2,raw_soft_01,0.5035816286400661,0.14619058800123896,0.4
A,gaussian_noise,BBSE-H-01,quartile_2,raw_hard_01,0.47259916771190413,0.1627606503922624,0.32
A,gaussian_noise,BBSE-H-01,quartile_2,T015_zero_hard,0.5485991677119044,0.19357501310355568,0.4
A,gaussian_noise,BBSE-H-01,quartile_3,raw_soft_01,0.1609643750460641,0.01645033583404626,0.24
A,gaussian_noise,BBSE-H-01,quartile_3,raw_hard_01,0.14268403769862403,0.050829429378711266,0.2
A,gaussian_noise,BBSE-H-01,quartile_3,T015_zero_hard,0.1946840376986243,0.07690612001988756,0.28
A,gaussian_noise,BBSE-H-01,quartile_4,raw_soft_01,-0.10312777258541872,-0.07917767330322079,0.24
A,gaussian_noise,BBSE-H-01,quartile_4,raw_hard_01,-0.007145066112618226,-0.008024217942979806,0.15999999999999998
A,gaussian_noise,BBSE-H-01,quartile_4,T015_zero_hard,0.03285493388738181,0.00026208990159853895,0.2
A,gaussian_noise,BBSE-H-11,all,raw_soft_11,0.27884200407514736,0.05402903604122422,0.27
A,gaussian_noise,BBSE-H-11,all,raw_hard_11,0.24664771796969842,0.08096709853877243,0.22000000000000003
A,gaussian_noise,BBSE-H-11,all,T015_zero_hard,0.29564771796969835,0.10084794870427621,0.28
A,gaussian_noise,BBSE-H-11,quartile_1,raw_soft_11,0.5539497851998784,0.13265289363283225,0.20000000000000007
A,gaussian_noise,BBSE-H-11,quartile_1,raw_hard_11,0.3784527325808845,0.11830253232709595,0.20000000000000007
A,gaussian_noise,BBSE-H-11,quartile_1,T015_zero_hard,0.40645273258088455,0.1326485717920631,0.24000000000000005
A,gaussian_noise,BBSE-H-11,quartile_2,raw_soft_11,0.5035816286400661,0.14619058800123896,0.4
A,gaussian_noise,BBSE-H-11,quartile_2,raw_hard_11,0.47259916771190413,0.1627606503922624,0.32
A,gaussian_noise,BBSE-H-11,quartile_2,T015_zero_hard,0.5485991677119044,0.19357501310355568,0.4
A,gaussian_noise,BBSE-H-11,quartile_3,raw_soft_11,0.1609643750460641,0.01645033583404626,0.24
