salt,bank,target,policy,macro_class,sample_weighted,macro_client,state_choice_frequency,oracle_hit_rate,regret_median,regret_p75,regret_p90,regret_gt2_fraction,regret_gt5_fraction,gain_vs_zero_pp,capture_vs_P00,capture_vs_T014
T013-S0,A,clean,P11,35.357386760168964,35.43453687080258,34.249879485684374,"{""clean"": 88, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 72, ""gaussian_blur"": 40}",0.425,2.1627308861351415,8.384146341463415,20.04081632653061,0.51,0.345,1.2186968404004257,0.198928168950539,0.19450598547422895
T013-S0,A,clean,zero_hard,35.7060865349167,35.7869539198085,34.74935150618162,"{""clean"": 99, ""brightness_dark"": 0, ""contrast_low"": 2, ""gaussian_noise"": 71, ""gaussian_blur"": 28}",0.445,1.6739039081103795,7.280219780219781,18.144444444444435,0.475,0.325,1.5673966151481604,0.25584651435401173,0.2501590331178619
T013-S0,A,clean,uniform,34.32098622560271,34.403883236917345,33.15440209330923,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 186, ""gaussian_blur"": 14}",0.38,3.101520706858208,9.090909090909092,23.740031897926634,0.55,0.43,0.18229630583417034,0.029756268436803197,0.029094785051659314
T013-S0,A,brightness_dark,P00,35.477957433844004,35.53427754504954,34.91827622298401,"{""clean"": 7, ""brightness_dark"": 129, ""contrast_low"": 33, ""gaussian_noise"": 25, ""gaussian_blur"": 6}",0.885,0.0,0.0,0.9709916251972306,0.065,0.035,17.93193097963294,1.0,0.9983265585069158
T013-S0,A,brightness_dark,P01,32.296535703287994,32.36252410399628,31.268558897347983,"{""clean"": 0, ""brightness_dark"": 200, ""contrast_low"": 0, ""gaussian_noise"": 0, ""gaussian_blur"": 0}",0.7,0.0,2.295096635647817,14.357142857142854,0.255,0.215,14.75050924907693,0.82258342762029,0.8212068823809868
T013-S0,A,brightness_dark,P11,32.296535703287994,32.36252410399628,31.268558897347983,"{""clean"": 0, ""brightness_dark"": 200, ""contrast_low"": 0, ""gaussian_noise"": 0, ""gaussian_blur"": 0}",0.7,0.0,2.295096635647817,14.357142857142854,0.255,0.215,14.75050924907693,0.82258342762029,0.8212068823809868
T013-S0,A,brightness_dark,zero_hard,22.206998393318393,22.282066626770398,22.162221358588337,"{""clean"": 26, ""brightness_dark"": 4, ""contrast_low"": 0, ""gaussian_noise"": 118, ""gaussian_blur"": 52}",0.175,10.0,19.579414838035525,31.178854300976237,0.745,0.65,4.660971939107335,0.2599258241848722,0.25949085352555706
T013-S0,A,brightness_dark,uniform,32.296535703287994,32.36252410399628,31.268558897347983,"{""clean"": 0, ""brightness_dark"": 200, ""contrast_low"": 0, ""gaussian_noise"": 0, ""gaussian_blur"": 0}",0.7,0.0,2.295096635647817,14.357142857142854,0.255,0.215,14.75050924907693,0.82258342762029,0.8212068823809868
T013-S0,A,contrast_low,P00,33.49896897089437,33.58600970809229,33.359923180163435,"{""clean"": 4, ""brightness_dark"": 56, ""contrast_low"": 87, ""gaussian_noise"": 42, ""gaussian_blur"": 11}",0.835,0.0,0.0,2.5320654577620516,0.12,0.045,13.543704983183844,1.0,0.9869078655305018
T013-S0,A,contrast_low,P01,28.620132167300067,28.698716669991356,27.392721188969496,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 197, ""gaussian_noise"": 0, ""gaussian_blur"": 3}",0.515,0.0,9.160602910602911,22.10594315245478,0.455,0.335,8.664868179589547,0.6397708891583236,0.6313949226477925
T013-S0,A,contrast_low,P11,28.620132167300067,28.698716669991356,27.392721188969496,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 197, ""gaussian_noise"": 0, ""gaussian_blur"": 3}",0.515,0.0,9.160602910602911,22.10594315245478,0.455,0.335,8.664868179589547,0.6397708891583236,0.6313949226477925
T013-S0,A,contrast_low,zero_hard,22.979967671419395,23.106589533878584,22.971486158845842,"{""clean"": 45, ""brightness_dark"": 0, ""contrast_low"": 11, ""gaussian_noise"": 116, ""gaussian_blur"": 28}",0.295,6.944444444444445,17.46564962618711,30.34965034965035,0.66,0.56,3.024703683708876,0.22332911765756955,0.2204052628182423
T013-S0,A,contrast_low,uniform,28.561473420506015,28.63887226544318,27.361031048124428,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 200, ""gaussian_noise"": 0, ""gaussian_blur"": 0}",0.51,0.0,9.160602910602911,22.10594315245478,0.46,0.34,8.606209432795497,0.6354398182388904,0.6271205546912334
T013-S0,A,gaussian_noise,P00,37.518943422091645,37.57563667797061,36.27047373143146,"{""clean"": 27, ""brightness_dark"": 74, ""contrast_low"": 9, ""gaussian_noise"": 84, ""gaussian_blur"": 6}",0.815,0.0,0.0,3.0937007874015694,0.14,0.065,6.842299570631401,1.0,0.993184124193368
T013-S0,A,gaussian_noise,P01,33.04130637748285,33.113903849990024,31.846797801579147,"{""clean"": 40, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 160, ""gaussian_blur"": 0}",0.495,0.7367280606717226,6.309808612440191,18.200371057513916,0.425,0.29,2.3646625260226,0.3455947085643886,0.34323917795138453
T013-S0,A,gaussian_noise,P11,33.04130637748285,33.113903849990024,31.846797801579147,"{""clean"": 40, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 160, ""gaussian_blur"": 0}",0.495,0.7367280606717226,6.309808612440191,18.200371057513916,0.425,0.29,2.3646625260226,0.3455947085643886,0.34323917795138453
T013-S0,A,gaussian_noise,zero_hard,32.84802391099708,32.92107187977924,31.488096552743688,"{""clean"": 95, ""brightness_dark"": 0, ""contrast_low"": 1, ""gaussian_noise"": 86, ""gaussian_blur"": 18}",0.44,1.2916666666666665,7.6923076923076925,17.452173913043474,0.455,0.33,2.171380059536831,0.3173465349071903,0.3151835403375978
T013-S0,A,gaussian_noise,uniform,32.499557590179315,32.575304209056455,31.38728201450004,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 200, ""gaussian_blur"": 0}",0.505,0.0,7.172446443366079,18.92557651991614,0.44,0.31,1.8229137387190708,0.2664182881649033,0.26460241420015584
T013-S0,A,gaussian_blur,P00,40.050731421785706,40.10904980384334,39.640581983159045,"{""clean"": 11, ""brightness_dark"": 80, ""contrast_low"": 35, ""gaussian_noise"": 45, ""gaussian_blur"": 29}",0.81,0.0,0.0,2.83224097057593,0.135,0.07,9.149152245611331,1.0,1.0014854277952379
T013-S0,A,gaussian_blur,P01,34.00988302795514,34.07806370104395,33.14113530570128,"{""clean"": 14, ""brightness_dark"": 0, ""contrast_low"": 19, ""gaussian_noise"": 7, ""gaussian_blur"": 160}",0.31,4.246303642264696,11.413156256484747,20.11267605633802,0.635,0.46,3.1083038517807644,0.33973681586419735,0.3402414703735476
T013-S0,A,gaussian_blur,P11,32.15118965246794,32.216237781767404,32.244908500353816,"{""clean"": 15, ""brightness_dark"": 0, ""contrast_low"": 23, ""gaussian_noise"": 7, ""gaussian_blur"": 155}",0.28,4.918363233219109,12.265865250209671,22.39436619718309,0.665,0.49,1.249610476293568,0.13658210539593782,0.13678498825162505
T013-S0,A,gaussian_blur,zero_hard,33.89513733643372,33.97832302679699,33.28490905460746,"{""clean"": 54, ""brightness_dark"": 0, ""contrast_low"": 2, ""gaussian_noise"": 74, ""gaussian_blur"": 70}",0.365,3.871128871128871,11.142322097378276,20.0,0.575,0.435,2.993558160259342,0.32719514113400977,0.327681165891117
T013-S0,A,gaussian_blur,uniform,31.263384887993965,31.331870470111046,31.08327200469012,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 6, ""gaussian_noise"": 2, ""gaussian_blur"": 192}",0.23,5.283094098883573,14.071428571428571,25.0,0.7,0.53,0.3618057118195894,0.03954527174833499,0.0396040133941602
T013-S0,B,clean,P00,40.30673313862579,40.36837555688543,39.20603439804519,"{""clean"": 26, ""brightness_dark"": 83, ""contrast_low"": 10, ""gaussian_noise"": 63, ""gaussian_blur"": 18}",0.82,0.0,0.0,2.6541353383458635,0.12,0.075,6.168043218857249,1.0,1.0033765045066225
T013-S0,B,clean,P01,36.002040043345616,36.07952656426624,34.912958208439164,"{""clean"": 93, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 84, ""gaussian_blur"": 23}",0.47,0.9580124679134581,6.863636363636363,18.92557651991614,0.44,0.315,1.8633501235770789,0.3020974492980776,0.30311748269707167
T013-S0,B,clean,P11,35.098890711573326,35.17521111776049,34.059240671111645,"{""clean"": 92, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 76, ""gaussian_blur"": 32}",0.44,1.5449773323789073,8.020703611457035,20.513943797414246,0.47,0.35,0.9602007918047876,0.15567348634478012,0.1561991185729849
T013-S0,B,clean,zero_hard,35.47409857468789,35.55422567989893,34.59275763901029,"{""clean"": 102, ""brightness_dark"": 0, ""contrast_low"": 2, ""gaussian_noise"": 71, ""gaussian_blur"": 25}",0.465,0.9580124679134581,7.430555555555555,18.98113207547169,0.445,0.325,1.3354086549193525,0.21650442572073336,0.21723545388988313
T013-S0,B,clean,uniform,34.20201827447402,34.284194427821,33.04768492361947,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 188, ""gaussian_blur"": 12}",0.415,1.9345794392523366,10.112359550561798,22.9505582137161,0.495,0.395,0.063328354705481,0.010267171039247975,0.01030183818853226
T013-S0,B,brightness_dark,P00,35.255357259050946,35.31484806170623,34.583484866115334,"{""clean"": 7, ""brightness_dark"": 135, ""contrast_low"": 28, ""gaussian_noise"": 24, ""gaussian_blur"": 6}",0.875,0.0,0.0,1.4285714285714286,0.085,0.07,17.709330804839887,1.0,0.9868062034054014
T013-S0,B,brightness_dark,P01,32.424807666744606,32.48886229137575,31.338011257580153,"{""clean"": 0, ""brightness_dark"": 200, ""contrast_low"": 0, ""gaussian_noise"": 0, ""gaussian_blur"": 0}",0.715,0.0,1.90625,14.357142857142854,0.24,0.21,14.878781212533545,0.8401662025798985,0.829081220597403
T013-S0,B,brightness_dark,P11,32.424807666744606,32.48886229137575,31.338011257580153,"{""clean"": 0, ""brightness_dark"": 200, ""contrast_low"": 0, ""gaussian_noise"": 0, ""gaussian_blur"": 0}",0.715,0.0,1.90625,14.357142857142854,0.24,0.21,14.878781212533545,0.8401662025798985,0.829081220597403
T013-S0,B,brightness_dark,zero_hard,22.26640346801,22.34191103131857,22.305990949935776,"{""clean"": 26, ""brightness_dark"": 4, ""contrast_low"": 0, ""gaussian_noise"": 118, ""gaussian_blur"": 52}",0.185,9.79608156737305,20.113636363636363,30.998116760828616,0.735,0.64,4.720377013798939,0.2665474526292591,0.2630306797564603
T013-S0,B,brightness_dark,uniform,32.424807666744606,32.48886229137575,31.338011257580153,"{""clean"": 0, ""brightness_dark"": 200, ""contrast_low"": 0, ""gaussian_noise"": 0, ""gaussian_blur"": 0}",0.715,0.0,1.90625,14.357142857142854,0.24,0.21,14.878781212533545,0.8401662025798985,0.829081220597403
T013-S0,B,contrast_low,P00,33.36461829399048,33.44637276414655,32.97278328483835,"{""clean"": 3, ""brightness_dark"": 61, ""contrast_low"": 80, ""gaussian_noise"": 42, ""gaussian_blur"": 14}",0.825,0.0,0.0,2.3451240961500868,0.12,0.065,13.409354306279962,1.0,0.9816407707849834
T013-S0,B,contrast_low,P01,28.215705251727467,28.293104594720393,26.887305336825797,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 196, ""gaussian_noise"": 0, ""gaussian_blur"": 4}",0.485,1.7740429505135387,9.222027972027973,22.53741496598639,0.495,0.385,8.260441264016947,0.6160208072172692,0.6047111400163477
T013-S0,B,contrast_low,P11,28.215705251727467,28.293104594720393,26.887305336825797,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 196, ""gaussian_noise"": 0, ""gaussian_blur"": 4}",0.485,1.7740429505135387,9.222027972027973,22.53741496598639,0.495,0.385,8.260441264016947,0.6160208072172692,0.6047111400163477
T013-S0,B,contrast_low,zero_hard,22.88490564661644,23.013498237914757,22.58858022050239,"{""clean"": 27, ""brightness_dark"": 0, ""contrast_low"": 8, ""gaussian_noise"": 142, ""gaussian_blur"": 23}",0.285,7.417582417582418,18.12962962962963,27.820512820512818,0.665,0.565,2.9296416589059198,0.21847745924156017,0.2144663814890299
T013-S0,B,contrast_low,uniform,28.1116255098242,28.186714542190305,26.830967308656785,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 200, ""gaussian_noise"": 0, ""gaussian_blur"": 0}",0.475,2.299154334038055,9.222027972027973,22.53741496598639,0.505,0.39,8.15636152211368,0.6082590806250705,0.5970919127417597
T013-S0,B,gaussian_noise,P00,37.574152686944096,37.62883170423565,36.30323225066275,"{""clean"": 25, ""brightness_dark"": 73, ""contrast_low"": 5, ""gaussian_noise"": 87, ""gaussian_blur"": 10}",0.805,0.0,0.0,3.014960629921259,0.125,0.06,6.897508835483851,1.0,0.9943109360463769
T013-S0,B,gaussian_noise,P01,32.949044231128326,33.0208125540262,31.690859287500256,"{""clean"": 38, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 162, ""gaussian_blur"": 0}",0.49,0.8,7.115009746588694,18.92557651991614,0.43,0.3,2.2724003796680803,0.32945233327978396,0.3275780578860849
T013-S0,B,gaussian_noise,P11,32.949044231128326,33.0208125540262,31.690859287500256,"{""clean"": 38, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 162, ""gaussian_blur"": 0}",0.49,0.8,7.115009746588694,18.92557651991614,0.43,0.3,2.2724003796680803,0.32945233327978396,0.3275780578860849
T013-S0,B,gaussian_noise,zero_hard,32.583069833833555,32.65509674845402,31.19384923101133,"{""clean"": 97, ""brightness_dark"": 0, ""contrast_low"": 1, ""gaussian_noise"": 84, ""gaussian_blur"": 18}",0.435,1.694915254237288,8.078585147247118,19.456521739130434,0.485,0.34,1.9064259823733065,0.27639340925027944,0.2748209894686947
T013-S0,B,gaussian_noise,uniform,32.40677112345036,32.482212913092624,31.267717362254558,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 200, ""gaussian_blur"": 0}",0.5,0.38461538461538464,7.858201581027668,20.04081632653061,0.435,0.325,1.7301272719901184,0.25083364345828374,0.2494066348189293
T013-S0,B,gaussian_blur,P00,39.85961655603677,39.91621783363256,39.34144302741569,"{""clean"": 8, ""brightness_dark"": 83, ""contrast_low"": 32, ""gaussian_noise"": 45, ""gaussian_blur"": 32}",0.785,0.0,0.0,3.972519700949686,0.155,0.09,8.958037379862395,1.0,0.9918922576706474
T013-S0,B,gaussian_blur,P01,34.037887824152286,34.104661214176474,33.101100177887695,"{""clean"": 11, ""brightness_dark"": 0, ""contrast_low"": 12, ""gaussian_noise"": 12, ""gaussian_blur"": 165}",0.315,4.086317722681359,11.413156256484747,21.135296628254373,0.64,0.46,3.1363086479779074,0.3501111365116993,0.3472725256302256
T013-S0,B,gaussian_blur,P11,32.58409793616873,32.65509674845402,32.42602675176076,"{""clean"": 12, ""brightness_dark"": 0, ""contrast_low"": 14, ""gaussian_noise"": 12, ""gaussian_blur"": 162}",0.295,4.540768992887331,11.5608228980322,22.22222222222222,0.66,0.48,1.682518759994352,0.18782225264840294,0.18629943822021114
T013-S0,B,gaussian_blur,zero_hard,33.89652150886489,33.97832302679699,33.50274390062332,"{""clean"": 42, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 89, ""gaussian_blur"": 69}",0.37,3.8314738696418087,11.291613316261202,20.498175471997456,0.57,0.435,2.994942332690515,0.33433018926926167,0.3316195262417428
T013-S0,B,gaussian_blur,uniform,31.71666431644708,31.790677571647052,31.268373900545146,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 4, ""gaussian_noise"": 2, ""gaussian_blur"": 194}",0.245,5.228981544771019,13.282312925170068,25.043859649122805,0.695,0.525,0.8150851402727047,0.09098925419813612,0.09025153677035767
T013-S1,A,clean,P00,40.29737598363271,40.361726178602304,39.19707815945821,"{""clean"": 25, ""brightness_dark"": 77, ""contrast_low"": 11, ""gaussian_noise"": 71, ""gaussian_blur"": 16}",0.775,0.0,0.0,3.3917565485362093,0.14,0.075,6.158686063864175,1.0,0.9830200360822199
T013-S1,A,clean,P01,36.32053687622877,36.39869672185651,35.16563475682113,"{""clean"": 93, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 83, ""gaussian_blur"": 24}",0.49,0.8831310301898537,6.25,16.277650648360012,0.42,0.29,2.181846956460232,0.35427150106937993,0.3482559837641241
T013-S1,A,clean,P11,35.46339332775654,35.54092692333267,34.333029952258066,"{""clean"": 90, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 74, ""gaussian_blur"": 36}",0.45,1.1771222822323777,7.848011363636363,21.18505839710028,0.455,0.325,1.3247034079880036,0.2150951346198086,0.2114428269950742
T013-S1,A,clean,zero_hard,35.76646892347847,35.84679832435667,34.770338458447455,"{""clean"": 100, ""brightness_dark"": 0, ""contrast_low"": 2, ""gaussian_noise"": 70, ""gaussian_blur"": 28}",0.49,0.968013468013468,7.410881801125704,20.0,0.43,0.31,1.627779003709932,0.26430621512936914,0.2598183051332274
T013-S1,A,clean,uniform,34.32098622560271,34.403883236917345,33.15440209330923,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 186, ""gaussian_blur"": 14}",0.375,2.016210739614995,9.932432432432432,25.0,0.5,0.4,0.18229630583417034,0.029599869833240255,0.029097265111500847
T013-S1,A,brightness_dark,P00,35.47076873669903,35.527628166766405,34.87395511517759,"{""clean"": 4, ""brightness_dark"": 132, ""contrast_low"": 33, ""gaussian_noise"": 25, ""gaussian_blur"": 6}",0.875,0.0,0.0,1.623486238532109,0.09,0.05,17.924742282487973,1.0,1.0008984693637835
T013-S1,A,brightness_dark,P01,32.296535703287994,32.36252410399628,31.268558897347983,"{""clean"": 0, ""brightness_dark"": 200, ""contrast_low"": 0, ""gaussian_noise"": 0, ""gaussian_blur"": 0}",0.7,0.0,1.843436508616994,14.285714285714286,0.24,0.215,14.75050924907693,0.8229133237518184,0.8236526861622586
T013-S1,A,brightness_dark,P11,32.296535703287994,32.36252410399628,31.268558897347983,"{""clean"": 0, ""brightness_dark"": 200, ""contrast_low"": 0, ""gaussian_noise"": 0, ""gaussian_blur"": 0}",0.7,0.0,1.843436508616994,14.285714285714286,0.24,0.215,14.75050924907693,0.8229133237518184,0.8236526861622586
T013-S1,A,brightness_dark,zero_hard,22.20053110446495,22.275417248487265,22.15870023182777,"{""clean"": 25, ""brightness_dark"": 4, ""contrast_low"": 0, ""gaussian_noise"": 119, ""gaussian_blur"": 52}",0.19,9.918032786885245,18.951380897583427,32.233050847457626,0.76,0.68,4.654504650253889,0.25966926480171626,0.2599025696808568
T013-S1,A,brightness_dark,uniform,32.296535703287994,32.36252410399628,31.268558897347983,"{""clean"": 0, ""brightness_dark"": 200, ""contrast_low"": 0, ""gaussian_noise"": 0, ""gaussian_blur"": 0}",0.7,0.0,1.843436508616994,14.285714285714286,0.24,0.215,14.75050924907693,0.8229133237518184,0.8236526861622586
T013-S1,A,contrast_low,P00,33.479448902565494,33.566061573242905,33.34605069902066,"{""clean"": 4, ""brightness_dark"": 57, ""contrast_low"": 87, ""gaussian_noise"": 42, ""gaussian_blur"": 10}",0.815,0.0,0.0,2.7114941133632655,0.12,0.055,13.524184914854976,1.0,0.9786631542404921
T013-S1,A,contrast_low,P01,28.561473420506015,28.63887226544318,27.361031048124428,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 198, ""gaussian_noise"": 0, ""gaussian_blur"": 2}",0.47,1.3636363636363638,8.545296167247386,22.477665276950564,0.475,0.335,8.606209432795497,0.6363569772949813,0.6227791266224516
T013-S1,A,contrast_low,P11,28.561473420506015,28.63887226544318,27.361031048124428,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 198, ""gaussian_noise"": 0, ""gaussian_blur"": 2}",0.47,1.3636363636363638,8.545296167247386,22.477665276950564,0.475,0.335,8.606209432795497,0.6363569772949813,0.6227791266224516
T013-S1,A,contrast_low,zero_hard,23.24968389024381,23.379214043486932,22.990003081633358,"{""clean"": 43, ""brightness_dark"": 0, ""contrast_low"": 10, ""gaussian_noise"": 118, ""gaussian_blur"": 29}",0.29,6.57681316135012,18.28748890860692,30.576923076923077,0.65,0.52,3.29441990253329,0.24359471001573607,0.23839716726029825
T013-S1,A,contrast_low,uniform,28.561473420506015,28.63887226544318,27.361031048124428,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 200, ""gaussian_noise"": 0, ""gaussian_blur"": 0}",0.47,1.3636363636363638,8.545296167247386,22.477665276950564,0.475,0.335,8.606209432795497,0.6363569772949813,0.6227791266224516
T013-S1,A,gaussian_noise,P00,37.55159578271224,37.608883569386265,36.29649956783592,"{""clean"": 29, ""brightness_dark"": 72, ""contrast_low"": 8, ""gaussian_noise"": 84, ""gaussian_blur"": 7}",0.805,0.0,0.0,2.857142857142857,0.155,0.065,6.874951931251997,1.0,0.9809166968316663
T013-S1,A,gaussian_noise,P01,33.02136331858969,33.09395571514064,31.81047596249869,"{""clean"": 38, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 162, ""gaussian_blur"": 0}",0.49,0.8672897196261682,6.760725229826353,18.50202429149797,0.43,0.305,2.344719467129448,0.3410524888866316,0.33454408084489323
T013-S1,A,gaussian_noise,P11,33.02136331858969,33.09395571514064,31.81047596249869,"{""clean"": 38, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 162, ""gaussian_blur"": 0}",0.49,0.8672897196261682,6.760725229826353,18.50202429149797,0.43,0.305,2.344719467129448,0.3410524888866316,0.33454408084489323
T013-S1,A,gaussian_noise,zero_hard,32.754901668948186,32.82798058381541,31.365676759333386,"{""clean"": 99, ""brightness_dark"": 0, ""contrast_low"": 1, ""gaussian_noise"": 83, ""gaussian_blur"": 17}",0.435,1.7467581998474446,7.9523809523809526,18.50202429149797,0.49,0.335,2.078257817487937,0.3022941597657783,0.2965253886689512
T013-S1,A,gaussian_noise,uniform,32.499557590179315,32.575304209056455,31.38728201450004,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 200, ""gaussian_blur"": 0}",0.485,1.0434782608695652,7.843501984126984,20.66196418882257,0.455,0.32,1.8229137387190708,0.2651529431693205,0.26009294916884435
T013-S1,A,gaussian_blur,P00,40.057521704756375,40.11569918212647,39.61922005050828,"{""clean"": 11, ""brightness_dark"": 81, ""contrast_low"": 36, ""gaussian_noise"": 45, ""gaussian_blur"": 27}",0.78,0.0,0.0,2.799404909496647,0.14,0.08,9.155942528581996,1.0,1.020124208704099
T013-S1,A,gaussian_blur,P01,34.142453549873096,34.21105126670656,33.13996155208222,"{""clean"": 11, ""brightness_dark"": 0, ""contrast_low"": 22, ""gaussian_noise"": 7, ""gaussian_blur"": 160}",0.29,4.5663052543786495,10.042372881355933,20.45068027210884,0.625,0.485,3.2408743736987167,0.3539640363164926,0.36108728245707095
T013-S1,A,gaussian_blur,P11,32.2837601743859,32.349225347430014,32.243734746734745,"{""clean"": 12, ""brightness_dark"": 0, ""contrast_low"": 26, ""gaussian_noise"": 7, ""gaussian_blur"": 155}",0.26,5.230769230769231,11.18421052631579,22.2463768115942,0.655,0.515,1.3821809982115199,0.1509599906177635,0.1539979409749242
T013-S1,A,gaussian_blur,zero_hard,33.8093784277806,33.8918811091163,33.21463108701415,"{""clean"": 55, ""brightness_dark"": 0, ""contrast_low"": 1, ""gaussian_noise"": 74, ""gaussian_blur"": 70}",0.35,3.934468524251806,12.394662921348315,20.198711063372716,0.605,0.46,2.907799251606226,0.31758600958109817,0.3239771767194102
T013-S1,A,gaussian_blur,uniform,31.263384887993965,31.331870470111046,31.08327200469012,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 6, ""gaussian_noise"": 2, ""gaussian_blur"": 192}",0.21,6.0606060606060606,13.169398907103826,23.799242424242422,0.71,0.565,0.3618057118195894,0.03951594395553979,0.04031117105884055
T013-S1,B,clean,P00,40.19354567285052,40.255336126072216,39.13343878054783,"{""clean"": 28, ""brightness_dark"": 79, ""contrast_low"": 11, ""gaussian_noise"": 65, ""gaussian_blur"": 17}",0.775,0.0,0.0,3.066255778120183,0.14,0.065,6.054855753081976,1.0,0.9935118304046083
T013-S1,B,clean,P01,36.048744951015905,36.126072212248154,34.94724587461562,"{""clean"": 95, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 82, ""gaussian_blur"": 23}",0.47,0.9827536371519414,6.757750455909171,16.999999999999982,0.435,0.295,1.9100550312473639,0.3154583873075967,0.3134116397904562
T013-S1,B,clean,P11,35.16559561924361,35.24170490059179,34.02837682213658,"{""clean"": 92, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 75, ""gaussian_blur"": 33}",0.435,1.6411084207694375,7.717282717282718,22.24489795918367,0.47,0.33,1.0269056994750725,0.16960035735820267,0.16849996147622365
T013-S1,B,clean,zero_hard,35.51422090810797,35.594121949597714,34.57418397877323,"{""clean"": 102, ""brightness_dark"": 0, ""contrast_low"": 2, ""gaussian_noise"": 72, ""gaussian_blur"": 24}",0.47,1.090176561203934,7.186411149825784,20.198952879581142,0.445,0.295,1.375530988339433,0.2271781598825497,0.22570418945286272
T013-S1,B,clean,uniform,34.20201827447402,34.284194427821,33.04768492361947,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 188, ""gaussian_blur"": 12}",0.4,1.9327731092436973,10.23972602739726,24.425446316318833,0.495,0.38,0.063328354705481,0.010459102130260708,0.010391241701824054
T013-S1,B,brightness_dark,P00,35.29554997487634,35.354744331405016,34.6042684420751,"{""clean"": 4, ""brightness_dark"": 137, ""contrast_low"": 29, ""gaussian_noise"": 24, ""gaussian_blur"": 6}",0.85,0.0,0.0,2.008333333333333,0.1,0.055,17.749523520665278,1.0,0.9901167738814344
T013-S1,B,brightness_dark,P01,32.424807666744606,32.48886229137575,31.338011257580153,"{""clean"": 0, ""brightness_dark"": 200, ""contrast_low"": 0, ""gaussian_noise"": 0, ""gaussian_blur"": 0}",0.71,0.0,1.6398179585349997,14.316996871741397,0.24,0.2,14.878781212533545,0.8382636973443593,0.8299789476765201
T013-S1,B,brightness_dark,P11,32.424807666744606,32.48886229137575,31.338011257580153,"{""clean"": 0, ""brightness_dark"": 200, ""contrast_low"": 0, ""gaussian_noise"": 0, ""gaussian_blur"": 0}",0.71,0.0,1.6398179585349997,14.316996871741397,0.24,0.2,14.878781212533545,0.8382636973443593,0.8299789476765201
T013-S1,B,brightness_dark,zero_hard,22.2534034494681,22.32861227475231,22.295444270320527,"{""clean"": 26, ""brightness_dark"": 4, ""contrast_low"": 0, ""gaussian_noise"": 118, ""gaussian_blur"": 52}",0.205,8.771929824561404,19.730533179900267,31.534945724623878,0.75,0.66,4.707376995257037,0.26521145707243177,0.26259031227295065
T013-S1,B,brightness_dark,uniform,32.424807666744606,32.48886229137575,31.338011257580153,"{""clean"": 0, ""brightness_dark"": 200, ""contrast_low"": 0, ""gaussian_noise"": 0, ""gaussian_blur"": 0}",0.71,0.0,1.6398179585349997,14.316996871741397,0.24,0.2,14.878781212533545,0.8382636973443593,0.8299789476765201
T013-S1,B,contrast_low,P00,33.17112669439153,33.25354079393577,32.717200618135365,"{""clean"": 3, ""brightness_dark"": 58, ""contrast_low"": 83, ""gaussian_noise"": 42, ""gaussian_blur"": 14}",0.8,0.0,0.0,4.022535211267605,0.135,0.085,13.215862706681015,1.0,0.9744978099644495
