salt,bank,target,policy,macro_class,sample_weighted,macro_client,state_choice_frequency,oracle_hit_rate,regret_median,regret_p75,regret_p90,regret_gt2_fraction,regret_gt5_fraction,gain_vs_zero_pp,capture_vs_P00,capture_vs_T014
T013-S1,B,contrast_low,P01,28.189530988273273,28.26650708158787,26.906637181552696,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 194, ""gaussian_noise"": 0, ""gaussian_blur"": 6}",0.455,1.8433571185864763,9.059388335704126,22.2463768115942,0.495,0.36,8.234267000562753,0.6230593630788919,0.6071699847982248
T013-S1,B,contrast_low,P11,28.189530988273273,28.26650708158787,26.906637181552696,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 194, ""gaussian_noise"": 0, ""gaussian_blur"": 6}",0.455,1.8433571185864763,9.059388335704126,22.2463768115942,0.495,0.36,8.234267000562753,0.6230593630788919,0.6071699847982248
T013-S1,B,contrast_low,zero_hard,23.02577831648992,23.153135181860495,22.909008311871943,"{""clean"": 29, ""brightness_dark"": 0, ""contrast_low"": 10, ""gaussian_noise"": 137, ""gaussian_blur"": 24}",0.295,6.770435446906035,16.875,27.820512820512818,0.66,0.545,3.070514328779399,0.23233551958943716,0.22641045501685894
T013-S1,B,contrast_low,uniform,28.1116255098242,28.186714542190305,26.830967308656785,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 200, ""gaussian_noise"": 0, ""gaussian_blur"": 0}",0.44,2.4742373227221712,9.059388335704126,22.2463768115942,0.51,0.365,8.15636152211368,0.6171645168491645,0.6014254700572784
T013-S1,B,gaussian_noise,P00,37.57426480984132,37.62883170423565,36.298789426821074,"{""clean"": 24, ""brightness_dark"": 72, ""contrast_low"": 7, ""gaussian_noise"": 89, ""gaussian_blur"": 8}",0.785,0.0,0.0,3.340909090909091,0.15,0.065,6.897620958381068,1.0,0.9838731804678255
T013-S1,B,gaussian_noise,P01,32.9088422489455,32.980916284327414,31.627577221911803,"{""clean"": 40, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 160, ""gaussian_blur"": 0}",0.48,1.0154639175257731,7.339656729900632,19.237516869095817,0.44,0.315,2.23219839748525,0.323618594143388,0.31839965547838156
T013-S1,B,gaussian_noise,P11,32.9088422489455,32.980916284327414,31.627577221911803,"{""clean"": 40, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 160, ""gaussian_blur"": 0}",0.48,1.0154639175257731,7.339656729900632,19.237516869095817,0.44,0.315,2.23219839748525,0.323618594143388,0.31839965547838156
T013-S1,B,gaussian_noise,zero_hard,32.59599729163483,32.66839550502028,31.202777179391134,"{""clean"": 97, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 85, ""gaussian_blur"": 18}",0.43,1.7467581998474446,7.965909090909091,19.409237379162185,0.49,0.345,1.9193534401745835,0.2782631072011056,0.2737756082888112
T013-S1,B,gaussian_noise,uniform,32.40677112345036,32.482212913092624,31.267717362254558,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 200, ""gaussian_blur"": 0}",0.49,1.0434782608695652,7.722355769230769,21.78743961352657,0.445,0.33,1.7301272719901184,0.25082956608218643,0.2467844829366454
T013-S1,B,gaussian_blur,P00,39.85306844360787,39.90956845534942,39.399851732124674,"{""clean"": 8, ""brightness_dark"": 83, ""contrast_low"": 31, ""gaussian_noise"": 45, ""gaussian_blur"": 33}",0.775,0.0,0.0,4.55067920585162,0.15,0.09,8.951489267433493,1.0,0.9956968656507457
T013-S1,B,gaussian_blur,P01,34.11592404547969,34.18445375357404,33.066100926816226,"{""clean"": 12, ""brightness_dark"": 0, ""contrast_low"": 14, ""gaussian_noise"": 13, ""gaussian_blur"": 161}",0.315,4.7988505747126435,10.980902777777779,20.865384615384613,0.625,0.495,3.2143448693053114,0.35908492690701793,0.35753973622374485
T013-S1,B,gaussian_blur,P11,32.66213415749613,32.73488928785159,32.39102750068929,"{""clean"": 12, ""brightness_dark"": 0, ""contrast_low"": 16, ""gaussian_noise"": 13, ""gaussian_blur"": 159}",0.295,5.08935508935509,11.401446654611211,21.93025141930251,0.645,0.515,1.7605549813217558,0.1966773269479135,0.19583099798660442
T013-S1,B,gaussian_blur,zero_hard,33.93046594756012,34.01156991821265,33.56155099930697,"{""clean"": 45, ""brightness_dark"": 0, ""contrast_low"": 1, ""gaussian_noise"": 90, ""gaussian_blur"": 64}",0.355,3.1140191445534957,11.303630363036303,20.04081632653061,0.565,0.44,3.028886771385748,0.33836679918783713,0.3369107613916047
T013-S1,B,gaussian_blur,uniform,31.71666431644708,31.790677571647052,31.268373900545146,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 4, ""gaussian_noise"": 2, ""gaussian_blur"": 194}",0.24,5.90727816550349,12.63586956521739,23.838768115942024,0.7,0.56,0.8150851402727047,0.09105581383402586,0.09066398843381736
T013-S2,A,clean,P00,40.29823385122877,40.361726178602304,39.21308921979127,"{""clean"": 25, ""brightness_dark"": 79, ""contrast_low"": 11, ""gaussian_noise"": 69, ""gaussian_blur"": 16}",0.79,0.0,0.0,2.7027027027027026,0.14,0.06,6.159543931460231,1.0,0.9822309167872634
T013-S2,A,clean,P01,36.201220335562375,36.27900791276016,35.06920025977208,"{""clean"": 92, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 83, ""gaussian_blur"": 25}",0.44,1.1931818181818183,6.424370651940042,16.94203683640303,0.45,0.285,2.0625304157938347,0.33485115760914375,0.3289011595257057
T013-S2,A,clean,P11,35.357370358992064,35.43453687080258,34.24386818248175,"{""clean"": 89, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 74, ""gaussian_blur"": 37}",0.41,1.6739039081103795,9.191778578447428,20.04081632653061,0.475,0.31,1.218680439223528,0.19785238205689976,0.19433672661629253
T013-S2,A,clean,zero_hard,35.72627268443967,35.80690205465789,34.744747050474665,"{""clean"": 98, ""brightness_dark"": 0, ""contrast_low"": 2, ""gaussian_noise"": 71, ""gaussian_blur"": 29}",0.455,1.0589421783953383,7.1032784362013235,19.560975609756095,0.44,0.29,1.587582764671132,0.25774355736996374,0.2531636906515101
T013-S2,A,clean,uniform,34.32098622560271,34.403883236917345,33.15440209330923,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 186, ""gaussian_blur"": 14}",0.385,2.2800034611058235,9.817073170731707,23.970718722271513,0.515,0.38,0.18229630583417034,0.029595747325233172,0.02906985802826798
T013-S2,A,brightness_dark,P00,35.47784430706145,35.53427754504954,34.88652070479372,"{""clean"": 5, ""brightness_dark"": 130, ""contrast_low"": 34, ""gaussian_noise"": 25, ""gaussian_blur"": 6}",0.855,0.0,0.0,1.6094915254237283,0.09,0.045,17.93181785285039,1.0,1.0001831616726689
T013-S2,A,brightness_dark,P01,32.296535703287994,32.36252410399628,31.268558897347983,"{""clean"": 0, ""brightness_dark"": 200, ""contrast_low"": 0, ""gaussian_noise"": 0, ""gaussian_blur"": 0}",0.69,0.0,3.4769523206082686,15.462287104622863,0.265,0.205,14.75050924907693,0.8225886170671889,0.8227392837742094
T013-S2,A,brightness_dark,P11,32.296535703287994,32.36252410399628,31.268558897347983,"{""clean"": 0, ""brightness_dark"": 200, ""contrast_low"": 0, ""gaussian_noise"": 0, ""gaussian_blur"": 0}",0.69,0.0,3.4769523206082686,15.462287104622863,0.265,0.205,14.75050924907693,0.8225886170671889,0.8227392837742094
T013-S2,A,brightness_dark,zero_hard,22.312081315227672,22.388456679300486,22.231446789112994,"{""clean"": 23, ""brightness_dark"": 4, ""contrast_low"": 0, ""gaussian_noise"": 117, ""gaussian_blur"": 56}",0.19,10.0,19.496692848284415,31.786585365853654,0.755,0.66,4.766054861016611,0.2657876016880805,0.2658362837897804
T013-S2,A,brightness_dark,uniform,32.296535703287994,32.36252410399628,31.268558897347983,"{""clean"": 0, ""brightness_dark"": 200, ""contrast_low"": 0, ""gaussian_noise"": 0, ""gaussian_blur"": 0}",0.69,0.0,3.4769523206082686,15.462287104622863,0.265,0.205,14.75050924907693,0.8225886170671889,0.8227392837742094
T013-S2,A,contrast_low,P00,33.560956770536656,33.64585411264047,33.40463252381491,"{""clean"": 4, ""brightness_dark"": 57, ""contrast_low"": 88, ""gaussian_noise"": 41, ""gaussian_blur"": 10}",0.82,0.0,0.0,2.785714285714285,0.12,0.045,13.605692782826138,1.0,0.9846933307423936
T013-S2,A,contrast_low,P01,28.561473420506015,28.63887226544318,27.361031048124428,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 198, ""gaussian_noise"": 0, ""gaussian_blur"": 2}",0.49,1.1570358480470841,9.470274390243903,21.77451971688574,0.46,0.345,8.606209432795497,0.632544742128731,0.6228625889703286
T013-S2,A,contrast_low,P11,28.561473420506015,28.63887226544318,27.361031048124428,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 198, ""gaussian_noise"": 0, ""gaussian_blur"": 2}",0.49,1.1570358480470841,9.470274390243903,21.77451971688574,0.46,0.345,8.606209432795497,0.632544742128731,0.6228625889703286
T013-S2,A,contrast_low,zero_hard,23.189116042199977,23.31936963893876,23.070316933633745,"{""clean"": 50, ""brightness_dark"": 0, ""contrast_low"": 10, ""gaussian_noise"": 112, ""gaussian_blur"": 28}",0.29,6.552538370720189,17.01829268292683,30.253393665158367,0.655,0.555,3.2338520544894567,0.23768374798021344,0.23404560146197206
T013-S2,A,contrast_low,uniform,28.561473420506015,28.63887226544318,27.361031048124428,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 200, ""gaussian_noise"": 0, ""gaussian_blur"": 0}",0.49,1.1570358480470841,9.470274390243903,21.77451971688574,0.46,0.345,8.606209432795497,0.632544742128731,0.6228625889703286
T013-S2,A,gaussian_noise,P00,37.51092142377216,37.56898729968748,36.27824066711266,"{""clean"": 29, ""brightness_dark"": 75, ""contrast_low"": 8, ""gaussian_noise"": 82, ""gaussian_blur"": 6}",0.81,0.0,0.0,2.2954545454545445,0.115,0.045,6.8342775723119145,1.0,0.9892692589550682
T013-S2,A,gaussian_noise,P01,33.02757394612326,33.100605093423766,31.807916939549468,"{""clean"": 39, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 161, ""gaussian_blur"": 0}",0.52,0.0,7.133541992696923,16.369270221177473,0.42,0.305,2.3509300946630187,0.34399101730773585,0.34029973877922387
T013-S2,A,gaussian_noise,P11,33.02757394612326,33.100605093423766,31.807916939549468,"{""clean"": 39, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 161, ""gaussian_blur"": 0}",0.52,0.0,7.133541992696923,16.369270221177473,0.42,0.305,2.3509300946630187,0.34399101730773585,0.34029973877922387
T013-S2,A,gaussian_noise,zero_hard,32.80100652919445,32.874526231797326,31.43729303161748,"{""clean"": 97, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 85, ""gaussian_blur"": 18}",0.43,1.7170228445099482,7.73552290406223,16.831111351001237,0.47,0.335,2.124362677734203,0.3108393908875973,0.3075038538774182
T013-S2,A,gaussian_noise,uniform,32.499557590179315,32.575304209056455,31.38728201450004,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 200, ""gaussian_blur"": 0}",0.495,0.9302526825891312,7.8725606150206975,18.88634630053394,0.44,0.32,1.8229137387190708,0.2667310069617807,0.26386878559741994
T013-S2,A,gaussian_blur,P00,39.97721179808982,40.035906642728904,39.54040089635615,"{""clean"": 12, ""brightness_dark"": 79, ""contrast_low"": 35, ""gaussian_noise"": 45, ""gaussian_blur"": 29}",0.81,0.0,0.0,4.1994382022471894,0.165,0.08,9.07563262191544,1.0,0.9933681565962087
T013-S2,A,gaussian_blur,P01,34.03587063389056,34.104661214176474,33.002268040629765,"{""clean"": 13, ""brightness_dark"": 0, ""contrast_low"": 21, ""gaussian_noise"": 6, ""gaussian_blur"": 160}",0.285,4.646519158121965,11.11111111111111,20.017543859649123,0.655,0.465,3.134291457716182,0.34535239451491595,0.34306207151536866
T013-S2,A,gaussian_blur,P11,32.17717725840336,32.242835294899926,32.10604123528229,"{""clean"": 14, ""brightness_dark"": 0, ""contrast_low"": 25, ""gaussian_noise"": 6, ""gaussian_blur"": 155}",0.26,4.979338842975206,12.5,22.22222222222222,0.68,0.495,1.2755980822289854,0.14055197421155272,0.139619855528488
T013-S2,A,gaussian_blur,zero_hard,33.8494682336512,33.93177737881508,33.26555898105903,"{""clean"": 59, ""brightness_dark"": 0, ""contrast_low"": 2, ""gaussian_noise"": 72, ""gaussian_blur"": 67}",0.345,4.103535353535354,12.308673469387754,20.0,0.59,0.44,2.9478890574768273,0.3248136168886336,0.3226595038460091
T013-S2,A,gaussian_blur,uniform,31.263384887993965,31.331870470111046,31.08327200469012,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 6, ""gaussian_noise"": 2, ""gaussian_blur"": 192}",0.22,5.555555555555555,13.350515463917526,22.8953722334004,0.725,0.55,0.3618057118195894,0.03986561894825016,0.03960123640619014
T013-S2,B,clean,P00,40.24125654614955,40.301881774054124,39.16927965150175,"{""clean"": 27, ""brightness_dark"": 82, ""contrast_low"": 11, ""gaussian_noise"": 63, ""gaussian_blur"": 17}",0.77,0.0,0.0,2.373918136266024,0.135,0.055,6.102566626381009,1.0,0.9928766690504502
T013-S2,B,clean,P01,36.00231582822951,36.07952656426624,34.905422318512684,"{""clean"": 94, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 84, ""gaussian_blur"": 22}",0.44,1.380952380952381,6.488804723181463,18.194622279129323,0.445,0.31,1.8636259084609723,0.3053839511402687,0.30320860018961543
T013-S2,B,clean,P11,35.08591268598671,35.161912361194226,33.96837144785183,"{""clean"": 92, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 76, ""gaussian_blur"": 32}",0.415,1.5151515151515151,8.43711083437111,20.48413525994339,0.47,0.335,0.9472227662181708,0.1552171117843084,0.15411144892803552
T013-S2,B,clean,zero_hard,35.52762125044893,35.60742070616397,34.62437237040072,"{""clean"": 100, ""brightness_dark"": 0, ""contrast_low"": 2, ""gaussian_noise"": 73, ""gaussian_blur"": 25}",0.435,1.4285714285714286,7.280405405405405,19.307692307692303,0.445,0.315,1.3889313306803925,0.22759789703501646,0.2259766418910145
T013-S2,B,clean,uniform,34.20201827447402,34.284194427821,33.04768492361947,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 188, ""gaussian_blur"": 12}",0.385,2.109002109002109,10.24390243902439,23.7963465364442,0.505,0.39,0.063328354705481,0.01037733114321383,0.010303409979107649
T013-S2,B,brightness_dark,P00,35.34232442201864,35.401289979386924,34.68346954400348,"{""clean"": 5, ""brightness_dark"": 136, ""contrast_low"": 29, ""gaussian_noise"": 24, ""gaussian_blur"": 6}",0.855,0.0,0.0,1.6094915254237283,0.095,0.05,17.796297967807583,1.0,0.9949771434536008
T013-S2,B,brightness_dark,P01,32.424807666744606,32.48886229137575,31.338011257580153,"{""clean"": 0, ""brightness_dark"": 200, ""contrast_low"": 0, ""gaussian_noise"": 0, ""gaussian_blur"": 0}",0.705,0.0,2.188073394495413,15.35117599351176,0.25,0.2,14.878781212533545,0.836060468275388,0.8318610564791253
T013-S2,B,brightness_dark,P11,32.424807666744606,32.48886229137575,31.338011257580153,"{""clean"": 0, ""brightness_dark"": 200, ""contrast_low"": 0, ""gaussian_noise"": 0, ""gaussian_blur"": 0}",0.705,0.0,2.188073394495413,15.35117599351176,0.25,0.2,14.878781212533545,0.836060468275388,0.8318610564791253
T013-S2,B,brightness_dark,zero_hard,22.029677241556698,22.102533413125872,22.17577502998678,"{""clean"": 28, ""brightness_dark"": 4, ""contrast_low"": 0, ""gaussian_noise"": 118, ""gaussian_blur"": 50}",0.18,10.15254586683158,19.40684459200613,31.25,0.755,0.665,4.483650787345636,0.25194289258677766,0.2506774195794294
T013-S2,B,brightness_dark,uniform,32.424807666744606,32.48886229137575,31.338011257580153,"{""clean"": 0, ""brightness_dark"": 200, ""contrast_low"": 0, ""gaussian_noise"": 0, ""gaussian_blur"": 0}",0.705,0.0,2.188073394495413,15.35117599351176,0.25,0.2,14.878781212533545,0.836060468275388,0.8318610564791253
T013-S2,B,contrast_low,P00,33.28492088027388,33.366580224748986,32.84386126769189,"{""clean"": 3, ""brightness_dark"": 61, ""contrast_low"": 79, ""gaussian_noise"": 43, ""gaussian_blur"": 14}",0.8,0.0,0.0,2.7803738317757007,0.135,0.07,13.32965689256336,1.0,0.9738856399728683
T013-S2,B,contrast_low,P01,28.215705251727467,28.293104594720393,26.887305336825797,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 196, ""gaussian_noise"": 0, ""gaussian_blur"": 4}",0.47,1.1570358480470841,9.169793621013133,22.235294117647058,0.46,0.36,8.260441264016947,0.6197039676711755,0.6035207951491685
T013-S2,B,contrast_low,P11,28.215705251727467,28.293104594720393,26.887305336825797,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 196, ""gaussian_noise"": 0, ""gaussian_blur"": 4}",0.47,1.1570358480470841,9.169793621013133,22.235294117647058,0.46,0.36,8.260441264016947,0.6197039676711755,0.6035207951491685
T013-S2,B,contrast_low,zero_hard,22.858370842591878,22.986900724782235,22.57713034807642,"{""clean"": 37, ""brightness_dark"": 0, ""contrast_low"": 7, ""gaussian_noise"": 133, ""gaussian_blur"": 23}",0.285,7.1067821067821075,17.276589912280702,31.282894736842103,0.665,0.56,2.9031068548813574,0.21779306686438463,0.2121055403048749
T013-S2,B,contrast_low,uniform,28.1116255098242,28.186714542190305,26.830967308656785,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 200, ""gaussian_noise"": 0, ""gaussian_blur"": 0}",0.46,1.2195121951219512,9.169793621013133,22.235294117647058,0.47,0.365,8.15636152211368,0.6118958340678768,0.5959165659579262
T013-S2,B,gaussian_noise,P00,37.58709866661272,37.642130460801916,36.37298663593513,"{""clean"": 27, ""brightness_dark"": 72, ""contrast_low"": 6, ""gaussian_noise"": 87, ""gaussian_blur"": 8}",0.83,0.0,0.0,2.0,0.095,0.05,6.910454815152474,1.0,0.9943787052965415
T013-S2,B,gaussian_noise,P01,32.92890289681292,33.00086441917681,31.65128318298712,"{""clean"": 41, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 159, ""gaussian_blur"": 0}",0.52,0.0,8.333333333333334,17.010767559024004,0.425,0.32,2.2522590453526754,0.3259205226860283,0.3240884273781049
T013-S2,B,gaussian_noise,P11,32.92890289681292,33.00086441917681,31.65128318298712,"{""clean"": 41, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 159, ""gaussian_blur"": 0}",0.52,0.0,8.333333333333334,17.010767559024004,0.425,0.32,2.2522590453526754,0.3259205226860283,0.3240884273781049
T013-S2,B,gaussian_noise,zero_hard,32.5962140607215,32.66839550502028,31.211123436447277,"{""clean"": 98, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 84, ""gaussian_blur"": 18}",0.435,1.9345794392523366,8.333333333333334,17.436530672725468,0.49,0.35,1.9195702092612572,0.2777776948996523,0.276216224614574
T013-S2,B,gaussian_noise,uniform,32.40677112345036,32.482212913092624,31.267717362254558,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 200, ""gaussian_blur"": 0}",0.515,0.0,8.463014835563856,20.04081632653061,0.43,0.335,1.7301272719901184,0.25036373412014623,0.24895636578759858
T013-S2,B,gaussian_blur,P00,39.89328394729362,39.94946472504821,39.50441959079654,"{""clean"": 8, ""brightness_dark"": 81, ""contrast_low"": 32, ""gaussian_noise"": 47, ""gaussian_blur"": 32}",0.78,0.0,0.0,4.175531914893617,0.16,0.075,8.99170477111924,1.0,0.9820446992502753
T013-S2,B,gaussian_blur,P01,34.143536656075895,34.21105126670656,33.05006455770511,"{""clean"": 9, ""brightness_dark"": 0, ""contrast_low"": 12, ""gaussian_noise"": 14, ""gaussian_blur"": 165}",0.305,4.1494490358126725,11.139455782312925,20.198711063372716,0.605,0.455,3.241957479901521,0.3605498136809911,0.35407603334109167
T013-S2,B,gaussian_blur,P11,32.68974676809234,32.76148680098411,32.374991131578184,"{""clean"": 9, ""brightness_dark"": 0, ""contrast_low"": 14, ""gaussian_noise"": 14, ""gaussian_blur"": 163}",0.285,4.365079365079366,12.5,21.273317112733164,0.625,0.475,1.7881675919179654,0.19886858359289566,0.19529783836481346
T013-S2,B,gaussian_blur,zero_hard,33.910850928058245,33.99162178336326,33.498453703361086,"{""clean"": 52, ""brightness_dark"": 0, ""contrast_low"": 1, ""gaussian_noise"": 85, ""gaussian_blur"": 62}",0.34,3.54676710608914,12.359550561797754,19.51219512195122,0.59,0.43,3.009271751883866,0.3346719925179758,0.3286628562398059
T013-S2,B,gaussian_blur,uniform,31.71666431644708,31.790677571647052,31.268373900545146,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 4, ""gaussian_noise"": 2, ""gaussian_blur"": 194}",0.22,5.559845559845559,13.706311945748565,23.07142857142856,0.685,0.53,0.8150851402727047,0.09064856565250053,0.08902094339367872
T013-S3,A,clean,P00,40.38604609693085,40.448168096283,39.30609813050722,"{""clean"": 25, ""brightness_dark"": 77, ""contrast_low"": 11, ""gaussian_noise"": 70, ""gaussian_blur"": 17}",0.78,0.0,0.0,4.204545454545452,0.145,0.09,6.247356177162305,1.0,0.9930661174591618
T013-S3,A,clean,P01,36.27397725248672,36.352151073874595,35.151986422897714,"{""clean"": 89, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 85, ""gaussian_blur"": 26}",0.46,1.0309278350515463,6.933980334567743,16.690140845070424,0.445,0.305,2.1352873327181876,0.3417905546227532,0.33942061906343113
T013-S3,A,clean,P11,35.43671441972026,35.51432941020015,34.33029070924375,"{""clean"": 86, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 76, ""gaussian_blur"": 38}",0.425,1.694915254237288,8.24771689497717,18.98113207547169,0.48,0.345,1.2980244999517245,0.2077718098892382,0.20633114456416887
T013-S3,A,clean,zero_hard,36.01260831927981,36.0928253208325,34.922287407725214,"{""clean"": 99, ""brightness_dark"": 1, ""contrast_low"": 2, ""gaussian_noise"": 70, ""gaussian_blur"": 28}",0.445,1.0929288103201147,7.339656729900632,17.561594202898547,0.45,0.32,1.873918399511275,0.2999538278866713,0.29787398327643033
T013-S3,A,clean,uniform,34.32098622560271,34.403883236917345,33.15440209330923,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 186, ""gaussian_blur"": 14}",0.365,3.0899546647578147,10.700312989045383,21.88048245614035,0.545,0.405,0.18229630583417034,0.0291797523087556,0.02897742333367594
T013-S3,A,brightness_dark,P00,35.48452351780137,35.54092692333267,34.90138317554666,"{""clean"": 7, ""brightness_dark"": 129, ""contrast_low"": 34, ""gaussian_noise"": 24, ""gaussian_blur"": 6}",0.865,0.0,0.0,1.623486238532109,0.09,0.04,17.93849706359031,1.0,1.0031664587779958
T013-S3,A,brightness_dark,P01,32.296535703287994,32.36252410399628,31.268558897347983,"{""clean"": 0, ""brightness_dark"": 200, ""contrast_low"": 0, ""gaussian_noise"": 0, ""gaussian_blur"": 0}",0.715,0.0,2.7753496503496504,15.454342320869944,0.255,0.215,14.75050924907693,0.8222823348459875,0.8248860579631514
T013-S3,A,brightness_dark,P11,32.296535703287994,32.36252410399628,31.268558897347983,"{""clean"": 0, ""brightness_dark"": 200, ""contrast_low"": 0, ""gaussian_noise"": 0, ""gaussian_blur"": 0}",0.715,0.0,2.7753496503496504,15.454342320869944,0.255,0.215,14.75050924907693,0.8222823348459875,0.8248860579631514
T013-S3,A,brightness_dark,zero_hard,22.17416891371125,22.248819735354743,22.15722573642649,"{""clean"": 26, ""brightness_dark"": 4, ""contrast_low"": 0, ""gaussian_noise"": 117, ""gaussian_blur"": 53}",0.18,9.938271604938272,19.37573458702853,32.172949002217266,0.765,0.66,4.628142459500187,0.25800056956242484,0.2588175177306437
T013-S3,A,brightness_dark,uniform,32.296535703287994,32.36252410399628,31.268558897347983,"{""clean"": 0, ""brightness_dark"": 200, ""contrast_low"": 0, ""gaussian_noise"": 0, ""gaussian_blur"": 0}",0.715,0.0,2.7753496503496504,15.454342320869944,0.255,0.215,14.75050924907693,0.8222823348459875,0.8248860579631514
T013-S3,A,contrast_low,P00,33.53922442849891,33.62590597779108,33.394547659519624,"{""clean"": 4, ""brightness_dark"": 57, ""contrast_low"": 87, ""gaussian_noise"": 42, ""gaussian_blur"": 10}",0.845,0.0,0.0,2.5202702702702693,0.11,0.045,13.58396044078839,1.0,0.9860481633734949
T013-S3,A,contrast_low,P01,28.6003456271411,28.678768535141963,27.382157808687808,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 197, ""gaussian_noise"": 0, ""gaussian_blur"": 3}",0.485,1.1173533083645444,8.897821872505416,22.235294117647058,0.45,0.345,8.64508163943058,0.6364183462631487,0.6275391414699747
T013-S3,A,contrast_low,P11,28.6003456271411,28.678768535141963,27.382157808687808,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 197, ""gaussian_noise"": 0, ""gaussian_blur"": 3}",0.485,1.1173533083645444,8.897821872505416,22.235294117647058,0.45,0.345,8.64508163943058,0.6364183462631487,0.6275391414699747
T013-S3,A,contrast_low,zero_hard,23.20335649068271,23.33266839550502,23.03609702202649,"{""clean"": 43, ""brightness_dark"": 0, ""contrast_low"": 12, ""gaussian_noise"": 118, ""gaussian_blur"": 27}",0.31,5.9411764705882355,18.028600612870278,30.76923076923077,0.645,0.535,3.2480925029721903,0.23911233525233064,0.23577627901550802
T013-S3,A,contrast_low,uniform,28.561473420506015,28.63887226544318,27.361031048124428,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 200, ""gaussian_noise"": 0, ""gaussian_blur"": 0}",0.48,1.1570358480470841,8.897821872505416,22.235294117647058,0.455,0.345,8.606209432795497,0.6335567208333247,0.6247174409706339
T013-S3,A,gaussian_noise,P00,37.532109414857075,37.58893543453687,36.34159222365323,"{""clean"": 26, ""brightness_dark"": 72, ""contrast_low"": 8, ""gaussian_noise"": 86, ""gaussian_blur"": 8}",0.825,0.0,0.0,2.6008202323991796,0.13,0.065,6.855465563396829,1.0,0.9865879774822466
T013-S3,A,gaussian_noise,P01,33.04118763564185,33.113903849990024,31.84495872111938,"{""clean"": 37, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 163, ""gaussian_blur"": 0}",0.515,0.0,8.040816326530612,15.966405890473993,0.405,0.305,2.3645437841816044,0.3449136695845339,0.3402876796813852
T013-S3,A,gaussian_noise,P11,33.04118763564185,33.113903849990024,31.84495872111938,"{""clean"": 37, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 163, ""gaussian_blur"": 0}",0.515,0.0,8.040816326530612,15.966405890473993,0.405,0.305,2.3645437841816044,0.3449136695845339,0.3402876796813852
T013-S3,A,gaussian_noise,zero_hard,32.76808000195203,32.841279340381675,31.411663214558608,"{""clean"": 96, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 85, ""gaussian_blur"": 19}",0.46,1.1854657687991021,7.478632478632479,17.1840354767184,0.475,0.345,2.091436150491783,0.3050757284317088,0.3009840458923628
