salt,bank,target,policy,macro_class,sample_weighted,macro_client,state_choice_frequency,oracle_hit_rate,regret_median,regret_p75,regret_p90,regret_gt2_fraction,regret_gt5_fraction
T013-S2,B,brightness_dark,mismatched_pi_class_context_7,28.726699634077153,28.76521045282266,27.49294099914723,"{""clean"": 1, ""brightness_dark"": 138, ""contrast_low"": 28, ""gaussian_noise"": 25, ""gaussian_blur"": 8}",0.555,0.0,13.784722222222221,27.027027027027028,0.405,0.37
T013-S2,B,brightness_dark,mismatched_pi_hybrid_7,28.189784211194727,28.23990956845535,27.736027192645423,"{""clean"": 19, ""brightness_dark"": 108, ""contrast_low"": 36, ""gaussian_noise"": 25, ""gaussian_blur"": 12}",0.52,0.0,11.333333333333332,21.749999999999996,0.43,0.38
T013-S2,B,brightness_dark,mismatched_pi_persistent_13,24.061413386580682,24.137243167763813,22.82885061320323,"{""clean"": 27, ""brightness_dark"": 77, ""contrast_low"": 12, ""gaussian_noise"": 70, ""gaussian_blur"": 14}",0.4,4.5158002038735985,18.27922077922078,40.059405940594054,0.545,0.485
T013-S2,B,brightness_dark,mismatched_pi_class_context_13,28.183495303607984,28.23326019017222,27.248318480157323,"{""clean"": 1, ""brightness_dark"": 139, ""contrast_low"": 27, ""gaussian_noise"": 25, ""gaussian_blur"": 8}",0.54,0.0,11.240310077519378,25.246478873239422,0.41,0.35
T013-S2,B,brightness_dark,mismatched_pi_hybrid_13,28.460477498390606,28.50588469978057,28.306996718789584,"{""clean"": 24, ""brightness_dark"": 106, ""contrast_low"": 32, ""gaussian_noise"": 22, ""gaussian_blur"": 16}",0.575,0.0,10.13986013986014,21.626126126126124,0.38,0.32
T013-S2,B,brightness_dark,mismatched_pi_persistent_23,21.62282966223283,21.69692133785491,22.147201710506778,"{""clean"": 28, ""brightness_dark"": 77, ""contrast_low"": 12, ""gaussian_noise"": 69, ""gaussian_blur"": 14}",0.36,5.791592128801431,20.265151515151516,33.796052631578945,0.575,0.505
T013-S2,B,brightness_dark,mismatched_pi_class_context_23,25.329168572542464,25.387326284992355,25.656243204883708,"{""clean"": 1, ""brightness_dark"": 138, ""contrast_low"": 28, ""gaussian_noise"": 25, ""gaussian_blur"": 8}",0.565,0.0,14.209213615023476,33.00914634146341,0.395,0.35
T013-S2,B,brightness_dark,mismatched_pi_hybrid_23,28.82957813850519,28.891548640202142,27.348521699431494,"{""clean"": 28, ""brightness_dark"": 102, ""contrast_low"": 28, ""gaussian_noise"": 21, ""gaussian_blur"": 21}",0.55,0.0,12.691326530612244,23.576470588235292,0.42,0.365
T013-S2,B,brightness_dark,mismatched_pi_persistent_37,23.50356528428699,23.56539663541459,24.37449401266244,"{""clean"": 28, ""brightness_dark"": 77, ""contrast_low"": 12, ""gaussian_noise"": 69, ""gaussian_blur"": 14}",0.41,3.205237932214995,15.708959640194106,29.432692307692296,0.53,0.47
T013-S2,B,brightness_dark,mismatched_pi_class_context_37,27.7306177239645,27.787751845202475,26.738587258817358,"{""clean"": 1, ""brightness_dark"": 139, ""contrast_low"": 27, ""gaussian_noise"": 25, ""gaussian_blur"": 8}",0.525,0.0,12.5,27.047440699126085,0.42,0.36
T013-S2,B,brightness_dark,mismatched_pi_hybrid_37,31.431666265812666,31.484806170623045,30.256419684669073,"{""clean"": 9, ""brightness_dark"": 111, ""contrast_low"": 30, ""gaussian_noise"": 19, ""gaussian_blur"": 31}",0.62,0.0,5.5227471566054245,17.104984093319192,0.325,0.27
T013-S2,B,brightness_dark,mismatched_pi_persistent_41,24.45079602708386,24.529556486468515,23.754375810257844,"{""clean"": 28, ""brightness_dark"": 77, ""contrast_low"": 12, ""gaussian_noise"": 68, ""gaussian_blur"": 15}",0.395,5.1226551226551225,15.473646723646723,31.417682926829258,0.56,0.505
