salt,bank,target1,target2,orientation,same_valid,same_mean,same_median,control_mean,control_min,control_max
T013-S3,B,brightness_dark,contrast_low,1,99,-0.1153264598189191,-0.09999999999999999,-0.0217397631232694,-0.07261628214117986,0.05646034766474133
T013-S3,B,brightness_dark,gaussian_noise,0,99,-0.15331129261836438,-0.19999999999999998,0.031162872624759346,-0.023764416154359896,0.0848010442657733
T013-S3,B,brightness_dark,gaussian_noise,1,99,-0.16859747987353682,-0.19999999999999998,-0.01778051914202588,-0.07882210498319384,0.046894009937334
T013-S3,B,brightness_dark,gaussian_blur,0,99,-0.16613462256078526,-0.19999999999999998,0.010050122671044028,-0.06064115178303187,0.07323816582627983
T013-S3,B,brightness_dark,gaussian_blur,1,99,-0.05432964606687557,-0.09999999999999999,-0.034577395272965016,-0.1457251211178756,0.01293717408164159
T013-S3,B,contrast_low,gaussian_noise,0,99,-0.06776746750296095,-0.09999999999999999,0.006746834228210633,-0.07968920727861498,0.09065438183039093
T013-S3,B,contrast_low,gaussian_noise,1,99,-0.08782249687878703,0.0,0.03040940967858642,-0.06340565846811365,0.09423413744191983
T013-S3,B,contrast_low,gaussian_blur,0,99,-0.0858601096738355,-0.09999999999999999,0.002770482294902784,-0.09234209158962843,0.06249505882785275
T013-S3,B,contrast_low,gaussian_blur,1,100,-0.06742544656102555,-0.09999999999999999,0.004093395310601988,-0.08542592406666373,0.12014057871864006
T013-S3,B,gaussian_noise,gaussian_blur,0,99,-0.16511596349262905,-0.3,0.0021551886845784744,-0.0868724963493238,0.10327997117235059
T013-S3,B,gaussian_noise,gaussian_blur,1,100,-0.11156014210083207,-0.19999999999999998,0.023609527649426955,-0.0028491204147749584,0.09995227953456702
