policy,bank,context,salt,macro_class,macro_class_exact,capture,capture_exact,delta_vs_BBSE_pp,clean_delta_vs_zero,true_template_regret,true_template_regret_exact,regret_p90,optimal_set_agreement,canonical_agreement
P,B,brightness_dark,T013-S2,33.80015745309184,11352108154895583564929/335859623454421469325,0.9133433834544415,10918212633725877898433/11954115868701082530484,0.6128638577807177,16.254130998880782,0.018140619540135853,496873857947241279608495864997771745745622126771693703607912311589237291987981518674783234733747880354390617590193418476102293446287721341277/27390126166745031524512976092302990814387116757627435313696252787756306435832102317499513727452771493254044060864766134310615038001450176000000,0.04913094308573106,0.695,0.68
P,B,brightness_dark,T013-S3,33.81324364724439,22713006558272217998917/671719246908842938650,0.9175279089207541,2731750720551732191873/2977294416869525981346,0.652633203125086,16.26721719303333,0.018073268864106817,12518362993504975710132478669257507418607605262663584394639224371999734848184600070080268639355123186815421283239/692645203677914397118485975790322551995210144228933311068364200398798391670676911199652068738384379292870209125000,0.0523610031462748,0.7,0.68
P,B,contrast_low,T013-S0,30.242584905525078,3385754392886007842992/111953207818140489775,0.7671749647928036,1727547864905995713046/2251830344037056589399,0.7409559964219553,10.28732091781456,0.030747832962941944,1326841448399619243498597875260613816685840460331102379984440285441174574149784771244137318093584277081321181498896792580352562733413629/43152356460332073341439415294088806333761452377521669675885579276393790707950953922867405116493888663295439524907413685712519985024000000,0.1001416458095041,0.63,0.62
P,B,contrast_low,T013-S1,30.528056895513163,20506283387444412304261/671719246908842938650,0.800007774177147,7101948489752348098493/8877349344582434514917,0.9988756230948618,10.572792907802645,0.029405457234345414,16411181342168112167525391908009285323361721626617434047586128302420129178354230633326723255626367695524073226096234166349772112046460879421/558099852397463857109850079167585096634553686972357760026163615531898209738528549404677894260657696220452658908855658700172792408626608000000,0.09655729472056884,0.635,0.625
P,B,contrast_low,T013-S2,30.0496883216394,403699080185141426237/13434384938176858773,0.7572906351070882,3390309555782503553041/4476893544712964012842,0.36813278736146793,10.094424333928883,0.03163709316235362,1335819822485299196692564642708516274233007356327248338765171192008963643769115535520546523115418637022563502359638783818815442131689955716168777517/42223216135256397523331274149647673220476709693266791328260836153569301081164841919503928525818924526021795722630013534309364383625040529740576000000,0.09653577408450131,0.62,0.605
P,B,contrast_low,T013-S3,30.18946870387832,20278847182347227373611/671719246908842938650,0.7598029864902919,2291504094885054389281/3015918778458675061002,0.5143820385445714,10.234204716167799,0.030968087569511766,547856939268884975347182881156627697937170504038212921604081529741012525777317818251123834866797143292409722952234018524272039824531418517/17691016212710945889775103564528994328699097767178246303044787903202682286117127215341265090959464410461165641946926724581639201029712000000,0.09991135138837492,0.615,0.605
P,B,gaussian_noise,T013-S0,36.21542507453864,1871276773657901959723/51670711300680226050,0.8030118344444077,3720505951959061456166/4633189440518302623787,0.7718354368307038,5.538781223078398,0.012506677980768816,91222456965086196515737409023286357400622818911734726023830343865800053102432062156503802222721724643622869039987991616246403945201543253/7293899875359110155788057342020992274219839332282833917789045547611163532656237070602056969634841380787565562346696139626999360861312000000,0.04372400823869221,0.71,0.71
P,B,gaussian_noise,T013-S1,36.26924029609495,256449966080513242061/7070728914829925670,0.8108007787582652,3756654672055093975562/4633264755626382303719,0.8123173250536736,5.592596444634701,0.012662662762279757,24887853831762665732157206028949869346195974671221921197683371147130579376478527130003841274647528719841218764960370477/1965451840500719037545282246202673342383109072294404521856309338998191448730547496908784746142611719953128779759952000000,0.04260654298649791,0.7,0.7
P,B,gaussian_noise,T013-S2,36.335529555968385,128459339733521503463/3535364457414962835,0.8188875921885723,543026063396488805391/663126500604543865538,0.8919487953132594,5.658885704508135,0.011799907990129394,116515495304878975237917271938630733412708640536064154643535312846634443260978054836586682219940152817648045463774971816807531/9874271511468057903939786239784467075922404569742008400386255439501826709978311247256115118345774463188684006630834599888000000,0.03836433680320934,0.695,0.68
P,B,gaussian_noise,T013-S3,36.23604182574099,24340446726144072259829/671719246908842938650,0.8043783392302322,311196218379200686633/386877919508631790019,0.8658571921354179,5.559397974280744,0.012649836833747598,9271786274803225732651461362244272714590979092331150590600362921378956810516241007272280645094558395238655420756802799863/732956985663853618541473450305981257086280950648222129576096859642679289060305386984760025998535980997425655892130576000000,0.04260507745643062,0.7,0.7
P,B,gaussian_blur,T013-S0,37.6769726015732,25308347661733856236757/671719246908842938650,0.7563479742370641,4551162169220020955371/6017286122582431926481,0.7404719900916206,6.7753934253988195,0.017516103407535746,5583219950337278503317967889522369015592901500213780797487053337018272965539113658566043344022016286324950117294152651417076861660710073050469632495599748273568191881/318747829950311673371448498952631316625053092000934743670948929830282127363474385287787861290638078141902678487489580607780032742237820856658877237764496633890624000000,0.05840751809423723,0.59,0.585
P,B,gaussian_blur,T013-S1,37.68271918734031,1012488310159905530231/26868769876353717546,0.7575432208623061,4555022261483802974389/6012887629433016010913,0.6664775866529254,6.781140011165933,0.01782892488406006,2486432227280503348930548974868135818373559598604158829019295107591817802445023724810592256411908668042474501606424157694915907912836696914199457743/139460581243656284616886924867396923892800443235349439942100299904196909172891082338321015210403124230741711752628322018164910119894400482762804000000,0.058663663022515904,0.575,0.575
P,B,gaussian_blur,T013-S2,37.63733194323263,25281720268566362539423/671719246908842938650,0.7491074205075158,4524534776052527258037/6039901157282866179256,0.6086705558729821,6.735752767058257,0.01774060960995557,418259339587211539490756182206141129800450778843204435579069956527124232357869428470390052822063922765486174073542956127759237509178498958642098066630828724611266609/23576379210356742883505901446433683343493975234362653057753180253453863548837758876136618641080047509669495807899234777536485992694709847379517327931598645258366000000,0.05846613551042816,0.605,0.605
P,B,gaussian_blur,T013-S3,37.71641381054754,1948833929301790736671/51670711300680226050,0.7562075989868505,138716836012407402889/183437506047621074868,0.6922686464867112,6.814834634373168,0.017569016159216168,16186734352818977271522170099252056023473441184085341666702578453454683104551757085240618689589727715792992310798789076484100258684207398087421/921322753996552695369519146347166044171318484204327121027071418659877848372146343002107288287740119439040937674037354369631829200628652432000000,0.05939761216502052,0.59,0.585
