policy,comparison,bank,context,salt,new_mean,baseline_mean,new_mean_exact,baseline_mean_exact,new_p90,baseline_p90,relative_mean_reduction,clients_better,clients_equal,clients_worse
ROT-CURRENT,current_vs_clean,A,brightness_dark,T013-S3,0.11106942124190357,0.11430505081686458,11894570139052568727953084704162289125897879782634179400456857789562993780374250907498377803474816078638278915043515928677472787135009126239833264068061532701701767/107091312856909530893244619691649956644157500591731140999752451376637492021948638007922552256489494240872616626511627014624829472345911462168629576870273597056000000,8746363566758192804477725148285288903669433200016442452495452018997628433991890209914019594391115884666329612041009411795003695850669279171219122102722671014006637929/76517734817959184814438903887418713627823806467458963313617369673113163371293774233672358343680794523760908877104871654807574991707586318537218668545162039183568000000,0.33427765516547264,0.32481795640784067,0.028306969393198687,32,40,28
ROT-CURRENT,current_vs_clean,A,contrast_low,T013-S0,0.10427482407812243,0.09942988329399942,1867555534377777509310650864750413751418037407828637461896460859825964228477432489945221457813337531569291527286632958041895773686582487531259882031139286756011012229240538859/17909937042699873178587605410553762522837612138984561982158233334489515515165210045633452614119725784944103355700287187941539741964859853927075399869251847908074415081452000000,59342562354251764403829361375084149644006133297890180754896294248291672414157742513276140953367358291433889986780815287952896372977105678012700943465601204934023/596828241050878111634671511567871979144616979931352876106960078982116937602620049594244386370359772593380623398688354612972713983089156649552114709423938016000000,0.31882327497939933,0.31386335220682415,-0.04872720980469459,20,53,27
ROT-CURRENT,current_vs_clean,A,contrast_low,T013-S1,0.10427631354244572,0.09941477931076,4584069780549250191961169778166886661880820710087208534319231717712227758049671685586294323843063462276865032165314989166151749309836031679750987006325137853610550387493/43960796319130540529721793159878216442890214066803241704849254084685646061321281106416142699573853539696991524131234507187655414568774199820785379719202911248148928000000,9286534585996402892059651439437331512139506589266552048549334737778960630929386810645662766592789152024860509615259202152020944312822647405003952848751296883583/93412012282074140598260325226736384427131261687706651106495565334974383301252708855592371917413372967085051349965033108036862491443130717337338327471433792000000,0.32643199440182624,0.3098615952926144,-0.04890152415355761,20,53,27
ROT-CURRENT,current_vs_clean,A,contrast_low,T013-S2,0.10448461250762478,0.09962543414838639,81462145425669931313253209733057708709119100314983150514680848170863184566137760444461495845855908838892904724989943006161672483218203468990380916632922569140115962042922761655545951/779656864973540653657689309107636686266677563751688586898847037252369121086324678078016731394693905963076319853766159744807269773832790801231193732055813658674843543497592220256000000,626054522745845596679754918699479685591790584992005670145125843517714157962617776113438686385531552219413289053645625160526875279201927268945114387407088543587868514105752176613380819/6284083257427748583562038579386588598716657057946049470238576959222710571089942100038851870744161187725809961609589876574181384760421400051323308876448770236344781955842453090912000000,0.31488421450120374,0.30891627104362246,-0.0487744761242488,20,53,27
ROT-CURRENT,current_vs_clean,A,contrast_low,T013-S3,0.10421937454747394,0.09936038278155349,1212413254740429673076631514231882939350429543227243375498472301780064935351565846787569609746976458069590479127828992519088663193211069912410099010266384362159607/11633280855932905333998003170383450037667568302665562150926875418036277706308466003122378891762580757954791311058946491325349376267250135767509971474265542784000000,84709248593842930885287992205995725936675989430771526832259368388559429657657110259614601544530171894372368131626724334418637769496303249453761758039059495321449/852545513840043513664058955037447961989420304760501877925010812134680399832654091896657679860573727140605834583206513892890010352582847231137906840568808258560000,0.32321611369519176,0.31423713346418586,-0.04890270779857075,20,53,27
ROT-CURRENT,current_vs_clean,A,gaussian_noise,T013-S0,0.15202167428133098,0.13635800054857714,11165993620315977277097612255512679053680617349011136102242035034545347364694006974992146236730183776285351220245550792525251972571173331910054085968313721647444011218194436070853/73450010816564308494984061690546307719366386880369587329415827719693950587788732228032847105324580639355295447096195105922652622562740474190403595294903056824013501842584896000000,3226798123496223216851546374561846418531895143092024280706705521711717879499599458324583064270514416986995761233745175491022509094930525503493340078604822412620704704873176742591/23664164262563281885137637637342008662472040082279643150151859295735854529864110572460385662355948240168987753942839441688158178001875703303693016168436440211530761213711808000000,0.3900556992102185,0.38835603229820986,-0.11487168827452648,16,60,24
ROT-CURRENT,current_vs_clean,A,gaussian_noise,T013-S1,0.15190232822999217,0.1362365178163215,131859479478285147194798589303103680756452642644770431402850577091591674414848722777996883646065277288965254368268259566909661105262747127919641602500396845600545633/868054367663406988246404784729532053944402402432508821278375646623832421790605470528384145363680155306417761939001153261230949873799011142123037058271045538164000000,255649215182184187209741295712887445969538380391587996778303907696195751279594062722367202063325289796464424245277159512326664722648129910669912471462230024573868547/1876510199173313561162339429213623107933842864497613892677334283492370668415248183341138792545636984927097831047120201278880722581193524039663246172781179405036800000,0.38899235108572106,0.3850900478883261,-0.11498980350328532,16,60,24
ROT-CURRENT,current_vs_clean,A,gaussian_noise,T013-S2,0.15203814773026825,0.13637043769338458,3534748707247903326725088089104867042697942206573448754393473888916137276530815794488518637611236068867094762124222593394120343389475440215412959992427068076794111033369623806855843057041/23249090836853138791008069064239240508739757735714675127040901229703829484672449104449816068378771782737917767043103243007420230513827631444569331926008432633831793920876957921049312000000,794460972622420812892967583241038332516944253488352538880497632295444471678837300918020833098436264353741903477056420224524801753208486860516057904431477662467884310233969422593533293045568481477/5825756564693937939892920065542321458738271960951755451875923795505883362164443410474144960977321607352052732983223710184362674223030024943881949606958278877176542556965916919637830248830416000000,0.3888818236640116,0.3888818236640116,-0.11489080992840228,16,60,24
ROT-CURRENT,current_vs_clean,A,gaussian_noise,T013-S3,0.15185139151261018,0.13619304889067813,190003059698555370179502140826354093646145050673148423036033891930139226846032817800411044185427915476330019436448003719344889741180453923731440236313994331670702401739573/1251243454576950521613319042297637193562034109934928207603905774241896508888479614577225257062651548490721336465035535131143137202295793714642563280433570302920145024000000,449748511330830923779428117711931128933425914042334789459248015180793494184147939886263534976826987576767562141207777110486524875909880697211637656089942620372030293/3302286827368429815695853022787920226001759778386846773191499883541571021490449482497025265754714904706002323848783551862956764214417080050444320868454006065898000000,0.3843877945227909,0.38347689283938585,-0.11497167255944875,16,60,24
ROT-CURRENT,current_vs_clean,A,gaussian_blur,T013-S0,0.10746896823884282,0.1013610799718398,803884322740363219738969264090727730088096916322727906028462814824466678146957871038737141691569385560346134474320151414887976467300088530595114745042565131674647290296195005682633199/7480152977311389173718446243811019265712184616387726989490466815404027017779730581346506082835542505611257958106344069048855103241874762302413902298440410261865998760596757235776000000,548603522093196307950867260411156154116288064085524364935128122939676103034903164189068221946789429238750460555022135961152074927586674933771294605106230709260639054159623/5412368556507188764949207105272067442825511448242047596982958355474006400392315436428302291250496781152526064297247303979078985945753593409377124794388654164050047270400000,0.3056356140517535,0.3016547724858161,-0.06025871339077991,23,57,20
ROT-CURRENT,current_vs_clean,A,gaussian_blur,T013-S1,0.10758373273124931,0.10149576399266705,47286150075711143763593685519559625215042085849019813785951660426030831990256586810737105903663528279452537892961767704583637278892119899130848289489525598628555959968015958867/439528810492519475185148394400914968403474560971432784650054195307250852617540200558507156356753406569848189597405966500014454717187626755393891447311684516043884757865056000000,10074293610638765023230451927314401544325317771393576514686018543271052853391120573807181531149468069854662826396613443019802794301446526007185071626135845865038163803/99258266693441720498110807860126577157780506879792596986750008733742227759339459271451780182533907189660713562623730711259061820303982839764054248008986714789664000000,0.3014678292060319,0.2982644982023759,-0.0599824908852562,23,57,20
ROT-CURRENT,current_vs_clean,A,gaussian_blur,T013-S2,0.10752913810192972,0.10143189992994672,230477565670443240314249777634491735002073553823304470901616581043724910383713692644537899570682237742191053622368349464646810663608097580056703566819752832047439976952898691405856437483992459739121133/2143396382959634904291289222345717713342194522790702241271688772068070532505592887560648654525465744887961566999525913255791325141544752154097964539272077777360038872959926259662663283706625696608000000,97073014655964155395266853831028299764538027476378634914897085908435217200938480982782682432373251022292252657399941520571250009915881266935319335964829587594891945262192738205337732211660765947746641467/957026484991476984766060637777362959007289854426048550727809036728393492763747224295829624245620455092474839665288320268710826675699731836804741166784982727591257356776607074939379156175008373535472000000,0.2980545988503154,0.2959881252826857,-0.06011164314376463,23,57,20
ROT-CURRENT,current_vs_clean,A,gaussian_blur,T013-S3,0.10737210289960489,0.10127441230844017,15353756692082833399657086882562338817795856258483163323110374481011928927213390191776280861024181388490600628802249646386457795413624147112295897929808823003473348046137/142995771503505985159001133843526319632746230018879657523313799935203343528095412637390898577099484909712250656427466249501741133384976134535800507256671403089046848000000,24606854407700360113469334424458822577325748140011185560033648721741944744294091985837814570979421217750110734955055694289184120468934933195323434479008819942331191777299/242972078008786777363914021493867707610721796824851408139546126370704899304786368001313800099605638630005169266204417232117461429355618769505592366715061018201013696000000,0.3001172443307939,0.3000652695378482,-0.06020958751746362,23,57,20
ROT-CURRENT,current_vs_clean,B,clean,T013-S0,0.1376182473996718,0.1376182473996718,2422942582864521004025697984300751942968769196239081464406237740703923834876729891968404935049573271979845213826823559898382759595615172593991368810254630439991252412221763/17606259552396388629152249577553800021536477246502738100557232063422674655466180331864085825881621762881697360312151695900832144227932764630656425810513437608975439168000000,2422942582864521004025697984300751942968769196239081464406237740703923834876729891968404935049573271979845213826823559898382759595615172593991368810254630439991252412221763/17606259552396388629152249577553800021536477246502738100557232063422674655466180331864085825881621762881697360312151695900832144227932764630656425810513437608975439168000000,0.3812852513284536,0.3812852513284536,0.0,0,100,0
ROT-CURRENT,current_vs_clean,B,clean,T013-S1,0.1376707856417518,0.1376707856417518,3336557188653080882310531822150408409383037832829248838366022369129981019952402077545018584582094814746681985938429712324200588392919688776083540368294963180850448516704451/24235767763652490436317428109619445095256670586912606984008597858505260008413350970975699028656677282852186529381699808441971311964245626713135113375446910055493855184000000,3336557188653080882310531822150408409383037832829248838366022369129981019952402077545018584582094814746681985938429712324200588392919688776083540368294963180850448516704451/24235767763652490436317428109619445095256670586912606984008597858505260008413350970975699028656677282852186529381699808441971311964245626713135113375446910055493855184000000,0.3857328711092114,0.3857328711092114,0.0,0,100,0
ROT-CURRENT,current_vs_clean,B,clean,T013-S2,0.13774474983490617,0.13774474983490617,15006011338705903227945527274156727981711095368369591065911153646687442677898853317732283874293773575556922688470503285565838146105982789671562871273958516004447165246673051328282767910588745097/108940713578494580777643276068317532566253435738063304493199794553051806167884451909548851460840511835855212476737041686453056834367216742507382129417285955442759677061017730049095410275368000000,15006011338705903227945527274156727981711095368369591065911153646687442677898853317732283874293773575556922688470503285565838146105982789671562871273958516004447165246673051328282767910588745097/108940713578494580777643276068317532566253435738063304493199794553051806167884451909548851460840511835855212476737041686453056834367216742507382129417285955442759677061017730049095410275368000000,0.37577811737539757,0.37577811737539757,0.0,0,100,0
ROT-CURRENT,current_vs_clean,B,clean,T013-S3,0.13762850580083025,0.13762850580083025,135972469693843141803903939625762848495338460280809951443219436202918584696730650745098436985658303147389567192009134968480253151746296007364872204376476192943232774805201/987967346609257999134150396221388546387714365030461975743889763845586833202550452240636260699131751194065136795669431833536442429659243967180827785245799581361474808000000,135972469693843141803903939625762848495338460280809951443219436202918584696730650745098436985658303147389567192009134968480253151746296007364872204376476192943232774805201/987967346609257999134150396221388546387714365030461975743889763845586833202550452240636260699131751194065136795669431833536442429659243967180827785245799581361474808000000,0.3841142361722943,0.3841142361722943,0.0,0,100,0
ROT-CURRENT,current_vs_clean,B,brightness_dark,T013-S0,0.10997484599059298,0.11484516567086181,8755137223468758299004442183676676500694224663883939682653657222570677180303686894755408658547498132599221345239563095003765125715288339747090411137690197163200699/79610361302235001112063260903828066251103989180349316820759382904533508557115325485328539471091060051029244192628977151673738241514346436376403269300171579776000000,71802695120060908862669210952527636213392869714520306666273782779303064490805811264743744445609798624435024945349776182237520884705641020647419973336315296539538254436949/625213039666313848005133773812985579534617421019554585057830845777811617505559643205650238839918216086838419477128606784512225746571242235475868693165401147614741568000000,0.3369740510091479,0.3559178856903589,0.04240770303059,30,43,27
ROT-CURRENT,current_vs_clean,B,brightness_dark,T013-S1,0.10999658293027498,0.11486075791530208,697610124194416103523259030028120681496792487944127355603312613088766679933617461007571194836445783150672089894815116281484744835844333775803110422335677583309/6342107232882131239761911182581318335182262015210543720479816757855662665816835804465491476009318844558676716774521553263921675746741270085778797444948256000000,1378596680262880264463114807858398728112225317989699320229935737687246717147700296395193519918729582485769756639209609880638526994191081744801499151364734327/12002329649256298520004412019882552021436582240529346648060889808500530487769521459663309106341544310285524644272970289608639505524582439309769730399456000000,0.33150794021553737,0.36045459707964744,0.042348449316466565,30,43,27
ROT-CURRENT,current_vs_clean,B,brightness_dark,T013-S2,0.10993594808088138,0.11478929338329923,393512536765107013508324294202525281993668607493026054489515266922891619667422331503594179044242682097426861816915211090974659277399093350763322687258118225907265853269916871/3579470988648721999961323212858369585434645848133502044966648226337784417186497070661217976108661634718513632786211020775246428706985787752347962656917808840299525010336000000,370666202671614818959870052799686712761582334505476410516118768608112403190785435033457596333392185104322792897529182408982628819836735911368733118041469448572086436740651733327429769/3229100831154199898867376584635764575061008816521764910628559740766379408712695492903457091467554474038123086147479203503189099743969574389646168997776094023541167965251040313261568000,0.3342278798787159,0.3601712426091105,0.04228047023699136,30,43,27
ROT-CURRENT,current_vs_clean,B,brightness_dark,T013-S3,0.10996980079394042,0.11481977655112148,7550827768444949694048373424363295532404348937345192938888481717984802923258772959263791490729514169552845360393969454411930555037761776540703285140937829083/68662739351447631882055069493631279466848601271171146476658558516828881758531264280650467030595812903431230103240799741972321394203820888968575705425088000000,845597611724869987112160392936877661489561039225091343111519582707066892651099549200965075119236628919600214290750734995849115788524008370529443836515038954637193472202419/7364564164156708681242893963000445221180343989170289112564074170243286078415226241781146637325073590131154316240274029724437266439384206607092416582131938204281277512000000,0.3350285761512448,0.35219125248806193,0.0422398989343242,30,43,27
ROT-CURRENT,current_vs_clean,B,contrast_low,T013-S0,0.10542678605971657,0.09201753924027288,1223001443526453944978326262554430038260649004937597544505502047198051391566655593025976536239890932078182299871829119847195586098157566055422500767645731789998323922412789661208299/11600481141801220256249335075680598631192195433765968610587673629548873073358688529077334859596715827617715072727344415075990589347543305706813861400112852912234695541237437824000000,14065335642415598176089386053192911169054736229822032418295740948404600533678915131470158565472211736897189482684563125065992378951383415311841590129326559297801/152854942204971389093516694946519550710654641364744345736055264378690735191101666719309490100753329124640484239195913905899055576923522396866704216899365248000000,0.2968410155975042,0.29459904890439187,-0.14572490125420498,16,56,28
ROT-CURRENT,current_vs_clean,B,contrast_low,T013-S1,0.10542247137082883,0.0919970945701328,1770362112311887949382516309665387144427770682302343870997071988696710072316412550924967460262974453083146231201794787791829139893680250333265828042132553567654402190320521/16793024193907866482353724987073478681184061773518838331252415060349916795424729382650966511237212052164250762218131581745684368365271744331540015052735512096792890496000000,14404714598352626074782960809052222350390206312229727073278987871816212586154962794517730149260566595871819429901507035043867112190572277462581726349201622081436167/156577929614629040065322195202188409713031726763154450274934910842852744153694335686434632328846352481756673013094940140753417605465653415411798812013947704704000000,0.3041234315956867,0.29991642788818706,-0.14593261736609908,16,56,28
ROT-CURRENT,current_vs_clean,B,contrast_low,T013-S2,0.1055842468187091,0.0921511561683734,12373556716754333290194743919606005904745922296290092739145020296775707995312351434157076352779005546568099575632815639613807086773563517639681739181988939462140748501514490816531963479939/117191314893783858608202400817001621004105077956105563860787356555255755907254983216456004119360393576778349944067386743865623449882490151240182453536534229174537877804083983255787718400000,39565071764073105556670082187058662593006046094513337002306246150506398919434803434152038268039544284838357179454270889713810142611941138282559421170027408576129253023398412575886991059901/429349705518420585656012275328004215225972238954432645609463107612958426243331237716263581401897231796695141574310776260769276271489820559852035640841564401137870481126098774331504544000000,0.3038386501490302,0.2810571922250623,-0.14577235065604063,16,56,28
ROT-CURRENT,current_vs_clean,B,contrast_low,T013-S3,0.1053227440639333,0.09190339342883713,14942061734308247379172097078580710346850146012318228739461794521929098123913731043857402435087717697099167455598952254185222663914868308511245961280239086965449/141869278730889089439000038663212805337409369544701977450327749000442411052542268330760718192226594609204772086084713308845724100820123606920853310661774912000000,901480047028874181485301952300295583690122875611113380784911729433672726926852035621792983736981764190310849325516873380981534751710478006235437877456514243/9808996310097194738440640638856385727854485734900649793671279811827822203428843665985486450315938982524532893301227540145781444209670443347618562369408000000,0.29440084478172796,0.2915717392671962,-0.146015833958156,16,56,28
ROT-CURRENT,current_vs_clean,B,gaussian_noise,T013-S0,0.1595397832192302,0.16187548795661025,23436397606249565452451929667790110838981101346569519012076738680580482243876163409308381137741506054907652379169924850699313480980577321380380037931939141355639837457947406010649/146900021633128616989968123381092615438732773760739174658831655439387901175577464456065694210649161278710590894192390211845305245125480948380807190589806113648027003685169792000000,51384314110895874596386326456486665029200668518538373252461595812363727916749405315142252482334873782780487230291444914635582379790377111585079397174724745283282915139518608410834507/317431099418023863207236271267305704198399945663699133216137040593000752663597179218983613274842689693626801731389248270804953799717160684115738118883406408997473630920730192512000000,0.409252144140705,0.4579114855634552,0.014429020519809231,17,62,21
ROT-CURRENT,current_vs_clean,B,gaussian_noise,T013-S1,0.1594778557715803,0.16180221800069897,197506411252212841529083326544481693686629539584498384831107459519167254398950555135325437072487841184691017226744719168968879654669518582220978996621770598549006039/1238456651530985880523348749828874863143834613367762351926571417405430383282955330501746941284503526898418618340610422206499431752721651750853408613481006145952000000,818629713936530664990494145037156491799767168957595086027745708721261701263520712241417142247718661376662953258477343130642869841362074939403675715263193352285864587269/5059446799011088023605899569045770623611227131258466577436628695152129796181192151924378412461546438760441172069245486688118204223413979515740044331052615911860220160000,0.4039907682743924,0.45510817765326605,0.014365453439634789,17,62,21
ROT-CURRENT,current_vs_clean,B,gaussian_noise,T013-S2,0.1595138476279106,0.16184921099060995,265998668825391271425123897073672435431833736825435200528737137978748594912638496496159777947318173429444930101661325144205778217210024468482660679406501655917931793914141559158154603205884723/1667558477091419019639147009684357704919740678412436859493353921376429447660244916353491394866518690195714205279491862432139471598777172236085318759391899336986060792820340464605702690184000000,74250569658191386029776505750695815570671911691802740427005898494270186664639065395488267441869977270912943762867857421048774973388896315360955503839963756072915084825197672103687117428062421123/458763865475372610291836443997607741931253102194354851567282701036448812489640712543471632632166697436065374696891316820219703519841364272949694360917149195375276280335906998929302206766176000000,0.4071493822467218,0.45011921842783065,0.014429253923485893,17,62,21
ROT-CURRENT,current_vs_clean,B,gaussian_noise,T013-S3,0.15938561233312634,0.16173354765087214,6049382860295429639897232109431054027082893240521656911480972084084762645038075356831940065082629347105729227627386894882514674092706805789883548675231024572017943697802061/37954384788834165822270677616361661538048368001359488963985141818670860769617214975509166130900430304218547206106077898978008495136305742677491086173151632521911065728000000,282073485430142012348377676911554483240229611772605431652303363698360598651647643717763047217804466108757070875218658139894664325932710402530622603957435503115860497201/1744062932688788657144747755069647799360101819509411902696586628149058681556818078411187550699972878637142468691998926908036062093379724070779490290387639893285992000000,0.41208747503977555,0.4572892369100211,0.014517305480828229,17,62,21
ROT-CURRENT,current_vs_clean,B,gaussian_blur,T013-S0,0.11497672004952104,0.10902082727168874,3685259857290226389002290864701854834984824131300873697819249050141016970307700559698565004362535553317148114611609524922911354917781451437622405478406090407464436811082937/32052226361153517179208530994904183493809877630594709376729626661459307266069496922451162091093880852949988933516741541608942837095348040067521299856471173005306695750400000,32651114064703661835820111990637450869972765309756953084945321952786492628568137106105744918201162250537894936826658407913817531911538206407626988057927142489662386610227/299494279045731682744371995750081113379644379897285809670336650962367581613048643809920879775386536866937653059507794105111494349682146614562788632662928348148660972800000,0.3049386473526555,0.3014230411330066,-0.05463077952059319,24,59,17
ROT-CURRENT,current_vs_clean,B,gaussian_blur,T013-S1,0.11540273742010035,0.10948082373694625,1434321611733187609859068234386481310428892687906402791708672776282921497180647288621041602603618729929830514995097395039006303738117582106489350172360362329949141108020394869/12428835258143224234027332489486027384159949024899127586505388556246168068876458113479636812144697872155090194271119875321745506141552427530418524217039922047513450736544000000,1174057824552976314004441479907898926531422928731114996686841396301271923453231631198860443088974781426098970543848165027206659751157416262702822997400943992974051/10723867289982489668932577157144876992968585306978959435121024418087112331917056239953586092241917705155598870855223328551677760474539814071126012660283417824000000,0.314621350903544,0.2977796665410633,-0.054090876201141065,24,59,17
ROT-CURRENT,current_vs_clean,B,gaussian_blur,T013-S2,0.11503974125335904,0.10910119820142238,1083847411872846151151966808138007981682859031511073665093334029336071828604831252587126707130274549877567847080386968035697769049439726782990199634174071646990830755105580634401239420072985306010888443/9421504256392778606505260164647614622351558152380788841361850620642215731871086664052208736096781682257524328311128541505443371418805650206886052937261487991831030973448463432045701537474175698017600000,155145224699949047231139040562036928994068966258975792244798603463703766220206297623287132751470892628391349913855875454109257617198117861200538353497029595756701142070689862455986322698344642646152567/1422030438323145594006033637113466506697310333471097400784263056060020048683131091078498698730491017968016106486312511543403902935660819965534533680215427529853279876339683618037710484658259098864000000,0.31478044756226076,0.2919425524953212,-0.054431510834307625,24,59,17
ROT-CURRENT,current_vs_clean,B,gaussian_blur,T013-S3,0.1149238686705218,0.10897455238812148,891965719446436622726337982611051150796135896307398132816971341941664879436686253434699808751002203725221675423849259523560854324442576704772556171540822285759/7761361758571112226321633716167532104645692701091364923807888679612546235141845774721887231024276761953455646594183531534405322092877312350170396904450688000000,833008602726898560640754817142486813767961370368530679312315502357451462214145695855175743669837248458897173769915657485824640146611574066047208629890868090219873380463/7644065375557336815943362473964377318090123945051504975176732065595210315206762139367175733470739192854095212869352452246392044968491377018153467716878324168121779200000,0.3050216935978086,0.2972524798741412,-0.05459362898974203,24,59,17
