representation,policy,bank,context,salt,macro_class,macro_class_exact,capture,capture_exact,delta_vs_BBSE_pp,clean_delta_vs_zero,true_template_regret,true_template_regret_exact,regret_p90,optimal_set_agreement,canonical_agreement,L1
T021_H,oracle,A,contrast_low,T013-S2,29.33499270678637,3284146534846489901967/111953207818140489775,0.6893973624713521,3150272155693437603017/4569602854876526239254,-0.3952173068783256,9.37972871907585,0.04632683118720859,744062485183474187416546934868941785606968710185319362794886089152731124082635635662134287147733975869131576948192219463403889780899557662480816840669307816866486738623/16061156485680787473201745621348311560803790356380400599362398502232521447329690867371268714113017941460871928020395756441062195106443345818074083240145594048992416000000,0.1782057095847969,0.525,0.515,0.8965299793652233
T021_H,oracle,A,contrast_low,T013-S3,29.540395875969303,6614284157065062947561/223906415636280979550,0.7056213046290701,6438517573503124636915/9124607677325891101811,-0.1959011775948591,9.585131888258783,0.044580775434751106,597759805377988384626931728014411818498254703286159822534012637589969288981723802493328547969087654270208682352719213713093284093867759499031/13408465858851555935164872547140177445569697606461151731074296337313520415642138956760778740475306156650757112534004604810008587217248896000000,0.1655809997729907,0.53,0.52,0.8965299793652233
T021_H,oracle,A,gaussian_noise,T013-S0,35.60040848883045,7971159859921457284523/223906415636280979550,0.7196067033521958,1653693737085353916668/2298052157354612021949,0.3368311965816783,4.9237646373702075,0.01755371523985623,37819191783225859296726652893376093104302740709790397985654229441721049234191200499927915678721830218159446949521195431882012945553/2154483610247719310969927009316878876873266312770518899958505251192788409011467766378682021304537072796130228578042685126724192000000,0.0827371859180296,0.69,0.68,0.7889026039598259
T021_H,oracle,A,gaussian_noise,T013-S1,35.5327523016312,3978005602775027027177/111953207818140489775,0.7063479859540782,3261941511056498142829/4618037533795086817289,0.24896794501374261,4.856108450170948,0.01756954058849315,1716975193418914250502509024915626991862820608485386364698621096373786654543128576357696893450810647378605207250508974143343743/97724535526183068754629599639546080136084378898946966604463335465075957480585854947035456012565089180756089404463164208008000000,0.07868760974493108,0.685,0.675,0.7889026039598259
T021_H,oracle,A,gaussian_noise,T013-S2,35.526829893512726,7954685140376312864623/223906415636280979550,0.709685257985761,3257963315535274573636/4590715784039354734789,0.29633328775504186,4.850186042052481,0.01814203015071799,237152055167526194022954040861885491635043058658318205558414302571248223469688818551644743791570456758110401713182860176271607/13071968969147625505123587648288646417908175653483005288847829087232851190034502151125602003044884470974734859676862154352000000,0.08138535866088627,0.68,0.67,0.7889026039598259
T021_H,oracle,A,gaussian_noise,T013-S3,35.65274109298257,23948632397214213715369/671719246908842938650,0.7258583965604098,1671270145810274847568/2302474082727212323157,0.36253696510614675,4.9760972415223295,0.017273331109246982,4940705914387958325983307342050139244356568328490057307370843248480621740133023220552874916996387114329768703065255517927006149/286030869387030758767781236376572283335366467970961646172763812624039361112665565899909940864879086164911662809823202612984000000,0.07956654802658646,0.7,0.69,0.7889026039598259
T021_H,oracle,A,gaussian_blur,T013-S0,37.59247497028229,8417196325492515788067/223906415636280979550,0.7313131986974426,4494403483963712082815/6145661656276392848916,0.6562456756385969,6.690895794107913,0.02117046089736536,52302845229616835129248826463274694788144516595360440224097097217535773198982713632599825041746037341289316781850237134024527334372397245002088461023318293/2470557702223944495243510633709312405415587028867155784064999512155739689243007538331670295053710148868855327137993280510332676033479422091903533156188000000,0.10458171927779256,0.625,0.625,0.8271285085810596
T021_H,oracle,A,gaussian_blur,T013-S1,37.61106400829644,12632037795546584834488/335859623454421469325,0.7328011082613441,2253445049289667193795/3075111410019872621658,0.62188575125045,6.70948483212206,0.023011145355905968,3705598836429344579855796301598315327814974839959831696235247188603541774193454466757712240786569272319100780740343371802223236491933924334806524057/161034958456697470310051420760674356983620083253104542471494608342333655479736138715959710270709517719566745389913167340382429129363307345883232000000,0.10860230602998376,0.62,0.615,0.8271285085810596
T021_H,oracle,A,gaussian_blur,T013-S2,37.52648774636669,5041452817624670783047/134343849381768587730,0.7299665870338087,4450078595609518633849/6096277110014367309066,0.544730678666953,6.624908570192311,0.023649339570928036,4614233915288301515252494874156357603510570333060962115616551806472791817772551656806623751751360091791463476805386782360838337137059042719240873339544797033727989/195110476613923987855201100816183076500783159752389918157176113031020658538621830909035429845197629654823885751489589864843041378933140370390896056901332678736000000,0.11252555273884018,0.61,0.61,0.8271285085810596
T021_H,oracle,A,gaussian_blur,T013-S3,37.5525591169778,25224776729556127361951/671719246908842938650,0.7317593447985155,4467591237042292080565/6105273911155053629466,0.6506614691586101,6.650979940803417,0.021406198673326955,15854739579972547094173100524461425042511905278621304060889580384880957139539622396186684735168811093678083170184719494203987963285419/740661143154213328994270853702934529881701994816227870367051932777520712000529551776725090361194211527985630895107256091850072358400000,0.10220133965972139,0.625,0.62,0.8271285085810596
T021_H,oracle,B,clean,T013-S0,38.61516325589762,5187709676302714855913/134343849381768587730,0.725752589158809,3006933298152143455147/4143193345871986703936,0.32533673011653813,4.476473336129083,0.016976867821199927,7576928749174802343901191321407919649697239889231005621019465595929168915625407593341760068880518208894669126812028983716856992257504172609/446308991091577248865795706896759337713321613238443888524178789794973643785340536823298597525080311311360335777776425578863662086747624000000,0.06142573577392224,0.665,0.665,0.791173449174614
T021_H,oracle,B,clean,T013-S1,38.515175073804755,2587138439513836764314/67171924690884293865,0.7228058491415824,2939769311776936818722/4067163146601900121861,0.37881546763813695,4.376485154036214,0.018243783346018397,9317991782208717972315145791060592452508310439114189386643487638231991478306817599622205267053706469713004396236471782920510515909027/510748872943742604041713215143367111325338970212407799035409050698853251657270777674385798856542482141604292332363864788694151952000000,0.0738386301757797,0.66,0.655,0.791173449174614
T021_H,oracle,B,clean,T013-S2,38.60187804560907,8643208150021173345193/223906415636280979550,0.7313624576496138,2998009366702089211161/4099211458483689551732,0.22514415809202398,4.463188125840527,0.017180596763327397,653386592357756496644888226004571740403834554145609656086558650476317365441657892345355339926917342933162421221372157172726078951291361/38030494595649533939846709624038912002012847439464754037718177962118749649614489622040709420916803471437769636999235766763983001968000000,0.06445395780623651,0.655,0.65,0.791173449174614
T021_H,oracle,B,clean,T013-S3,38.58166459643745,2591604668720853058279/67171924690884293865,0.7171719884854775,1492215801923549879186/2080694485955605374393,0.2511125579931061,4.44297467666891,0.016758759649320703,23482425685209836105066576392256464038722865687540538231272755771714186110667543832572556671805516411755949576860678780096700667/1401203082840421749394335481533148125400472735693276528754092749068478855391502895572867652579155339883365925350582978939192000000,0.0657887866115973,0.67,0.665,0.791173449174614
T021_H,oracle,B,brightness_dark,T013-S0,33.415736765001796,3740998922448523879399/111953207818140489775,0.89612139982464,10659989858625854044969/11895698351486622127284,0.28842546800618296,15.869710310790737,0.01964125855342891,1238639633273670631730850413910196077773081559866901889755865643742634341858782278902552765621700177130650470774625969325633158457241/63063149945522852265091584603771028564606890856202439891315096440257129322903904079831539354479035363622799704938713156370181696000000,0.058711185882791596,0.71,0.69,0.764502754435357
T021_H,oracle,B,brightness_dark,T013-S1,33.43579938035291,3743244996594302517899/111953207818140489775,0.8952225059811791,10673466303500525875969/11922696572292074619309,0.2223396577457148,15.889772926141852,0.019243690050819804,629845380676648747231119348163529573709228671726807628569267984468308630380508947628654316077287900121296992171/32729969097055616029180365715493050590264594475548012007122353997819001859264431310737524215937625198986786000000,0.052718275612240593,0.72,0.71,0.764502754435357
T021_H,oracle,B,brightness_dark,T013-S2,33.42909696748428,7484989279947075002423/223906415636280979550,0.8924929522985467,2667241040943983943961/2988528967175270632621,0.24180337217315423,15.883070513273218,0.01905802534509878,129995893212931913101581018990504128800590727759957568370386808742764035882987397502421480967103778037932669562934473279672955274480123/6821057840935416327644069425464235712439578878635810788112780646534191128675766305247785980414726121857083790982029082136274885810560000,0.05897678288765223,0.725,0.715,0.764502754435357
T021_H,oracle,B,brightness_dark,T013-S3,33.388866944786784,590209067349782612188/17676822287074814175,0.8935915795670546,3547313627742150010573/3969725889159367975128,0.2282565006674837,15.842840490575725,0.019556690626693136,2304356293399022911363579530092881755708506847859836777426482535148069126082794059371850073433145248611533898436606591/117829562137357847813926244388242623191911161028517452358573938993098026058603865487400829630364615615948268876092000000,0.062116972107179834,0.715,0.695,0.764502754435357
T021_H,oracle,B,contrast_low,T013-S0,30.142029593639837,1065630600997042492817/35353644574149628350,0.7596760718865172,2280882173750581052585/3002440458716075452532,0.6404006845367116,10.186765605929315,0.03873083875527083,14298202666721002306503675910952634567803787252663450311039500314076894020891509759900642971045249263027199574421357161194660548958552914799991/369168423050873848961335096526647168162548608195661872912726928394982008254129405285385151925953380927870872581345059917589773378498341299200000,0.1482348550293534,0.565,0.555,0.8804210310384104
T021_H,oracle,B,contrast_low,T013-S1,29.729178273498494,80848830935599773139/2719511121088432950,0.7395593085911045,6565326343401079759565/8877349344582434514917,0.19999700108019175,9.773914285787974,0.03864987722899762,746174430989972810607280898458753586270371505813085697818594517515341100005888025559910579989282224730923928649637940210927722522904014655490443105362739/19305997443897308726291607320102608002817803511653469246570996203336107303279331084481139505867748882279601691119302597470655385122448246056821606624000000,0.1437920827064586,0.565,0.555,0.8804210310384104
T021_H,oracle,B,contrast_low,T013-S2,29.2111438579703,19621687553621683364689/671719246908842938650,0.6943824544669003,6217352655929619158921/8953787089425928025684,-0.4704116763076328,9.25587987025978,0.04206099746898902,19356392247174818965215424776519104261331950736747278805031740288460408743595373461406987435957792602388969602952694798415222266241662479708662288831410211/460198126814420328453237232802624983496623997828052458315423705832915139542838506140819043173044632053161400613339076491973840257388907244768734766768000000,0.18089877976646357,0.575,0.565,0.8804210310384104
T021_H,oracle,B,contrast_low,T013-S3,30.7028077410745,10311833446910778854237/335859623454421469325,0.7979140605171323,3609665998064746751353/4523878167688012591503,1.027721075740754,10.747543753363983,0.03650438295001408,3086604472542551684040051881616547594743662502178212001393589028095976442647668788014709506415840612126332313753870917417123141433361/84554352740849731982461667581512110735955143720896205100343006321772582137535147690540720777899422306615277162712232977548491310080000,0.13330760874893963,0.555,0.545,0.8804210310384104
T021_H,oracle,B,gaussian_noise,T013-S0,35.673708942324645,23962716905183564088773/671719246908842938650,0.7244738948585714,3356624799589900068540/4633189440518302623787,0.23011930461670058,4.997065090864395,0.017969750336946207,9342985003467304605252242499350646616770009495995909469469754432737988404732450058827511188648719121324272785911940711664155227583441/519928481380062291185334216586414122202064014126902406082944070055454036619753362100455461310308988806885849809242019252975947968000000,0.07619593026119839,0.685,0.675,0.7877902804000496
T021_H,oracle,B,gaussian_noise,T013-S1,35.5206566827074,11929954378307884941691/335859623454421469325,0.7022729808545582,3253816651022105863149/4633264755626382303719,0.06373371166611974,4.844012831247147,0.018888835514247998,5450397040246953655472499333583929647036657782141655101513925162777822117813505310342843205410464489459325553504145136572735520982537/288551246906442472243246902703421004100714138473185030398217402234767053550254462856095473972240495775695080824123874341781244712000000,0.07622593529021537,0.66,0.65,0.7877902804000496
T021_H,oracle,B,gaussian_noise,T013-S2,35.580347493365686,23900004222998534203741/671719246908842938650,0.709606498135715,149723278063857735614/210994795646900320853,0.13676673271056067,4.9037036419054365,0.01798568156406033,1767119919923174173095443462833741040940003191385182915800939821511814566981703233221529836580222475742822763938285411373561/98251484861952648540825091090530906503548894208764199841697815058377890195195675861575036136984687536525092727336581768000000,0.0747258951968784,0.695,0.675,0.7877902804000496
T021_H,oracle,B,gaussian_noise,T013-S3,35.660490935943216,7984612705297132409247/223906415636280979550,0.7211030149919253,836936502574433301877/1160633758525895370057,0.2903063023376442,4.98384708448297,0.01811698532922477,17046108764441587111280525944135378556915825889692089722663470975113678981565062819038257022459418607045770562416491180007943/940891017720495916999280382817671984655810749904479099252512541526445266817978835197072173897628572910893627663892113858500000,0.07436660950930225,0.66,0.65,0.7877902804000496
T021_H,oracle,B,gaussian_blur,T013-S0,37.67903276371631,12654865756148568591218/335859623454421469325,0.7565779534228781,4552546019783301901050/6017286122582431926481,0.742532152234732,6.777453587541931,0.020897352436679322,17179212444707696560228856670229178324112268528903799207220291769993616677216555652826086544909882898222914721660836064788222591750812115004537280333623/822076025982818084036170004535407748672079283968954744838240996018218225592831032833657341301810242525248207651264382710915402729654440377747233551360000,0.07179948551684914,0.63,0.625,0.8272136323609945
T021_H,oracle,B,gaussian_blur,T013-S1,37.6455897992911,25287267229419036981661/671719246908842938650,0.7533953760802885,348467825915784746175/462529817648693539301,0.6293481986037158,6.744010623116723,0.022224239437476274,134750060215874690499665720495041959243275101331024555727887262505647915839352053747144674233495652752530975301562881381124599186453603958332196584659/6063202324424585529572674622120476366207127623156545440584008458986645951411302717852140400280235484138343980974615100861140791469967144448082412000000,0.09908062573595013,0.625,0.625,0.8272136323609945
T021_H,oracle,B,gaussian_blur,T013-S2,37.55941574324356,25229382457387703830511/671719246908842938650,0.7404420781756218,4472196964873868549125/6039901157282866179256,0.5307543558839094,6.657836567069184,0.02196927788565654,14754407556839873167284535421105400797138836279519558916227099111401228078549293598339105155988839162063100466595076994307209541894652681745173690431493413/671592741173929843089052282034485044501581899661273010178324768861628394545791615257834833827682663764106875640065138103532075173180393115500028398832000000,0.0796031542418091,0.65,0.65,0.8272136323609945
T021_H,oracle,B,gaussian_blur,T013-S3,37.560276494465015,8409986880183317946187/223906415636280979550,0.7388818337640994,4472775148036118557175/6053437699571495470644,0.5361313304041802,6.658697318290637,0.020960100009719585,84291160790606704873287409666510732281760940972384775438332595865021417478341546611967428947433317629111791813229060077248401214988551/4021505658442438002034706463432752383452751233280067230329331335190560355834685134875454329749080088186686149467035741485913555584000000,0.07247307838167148,0.645,0.64,0.8272136323609945
