representation,policy,bank,context,salt,macro_class,macro_class_exact,capture,capture_exact,delta_vs_BBSE_pp,clean_delta_vs_zero,true_template_regret,true_template_regret_exact,regret_p90,optimal_set_agreement,canonical_agreement,L1
H,clean_prototype,B,contrast_low,T013-S0,22.33872379551217,15005350724826083159407/671719246908842938650,0.17774605349083886,1601015827134018953639/9007321376148226357596,-7.162905113590956,2.3834598078016485,0.11618270141888923,47832461093114298479592601678817923849468402732384336129036996946931731424079595182353850330934904183382268965229187153038416724183337527831043458053024334471032723383966816112237/411700369409189829195499073774655374049773112459605469462675694137421832467406923050657967164797324526957479095755047983295589707008683755838512904306875248280202848105686368000000,0.3592932478910439,0.335,0.325,1.7595748116516694
H,clean_prototype,B,contrast_low,T013-S1,22.312117716827853,599499156387562323211/26868769876353717546,0.17833521590125734,1583144011996993874507/8877349344582434514917,-7.217063555590449,2.356853729117334,0.1162869333892223,79987286625233753273035740112060512410842761709896193430440224758962430021089475858371759304097597879565116261431850306692123716638721100358652369448364815121011881427/687844148039483226146450016799378507552572625666864171032004467148839874955563898747388700273167238540774927533845974421624785654704778640661974931601491623576448000000,0.35113890181449187,0.335,0.325,1.7595748116516694
H,clean_prototype,B,contrast_low,T013-S2,22.364354687581862,15022567488344739966191/671719246908842938650,0.1807316361770256,1618232590652675760423/8953787089425928025684,-7.317200846696071,2.4090906998713426,0.1159815402160099,20869584248231368889384373606175015584592218565273798516297404980440174569579642028285521736168535955048567495521233592429369275717399651683572030254864990699192193819467679/179938843796717976601693855791608616459976084776065019542188732419548103612148616811396787881070038184661462280441787364439784128544582809085660681642631977850222325576000000,0.3542910074043844,0.335,0.325,1.7595748116516694
H,clean_prototype,B,contrast_low,T013-S3,22.38277482690025,7517470325227821758096/335859623454421469325,0.18022211168398042,815302876381789655212/4523878167688012591503,-7.2923118384334975,2.427510839189731,0.11704086452174152,2492554953313412505938461081587819622236675445391489422094285688492436303761107624483467396093896543304836449714540796922447068883340913051072876206898091769307191/21296450291089530341897981452853487725658197803687188417324444845842775502206431500345913515104579447038778878513259219420575128895360838368610979457428053376000000,0.3496989223320798,0.315,0.305,1.7595748116516694
H,clean_prototype,B,gaussian_noise,T013-S0,33.101571565841375,29805580058587318693/900427944918020025,0.351565727890949,1628870618112475724745/4633189440518302623787,-2.3420180718665624,2.424927714381132,0.04095050303635371,272987690857084834317554107730536840918689447258985516299003493475597264307019725635467600373568636124785797854930756380393996100571139641356069490210338854869/6666284187394247071519544732346859815772709661433628278482135108551997280373498212103918026463751306624316188298660202726273928086203198310930284468841088000000,0.1575895635225014,0.53,0.52,1.2164359659046153
H,clean_prototype,B,gaussian_noise,T013-S1,33.02870790773552,59479943169319707253/1800855889836040050,0.3409964204277363,1579926696562586785136/4633264755626382303719,-2.4282150633057515,2.352064056275276,0.04176282086246624,4153897489822793926852335661035569307427651074317862463734065849129494908985569420473886789021684786961680537427802828059615268018181047970323842609987/99464006598176212516758320059795442742867110736476626410113275370254682222141898547944245676046739364382992186191457295290449029889423665980238584000000,0.17072444091094752,0.51,0.5,1.2164359659046153
H,clean_prototype,B,gaussian_noise,T013-S2,33.12075226750643,29822850898369670018/900427944918020025,0.3536827142964627,1641754664590109813195/4641885504231807058766,-2.3228284931486884,2.4441084160461872,0.04090236713070761,63333112051425032676123386806362709325110284742259238418804471014032605308649575875567817042531853039718988031332326007525876579393611534460572148120816419587/1548397232097539168425387592976107533428880496798350812966457954099231103124442243665355649485335067455662352486245730247695489725277580479425762454045252000000,0.15981079722996303,0.515,0.495,1.2164359659046153
H,clean_prototype,B,gaussian_noise,T013-S3,33.069909781830745,9925690301159395106/300142648306006675,0.34627693201920473,1607602788401062226995/4642535034103581480228,-2.300274851774828,2.393265930370498,0.04257763441391567,116891502803288160132507325725929308481272346029001259405040171001124687077002157570584470503272689214400668510355855179131423181540671417308652443/2745373349466415000189372505575796637360972753014814226770494768845338631378741178867178735573671520596670244887316577003914768387167061912863360000,0.17384000031369926,0.505,0.495,1.2164359659046153
H,clean_prototype,B,gaussian_blur,T013-S0,34.343895780268696,11534727904718937911792/335859623454421469325,0.38427129270889415,2312270316924040542198/6017286122582431926481,-2.5926048312128818,3.4423166040943176,0.06742487623709491,4409616665746102113187959085541233567013909195031217856216518127687027564109148211005640984726350170064510683352374390458761173266358228335237913804999949472424838702787/65400441377748922864646091199763868820390473146756946975009271813829917270450330204334406424108330628856325878190488419783599099648384233375888024374999328664752652800000,0.1907111586520246,0.4,0.4,1.4574373746694156
H,clean_prototype,B,gaussian_blur,T013-S1,34.468521118131186,3858861507922104858944/111953207818140489775,0.39847469347181574,2395983555018793872278/6012887629433016010913,-2.5477204825561977,3.5669419419568094,0.06844852651110692,32904716937138007582489910696227360701896775617855957285738676661495286840490413118482533859814310859795856850754808663479439721879738979456892426526325292732108969880219020709/480722063926367602370484152023138512507483664123072716842325406552696781976299622372828911819592296711681158199022593533470188502717646379508035633963605008971217265631616000000,0.20549562251031134,0.4,0.4,1.4574373746694156
H,clean_prototype,B,gaussian_blur,T013-S2,34.22796279467279,11495790695830751050112/335859623454421469325,0.36993914982424,1117197949573833409419/3019950578641433089628,-2.80069859268686,3.3263836184984146,0.06934203280966378,415849093190960226061903529335295603075236326314772560125439379379416205154614936776526206266174706287292940248651267942690054888414932519629142975951961240165522616714194097/5997070987699769833661533965924294968152503272175514259166181671112600067691960992394228590542265997198996864523437969736748837276809945064497970743096773012910032309388800000,0.19229439483217153,0.385,0.38,1.4574373746694156
H,clean_prototype,B,gaussian_blur,T013-S3,34.46947603200581,3858968413593558568389/111953207818140489775,0.39591139910751305,599156247261879032237/1513359424892873867661,-2.5546691320550274,3.567896855831429,0.06777606620186097,2703938105496458536542554199358760520725190156822644974302183143722942011843995546917249695987261079499538087147142216708524608730986091767879348619443811251/39895176232907638196102158401276604973023207861831899223856956301579574009010537153636783887325027716095659285576655413704871124284999409405794119609984000000,0.1891482718755794,0.405,0.405,1.4574373746694156
T021_L,oracle,A,clean,T013-S0,39.20713165241025,5267236989402573597409/134343849381768587730,0.8273229238664724,3404569863651437162627/4115164424237476169096,0.6923652120100721,5.068441732641705,0.014683470146408832,277864274638071978486902720418483862600825327677310031003422721219334691056374910867585587790196238433263566540409568110575397083059535649994773567/18923610826833726219719915154539219867167541818419463238495819142844175124360809571697884269088046505187686985411131562418725148662354508606848000000,0.0595223372597418,0.675,0.675,0.7871047870804634
T021_L,oracle,A,clean,T013-S1,39.121655402540206,8759589634940524474637/223906415636280979550,0.8090955491316568,1115717940486714199831/1378969321588943132807,0.8203982208116345,4.982965482771666,0.015296699128379262,2627587189459133658721458359661568086163227487158168998365406983238182094770338634856717273247614854587476374792682391360617/171774784050259044839855504402305663841427875151397006175745375958262210460429404035033549923280573937409654084418318404000000,0.06805212667547288,0.665,0.66,0.7871047870804634
T021_L,oracle,A,clean,T013-S2,39.24711151806169,2636304019225977841292/67171924690884293865,0.8293506232176696,3431425108898347588502/4137484210942399939171,0.8714229143554254,5.108421598293158,0.014584244523719208,2633735572471616423216151624661421230141422566783802172680930578982933300990398024826677341343819025729839205087437734367666663235827/180587727268849519064692731315867901027450486889889203359501294573681120612320841022804715343064761413890107392076481717985535728000000,0.051053942433262826,0.675,0.67,0.7871047870804634
T021_L,oracle,A,clean,T013-S3,39.180909972463624,26318571339906441272411/671719246908842938650,0.8070966197072793,3386956256545010447993/4196469386494771626546,0.8318632803846988,5.042220052695088,0.015383116586144264,41838706592563047543946010337919742711737841409445241788647133252839199629659461398265271256145405289117741693677819397099866573/2719780894740641328080513092672378251797177064487064813921715750724405638859902754513686865604391283919494717890718938354444000000,0.06716685750361956,0.665,0.66,0.7871047870804634
T021_L,oracle,A,brightness_dark,T013-S0,33.56334728710236,22545146363432351896439/671719246908842938650,0.8932290031164933,137937726761116188013/154425938118722950990,0.23972183196737976,16.017320832891297,0.020906686202828824,51596411626420714567104130051274956267832380488662409156082551909207811120032867159611107840117566934351639294824309178797757/2467938300974706816650741526089292879857582870642570823736580143017397188225557828862027984538653191536704369944606017152000000,0.07361081085104706,0.745,0.725,0.8050757342050494
T021_L,oracle,A,brightness_dark,T013-S1,33.60335723562762,490696126433143490084/14602592324105281275,0.8958193388980643,3595339379953103770813/4013464795675971506515,0.3203098883242064,16.057330781416557,0.02046810803653045,388264386315076314750555162924907417680928415432544115307004664179461437293840047731483970316840254704489365650977/18969236708254691411092768099092591202598067015568105541173628446007693961943375247463648604067786607643300368000000,0.06747825146647352,0.75,0.74,0.8050757342050494
T021_L,oracle,A,brightness_dark,T013-S2,33.68281566242839,983712850892859983293/29205184648210562550,0.8998970065743933,10839391894470490384314/12045147183823210116145,0.332262341635195,16.136789208217333,0.020541133637306197,4828604288266922030960336118886106927013697648133962593025967820433798923221884840769245418288224722937354082429328021216394603/235070000201807465761243165841906037303122325074611908332779754042726600946018752790321069603768527342316558040813692916536000000,0.07288762000317167,0.74,0.725,0.8050757342050494
T021_L,oracle,A,brightness_dark,T013-S3,33.57675638712062,1734934885692180158753/51670711300680226050,0.8936495558174188,10768149837933052832364/12049633738231375520845,0.24546792735180303,16.030729932909555,0.020871830070359438,125970328508778990177704475628566920780045903644296767570987000725664179606375426944097367529246991305323266631/6035423251537119854471713627698400827261119423937846968446458950496826070774808952518287401512562658596152000000,0.07678728031519759,0.745,0.725,0.8050757342050494
T021_L,oracle,A,contrast_low,T013-S0,29.93032497651627,2010477535296244149566/67171924690884293865,0.736509027713687,3350220227635188644946/4548783655829897649377,0.22804225911555454,9.975060988805751,0.031684389810628925,4807658344667325953643639720975386360965338761499063353270936530515287299936529695551045453546739764956659573485895098912833308909779461789392518786341/151735866570311433288499350724836849236020601758373180559410072868599857040640342025948889660958942200728866721927661358306732338661890545424283744000000,0.10428713643462435,0.62,0.61,0.9090790663450531
T021_L,oracle,A,contrast_low,T013-S1,29.970655705436887,402637325596405623758/13434384938176858773,0.740554183544581,1681882845532054245533/2271113826515579627484,0.20716816862995482,10.015391717726365,0.030626300161539794,2574299349354839781435499094543987857401845170137181805787784319282423767757478482428643678591413564492881866127469579561659116476692830712227849758627/84055185764411059534973396672410121989718109865613566219774884887391923264474993740774260352832886824694283169145732827076785944523550076951841376000000,0.10249520968143375,0.62,0.61,0.9090790663450531
T021_L,oracle,A,contrast_low,T013-S2,29.796731414378833,1539618306616277898457/51670711300680226050,0.7233345323724171,6610703088319548474173/9139205709753052478508,0.06652140071413973,9.841467426668315,0.03444817504916588,20488073049096272061779742255415702128456478646548577829973277630354650772472269801941884977368940602346190950770773959974139213672386821222224095936150007/594750607829147366001883919737723358411013125299315985790133462746301029060746148749541968216230337484467623352574792565277318216833583772029451773548800000,0.12123559133735667,0.61,0.6,0.9090790663450531
T021_L,oracle,A,contrast_low,T013-S3,30.056353605955678,10094715604509216480194/335859623454421469325,0.7436041692167139,6785096311326368754620/9124607677325891101811,0.32005655239151615,10.101089618245156,0.030102142170052498,5964499582986102919451871322804824997736711894819583241788277620916117091602524997020609475272644843490141601359427892036521544411/198142030865828594228466071108796345930858642581984261830933222347345787146672559670587300036812003657606490964553944973039576000000,0.1020454563515636,0.63,0.62,0.9090790663450531
T021_L,oracle,A,gaussian_noise,T013-S0,35.89322273298581,12055084271666296391332/335859623454421469325,0.7624014160263064,1168025479246309587477/1532034771569741347966,0.629645440737039,5.216578881525568,0.016168456733987892,2161027945730557989518507130686873690761650861547498105331721958341422343315650470134772494263394084617589008176673331969627856750905097/133657032411005385282465397740306913196439118136309752074942617279894875170602696607154444751503675599234523339340279796197921129664000000,0.06926528652178533,0.675,0.665,0.8048422510456682
T021_L,oracle,A,gaussian_noise,T013-S1,35.81979619113162,2406084652193517387278/67171924690884293865,0.7481001163501599,3454754416341509852547/4618037533795086817289,0.5360118345141692,5.143152339671375,0.016862576417283084,5531595798109451589302691278057703707687897106286869768483292223052973989750682186589151613634815258104789754872757858179929/328039776438902491443646772791594853547390956954975307366077881259113838449185491999827862699973242233207007166055256592000000,0.07560506574591928,0.665,0.655,0.8048422510456682
T021_L,oracle,A,gaussian_noise,T013-S2,35.83257128762864,8023142600044445636241/223906415636280979550,0.7544217192841104,3463335694539672888490/4590715784039354734789,0.6020746818709511,5.15592743616839,0.016350346630632253,1089676333798024932179795195574335140415187505020507636144891255304024168774764207097086944392730848958452678320587685523409/66645457641645610616975226630719521106342957202387392162432243235548725649625433310461738796409833323291993996567937136000000,0.07146787616220696,0.67,0.66,0.8048422510456682
T021_L,oracle,A,gaussian_noise,T013-S3,35.58587721261409,2390371864184769269396/67171924690884293865,0.7161050282807283,3297626536254028673727/4604948165454424646314,0.2956730847376628,4.909233361153845,0.017542955831674374,82232496036579852601067552787136997039820889782594328322921220985202409655931782568726814776514903814906157703773055457201/4687493762488213024709623670543629684289847066059679550520547568404447084770002718779251734920994529087375660600183589200000,0.07419262064278563,0.665,0.655,0.8048422510456682
T021_L,oracle,A,gaussian_blur,T013-S0,37.655755598598944,648566558781392993823/17223570433560075350,0.7382297551846304,4536910299960491477711/6145661656276392848916,0.7195263039552482,6.754176422424565,0.02534959526922785,1064561271763951051044464766208704227791314217052265198416284429374807826721051640946251470637243753385415003633961632242848485750597203282191762575979271/41995197968948778290423268902002585613748623166887283090280291112997157935319780993348216130346373907162859229262267828704392533763620047373388286272000000,0.08584512077113633,0.595,0.595,0.838836934870111
T021_L,oracle,A,gaussian_blur,T013-S1,37.58150381275018,25244219438802358241497/671719246908842938650,0.729572582584825,1495677982096174320037/2050074273346581747772,0.5923255557041907,6.679924636575801,0.02505165764777396,68132118257700284535700662900467545002583421908057014938646970442006155124546376045862869373412685597963200243462159681046561520720894994198473/2719665070297428435756882835899144697452321840127699520693363266408955335058821222674826346777691987039711458431884717654303139124862975468000000,0.0901297329580615,0.615,0.61,0.838836934870111
T021_L,oracle,A,gaussian_blur,T013-S2,37.54815788259547,4203636722618560459112/111953207818140489775,0.7323543143836855,2232317421598763736643/3048138555007183654533,0.566400814895734,6.646578706421092,0.02489712401337674,117998353106363113543261070794495178448784560126426471661269237012837184063473497805231651282407840737775510826781547238535960236605697462698500808354426351719399/4739437094941764785324336189284137544255568522740842474752667469982325059829692117638461242036678416670416847961276955420775539719996330280014269198692346928000000,0.09264411896839722,0.6,0.6,0.838836934870111
T021_L,oracle,A,gaussian_blur,T013-S3,37.6938164391364,2531966199161686470869/67171924690884293865,0.7473008689695065,2281238249551514713652/3052636955577526814733,0.7919187913172142,6.792237262962021,0.024703113955803744,5065316850132207448232599596789055981152584821033208602361239385280423987418949427141624937896782387694151462212685810108169940666521561/205047706098694617667934692277621741760720019481333888824362057241574607822727020494785350562505572022947848218692032381310515107904000000,0.08627483924046177,0.59,0.585,0.838836934870111
T021_L,oracle,B,clean,T013-S0,38.97618436656945,26181053210092245516919/671719246908842938650,0.7842834875105086,3249438126730814692501/4143193345871986703936,0.6863578407883615,4.837494446800907,0.01517016851340523,21386272006104211237515577879283665271517095168967987377772326178604011351128361861849695643007309363408014886668008577619086332933066618231/1409758368023801258333909839472746667317438384138312284889191476461528025782698982351904679424213596214918476744944878029953457984299424000000,0.06689067889308457,0.68,0.68,0.7871047870804634
T021_L,oracle,B,clean,T013-S1,38.909866097161,8712168650702968641823/223906415636280979550,0.7879917163945463,3204890868747475101051/4067163146601900121861,0.7735064909943832,4.7711761773924595,0.015543437814347177,138197970729550382256654705825132345649800245642846692927591522170439670539038777550089180736586439814878051638543494861978086631/8891081392688332513240092784134087355639208593822811893386978037478133987724848701978097088196561780575884496453176962571408000000,0.06803848833568768,0.67,0.665,0.7871047870804634
T021_L,oracle,B,clean,T013-S2,38.99637121556106,13097306552547179186747/335859623454421469325,0.7960062696887367,815749505433231887269/1024802864620922387933,0.619637328044022,4.857681295792526,0.015335301511528215,17572780231337669890286870000281008833826238026311816093738982730324944576062828546163436149664439394787153506983135666093483844105484703/1145903797074184963397755438817464402930721058298428483624825886413964925153539589708219309886442375267655203449759778332284254285596000000,0.06487467019527597,0.665,0.66,0.7871047870804634
T021_L,oracle,B,clean,T013-S3,38.92338613757812,8715195874492023554623/223906415636280979550,0.7723316810345059,1071324180038213279817/1387129657303736916262,0.5928340991337762,4.7846962178095795,0.01591128421143083,712772323729943838020166380757151717733257749565196883164364823226247797329343961569003968010516892722312930657224596760602497/44796655898955086216801361017558521168086089276928965244101427914463022670799620138380002776465249202403589422544882749176000000,0.0657887866115973,0.675,0.67,0.7871047870804634
T021_L,oracle,B,brightness_dark,T013-S0,33.534120862036026,11262757205598479818114/335859623454421469325,0.9028062428793463,3579836911710556801601/3965232783828874042428,0.406809565040413,15.988094407824967,0.018399219485885698,161387179329307420707999741931231983762837165847444696888322287455003031826461985260683060874935339486556035671554079565773903/8771414431634440238511668134953324366486824200144064025425145126693412515844562024080645148527825481205419204719509008832000000,0.058711185882791596,0.76,0.74,0.8036167787784615
T021_L,oracle,B,brightness_dark,T013-S1,33.56661415641118,980319164453227062961/29205184648210562550,0.9025925503604528,3587112368786311072226/3974232190764024873103,0.35315443380398076,16.020587702200118,0.018188093824504988,118469341682417518135341614146876732578481689182159184297961324941874005306909249466382394747540132309833479/6513565567976269919167077052345148912396203510489522421938107507188725076294477328590166656334204038264000000,0.052718275612240593,0.765,0.755,0.8036167787784615
T021_L,oracle,B,brightness_dark,T013-S2,33.436169529112334,1182090453453249435437/35353644574149628350,0.8928903698761154,5336857469773225020939/5977057934350541265242,0.2488759338012104,15.890143074901275,0.018497753051331226,1571195758125536363128409640966285544570561721832247425368381832914237227321713289839483100690528006639192899140745331944413/84939816947792052598278739043008707959025426168546130701083604651171200113080368360580342419063719604586328285928239062240000,0.05897678288765223,0.755,0.74,0.8036167787784615
T021_L,oracle,B,brightness_dark,T013-S3,33.49505538367895,25742875717957451147/768557490742383225,0.8995809786838265,3571089900476507690351/3969725889159367975128,0.3344449395596521,15.949028929467893,0.01868515800102798,245547475121716910463197067841242931877361526490627549697095908691546799744998115154314209145769466710797716093/13141311146965303231510090986506064759412467172715766835555969504445240887373378440693021570063790653369641000000,0.062116972107179834,0.755,0.735,0.8036167787784615
T021_L,oracle,B,contrast_low,T013-S0,30.091657466788718,20213145491830178329361/671719246908842938650,0.755919580283672,2269603531379371374531/3002440458716075452532,0.5900285576855946,10.1363934790782,0.03099101208065478,29930229534075749065750790062473238377526068937641736703525357609274971434663908149831891408295364114008291298840174491512695733954654903471/965771284144631356002148246295001629081655945497671219284246793122511219495482900646465265516792123729354667053016333361824971129760384000000,0.10279936753117809,0.62,0.61,0.9078528431569984
T021_L,oracle,B,contrast_low,T013-S1,30.044732828539427,10090812654581947365197/335859623454421469325,0.7634362632814261,6777290411471830524626/8877349344582434514917,0.5155515561211251,10.089468840828907,0.03224020198505763,1177340471352841039841367337311432064462941447343266753951526322194405342721442794021679060512496683004636733053842073054426653803096024688856511/36517775909049927912029768916189153331836683745748680951887191664865989736617750729380646992731157949038300685805331031025003269308157617968000000,0.10349928050316248,0.605,0.595,0.9078528431569984
T021_L,oracle,B,contrast_low,T013-S2,30.137867418667934,1557245046608167609681/51670711300680226050,0.7639058914290815,6839850708214114720085/8953787089425928025684,0.4563118843900004,10.182603430957414,0.028747937691018015,108442883226071840696725994934602735758907176482862303571561956684721608833464799080361428335847917565365652354472626246942159882688059156633096083543/3772196962147780914859588773401654372678219011230250440044699096202433464321142603250585137474606328796021883209472367785810482752759028378179424000000,0.09180318943655894,0.635,0.625,0.9078528431569984
T021_L,oracle,B,contrast_low,T013-S3,30.024541404279656,10084031170433051831617/335859623454421469325,0.747558531912314,1127287907195673242911/1507959389229337530501,0.3494547389459074,10.069277416569136,0.033764592549363766,234796369275720366117483420442544120334223664936181385029184568452530912151317466109176678053833509964942567770178198296128557377/6953922779682548852414798507827287003321975926010671300520553761135635258476776261381206604085978842446707122749248324055875200000,0.11064636879488599,0.605,0.595,0.9078528431569984
T021_L,oracle,B,gaussian_noise,T013-S0,35.840586698155,523365476209908060842/14602592324105281275,0.7486678117944753,3468719800062106778499/4633189440518302623787,0.39699706044705985,5.163942846694754,0.017681116664380374,298553385375561570035996468477112280918569137559530835278897265054757204548727566641083485369551242474731031350978013728610251776547445799193171197/16885437217719090516364324705033290369177245911436288124983508131188662887626250992884288899147559665840058440373538361750250768208927579005465600000,0.07677463818289909,0.635,0.625,0.8035282484584501
T021_L,oracle,B,gaussian_noise,T013-S1,35.65315507281031,3991485079238722086874/111953207818140489775,0.7214822692312873,3342818369838668501011/4633264755626382303719,0.19623210176903247,4.97651122135006,0.017887572050518722,19015124328797358344836513405521733307064133027303342090166738045484490994734951585824234669171426457600536610944355480918577849306317/1063035512874199153750172564824822914190520048656128662733347573995408314957551054559750102053036249385526586778471767822778011088000000,0.07560024790197305,0.645,0.635,0.8035282484584501
T021_L,oracle,B,gaussian_noise,T013-S2,35.666920426312224,47630530672604524711/1335425938188554550,0.7221343179771407,1676032411363205954700/2320942752115903529383,0.22333966565710384,4.99027657485198,0.01843637956229875,49436782851377635504243135924468571263886380730537606575289713457030946115924993955459984936127202530330721550152717905814999/2681479988211611143173998243486999931713708883038056723655461306582302976512679309246428060473549643762653378451910950666960000,0.07601563742518072,0.66,0.64,0.8035282484584501
T021_L,oracle,B,gaussian_noise,T013-S3,35.600238983234135,3985560953265477595613/111953207818140489775,0.7123852786687256,3307273613999201553445/4642535034103581480228,0.2300543496285624,4.923595131773888,0.01828182179791916,174569565109992446789236267037521463376443212692312441936308142302641279165659786821845182068979107386367265179776201817431/9548805750303394684670692668573585924590145511270827915844309932688580360643091306315714148709406773253134021198077616000000,0.07679180948362582,0.655,0.645,0.8035282484584501
T021_L,oracle,B,gaussian_blur,T013-S0,37.26627316958534,166883152990487237756/4478128312725619591,0.7105009416145945,4275287456059250382014/6017286122582431926481,0.329772558103767,6.364693993410966,0.026850248569974467,30067255998908818759041259481092045391123365188204814274097170508947012371762701757464300009062496768908797599868553138153757793676003559564813733374257883841039/1119812947747969777757600606520526534430397384048119052167706114525539752014383023401068412817713708437854560720057983524327017773600174206319740163384168083200000,0.09230019313089491,0.57,0.565,0.8393013679347421
T021_L,oracle,B,gaussian_blur,T013-S1,37.20564444069067,41792219840232302858/1123276332623483175,0.7042476482043253,4234561971945081827698/6012887629433016010913,0.18940284000328855,6.304065264516296,0.026557844627393013,1645762632124340938721389708442495865240969798909944853217843960894830300659020021754681910357837382162688156165551694955956024617059930384941175057119/61968983372499430893074369948558398114471491082904498830691598000698969132507403848103413555923308502621260223214891983784437990620889128068251023000000,0.09172768269753387,0.585,0.585,0.8393013679347421
T021_L,oracle,B,gaussian_blur,T013-S2,37.077635820865325,655414779230315631023/17676822287074814175,0.686861590977501,518572014779769837186/754987644660358272407,0.04897443350567288,6.176056644690948,0.026503798306559547,5208271202046730788393746605067397758045921057369563152831735313835648179225901447596204953088792101690506398148520516741215439826941388023797880178143457787/196510369638517488403861687921226368034479165881948854579677729081280581301504773100524970645852824308417648559635001054016731889874630163364054614756296000000,0.09355501178184793,0.595,0.595,0.8393013679347421
T021_L,oracle,B,gaussian_blur,T013-S3,37.051672818555105,24888321762392682447421/671719246908842938650,0.6824446661392547,459015141097649685115/672604188841277274516,0.02752765449427395,6.150093642380731,0.02677937721694431,3097118328059278223933207809761057153514305061662286562385927652072403450174885074100736752880537662754132432491300809905177629666683959148007/115653112578720317924116097370096137515656504298231727160827184452980915419408607389375621789630236319237560770336278941562702239126838912000000,0.09308418009297183,0.595,0.59,0.8393013679347421
T021_H,oracle,A,clean,T013-S0,38.75998334184956,4339304470097747795041/111953207818140489775,0.7543348010451014,776052934306263986457/1028791106059369042274,0.24521690144939232,4.621293422081025,0.01608926185128622,1095964788562171832889330193240035405444482878011093975433843325062927389473449919699319587288362684638301843040986554420644559866115949/68117779342037218226364029163494757111474807760894708555404794311998299218329805600681638169573237541382077789994045503627250245568000000,0.06044513164572617,0.68,0.68,0.791173449174614
T021_H,oracle,A,clean,T013-S1,38.759615407548864,4339263278672517816291/111953207818140489775,0.7503102836972653,1034654862891225357776/1378969321588943132807,0.458358225820291,4.6209254877803225,0.016170380227474322,1809838706877316471933709326395329490323644542434619955653789830660754678469477624946449669112946591687205212660223130191632017/111923076725326819182247156313410531316472257963463975708290905251806825198727345289290466139341630554991614205477825439649750000,0.061224644420425654,0.68,0.67,0.791173449174614
T021_H,oracle,A,clean,T013-S2,38.83304268643699,13042451094256202101214/335859623454421469325,0.7621266799789782,3153287105150973378010/4137484210942399939171,0.45735408273071615,4.694352766668448,0.016053090378053293,126228313635923219201655045383013807889255254832675928099542617945843497592611571936825965464049972003961897154363561031235782111/7863178407597711282901369495924783414457763885791568941144259339751578419245497062472445936728803502290196868965722842705872000000,0.049459627213464176,0.67,0.665,0.791173449174614
T021_H,oracle,A,clean,T013-S3,38.74013365646334,8674164468289159187007/223906415636280979550,0.7365425639594136,1030292773835348912201/1398823128831590542182,0.39108696438441665,4.601443736694805,0.01632969836439621,19970988439487002713659812442960470603714937934389453594022729278450641753942195424279073386354347750431405428626617359/1222985752329016066726849417739793170216065627600927248736222125279459997590257391235551921701400384925261622436366375000,0.04996730034298513,0.685,0.68,0.791173449174614
T021_H,oracle,A,brightness_dark,T013-S0,33.19215150713556,7431935671219106212003/223906415636280979550,0.8725287349530482,2627450834398007351146/3011305793315097544305,-0.131473947999411,15.646125052924505,0.023981847077187694,914683875064659272780749679953938966443573381275891093064722034624411825404529008267205085649177894168544987645555020258070341589285416231/38140676659336052048922698055983335068626468353228572659143758131602523719310926996048632979420355252826867836429160407345600242564992000000,0.07946246835345067,0.655,0.635,0.7649549312203539
T021_H,oracle,A,brightness_dark,T013-S1,33.19027286108093,11147272545472144673734/335859623454421469325,0.8727738541688217,3502847138293000038681/4013464795675971506515,-0.09277448622248084,15.644246406869868,0.023461760431697645,337648074387048136121747351758528229863300608441974421734275719471066721173430692683452956949676032979593486762184057143321/14391421111387446253079082048409109296920209880942235710808482849097348690825057857265668324637138777033337941036240632000000,0.07999561477779411,0.66,0.65,0.7649549312203539
T021_H,oracle,A,brightness_dark,T013-S2,33.192169499231895,7431939699764905046287/223906415636280979550,0.8725352428523452,10509815423229425907436/12045147183823210116145,-0.15838382156130235,15.646143045020835,0.02373177135845868,72035104650677085760187621673983898041608005361386024344683993933271042072262158609109504951053490929041887682768785605152639628321195435589308509/3035386763281018661227913855480927042549006421315498746353618652486399634305155302240264550093085029296994807988159037133517988015388581618168000000,0.07944034250840049,0.65,0.64,0.7649549312203539
T021_H,oracle,A,brightness_dark,T013-S3,33.172191268566976,7427466445745968516109/223906415636280979550,0.871096656479225,10496395661172616316902/12049633738231375520845,-0.15909719120183502,15.626164814355917,0.024049689854306777,266280772882210909839333025901784323803025429004537830233051889339337339687572834963166856318886386864632296152909357297963814309/11072108392887478455261488309521519491778418348741238127562257530035999689172678825010322033215241143226085350353257833968558000000,0.07988560424287929,0.655,0.635,0.7649549312203539
T021_H,oracle,A,contrast_low,T013-S0,29.620874091913674,19896911237801910359183/671719246908842938650,0.7136607092523194,6492576340109846153415/9097567311659795298754,-0.0814086254870416,9.665610104203155,0.044478660444243825,44939861796749531655336532485223938455714627855131600204872224725818876539804528372008316840542772970551202137664544881698372553959321465895249057091618067/1010369047716350357302904223929173169367998130812546979220936295982907596236458116877956320201974015689991605670252893869185888339912786902768711616784640000,0.1661570611892044,0.53,0.52,0.8965299793652233
T021_H,oracle,A,contrast_low,T013-S1,29.473606570604396,1979798880929390914366/67171924690884293865,0.7038015705063985,1598413477900461234473/2271113826515579627484,-0.28988096620253506,9.518342582893876,0.045453371717375575,78851039761131446505421631652146481334489897994516857645179955734413669499215879364544358892397219139376493838313927359622756051912437509539227565038207163162810499/1734767670293397885201630620584188211657309888720688268947023472413922607321880653854087316343936834384692300949223312686408625887448901710511299449933984364985600000,0.1725039221904497,0.53,0.52,0.8965299793652233
