client,bank,context,max_error,iterations,updates,trace,converged,cap_hit,direct_KKT,objective,initial_objective,active_classes,clipped_coordinates,L1_change,differs_from_BBSE
24,B,gaussian_noise,3.372302437298913e-15,0,0,"[{'active': [3, 7, 9], 'minimum': 0.050000000000003375, 'action': 'accept'}]",True,False,2.220446049250313e-15,4.173971671973237e-31,5.946308703295591e-33,3,0,6.319944567678703e-15,False
24,B,gaussian_blur,1.5959455978986625e-15,0,0,"[{'active': [3, 7, 9], 'minimum': 0.0500000000000016, 'action': 'accept'}]",True,False,8.881784197001252e-16,8.777425721544827e-32,4.143758645970662e-32,3,0,4.726774527341604e-15,False
25,A,clean,2.498001805406602e-16,0,0,"[{'active': [0, 1, 4], 'minimum': 0.15000000000000024, 'action': 'accept'}]",True,False,3.582059070260677e-17,7.01158870378478e-33,3.478710962049445e-33,3,0,1.9359513991901167e-15,False
25,A,brightness_dark,3.885780586188048e-16,0,0,"[{'active': [0, 1, 4], 'minimum': 0.1499999999999997, 'action': 'accept'}]",True,False,2.820649317793411e-17,6.0907534491246334e-33,1.604916543109879e-31,3,0,3.70536934468646e-15,False
25,A,contrast_low,3.885780586188048e-16,0,0,"[{'active': [0, 1, 4], 'minimum': 0.1499999999999997, 'action': 'accept'}]",True,False,1.7765274760574882e-17,6.391680002935139e-33,3.773017131676119e-32,3,0,2.3592239273284576e-15,False
25,A,gaussian_noise,3.885780586188048e-16,0,0,"[{'active': [0, 1, 4], 'minimum': 0.1499999999999997, 'action': 'accept'}]",True,False,2.6408423043966723e-17,8.60649943898046e-33,5.908993810623088e-32,3,0,1.924551787776555e-15,False
25,A,gaussian_blur,4.996003610813204e-16,0,0,"[{'active': [0, 1, 4], 'minimum': 0.1499999999999999, 'action': 'accept'}]",True,False,2.220446049250313e-16,7.974553675978398e-33,3.17838626134656e-32,3,0,5.109627998489685e-15,False
25,B,clean,2.498001805406602e-16,0,0,"[{'active': [0, 1, 4], 'minimum': 0.15000000000000024, 'action': 'accept'}]",True,False,3.582059070260677e-17,7.01158870378478e-33,3.478710962049445e-33,3,0,1.9359513991901167e-15,False
25,B,brightness_dark,3.885780586188048e-16,0,0,"[{'active': [0, 1, 4], 'minimum': 0.15000000000000013, 'action': 'accept'}]",True,False,4.440892098500626e-16,2.4507458542327576e-32,1.3746324978063896e-32,3,0,4.5261413664629145e-15,False
25,B,contrast_low,2.7755575615628914e-16,0,0,"[{'active': [0, 1, 4], 'minimum': 0.15000000000000013, 'action': 'accept'}]",True,False,1.9545518711068812e-17,4.16632813750645e-33,8.024507483910942e-32,3,0,2.609024107869118e-15,False
25,B,gaussian_noise,1.6653345369377348e-16,0,0,"[{'active': [0, 1, 4], 'minimum': 0.1499999999999999, 'action': 'accept'}]",True,False,1.2123483107788157e-17,1.185650622013392e-33,3.234358600355314e-32,3,0,3.969047313034935e-15,False
25,B,gaussian_blur,7.216449660063518e-16,0,0,"[{'active': [0, 1, 4], 'minimum': 0.15000000000000036, 'action': 'accept'}]",True,False,1.1102230246251565e-16,1.9794948709655059e-32,1.8928280234680802e-32,3,0,1.5543122344752192e-15,False
26,A,clean,4.440892098500626e-16,0,0,"[{'active': [5, 6], 'minimum': 0.0499999999999996, 'action': 'accept'}]",True,False,6.22634319017581e-17,2.683061153774468e-32,4.519916838233794e-32,2,0,4.486688798266413e-15,False
26,A,brightness_dark,1.8041124150158794e-16,0,0,"[{'active': [5, 6], 'minimum': 0.04999999999999982, 'action': 'accept'}]",True,False,1.1102230246251565e-16,1.0412058761843494e-33,6.142663279656946e-34,2,0,3.7470027081099033e-16,False
26,A,contrast_low,1.5959455978986625e-15,0,0,"[{'active': [5, 6], 'minimum': 0.0500000000000016, 'action': 'accept'}]",True,False,4.457830723404991e-17,6.741695200835983e-32,2.1703199219005927e-32,2,0,4.74851639490718e-15,False
26,A,gaussian_noise,4.440892098500626e-16,0,0,"[{'active': [5, 6], 'minimum': 0.0499999999999996, 'action': 'accept'}]",True,False,2.892441301279322e-17,7.175593675611506e-33,3.2060715042971267e-32,2,0,2.33285613049361e-15,False
26,A,gaussian_blur,1.1102230246251565e-16,0,0,"[{'active': [5, 6], 'minimum': 0.050000000000000044, 'action': 'accept'}]",True,False,1.1102230246251565e-16,1.6912072324150415e-33,8.823166557724024e-33,2,0,1.8064253796505154e-15,False
26,B,clean,4.440892098500626e-16,0,0,"[{'active': [5, 6], 'minimum': 0.0499999999999996, 'action': 'accept'}]",True,False,6.22634319017581e-17,2.683061153774468e-32,4.519916838233794e-32,2,0,4.486688798266413e-15,False
26,B,brightness_dark,6.661338147750939e-16,0,0,"[{'active': [5, 6], 'minimum': 0.04999999999999938, 'action': 'accept'}]",True,False,4.8080194713535207e-17,1.5371328368640626e-32,9.22979356356047e-33,2,0,1.4665352265907929e-15,False
26,B,contrast_low,6.661338147750939e-16,0,0,"[{'active': [5, 6], 'minimum': 0.04999999999999938, 'action': 'accept'}]",True,False,5.091290830684886e-17,1.4956049724382128e-32,2.1614952507100996e-31,2,0,3.899658373995862e-15,False
26,B,gaussian_noise,6.245004513516506e-16,0,0,"[{'active': [5, 6], 'minimum': 0.04999999999999938, 'action': 'accept'}]",True,False,1.1102230246251565e-16,1.0712985315654e-32,2.784322939131703e-32,2,0,3.892719480091955e-15,False
26,B,gaussian_blur,4.163336342344337e-17,0,0,"[{'active': [5, 6], 'minimum': 0.050000000000000044, 'action': 'accept'}]",True,False,6.31663648218816e-19,2.5578757073892976e-35,5.587002398045847e-32,2,0,2.9323765637911945e-15,False
27,A,clean,0.0,0,0,"[{'active': [1], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,1.6607008030225015e-32,1,0,8.696747026230394e-16,False
27,A,brightness_dark,0.0,0,0,"[{'active': [1], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,1.990471167015744e-31,1,0,2.7200464103316335e-15,False
27,A,contrast_low,0.0,0,0,"[{'active': [1], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,2.1121583422128672e-31,1,0,3.4416913763379853e-15,False
27,A,gaussian_noise,0.0,0,0,"[{'active': [1], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,3.6880655655354135e-31,1,0,3.164135620181696e-15,False
27,A,gaussian_blur,0.0,0,0,"[{'active': [1], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,2.8469532781435146e-32,1,0,7.41073868937292e-16,False
27,B,clean,0.0,0,0,"[{'active': [1], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,1.6607008030225015e-32,1,0,8.696747026230394e-16,False
27,B,brightness_dark,0.0,0,0,"[{'active': [1], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,1.0062419722134913e-31,1,0,1.8041124150158794e-15,False
27,B,contrast_low,0.0,0,0,"[{'active': [1], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,1.1935649903786084e-31,1,0,1.9984014443252818e-15,False
27,B,gaussian_noise,0.0,0,0,"[{'active': [1], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,3.1743237528701183e-32,1,0,1.1657341758564144e-15,False
27,B,gaussian_blur,0.0,0,0,"[{'active': [1], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,2.562107487052258e-31,1,0,2.4980018054066022e-15,False
28,A,clean,1.8471335572201042e-14,0,0,"[{'active': [0, 2, 3, 4, 5, 8], 'minimum': 0.04999999999999005, 'action': 'accept'}]",True,False,2.7533531010703882e-14,6.005319798644723e-29,1.5287068933573685e-32,6,0,5.0335727649500734e-14,False
28,A,brightness_dark,1.6486811915683575e-13,0,0,"[{'active': [0, 2, 3, 4, 5, 8], 'minimum': 0.05000000000000249, 'action': 'accept'}]",True,False,4.440892098500626e-14,3.356118193527612e-28,5.176087188817602e-32,6,0,2.88600492710194e-13,False
28,A,contrast_low,5.399847236020605e-14,0,0,"[{'active': [0, 2, 3, 4, 5, 8], 'minimum': 0.049999999999959854, 'action': 'accept'}]",True,False,8.43769498715119e-15,1.096195990921466e-29,8.812483665063751e-32,6,0,1.9030808674967504e-13,False
28,A,gaussian_noise,5.2582938003808977e-14,0,0,"[{'active': [0, 2, 3, 4, 5, 8], 'minimum': 0.04999999999994742, 'action': 'accept'}]",True,False,7.105427357601002e-15,1.4290583150698007e-28,1.9477471195384975e-32,6,0,2.0365711432083583e-13,False
28,A,gaussian_blur,2.416122857340497e-14,0,0,"[{'active': [0, 2, 3, 4, 5, 8], 'minimum': 0.04999999999997584, 'action': 'accept'}]",True,False,2.3092638912203256e-14,3.4716000675829025e-29,2.400340656469498e-32,6,0,6.397461925290925e-14,False
28,B,clean,1.8471335572201042e-14,0,0,"[{'active': [0, 2, 3, 4, 5, 8], 'minimum': 0.04999999999999005, 'action': 'accept'}]",True,False,2.7533531010703882e-14,6.005319798644723e-29,1.5287068933573685e-32,6,0,5.0335727649500734e-14,False
28,B,brightness_dark,2.103178742274281e-13,0,0,"[{'active': [0, 2, 3, 4, 5, 8], 'minimum': 0.0499999999998586, 'action': 'accept'}]",True,False,2.4424906541753444e-14,1.2841434015930845e-27,4.0113509622940397e-32,6,0,4.554592814010049e-13,False
28,B,contrast_low,7.671641100159832e-14,0,0,"[{'active': [0, 2, 3, 4, 5, 8], 'minimum': 0.049999999999954525, 'action': 'accept'}]",True,False,2.4868995751603507e-14,2.019656423512762e-28,4.551514126383897e-33,6,0,2.596811654598241e-13,False
28,B,gaussian_noise,5.1181281435219717e-14,0,0,"[{'active': [0, 2, 3, 4, 5, 8], 'minimum': 0.049999999999966516, 'action': 'accept'}]",True,False,3.197442310920451e-14,9.503745813403786e-29,2.336694690338576e-33,6,0,1.42710496198184e-13,False
28,B,gaussian_blur,1.8471335572201042e-14,0,0,"[{'active': [0, 2, 3, 4, 5, 8], 'minimum': 0.049999999999993605, 'action': 'accept'}]",True,False,2.4868995751603507e-14,4.234263059345556e-29,1.0544466445520116e-32,6,0,5.574071297124542e-14,False
29,A,clean,0.0,0,0,"[{'active': [1], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,1.516805248154163e-31,1,0,1.942890293094024e-15,False
29,A,brightness_dark,0.0,0,0,"[{'active': [1], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,1.147380287532541e-31,1,0,1.3525060701032507e-15,False
29,A,contrast_low,0.0,0,0,"[{'active': [1], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,2.3787943152166657e-31,1,0,2.6645352591003757e-15,False
29,A,gaussian_noise,0.0,0,0,"[{'active': [1], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,6.633925878752596e-33,1,0,1.6653345369377348e-16,False
29,A,gaussian_blur,0.0,0,0,"[{'active': [1], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,1.2446359881421738e-31,1,0,2.6645352591003757e-15,False
29,B,clean,0.0,0,0,"[{'active': [1], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,1.516805248154163e-31,1,0,1.942890293094024e-15,False
29,B,brightness_dark,0.0,0,0,"[{'active': [1], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,1.7540482200145203e-31,1,0,2.6367796834847468e-15,False
29,B,contrast_low,0.0,0,0,"[{'active': [1], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,2.687274125527815e-32,1,0,9.992007221626409e-16,False
29,B,gaussian_noise,0.0,0,0,"[{'active': [1], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,3.4024260806584816e-32,1,0,8.326672684688674e-16,False
29,B,gaussian_blur,0.0,0,0,"[{'active': [1], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,2.6126443401828096e-32,1,0,1.0732155904709848e-15,False
30,A,clean,9.950373858202965e-15,0,0,"[{'active': [2, 4, 5], 'minimum': 0.04999999999999005, 'action': 'accept'}]",True,False,1.7763568394002505e-15,6.788124406507022e-31,5.266252307503074e-32,3,0,2.1524448889920222e-14,False
30,A,brightness_dark,6.820932707540805e-14,0,0,"[{'active': [2, 4, 5], 'minimum': 0.05000000000006821, 'action': 'accept'}]",True,False,1.4210854715202004e-14,1.6699534293883323e-29,4.3130298324890715e-32,3,0,1.498592916426844e-13,False
30,A,contrast_low,9.936496070395151e-15,0,0,"[{'active': [2, 4, 5], 'minimum': 0.04999999999999716, 'action': 'accept'}]",True,False,3.552713678800501e-15,1.3431811590348846e-30,1.4330122492456277e-32,3,0,1.8235413179468196e-14,False
30,A,gaussian_noise,4.274358644806853e-15,0,0,"[{'active': [2, 4, 5], 'minimum': 0.04999999999999716, 'action': 'accept'}]",True,False,7.105427357601002e-15,3.940892018984848e-30,4.983343731101973e-32,3,0,8.867906409193438e-15,False
30,A,gaussian_blur,1.1379786002407855e-14,0,0,"[{'active': [2, 4, 5], 'minimum': 0.05000000000001137, 'action': 'accept'}]",True,False,5.329070518200751e-15,2.265110281718133e-30,1.1122245428836287e-32,3,0,2.8976820942716586e-14,False
30,B,clean,9.950373858202965e-15,0,0,"[{'active': [2, 4, 5], 'minimum': 0.04999999999999005, 'action': 'accept'}]",True,False,1.7763568394002505e-15,6.788124406507022e-31,5.266252307503074e-32,3,0,2.1524448889920222e-14,False
30,B,brightness_dark,1.4210854715202004e-14,0,0,"[{'active': [2, 4, 5], 'minimum': 0.05000000000001137, 'action': 'accept'}]",True,False,1.5765920423350365e-16,1.3553645467240952e-30,6.312874861656013e-32,3,0,3.307076834602185e-14,False
30,B,contrast_low,3.126665593100597e-14,0,0,"[{'active': [2, 4, 5], 'minimum': 0.049999999999968736, 'action': 'accept'}]",True,False,7.105427357601002e-15,5.764803347732015e-30,3.0902523968993083e-32,3,0,5.953570969552402e-14,False
30,B,gaussian_noise,9.950373858202965e-15,0,0,"[{'active': [2, 4, 5], 'minimum': 0.04999999999999005, 'action': 'accept'}]",True,False,1.7763568394002505e-15,4.305912919491453e-31,3.2433863969696294e-32,3,0,2.1458529397833104e-14,False
30,B,gaussian_blur,1.7055801215803967e-14,0,0,"[{'active': [2, 4, 5], 'minimum': 0.04999999999998295, 'action': 'accept'}]",True,False,1.7763568394002505e-15,8.140003095263414e-31,2.0830136054763198e-32,3,0,3.2604474675679286e-14,False
31,A,clean,0.0,0,0,"[{'active': [8], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,6.47533758489446e-32,1,0,1.7222334669497742e-15,False
31,A,brightness_dark,0.0,0,0,"[{'active': [8], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,8.760122444700723e-32,1,0,1.8041124150158794e-15,False
31,A,contrast_low,0.0,0,0,"[{'active': [8], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,4.132925290033484e-32,1,0,1.2212453270876722e-15,False
31,A,gaussian_noise,0.0,0,0,"[{'active': [8], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,2.315644877899531e-31,1,0,2.6645352591003757e-15,False
31,A,gaussian_blur,0.0,0,0,"[{'active': [8], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,2.4755722949221243e-32,1,0,6.661338147750939e-16,False
31,B,clean,0.0,0,0,"[{'active': [8], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,6.47533758489446e-32,1,0,1.7222334669497742e-15,False
31,B,brightness_dark,0.0,0,0,"[{'active': [8], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,2.4754970632836717e-31,1,0,2.914335439641036e-15,False
31,B,contrast_low,0.0,0,0,"[{'active': [8], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,0.0,1,0,0.0,False
31,B,gaussian_noise,0.0,0,0,"[{'active': [8], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,3.082390690681009e-32,1,0,1.2212453270876722e-15,False
31,B,gaussian_blur,0.0,0,0,"[{'active': [8], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,9.045852207543798e-33,1,0,5.551115123125783e-16,False
32,A,clean,1.2795320358804929e-14,0,0,"[{'active': [0, 2, 4, 5, 8], 'minimum': 0.05000000000000121, 'action': 'accept'}]",True,False,1.3793139709270942e-15,8.342624467107873e-30,3.5154240016143264e-32,5,0,2.968954447370363e-14,False
32,A,brightness_dark,9.059419880941277e-14,0,0,"[{'active': [0, 2, 4, 5, 8], 'minimum': 0.05000000000000693, 'action': 'accept'}]",True,False,3.097522238704187e-14,5.896499490572153e-29,4.106142826744349e-33,5,0,1.8189616479702408e-13,False
32,A,contrast_low,2.4868995751603507e-14,0,0,"[{'active': [0, 2, 4, 5, 8], 'minimum': 0.049999999999991385, 'action': 'accept'}]",True,False,5.773159728050814e-15,2.6710361286842e-30,2.0699233003855628e-32,5,0,6.708522626297508e-14,False
32,A,gaussian_noise,2.6645352591003757e-14,0,0,"[{'active': [0, 2, 4, 5, 8], 'minimum': 0.04999999999999638, 'action': 'accept'}]",True,False,1.509903313490213e-14,1.567211649623638e-29,4.5939447704711785e-32,5,0,5.962552982216905e-14,False
32,A,gaussian_blur,3.885780586188048e-15,0,0,"[{'active': [0, 2, 4, 5, 8], 'minimum': 0.04999999999999877, 'action': 'accept'}]",True,False,9.103828801926284e-15,5.739855031788355e-30,3.012274803643161e-32,5,0,1.1680085910804729e-14,False
32,B,clean,1.2795320358804929e-14,0,0,"[{'active': [0, 2, 4, 5, 8], 'minimum': 0.05000000000000121, 'action': 'accept'}]",True,False,1.3793139709270942e-15,8.342624467107873e-30,3.5154240016143264e-32,5,0,2.968954447370363e-14,False
32,B,brightness_dark,2.7353119769202294e-14,0,0,"[{'active': [0, 2, 4, 5, 8], 'minimum': 0.050000000000027356, 'action': 'accept'}]",True,False,8.659739592076221e-15,1.71676432277706e-29,2.9298209278990825e-32,5,0,7.23148393018865e-14,False
32,B,contrast_low,3.197442310920451e-14,0,0,"[{'active': [0, 2, 4, 5, 8], 'minimum': 0.05000000000001581, 'action': 'accept'}]",True,False,1.3322676295501878e-14,4.9340670079155025e-29,6.044109833284005e-33,5,0,1.0552669849062113e-13,False
32,B,gaussian_noise,3.885780586188048e-15,0,0,"[{'active': [0, 2, 4, 5, 8], 'minimum': 0.04999999999999777, 'action': 'accept'}]",True,False,3.774758283725532e-15,1.705826244399156e-30,1.0020854241889837e-32,5,0,1.0623446566881967e-14,False
32,B,gaussian_blur,1.2073675392798577e-14,0,0,"[{'active': [0, 2, 4, 5, 8], 'minimum': 0.050000000000001044, 'action': 'accept'}]",True,False,7.66053886991358e-15,7.094048598059935e-30,2.3291715264933134e-32,5,0,2.744101242531845e-14,False
33,A,clean,1.1102230246251565e-16,0,0,"[{'active': [0, 3], 'minimum': 0.14999999999999994, 'action': 'accept'}]",True,False,1.2670909123866603e-17,1.373729718144958e-33,3.678676657056526e-32,2,0,1.0547118733938987e-15,False
33,A,brightness_dark,5.551115123125783e-17,0,0,"[{'active': [0, 3], 'minimum': 0.15000000000000005, 'action': 'accept'}]",True,False,2.3565675715668048e-18,6.018531076210112e-34,4.234638465221435e-32,2,0,2.2545622776111904e-15,False
33,A,contrast_low,2.7755575615628914e-16,0,0,"[{'active': [0, 3], 'minimum': 0.15000000000000027, 'action': 'accept'}]",True,False,3.2350852443657833e-17,5.682997968711398e-33,3.012274803643161e-32,2,0,5.713022647550286e-15,False
33,A,gaussian_noise,2.7755575615628914e-16,0,0,"[{'active': [0, 3], 'minimum': 0.15000000000000027, 'action': 'accept'}]",True,False,3.241493195546342e-17,5.422696499665311e-33,8.571892885292252e-33,2,0,1.304512053934559e-15,False
33,A,gaussian_blur,1.1102230246251565e-16,0,0,"[{'active': [0, 3], 'minimum': 0.14999999999999997, 'action': 'accept'}]",True,False,1.0824371594789551e-17,2.5292876847772996e-33,1.820154260722843e-32,2,0,9.159339953157541e-16,False
33,B,clean,1.1102230246251565e-16,0,0,"[{'active': [0, 3], 'minimum': 0.14999999999999994, 'action': 'accept'}]",True,False,1.2670909123866603e-17,1.373729718144958e-33,3.678676657056526e-32,2,0,1.0547118733938987e-15,False
33,B,brightness_dark,1.3877787807814457e-16,0,0,"[{'active': [0, 3], 'minimum': 0.14999999999999986, 'action': 'accept'}]",True,False,1.6856666160552936e-17,2.1441016958998524e-33,7.033405878936042e-32,2,0,3.0322966360074588e-15,False
33,B,contrast_low,1.3877787807814457e-16,0,0,"[{'active': [0, 3], 'minimum': 0.14999999999999986, 'action': 'accept'}]",True,False,1.3690130084207706e-17,1.5166698312049482e-33,2.940804747113166e-32,2,0,3.524958103184872e-15,False
33,B,gaussian_noise,3.3306690738754696e-16,0,0,"[{'active': [0, 3], 'minimum': 0.1500000000000003, 'action': 'accept'}]",True,False,4.334828544383638e-17,7.733812432929994e-33,3.881350691047901e-32,2,0,1.942890293094024e-15,False
33,B,gaussian_blur,1.942890293094024e-16,0,0,"[{'active': [0, 3], 'minimum': 0.1500000000000002, 'action': 'accept'}]",True,False,2.1711856348516353e-17,3.131140792398311e-33,1.7202466448577553e-32,2,0,2.781876911368235e-15,False
34,A,clean,8.881784197001252e-16,0,0,"[{'active': [2, 3, 8], 'minimum': 0.10000000000000014, 'action': 'accept'}]",True,False,4.440892098500626e-16,2.8744504419979495e-32,2.926510735807167e-33,3,0,2.282679253950981e-15,False
34,A,brightness_dark,8.881784197001252e-16,0,0,"[{'active': [2, 3, 8], 'minimum': 0.10000000000000003, 'action': 'accept'}]",True,False,4.440892098500626e-16,2.738582102952506e-32,9.846316840679743e-33,3,0,5.6066262743570405e-15,False
34,A,contrast_low,3.608224830031759e-16,0,0,"[{'active': [2, 3, 8], 'minimum': 0.09999999999999998, 'action': 'accept'}]",True,False,4.440892098500626e-16,8.112979890731231e-33,6.415904590516885e-32,3,0,2.525757381022231e-15,False
34,A,gaussian_noise,1.7763568394002505e-15,0,0,"[{'active': [2, 3, 8], 'minimum': 0.1, 'action': 'accept'}]",True,False,1.4432899320127035e-15,1.6590080911573174e-31,2.096856226951603e-32,3,0,2.334689981025357e-15,False
34,A,gaussian_blur,1.7763568394002505e-15,0,0,"[{'active': [2, 3, 8], 'minimum': 0.1000000000000002, 'action': 'accept'}]",True,False,1.3322676295501878e-15,1.7446517883717873e-31,2.901533831840895e-32,3,0,4.092559624524483e-15,False
34,B,clean,8.881784197001252e-16,0,0,"[{'active': [2, 3, 8], 'minimum': 0.10000000000000014, 'action': 'accept'}]",True,False,4.440892098500626e-16,2.8744504419979495e-32,2.926510735807167e-33,3,0,2.282679253950981e-15,False
34,B,brightness_dark,8.881784197001252e-16,0,0,"[{'active': [2, 3, 8], 'minimum': 0.09999999999999998, 'action': 'accept'}]",True,False,5.551115123125783e-16,3.067043436436673e-32,7.294459664366656e-32,3,0,3.653823275686006e-15,False
34,B,contrast_low,3.191891195797325e-15,0,0,"[{'active': [2, 3, 8], 'minimum': 0.09999999999999998, 'action': 'accept'}]",True,False,1.4432899320127035e-15,2.2868612530275563e-31,3.0381544872708646e-32,3,0,3.191891195797325e-15,False
34,B,gaussian_noise,1.7763568394002505e-15,0,0,"[{'active': [2, 3, 8], 'minimum': 0.09999999999999987, 'action': 'accept'}]",True,False,1.1102230246251565e-15,1.0087659936835769e-31,5.201515482614589e-33,3,0,5.19326645179571e-15,False
34,B,gaussian_blur,3.608224830031759e-16,0,0,"[{'active': [2, 3, 8], 'minimum': 0.10000000000000009, 'action': 'accept'}]",True,False,4.440892098500626e-16,1.7844944640962982e-32,4.4779375839772286e-32,3,0,4.1811792123829555e-15,False
35,A,clean,1.1102230246251565e-16,0,0,"[{'active': [1, 8], 'minimum': 0.45000000000000007, 'action': 'accept'}]",True,False,7.020645423912939e-18,1.670142373648306e-33,4.124198419972979e-33,2,0,4.0708177569589076e-16,False
35,A,brightness_dark,4.440892098500626e-16,0,0,"[{'active': [1, 8], 'minimum': 0.4500000000000004, 'action': 'accept'}]",True,False,3.022519153699828e-17,1.2923290853392163e-32,1.1970256457474292e-31,2,0,1.905882858939852e-15,False
35,A,contrast_low,1.1102230246251565e-16,0,0,"[{'active': [1, 8], 'minimum': 0.45000000000000007, 'action': 'accept'}]",True,False,1.8566602912809788e-18,2.4976903966271965e-34,5.136364883714615e-32,2,0,1.3988810110276974e-15,False
35,A,gaussian_noise,6.106226635438361e-16,0,0,"[{'active': [1, 8], 'minimum': 0.4499999999999994, 'action': 'accept'}]",True,False,4.452671997079259e-17,3.1839534025920545e-32,7.989600003668924e-33,2,0,1.258252761241844e-15,False
35,A,gaussian_blur,4.440892098500626e-16,0,0,"[{'active': [1, 8], 'minimum': 0.4500000000000004, 'action': 'accept'}]",True,False,2.335817978146999e-17,8.174669834262385e-33,1.5161582560634704e-31,2,0,4.063416270128073e-15,False
35,B,clean,1.1102230246251565e-16,0,0,"[{'active': [1, 8], 'minimum': 0.45000000000000007, 'action': 'accept'}]",True,False,7.020645423912939e-18,1.670142373648306e-33,4.124198419972979e-33,2,0,4.0708177569589076e-16,False
35,B,brightness_dark,6.661338147750939e-16,0,0,"[{'active': [1, 8], 'minimum': 0.4500000000000006, 'action': 'accept'}]",True,False,3.3770707903430074e-17,2.1779559332035343e-32,4.000216679803051e-32,2,0,1.1046719095020307e-15,False
35,B,contrast_low,3.3306690738754696e-16,0,0,"[{'active': [1, 8], 'minimum': 0.4499999999999997, 'action': 'accept'}]",True,False,1.510833675665366e-17,6.506032093383131e-33,9.172391823421116e-32,2,0,2.0354088784794535e-15,False
35,B,gaussian_noise,2.220446049250313e-16,0,0,"[{'active': [1, 8], 'minimum': 0.45000000000000023, 'action': 'accept'}]",True,False,2.1513691157410226e-17,7.848164523377986e-33,1.8482908935041254e-32,2,0,9.992007221626409e-16,False
35,B,gaussian_blur,2.220446049250313e-16,0,0,"[{'active': [1, 8], 'minimum': 0.45000000000000023, 'action': 'accept'}]",True,False,2.4567382386886536e-17,7.739830964006204e-33,1.5852810854737435e-32,2,0,8.326672684688674e-16,False
36,A,clean,3.6942671144402084e-14,0,0,"[{'active': [0, 1, 6, 7, 9], 'minimum': 0.04999999999998295, 'action': 'accept'}]",True,False,2.4618605829595884e-15,4.2589996734586105e-29,9.76687223047377e-32,5,0,7.706335569679368e-14,False
36,A,brightness_dark,5.2582938003808977e-14,0,0,"[{'active': [0, 1, 6, 7, 9], 'minimum': 0.04999999999994742, 'action': 'accept'}]",True,False,6.816769371198461e-14,4.098496884865132e-28,6.474133878679218e-32,5,0,1.1362934402926937e-13,False
36,A,contrast_low,3.4111602431607935e-14,0,0,"[{'active': [0, 1, 6, 7, 9], 'minimum': 0.04999999999998295, 'action': 'accept'}]",True,False,2.8199664825478976e-14,6.623042117617655e-29,1.7916565160769883e-31,5,0,7.825486290715032e-14,False
36,A,gaussian_noise,7.813194535799539e-15,0,0,"[{'active': [0, 1, 6, 7, 9], 'minimum': 0.04999999999999971, 'action': 'accept'}]",True,False,2.7755575615628914e-15,7.605407072419051e-30,1.5840773792585015e-32,5,0,2.0539125955565396e-14,False
36,A,gaussian_blur,3.126665593100597e-14,0,0,"[{'active': [0, 1, 6, 7, 9], 'minimum': 0.049999999999968736, 'action': 'accept'}]",True,False,1.6653345369377348e-14,3.53206704559937e-29,4.3164904878578924e-32,5,0,6.27731993369756e-14,False
36,B,clean,3.6942671144402084e-14,0,0,"[{'active': [0, 1, 6, 7, 9], 'minimum': 0.04999999999998295, 'action': 'accept'}]",True,False,2.4618605829595884e-15,4.2589996734586105e-29,9.76687223047377e-32,5,0,7.706335569679368e-14,False
36,B,brightness_dark,3.4111602431607935e-14,0,0,"[{'active': [0, 1, 6, 7, 9], 'minimum': 0.050000000000000266, 'action': 'accept'}]",True,False,1.021405182655144e-14,3.076322205796866e-29,1.1293773564508275e-31,5,0,8.011696464979171e-14,False
