client,bank,context,max_error,iterations,updates,trace,converged,cap_hit,direct_KKT,objective,initial_objective,active_classes,clipped_coordinates,L1_change,differs_from_BBSE
0,A,clean,1.5265566588595902e-16,0,0,"[{'active': [1, 6, 7], 'minimum': 0.050000000000000155, 'action': 'accept'}]",True,False,2.220446049250313e-16,7.613441811405792e-33,2.192099481232628e-32,3,0,9.08995101411847e-16,False
0,A,brightness_dark,1.1102230246251565e-16,0,0,"[{'active': [1, 6, 7], 'minimum': 0.050000000000000044, 'action': 'accept'}]",True,False,2.0622890711714746e-17,1.8792863285466075e-33,6.177570759898964e-32,3,0,4.297950884080138e-15,False
0,A,contrast_low,1.5126788710517758e-15,0,0,"[{'active': [1, 6, 7], 'minimum': 0.04999999999999849, 'action': 'accept'}]",True,False,4.440892098500626e-16,1.4804533204538539e-31,3.962751323853643e-32,3,0,3.400058012914542e-15,False
0,A,gaussian_noise,4.85722573273506e-16,0,0,"[{'active': [1, 6, 7], 'minimum': 0.05000000000000049, 'action': 'accept'}]",True,False,2.220446049250313e-16,1.6785683171550002e-32,1.2813452661251329e-32,3,0,2.3619994848900204e-15,False
0,A,gaussian_blur,1.8041124150158794e-16,0,0,"[{'active': [1, 6, 7], 'minimum': 0.04999999999999982, 'action': 'accept'}]",True,False,3.129167832025407e-17,5.22558960691943e-33,9.771837518611643e-32,3,0,2.4514120891946536e-15,False
0,B,clean,1.5265566588595902e-16,0,0,"[{'active': [1, 6, 7], 'minimum': 0.050000000000000155, 'action': 'accept'}]",True,False,2.220446049250313e-16,7.613441811405792e-33,2.192099481232628e-32,3,0,9.08995101411847e-16,False
0,B,brightness_dark,6.245004513516506e-16,0,0,"[{'active': [1, 6, 7], 'minimum': 0.04999999999999938, 'action': 'accept'}]",True,False,2.220446049250313e-16,3.652195120321201e-32,1.0148748027259301e-32,3,0,1.942890293094024e-15,False
0,B,contrast_low,3.3306690738754696e-16,0,0,"[{'active': [1, 6, 7], 'minimum': 0.04999999999999982, 'action': 'accept'}]",True,False,6.661338147750939e-16,3.209080769835232e-32,7.575073675794952e-32,3,0,4.032488628727801e-15,False
0,B,gaussian_noise,4.85722573273506e-16,0,0,"[{'active': [1, 6, 7], 'minimum': 0.05000000000000049, 'action': 'accept'}]",True,False,3.9522847039366705e-17,1.560003254953661e-32,1.4853734696086557e-32,3,0,1.8665624601510444e-15,False
0,B,gaussian_blur,5.967448757360216e-16,0,0,"[{'active': [1, 6, 7], 'minimum': 0.0500000000000006, 'action': 'accept'}]",True,False,2.220446049250313e-16,3.274231368735206e-32,5.592419076014436e-32,3,0,2.192690473634684e-15,False
1,A,clean,1.6653345369377348e-16,0,0,"[{'active': [1, 7], 'minimum': 0.15000000000000016, 'action': 'accept'}]",True,False,3.5495525982861815e-17,4.972811301718605e-33,5.711585991323396e-33,2,0,1.2443749734340297e-15,False
1,A,brightness_dark,1.942890293094024e-16,0,0,"[{'active': [1, 7], 'minimum': 0.1500000000000002, 'action': 'accept'}]",True,False,3.496285932987893e-17,4.431143504859695e-33,1.9413373839423337e-31,2,0,4.354155924701786e-15,False
1,A,contrast_low,1.1102230246251565e-16,0,0,"[{'active': [1, 7], 'minimum': 0.15000000000000008, 'action': 'accept'}]",True,False,1.5535899249619037e-17,1.1089143507917131e-33,9.514093925272945e-32,2,0,3.1363800445660672e-15,False
1,A,gaussian_noise,8.326672684688674e-17,0,0,"[{'active': [1, 7], 'minimum': 0.15000000000000008, 'action': 'accept'}]",True,False,1.1748049050936267e-17,2.0222264416065976e-33,4.453712996395483e-33,2,0,9.483155002006547e-16,False
1,A,gaussian_blur,1.1102230246251565e-16,0,0,"[{'active': [1, 7], 'minimum': 0.14999999999999994, 'action': 'accept'}]",True,False,3.1234238230662136e-18,5.296307347064899e-34,2.6519152554550806e-32,2,0,3.760880495917718e-15,False
1,B,clean,1.6653345369377348e-16,0,0,"[{'active': [1, 7], 'minimum': 0.15000000000000016, 'action': 'accept'}]",True,False,3.5495525982861815e-17,4.972811301718605e-33,5.711585991323396e-33,2,0,1.2443749734340297e-15,False
1,B,brightness_dark,2.7755575615628914e-17,0,0,"[{'active': [1, 7], 'minimum': 0.15000000000000002, 'action': 'accept'}]",True,False,0.0,0.0,9.14816723583937e-34,2,0,3.885780586188048e-16,False
1,B,contrast_low,1.1102230246251565e-16,0,0,"[{'active': [1, 7], 'minimum': 0.14999999999999994, 'action': 'accept'}]",True,False,1.1966564921549844e-18,2.407412430484045e-34,4.7576488157440936e-32,2,0,1.6209256159527283e-15,False
1,B,gaussian_noise,2.7755575615628914e-17,0,0,"[{'active': [1, 7], 'minimum': 0.15000000000000002, 'action': 'accept'}]",True,False,8.168736174286095e-18,4.81482486096809e-34,3.0796823516967143e-32,2,0,2.933764342571976e-15,False
1,B,gaussian_blur,1.1102230246251565e-16,0,0,"[{'active': [1, 7], 'minimum': 0.14999999999999988, 'action': 'accept'}]",True,False,1.710264027470546e-17,2.533801583084457e-33,7.861706218299459e-33,2,0,1.582067810090848e-15,False
2,A,clean,4.621303340002214e-15,0,0,"[{'active': [3, 4, 9], 'minimum': 0.04999999999999538, 'action': 'accept'}]",True,False,7.771561172376096e-16,1.6166376323807982e-31,5.037510510787864e-33,3,0,1.0267580436667296e-14,False
2,A,brightness_dark,4.260480856999038e-15,0,0,"[{'active': [3, 4, 9], 'minimum': 0.04999999999999716, 'action': 'accept'}]",True,False,1.3322676295501878e-15,2.235583368258246e-31,1.3592852435620538e-31,3,0,9.950373858202965e-15,False
2,A,contrast_low,6.3976601794024646e-15,0,0,"[{'active': [3, 4, 9], 'minimum': 0.049999999999993605, 'action': 'accept'}]",True,False,2.220446049250313e-15,4.537310393044041e-31,2.2930603400360527e-32,3,0,9.769962616701378e-15,False
2,A,gaussian_noise,1.0685896612017132e-15,0,0,"[{'active': [3, 4, 9], 'minimum': 0.049999999999998934, 'action': 'accept'}]",True,False,6.661338147750939e-16,3.698387346331114e-32,1.2197155079047413e-31,3,0,3.3029134982598407e-15,False
2,A,gaussian_blur,1.0685896612017132e-15,0,0,"[{'active': [3, 4, 9], 'minimum': 0.049999999999998934, 'action': 'accept'}]",True,False,1.4432899320127035e-15,1.5627717792487177e-31,2.9773673234011424e-32,3,0,1.482147737874584e-15,False
2,B,clean,4.621303340002214e-15,0,0,"[{'active': [3, 4, 9], 'minimum': 0.04999999999999538, 'action': 'accept'}]",True,False,7.771561172376096e-16,1.6166376323807982e-31,5.037510510787864e-33,3,0,1.0267580436667296e-14,False
2,B,brightness_dark,7.077671781985373e-16,0,0,"[{'active': [3, 4, 9], 'minimum': 0.05000000000000071, 'action': 'accept'}]",True,False,1.3322676295501878e-15,1.3746324978063896e-31,9.208954399709092e-32,3,0,3.164135620181696e-15,False
2,B,contrast_low,4.260480856999038e-15,0,0,"[{'active': [3, 4, 9], 'minimum': 0.049999999999998934, 'action': 'accept'}]",True,False,3.1086244689504383e-15,8.671920871778864e-31,1.4281974243846596e-32,3,0,9.797718192317006e-15,False
2,B,gaussian_noise,4.621303340002214e-15,0,0,"[{'active': [3, 4, 9], 'minimum': 0.04999999999999538, 'action': 'accept'}]",True,False,1.9984014443252818e-15,4.042406582647284e-31,7.980572207054609e-33,3,0,6.888933867799096e-15,False
2,B,gaussian_blur,4.621303340002214e-15,0,0,"[{'active': [3, 4, 9], 'minimum': 0.04999999999999538, 'action': 'accept'}]",True,False,1.9984014443252818e-15,3.7594754367546465e-31,1.6346330402986664e-32,3,0,6.6058269965196814e-15,False
3,A,clean,0.0,0,0,"[{'active': [0], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,0.0,1,0,0.0,False
3,A,brightness_dark,0.0,0,0,"[{'active': [0], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,4.7884937875096704e-32,1,0,2.1649348980190553e-15,False
3,A,contrast_low,0.0,0,0,"[{'active': [0], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,2.4149355943293075e-33,1,0,3.3306690738754696e-16,False
3,A,gaussian_noise,0.0,0,0,"[{'active': [0], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,3.6231557078784874e-33,1,0,4.718447854656915e-16,False
3,A,gaussian_blur,0.0,0,0,"[{'active': [0], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,4.560240996444402e-32,1,0,3.497202527569243e-15,False
3,B,clean,0.0,0,0,"[{'active': [0], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,0.0,1,0,0.0,False
3,B,brightness_dark,0.0,0,0,"[{'active': [0], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,9.990761586508786e-34,1,0,1.1102230246251565e-16,False
3,B,contrast_low,0.0,0,0,"[{'active': [0], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,1.599018382655193e-31,1,0,3.808064974464287e-15,False
3,B,gaussian_noise,0.0,0,0,"[{'active': [0], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,1.0267614016014451e-32,1,0,2.7131075164277263e-15,False
3,B,gaussian_blur,0.0,0,0,"[{'active': [0], 'minimum': 1.0, 'action': 'accept'}]",True,False,0.0,0.0,3.4082941484577864e-32,1,0,2.6645352591003757e-15,False
4,A,clean,1.1102230246251565e-15,0,0,"[{'active': [4, 5, 9], 'minimum': 0.04999999999999982, 'action': 'accept'}]",True,False,1.1102230246251565e-15,1.255285026565143e-31,1.8440779217507783e-32,3,0,2.831068712794149e-15,False
4,A,brightness_dark,1.1102230246251565e-15,0,0,"[{'active': [4, 5, 9], 'minimum': 0.05000000000000071, 'action': 'accept'}]",True,False,4.440892098500626e-16,2.1714860122966084e-32,1.6972257634912516e-32,3,0,2.2995494397548553e-15,False
4,A,contrast_low,2.886579864025407e-15,0,0,"[{'active': [4, 5, 9], 'minimum': 0.049999999999998934, 'action': 'accept'}]",True,False,4.218847493575595e-15,1.3965700435791754e-30,1.3626556209647315e-31,3,0,4.306277556764826e-15,False
4,A,gaussian_noise,3.3306690738754696e-15,0,0,"[{'active': [4, 5, 9], 'minimum': 0.04999999999999716, 'action': 'accept'}]",True,False,6.661338147750939e-16,8.620943913563364e-32,3.4666738998970245e-32,3,0,8.423817199343375e-15,False
4,A,gaussian_blur,2.8449465006019636e-15,0,0,"[{'active': [4, 5, 9], 'minimum': 0.04999999999999716, 'action': 'accept'}]",True,False,4.440892098500626e-16,8.253211664806927e-32,4.463342646117419e-32,3,0,6.0410010327416324e-15,False
4,B,clean,1.1102230246251565e-15,0,0,"[{'active': [4, 5, 9], 'minimum': 0.04999999999999982, 'action': 'accept'}]",True,False,1.1102230246251565e-15,1.255285026565143e-31,1.8440779217507783e-32,3,0,2.831068712794149e-15,False
4,B,brightness_dark,6.439293542825908e-15,0,0,"[{'active': [4, 5, 9], 'minimum': 0.05000000000000604, 'action': 'accept'}]",True,False,2.220446049250313e-16,2.3732873592819335e-31,8.769150241315038e-32,3,0,1.2927159342979166e-14,False
4,B,contrast_low,7.077671781985373e-16,0,0,"[{'active': [4, 5, 9], 'minimum': 0.05000000000000071, 'action': 'accept'}]",True,False,1.1102230246251565e-15,1.1172801089876452e-31,1.3319009271652978e-32,3,0,6.4207898257488215e-15,False
4,B,gaussian_noise,2.4424906541753444e-15,0,0,"[{'active': [4, 5, 9], 'minimum': 0.049999999999998934, 'action': 'accept'}]",True,False,1.3322676295501878e-15,1.351039855987646e-31,1.7435684527780695e-32,3,0,4.082382580132086e-15,False
4,B,gaussian_blur,3.733124920302089e-15,0,0,"[{'active': [4, 5, 9], 'minimum': 0.04999999999999627, 'action': 'accept'}]",True,False,1.1102230246251565e-15,2.2810834631943946e-31,1.3698176729454215e-32,3,0,7.605027718682322e-15,False
5,A,clean,1.2490009027033011e-15,0,0,"[{'active': [0, 2, 5], 'minimum': 0.15000000000000124, 'action': 'accept'}]",True,False,2.861565093003373e-17,2.1335692665164847e-32,8.726870060504662e-34,3,0,2.7200464103316335e-15,False
5,A,brightness_dark,1.4155343563970746e-15,0,0,"[{'active': [0, 2, 5], 'minimum': 0.14999999999999858, 'action': 'accept'}]",True,False,4.440892098500626e-16,3.732843436742417e-32,3.0589184194837894e-33,3,0,3.885780586188048e-15,False
5,A,contrast_low,7.216449660063518e-16,0,0,"[{'active': [0, 2, 5], 'minimum': 0.15000000000000036, 'action': 'accept'}]",True,False,2.220446049250313e-16,1.02375213606334e-32,3.929498939657582e-32,3,0,2.1094237467877974e-15,False
5,A,gaussian_noise,3.608224830031759e-16,0,0,"[{'active': [0, 2, 5], 'minimum': 0.15000000000000036, 'action': 'accept'}]",True,False,4.440892098500626e-16,1.1575139892321098e-32,1.2047293655249781e-31,3,0,3.698430450782553e-15,False
5,A,gaussian_blur,6.106226635438361e-16,0,0,"[{'active': [0, 2, 5], 'minimum': 0.14999999999999947, 'action': 'accept'}]",True,False,4.440892098500626e-16,1.438579390491122e-32,2.0602936506636266e-32,3,0,1.5931700403370998e-15,False
5,B,clean,1.2490009027033011e-15,0,0,"[{'active': [0, 2, 5], 'minimum': 0.15000000000000124, 'action': 'accept'}]",True,False,2.861565093003373e-17,2.1335692665164847e-32,8.726870060504662e-34,3,0,2.7200464103316335e-15,False
5,B,brightness_dark,1.0547118733938987e-15,0,0,"[{'active': [0, 2, 5], 'minimum': 0.14999999999999947, 'action': 'accept'}]",True,False,8.881784197001252e-16,5.044883211356221e-32,2.419449492636465e-32,3,0,5.090372567906342e-15,False
5,B,contrast_low,1.0547118733938987e-15,0,0,"[{'active': [0, 2, 5], 'minimum': 0.15000000000000036, 'action': 'accept'}]",True,False,8.881784197001252e-16,1.0761735417371301e-31,4.610194804376946e-32,3,0,3.4139358007223564e-15,False
5,B,gaussian_noise,3.608224830031759e-16,0,0,"[{'active': [0, 2, 5], 'minimum': 0.15000000000000036, 'action': 'accept'}]",True,False,2.220446049250313e-16,1.343937989317718e-32,1.724911006441818e-32,3,0,4.113376306236205e-15,False
5,B,gaussian_blur,5.551115123125783e-16,0,0,"[{'active': [0, 2, 5], 'minimum': 0.15000000000000036, 'action': 'accept'}]",True,False,6.767226831541387e-17,1.816543142077117e-32,1.345743548640581e-32,3,0,1.2371056560108887e-15,False
6,A,clean,1.609823385706477e-15,0,0,"[{'active': [0, 3, 6], 'minimum': 0.050000000000000044, 'action': 'accept'}]",True,False,6.661338147750939e-16,4.675194940000015e-32,2.6126443401828096e-32,3,0,4.683753385137379e-15,False
6,A,brightness_dark,4.85722573273506e-16,0,0,"[{'active': [0, 3, 6], 'minimum': 0.05000000000000049, 'action': 'accept'}]",True,False,6.661338147750939e-16,3.164694103148182e-32,2.883026848781549e-32,3,0,3.6012859361278515e-15,False
6,A,contrast_low,2.4980018054066022e-15,0,0,"[{'active': [0, 3, 6], 'minimum': 0.0500000000000016, 'action': 'accept'}]",True,False,8.881784197001252e-16,1.8523985409636388e-31,5.367476477041083e-32,3,0,7.139130556562837e-15,False
6,A,gaussian_noise,1.609823385706477e-15,0,0,"[{'active': [0, 3, 6], 'minimum': 0.050000000000001155, 'action': 'accept'}]",True,False,1.3322676295501878e-15,4.479291753469376e-31,5.0450336746331264e-33,3,0,4.554888212636246e-15,False
6,A,gaussian_blur,8.881784197001252e-16,0,0,"[{'active': [0, 3, 6], 'minimum': 0.04999999999999982, 'action': 'accept'}]",True,False,1.7763568394002505e-15,3.141567897487845e-31,6.455626895619871e-32,3,0,2.1649348980190553e-15,False
6,B,clean,1.609823385706477e-15,0,0,"[{'active': [0, 3, 6], 'minimum': 0.050000000000000044, 'action': 'accept'}]",True,False,6.661338147750939e-16,4.675194940000015e-32,2.6126443401828096e-32,3,0,4.683753385137379e-15,False
6,B,brightness_dark,3.7192471324942744e-15,0,0,"[{'active': [0, 3, 6], 'minimum': 0.04999999999999871, 'action': 'accept'}]",True,False,6.661338147750939e-16,2.241075277865288e-31,2.3213474360942402e-32,3,0,7.771561172376096e-15,False
6,B,contrast_low,2.4980018054066022e-15,0,0,"[{'active': [0, 3, 6], 'minimum': 0.05000000000000071, 'action': 'accept'}]",True,False,1.7763568394002505e-15,3.519580549638834e-31,1.2976592469235849e-31,3,0,4.274358644806853e-15,False
6,B,gaussian_noise,2.4980018054066022e-15,0,0,"[{'active': [0, 3, 6], 'minimum': 0.05000000000000138, 'action': 'accept'}]",True,False,2.220446049250313e-16,1.399910328326472e-31,2.024784317313987e-32,3,0,4.6074255521944e-15,False
6,B,gaussian_blur,8.881784197001252e-16,0,0,"[{'active': [0, 3, 6], 'minimum': 0.050000000000000266, 'action': 'accept'}]",True,False,4.440892098500626e-16,3.1195551200766063e-32,1.1584468615489224e-31,3,0,4.255524504210533e-15,False
7,A,clean,1.3877787807814457e-17,0,0,"[{'active': [1, 3], 'minimum': 0.09999999999999999, 'action': 'accept'}]",True,False,3.3287849420514396e-18,9.62964972193618e-35,5.1277884769310155e-33,2,0,4.718447854656915e-16,False
7,A,brightness_dark,1.1102230246251565e-16,0,0,"[{'active': [1, 3], 'minimum': 0.10000000000000005, 'action': 'accept'}]",True,False,1.3708558456475383e-17,1.396299209680746e-33,1.191007114671219e-31,2,0,2.2620794126737565e-15,False
7,A,contrast_low,1.3877787807814457e-17,0,0,"[{'active': [1, 3], 'minimum': 0.09999999999999999, 'action': 'accept'}]",True,False,0.0,0.0,8.777576184821733e-32,2,0,1.878127283324223e-15,False
7,A,gaussian_noise,1.1102230246251565e-16,0,0,"[{'active': [1, 3], 'minimum': 0.10000000000000009, 'action': 'accept'}]",True,False,1.5883926589577935e-17,1.8792863285466075e-33,5.532835618359956e-32,2,0,2.2065682614424986e-15,False
7,A,gaussian_blur,1.1102230246251565e-16,0,0,"[{'active': [1, 3], 'minimum': 0.10000000000000003, 'action': 'accept'}]",True,False,2.448320693513073e-17,2.479634803398566e-33,1.6587071646035069e-31,2,0,2.2250719785195847e-15,False
7,B,clean,1.3877787807814457e-17,0,0,"[{'active': [1, 3], 'minimum': 0.09999999999999999, 'action': 'accept'}]",True,False,3.3287849420514396e-18,9.62964972193618e-35,5.1277884769310155e-33,2,0,4.718447854656915e-16,False
7,B,brightness_dark,2.220446049250313e-16,0,0,"[{'active': [1, 3], 'minimum': 0.10000000000000016, 'action': 'accept'}]",True,False,3.712772658058793e-17,6.939366330870259e-33,1.800759544329756e-31,2,0,2.5118795932144167e-15,False
7,B,contrast_low,2.220446049250313e-16,0,0,"[{'active': [1, 3], 'minimum': 0.09999999999999978, 'action': 'accept'}]",True,False,2.795489278818067e-17,6.48195796907829e-33,2.2239676032811606e-31,2,0,2.798687207909249e-15,False
7,B,gaussian_noise,2.3592239273284576e-16,0,0,"[{'active': [1, 3], 'minimum': 0.09999999999999977, 'action': 'accept'}]",True,False,2.9910689458303084e-17,6.572235935221442e-33,9.185783055065684e-33,2,0,9.066821367772111e-16,False
7,B,gaussian_blur,1.3877787807814457e-17,0,0,"[{'active': [1, 3], 'minimum': 0.10000000000000002, 'action': 'accept'}]",True,False,1.4034851290588286e-18,9.62964972193618e-35,4.14857347083163e-32,2,0,9.020562075079397e-16,False
8,A,clean,8.326672684688674e-17,0,0,"[{'active': [0, 5], 'minimum': 0.19999999999999993, 'action': 'accept'}]",True,False,2.893808074381077e-18,1.2533590966207558e-33,1.221912271747558e-32,2,0,3.277933480205775e-15,False
8,A,brightness_dark,2.220446049250313e-16,0,0,"[{'active': [0, 5], 'minimum': 0.20000000000000015, 'action': 'accept'}]",True,False,1.599783019730423e-17,1.9981523173017572e-33,2.1191247919335804e-32,2,0,1.9290125052862095e-15,False
8,A,contrast_low,5.551115123125783e-17,0,0,"[{'active': [0, 5], 'minimum': 0.19999999999999996, 'action': 'accept'}]",True,False,6.4955993324531334e-18,4.092601131822876e-34,2.1078400461656865e-32,2,0,1.9683329040750172e-15,False
8,A,gaussian_noise,2.220446049250313e-16,0,0,"[{'active': [0, 5], 'minimum': 0.2000000000000002, 'action': 'accept'}]",True,False,1.9805200880401446e-17,4.604176273300736e-33,2.4930260350431337e-32,2,0,2.882243055335465e-15,False
8,A,gaussian_blur,0.0,0,0,"[{'active': [0, 5], 'minimum': 0.2, 'action': 'accept'}]",True,False,0.0,0.0,9.55893198179071e-33,2,0,8.881784197001252e-16,False
8,B,clean,8.326672684688674e-17,0,0,"[{'active': [0, 5], 'minimum': 0.19999999999999993, 'action': 'accept'}]",True,False,2.893808074381077e-18,1.2533590966207558e-33,1.221912271747558e-32,2,0,3.277933480205775e-15,False
8,B,brightness_dark,1.1102230246251565e-16,0,0,"[{'active': [0, 5], 'minimum': 0.20000000000000007, 'action': 'accept'}]",True,False,1.3714000908547006e-17,1.3240768367662246e-33,6.401309652657075e-32,2,0,3.0623651762577233e-15,False
8,B,contrast_low,1.3877787807814457e-16,0,0,"[{'active': [0, 5], 'minimum': 0.19999999999999987, 'action': 'accept'}]",True,False,1.0579258634775616e-17,1.8311380799369266e-33,1.1460787801873106e-32,2,0,2.3064883336587626e-15,False
8,B,gaussian_noise,1.3877787807814457e-16,0,0,"[{'active': [0, 5], 'minimum': 0.19999999999999987, 'action': 'accept'}]",True,False,1.3522739535853942e-17,2.288546441728895e-33,4.2528445217269704e-32,2,0,1.5450603759366761e-15,False
8,B,gaussian_blur,1.1102230246251565e-16,0,0,"[{'active': [0, 5], 'minimum': 0.20000000000000004, 'action': 'accept'}]",True,False,8.439521815801842e-18,1.564818079814629e-33,8.620041133901933e-33,2,0,9.43689570931383e-16,False
9,A,clean,1.1102230246251565e-16,0,0,"[{'active': [7, 8], 'minimum': 0.29999999999999993, 'action': 'accept'}]",True,False,9.789844614253974e-18,1.1074097180226606e-33,4.193712453903206e-32,2,0,1.7208456881689926e-15,False
9,A,brightness_dark,5.551115123125783e-17,0,0,"[{'active': [7, 8], 'minimum': 0.30000000000000004, 'action': 'accept'}]",True,False,1.0396573663161708e-17,1.638545085498203e-33,9.539371755793028e-33,2,0,8.049116928532385e-16,False
9,A,contrast_low,1.1102230246251565e-16,0,0,"[{'active': [7, 8], 'minimum': 0.29999999999999993, 'action': 'accept'}]",True,False,3.808756235640175e-18,6.018531076210112e-34,6.572235935221442e-33,2,0,2.942091015256665e-15,False
9,A,gaussian_noise,1.1102230246251565e-16,0,0,"[{'active': [7, 8], 'minimum': 0.29999999999999993, 'action': 'accept'}]",True,False,1.3423715513839497e-17,1.7574110742533527e-33,1.919429930824929e-31,2,0,9.953149415764529e-15,False
9,A,gaussian_blur,1.1102230246251565e-16,0,0,"[{'active': [7, 8], 'minimum': 0.3000000000000001, 'action': 'accept'}]",True,False,1.221347017669773e-17,3.659266894335748e-33,3.972230510298674e-33,2,0,3.0531133177191805e-16,False
9,B,clean,1.1102230246251565e-16,0,0,"[{'active': [7, 8], 'minimum': 0.29999999999999993, 'action': 'accept'}]",True,False,9.789844614253974e-18,1.1074097180226606e-33,4.193712453903206e-32,2,0,1.7208456881689926e-15,False
9,B,brightness_dark,0.0,0,0,"[{'active': [7, 8], 'minimum': 0.3, 'action': 'accept'}]",True,False,0.0,0.0,3.5292666230896097e-32,2,0,2.229697907788856e-15,False
9,B,contrast_low,1.1102230246251565e-16,0,0,"[{'active': [7, 8], 'minimum': 0.29999999999999993, 'action': 'accept'}]",True,False,1.2040186109511899e-18,1.6851887013388314e-34,5.032846149203801e-32,2,0,2.3314683517128287e-15,False
9,B,gaussian_noise,5.551115123125783e-17,0,0,"[{'active': [7, 8], 'minimum': 0.30000000000000004, 'action': 'accept'}]",True,False,3.530098747576622e-18,8.004646331359449e-34,2.8238947809577846e-32,2,0,1.7115938296304498e-15,False
9,B,gaussian_blur,2.220446049250313e-16,0,0,"[{'active': [7, 8], 'minimum': 0.29999999999999993, 'action': 'accept'}]",True,False,9.962499527136598e-18,3.2018585325437796e-33,6.028762579039669e-32,2,0,2.7755575615628914e-15,False
10,A,clean,9.992007221626409e-15,0,0,"[{'active': [2, 3, 4], 'minimum': 0.14999999999999325, 'action': 'accept'}]",True,False,5.329070518200751e-15,2.4968056725589936e-30,5.739271234273963e-32,3,0,1.5126788710517758e-14,False
10,A,brightness_dark,5.542788450441094e-14,0,0,"[{'active': [2, 3, 4], 'minimum': 0.1500000000000199, 'action': 'accept'}]",True,False,6.394884621840902e-14,3.133425968462637e-28,1.6628938052833955e-31,3,0,9.170442183403793e-14,False
10,A,contrast_low,2.4202861936828413e-14,0,0,"[{'active': [2, 3, 4], 'minimum': 0.14999999999999147, 'action': 'accept'}]",True,False,7.105427357601002e-15,5.421628586557476e-30,2.1986070179587802e-32,3,0,4.030109579389318e-14,False
10,A,gaussian_noise,9.992007221626409e-15,0,0,"[{'active': [2, 3, 4], 'minimum': 0.14999999999999325, 'action': 'accept'}]",True,False,1.7763568394002505e-15,3.611855915782903e-31,5.33302038662978e-32,3,0,1.867950238931826e-14,False
10,A,gaussian_blur,1.1324274851176597e-14,0,0,"[{'active': [2, 3, 4], 'minimum': 0.15000000000000213, 'action': 'accept'}]",True,False,1.1771377276017166e-16,1.6298182154376983e-31,6.874667121801e-33,3,0,2.348260474960284e-14,False
10,B,clean,9.992007221626409e-15,0,0,"[{'active': [2, 3, 4], 'minimum': 0.14999999999999325, 'action': 'accept'}]",True,False,5.329070518200751e-15,2.4968056725589936e-30,5.739271234273963e-32,3,0,1.5126788710517758e-14,False
10,B,brightness_dark,4.1217029789208937e-14,0,0,"[{'active': [2, 3, 4], 'minimum': 0.1500000000000128, 'action': 'accept'}]",True,False,2.842170943040401e-14,6.27795399018235e-29,1.61296632842431e-31,3,0,8.129285934886457e-14,False
10,B,contrast_low,2.167710455580618e-14,0,0,"[{'active': [2, 3, 4], 'minimum': 0.15000000000000213, 'action': 'accept'}]",True,False,1.2434497875801753e-14,1.2637376020718495e-29,1.0646781473815688e-32,3,0,3.9496184101039944e-14,False
10,B,gaussian_noise,9.242606680004428e-15,0,0,"[{'active': [2, 3, 4], 'minimum': 0.14999999999999503, 'action': 'accept'}]",True,False,3.552713678800501e-15,1.922091626193383e-30,2.311115933264683e-33,3,0,2.1760371282653068e-14,False
10,B,gaussian_blur,1.709743457922741e-14,0,0,"[{'active': [2, 3, 4], 'minimum': 0.14999999999998792, 'action': 'accept'}]",True,False,3.552713678800501e-15,2.1524328475420963e-30,8.234855145024486e-33,3,0,3.057276654061525e-14,False
11,A,clean,1.6653345369377348e-16,0,0,"[{'active': [2, 8], 'minimum': 0.44999999999999984, 'action': 'accept'}]",True,False,1.1102230246251565e-16,2.3412085886457336e-33,9.592334829263677e-32,2,0,1.6283271027835627e-15,False
11,A,brightness_dark,5.551115123125783e-17,0,0,"[{'active': [2, 8], 'minimum': 0.44999999999999996, 'action': 'accept'}]",True,False,2.5204677694931675e-20,1.504632769052528e-36,3.41325943659566e-32,2,0,9.945747928933695e-16,False
11,A,contrast_low,1.6653345369377348e-16,0,0,"[{'active': [2, 8], 'minimum': 0.44999999999999984, 'action': 'accept'}]",True,False,1.9278319992470507e-17,4.658343052986627e-33,3.579370894299059e-32,2,0,2.4980018054066022e-15,False
11,A,gaussian_noise,5.551115123125783e-17,0,0,"[{'active': [2, 8], 'minimum': 0.44999999999999996, 'action': 'accept'}]",True,False,1.0580039993792199e-17,1.6430589838053606e-33,1.6430589838053606e-33,2,0,0.0,False
11,A,gaussian_blur,5.551115123125783e-17,0,0,"[{'active': [2, 8], 'minimum': 0.44999999999999996, 'action': 'accept'}]",True,False,1.2309331016987249e-17,1.931948475463446e-33,1.802188945460356e-31,2,0,2.174186756557598e-15,False
11,B,clean,1.6653345369377348e-16,0,0,"[{'active': [2, 8], 'minimum': 0.44999999999999984, 'action': 'accept'}]",True,False,1.1102230246251565e-16,2.3412085886457336e-33,9.592334829263677e-32,2,0,1.6283271027835627e-15,False
