client,target,n_query,none,moment_correct,moment_wrong_clean,moment_wrong_alt,moment_noise_image,delta_wrong_clean,delta_wrong_alt
20,brightness_dark,152,53.28947305679321,34.21052694320679,8.552631735801697,6.578947603702545,23.68421107530594,25.65789520740509,27.631579339504242
21,brightness_dark,242,0.0,1.2396693229675293,0.0,0.0,68.18181276321411,1.2396693229675293,1.2396693229675293
22,brightness_dark,175,51.4285683631897,62.28571534156799,45.14285624027252,49.714285135269165,18.285714089870453,17.14285910129547,12.571430206298828
23,brightness_dark,140,21.42857164144516,22.857142984867096,5.714285746216774,10.000000149011612,5.000000074505806,17.142857238650322,12.857142835855484
24,brightness_dark,179,0.5586592014878988,3.3519551157951355,0.5586592014878988,0.0,0.5586592014878988,2.7932959143072367,3.3519551157951355
25,brightness_dark,36,11.11111119389534,36.11111044883728,11.11111119389534,8.33333358168602,25.0,24.99999925494194,27.77777686715126
26,brightness_dark,284,51.05633735656738,45.42253315448761,15.492957830429077,5.281690135598183,17.957745492458344,29.929575324058533,40.14084301888943
27,brightness_dark,195,22.564102709293365,31.794872879981995,0.0,0.0,5.641025677323341,31.794872879981995,31.794872879981995
28,brightness_dark,26,3.8461539894342422,7.6923079788684845,3.8461539894342422,3.8461539894342422,11.538462340831757,3.8461539894342422,3.8461539894342422
29,brightness_dark,382,21.204188466072083,40.31413793563843,0.0,0.0,3.664921596646309,40.31413793563843,40.31413793563843
30,brightness_dark,275,38.18181753158569,20.72727233171463,36.000001430511475,38.18181753158569,10.545454919338226,-15.272729098796844,-17.454545199871063
31,brightness_dark,202,11.386138200759888,26.73267424106598,0.4950494971126318,0.4950494971126318,0.0,26.237624743953347,26.237624743953347
32,brightness_dark,198,7.070706784725189,24.747474491596222,4.545454680919647,6.060606241226196,23.73737394809723,20.202019810676575,18.686868250370026
33,brightness_dark,264,1.515151560306549,15.909090638160706,0.0,0.37878789007663727,0.37878789007663727,15.909090638160706,15.530302748084068
34,brightness_dark,102,15.686275064945221,20.588235557079315,16.66666716337204,14.705882966518402,3.9215687662363052,3.9215683937072754,5.882352590560913
35,brightness_dark,175,11.428571492433548,34.857141971588135,0.0,0.0,1.7142856493592262,34.857141971588135,34.857141971588135
36,brightness_dark,18,5.55555559694767,16.66666716337204,5.55555559694767,0.0,5.55555559694767,11.11111156642437,16.66666716337204
37,brightness_dark,80,38.75000178813934,25.0,37.5,36.250001192092896,16.25000089406967,-12.5,-11.250001192092896
38,brightness_dark,25,11.999999731779099,31.999999284744263,0.0,0.0,0.0,31.999999284744263,31.999999284744263
39,brightness_dark,160,84.375,42.500001192092896,86.87500357627869,94.37500238418579,30.625000596046448,-44.37500238418579,-51.875001192092896
40,brightness_dark,250,0.4000000189989805,1.2000000104308128,0.0,0.0,0.0,1.2000000104308128,1.2000000104308128
41,brightness_dark,100,1.9999999552965164,10.999999940395355,1.9999999552965164,0.9999999776482582,0.0,8.999999985098839,9.999999962747097
42,brightness_dark,320,54.06250357627869,54.6875,48.750001192092896,52.18750238418579,18.437500298023224,5.9374988079071045,2.499997615814209
43,brightness_dark,198,0.0,7.070706784725189,0.0,0.0,40.909090638160706,7.070706784725189,7.070706784725189
44,brightness_dark,74,4.054054245352745,13.513514399528503,2.7027027681469917,1.3513513840734959,0.0,10.810811631381512,12.162163015455008
45,brightness_dark,13,76.92307829856873,23.076924681663513,76.92307829856873,76.92307829856873,23.076924681663513,-53.84615361690521,-53.84615361690521
46,brightness_dark,79,0.0,5.0632912665605545,0.0,0.0,8.860759437084198,5.0632912665605545,5.0632912665605545
47,brightness_dark,32,40.625,46.875,15.625,18.75,9.375,31.25,28.125
48,brightness_dark,161,0.0,4.3478261679410934,0.0,0.0,51.552796363830566,4.3478261679410934,4.3478261679410934
49,brightness_dark,202,5.940593779087067,22.772276401519775,10.891088843345642,5.445544421672821,2.4752475321292877,11.881187558174133,17.326731979846954
50,brightness_dark,121,60.330575704574585,33.05785059928894,61.157023906707764,66.11570119857788,13.223139941692352,-28.099173307418823,-33.05785059928894
51,brightness_dark,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,brightness_dark,24,54.16666865348816,33.33333432674408,54.16666865348816,70.83333730697632,45.83333432674408,-20.83333432674408,-37.50000298023224
53,brightness_dark,121,2.4793386459350586,28.925618529319763,3.305784985423088,0.0,5.785123631358147,25.619833543896675,28.925618529319763
