pool,target,context,layer,mse_before,mse_after,restoration_ratio,gamma_abs_mean,gamma_abs_max,beta_abs_mean,beta_abs_max,cap_fraction,negative_scale_fraction,minimum_source_variance,nonfinite_count
B,contrast_low,cross_class_derangement,1,0.1406735165597328,0.09825342627543907,0.698450061378246,0.97355717420578,1.112791657447815,0.25000882148742676,0.6217781901359558,0.0,0.25,0.0010926267133239509,0
B,contrast_low,cross_class_derangement,2,0.19446342409475623,0.1667760021778554,0.8576214419457637,1.367579698562622,5.01527214050293,0.8941857814788818,5.8151960372924805,0.0,0.328125,0.0,0
B,contrast_low,wrong_alt_source,1,0.013263460612180495,0.008415074792814925,0.6344554440857572,0.23514124751091003,1.0460023880004883,0.022850044071674347,0.03972230479121208,0.0,0.0,0.002236389311358508,0
B,contrast_low,wrong_alt_source,2,0.010795903928036503,0.00960473524213733,0.8896647567596672,0.029589509591460228,0.1797860711812973,0.038210321217775345,0.11455432325601578,0.0,0.0,0.0,0
B,contrast_low,noise_source,1,0.20121039838009802,0.09840301975726787,0.48905533983079197,1.0009866952896118,1.0373553037643433,0.25582659244537354,0.6358023881912231,0.0,0.4375,0.04158951682022318,0
B,contrast_low,noise_source,2,0.19473096640179965,0.16734977333680676,0.8593896308792732,1.5397661924362183,7.0,1.1766862869262695,10.14422607421875,0.03125,0.046875,0.0,0
B,gaussian_noise,correct_pair,1,0.02332950969634523,0.013175437864637568,0.5647541691243351,0.23277541995048523,0.49575817584991455,0.01794499345123768,0.03794679045677185,0.0,0.0,0.023752383925823475,0
B,gaussian_noise,correct_pair,2,0.011586647580140053,0.009321731718663467,0.8045236255084917,0.10602053254842758,0.26741841435432434,0.06754613667726517,0.29772984981536865,0.0,0.0,2.707293632262065e-06,0
B,gaussian_noise,same_class_derangement,1,0.2023483769842495,0.09763324519431656,0.48250075760141226,0.9655648469924927,1.054129719734192,0.24482791125774384,0.6116467714309692,0.0,0.15625,0.023752383925823475,0
B,gaussian_noise,same_class_derangement,2,0.1887460917783032,0.16254223969128817,0.8611687699589908,0.9494001269340515,3.6781671047210693,0.5198327302932739,2.8261117935180664,0.0,0.046875,0.0,0
B,gaussian_noise,cross_class_derangement,1,0.208933809498881,0.09820133974167157,0.4700117227422569,0.9835554957389832,1.0171763896942139,0.24993106722831726,0.6230951547622681,0.0,0.25,0.023752383925823475,0
B,gaussian_noise,cross_class_derangement,2,0.19387068208597658,0.1668954264639909,0.8608595413615822,1.2508745193481445,7.3212199211120605,0.827971875667572,6.852101802825928,0.0,0.40625,0.0,0
B,gaussian_noise,wrong_alt_source,1,0.11367224697364885,0.03965927008809075,0.34889140616077063,1.3544812202453613,7.0,0.24833208322525024,1.4163446426391602,0.0625,0.0,0.0,0
B,gaussian_noise,wrong_alt_source,2,0.05490048984541464,0.04863660461275673,0.8859047478393113,0.22276446223258972,0.7849228382110596,0.1214713454246521,0.936064600944519,0.0,0.0,7.11368898696105e-07,0
