client,bank,true_context,selected,second,best_score,second_score,score_margin,zero_improvement,true_rank,J_clean,J_brightness_dark,J_contrast_low,J_gaussian_noise,J_gaussian_blur
1,B,gaussian_blur,gaussian_blur,clean,6.656751856148154,23.75525742417959,17.098505568031435,17.098505568031435,1,23.75525742417959,2025.187301326421,53.91959308660694,64.75724019864782,6.656751856148154
2,A,clean,clean,gaussian_noise,5.399525622518668,13.215935394092806,7.816409771574138,0.0,1,5.399525622518668,6036.990015238353,278.61618014410084,13.215935394092806,44.229376904210376
2,B,clean,clean,gaussian_noise,7.850899381462819,14.31114005783945,6.460240676376632,0.0,1,7.850899381462819,4057.229391388606,323.4603762066867,14.31114005783945,54.54541394220169
2,A,brightness_dark,brightness_dark,gaussian_blur,126.93326808850024,254.4747375211817,127.54146943268147,155.60430632061224,1,282.5375744091125,126.93326808850024,271.5007479459552,336.0906682577077,254.4747375211817
2,B,brightness_dark,brightness_dark,gaussian_blur,132.76571051871812,254.63695116954372,121.8712406508256,151.6924094920117,1,284.45812001072983,132.76571051871812,281.9545689733785,337.3261393704055,254.63695116954372
2,A,contrast_low,contrast_low,gaussian_blur,9.933688423060545,47.39213286339637,37.458444440335825,86.96749576323866,1,96.9011841862992,1605.5167466347307,9.933688423060545,168.62868941594854,47.39213286339637
2,B,contrast_low,contrast_low,gaussian_blur,12.270078646844546,46.67319882623507,34.40312017939053,85.92951990337514,1,98.19959855021968,970.4153316965142,12.270078646844546,167.9644213282511,46.67319882623507
2,A,gaussian_noise,gaussian_noise,clean,4.815811759489669,30.49731432818414,25.68150256869447,25.68150256869447,1,30.49731432818414,5370.055325819234,519.9061984911807,4.815811759489669,122.70196888391067
2,B,gaussian_noise,gaussian_noise,clean,6.085039556499256,34.12123513387866,28.03619557737941,28.03619557737941,1,34.12123513387866,3268.193354873866,605.2954988862174,6.085039556499256,142.35921005735298
2,A,gaussian_blur,gaussian_blur,clean,6.337743020076291,16.34781793842654,10.010074918350249,10.010074918350249,1,16.34781793842654,3649.893983655644,83.34971758414846,53.191633096526445,6.337743020076291
2,B,gaussian_blur,gaussian_blur,clean,9.007789890289578,17.913819708781702,8.906029818492124,8.906029818492124,1,17.913819708781702,2667.661007267512,94.2279843019067,53.36904278818087,9.007789890289578
3,A,clean,clean,gaussian_noise,24.341717789442818,42.47838972227735,18.13667193283453,0.0,1,24.341717789442818,5688.517466080414,267.86034072138295,42.47838972227735,53.07658012669808
3,B,clean,clean,gaussian_noise,27.519664081999387,43.447906747398775,15.928242665399388,0.0,1,27.519664081999387,3890.5767488073457,294.7966661962448,43.447906747398775,62.67933119055014
3,A,brightness_dark,brightness_dark,gaussian_blur,143.03641068945316,247.14702768010497,104.1106169906518,138.66845783109616,1,281.7048685205493,143.03641068945316,250.5918626393646,341.62677526281874,247.14702768010497
3,B,brightness_dark,brightness_dark,gaussian_blur,150.29258299220228,249.48377466979915,99.19119167759686,135.89781325517825,1,286.19039624738053,150.29258299220228,266.2183380816315,344.1215272396073,249.48377466979915
3,A,contrast_low,gaussian_blur,contrast_low,51.972812735794605,59.396254104246395,7.42344136845179,38.757797531838236,2,90.73061026763284,2086.383047864409,59.396254104246395,155.31482220924153,51.972812735794605
3,B,contrast_low,gaussian_blur,contrast_low,53.92799628722386,55.98467384866709,2.05667756144323,39.604599296640785,2,93.53259558386465,1323.4643747336095,55.98467384866709,155.10220237903366,53.92799628722386
3,A,gaussian_noise,gaussian_noise,clean,26.853382855435406,44.619090034298274,17.76570717886287,17.76570717886287,1,44.619090034298274,5059.801531577296,510.5586032335382,26.853382855435406,128.0742130990334
3,B,gaussian_noise,gaussian_noise,clean,28.567330665610413,49.05678052606942,20.489449860459004,20.489449860459004,1,49.05678052606942,3214.075725692878,570.0292445651891,28.567330665610413,147.1231215634916
3,A,gaussian_blur,gaussian_blur,clean,29.525492135123464,40.1638223822528,10.638330247129339,10.638330247129339,1,40.1638223822528,3394.857375676573,113.91800486731077,80.67885756722052,29.525492135123464
3,B,gaussian_blur,gaussian_blur,clean,34.109994581490376,43.42994154025736,9.319946958766984,9.319946958766984,1,43.42994154025736,2448.47985321768,114.10803247838456,81.54392541335196,34.109994581490376
4,A,clean,clean,gaussian_blur,3.0421611763048078,18.672950628576245,15.630789452271438,0.0,1,3.0421611763048078,4066.273746264455,169.33874967162865,23.930847790902426,18.672950628576245
4,B,clean,clean,gaussian_blur,3.4622188881248936,22.884034207916127,19.421815319791232,0.0,1,3.4622188881248936,2814.7189819175924,186.78773445550203,24.0948714069106,22.884034207916127
4,A,brightness_dark,brightness_dark,contrast_low,131.61504949946644,269.7332331550166,138.11818365555015,180.706726678781,1,312.32177617824743,131.61504949946644,269.7332331550166,371.49760851314016,274.0860362931702
4,B,brightness_dark,brightness_dark,gaussian_blur,134.32349930965563,272.3711091563602,138.04760984670457,179.1449171061268,1,313.46841641578243,134.32349930965563,273.7695466571449,371.68717451645585,272.3711091563602
4,A,contrast_low,contrast_low,gaussian_blur,18.003539058946707,73.22222946351474,55.21869040456803,113.04407953848553,1,131.04761859743223,1046.5593371802383,18.003539058946707,209.5717232312557,73.22222946351474
4,B,contrast_low,contrast_low,gaussian_blur,19.68034303536313,71.30662116882829,51.626278133465156,111.90458292457697,1,131.5849259599401,619.2967477775918,19.68034303536313,207.75022780083503,71.30662116882829
4,A,gaussian_noise,gaussian_noise,clean,4.746188815271944,21.090249142816084,16.344060327544142,16.344060327544142,1,21.090249142816084,3764.3995140648585,415.73886033268775,4.746188815271944,94.52709250072513
4,B,gaussian_noise,gaussian_noise,clean,5.636151284791959,22.459466904703532,16.823315619911575,16.823315619911575,1,22.459466904703532,2380.427342665648,474.59132715209205,5.636151284791959,107.85400453352216
4,A,gaussian_blur,gaussian_blur,clean,6.892259254090456,30.108869765531427,23.21661051144097,23.21661051144097,1,30.108869765531427,2628.673490268787,38.84046052394399,77.82204060722982,6.892259254090456
4,B,gaussian_blur,gaussian_blur,clean,7.167481868370196,31.01047650550672,23.842994637136524,23.842994637136524,1,31.01047650550672,1950.421626185832,39.71485353753308,77.65332203084617,7.167481868370196
5,A,clean,clean,gaussian_blur,16.74353885510228,31.22128842832175,14.47774957321947,0.0,1,16.74353885510228,6779.107896761083,187.65901378042622,40.948915849336984,31.22128842832175
5,B,clean,clean,gaussian_blur,17.638020825572095,36.08819895009227,18.450178124520175,0.0,1,17.638020825572095,4575.086989941244,191.30092342392626,40.22974023763831,36.08819895009227
5,A,brightness_dark,brightness_dark,contrast_low,132.78241294806816,233.33725115126424,100.55483820319608,156.2879563663085,1,289.07036931437665,132.78241294806816,233.33725115126424,352.77227450700894,249.88956392887653
