bank,target,none,oracle,selected_mixed,wrong_alt,tau_pp,sample_weighted,macro_client,oracle_gain,retained_recovery,selected_wrong_margin,passed
A,brightness_dark,17.546026454211063,32.29653570328799,32.29653570328799,14.903865455386008,4.148165866389369,32.36252410399628,31.268558897347983,14.750509249076924,1.0,17.39267024790198,True
A,contrast_low,19.95526398771052,28.56147342050601,28.291024871693356,22.733171407184606,3.5458564830145045,28.36624775583483,27.231801028631253,8.606209432795492,0.9685751838919857,5.557853464508749,True
A,gaussian_noise,30.67664385146025,32.49955759017932,32.49955759017932,30.382434469751427,0.8655115170770724,32.575304209056455,31.38728201450004,1.8229137387190733,1.0,2.1171231204278946,True
A,gaussian_blur,30.901579176174373,33.04849966816344,31.768358788024678,29.798137175692325,0.8092776858985413,31.837223219628964,31.37397085889427,2.1469204919890643,0.4037315844180409,1.9702216123323524,False
B,brightness_dark,17.546026454211063,32.424807666744606,32.424807666744606,15.489586518933976,4.148165866389369,32.48886229137575,31.338011257580153,14.878781212533543,1.0,16.93522114781063,True
B,contrast_low,19.95526398771052,28.1116255098242,28.02587353093238,22.693556051591294,3.5458564830145045,28.100272624509607,26.770782123471598,8.15636152211368,0.9894864911689694,5.332317479341086,True
B,gaussian_noise,30.67664385146025,32.40677112345037,32.40677112345037,30.537679919179993,0.8655115170770724,32.482212913092624,31.267717362254558,1.7301272719901206,1.0,1.8690912042703758,True
B,gaussian_blur,30.901579176174373,33.009919087373774,31.73620771141492,28.35423498515749,0.8092776858985413,31.803976328213313,31.3083124143902,2.1083399111994012,0.3958700069220529,3.3819727262574304,False
