client,bank,context,ROT_SCORE,direction_errors,direction_ranks,current_state,current_tie_mask,clean_surrogate_state,clean_surrogate_tie_mask
13,A,clean,"[0.2667390622219107, 0.24239810924490046, 0.23480935448910678, 0.2573727016419808, 0.2568369831511076]","[[0.3130580456751529, 0.22042007876866845], [0.248759473318441, 0.23603674517135995], [0.25696450287892236, 0.21265420609929123], [0.29422634987933316, 0.22051905340462846], [0.2961956529395481, 0.21747831336266715]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,2,4
13,A,brightness_dark,"[0.2556498041426147, 0.25619890423770075, 0.2526008343116346, 0.24675424684214975, 0.2584790032060701]","[[0.26114476109459867, 0.2501548471906307], [0.2765289951970171, 0.23586881327838433], [0.27344129804490236, 0.2317603705783668], [0.25094996456676727, 0.2425585291175322], [0.27657049127030314, 0.24038751514183704]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",3,8,2,4
13,A,contrast_low,"[0.2978302760956014, 0.28590782527144476, 0.3039402687755877, 0.2966410523176274, 0.28912226708831035]","[[0.3077040475915429, 0.2879565045996599], [0.2769142875053875, 0.2949013630375021], [0.3266977458640713, 0.28118279168710414], [0.2867939571098585, 0.30648814752539627], [0.29086379000476636, 0.2873807441718543]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,2,4
13,A,gaussian_noise,"[0.27655842100015054, 0.23694142819104347, 0.22670087432866612, 0.27796710300074806, 0.2539698356713084]","[[0.3163427176034683, 0.23677412439683274], [0.24443299358868664, 0.2294498627934003], [0.23377184654579203, 0.2196299021115402], [0.32141142433317815, 0.23452278166831797], [0.2765197232564255, 0.23141994808619132]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,2,4
13,A,gaussian_blur,"[0.3033815392409193, 0.31735408853704, 0.3165777420717297, 0.29151446813130505, 0.3099471190582763]","[[0.3426128429513121, 0.2641502355305265], [0.362781446637892, 0.271926730436188], [0.3702747786273919, 0.26288070551606746], [0.3146651534487235, 0.2683637828138866], [0.35161771255241575, 0.26827652556413684]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",3,8,2,4
13,B,clean,"[0.2667390622219107, 0.24351603524132806, 0.22680656635267513, 0.26044673119356937, 0.2551100751832614]","[[0.3130580456751529, 0.22042007876866845], [0.251882735332574, 0.23514933515008213], [0.2410947855360967, 0.21251834716925355], [0.2991889859438963, 0.22170447644324245], [0.29320447468017846, 0.21701567568634433]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,2,4
13,B,brightness_dark,"[0.2556498041426147, 0.25465626538405095, 0.24899366246062493, 0.24941322195756394, 0.25789480560903333]","[[0.26114476109459867, 0.2501548471906307], [0.27424924116963584, 0.23506328959846606], [0.26528037050172265, 0.23270695441952718], [0.25537328823568145, 0.24345315567944642], [0.27736693690494063, 0.23842267431312597]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,2,4
13,B,contrast_low,"[0.2978302760956014, 0.29321928188685575, 0.30013238966921574, 0.3039685437683404, 0.2876017207472008]","[[0.3077040475915429, 0.2879565045996599], [0.28684445711463596, 0.2995941066590756], [0.33239947373837747, 0.26786530560005395], [0.30154304453477465, 0.3063940430019062], [0.2891197172365278, 0.2860837242578739]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",4,16,2,4
13,B,gaussian_noise,"[0.27655842100015054, 0.23829773499799883, 0.2205116734098131, 0.27797609294766595, 0.25141578432872913]","[[0.3163427176034683, 0.23677412439683274], [0.24768776883445193, 0.22890770116154574], [0.22314025861213507, 0.21788308820749114], [0.3207685928205276, 0.2351835930748043], [0.2720792369248299, 0.23075233173262832]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,2,4
13,B,gaussian_blur,"[0.3033815392409193, 0.3186360174297358, 0.29938371797962265, 0.2930353144145045, 0.31002242260798385]","[[0.3426128429513121, 0.2641502355305265], [0.3651481132305651, 0.27212392162890653], [0.340867545184135, 0.25789989077511033], [0.3228536214326992, 0.2632170073963098], [0.35124134288998043, 0.26880350232598726]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",3,8,2,4
14,A,clean,"[0.3368211904516285, 0.2867857396680321, 0.3395684382437151, 0.360957730120154, 0.3342475288426733]","[[0.3854781220886744, 0.28816425881458263], [0.25866390528928634, 0.3149075740467778], [0.3657641344914996, 0.3133727419959306], [0.43660947199578565, 0.28530598824452236], [0.37366188259169897, 0.2948331750936476]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,1,2
14,A,brightness_dark,"[0.33433574988896086, 0.3281658603303869, 0.35752734865047026, 0.3470931164933851, 0.3381619285430838]","[[0.34972628651226295, 0.31894521326565883], [0.37903575463832406, 0.27729596602244977], [0.378752378996844, 0.3363023183040965], [0.3965226075756141, 0.2976636254111561], [0.34587098491472645, 0.33045287217144115]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,1,2
14,A,contrast_low,"[0.5608416516358137, 0.5128543419553463, 0.46747282064170304, 0.6778400122287467, 0.5149355147647494]","[[0.8055878534947329, 0.3160954497768945], [0.6435142624096956, 0.38219442150099703], [0.6245363964245164, 0.3104092448588897], [1.0484992093550305, 0.3071808151024629], [0.698105746917692, 0.3317652826118068]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,1,2
14,A,gaussian_noise,"[0.2698386693272374, 0.2447384712652787, 0.27148491239303296, 0.28115456829522967, 0.2689578150361025]","[[0.25593712056540396, 0.2837402180890708], [0.2181714217866296, 0.2713055207439278], [0.22832422088517018, 0.3146456039008957], [0.2889927429400225, 0.27331639365043686], [0.23772645490002078, 0.30018917517218424]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,1,2
14,A,gaussian_blur,"[0.38487570402760185, 0.35745123759712216, 0.38044559130950234, 0.406592971830279, 0.3906202661422171]","[[0.4987674531480815, 0.27098395490712224], [0.40630739644690933, 0.30859507874733494], [0.4695496470231461, 0.29134153559585857], [0.5467749366741094, 0.2664110069864486], [0.4996679078199374, 0.2815726244644969]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,1,2
14,B,clean,"[0.3368211904516285, 0.2868937415707317, 0.337647458723183, 0.3586766535057394, 0.3336461239065338]","[[0.3854781220886744, 0.28816425881458263], [0.25848802917357017, 0.3152994539678933], [0.3712536162854234, 0.3040413011609426], [0.4331714365424931, 0.28418187046898574], [0.3735683494958272, 0.2937238983172404]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,1,2
14,B,brightness_dark,"[0.33433574988896086, 0.3273940036167554, 0.364145714893674, 0.3416701667311469, 0.3393048650165854]","[[0.34972628651226295, 0.31894521326565883], [0.37996498538335277, 0.27482302185015806], [0.3965428033552164, 0.33174862643213154], [0.3870973461506263, 0.29624298731166754], [0.34701495964704165, 0.3315947703861292]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,1,2
14,B,contrast_low,"[0.5608416516358137, 0.5253179132098883, 0.44838346881120167, 0.6831718653023137, 0.5146329791361262]","[[0.8055878534947329, 0.3160954497768945], [0.6738339193087652, 0.3768019071110113], [0.5963759428436946, 0.3003909947787088], [1.0602700748898408, 0.30607365571478656], [0.6969493712121503, 0.33231658706010214]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,1,2
14,B,gaussian_noise,"[0.2698386693272374, 0.24668519065025177, 0.27132674752392777, 0.2803736931173251, 0.2679328543659705]","[[0.25593712056540396, 0.2837402180890708], [0.2205626186609284, 0.2728077626395751], [0.22908021625478492, 0.3135732787930706], [0.28840339133080106, 0.2723439949038491], [0.23590576609788982, 0.2999599426340511]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,1,2
14,B,gaussian_blur,"[0.38487570402760185, 0.3521576625204153, 0.36987427858434485, 0.40924142611614633, 0.38977420836592136]","[[0.4987674531480815, 0.27098395490712224], [0.3980944348239094, 0.3062208902169212], [0.45547802262657566, 0.2842705345421141], [0.5496712797630093, 0.2688115724692833], [0.4997607749298144, 0.27978764180202836]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,1,2
15,A,clean,"[0.5131754061574503, 0.5136154893124458, 0.4863722937916056, 0.48859399955836247, 0.5055273129848372]","[[0.4028013550453201, 0.6235494572695803], [0.39663058708280924, 0.6306003915420824], [0.40579394008254754, 0.5669506475006637], [0.3930943134052774, 0.5840936857114476], [0.39943777130136215, 0.6116168546683124]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,2,4
15,A,brightness_dark,"[0.4594537616277419, 0.48331084960888554, 0.4896626144858614, 0.4245581058477177, 0.48265013619876934]","[[0.3788562153138481, 0.5400513079416356], [0.36060112979994785, 0.6060205694178232], [0.4049760309148428, 0.57434919805688], [0.3640207080239796, 0.4850955036714558], [0.3954367873985897, 0.569863484998949]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",3,8,2,4
15,A,contrast_low,"[0.524305055380993, 0.5989353361768517, 0.5247594667547666, 0.5381172327035044, 0.5171862203767734]","[[0.43484748114009175, 0.6137626296218943], [0.4589059930736685, 0.738964679280035], [0.45882805471206306, 0.5906908787974701], [0.4535481970417308, 0.6226862683652781], [0.4420369794853431, 0.5923354612682038]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",4,16,2,4
15,A,gaussian_noise,"[0.3742509830967337, 0.4067989156650412, 0.3427978157781668, 0.3916079996840116, 0.3715102703636614]","[[0.3434072657192396, 0.40509470047422785], [0.3546744369112992, 0.4589233944187832], [0.33555227787909087, 0.3500433536772428], [0.358246715724061, 0.42496928364396214], [0.3345833148866375, 0.4084372258406853]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,2,4
15,A,gaussian_blur,"[0.4869014279428438, 0.5206928580459333, 0.4997052549521146, 0.4748827765262409, 0.502546057524973]","[[0.3880392268359055, 0.5857636290497821], [0.3514573229533774, 0.6899283931384892], [0.38628931070672123, 0.613121199197508], [0.3707358475322097, 0.5790297055202721], [0.3905338586265054, 0.6145582564234406]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",3,8,2,4
15,B,clean,"[0.5131754061574503, 0.5243251231758815, 0.47814731228738533, 0.49073951923031023, 0.5053490614686796]","[[0.4028013550453201, 0.6235494572695803], [0.39750188308381285, 0.6511483632679502], [0.4032672692062068, 0.5530273553685638], [0.393930781833983, 0.5875482566266375], [0.3976848697334919, 0.6130132532038675]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,2,4
15,B,brightness_dark,"[0.4594537616277419, 0.4753600548285984, 0.47838064153489146, 0.4279991726687714, 0.48444911371320887]","[[0.3788562153138481, 0.5400513079416356], [0.3532009197054625, 0.5975191899517343], [0.3889846928296523, 0.5677765902401306], [0.3581168801994553, 0.49788146513808745], [0.39482773865718, 0.5740704887692377]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",3,8,2,4
15,B,contrast_low,"[0.524305055380993, 0.6079339501603811, 0.5301805995795802, 0.5212514765152537, 0.5182823176991689]","[[0.43484748114009175, 0.6137626296218943], [0.4575266941917717, 0.7583412061289904], [0.4481013249797683, 0.6122598741793921], [0.4537437581826138, 0.5887591948478936], [0.44028994778956676, 0.596274687608771]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",4,16,2,4
15,B,gaussian_noise,"[0.3742509830967337, 0.4083341672661215, 0.3437282761927617, 0.38975821751609213, 0.37151044267861966]","[[0.3434072657192396, 0.40509470047422785], [0.3529690857586494, 0.46369924877359364], [0.33845637685121, 0.34900017553431345], [0.3565857789119761, 0.42293065612020814], [0.3356646990397389, 0.4073561863175005]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,2,4
15,B,gaussian_blur,"[0.4869014279428438, 0.5371814791646768, 0.4866159688312846, 0.4815947646492718, 0.504098707215022]","[[0.3880392268359055, 0.5857636290497821], [0.35216810191273545, 0.7221948564166183], [0.3686541456547977, 0.6045777920077715], [0.37375163813105683, 0.5894378911674868], [0.3892393081408444, 0.6189581062891996]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",3,8,2,4
16,A,clean,"[0.17712321634386768, 0.14073705755659421, 0.15984030038139885, 0.16661482088313123, 0.16995132122995038]","[[0.17060378465023568, 0.18364264803749966], [0.14510399538850946, 0.136370119724679], [0.17026942838621398, 0.14941117237658372], [0.16270187863397592, 0.17052776313228651], [0.1719328455611448, 0.167969796898756]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,1,2
16,A,brightness_dark,"[0.18168065539036182, 0.17623931873261642, 0.1906057184467713, 0.17593983427641574, 0.1852528909710788]","[[0.20217976500775486, 0.16118154577296878], [0.19202111947337197, 0.16045751799186087], [0.20926385337618902, 0.17194758351735356], [0.1945474438201475, 0.15733222473268396], [0.20877584362916127, 0.16172993831299634]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",3,8,1,2
16,A,contrast_low,"[0.22188545925401357, 0.19662187585804713, 0.2378001131187676, 0.19620960350226108, 0.2271026555296565]","[[0.22730163069002804, 0.2164692878179991], [0.1850980800654419, 0.2081456716506524], [0.2213600685825657, 0.25424015765496943], [0.21044479132433044, 0.18197441568019168], [0.22953404686556628, 0.22467126419374672]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",3,8,1,2
16,A,gaussian_noise,"[0.17492101533545198, 0.1413750825318196, 0.16148466779756643, 0.17077998081367385, 0.1685832207234727]","[[0.18560516040703967, 0.1642368702638643], [0.14866190910336957, 0.13408825596026963], [0.17915548017672625, 0.14381385541840658], [0.17865712799006433, 0.16290283363728336], [0.18402775922726558, 0.15313868221967986]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,1,2
16,A,gaussian_blur,"[0.15637105127645362, 0.12835174394260213, 0.14957502985316895, 0.14237146679180523, 0.15515851663376032]","[[0.15540613641133252, 0.15733596614157472], [0.13064660620248275, 0.1260568816827215], [0.15436697891194512, 0.14478308079439275], [0.14233231867423068, 0.14241061490937978], [0.15779963921257562, 0.15251739405494502]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,1,2
16,B,clean,"[0.17712321634386768, 0.14007448611376977, 0.16536183390486917, 0.1662738076736068, 0.16972748854835001]","[[0.17060378465023568, 0.18364264803749966], [0.14485320541996427, 0.1352957668075753], [0.17494031453616893, 0.1557833532735694], [0.16214515627924597, 0.17040245906796764], [0.1721717462958951, 0.1672832308008049]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,1,2
16,B,brightness_dark,"[0.18168065539036182, 0.17614721299435993, 0.19299514633987402, 0.175197476540344, 0.1862316154669627]","[[0.20217976500775486, 0.16118154577296878], [0.19151921343884473, 0.1607752125498751], [0.20950480458831713, 0.17648548809143094], [0.19489028598993285, 0.15550466709075517], [0.2094093084522232, 0.16305392248170225]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",3,8,1,2
16,B,contrast_low,"[0.22188545925401357, 0.1982140963220032, 0.24549842412723233, 0.20176680452291146, 0.22927257566504047]","[[0.22730163069002804, 0.2164692878179991], [0.18515181333847108, 0.2112763793055353], [0.22567132405178345, 0.2653255242026812], [0.20804559784502547, 0.19548801120079742], [0.23105952149795767, 0.22748562983212328]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,1,2
16,B,gaussian_noise,"[0.17492101533545198, 0.1429028182646867, 0.1633803360104851, 0.1703078205708548, 0.1691300570320537]","[[0.18560516040703967, 0.1642368702638643], [0.1508960010216403, 0.1349096355077331], [0.17816382340809392, 0.14859684861287628], [0.17761819929659142, 0.16299744184511816], [0.1847819912523993, 0.15347812281170808]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,1,2
16,B,gaussian_blur,"[0.15637105127645362, 0.12944660123995977, 0.1523309664186326, 0.14268019454668623, 0.1557590982102286]","[[0.15540613641133252, 0.15733596614157472], [0.13225460935965203, 0.12663859312026754], [0.1562816129688778, 0.14838031986838743], [0.14251151943725043, 0.14284886965612204], [0.15810223590227038, 0.1534159605181868]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,1,2
17,A,clean,"[0.2807978403796577, 0.2625173534097742, 0.2679859862665246, 0.2749729418247854, 0.2768250221584388]","[[0.3169834176471758, 0.24461226311213968], [0.29537911615596874, 0.22965559066357968], [0.29720248156408113, 0.2387694909689681], [0.3063592256411906, 0.24358665800838017], [0.313636911384065, 0.24001313293281257]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,1,2
17,A,brightness_dark,"[0.27646112376380105, 0.2561118520433068, 0.27982211338484464, 0.2570285106641945, 0.29391183715976277]","[[0.29239884461449217, 0.2605234029131099], [0.2731302656008455, 0.23909343848576806], [0.296979771619461, 0.2626644551502283], [0.2506366674009011, 0.2634203539274879], [0.32044066739646904, 0.2673830069230565]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,1,2
17,A,contrast_low,"[0.4875014850947099, 0.36961293691642244, 0.3967917353979007, 0.454517404698925, 0.4240662446994399]","[[0.6786199601524339, 0.29638301003698597], [0.45405817624443146, 0.2851676975884134], [0.4987343990912018, 0.29484907170459956], [0.6155265604465022, 0.29350824895134775], [0.5451388506233577, 0.30299363877552216]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,1,2
17,A,gaussian_noise,"[0.27869848542902764, 0.2601771632500498, 0.25612763792972454, 0.2814255302955333, 0.2751215109829438]","[[0.29162460541684293, 0.2657723654412124], [0.29188060114784437, 0.2284737253522553], [0.2624067452392923, 0.24984853062015677], [0.2908940242778319, 0.27195703631323476], [0.2936635319594953, 0.25657949000639235]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,1,2
17,A,gaussian_blur,"[0.29707043927593635, 0.2640865245142958, 0.2825377159241235, 0.2945653930349452, 0.29855927448248454]","[[0.33582445927952026, 0.2583164192723524], [0.303350617217431, 0.22482243181116063], [0.31238171551698085, 0.2526937163312662], [0.3395896616211572, 0.24954112444873325], [0.33913411976476143, 0.25798442920020764]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,1,2
17,B,clean,"[0.2807978403796577, 0.258951095413453, 0.26826660262639707, 0.27492216254925833, 0.2770302268493948]","[[0.3169834176471758, 0.24461226311213968], [0.29073560407959176, 0.22716658674731427], [0.2986010327520116, 0.23793217250078252], [0.30550225278288634, 0.2443420723156303], [0.3133151749423615, 0.24074527875642815]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,1,2
17,B,brightness_dark,"[0.27646112376380105, 0.2549934729317585, 0.2742796037198606, 0.2583922626300855, 0.2948613697870941]","[[0.29239884461449217, 0.2605234029131099], [0.27098320554906047, 0.23900374031445654], [0.288615651455685, 0.2599435559840361], [0.2546411952952302, 0.2621433299649408], [0.3221688612015682, 0.26755387837261996]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,1,2
17,B,contrast_low,"[0.4875014850947099, 0.3793526024801599, 0.3945532712268558, 0.43846721196787464, 0.4213839504546206]","[[0.6786199601524339, 0.29638301003698597], [0.4711661041409979, 0.2875391008193219], [0.49903439157080615, 0.2900721508829054], [0.5836252044322858, 0.2933092195034634], [0.5389501639056438, 0.30381773700359743]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,1,2
17,B,gaussian_noise,"[0.27869848542902764, 0.26016633078007084, 0.25636350915067346, 0.2813142901647522, 0.2737899757978517]","[[0.29162460541684293, 0.2657723654412124], [0.2939046485578049, 0.22642801300233675], [0.26053848712072436, 0.25218853118062257], [0.29072562924142675, 0.27190295108807755], [0.29187624195956274, 0.2557037096361406]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,1,2
17,B,gaussian_blur,"[0.29707043927593635, 0.2646067836740712, 0.2917099301217729, 0.2957195813618382, 0.29908106080178026]","[[0.33582445927952026, 0.2583164192723524], [0.30579459899389544, 0.22341896835424696], [0.3215602194616866, 0.26185964078185914], [0.34125811816723983, 0.2501810445564366], [0.33900528049695655, 0.259156841106604]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,1,2
18,A,clean,"[0.2394132493353066, 0.21648961382705612, 0.2122767957333885, 0.24291413876276502, 0.22789161013828385]","[[0.29102187816171204, 0.18780462050890118], [0.2431463611134781, 0.1898328665406341], [0.24873211061267025, 0.17582148085410676], [0.2996333817329609, 0.18619489579256912], [0.27558444767294865, 0.18019877260361902]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,2,4
18,A,brightness_dark,"[0.3172040511068537, 0.2780453162057383, 0.2828422919416899, 0.29860291231211056, 0.3055081342465413]","[[0.3942702165374624, 0.24013788567624497], [0.3222933049466484, 0.23379732746482823], [0.3271735126238104, 0.23851107125956944], [0.36973772968518437, 0.22746809493903677], [0.3633486730745849, 0.24766759541849764]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,2,4
18,A,contrast_low,"[0.32138556302681687, 0.2799036463705873, 0.284496809007747, 0.2932816391390586, 0.31338077355459626]","[[0.3557987709734416, 0.28697235508019214], [0.3359545077634595, 0.22385278497771513], [0.33137393755684813, 0.23761968045864582], [0.33058969207245104, 0.2559735862056661], [0.3608683490141765, 0.265893198095016]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,2,4
18,A,gaussian_noise,"[0.24327404646288658, 0.2390255700773854, 0.21555506498592872, 0.2498853343580385, 0.2306416224424435]","[[0.2958703327864473, 0.19067776013932583], [0.26462856246076705, 0.21342257769400375], [0.2520580162703376, 0.17905211370151985], [0.3111848672394558, 0.18858580147662118], [0.27366483698742006, 0.18761840789746692]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,2,4
18,A,gaussian_blur,"[0.2961347139420771, 0.26404431771264947, 0.2470451415055163, 0.29477976910208586, 0.27909541913457747]","[[0.36524601389045913, 0.227023413993695], [0.31152993685699437, 0.2165586985683045], [0.3043742811040917, 0.18971600190694088], [0.3801751943186452, 0.2093843438855265], [0.33988341405535766, 0.2183074242137973]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,2,4
18,B,clean,"[0.2394132493353066, 0.21506472847391978, 0.2108703126039947, 0.24253067619669982, 0.22676612200520843]","[[0.29102187816171204, 0.18780462050890118], [0.24049352270465274, 0.18963593424318684], [0.24651823733385098, 0.1752223878741384], [0.2981589886009514, 0.18690236379244823], [0.2737504904006737, 0.1797817536097432]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,2,4
18,B,brightness_dark,"[0.3172040511068537, 0.28048970008123286, 0.2822323757102566, 0.30307124917326755, 0.30414227058344984]","[[0.3942702165374624, 0.24013788567624497], [0.3252597910463764, 0.2357196091160893], [0.324834846471279, 0.23962990494923425], [0.3786687810933789, 0.22747371725315615], [0.3612450276068864, 0.24703951356001325]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,2,4
18,B,contrast_low,"[0.32138556302681687, 0.28843770740941443, 0.2643982593949955, 0.29512189880359807, 0.310427325754843]","[[0.3557987709734416, 0.28697235508019214], [0.3462767748296616, 0.2305986399891673], [0.31079607884874483, 0.21800043994124624], [0.3225240788563485, 0.2677197187508476], [0.3576211064367752, 0.2632335450729108]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,2,4
18,B,gaussian_noise,"[0.24327404646288658, 0.23800670319539693, 0.21333515661153107, 0.25061802380355847, 0.229640080162042]","[[0.2958703327864473, 0.19067776013932583], [0.26624974748752783, 0.20976365890326604], [0.24831072560582507, 0.1783595876172371], [0.31217864980086923, 0.18905739780624775], [0.27194281851255386, 0.1873373418115301]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,2,4
18,B,gaussian_blur,"[0.2961347139420771, 0.2660195355095819, 0.250258974128032, 0.2949989084189565, 0.278507320090578]","[[0.36524601389045913, 0.227023413993695], [0.3155955371733571, 0.21644353384580667], [0.31345634070394157, 0.18706160755212237], [0.3790963226114376, 0.2109014942264753], [0.340065182960607, 0.21694945722054895]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,2,4
19,A,clean,"[0.3531444419879413, 0.3563147618392354, 0.3504166556658481, 0.3599918962892734, 0.3494075682901341]","[[0.368735076274112, 0.3375538077017706], [0.43613021338399316, 0.27649931029447766], [0.37724560935017426, 0.3235877019815219], [0.38051967949757987, 0.33946411308096697], [0.3612877175995072, 0.33752741898076105]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",4,16,4,16
19,A,brightness_dark,"[0.3009268328391297, 0.2926778578612674, 0.27615128777856757, 0.29690118571004137, 0.2925265651781146]","[[0.3073409242661416, 0.29451274141211775], [0.28979702354830206, 0.2955586921742327], [0.2669808426940959, 0.2853217328630393], [0.3117526108073217, 0.28204976061276105], [0.2984891230651744, 0.2865640072910548]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,4,16
19,A,contrast_low,"[0.43102435255345395, 0.4741348759717861, 0.4583559625053086, 0.4500562472207682, 0.4327858336966116]","[[0.48137946972261575, 0.3806692353842921], [0.6092844776551025, 0.3389852742884697], [0.5300675981596268, 0.38664432685099037], [0.5303836691962712, 0.3697288252452651], [0.4802258163214258, 0.3853458510717974]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",0,1,4,16
19,A,gaussian_noise,"[0.3417796583055429, 0.288170372933067, 0.30295994324295095, 0.3420038855183851, 0.32372085072676404]","[[0.33472394766445634, 0.3488353689466294], [0.30657260842721695, 0.26976813743891703], [0.28936494975402505, 0.31655493673187685], [0.32883418768804884, 0.3551735833487214], [0.31426173548342556, 0.3331799659701026]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,4,16
19,A,gaussian_blur,"[0.3766025228330908, 0.398140337801149, 0.3605973813835386, 0.37351076354412593, 0.36160436511403504]","[[0.4239732413790991, 0.3292318042870825], [0.49954861569071507, 0.2967320599115829], [0.4082638495526504, 0.31293091321442684], [0.4191021372394605, 0.3279193898487914], [0.4016697295578145, 0.32153900067025554]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,4,16
19,B,clean,"[0.3531444419879413, 0.3625067089021057, 0.3322000697722486, 0.35941195187841923, 0.350398139219796]","[[0.368735076274112, 0.3375538077017706], [0.4447256305968691, 0.2802877872073423], [0.3457527928122065, 0.31864734673229067], [0.37847362744538987, 0.34035027631144865], [0.3621579185466492, 0.33863835989294283]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,2,4
19,B,brightness_dark,"[0.3009268328391297, 0.2913354419244733, 0.2835150072518752, 0.29614933733803406, 0.29343684970734357]","[[0.3073409242661416, 0.29451274141211775], [0.289859859777575, 0.2928110240713716], [0.26992109477357334, 0.29710891973017695], [0.31037459505348464, 0.28192407962258353], [0.2992724377111178, 0.28760126170356937]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,2,4
