client,bank,context,iterations,converged,cap_hit,L,eta,max_step,projected_gradient_residual,objective,initial_objective,active_classes,L1_change,differs_from_BBSE,direct_KKT,reference_KKT,reference_objective,objective_error,unique,prevalence_error,reference_agreement,objective_dominance
14,B,gaussian_noise,1107,True,False,1.4054070557276706,0.7115376260027633,9.864331573794516e-13,1.3593466651750615e-12,0.001814107633292221,0.002145611747982385,3,0.24662401402537878,True,1.359332785222378e-12,4.423544863740858e-17,0.0018141076332922207,4.336808689942018e-19,True,4.9654280687150276e-11,True,True
14,B,gaussian_blur,1024,True,False,1.421276375154672,0.7035929235727808,9.85878045867139e-13,1.3756426485265683e-12,0.0008850688559378666,0.001238016682895839,3,0.10165268479744582,True,1.375567628553176e-12,2.6454533008646308e-17,0.0008850688559378672,5.421010862427522e-19,True,5.2709059339406394e-11,True,True
15,A,clean,20000,False,True,1.398508091327132,0.715047704193858,7.989621603199382e-10,1.1166325174564307e-09,0.0012289517626146648,0.01057763176288618,3,1.8231152623142366,True,1.1166325407721556e-09,3.946495907847236e-17,0.0012289517626134373,1.2275336996880881e-15,True,1.234796552673778e-06,False,True
15,A,brightness_dark,20000,False,True,1.3938833154962766,0.7174201662955992,9.200822603805392e-10,1.2816483809604088e-09,0.001010830612647634,0.004613016428590815,3,1.8183094837640557,True,1.2816483152544578e-09,1.8214596497756474e-17,0.001010830612645994,1.639964206101574e-15,True,1.4054926781165156e-06,False,True
15,A,contrast_low,2136,True,False,1.4230228892463097,0.7027293851398556,9.834355552129637e-13,1.3687227796694182e-12,0.0034525155704020734,0.010770270940279802,2,2.0,True,1.3685719224554305e-12,1.734723475976807e-18,0.0034525155704020712,2.168404344971009e-18,True,4.3729464493935666e-11,True,True
15,A,gaussian_noise,20000,False,True,1.4022518319672301,0.713138665397279,2.219817621385012e-09,3.110865800892367e-09,0.00146639708831381,0.0077008744759351775,3,1.9489971508685735,True,3.110865799335616e-09,4.7704895589362195e-17,0.0014663970883036998,1.0110185258427329e-14,True,3.6779241338637247e-06,False,True
15,A,gaussian_blur,2200,True,False,1.40890154110015,0.7097728058549382,9.685585666829866e-13,1.3177560190811525e-12,0.0012977862089244997,0.00883419202312552,2,1.957975960183788,True,1.3176204918807777e-12,8.673617379884035e-18,0.0012977862089244992,4.336808689942018e-19,True,2.7159996474068748e-11,True,True
15,B,clean,20000,False,True,1.398508091327132,0.715047704193858,7.989621603199382e-10,1.1166325174564307e-09,0.0012289517626146648,0.01057763176288618,3,1.8231152623142366,True,1.1166325407721556e-09,3.946495907847236e-17,0.0012289517626134373,1.2275336996880881e-15,True,1.234796552673778e-06,False,True
15,B,brightness_dark,20000,False,True,1.3865425503308544,0.7212184002296804,5.712024464532561e-10,7.914576591216912e-10,0.0009979166210491114,0.004638629711878989,3,1.8203697980839149,True,7.914577422260538e-10,1.6479873021779667e-17,0.0009979166210485068,6.045511313779173e-16,True,8.39260724749824e-07,False,True
15,B,contrast_low,2040,True,False,1.4497044233563552,0.6897957844984706,9.988676552552533e-13,1.4174019740451342e-12,0.0037314564631711748,0.011206845853114879,2,2.0,True,1.4173575507703262e-12,1.734723475976807e-18,0.0037314564631711765,1.734723475976807e-18,True,4.611711013069453e-11,True,True
15,B,gaussian_noise,7057,True,False,1.404015525307874,0.7122428363323966,9.875433804040767e-13,1.33508681601912e-12,0.0013926774806578032,0.007978187548906725,2,2.0,True,1.3350128294509211e-12,1.9949319973733282e-17,0.0013926774806578028,4.336808689942018e-19,True,2.5598856367992084e-11,True,True
15,B,gaussian_blur,2156,True,False,1.4199649936676377,0.7042427133482304,9.71001057337162e-13,1.3314931753290868e-12,0.0013169927536833851,0.008979505205622842,2,1.9600762943619447,True,1.3313699101513699e-12,9.540979117872439e-18,0.001316992753683385,2.168404344971009e-19,True,2.7338520336428473e-11,True,True
16,A,clean,3541,True,False,1.4009420359117626,0.7138054069090581,9.999223671286472e-13,1.393173138094576e-12,0.0003173242447830412,0.00436266134434079,5,0.5451823254222811,True,1.393174404372378e-12,2.2551405187698492e-17,0.0003173242447830412,0.0,True,1.828713291907036e-10,True,True
16,A,brightness_dark,5506,True,False,1.3961400762239107,0.7162605078314661,9.967582315084655e-13,1.3869640327403623e-12,0.0002560061611097742,0.006114972837557711,5,0.5990120752788131,True,1.3869081664369398e-12,6.066111155056397e-17,0.0002560061611097741,1.0842021724855044e-19,True,2.9232655185396084e-10,True,True
16,A,contrast_low,780,True,False,1.4240308407509938,0.7022319821898155,9.833245329105011e-13,1.3501670204100743e-12,0.0003407517029247333,0.0060922013292048546,3,0.6848290807009652,True,1.3501615190453231e-12,3.2526065174565133e-18,0.000340751702924733,3.2526065174565133e-19,True,2.6472657399523314e-11,True,True
16,A,gaussian_noise,3784,True,False,1.4044103877313079,0.7120425829485677,9.975353876257032e-13,1.393776700268097e-12,0.0003550229446224834,0.003868410192057105,5,0.613978252845653,True,1.3937138118938486e-12,2.677979366039196e-17,0.0003550229446224834,0.0,True,1.910323566001182e-10,True,True
16,A,gaussian_blur,4718,True,False,1.410447961280073,0.7089946084167721,9.983402993185564e-13,1.4023131661714956e-12,0.0003005544022220452,0.0026730358839650763,5,0.4708942178241766,True,1.4022635049654175e-12,3.8163916471489756e-17,0.0003005544022220449,2.710505431213761e-19,True,2.373321816850904e-10,True,True
16,B,clean,3541,True,False,1.4009420359117626,0.7138054069090581,9.999223671286472e-13,1.393173138094576e-12,0.0003173242447830412,0.00436266134434079,5,0.5451823254222811,True,1.393174404372378e-12,2.2551405187698492e-17,0.0003173242447830412,0.0,True,1.828713291907036e-10,True,True
16,B,brightness_dark,5249,True,False,1.388756851375782,0.7200684547545835,9.976464099281657e-13,1.3805544315757813e-12,0.00027432935600699593,0.006020926793633901,5,0.5952523137918715,True,1.3805826057020076e-12,1.0462550964485118e-17,0.0002743293560069958,1.0842021724855044e-19,True,2.7806656976991917e-10,True,True
16,B,contrast_low,1665,True,False,1.4507368134734497,0.689304904040957,9.963141422986155e-13,1.3936074825892124e-12,0.0003421802260668918,0.008613116156931756,3,0.7726281292457502,True,1.3936208957676666e-12,2.0599841277224584e-18,0.0003421802260668922,3.7947076036992655e-19,True,2.67654787222682e-11,True,True
