client,bank,context,salt,label,count,real_regret_exact,repair_regret_exact,regret_reduction_exact,recovery_fraction_exact,recovery_fraction,zero_gap,prevalence_L1_change,DU_change,actual_optimal_agreement,repair_optimal_agreement,enters_optimal_set,repaired_states,best_utility_class
23,B,contrast_low,T013-S3,9,1,0,0,0,,,True,-0.002287071718676814,-0.02393187363447158,1.0,1.0,False,"[2, 2]",False
23,B,gaussian_noise,T013-S0,0,10,2588193311375463178181/35830254651855316312800,2588193311375463178181/35830254651855316312800,0,0,0.0,False,-0.3626118439781425,0.03637079975404005,0.0,0.0,False,"[1, 1]",False
23,B,gaussian_noise,T013-S0,2,2,2588193311375463178181/35830254651855316312800,2588193311375463178181/35830254651855316312800,0,0,0.0,False,-0.10346273791215166,-0.024948853430427242,0.0,0.0,False,"[1, 1]",False
23,B,gaussian_noise,T013-S0,5,1,2588193311375463178181/35830254651855316312800,0,2588193311375463178181/35830254651855316312800,1,1.0,False,-0.1567257922127837,0.03800074162331764,0.0,1.0,True,"[3, 3]",True
23,B,gaussian_noise,T013-S0,8,6,2588193311375463178181/35830254651855316312800,0,2588193311375463178181/35830254651855316312800,1,1.0,False,0.07893244012333811,0.08777789170216578,0.0,1.0,True,"[3, 3]",False
23,B,gaussian_noise,T013-S0,9,1,2588193311375463178181/35830254651855316312800,2588193311375463178181/35830254651855316312800,0,0,0.0,False,0.01768860420443874,0.005556544917049391,0.0,0.0,False,"[1, 1]",False
23,B,gaussian_noise,T013-S1,0,10,425026219077329/5896964810721600,425026219077329/5896964810721600,0,0,0.0,False,-0.3626118439781425,0.039725938474578046,0.0,0.0,False,"[1, 1]",False
23,B,gaussian_noise,T013-S1,2,2,425026219077329/5896964810721600,425026219077329/5896964810721600,0,0,0.0,False,-0.10346273791215166,-0.021586804164801868,0.0,0.0,False,"[1, 1]",False
23,B,gaussian_noise,T013-S1,5,1,425026219077329/5896964810721600,0,425026219077329/5896964810721600,1,1.0,False,-0.1567257922127837,0.04136270875609367,0.0,1.0,True,"[3, 3]",True
23,B,gaussian_noise,T013-S1,8,6,425026219077329/5896964810721600,0,425026219077329/5896964810721600,1,1.0,False,0.07893244012333811,0.09113054291530452,0.0,1.0,True,"[3, 3]",False
23,B,gaussian_noise,T013-S1,9,1,425026219077329/5896964810721600,425026219077329/5896964810721600,0,0,0.0,False,0.01768860420443874,0.005735419722601248,0.0,0.0,False,"[1, 1]",False
23,B,gaussian_noise,T013-S2,0,10,64528464591655455067/893349234837917080608,64528464591655455067/893349234837917080608,0,0,0.0,False,-0.3626118439781425,0.041735491610481096,0.0,0.0,False,"[1, 1]",False
23,B,gaussian_noise,T013-S2,2,2,64528464591655455067/893349234837917080608,64528464591655455067/893349234837917080608,0,0,0.0,False,-0.10346273791215166,-0.01958545878996862,0.0,0.0,False,"[1, 1]",False
23,B,gaussian_noise,T013-S2,5,1,64528464591655455067/893349234837917080608,0,64528464591655455067/893349234837917080608,1,1.0,False,-0.1567257922127837,0.04313014652250527,0.0,1.0,True,"[3, 3]",True
23,B,gaussian_noise,T013-S2,8,6,64528464591655455067/893349234837917080608,0,64528464591655455067/893349234837917080608,1,1.0,False,0.07893244012333811,0.0928883852718497,0.0,1.0,True,"[3, 3]",False
23,B,gaussian_noise,T013-S2,9,1,64528464591655455067/893349234837917080608,64528464591655455067/893349234837917080608,0,0,0.0,False,0.01768860420443874,0.005924886334723406,0.0,0.0,False,"[1, 1]",False
23,B,gaussian_noise,T013-S3,0,10,171001812144698387/2369441506556011200,171001812144698387/2369441506556011200,0,0,0.0,False,-0.3626118439781425,0.03611337522814488,0.0,0.0,False,"[1, 1]",False
23,B,gaussian_noise,T013-S3,2,2,171001812144698387/2369441506556011200,171001812144698387/2369441506556011200,0,0,0.0,False,-0.10346273791215166,-0.025295924596472785,0.0,0.0,False,"[1, 1]",False
23,B,gaussian_noise,T013-S3,5,1,171001812144698387/2369441506556011200,0,171001812144698387/2369441506556011200,1,1.0,False,-0.1567257922127837,0.037679871921454125,0.0,1.0,True,"[3, 3]",True
23,B,gaussian_noise,T013-S3,8,6,171001812144698387/2369441506556011200,0,171001812144698387/2369441506556011200,1,1.0,False,0.07893244012333811,0.08747090361097713,0.0,1.0,True,"[3, 3]",False
23,B,gaussian_noise,T013-S3,9,1,171001812144698387/2369441506556011200,171001812144698387/2369441506556011200,0,0,0.0,False,0.01768860420443874,0.005099476062543087,0.0,0.0,False,"[1, 1]",False
23,B,gaussian_blur,T013-S0,0,10,12874288919146780433722077/141232413346673532437799700,12874288919146780433722077/141232413346673532437799700,0,0,0.0,False,-0.4582913306674481,0.07577457591498851,0.0,0.0,False,"[1, 1]",False
23,B,gaussian_blur,T013-S0,2,2,12874288919146780433722077/141232413346673532437799700,12874288919146780433722077/141232413346673532437799700,0,0,0.0,False,-0.06507259576255842,0.012897454028460348,0.0,0.0,False,"[1, 1]",False
23,B,gaussian_blur,T013-S0,5,1,12874288919146780433722077/141232413346673532437799700,0,12874288919146780433722077/141232413346673532437799700,1,1.0,False,-0.13609032994629033,-0.04550787417963717,0.0,1.0,True,"[3, 3]",True
23,B,gaussian_blur,T013-S0,8,6,12874288919146780433722077/141232413346673532437799700,3532496529917/248451190746460,5433118259175644375970131/70616206673336766218899850,10866236518351288751940262/12874288919146780433722077,0.8440261506164356,False,0.06792204215816877,-0.03309323402263515,0.0,0.5,True,"[3, 0]",False
23,B,gaussian_blur,T013-S0,9,1,12874288919146780433722077/141232413346673532437799700,12874288919146780433722077/141232413346673532437799700,0,0,0.0,False,0.016057904863777006,0.0008224914662445654,0.0,0.0,False,"[1, 1]",False
23,B,gaussian_blur,T013-S1,0,10,58774069180227419/646138858546209600,58774069180227419/646138858546209600,0,0,0.0,False,-0.4582913306674481,0.07584567646760093,0.0,0.0,False,"[1, 1]",False
23,B,gaussian_blur,T013-S1,2,2,58774069180227419/646138858546209600,58774069180227419/646138858546209600,0,0,0.0,False,-0.06507259576255842,0.012911022311855938,0.0,0.0,False,"[1, 1]",False
23,B,gaussian_blur,T013-S1,5,1,58774069180227419/646138858546209600,9666865493/773575339200,633746176349347/8076735731827620,50699694107947760/58774069180227419,0.8626201114726286,False,-0.13609032994629033,-0.044985894621304964,0.0,0.5,True,"[3, 0]",True
23,B,gaussian_blur,T013-S1,8,6,58774069180227419/646138858546209600,9666865493/773575339200,633746176349347/8076735731827620,50699694107947760/58774069180227419,0.8626201114726286,False,0.06792204215816877,-0.03305404888840249,0.0,0.5,True,"[3, 0]",False
23,B,gaussian_blur,T013-S1,9,1,58774069180227419/646138858546209600,58774069180227419/646138858546209600,0,0,0.0,False,0.016057904863777006,0.0008238370781961796,0.0,0.0,False,"[1, 1]",False
23,B,gaussian_blur,T013-S2,0,10,14023045319689173434651/153899709092532078886560,14023045319689173434651/153899709092532078886560,0,0,0.0,False,-0.4582913306674481,0.07600359027243939,0.0,0.0,False,"[1, 1]",False
23,B,gaussian_blur,T013-S2,2,2,14023045319689173434651/153899709092532078886560,14023045319689173434651/153899709092532078886560,0,0,0.0,False,-0.06507259576255842,0.012930699943187657,0.0,0.0,False,"[1, 1]",False
23,B,gaussian_blur,T013-S2,5,1,14023045319689173434651/153899709092532078886560,0,14023045319689173434651/153899709092532078886560,1,1.0,False,-0.13609032994629033,-0.04978761697776197,0.0,1.0,True,"[3, 3]",True
23,B,gaussian_blur,T013-S2,8,6,14023045319689173434651/153899709092532078886560,8080035035919232672623/282149466669642144625360,15110469757295073106489/241842400002550409678880,105773288301065511745423/154253498516580907781161,0.6857107898249439,False,0.06792204215816877,-0.03292907797610746,0.0,0.0,False,"[0, 0]",False
23,B,gaussian_blur,T013-S2,9,1,14023045319689173434651/153899709092532078886560,14023045319689173434651/153899709092532078886560,0,0,0.0,False,0.016057904863777006,0.0008200598310804941,0.0,0.0,False,"[1, 1]",False
23,B,gaussian_blur,T013-S3,0,10,16851028408754681314961/184971932110236611835000,16851028408754681314961/184971932110236611835000,0,0,0.0,False,-0.4582913306674481,0.07582330105311318,0.0,0.0,False,"[1, 1]",False
23,B,gaussian_blur,T013-S3,2,2,16851028408754681314961/184971932110236611835000,16851028408754681314961/184971932110236611835000,0,0,0.0,False,-0.06507259576255842,0.01288983722415564,0.0,0.0,False,"[1, 1]",False
23,B,gaussian_blur,T013-S3,5,1,16851028408754681314961/184971932110236611835000,0,16851028408754681314961/184971932110236611835000,1,1.0,False,-0.13609032994629033,-0.04708846756067067,0.0,1.0,True,"[3, 3]",True
23,B,gaussian_blur,T013-S3,8,6,16851028408754681314961/184971932110236611835000,42281774983357254460699/1479775456881892894680000,2803831887475157456333/44841680511572511960000,92526452286680196058989/134808227270037450519688,0.6863561235126869,False,0.06792204215816877,-0.033071073085479664,0.0,0.0,False,"[0, 0]",False
23,B,gaussian_blur,T013-S3,9,1,16851028408754681314961/184971932110236611835000,16851028408754681314961/184971932110236611835000,0,0,0.0,False,0.016057904863777006,0.0008137214377209878,0.0,0.0,False,"[1, 1]",False
24,A,clean,T013-S0,3,1,2649303039/100817219360,2649303039/100817219360,0,0,0.0,False,0.0,-0.014050942933145627,0.0,0.0,False,"[2, 2]",False
24,A,clean,T013-S0,7,3,2649303039/100817219360,2649303039/100817219360,0,0,0.0,False,0.0,0.0091806762333764,0.0,0.0,False,"[2, 2]",False
24,A,clean,T013-S0,9,16,2649303039/100817219360,1967399703/100817219360,85237917/12602152420,227301112/883101013,0.2573897081465583,False,-1.2674696466393902,-0.10817658593539944,0.0,0.0,False,"[4, 4]",True
24,A,clean,T013-S1,3,1,15557301479/590835372666,15557301479/590835372666,0,0,0.0,False,0.0,-0.014793447177898988,0.0,0.0,False,"[2, 2]",False
24,A,clean,T013-S1,7,3,15557301479/590835372666,15557301479/590835372666,0,0,0.0,False,0.0,0.009198747159259085,0.0,0.0,False,"[2, 2]",False
24,A,clean,T013-S1,9,16,15557301479/590835372666,8087/902825,1796362676687/103396190216550,1796362676687/2722527758825,0.6598142740194802,False,-1.2674696466393902,-0.10789481336190934,0.0,0.5,True,"[1, 4]",True
24,A,clean,T013-S2,3,1,1692824778361/64328845874880,1692824778361/64328845874880,0,0,0.0,False,0.0,-0.01380133556552958,0.0,0.0,False,"[2, 2]",False
24,A,clean,T013-S2,7,3,1692824778361/64328845874880,1692824778361/64328845874880,0,0,0.0,False,0.0,0.009205136114344356,0.0,0.0,False,"[2, 2]",False
24,A,clean,T013-S2,9,16,1692824778361/64328845874880,19646847982/1005138216795,633808599/93637330240,435426507513/1692824778361,0.2572188882623645,False,-1.2674696466393902,-0.10779604494638373,0.0,0.0,False,"[4, 4]",True
24,A,clean,T013-S3,3,1,14101080671/536287546080,14101080671/536287546080,0,0,0.0,False,0.0,-0.012856704801266161,0.0,0.0,False,"[2, 2]",False
24,A,clean,T013-S3,7,3,14101080671/536287546080,14101080671/536287546080,0,0,0.0,False,0.0,0.009194001244469674,0.0,0.0,False,"[2, 2]",False
24,A,clean,T013-S3,9,16,14101080671/536287546080,10524089/1213320240,1049937037/59587505120,9449433333/14101080671,0.6701212164847419,False,-1.2674696466393902,-0.10806660983960661,0.0,0.5,True,"[4, 1]",True
24,A,brightness_dark,T013-S0,3,1,763168397/50408609680,763168397/50408609680,0,0,0.0,False,-0.08081191089710371,-0.0338446610653273,0.0,0.0,False,"[2, 2]",False
24,A,brightness_dark,T013-S0,7,3,763168397/50408609680,763168397/50408609680,0,0,0.0,False,0.09017252623710381,0.05089792290026662,0.0,0.0,False,"[2, 2]",False
24,A,brightness_dark,T013-S0,9,16,763168397/50408609680,0,763168397/50408609680,1,1.0,False,-1.0434646110942545,-0.3143271013924313,0.0,1.0,True,"[1, 1]",True
24,A,brightness_dark,T013-S1,3,1,595962551/39332835080,595962551/39332835080,0,0,0.0,False,-0.08081191089710371,-0.03384566034362951,0.0,0.0,False,"[2, 2]",False
24,A,brightness_dark,T013-S1,7,3,595962551/39332835080,595962551/39332835080,0,0,0.0,False,0.09017252623710381,0.05089633648328129,0.0,0.0,False,"[2, 2]",False
24,A,brightness_dark,T013-S1,9,16,595962551/39332835080,0,595962551/39332835080,1,1.0,False,-1.0434646110942545,-0.31431583885248876,0.0,1.0,True,"[1, 1]",True
24,A,brightness_dark,T013-S2,3,1,9908268551/655461311680,9908268551/655461311680,0,0,0.0,False,-0.08081191089710371,-0.033842717849733805,0.0,0.0,False,"[2, 2]",False
24,A,brightness_dark,T013-S2,7,3,9908268551/655461311680,9908268551/655461311680,0,0,0.0,False,0.09017252623710381,0.050890392009388496,0.0,0.0,False,"[2, 2]",False
24,A,brightness_dark,T013-S2,9,16,9908268551/655461311680,0,9908268551/655461311680,1,1.0,False,-1.0434646110942545,-0.3144318682579106,0.0,1.0,True,"[1, 1]",True
24,A,brightness_dark,T013-S3,3,1,53073873/3505147360,53073873/3505147360,0,0,0.0,False,-0.08081191089710371,-0.03385216002446628,0.0,0.0,False,"[2, 2]",False
24,A,brightness_dark,T013-S3,7,3,53073873/3505147360,53073873/3505147360,0,0,0.0,False,0.09017252623710381,0.05093067638428456,0.0,0.0,False,"[2, 2]",False
24,A,brightness_dark,T013-S3,9,16,53073873/3505147360,0,53073873/3505147360,1,1.0,False,-1.0434646110942545,-0.31454519466860353,0.0,1.0,True,"[1, 1]",True
24,A,contrast_low,T013-S0,3,1,3537/7182760,3537/7182760,0,0,0.0,False,0.019498391947319504,0.004969446308173919,0.5,0.5,False,"[2, 2]",True
24,A,contrast_low,T013-S0,7,3,3537/7182760,3537/7182760,0,0,0.0,False,0.15867785376454324,0.013015995688741233,0.5,0.5,False,"[2, 2]",False
24,A,contrast_low,T013-S0,9,16,3537/7182760,3537/7182760,0,0,0.0,False,-1.295452139294241,-0.36092113708703794,0.5,0.5,False,"[2, 2]",False
24,A,contrast_low,T013-S1,3,1,383/544580,383/544580,0,0,0.0,False,0.019498391947319504,0.004977052190850262,0.5,0.5,False,"[2, 2]",True
24,A,contrast_low,T013-S1,7,3,383/544580,383/544580,0,0,0.0,False,0.15867785376454324,0.013032704339534906,0.5,0.5,False,"[2, 2]",False
24,A,contrast_low,T013-S1,9,16,383/544580,383/544580,0,0,0.0,False,-1.295452139294241,-0.3614242225262008,0.5,0.5,False,"[2, 2]",False
24,A,contrast_low,T013-S2,3,1,849/894110,849/894110,0,0,0.0,False,0.019498391947319504,0.004969244232941927,0.5,0.5,False,"[2, 2]",True
24,A,contrast_low,T013-S2,7,3,849/894110,849/894110,0,0,0.0,False,0.15867785376454324,0.013025695782060254,0.5,0.5,False,"[2, 2]",False
24,A,contrast_low,T013-S2,9,16,849/894110,849/894110,0,0,0.0,False,-1.295452139294241,-0.360842711042679,0.5,0.5,False,"[2, 2]",False
24,A,contrast_low,T013-S3,3,1,889/3547720,889/3547720,0,0,0.0,False,0.019498391947319504,0.004968496207684581,0.5,0.5,False,"[2, 2]",True
24,A,contrast_low,T013-S3,7,3,889/3547720,889/3547720,0,0,0.0,False,0.15867785376454324,0.013015062694389568,0.5,0.5,False,"[2, 2]",False
24,A,contrast_low,T013-S3,9,16,889/3547720,889/3547720,0,0,0.0,False,-1.295452139294241,-0.3608504070330327,0.5,0.5,False,"[2, 2]",False
24,A,gaussian_noise,T013-S0,3,1,1503665519/50408609680,1503665519/50408609680,0,0,0.0,False,-0.0630454626619843,0.01834326138963148,0.0,0.0,False,"[2, 4]",False
24,A,gaussian_noise,T013-S0,7,3,1503665519/50408609680,1681487603/50408609680,-12669/3591380,-177822084/1503665519,-0.11825906875769757,False,-0.11053250278600757,-0.009061036404786227,0.0,0.0,False,"[2, 2]",False
24,A,gaussian_noise,T013-S0,9,16,1503665519/50408609680,55846841/3150538105,610116063/50408609680,610116063/1503665519,0.4057525129696081,False,-1.1424838828456632,-0.06165581436724929,0.0,0.0,False,"[3, 3]",True
24,A,gaussian_noise,T013-S1,3,1,11432278547/393328350800,11432278547/393328350800,0,0,0.0,False,-0.0630454626619843,0.018356247415179494,0.0,0.0,False,"[2, 4]",False
24,A,gaussian_noise,T013-S1,7,3,11432278547/393328350800,7876784159/235997010480,-93413/21667800,-5087085154/34296835641,-0.14832520432056032,False,-0.11053250278600757,-0.008710820781116152,0.0,0.0,False,"[2, 2]",False
24,A,gaussian_noise,T013-S1,9,16,11432278547/393328350800,93347/10833900,24129853789/1179985052400,24129853789/34296835641,0.7035591866718478,False,-1.1424838828456632,-0.06136411791861965,0.0,0.5,True,"[1, 3]",True
24,A,gaussian_noise,T013-S2,3,1,2367219679/81932663960,2367219679/81932663960,0,0,0.0,False,-0.0630454626619843,0.01834318957590747,0.0,0.0,False,"[2, 4]",False
24,A,gaussian_noise,T013-S2,7,3,2367219679/81932663960,10924758029/327730655840,-16283/3665440,-1455879313/9468878716,-0.1537541409776359,False,-0.11053250278600757,-0.00906868420682122,0.0,0.0,False,"[2, 2]",False
24,A,gaussian_noise,T013-S2,9,16,2367219679/81932663960,374532747/21143913280,1465448455/131092262336,109361825/282653096,0.38691182423842974,False,-1.1424838828456632,-0.061724339666302634,0.0,0.0,False,"[3, 3]",True
24,A,gaussian_noise,T013-S3,3,1,1696254069/59587505120,1696254069/59587505120,0,0,0.0,False,-0.0630454626619843,0.018350148109162218,0.0,0.0,False,"[4, 2]",False
24,A,gaussian_noise,T013-S3,7,3,1696254069/59587505120,1986900451/59587505120,-34609/7095440,-290646382/1696254069,-0.17134601903790628,False,-0.11053250278600757,-0.008953855860790436,0.0,0.0,False,"[2, 2]",False
24,A,gaussian_noise,T013-S3,9,16,1696254069/59587505120,7241/886930,241954945/11917501024,1209774725/1696254069,0.7132037276191789,False,-1.1424838828456632,-0.06155094599696965,0.0,0.5,True,"[3, 1]",True
24,A,gaussian_blur,T013-S0,3,1,217195279739/13610324613600,217195279739/13610324613600,0,0,0.0,False,2.220446049250313e-16,-0.0009361981749611004,0.0,0.0,False,"[2, 2]",True
24,A,gaussian_blur,T013-S0,7,3,217195279739/13610324613600,217195279739/13610324613600,0,0,0.0,False,2.220446049250313e-16,0.005313645217855212,0.0,0.0,False,"[2, 2]",False
24,A,gaussian_blur,T013-S0,9,16,217195279739/13610324613600,217195279739/13610324613600,0,0,0.0,False,-1.153189025657873,-0.2188642522364447,0.0,0.0,False,"[2, 2]",False
24,A,gaussian_blur,T013-S1,3,1,1863920691697/116401190480400,1863920691697/116401190480400,0,0,0.0,False,2.220446049250313e-16,-0.0009399622675806962,0.0,0.0,False,"[2, 2]",True
24,A,gaussian_blur,T013-S1,7,3,1863920691697/116401190480400,1863920691697/116401190480400,0,0,0.0,False,2.220446049250313e-16,0.005346663841399701,0.0,0.0,False,"[2, 2]",False
24,A,gaussian_blur,T013-S1,9,16,1863920691697/116401190480400,1863920691697/116401190480400,0,0,0.0,False,-1.153189025657873,-0.21855227569172667,0.0,0.0,False,"[2, 2]",False
24,A,gaussian_blur,T013-S2,3,1,1247575042657043/77902232354479680,1247575042657043/77902232354479680,0,0,0.0,False,2.220446049250313e-16,-0.0009292919895628193,0.0,0.0,False,"[2, 2]",True
24,A,gaussian_blur,T013-S2,7,3,1247575042657043/77902232354479680,1247575042657043/77902232354479680,0,0,0.0,False,2.220446049250313e-16,0.005397664309473638,0.0,0.0,False,"[2, 2]",False
24,A,gaussian_blur,T013-S2,9,16,1247575042657043/77902232354479680,1247575042657043/77902232354479680,0,0,0.0,False,-1.153189025657873,-0.21886588181055272,0.0,0.0,False,"[2, 2]",False
24,A,gaussian_blur,T013-S3,3,1,2972896956251/186359922262800,2972896956251/186359922262800,0,0,0.0,False,2.220446049250313e-16,-0.0009419356947690805,0.0,0.0,False,"[2, 2]",True
24,A,gaussian_blur,T013-S3,7,3,2972896956251/186359922262800,2972896956251/186359922262800,0,0,0.0,False,2.220446049250313e-16,0.005307477136348437,0.0,0.0,False,"[2, 2]",False
24,A,gaussian_blur,T013-S3,9,16,2972896956251/186359922262800,2972896956251/186359922262800,0,0,0.0,False,-1.153189025657873,-0.2186320425666732,0.0,0.0,False,"[2, 2]",False
24,B,clean,T013-S0,3,1,590251523/20163443872,590251523/20163443872,0,0,0.0,False,0.0,-0.01152587505369683,0.0,0.0,False,"[2, 2]",False
24,B,clean,T013-S0,7,3,590251523/20163443872,590251523/20163443872,0,0,0.0,False,0.0,0.007189178932699297,0.0,0.0,False,"[2, 2]",False
24,B,clean,T013-S0,9,16,590251523/20163443872,2000295683/100817219360,12512657/1326542360,950961932/2951257615,0.32222261017359544,False,-1.2674696466393902,-0.10941193600357257,0.0,0.0,False,"[4, 4]",True
24,B,clean,T013-S1,3,1,970176230363/33086780869296,970176230363/33086780869296,0,0,0.0,False,0.0,-0.01412979274127725,0.0,0.0,False,"[2, 2]",False
24,B,clean,T013-S1,7,3,970176230363/33086780869296,970176230363/33086780869296,0,0,0.0,False,0.0,0.007209554239009222,0.0,0.0,False,"[2, 2]",False
24,B,clean,T013-S1,9,16,970176230363/33086780869296,3361/386925,5689749680849/275723173910800,17069249042547/24254405759075,0.703758699021533,False,-1.2674696466393902,-0.10918982051464551,0.0,0.5,True,"[1, 4]",True
24,B,clean,T013-S2,3,1,13193158407841/450301921124160,13193158407841/450301921124160,0,0,0.0,False,0.0,-0.011376234207653602,0.0,0.0,False,"[2, 2]",False
24,B,clean,T013-S2,7,3,13193158407841/450301921124160,13193158407841/450301921124160,0,0,0.0,False,0.0,0.007204287163964457,0.0,0.0,False,"[2, 2]",False
24,B,clean,T013-S2,9,16,13193158407841/450301921124160,1790713858163/90060384224832,3085581599/327730655840,4239589117026/13193158407841,0.3213475489315973,False,-1.2674696466393902,-0.10899086057487573,0.0,0.0,False,"[4, 4]",True
24,B,clean,T013-S3,3,1,15701076191/536287546080,15701076191/536287546080,0,0,0.0,False,0.0,-0.012473307793579955,0.0,0.0,False,"[2, 2]",False
24,B,clean,T013-S3,7,3,15701076191/536287546080,15701076191/536287546080,0,0,0.0,False,0.0,0.007201003850904927,0.0,0.0,False,"[2, 2]",False
24,B,clean,T013-S3,9,16,15701076191/536287546080,10064099/1213320240,65805523/3136184480,11252744433/15701076191,0.7166861873742244,False,-1.2674696466393902,-0.10939067124812808,0.0,0.5,True,"[4, 1]",True
24,B,brightness_dark,T013-S0,3,1,189107445/10081721936,189107445/10081721936,0,0,0.0,False,-0.08279529894453974,-0.03514664119673533,0.0,0.0,False,"[2, 2]",False
24,B,brightness_dark,T013-S0,7,3,189107445/10081721936,189107445/10081721936,0,0,0.0,False,0.08502796842258342,0.050156264571981524,0.0,0.0,False,"[2, 2]",False
24,B,brightness_dark,T013-S0,9,16,189107445/10081721936,0,189107445/10081721936,1,1.0,False,-1.0223614083633232,-0.3168169968421612,0.0,1.0,True,"[1, 1]",True
24,B,brightness_dark,T013-S1,3,1,11074121161/589992526200,11074121161/589992526200,0,0,0.0,False,-0.08279529894453974,-0.035147441809553925,0.0,0.0,False,"[2, 2]",False
24,B,brightness_dark,T013-S1,7,3,11074121161/589992526200,11074121161/589992526200,0,0,0.0,False,0.08502796842258342,0.05015887618870102,0.0,0.0,False,"[2, 2]",False
24,B,brightness_dark,T013-S1,9,16,11074121161/589992526200,0,11074121161/589992526200,1,1.0,False,-1.0223614083633232,-0.3168307289557255,0.0,1.0,True,"[1, 1]",True
24,B,brightness_dark,T013-S2,3,1,6144380967/327730655840,6144380967/327730655840,0,0,0.0,False,-0.08279529894453974,-0.0351387798031495,0.0,0.0,False,"[2, 2]",False
24,B,brightness_dark,T013-S2,7,3,6144380967/327730655840,6144380967/327730655840,0,0,0.0,False,0.08502796842258342,0.0501566383131381,0.0,0.0,False,"[2, 2]",False
24,B,brightness_dark,T013-S2,9,16,6144380967/327730655840,0,6144380967/327730655840,1,1.0,False,-1.0223614083633232,-0.31690565179802066,0.0,1.0,True,"[1, 1]",True
24,B,brightness_dark,T013-S3,3,1,85897123/4583654240,85897123/4583654240,0,0,0.0,False,-0.08279529894453974,-0.0351568013793101,0.0,0.0,False,"[2, 2]",False
24,B,brightness_dark,T013-S3,7,3,85897123/4583654240,85897123/4583654240,0,0,0.0,False,0.08502796842258342,0.050187660037639026,0.0,0.0,False,"[2, 2]",False
24,B,brightness_dark,T013-S3,9,16,85897123/4583654240,0,85897123/4583654240,1,1.0,False,-1.0223614083633232,-0.31706573390110737,0.0,1.0,True,"[1, 1]",True
24,B,contrast_low,T013-S0,3,1,233/897845,233/897845,0,0,0.0,False,0.0,0.005873190594236299,0.5,0.5,False,"[2, 2]",True
24,B,contrast_low,T013-S0,7,3,233/897845,233/897845,0,0,0.0,False,0.099406302709518,0.01224514137478161,0.5,0.5,False,"[2, 2]",False
24,B,contrast_low,T013-S0,9,16,233/897845,233/897845,0,0,0.0,False,-1.2766314123353983,-0.3703826262463789,0.5,0.5,False,"[2, 2]",False
24,B,contrast_low,T013-S1,3,1,10191/10891600,10191/10891600,0,0,0.0,False,0.0,0.005882400390451348,0.5,0.5,False,"[2, 2]",True
24,B,contrast_low,T013-S1,7,3,10191/10891600,10191/10891600,0,0,0.0,False,0.099406302709518,0.01226300383513168,0.5,0.5,False,"[2, 2]",False
24,B,contrast_low,T013-S1,9,16,10191/10891600,10191/10891600,0,0,0.0,False,-1.2766314123353983,-0.3709207995593228,0.5,0.5,False,"[2, 2]",False
24,B,contrast_low,T013-S2,3,1,5511/7152880,5511/7152880,0,0,0.0,False,0.0,0.005873656718533016,0.5,0.5,False,"[2, 2]",True
24,B,contrast_low,T013-S2,7,3,5511/7152880,5511/7152880,0,0,0.0,False,0.099406302709518,0.012252252928502072,0.5,0.5,False,"[2, 2]",False
24,B,contrast_low,T013-S2,9,16,5511/7152880,5511/7152880,0,0,0.0,False,-1.2766314123353983,-0.3703540337105522,0.5,0.5,False,"[2, 2]",False
24,B,contrast_low,T013-S3,3,1,271/645040,271/645040,0,0,0.0,False,0.0,0.005872140530747916,0.5,0.5,False,"[2, 2]",True
24,B,contrast_low,T013-S3,7,3,271/645040,271/645040,0,0,0.0,False,0.099406302709518,0.012240138559615976,0.5,0.5,False,"[2, 2]",False
24,B,contrast_low,T013-S3,9,16,271/645040,271/645040,0,0,0.0,False,-1.2766314123353983,-0.37032753727221546,0.5,0.5,False,"[2, 2]",False
24,B,gaussian_noise,T013-S0,3,1,33874143/1326542360,33874143/1326542360,0,0,0.0,False,-0.06029387008876541,0.01753764161251324,0.0,0.0,False,"[4, 4]",False
24,B,gaussian_noise,T013-S0,7,3,33874143/1326542360,2932363/91485680,-23783/3649360,-17290241/67748286,-0.2552129658306042,False,-0.10729594726904312,-0.013753538369204232,0.0,0.0,False,"[2, 4]",False
24,B,gaussian_noise,T013-S0,9,16,33874143/1326542360,30739/3591380,85576483/5040860968,427882415/643608717,0.6648176193051779,False,-1.1092308522871104,-0.06323860640813134,0.0,0.5,True,"[1, 3]",True
24,B,gaussian_noise,T013-S1,3,1,861671527/33713858640,861671527/33713858640,0,0,0.0,False,-0.06029387008876541,0.017548487561114087,0.0,0.0,False,"[4, 4]",False
24,B,gaussian_noise,T013-S1,7,3,861671527/33713858640,861671527/33713858640,0,0,0.0,False,-0.10729594726904312,-0.013381666336702638,0.0,0.0,False,"[4, 4]",False
24,B,gaussian_noise,T013-S1,9,16,861671527/33713858640,4814/541695,3934414193/235997010480,3934414193/6031700689,0.6522893618005918,False,-1.1092308522871104,-0.06293124948583473,0.0,0.5,True,"[1, 3]",True
24,B,gaussian_noise,T013-S2,3,1,8368289711/327730655840,8368289711/327730655840,0,0,0.0,False,-0.06029387008876541,0.017538590640057236,0.0,0.0,False,"[4, 4]",False
24,B,gaussian_noise,T013-S2,7,3,8368289711/327730655840,8368289711/327730655840,0,0,0.0,False,-0.10729594726904312,-0.013723887496715395,0.0,0.0,False,"[4, 4]",False
