client,bank,context,salt,valid_positive_P00_gain,P00_gain_contribution_exact,actual_macro_contribution_exact,capture_deficit_actual,capture_deficit_null_median,capture_deficit_null_p95,capture_deficit_percentile,capture_deficit_above_p95
9,A,gaussian_blur,T013-S3,True,3405233/28552269,4237811/13023842,0.05520578971338435,0.0,0.9446198519477793,0.65625,False
10,A,gaussian_blur,T013-S3,True,468972523/6395181234,170648942/1065863539,2.8040736685121317,0.0,2.8040736685121317,1.0,False
11,A,gaussian_blur,T013-S3,True,29900/1133259,925690/1133259,0.0,0.0,0.1617391304347805,0.9453125,False
12,A,gaussian_blur,T013-S3,True,707495872/6660030351,28753980/96522179,0.0,0.0,0.9382016436698022,0.703125,False
13,A,gaussian_blur,T013-S3,True,58/299,347731/852150,0.0,0.0,0.0,0.953125,False
14,A,gaussian_blur,T013-S3,True,70/1509,54826/150397,0.0,0.0,0.8999999999999976,0.9375,False
15,A,gaussian_blur,T013-S3,True,20/373,25/746,0.375,0.25,1.0,0.875,False
16,A,gaussian_blur,T013-S3,False,0,27330319/342886323,,,,,
17,A,gaussian_blur,T013-S3,False,-11883/224549,68903/224549,,,,,
18,A,gaussian_blur,T013-S3,False,0,5/758,,,,,
19,A,gaussian_blur,T013-S3,True,40/1509,145663385/431220894,0.0,0.0,0.0,0.9609375,False
20,A,gaussian_blur,T013-S3,True,50/1527,1160/1527,0.0,0.0,0.0,0.984375,False
21,A,gaussian_blur,T013-S3,True,20390/276393,10/373,0.7274399215301618,0.7274399215301619,1.090853359489946,0.125,False
22,A,gaussian_blur,T013-S3,True,42532/451191,84978/150397,1.5026333113890717,0.0,1.5026333113890717,1.0,False
23,A,gaussian_blur,T013-S3,True,22670/571911,133896730/429505161,2.3444338588102203,0.0,2.842875577747535,0.90625,False
24,A,gaussian_blur,T013-S3,True,39163/537225,33410983/503143446,0.3624472522311987,0.36244725223119867,0.9090340372290172,0.8046875,False
25,A,gaussian_blur,T013-S3,True,4628201/342002778,10622759/114000926,0.00458579910423078,2.2265692436434805,2.4896978329160726,0.3828125,False
26,A,gaussian_blur,T013-S3,True,26974/456573,619378/456573,1.0,0.0,0.5542374138058872,0.9921875,True
27,A,gaussian_blur,T013-S3,True,150/299,362/299,0.0,0.0,0.0,1.0,False
28,A,gaussian_blur,T013-S3,False,0,282619/7020975,,,,,
29,A,gaussian_blur,T013-S3,True,28/23,714/299,0.0,0.0,0.0,0.9921875,False
30,A,gaussian_blur,T013-S3,True,5571/25150,44081/75450,1.0,0.3110153772512415,0.5405163645066684,1.0,True
31,A,gaussian_blur,T013-S3,False,0,313577843/338844441,,,,,
32,A,gaussian_blur,T013-S3,True,752/28425,1616089262/3579209675,0.0,0.0,2.7504793356471646,0.7890625,False
33,A,gaussian_blur,T013-S3,True,34025/561678,99500/280839,-0.009992652461425423,0.01498897869213811,0.6189052167523843,0.0,False
34,A,gaussian_blur,T013-S3,True,2560/372723,7295611660/47492240419,2.9341841086884153,3.3972975737449937,5.786682313644022,0.328125,False
35,A,gaussian_blur,T013-S3,True,13532/224549,167727/224549,1.4331214898019509,1.3241945019213714,1.4331214898019509,0.9765625,False
36,A,gaussian_blur,T013-S3,True,15/754,577/17342,-0.007046116758254796,0.16666666666666669,0.6666666666666667,0.0,False
37,A,gaussian_blur,T013-S3,True,10300/768081,68554075/576828831,3.4731768645042855,3.4731768645042855,6.928878000853231,0.625,False
38,A,gaussian_blur,T013-S3,False,0,95/751,,,,,
39,A,gaussian_blur,T013-S3,True,130/1509,1070/1509,0.0,0.0,0.0,0.984375,False
40,A,gaussian_blur,T013-S3,True,280/21489,497/37050,1.5178571428571428,1.5178571428571428,1.5178571428571428,1.0,False
41,A,gaussian_blur,T013-S3,True,2073089/9701864094,2180/21603,-94.14230358658023,-94.14230358658023,63.44842117246293,0.5234375,False
42,A,gaussian_blur,T013-S3,True,14224481/342002778,375667979/342002778,0.0,0.0,1.795169679652987,0.5078125,False
43,A,gaussian_blur,T013-S3,True,16815/282734,42955/282734,0.0,0.0,1.110912875408861,0.78125,False
44,A,gaussian_blur,T013-S3,True,11335/569258,114275/1146777,1.0,1.0,1.3343625937362154,0.75,False
45,A,gaussian_blur,T013-S3,True,20/1509,25045/377753,0.0,0.0,0.0,0.9765625,False
46,A,gaussian_blur,T013-S3,True,10819/55950,7088/27975,0.0,0.0,0.0,0.9609375,False
47,A,gaussian_blur,T013-S3,True,5994/224549,12794406/112948147,1.0,0.0,1.002324834222338,0.8828125,False
48,A,gaussian_blur,T013-S3,True,2840575/53295359,25/754,0.6260906682625876,0.7484963431699567,0.8755824084912386,0.1796875,False
49,A,gaussian_blur,T013-S3,True,2401/17043,5606/17043,0.14202415660141607,0.6601416076634736,0.6601416076634736,0.140625,False
50,A,gaussian_blur,T013-S3,True,3503/75450,1179680998/2823703675,0.0,0.0,2.7394827648866684,0.90625,False
51,A,gaussian_blur,T013-S3,False,0,0,,,,,
52,A,gaussian_blur,T013-S3,True,10/1509,32835/381274,0.0,0.0,0.0,1.0,False
53,A,gaussian_blur,T013-S3,True,1213/8671,4967/17342,0.0,0.0,0.9072547403132729,0.8125,False
54,A,gaussian_blur,T013-S3,True,7821559565/73163811682,16164705250/36581905841,1.1225985280852362,0.0,1.1225985280852362,1.0,False
55,A,gaussian_blur,T013-S3,False,0,834910715/859010322,,,,,
56,A,gaussian_blur,T013-S3,False,-4985/372723,5004670/63238669,,,,,
57,A,gaussian_blur,T013-S3,True,187567/8674887,41464243/144581450,0.0,0.0,1.5666654887974185,0.796875,False
58,A,gaussian_blur,T013-S3,False,0,2/299,,,,,
59,A,gaussian_blur,T013-S3,True,125088556/1442009725,879601501/2884019450,0.1560924979153702,0.07804624895768508,0.15609249791537017,0.96875,True
60,A,gaussian_blur,T013-S3,True,115/758,235/379,0.0,0.0,0.6521739130434783,0.796875,False
61,A,gaussian_blur,T013-S3,True,376/28275,1129/56550,0.0,0.0,1.0,0.8359375,False
62,A,gaussian_blur,T013-S3,True,1027/76350,824137/9645550,0.9964674115504081,1.0,1.4868549172346641,0.3203125,False
63,A,gaussian_blur,T013-S3,True,2545450/189716007,3353991/6286150,0.0,0.0,11.300184643186864,0.71875,False
64,A,gaussian_blur,T013-S3,True,855123007/14162695950,599295937/2360449325,0.0,0.0,1.21590048623262,0.6171875,False
65,A,gaussian_blur,T013-S3,True,21/50,46/75,0.0,0.0,0.0,0.984375,False
66,A,gaussian_blur,T013-S3,True,2810655/211212742,15175/1151358,2.484559699002173,2.4845596990021726,2.4845596990021726,1.0,True
67,A,gaussian_blur,T013-S3,True,996563/12522925,2346128887/12598062550,0.0,0.0,0.8242284070092455,0.8828125,False
68,A,gaussian_blur,T013-S3,True,89147/494247,7651/17342,0.0,0.0,1.3711678463661143,0.8515625,False
69,A,gaussian_blur,T013-S3,True,79285061/497212482,1479897/5715086,0.2911097968380197,0.0,0.8753240537962126,0.6484375,False
70,A,gaussian_blur,T013-S3,True,5/379,71356645/214610266,-0.49297658862876254,1.0,2.007312972623593,0.0,False
71,A,gaussian_blur,T013-S3,True,282371/42018450,11215/280123,-0.994716171278212,-0.994716171278212,1.0,0.6328125,False
72,A,gaussian_blur,T013-S3,True,314483/4269435,3030002/7115725,1.4512180308633535,0.0,1.4512180308633535,0.984375,False
73,A,gaussian_blur,T013-S3,True,10470737/36459670,456119711/662030850,0.0,0.0,1.082399133378832,0.8828125,False
74,A,gaussian_blur,T013-S3,True,76727/2891629,6598274/8674887,0.0,0.0,0.49889434836063795,0.9296875,False
75,A,gaussian_blur,T013-S3,True,3538543/12918594,4670117/12918594,1.098481493654309,0.0,1.098481493654309,1.0,False
76,A,gaussian_blur,T013-S3,True,17608693/331015425,8010188/13240617,0.0,0.0,2.1017089968006144,0.7421875,False
77,A,gaussian_blur,T013-S3,True,37795/381274,194355/381274,0.0,0.0,1.2449199629580627,0.8984375,False
78,A,gaussian_blur,T013-S3,True,20279/112650,4631/18775,0.0,0.0,0.0,0.9609375,False
79,A,gaussian_blur,T013-S3,True,10/1509,32918/451191,0.0,0.0,3.988,0.9296875,False
80,A,gaussian_blur,T013-S3,True,45335/1151358,345580535/864669858,0.0,0.0,0.6673651703981471,0.8984375,False
81,A,gaussian_blur,T013-S3,True,5/377,15/754,0.0,0.0,1.0,0.8203125,False
82,A,gaussian_blur,T013-S3,True,27317/179075,48759/179075,0.0,0.0,0.4278925821527476,0.9140625,False
83,A,gaussian_blur,T013-S3,False,0,32017235/16138239,,,,,
84,A,gaussian_blur,T013-S3,False,0,215493355/189716007,,,,,
85,A,gaussian_blur,T013-S3,True,427/7635,34448/38175,0.0,0.0,1.1213114754098361,0.8125,False
86,A,gaussian_blur,T013-S3,True,1007/12575,1268027/38404050,0.9167494207216154,0.0,1.0,0.90625,False
87,A,gaussian_blur,T013-S3,True,936991/27824550,1179999/4637425,0.7996245428184475,0.0,0.7996245428184475,0.9765625,False
88,A,gaussian_blur,T013-S3,True,5015/377169,1882846/8674887,0.0,0.0,1.0,0.9375,False
89,A,gaussian_blur,T013-S3,True,753080394979/8063046425850,1234008391087/8063046425850,0.7839324228543522,0.0,0.7839324228543522,0.953125,False
90,A,gaussian_blur,T013-S3,True,3186409549/159879530850,22433547497/79939765425,0.0,0.0,1.034900294921254,0.859375,False
91,A,gaussian_blur,T013-S3,False,0,385/14326,,,,,
92,A,gaussian_blur,T013-S3,True,3535/17043,6418609/12799293,0.0,0.0,0.22589286891405513,0.859375,False
93,A,gaussian_blur,T013-S3,True,13235/282734,7327711/84537466,-0.14120156219004792,-0.14120156219004798,0.5191241930980096,0.7734375,False
94,A,gaussian_blur,T013-S3,True,3169/4485,3986377/3759925,0.0,0.0,0.0,0.9921875,False
95,A,gaussian_blur,T013-S3,True,30604/456573,1362446/8499075,0.0,0.0,0.0,0.953125,False
96,A,gaussian_blur,T013-S3,True,567922/83857241,700186/8674887,0.970638573606939,0.970638573606939,2.971815084935373,0.6484375,False
97,A,gaussian_blur,T013-S3,True,40/503,850/1509,0.0,0.0,2.166666666666667,0.8125,False
98,A,gaussian_blur,T013-S3,True,11/150,301876277/2161674645,0.0,0.0,0.9983925701018039,0.84375,False
99,A,gaussian_blur,T013-S3,True,1544452523/7994303850,3733769047842/12733593649075,0.0,0.0,0.8975131809246334,0.7265625,False
0,B,clean,T013-S0,True,107855/1018509,3988735/8827078,0.3103846688752349,0.0,1.127421074590886,0.8828125,False
1,B,clean,T013-S0,True,4129/28275,62191/260130,0.0,0.0,0.8183579559215306,0.859375,False
2,B,clean,T013-S0,False,-5/42978,865/42978,,,,,
3,B,clean,T013-S0,True,75/758,115/379,0.0,0.0,0.0,0.9765625,False
4,B,clean,T013-S0,True,13519/112650,781/4506,0.0,0.0,1.0,0.8671875,False
5,B,clean,T013-S0,True,945881/14297775,1548034/4765925,0.8895643320882859,0.0,0.889564332088286,0.75,False
6,B,clean,T013-S0,False,0,39085745/47649017,,,,,
7,B,clean,T013-S0,True,4/299,4811/17043,0.4692982456140351,0.4692982456140351,1.4956140350877192,0.71875,False
8,B,clean,T013-S0,True,10231/28425,1716971/2833025,0.0,0.0,0.3371029224904657,0.9453125,False
9,B,clean,T013-S0,True,36913319/371179497,12001685/32276478,0.0,0.0,0.933319393468791,0.7890625,False
10,B,clean,T013-S0,True,127602031/6395181234,341269213/2131727078,6.311283454414609,0.0,6.311283454414609,1.0,False
11,B,clean,T013-S0,True,22565/1133259,903335/1133259,0.0,0.0,0.0,0.9765625,False
12,B,clean,T013-S0,True,17989845/193044358,4410522431/13320060702,0.0,0.0,0.9991617493091242,0.796875,False
13,B,clean,T013-S0,True,4201/44850,18299/44850,0.0,0.0002380385622471337,0.0002380385622471337,0.4921875,False
14,B,clean,T013-S0,True,20/503,46862/150397,0.0,0.0,0.0,1.0,False
15,B,clean,T013-S0,True,15/746,5/373,0.3333333333333333,0.33333333333333337,0.6666666666666667,0.1484375,False
16,B,clean,T013-S0,False,0,10619558/114295441,,,,,
17,B,clean,T013-S0,False,-11932/224549,85341/224549,,,,,
18,B,clean,T013-S0,False,0,5/758,,,,,
19,B,clean,T013-S0,True,22625/1137786,125678645/431220894,0.0,0.0,0.0,0.9765625,False
20,B,clean,T013-S0,False,0,1190/1527,,,,,
21,B,clean,T013-S0,True,25/746,5/373,0.6,0.6,1.0,0.9375,False
22,B,clean,T013-S0,False,0,321554/451191,,,,,
23,B,clean,T013-S0,True,28304945/859010322,153860800/429505161,1.0065091099806058,0.0,0.0,0.984375,True
24,B,clean,T013-S0,True,4838864/91149175,21623/650325,1.1222436412911097,0.8724464437119532,1.1255503013379449,0.875,False
25,B,clean,T013-S0,False,0,10622759/114000926,,,,,
26,B,clean,T013-S0,False,0,214454/152191,,,,,
27,B,clean,T013-S0,True,60/299,28/23,0.3,0.0,0.30000000000000004,0.8203125,False
28,B,clean,T013-S0,False,-11285/561678,282619/7020975,,,,,
29,B,clean,T013-S0,True,178/299,758/299,0.0,0.0,0.2696629213483146,0.8125,False
30,B,clean,T013-S0,True,23219/75450,24557/37725,0.6328868598992204,0.0,0.6328868598992204,0.9921875,False
31,B,clean,T013-S0,True,113140/1133259,320335243/338844441,0.0,0.0,1.0,0.890625,False
32,B,clean,T013-S0,True,640286512/10737629025,9699084983/21475258050,0.0,0.0,0.0,0.9765625,False
33,B,clean,T013-S0,True,7835/561678,64985/187226,1.858966177409062,1.8589661774090618,1.8589661774090618,0.9765625,True
34,B,clean,T013-S0,True,20/1509,634556555/3653249263,0.0,3.0,3.8543908035920196,0.3984375,False
35,B,clean,T013-S0,False,0,170717/224549,,,,,
36,B,clean,T013-S0,True,5/754,231/17342,1.9875573018991486,0.0,1.9875573018991486,1.0,False
37,B,clean,T013-S0,True,5110/256027,91534675/576828831,0.0,1.0,3.984344422700587,0.3203125,False
38,B,clean,T013-S0,False,0,85/751,,,,,
39,B,clean,T013-S0,True,30/503,910/1509,0.0,0.0,0.0,0.9921875,False
40,B,clean,T013-S0,False,0,10769/537225,,,,,
41,B,clean,T013-S0,False,-14091815/421820178,564271/6459297,,,,,
42,B,clean,T013-S0,True,2794/451191,409749175/342002778,1.0,1.0,12.52605800594187,0.78125,False
43,B,clean,T013-S0,True,16815/282734,42925/282734,0.0,0.0,0.0,0.953125,False
44,B,clean,T013-S0,True,7545/569258,98141665/869256966,1.0046388336646785,1.0,5.658001044160699,0.7890625,False
45,B,clean,T013-S0,True,10/1509,17535/377753,0.0,0.0,0.0,1.0,False
46,B,clean,T013-S0,True,14/75,4/15,0.0,0.0,0.0,0.9921875,False
47,B,clean,T013-S0,False,0,15053882/112948147,,,,,
48,B,clean,T013-S0,True,9345/281242,9465/285766,0.6008560727661851,0.5997690410545055,1.0,0.828125,False
49,B,clean,T013-S0,True,110/17043,132/437,0.990909090909091,7.172727272727273,8.281818181818181,0.1171875,False
50,B,clean,T013-S0,True,1001/25150,18074813/56662950,0.9835771809015956,0.0,0.9835771809015956,0.9921875,False
51,B,clean,T013-S0,False,0,0,,,,,
52,B,clean,T013-S0,False,0,83345/1143822,,,,,
53,B,clean,T013-S0,True,925/17342,3591/17342,1.238918918918919,0.7437837837837837,1.0,1.0,True
54,B,clean,T013-S0,True,2946635050/36581905841,36206029055/73163811682,0.7519967168426009,0.0,0.7519967168426009,0.984375,False
55,B,clean,T013-S0,True,35/569258,846348935/859010322,0.0,0.0,0.0,0.953125,False
56,B,clean,T013-S0,False,0,20013290/189716007,,,,,
57,B,clean,T013-S0,False,-73786/2891629,44247243/144581450,,,,,
58,B,clean,T013-S0,False,0,2/299,,,,,
59,B,clean,T013-S0,True,58976993/4326029175,900032663/2884019450,0.0,0.0,1.0,0.5703125,False
60,B,clean,T013-S0,True,65/379,555/758,0.0,0.0,0.0,0.9765625,False
61,B,clean,T013-S0,True,1133/56850,284633/10716225,0.0,0.0,0.6690203000882613,0.890625,False
62,B,clean,T013-S0,True,527/76350,349012/4822775,1.9316888045540797,0.0,1.9316888045540797,1.0,False
63,B,clean,T013-S0,False,0,9429473/18858450,,,,,
64,B,clean,T013-S0,True,220566651/4720898650,1701176284/7081347975,0.0,0.0,1.4232439472456786,0.7109375,False
65,B,clean,T013-S0,True,61/150,16/25,0.0,0.0,0.0,1.0,False
66,B,clean,T013-S0,True,67615345/322521857034,9492765/288223286,32.23739766468692,32.23739766468691,158.10049301678487,0.6796875,False
67,B,clean,T013-S0,True,3481543087/32754962630,3083634/12522925,0.0,0.0,0.8123316813437251,0.796875,False
68,B,clean,T013-S0,True,46312/494247,4001/8671,0.0,0.0,1.2855307479702884,0.546875,False
69,B,clean,T013-S0,True,56145379/497212482,77564431/248606241,0.0,0.0,0.8239402747641974,0.6328125,False
70,B,clean,T013-S0,True,2120610/107305133,837261642/2468018059,0.0,0.0,0.0,0.96875,False
71,B,clean,T013-S0,True,1/56325,1501/56325,0.0,-376.51340482573727,0.0,0.96875,False
72,B,clean,T013-S0,True,572641/8538870,11076766/21347175,0.5030862267982907,0.0,0.5030862267982907,0.9921875,False
73,B,clean,T013-S0,True,207717931/838572410,232511986/331015425,0.0,0.0,0.0,0.953125,False
74,B,clean,T013-S0,False,0,2237298/2891629,,,,,
75,B,clean,T013-S0,True,427831/12918594,3024998/6459297,5.656380673677223,1.0,5.656380673677223,1.0,False
76,B,clean,T013-S0,False,0,391747289/662030850,,,,,
77,B,clean,T013-S0,True,22670/571911,261230/571911,0.0,0.0,0.0,0.9921875,False
78,B,clean,T013-S0,True,13/75,15394/56325,0.0,0.0,0.0,0.9609375,False
79,B,clean,T013-S0,True,20/1509,26938/451191,0.0,0.0,0.491,0.9296875,False
80,B,clean,T013-S0,False,0,443215/1146777,,,,,
81,B,clean,T013-S0,True,5/754,15/754,0.0,0.0,0.0,0.9609375,False
82,B,clean,T013-S0,True,10921/71630,160546/537225,0.0,0.0,0.7151365870036273,0.9140625,False
83,B,clean,T013-S0,True,26375/283127,67253545/32276478,0.0,0.0,0.2855924170616114,0.8828125,False
84,B,clean,T013-S0,False,-4850/768081,821870/768081,,,,,
85,B,clean,T013-S0,True,2297/76350,11572/12725,0.0,0.0,1.7093164997823211,0.8515625,False
86,B,clean,T013-S0,True,2518/37725,254009/6400675,0.9001191421763304,0.0,0.9001191421763304,0.96875,False
87,B,clean,T013-S0,False,-188506/13912275,472049/1854970,,,,,
88,B,clean,T013-S0,False,0,589167/2891629,,,,,
89,B,clean,T013-S0,True,647307486193/8063046425850,1795084822/10808373225,0.9170686761778092,0.0,0.9170686761778092,0.96875,False
90,B,clean,T013-S0,True,170263477/2317094650,640850827/2131727078,0.0,0.0,0.8225045057666712,0.9140625,False
91,B,clean,T013-S0,True,275/42978,1010/21489,-0.03636363636363636,1.0,3.1454545454545455,0.1796875,False
92,B,clean,T013-S0,True,7524/224549,282827/556491,-0.4001860712387028,0.0,1.0,0.0234375,False
93,B,clean,T013-S0,True,563257/42268733,6183257/84537466,0.5029720003479762,0.5029720003479761,1.0,0.921875,False
94,B,clean,T013-S0,True,14348/22425,26329141/22559550,0.0,0.0,0.0,0.984375,False
95,B,clean,T013-S0,True,6172/456573,1419296/8499075,0.0,0.0,0.4948152948801037,0.5234375,False
96,B,clean,T013-S0,True,60769/8674887,229/17043,7.685892478072701,1.0,7.685892478072701,1.0,False
97,B,clean,T013-S0,True,10/1509,640/1509,0.0,0.0,1.0,0.90625,False
98,B,clean,T013-S0,True,2305091/28783950,1870170046/10808373225,0.0,0.0,0.0,0.953125,False
99,B,clean,T013-S0,True,256048801264/1746755391225,7129108198613/25467187298150,0.0,0.0,0.9094287406267167,0.7109375,False
0,B,clean,T013-S1,True,107855/1018509,244846/575679,0.5611804309917517,0.0,1.127421074590886,0.890625,False
1,B,clean,T013-S1,True,4129/28275,62191/260130,0.0,0.0,0.8183579559215306,0.7890625,False
2,B,clean,T013-S1,True,5/377,865/42978,0.5,2.017543859649123,2.017543859649123,0.3203125,False
3,B,clean,T013-S1,True,75/758,115/379,0.0,0.0,0.0,0.984375,False
4,B,clean,T013-S1,True,13519/112650,781/4506,0.0,0.0,1.0,0.8515625,False
5,B,clean,T013-S1,True,945881/14297775,1548034/4765925,0.8895643320882859,0.0,0.889564332088286,0.75,False
6,B,clean,T013-S1,False,0,39085745/47649017,,,,,
7,B,clean,T013-S1,True,4/299,4811/17043,0.4692982456140351,0.4692982456140351,1.4956140350877192,0.6875,False
8,B,clean,T013-S1,True,10231/28425,1716971/2833025,0.0,0.0,0.0,0.953125,False
9,B,clean,T013-S1,True,36913319/371179497,12001685/32276478,0.0,0.0,0.933319393468791,0.7890625,False
10,B,clean,T013-S1,True,127602031/6395181234,341269213/2131727078,6.311283454414609,0.0,6.311283454414609,1.0,False
11,B,clean,T013-S1,True,22565/1133259,903335/1133259,0.0,0.0,0.0,0.984375,False
12,B,clean,T013-S1,True,17989845/193044358,4410522431/13320060702,0.0,0.0,0.9991617493091242,0.7890625,False
13,B,clean,T013-S1,True,4201/44850,18299/44850,0.0,0.0002380385622471337,0.0002380385622471337,0.4765625,False
14,B,clean,T013-S1,True,20/503,46862/150397,0.0,0.0,0.0,1.0,False
15,B,clean,T013-S1,True,5/373,5/373,0.0,0.0,0.5,0.9296875,False
16,B,clean,T013-S1,False,0,10619558/114295441,,,,,
17,B,clean,T013-S1,False,-11932/224549,76357/224549,,,,,
18,B,clean,T013-S1,False,0,5/758,,,,,
19,B,clean,T013-S1,True,22625/1137786,125678645/431220894,0.0,0.0,0.0,0.9765625,False
20,B,clean,T013-S1,False,0,1190/1527,,,,,
21,B,clean,T013-S1,True,5/373,5/373,0.0,0.0,0.0,0.9609375,False
22,B,clean,T013-S1,False,0,321554/451191,,,,,
23,B,clean,T013-S1,True,28304945/859010322,153860800/429505161,1.0065091099806058,0.0,0.0,0.984375,True
24,B,clean,T013-S1,True,4838864/91149175,21623/650325,1.1222436412911097,0.8724464437119532,1.1255503013379449,0.890625,False
25,B,clean,T013-S1,False,0,10622759/114000926,,,,,
26,B,clean,T013-S1,False,0,214454/152191,,,,,
27,B,clean,T013-S1,True,60/299,28/23,0.3,0.0,0.30000000000000004,0.8125,False
28,B,clean,T013-S1,False,-11285/561678,282619/7020975,,,,,
29,B,clean,T013-S1,True,178/299,758/299,0.0,0.0,0.2696629213483146,0.8125,False
30,B,clean,T013-S1,True,23219/75450,24557/37725,0.6328868598992204,0.0,0.6328868598992204,0.9921875,False
31,B,clean,T013-S1,True,113140/1133259,320335243/338844441,0.0,0.0,1.0,0.8359375,False
32,B,clean,T013-S1,True,640286512/10737629025,9699084983/21475258050,0.0,0.0,0.0,0.96875,False
33,B,clean,T013-S1,False,-15/379,64985/187226,,,,,
34,B,clean,T013-S1,True,20/1509,634556555/3653249263,0.0,1.0,3.0,0.4609375,False
35,B,clean,T013-S1,False,0,170717/224549,,,,,
36,B,clean,T013-S1,True,5/754,526157/26481234,1.0,0.0,1.9875573018991486,0.8828125,False
37,B,clean,T013-S1,True,5110/256027,91534675/576828831,0.0,1.9906248072802257,3.984344422700587,0.3046875,False
38,B,clean,T013-S1,False,0,85/751,,,,,
39,B,clean,T013-S1,True,30/503,910/1509,0.0,0.0,0.0,0.9921875,False
40,B,clean,T013-S1,False,0,10769/537225,,,,,
41,B,clean,T013-S1,False,-114637/4266431,564271/6459297,,,,,
42,B,clean,T013-S1,False,0,409749175/342002778,,,,,
43,B,clean,T013-S1,True,16815/282734,42925/282734,0.0,0.0,0.0,0.953125,False
44,B,clean,T013-S1,True,7545/569258,137180/1146777,0.49768058316766073,0.49768058316766073,5.504426833454631,0.5625,False
45,B,clean,T013-S1,True,10/1509,17535/377753,0.0,0.0,0.0,1.0,False
46,B,clean,T013-S1,True,14/75,4/15,0.0,0.0,0.0,0.9921875,False
47,B,clean,T013-S1,False,0,15053882/112948147,,,,,
48,B,clean,T013-S1,True,9345/281242,13245/285766,0.2027652957361534,0.5997690410545055,1.0,0.296875,False
49,B,clean,T013-S1,True,110/17043,4460/17043,7.245454545454545,7.172727272727273,8.281818181818181,0.9140625,False
50,B,clean,T013-S1,True,1001/25150,18074813/56662950,0.9835771809015956,0.0,0.9835771809015956,0.9921875,False
51,B,clean,T013-S1,False,0,0,,,,,
52,B,clean,T013-S1,False,0,83345/1143822,,,,,
53,B,clean,T013-S1,True,233/8671,93/377,0.0,0.5042918454935622,1.4892703862660945,0.40625,False
54,B,clean,T013-S1,True,2946635050/36581905841,36206029055/73163811682,0.7519967168426009,0.0,0.7519967168426009,1.0,False
55,B,clean,T013-S1,True,35/569258,846348935/859010322,0.0,0.0,0.0,0.984375,False
56,B,clean,T013-S1,False,0,20013290/189716007,,,,,
57,B,clean,T013-S1,False,-73786/2891629,44247243/144581450,,,,,
58,B,clean,T013-S1,False,0,2/299,,,,,
59,B,clean,T013-S1,True,58976993/4326029175,900032663/2884019450,0.0,0.0,1.0,0.515625,False
60,B,clean,T013-S1,True,65/379,555/758,0.0,0.0,0.0,0.9765625,False
61,B,clean,T013-S1,True,1133/56850,284633/10716225,0.0,0.0,0.6690203000882613,0.890625,False
62,B,clean,T013-S1,True,527/76350,349012/4822775,1.9316888045540797,0.0,1.9316888045540797,0.9765625,False
63,B,clean,T013-S1,False,0,9429473/18858450,,,,,
64,B,clean,T013-S1,True,220566651/4720898650,1701176284/7081347975,0.0,0.0,1.0,0.65625,False
65,B,clean,T013-S1,True,61/150,16/25,0.0,0.0,0.0,1.0,False
66,B,clean,T013-S1,True,67615345/322521857034,9492765/288223286,32.23739766468692,32.23739766468691,158.10049301678487,0.671875,False
67,B,clean,T013-S1,True,3481543087/32754962630,3083634/12522925,0.0,0.0,0.8123316813437251,0.7734375,False
68,B,clean,T013-S1,True,46312/494247,4001/8671,0.0,0.0,1.2855307479702884,0.5390625,False
69,B,clean,T013-S1,True,56145379/497212482,77564431/248606241,0.0,0.0,0.8239402747641974,0.6484375,False
70,B,clean,T013-S1,True,2120610/107305133,837261642/2468018059,0.0,0.0,1.0,0.9296875,False
71,B,clean,T013-S1,True,1/56325,1501/56325,0.0,-376.51340482573727,0.0,0.96875,False
72,B,clean,T013-S1,True,572641/8538870,11076766/21347175,0.5030862267982907,0.0,0.5030862267982907,0.9921875,False
73,B,clean,T013-S1,True,207717931/838572410,232511986/331015425,0.0,0.0,0.0,0.953125,False
74,B,clean,T013-S1,False,0,2237298/2891629,,,,,
75,B,clean,T013-S1,True,427831/12918594,3024998/6459297,5.656380673677223,1.0,5.656380673677223,1.0,False
76,B,clean,T013-S1,False,0,391747289/662030850,,,,,
77,B,clean,T013-S1,True,22670/571911,261230/571911,0.0,0.0,0.0,0.9921875,False
78,B,clean,T013-S1,True,13/75,15394/56325,0.0,0.0,0.0,0.96875,False
79,B,clean,T013-S1,True,20/1509,26938/451191,0.0,0.0,0.491,0.9296875,False
80,B,clean,T013-S1,False,0,443215/1146777,,,,,
81,B,clean,T013-S1,True,5/754,15/754,0.0,0.0,0.0,0.9609375,False
82,B,clean,T013-S1,True,10921/71630,160546/537225,0.0,0.0,0.9130116289717058,0.9140625,False
83,B,clean,T013-S1,True,26375/283127,67253545/32276478,0.0,0.0,0.850014218009475,0.9140625,False
84,B,clean,T013-S1,False,-4850/768081,821870/768081,,,,,
85,B,clean,T013-S1,True,2297/76350,11572/12725,0.0,0.0,1.8589464518937744,0.84375,False
86,B,clean,T013-S1,True,2518/37725,254009/6400675,0.9001191421763304,0.0,0.9001191421763304,0.9609375,False
87,B,clean,T013-S1,False,-188506/13912275,472049/1854970,,,,,
88,B,clean,T013-S1,False,0,589167/2891629,,,,,
89,B,clean,T013-S1,True,647307486193/8063046425850,1795084822/10808373225,0.9170686761778092,0.0,0.9170686761778092,0.9609375,False
90,B,clean,T013-S1,True,170263477/2317094650,640850827/2131727078,0.0,0.0,0.8225045057666712,0.921875,False
