client,bank,context,salt,valid_positive_P00_gain,P00_gain_contribution_exact,actual_macro_contribution_exact,capture_deficit_actual,capture_deficit_null_median,capture_deficit_null_p95,capture_deficit_percentile,capture_deficit_above_p95
10,A,brightness_dark,T013-S3,True,17912/451191,2002060565/6395181234,2.6322685793481173,0.0,2.6322685793481173,0.9921875,False
11,A,brightness_dark,T013-S3,True,106645/1133259,135233915/192276277,0.2181536874677669,0.0,0.5784612499413944,0.765625,False
12,A,brightness_dark,T013-S3,True,467651087749/5048303006058,377994366863/1682767668686,0.0,0.0,0.9974701839234575,0.8515625,False
13,A,brightness_dark,T013-S3,True,248/741,7414/17043,0.0,0.0,0.2801542776998598,0.84375,False
14,A,brightness_dark,T013-S3,True,40/1509,670/1509,0.0,0.0,1.7453177257525083,0.890625,False
15,A,brightness_dark,T013-S3,False,0,0,,,,,
16,A,brightness_dark,T013-S3,True,11974/224549,27341008/342886323,0.0,0.0,0.0,0.953125,False
17,A,brightness_dark,T013-S3,True,61365/224549,79333/224549,0.0,0.0,0.754550639615416,0.8125,False
18,A,brightness_dark,T013-S3,True,5/758,5/758,0.0,0.0,0.0,0.953125,False
19,A,brightness_dark,T013-S3,True,40/1509,560/1509,0.0,0.0,1.5757500236207205,0.890625,False
20,A,brightness_dark,T013-S3,True,260/1527,1070/1527,0.0,0.0,0.0,0.9765625,False
21,A,brightness_dark,T013-S3,False,0,0,,,,,
22,A,brightness_dark,T013-S3,True,120944/451191,30040/34707,0.0,0.0,0.19546236274639506,0.7421875,False
23,A,brightness_dark,T013-S3,True,54173590/429505161,93085825/286336774,0.0,0.0,0.0,0.9921875,False
24,A,brightness_dark,T013-S3,True,1145/42978,173371/8674887,0.4956521739130435,0.0,0.6588494399088645,0.9453125,False
25,A,brightness_dark,T013-S3,True,15097/226642,10622759/114000926,0.0,0.0,1.1004173014506193,0.75,False
26,A,brightness_dark,T013-S3,True,48986/152191,193524/152191,0.0,0.0,0.0,0.96875,False
27,A,brightness_dark,T013-S3,True,288/299,362/299,0.04861111111111111,0.0,0.1527777777777778,0.9296875,False
28,A,brightness_dark,T013-S3,True,20/741,25/741,0.0,0.5056068601583114,1.0,0.21875,False
29,A,brightness_dark,T013-S3,True,596/299,758/299,0.0,0.0,0.20050335570469696,0.9375,False
30,A,brightness_dark,T013-S3,True,70/1509,16256/37725,6.710857142857143,0.0,6.710857142857143,0.9765625,False
31,A,brightness_dark,T013-S3,True,134557/224549,254912548/338844441,0.0,0.0,0.0,1.0,False
32,A,brightness_dark,T013-S3,True,5424489911/21475258050,2472960887/7158419350,0.0,0.0,0.9740089847500502,0.8046875,False
33,A,brightness_dark,T013-S3,True,143765/561678,95540/280839,-0.2236636177094564,-0.22366361770945642,1.0263624665252322,0.5234375,False
34,A,brightness_dark,T013-S3,True,17226805/279914973,26698799890/142476721257,-0.32011797892876825,0.0,1.106409978456217,0.484375,False
35,A,brightness_dark,T013-S3,True,6377/9763,176648/224549,0.0,0.0,0.0,0.9765625,False
36,A,brightness_dark,T013-S3,True,231/17342,526157/26481234,0.0,0.0,0.0,0.9765625,False
37,A,brightness_dark,T013-S3,False,-4970/768081,50800/256027,,,,,
38,A,brightness_dark,T013-S3,True,70/751,85/751,0.0,0.0,0.0,1.0,False
39,A,brightness_dark,T013-S3,True,50/503,500/503,0.0,0.0,1.0,0.90625,False
40,A,brightness_dark,T013-S3,False,0,865/42978,,,,,
41,A,brightness_dark,T013-S3,True,1952/17043,195424289/3233954698,0.5902205160266436,0.5902205160266436,0.5902205160266436,0.953125,False
42,A,brightness_dark,T013-S3,True,127372/451191,645202/451191,0.0,0.2781773074145024,0.5324404107653173,0.484375,False
43,A,brightness_dark,T013-S3,True,28005/282734,28005/282734,0.0,0.0,1.0,0.6796875,False
44,A,brightness_dark,T013-S3,True,68590/1146777,91370/1146777,0.0,0.0,0.0,0.9765625,False
45,A,brightness_dark,T013-S3,False,-5/751,60115/1133259,,,,,
46,A,brightness_dark,T013-S3,True,1/30,0,1.0,0.0,1.0,1.0,False
47,A,brightness_dark,T013-S3,True,6792414/112948147,49663091/338844441,0.0,0.0,0.0,1.0,False
48,A,brightness_dark,T013-S3,True,3785/142883,0,1.0,0.0,1.0,1.0,False
49,A,brightness_dark,T013-S3,True,380/897,493/1311,0.3018005540166205,0.30180055401662054,1.0630193905817173,0.453125,False
50,A,brightness_dark,T013-S3,True,10/503,5504750197/16942222050,8.99020348342678,0.0,8.990203483426779,1.0,True
51,A,brightness_dark,T013-S3,False,0,0,,,,,
52,A,brightness_dark,T013-S3,True,10/503,160/1509,0.0,0.0,1.884410729991202,0.8828125,False
53,A,brightness_dark,T013-S3,True,3351/17342,3699/17342,0.0,0.0,0.23843628767532077,0.90625,False
54,A,brightness_dark,T013-S3,True,37754763035/219491435046,104252511235/219491435046,0.0,0.0,1.1889980613408981,0.7890625,False
55,A,brightness_dark,T013-S3,True,378965/569258,766281395/859010322,0.0,0.0,0.0,1.0,False
56,A,brightness_dark,T013-S3,False,-1254535/63238669,23770160/189716007,,,,,
57,A,brightness_dark,T013-S3,True,1518941/8674887,129632579/433744350,-0.027722985948762987,-0.02772298594876288,0.23540279049679907,0.0234375,False
58,A,brightness_dark,T013-S3,True,2/299,2/299,0.0,0.0,0.0,1.0,False
59,A,brightness_dark,T013-S3,True,34474432/173041167,16064744/57680389,0.0,0.0,0.09559600575870253,0.75,False
60,A,brightness_dark,T013-S3,True,195/379,395/758,0.0,0.0,0.0,1.0,False
61,A,brightness_dark,T013-S3,True,5/754,5/754,0.0,0.0,1.0,0.8515625,False
62,A,brightness_dark,T013-S3,True,22795/578733,13915/192911,0.0,0.0,0.4425915771002399,0.9375,False
63,A,brightness_dark,T013-S3,True,817374919/9485800350,8310473/18858450,0.0,0.0,0.23307684707658616,0.8984375,False
64,A,brightness_dark,T013-S3,True,52720/556491,20809795/283253919,0.645972271495479,0.08366309091884772,1.0702769347496206,0.9296875,False
65,A,brightness_dark,T013-S3,True,3/50,0,1.0,0.0,1.0,1.0,False
66,A,brightness_dark,T013-S3,True,22815755/864669858,10/509,0.7518144808269549,0.0,1.4963710383460902,0.625,False
67,A,brightness_dark,T013-S3,True,117046967/976788150,4022877227/37794187650,0.4456070185910926,0.0,0.553430547243484,0.9296875,False
68,A,brightness_dark,T013-S3,True,6269/17043,136/299,0.0,0.0,0.18262825837041596,0.6484375,False
69,A,brightness_dark,T013-S3,True,1043179/13084539,187027/1006503,0.0,0.0,1.0,0.6953125,False
70,A,brightness_dark,T013-S3,True,136335/569258,50968361/170208142,0.0,0.0,0.0,1.0,False
71,A,brightness_dark,T013-S3,True,15/751,15/751,0.0,1.0,1.0,0.453125,False
72,A,brightness_dark,T013-S3,True,3649747351/10545504450,4492264351/10545504450,0.0,0.0,0.0,0.9921875,False
73,A,brightness_dark,T013-S3,True,401844258/2096431025,772529508/2096431025,0.0,0.0,1.5124777719232707,0.875,False
74,A,brightness_dark,T013-S3,True,494314/2891629,6427844/8674887,0.0,0.0,0.19270814367655642,0.9296875,False
75,A,brightness_dark,T013-S3,True,505/897,1398091/2153099,0.1321851613018544,0.13218516130185443,0.3814486711829078,0.234375,False
76,A,brightness_dark,T013-S3,True,1808241/8827078,5051601/8827078,0.0,0.0,0.0,0.9609375,False
77,A,brightness_dark,T013-S3,True,53095/1143822,760/1509,0.8565778321875883,2.7197476221866466,2.7197476221866466,0.3984375,False
78,A,brightness_dark,T013-S3,True,1201/22530,0,1.0,0.0,1.0,1.0,False
79,A,brightness_dark,T013-S3,True,10/1509,140/1509,0.0,0.0,5.940635451504991,0.8125,False
80,A,brightness_dark,T013-S3,True,127795/1146777,122705/382259,0.0,0.0,0.0,0.9609375,False
81,A,brightness_dark,T013-S3,True,5/754,5/754,0.0,0.0,0.0,0.96875,False
82,A,brightness_dark,T013-S3,True,142913/1074450,142913/1074450,0.0,0.0,0.0,0.953125,False
83,A,brightness_dark,T013-S3,True,49204495/32276478,59304325/32276478,0.0,0.0,0.0,1.0,False
84,A,brightness_dark,T013-S3,True,30020/256027,262200/256027,0.285920497446147,0.285920497446147,1.0,0.8984375,False
85,A,brightness_dark,T013-S3,True,5009/25450,55027/76350,0.0,0.0,0.0,0.953125,False
86,A,brightness_dark,T013-S3,False,0,1268027/38404050,,,,,
87,A,brightness_dark,T013-S3,True,37600/185497,7460/185497,1.165558510638298,-0.09321808510638308,0.9208843085106324,1.0,True
88,A,brightness_dark,T013-S3,True,457421/8674887,1536811/8674887,0.0,0.0,0.24839261861611073,0.859375,False
89,A,brightness_dark,T013-S3,True,1978879/21234525,15145/1146777,1.1417142799401447,0.0,1.1417142799401447,1.0,False
90,A,brightness_dark,T013-S3,True,1981406/71438575,42948343/214315725,0.0,0.0,0.6774449557536396,0.7890625,False
91,A,brightness_dark,T013-S3,True,1295/21489,480/7163,0.0,0.21621621621621623,0.21621621621621623,0.4296875,False
92,A,brightness_dark,T013-S3,True,5051038/12799293,2055354/4266431,0.03341629977838219,0.0,0.03341629977838223,0.53125,False
93,A,brightness_dark,T013-S3,True,6043/226642,6801/113321,-0.49826245242429257,1.7526063213635612,1.7526063213635612,0.3359375,False
94,A,brightness_dark,T013-S3,True,5243/22425,1180643/3759925,0.0,0.0,1.2288765973679192,0.8359375,False
95,A,brightness_dark,T013-S3,True,27795629/346082334,33331/226642,0.0,0.0,0.0,0.9921875,False
96,A,brightness_dark,T013-S3,True,919/17043,1264/17043,-0.12882371929854566,-0.06441185964927287,0.0,0.4921875,False
97,A,brightness_dark,T013-S3,True,50/1509,1190/1509,0.0,0.0,10.6,0.625,False
98,A,brightness_dark,T013-S3,True,429818134/10808373225,642163384/10808373225,0.0,0.0,1.1646783706896833,0.8203125,False
99,A,brightness_dark,T013-S3,True,2510504/53827475,4326625286/81225659775,0.0,0.0,1.0,0.609375,False
0,A,contrast_low,T013-S0,True,1448/8671,999018/4413539,0.0,0.0,1.1201657458563536,0.5390625,False
1,A,contrast_low,T013-S0,True,17348/650325,21698/650325,0.0,0.0,0.4114955614480034,0.9140625,False
2,A,contrast_low,T013-S0,True,5/741,5/741,0.0,0.0,0.0,0.984375,False
3,A,contrast_low,T013-S0,True,45/379,125/758,0.1111111111111111,0.11111111111111116,0.11111111111111116,0.4453125,False
4,A,contrast_low,T013-S0,True,13/150,7/75,0.0,0.0,0.6925125473727338,0.53125,False
5,A,contrast_low,T013-S0,True,17640/190637,3342379/9531850,0.0,0.0,1.3594104308390023,0.53125,False
6,A,contrast_low,T013-S0,True,32560/377169,240060815/285894102,0.0,0.31726044226044225,1.8275491400491402,0.25,False
7,A,contrast_low,T013-S0,True,3662/17043,1375/17043,0.7179137083560896,0.7179137083560896,0.7179137083560896,0.9765625,False
8,A,contrast_low,T013-S0,True,2702890273/6340309950,960428/8499075,0.8127826926402203,0.0,0.9224684645568666,0.8359375,False
9,A,contrast_low,T013-S0,True,52675/566254,37640/283127,0.43004560368131073,0.0,1.2866189306865314,0.75,False
10,A,contrast_low,T013-S0,True,82145/1125714,402925/1125714,0.0,0.0,2.811541652794764,0.5625,False
11,A,contrast_low,T013-S0,True,52325/1133259,401843525/576828831,0.0,0.0,1.707596751075012,0.5078125,False
12,A,contrast_low,T013-S0,True,80/256027,86290/768081,0.0,0.0,21.96753522277323,0.7890625,False
13,A,contrast_low,T013-S0,True,4789/17043,5017/17043,0.0,0.0,0.0,1.0,False
14,A,contrast_low,T013-S0,True,50/503,190/503,0.0,0.0,1.3987513935340021,0.90625,False
15,A,contrast_low,T013-S0,True,45/746,0,1.0,1.0,1.0,1.0,False
16,A,contrast_low,T013-S0,True,11462389/342886323,29613184/342886323,0.0,0.0,0.0,1.0,False
17,A,contrast_low,T013-S0,True,12009/224549,64355/224549,0.0,0.0,0.0,1.0,False
18,A,contrast_low,T013-S0,True,5/758,5/758,0.0,0.0,0.0,1.0,False
19,A,contrast_low,T013-S0,True,30/503,401635/1143822,0.0,0.0,1.333666813251246,0.921875,False
20,A,contrast_low,T013-S0,True,100/1527,1160/1527,0.0,0.0,1.6,0.8515625,False
21,A,contrast_low,T013-S0,True,55/746,0,1.0,1.0,1.0,1.0,False
22,A,contrast_low,T013-S0,True,106162/451191,81988/150397,0.2895574687741376,0.0,0.6630809517529813,0.796875,False
23,A,contrast_low,T013-S0,True,5798945/859010322,43723030/143168387,0.0,0.0,0.0,0.9609375,False
24,A,contrast_low,T013-S0,False,0,10/1527,,,,,
25,A,contrast_low,T013-S0,True,12107/226642,9860211/114000926,0.0,0.0,0.8765177170232097,0.5703125,False
26,A,contrast_low,T013-S0,True,74942/456573,660982/456573,0.0,0.0,0.5941928424648395,0.875,False
27,A,contrast_low,T013-S0,True,248/299,12/13,0.0,0.0,0.0,1.0,False
28,A,contrast_low,T013-S0,True,62623/2340325,997/37050,-0.005655536570695538,0.0,1.0,0.3828125,False
29,A,contrast_low,T013-S0,True,20/13,500/299,0.0,0.0,0.0,1.0,False
30,A,contrast_low,T013-S0,True,12497/75450,17506/37725,1.0,0.0,1.6777626630391294,0.9140625,False
31,A,contrast_low,T013-S0,True,61302/224549,188377/224549,0.0,0.0,0.0,1.0,False
32,A,contrast_low,T013-S0,True,2269129/42694350,130971095/429505161,0.6340307617897374,0.6340307617897374,0.6340307617897374,0.984375,False
33,A,contrast_low,T013-S0,True,45310/280839,18035/93613,0.37828293974839994,0.0,0.5502648421981902,0.8359375,False
34,A,contrast_low,T013-S0,True,1287356505/47492240419,15178767245/142476721257,0.0,0.0,1.001139364525395,0.7421875,False
35,A,contrast_low,T013-S0,True,95869/224549,176606/224549,0.0,0.0,0.0,1.0,False
36,A,contrast_low,T013-S0,True,2/299,6044/456573,0.0,0.0,1.0,0.8046875,False
37,A,contrast_low,T013-S0,True,5210/768081,103047505/576828831,0.0,7.838771593090211,7.838771593090211,0.0546875,False
38,A,contrast_low,T013-S0,True,15/751,90/751,0.0,0.0,0.0,1.0,False
39,A,contrast_low,T013-S0,True,310/1509,420/503,0.0,0.0,0.6499999999999915,0.9453125,False
40,A,contrast_low,T013-S0,False,0,497/37050,,,,,
41,A,contrast_low,T013-S0,True,52913/984561,258078/4266431,0.0,0.24948928634709555,0.24948928634709555,0.4375,False
42,A,contrast_low,T013-S0,True,62604883/342002778,170756323/171001389,0.0,0.0,0.20575794383323098,0.8203125,False
43,A,contrast_low,T013-S0,True,25/758,65/758,-0.4,-0.3999999999999999,0.19999999999999996,0.03125,False
44,A,contrast_low,T013-S0,True,10/751,114275/1146777,0.0,0.0,0.0,0.984375,False
45,A,contrast_low,T013-S0,True,20/1509,25045/377753,0.0,0.0,0.5,0.9296875,False
46,A,contrast_low,T013-S0,True,3109/18650,1617/18650,0.5198884957649834,0.0,0.9840034308995377,0.8671875,False
47,A,contrast_low,T013-S0,True,15875993/338844441,42916156/338844441,0.0,0.0,0.0,0.984375,False
48,A,contrast_low,T013-S0,True,2133800/53295359,1890/142883,0.6696175836535758,0.6696175836535758,1.0,0.6875,False
49,A,contrast_low,T013-S0,True,199/741,1640/5681,0.0,0.6233340616124099,0.6233340616124099,0.296875,False
50,A,contrast_low,T013-S0,True,42545/377753,220/503,0.0,0.0,1.6433528420887686,0.84375,False
51,A,contrast_low,T013-S0,False,0,0,,,,,
52,A,contrast_low,T013-S0,True,10/1509,83345/1143822,0.0,0.0,0.0,0.9609375,False
53,A,contrast_low,T013-S0,True,1216/8671,1216/8671,0.0,0.0,0.8577302631578947,0.8515625,False
54,A,contrast_low,T013-S0,False,-9760/768081,58683475/194068466,,,,,
55,A,contrast_low,T013-S0,True,160/751,1041175/1133259,0.0,0.0,0.0,1.0,False
56,A,contrast_low,T013-S0,True,2560/372723,19975565/189716007,0.982421875,0.0,3.8831578462671907,0.890625,False
57,A,contrast_low,T013-S0,True,69713429/433744350,123743729/433744350,0.0,0.0,0.7501786287650051,0.7421875,False
58,A,contrast_low,T013-S0,False,0,2/299,,,,,
59,A,contrast_low,T013-S0,True,2049371/16998150,1119151907/4326029175,0.0,0.0,0.0,0.9921875,False
60,A,contrast_low,T013-S0,True,90/379,145/379,0.4722222222222222,0.4722222222222222,0.4722222222222222,0.9765625,False
61,A,contrast_low,T013-S0,True,1/150,0,1.0,1.0,1.0,1.0,False
62,A,contrast_low,T013-S0,True,253891/9531850,98705/1157466,0.7535031437375357,0.7535031437375357,0.996432086345383,0.9375,False
63,A,contrast_low,T013-S0,True,629127169/9485800350,59355/125723,0.10951270648430698,0.109512706484307,0.8272036555458271,0.3046875,False
64,A,contrast_low,T013-S0,True,2050991/27824550,943536401/4720898650,-0.5392398113887384,0.0,0.2738543952655082,0.4609375,False
65,A,contrast_low,T013-S0,True,71/150,71/150,0.0,0.0,0.0,0.953125,False
66,A,contrast_low,T013-S0,True,7525/566254,34140835/864669858,0.0,0.0,1.0,0.9375,False
67,A,contrast_low,T013-S0,True,14757330763/245662219725,48863746/488394075,0.0,0.22277517921755075,1.22321368802405,0.484375,False
68,A,contrast_low,T013-S0,True,88/299,463/17342,1.0001959247648904,0.0,1.0001959247648904,0.96875,False
69,A,contrast_low,T013-S0,True,10/503,6066958/82868747,0.3205753398604342,0.3205753398604342,1.659709618874773,0.6015625,False
70,A,contrast_low,T013-S0,True,18126201/170208142,52101571/170208142,0.0,0.0,0.0,0.9921875,False
71,A,contrast_low,T013-S0,True,1684871/42018450,5/751,1.0,1.0,1.0,1.0,False
72,A,contrast_low,T013-S0,True,2702284/21347175,6153879/14231450,-0.4178306203196999,-0.4178306203197,1.4743209818065015,0.5390625,False
73,A,contrast_low,T013-S0,True,217671/959465,4439841/9594650,0.0,0.0,1.2314491441977418,0.7109375,False
74,A,contrast_low,T013-S0,True,100/1527,367834/456573,0.0,0.0,0.49357859531772574,0.9296875,False
75,A,contrast_low,T013-S0,True,1727801/4306198,719621/4306198,0.717164380234375,0.0,0.717164380234375,0.984375,False
76,A,contrast_low,T013-S0,True,976411/13240617,580/1527,2.422777908073547,0.013642820492599905,1.0830677040713388,1.0,True
77,A,contrast_low,T013-S0,True,86995/571911,651355/1143822,0.0,0.0,1.5671590321282833,0.765625,False
78,A,contrast_low,T013-S0,True,7844573/42018450,8404073/42018450,0.0,0.0,0.9999524512041637,0.7265625,False
79,A,contrast_low,T013-S0,True,10/503,349599/7519850,1.6615451505016723,0.0,1.6615451505016723,0.9921875,False
80,A,contrast_low,T013-S0,True,40/1527,473255/1146777,0.0,0.0,0.75,0.8359375,False
81,A,contrast_low,T013-S0,True,5/377,0,1.0,1.0,1.0,1.0,False
82,A,contrast_low,T013-S0,True,12163/107445,12163/107445,0.0,0.46948121351640215,1.0,0.4921875,False
83,A,contrast_low,T013-S0,True,19988005/32276478,61246885/32276478,0.0,0.0,0.0,0.9921875,False
84,A,contrast_low,T013-S0,False,0,262380/256027,,,,,
85,A,contrast_low,T013-S0,True,7412/38175,36671/38175,0.0,0.0,1.7251753912574175,0.7421875,False
86,A,contrast_low,T013-S0,True,2521/75450,5050/256027,1.1983339944466482,0.0,1.1983339944466482,1.0,False
87,A,contrast_low,T013-S0,True,2243741/27824550,45/751,1.1651260105333012,0.0,1.1651260105333012,1.0,False
88,A,contrast_low,T013-S0,True,6044/456573,89764/456573,0.0,0.48890298224104556,1.4690950572991048,0.4921875,False
89,A,contrast_low,T013-S0,True,126812921/1056063710,1609907961263/8063046425850,0.0,0.0,1.0545365393168207,0.53125,False
90,A,contrast_low,T013-S0,True,86064798/1158547325,626718394/3475641975,0.0,0.0,0.6431719582571572,0.7109375,False
91,A,contrast_low,T013-S0,True,575/42978,10/741,-0.008695652173913044,-0.008695652173912993,0.5043478260869565,0.0,False
92,A,contrast_low,T013-S0,True,66060/224549,3654/9763,0.0,0.0,0.0,1.0,False
93,A,contrast_low,T013-S0,True,3102304/42268733,0,1.0,0.8202513357814063,1.0,1.0,False
94,A,contrast_low,T013-S0,True,5631/7475,6065881/7519850,0.0,0.0,0.183883857218964,0.9453125,False
95,A,contrast_low,T013-S0,True,625948/8499075,163440688/1442009725,0.0,0.0,0.0,1.0,False
96,A,contrast_low,T013-S0,True,10/741,639926/8674887,-2.9956521739130433,-2.9956521739130433,-0.6750000000000043,0.9375,False
97,A,contrast_low,T013-S0,True,70/503,330/503,0.0,0.0,3.142857142857143,0.75,False
98,A,contrast_low,T013-S0,True,1271/12725,3429938/28669425,0.0,0.0,0.8012982251838434,0.734375,False
99,A,contrast_low,T013-S0,True,976281581/5237647350,543655614637/2634536617050,0.0,0.0,0.8942120254955419,0.5078125,False
0,A,contrast_low,T013-S1,True,1448/8671,999018/4413539,0.0,0.0,1.1201657458563536,0.53125,False
1,A,contrast_low,T013-S1,True,17348/650325,21698/650325,0.0,0.0,1.0,0.921875,False
2,A,contrast_low,T013-S1,True,10/741,5/741,0.5,0.5,0.5,0.9765625,False
3,A,contrast_low,T013-S1,True,45/379,125/758,0.1111111111111111,0.05555555555555558,0.11111111111111116,0.515625,False
4,A,contrast_low,T013-S1,True,13/150,7/75,0.0,0.0,0.6925125473727338,0.5234375,False
5,A,contrast_low,T013-S1,True,17640/190637,3342379/9531850,0.0,0.0,1.3594104308390023,0.53125,False
6,A,contrast_low,T013-S1,True,32560/377169,240060815/285894102,0.0,0.31726044226044225,1.0660957566465483,0.2578125,False
7,A,contrast_low,T013-S1,True,3662/17043,1375/17043,0.7179137083560896,0.7179137083560896,0.7179137083560896,0.9765625,False
8,A,contrast_low,T013-S1,True,2702890273/6340309950,960428/8499075,0.8127826926402203,0.0,0.9224684645568666,0.84375,False
9,A,contrast_low,T013-S1,True,52675/566254,37640/283127,0.43004560368131073,0.0,1.2866189306865314,0.7421875,False
10,A,contrast_low,T013-S1,True,82145/1125714,402925/1125714,0.0,0.0,2.811541652794764,0.546875,False
11,A,contrast_low,T013-S1,True,52325/1133259,401843525/576828831,0.0,0.0,1.707596751075012,0.5234375,False
12,A,contrast_low,T013-S1,True,80/256027,86290/768081,0.0,0.0,22.138013925729442,0.6640625,False
13,A,contrast_low,T013-S1,True,4789/17043,5017/17043,0.0,0.0,0.0,1.0,False
14,A,contrast_low,T013-S1,True,50/503,190/503,0.0,0.0,1.3987513935340021,0.9140625,False
15,A,contrast_low,T013-S1,True,45/746,0,1.0,1.0,1.0,1.0,False
16,A,contrast_low,T013-S1,True,11462389/342886323,29613184/342886323,0.0,0.0,0.0,1.0,False
17,A,contrast_low,T013-S1,True,12009/224549,64355/224549,0.0,0.0,0.0,1.0,False
18,A,contrast_low,T013-S1,True,5/758,5/758,0.0,0.0,0.0,1.0,False
19,A,contrast_low,T013-S1,True,30/503,401635/1143822,0.0,0.0,1.2166666666666637,0.9296875,False
20,A,contrast_low,T013-S1,True,100/1527,1160/1527,0.0,0.0,1.6,0.84375,False
21,A,contrast_low,T013-S1,True,55/746,0,1.0,1.0,1.0,1.0,False
22,A,contrast_low,T013-S1,True,106162/451191,87996/150397,0.11977920536538497,0.0,0.6630809517529813,0.7890625,False
23,A,contrast_low,T013-S1,True,5798945/859010322,43723030/143168387,0.0,0.0,0.0,0.9765625,False
24,A,contrast_low,T013-S1,False,0,10/1527,,,,,
25,A,contrast_low,T013-S1,True,12107/226642,9860211/114000926,0.0,0.0,0.8765177170232097,0.5625,False
26,A,contrast_low,T013-S1,True,74942/456573,660982/456573,0.0,0.0,0.5941928424648395,0.8828125,False
27,A,contrast_low,T013-S1,True,248/299,12/13,0.0,0.0,0.0,1.0,False
28,A,contrast_low,T013-S1,True,62623/2340325,997/37050,-0.005655536570695538,0.0,1.0,0.3828125,False
29,A,contrast_low,T013-S1,True,20/13,500/299,0.0,0.0,0.0,1.0,False
30,A,contrast_low,T013-S1,True,12497/75450,17506/37725,1.0,0.0,1.6777626630391294,0.8984375,False
31,A,contrast_low,T013-S1,True,61302/224549,188377/224549,0.0,0.0,0.0,1.0,False
32,A,contrast_low,T013-S1,True,144587143/10737629025,130971095/429505161,-0.44448182367086403,-0.4444818236708641,-0.4444818236708641,0.9609375,True
33,A,contrast_low,T013-S1,True,45310/280839,18035/93613,0.37828293974839994,0.0,0.5502648421981902,0.8515625,False
34,A,contrast_low,T013-S1,True,1287356505/47492240419,15178767245/142476721257,0.0,0.0,1.001139364525395,0.71875,False
35,A,contrast_low,T013-S1,True,95869/224549,176606/224549,0.0,0.0,0.0,1.0,False
36,A,contrast_low,T013-S1,True,2/299,6044/456573,0.0,0.0,1.0,0.8046875,False
37,A,contrast_low,T013-S1,True,5210/768081,103047505/576828831,0.0,7.838771593090211,7.838771593090211,0.046875,False
38,A,contrast_low,T013-S1,True,15/751,90/751,0.0,0.0,0.0,1.0,False
39,A,contrast_low,T013-S1,True,310/1509,420/503,0.0,0.0,0.6499999999999915,0.9453125,False
40,A,contrast_low,T013-S1,False,0,497/37050,,,,,
41,A,contrast_low,T013-S1,True,52913/984561,258078/4266431,0.0,0.24948928634709555,0.24948928634709555,0.4453125,False
42,A,contrast_low,T013-S1,True,62604883/342002778,170756323/171001389,0.0,0.0,0.20575794383323098,0.796875,False
43,A,contrast_low,T013-S1,True,13085/282734,65/758,0.0022927015666794038,0.002292701566679378,0.4298815437523882,0.703125,False
44,A,contrast_low,T013-S1,True,10/751,114275/1146777,0.0,0.0,0.0,0.984375,False
45,A,contrast_low,T013-S1,True,20/1509,25045/377753,0.0,0.0,0.8249999999999957,0.9375,False
46,A,contrast_low,T013-S1,True,3109/18650,2/25,0.5600943497373218,0.0,0.8800257317465423,0.8828125,False
47,A,contrast_low,T013-S1,True,15875993/338844441,42916156/338844441,0.0,0.0,0.0,0.984375,False
48,A,contrast_low,T013-S1,True,2133800/53295359,1890/142883,0.6696175836535758,0.6696175836535758,1.0,0.7109375,False
49,A,contrast_low,T013-S1,True,199/741,1640/5681,0.0,0.6233340616124099,0.6233340616124099,0.3046875,False
50,A,contrast_low,T013-S1,True,42545/377753,220/503,0.0,0.0,1.6433528420887686,0.8515625,False
51,A,contrast_low,T013-S1,False,0,0,,,,,
52,A,contrast_low,T013-S1,True,10/1509,83345/1143822,0.0,0.0,0.0,0.9609375,False
53,A,contrast_low,T013-S1,True,1216/8671,1216/8671,0.0,0.0,0.8577302631578947,0.859375,False
54,A,contrast_low,T013-S1,False,-9760/768081,58683475/194068466,,,,,
55,A,contrast_low,T013-S1,True,160/751,1041175/1133259,0.0,0.0,0.0,1.0,False
56,A,contrast_low,T013-S1,True,2560/372723,25230/256027,1.96484375,0.0,3.8831578462671907,0.921875,False
57,A,contrast_low,T013-S1,True,69713429/433744350,123743729/433744350,0.0,0.0,0.7501786287650051,0.7578125,False
58,A,contrast_low,T013-S1,False,0,2/299,,,,,
59,A,contrast_low,T013-S1,True,2049371/16998150,1119151907/4326029175,0.0,0.0,0.0,0.9921875,False
60,A,contrast_low,T013-S1,True,90/379,145/379,0.4722222222222222,0.4166666666666667,0.4722222222222222,1.0,False
61,A,contrast_low,T013-S1,True,1/150,0,1.0,1.0,1.0,1.0,False
62,A,contrast_low,T013-S1,True,253891/9531850,98705/1157466,0.7535031437375357,0.7535031437375357,0.9994979417361931,0.9140625,False
63,A,contrast_low,T013-S1,True,693133919/9485800350,59355/125723,0.19174385404734465,0.19174385404734462,0.604481161814272,0.7265625,False
64,A,contrast_low,T013-S1,True,2050991/27824550,943536401/4720898650,-0.5392398113887384,0.0,0.0,0.4609375,False
65,A,contrast_low,T013-S1,True,71/150,71/150,0.0,0.0,0.0,0.953125,False
66,A,contrast_low,T013-S1,True,7525/566254,34140835/864669858,0.0,0.0,1.0,0.9375,False
67,A,contrast_low,T013-S1,True,14757330763/245662219725,48863746/488394075,0.0,0.44377249762671056,1.22321368802405,0.4921875,False
68,A,contrast_low,T013-S1,True,88/299,463/17342,1.0001959247648904,0.0,1.0001959247648904,0.96875,False
