salt,bank,target,policy,macro_class,sample_weighted,macro_client,state_choice_frequency,oracle_hit_rate,regret_median,regret_p75,regret_p90,regret_gt2_fraction,regret_gt5_fraction
T013-S0,A,gaussian_noise,P01,33.04130637748285,33.113903849990024,31.846797801579147,"{""clean"": 40, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 160, ""gaussian_blur"": 0}",0.495,0.7367280606717226,6.309808612440191,18.200371057513916,0.425,0.29
T013-S0,A,gaussian_noise,P10,37.518943422091645,37.57563667797061,36.27047373143146,"{""clean"": 27, ""brightness_dark"": 74, ""contrast_low"": 9, ""gaussian_noise"": 84, ""gaussian_blur"": 6}",0.815,0.0,0.0,3.0937007874015694,0.14,0.065
T013-S0,A,gaussian_noise,P11,33.04130637748285,33.113903849990024,31.846797801579147,"{""clean"": 40, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 160, ""gaussian_blur"": 0}",0.495,0.7367280606717226,6.309808612440191,18.200371057513916,0.425,0.29
T013-S0,A,gaussian_noise,zero_soft,32.91527299490676,32.98756566261054,31.67352672052174,"{""clean"": 74, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 126, ""gaussian_blur"": 0}",0.465,1.0589421783953383,6.846309630963097,18.200371057513916,0.445,0.3
T013-S0,A,gaussian_noise,zero_hard,32.84802391099708,32.92107187977924,31.488096552743688,"{""clean"": 95, ""brightness_dark"": 0, ""contrast_low"": 1, ""gaussian_noise"": 86, ""gaussian_blur"": 18}",0.44,1.2916666666666665,7.6923076923076925,17.452173913043474,0.455,0.33
T013-S0,A,gaussian_noise,uniform,32.499557590179315,32.575304209056455,31.38728201450004,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 200, ""gaussian_blur"": 0}",0.505,0.0,7.172446443366079,18.92557651991614,0.44,0.31
T013-S0,A,gaussian_blur,P00,40.050731421785706,40.10904980384334,39.640581983159045,"{""clean"": 11, ""brightness_dark"": 80, ""contrast_low"": 35, ""gaussian_noise"": 45, ""gaussian_blur"": 29}",0.81,0.0,0.0,2.83224097057593,0.135,0.07
T013-S0,A,gaussian_blur,P01,34.00988302795514,34.07806370104395,33.14113530570128,"{""clean"": 14, ""brightness_dark"": 0, ""contrast_low"": 19, ""gaussian_noise"": 7, ""gaussian_blur"": 160}",0.31,4.246303642264696,11.413156256484747,20.11267605633802,0.635,0.46
T013-S0,A,gaussian_blur,P10,40.050731421785706,40.10904980384334,39.640581983159045,"{""clean"": 11, ""brightness_dark"": 80, ""contrast_low"": 35, ""gaussian_noise"": 45, ""gaussian_blur"": 29}",0.81,0.0,0.0,2.83224097057593,0.135,0.07
T013-S0,A,gaussian_blur,P11,32.15118965246794,32.216237781767404,32.244908500353816,"{""clean"": 15, ""brightness_dark"": 0, ""contrast_low"": 23, ""gaussian_noise"": 7, ""gaussian_blur"": 155}",0.28,4.918363233219109,12.265865250209671,22.39436619718309,0.665,0.49
T013-S0,A,gaussian_blur,zero_soft,33.37019762024217,33.45302214242968,33.40413742236824,"{""clean"": 37, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 56, ""gaussian_blur"": 107}",0.35,3.339130434782609,10.625829279080055,21.135296628254373,0.595,0.4
