salt,bank,target1,target2,orientation,same_valid,same_mean,same_median,control_mean,control_min,control_max
T013-S1,B,brightness_dark,gaussian_noise,1,93,0.1736427983546457,0.22360679774997894,0.01815977658714883,-0.01633289443503093,0.051708779242438344
T013-S1,B,brightness_dark,gaussian_blur,0,94,0.3698956959613461,0.41629522817435005,0.013534449857815121,-0.0919198500843008,0.06302129362171678
T013-S1,B,brightness_dark,gaussian_blur,1,94,0.42444778978473063,0.6499999999999999,0.049372386994448035,-0.015395413538528155,0.14904122673352385
T013-S1,B,contrast_low,gaussian_noise,0,96,0.04066826353319882,0.1418620511154836,-0.2067129154331233,-0.2705819416576887,-0.09373646337544968
T013-S1,B,contrast_low,gaussian_noise,1,91,0.02094411961204284,0.05129891760425771,-0.17575522295697596,-0.23203929421971126,-0.10190293659478931
T013-S1,B,contrast_low,gaussian_blur,0,97,0.43625623954334997,0.6,-0.053308908788922416,-0.14910083660174026,0.05859966144673198
T013-S1,B,contrast_low,gaussian_blur,1,93,0.38860061318393363,0.6488856845230502,-0.03557693208987477,-0.12595498100397004,0.025147890354410597
T013-S1,B,gaussian_noise,gaussian_blur,0,94,0.3921266801635595,0.4051956704170308,0.08134079752246212,-0.004140161981665352,0.13642017863671854
T013-S1,B,gaussian_noise,gaussian_blur,1,95,0.43640162264962995,0.46169025843831935,0.11992146387476105,0.05779988165091993,0.1814984271831376
T013-S2,A,clean,brightness_dark,0,94,0.23392761645458368,0.3947368421052632,-0.02201565448488592,-0.11463820390535744,0.04368066380237948
T013-S2,A,clean,brightness_dark,1,91,0.25405716160891756,0.35909242322980395,-0.011504905080173763,-0.1096830353476278,0.0399466715632917
T013-S2,A,clean,contrast_low,0,96,0.12761199815164231,0.23970786693528087,-0.21755825883211344,-0.30319238731574244,-0.1618190250299251
T013-S2,A,clean,contrast_low,1,93,0.13966205345324215,0.20519567041703082,-0.15759016334493703,-0.2768792056626878,-0.08818642263824092
T013-S2,A,clean,gaussian_noise,0,94,0.7046925700903052,0.8249579113843054,0.29864551664354166,0.2568346764238385,0.3384831666050663
T013-S2,A,clean,gaussian_noise,1,94,0.639649417543538,0.8207826816681234,0.26577121487361544,0.19673223168643933,0.33154470779431405
