salt,client,half,n,normalized_entropy,max_class_fraction,represented_classes,halves_histogram_L1,halves_histogram_JS
T013-S1,45,0,7,0.4150551890657122,0.5714285714285714,3,0.8571428571428572,0.218572953060454
T013-S1,45,1,6,0.19567624677029458,0.8333333333333334,2,0.8571428571428572,0.218572953060454
T013-S1,46,0,40,0.21732201127364886,0.8,2,0.14358974358974358,0.004729251302683313
T013-S1,46,1,39,0.16631760186965897,0.8717948717948718,2,0.14358974358974358,0.004729251302683313
T013-S1,47,0,16,0.5783327143366839,0.4375,5,0.5,0.07511833162224546
T013-S1,47,1,16,0.5049541217978233,0.4375,4,0.5,0.07511833162224546
T013-S1,48,0,81,0.4574993595995545,0.5925925925925926,4,0.09074074074074077,0.0015800015069704632
T013-S1,48,1,80,0.44868114156469835,0.625,4,0.09074074074074077,0.0015800015069704632
T013-S1,49,0,101,0.20354526725716093,0.8217821782178217,2,0.05940594059405932,0.000708453454957847
T013-S1,49,1,101,0.22200648122058517,0.7920792079207921,2,0.05940594059405932,0.000708453454957847
T013-S1,50,0,61,0.37421854763286594,0.639344262295082,4,0.12185792349726768,0.005242104002607273
T013-S1,50,1,60,0.32077808506353334,0.7,4,0.12185792349726768,0.005242104002607273
T013-S1,51,0,6,0.19567624677029458,0.8333333333333334,2,0.33333333333333326,0.06155537862300828
T013-S1,51,1,6,-0.0,1.0,1,0.33333333333333326,0.06155537862300828
T013-S1,52,0,12,0.2442190502882155,0.75,2,0.3333333333333333,0.025975645028820216
T013-S1,52,1,12,0.12457128465258523,0.9166666666666666,2,0.3333333333333333,0.025975645028820216
T013-S1,53,0,61,0.34909787752285726,0.7049180327868853,3,0.2060109289617486,0.021892936006364994
T013-S1,53,1,60,0.34494928639477834,0.6833333333333333,4,0.2060109289617486,0.021892936006364994
T013-S1,54,0,119,0.36716003512957657,0.6974789915966386,4,0.11551061102407068,0.0032443275603332156
T013-S1,54,1,118,0.3293536763127242,0.7542372881355932,4,0.11551061102407068,0.0032443275603332156
T013-S1,55,0,105,0.07028740652366425,0.9619047619047619,2,0.019047619047619126,0.0033125464429099583
T013-S1,55,1,105,0.0934917755907776,0.9523809523809523,3,0.019047619047619126,0.0033125464429099583
T013-S1,56,0,59,0.5781563974868292,0.5254237288135594,5,0.1016949152542372,0.0021250225041111737
T013-S1,56,1,59,0.5604261859474393,0.559322033898305,5,0.1016949152542372,0.0021250225041111737
T013-S1,57,0,59,0.6183628988014586,0.4406779661016949,6,0.1490356516656926,0.014409288678793652
T013-S1,57,1,58,0.6272702464776928,0.41379310344827586,6,0.1490356516656926,0.014409288678793652
T013-S1,58,0,14,0.28488664081620674,0.7857142857142857,3,0.14285714285714285,0.028350883868335286
T013-S1,58,1,14,0.2256506570425621,0.7857142857142857,2,0.14285714285714285,0.028350883868335286
T013-S1,59,0,47,0.5674598116776755,0.40425531914893614,4,0.1702127659574468,0.004923662160976727
T013-S1,59,1,47,0.5476222885762729,0.3829787234042553,4,0.1702127659574468,0.004923662160976727
T013-S1,60,0,238,-0.0,1.0,1,0.0,0.0
T013-S1,60,1,237,-0.0,1.0,1,0.0,0.0
T013-S1,61,0,8,0.4515449934959717,0.5,3,0.6428571428571428,0.1876350874135848
T013-S1,61,1,7,0.4686003618978408,0.42857142857142855,3,0.6428571428571428,0.1876350874135848
T013-S1,62,0,38,0.5531142897485698,0.5263157894736842,5,0.2532005689900427,0.02016594891507495
T013-S1,62,1,37,0.4749125946785007,0.5675675675675675,4,0.2532005689900427,0.02016594891507495
T013-S1,63,0,108,0.46085361127854607,0.48148148148148145,5,0.11941848390446516,0.0048524111739651765
T013-S1,63,1,107,0.4394083234933504,0.4392523364485981,4,0.11941848390446516,0.0048524111739651765
T013-S1,64,0,64,0.4908941062402322,0.59375,5,0.25843253968253965,0.01641339216861315
T013-S1,64,1,63,0.5268546987979945,0.5555555555555556,5,0.25843253968253965,0.01641339216861315
T013-S1,65,0,76,-0.0,1.0,1,0.0,0.0
T013-S1,65,1,76,-0.0,1.0,1,0.0,0.0
T013-S1,66,0,97,0.22988643697123629,0.865979381443299,4,0.10309278350515456,0.009768821206548761
T013-S1,66,1,97,0.21079279824625755,0.8865979381443299,5,0.10309278350515456,0.009768821206548761
T013-S1,67,0,41,0.5042720211541664,0.5365853658536586,5,0.43902439024390244,0.07099361526300507
T013-S1,67,1,41,0.48626563584380117,0.6341463414634146,5,0.43902439024390244,0.07099361526300507
T013-S1,68,0,115,0.4031435337265687,0.6260869565217392,4,0.26773455377574373,0.017122060915483628
T013-S1,68,1,114,0.48851921279205046,0.5087719298245614,5,0.26773455377574373,0.017122060915483628
T013-S1,69,0,71,0.20275171450792687,0.8732394366197183,4,0.19718309859154928,0.012829762789907218
T013-S1,69,1,71,0.32805082425980525,0.7746478873239436,4,0.19718309859154928,0.012829762789907218
T013-S1,70,0,39,0.3183912266417485,0.7435897435897436,4,0.10256410256410257,0.01840594206964563
T013-S1,70,1,38,0.23773821440566145,0.7631578947368421,2,0.10256410256410257,0.01840594206964563
T013-S1,71,0,18,0.09318185713493625,0.9444444444444444,2,0.4444444444444444,0.06047236021593855
T013-S1,71,1,18,0.337789875354649,0.7222222222222222,3,0.4444444444444444,0.06047236021593855
T013-S1,72,0,81,0.5239064025382877,0.4444444444444444,5,0.23703703703703705,0.011868649681912924
T013-S1,72,1,80,0.47054612596516754,0.5625,4,0.23703703703703705,0.011868649681912924
T013-S1,73,0,114,0.478023088850943,0.42105263157894735,4,0.12280701754385964,0.006066349404048044
T013-S1,73,1,114,0.4998911533354602,0.38596491228070173,5,0.12280701754385964,0.006066349404048044
T013-S1,74,0,82,0.09973292726223867,0.9390243902439024,2,0.09756097560975602,0.017427210019779094
T013-S1,74,1,82,0.16820864274083938,0.9024390243902439,3,0.09756097560975602,0.017427210019779094
T013-S1,75,0,100,0.44339762858994464,0.44,3,0.1,0.002197925635993414
T013-S1,75,1,100,0.42416118337615816,0.45,3,0.1,0.002197925635993414
T013-S1,76,0,84,0.4010618398964591,0.6071428571428571,4,0.25043029259896726,0.00858434116041451
T013-S1,76,1,83,0.45197048154810493,0.4819277108433735,4,0.25043029259896726,0.00858434116041451
T013-S1,77,0,86,0.2952497274712039,0.5813953488372093,2,0.2558139534883721,0.00821268161795774
T013-S1,77,1,86,0.29914823034807714,0.5465116279069767,2,0.2558139534883721,0.00821268161795774
T013-S1,78,0,49,0.3340609470168504,0.7142857142857143,3,0.2448979591836734,0.01183338469131745
T013-S1,78,1,49,0.34121256527983584,0.6326530612244898,3,0.2448979591836734,0.01183338469131745
T013-S1,79,0,9,0.2300484792806848,0.7777777777777778,2,0.2222222222222222,0.047947012075296724
T013-S1,79,1,9,0.29694403387268065,0.7777777777777778,3,0.2222222222222222,0.047947012075296724
T013-S1,80,0,40,0.2468632406035038,0.825,3,0.1499999999999999,0.028182264095824916
T013-S1,80,1,40,0.25004785166954263,0.8,3,0.1499999999999999,0.028182264095824916
T013-S1,81,0,9,0.15149585433537502,0.8888888888888888,2,0.22222222222222227,0.04014310725488912
T013-S1,81,1,8,-0.0,1.0,1,0.22222222222222227,0.04014310725488912
T013-S1,82,0,82,0.2248543669495496,0.8536585365853658,3,0.0776874435411021,0.0021943349040131066
T013-S1,82,1,81,0.262225885137673,0.8148148148148148,3,0.0776874435411021,0.0021943349040131066
T013-S1,83,0,255,0.267932517379169,0.788235294117647,4,0.04560753435232365,0.003366406460543092
T013-S1,83,1,254,0.2755142407605285,0.7952755905511811,4,0.04560753435232365,0.003366406460543092
T013-S1,84,0,127,0.2997031762746436,0.7559055118110236,4,0.23622047244094482,0.015501665478212745
T013-S1,84,1,127,0.2917978405526179,0.6692913385826772,3,0.23622047244094482,0.015501665478212745
T013-S1,85,0,111,0.2790676142800622,0.6576576576576577,2,0.07207207207207217,0.00070444679984627
T013-S1,85,1,111,0.2880521908805094,0.6216216216216216,2,0.07207207207207217,0.00070444679984627
T013-S1,86,0,20,0.3670280240301799,0.55,3,0.2000000000000001,0.03608677400253257
T013-S1,86,1,20,0.47514268209259314,0.5,4,0.2000000000000001,0.03608677400253257
T013-S1,87,0,75,0.2748443788545379,0.7333333333333333,3,0.18666666666666676,0.01864169191904297
T013-S1,87,1,75,0.3056752736822951,0.76,3,0.18666666666666676,0.01864169191904297
T013-S1,88,0,39,0.525921410535417,0.48717948717948717,4,0.10931174089068829,0.01078766389794672
T013-S1,88,1,38,0.5760059325850547,0.47368421052631576,5,0.10931174089068829,0.01078766389794672
T013-S1,89,0,78,0.5063404802973233,0.5769230769230769,5,0.17382617382617385,0.012062457674469895
T013-S1,89,1,77,0.4546818268884049,0.6363636363636364,5,0.17382617382617385,0.012062457674469895
T013-S1,90,0,78,0.6438084579993025,0.34615384615384615,5,0.15084915084915088,0.015046100244175964
T013-S1,90,1,77,0.6094900724728185,0.4025974025974026,6,0.15084915084915088,0.015046100244175964
T013-S1,91,0,92,0.28223773798175844,0.7934782608695652,3,0.06856187290969892,0.0013251196150728672
T013-S1,91,1,91,0.29840027605083963,0.7692307692307693,3,0.06856187290969892,0.0013251196150728672
T013-S1,92,0,48,0.3767779228316686,0.6666666666666666,3,0.20833333333333337,0.00702040579972929
T013-S1,92,1,48,0.3023407933243211,0.7708333333333334,3,0.20833333333333337,0.00702040579972929
T013-S1,93,0,109,0.1774594835099937,0.8899082568807339,3,0.09174311926605505,0.005737051875351229
T013-S1,93,1,109,0.22533150704716434,0.8532110091743119,3,0.09174311926605505,0.005737051875351229
T013-S1,94,0,147,0.21517087199245227,0.8231292517006803,3,0.09346752399589975,0.0040119729166603335
T013-S1,94,1,146,0.16791867099327082,0.8698630136986302,2,0.09346752399589975,0.0040119729166603335
T013-S1,95,0,19,0.5174052065643927,0.5789473684210527,5,0.42105263157894735,0.08114165155509068
T013-S1,95,1,19,0.4602152035976431,0.5789473684210527,4,0.42105263157894735,0.08114165155509068
T013-S1,96,0,108,0.3824444161993878,0.7314814814814815,7,0.10816891658013149,0.014078755428191037
T013-S1,96,1,107,0.3119440221805813,0.7663551401869159,4,0.10816891658013149,0.014078755428191037
T013-S1,97,0,85,0.25077416291872984,0.7764705882352941,3,0.11764705882352942,0.006088608632755288
T013-S1,97,1,85,0.19429968737841416,0.8352941176470589,2,0.11764705882352942,0.006088608632755288
T013-S1,98,0,33,0.5681890123879049,0.5454545454545454,6,0.18181818181818182,0.02284191549356085
T013-S1,98,1,33,0.5495630643746983,0.5454545454545454,5,0.18181818181818182,0.02284191549356085
T013-S1,99,0,73,0.6966111874605108,0.3835616438356164,8,0.3504566210045662,0.03147774386489788
T013-S1,99,1,72,0.5878965031085921,0.4027777777777778,6,0.3504566210045662,0.03147774386489788
T013-S2,0,0,89,0.2984889267346017,0.7752808988764045,4,0.08988764044943817,0.005324416995571735
T013-S2,0,1,89,0.26205332442802604,0.8089887640449438,3,0.08988764044943817,0.005324416995571735
T013-S2,1,0,50,0.21206317391843482,0.88,4,0.08571428571428577,0.009766998303061714
T013-S2,1,1,49,0.215229136973006,0.8571428571428571,3,0.08571428571428577,0.009766998303061714
T013-S2,2,0,70,0.24083561178906718,0.8285714285714286,3,0.22857142857142848,0.016794545820737528
T013-S2,2,1,70,0.10907998987250939,0.9428571428571428,3,0.22857142857142848,0.016794545820737528
T013-S2,3,0,108,-0.0,1.0,1,0.0,0.0
T013-S2,3,1,108,-0.0,1.0,1,0.0,0.0
T013-S2,4,0,53,0.2888500361869377,0.7169811320754716,3,0.318577648766328,0.023944624234003453
T013-S2,4,1,52,0.3884610004871585,0.5576923076923077,4,0.318577648766328,0.023944624234003453
T013-S2,5,0,79,0.4567571399950417,0.4430379746835443,3,0.2784810126582279,0.011778748813291662
T013-S2,5,1,79,0.42011906299870555,0.5822784810126582,3,0.2784810126582279,0.011778748813291662
T013-S2,6,0,131,0.33011262396867397,0.5190839694656488,3,0.17745155607751026,0.007169410019206457
T013-S2,6,1,130,0.3591886586293249,0.5769230769230769,3,0.17745155607751026,0.007169410019206457
T013-S2,7,0,99,0.20591608731441718,0.8181818181818182,2,0.09833024118738395,0.0022881262656245793
T013-S2,7,1,98,0.1699824811444973,0.8673469387755102,2,0.09833024118738395,0.0022881262656245793
T013-S2,8,0,97,0.2745062450960949,0.7628865979381443,4,0.16194158075601384,0.014925707448329661
T013-S2,8,1,96,0.2656001042952295,0.8020833333333334,3,0.16194158075601384,0.014925707448329661
T013-S2,9,0,88,0.26947935762561,0.7954545454545454,4,0.18181818181818182,0.014096237088573327
T013-S2,9,1,88,0.196210303704316,0.875,4,0.18181818181818182,0.014096237088573327
T013-S2,10,0,141,0.4900558752934399,0.5177304964539007,4,0.05673758865248231,0.0012074496130858314
T013-S2,10,1,141,0.4660805701306102,0.5460992907801419,4,0.05673758865248231,0.0012074496130858314
T013-S2,11,0,90,0.31806875766723186,0.5777777777777777,3,0.02222222222222224,0.0038878558042863
T013-S2,11,1,90,0.2957541701010099,0.5777777777777777,2,0.02222222222222224,0.0038878558042863
T013-S2,12,0,82,0.36669226858462317,0.7317073170731707,5,0.3170731707317074,0.025738918688113843
T013-S2,12,1,82,0.18060848585622724,0.8902439024390244,3,0.3170731707317074,0.025738918688113843
T013-S2,13,0,40,0.22089745295507307,0.875,4,0.55,0.07568304736676579
T013-S2,13,1,40,0.38654300114194085,0.65,3,0.55,0.07568304736676579
T013-S2,14,0,36,0.05512523542674151,0.9722222222222222,2,0.0015873015873015851,2.8756552948872027e-06
T013-S2,14,1,35,0.056345667794942086,0.9714285714285714,2,0.0015873015873015851,2.8756552948872027e-06
T013-S2,15,0,118,0.02122314438832103,0.9915254237288136,2,0.0,0.0
T013-S2,15,1,118,0.02122314438832103,0.9915254237288136,2,0.0,0.0
T013-S2,16,0,11,0.32986724086154223,0.7272727272727273,3,0.21818181818181825,0.04092070187045804
T013-S2,16,1,10,0.4084313719900202,0.7,4,0.21818181818181825,0.04092070187045804
T013-S2,17,0,44,0.23276442240808118,0.7727272727272727,2,0.01057082452431285,1.972280881745725e-05
T013-S2,17,1,43,0.23553915288260308,0.7674418604651163,2,0.01057082452431285,1.972280881745725e-05
T013-S2,18,0,5,0.21732201127364886,0.8,2,0.0,0.0
T013-S2,18,1,5,0.21732201127364886,0.8,2,0.0,0.0
T013-S2,19,0,46,0.4395253965151942,0.6304347826086957,4,0.12463768115942028,0.0036274287813208295
T013-S2,19,1,45,0.4049439025576961,0.6888888888888889,4,0.12463768115942028,0.0036274287813208295
T013-S2,20,0,76,-0.0,1.0,1,0.0,0.0
T013-S2,20,1,76,-0.0,1.0,1,0.0,0.0
T013-S2,21,0,121,0.03656926786158127,0.9834710743801653,2,0.016528925619834683,0.0007107069963173396
T013-S2,21,1,121,0.020787440351863463,0.9917355371900827,2,0.016528925619834683,0.0007107069963173396
T013-S2,22,0,88,0.30102999566398114,0.5,2,0.10344827586206895,0.0013418884479400317
T013-S2,22,1,87,0.2987020219512431,0.5517241379310345,2,0.10344827586206895,0.0013418884479400317
T013-S2,23,0,70,0.4688094920083595,0.4857142857142857,4,0.2571428571428572,0.014776887052097232
T013-S2,23,1,70,0.40465964818098626,0.6142857142857143,3,0.2571428571428572,0.014776887052097232
T013-S2,24,0,90,0.34001745571367764,0.7,5,0.12883895131086148,0.010580437541112708
T013-S2,24,1,89,0.3326605142822299,0.7415730337078652,5,0.12883895131086148,0.010580437541112708
T013-S2,25,0,18,0.6194969463662593,0.3888888888888889,5,0.6666666666666667,0.07433752117437242
T013-S2,25,1,18,0.5184538204167181,0.3888888888888889,4,0.6666666666666667,0.07433752117437242
T013-S2,26,0,142,0.05030864560385099,0.9788732394366197,3,0.12676056338028172,0.010855353550740104
T013-S2,26,1,142,0.14642790671403047,0.9154929577464789,3,0.12676056338028172,0.010855353550740104
T013-S2,27,0,98,0.05943927705372419,0.9693877551020408,2,0.0612244897959184,0.010728359912621485
T013-S2,27,1,97,-0.0,1.0,1,0.0612244897959184,0.010728359912621485
T013-S2,28,0,13,0.4736413334290178,0.5384615384615384,4,0.4615384615384615,0.04259487130015449
T013-S2,28,1,13,0.5870276841444791,0.3076923076923077,4,0.4615384615384615,0.04259487130015449
T013-S2,29,0,191,-0.0,1.0,1,0.0,0.0
T013-S2,29,1,191,-0.0,1.0,1,0.0,0.0
T013-S2,30,0,138,0.2981044068799474,0.5579710144927537,2,0.051941182693324824,0.0028030863908256043
T013-S2,30,1,137,0.3119219760229988,0.5766423357664233,3,0.051941182693324824,0.0028030863908256043
T013-S2,31,0,101,0.04820370779098474,0.9801980198019802,3,0.039603960396039604,0.01372568674376129
T013-S2,31,1,101,0.0422427177778366,0.9801980198019802,2,0.039603960396039604,0.01372568674376129
T013-S2,32,0,99,0.6459978615124334,0.35353535353535354,5,0.2424242424242425,0.008364073885846146
T013-S2,32,1,99,0.6532115689653477,0.29292929292929293,5,0.2424242424242425,0.008364073885846146
T013-S2,33,0,132,0.29602573025367285,0.5757575757575758,2,0.3030303030303031,0.011522746935161643
T013-S2,33,1,132,0.29602573025367285,0.5757575757575758,2,0.3030303030303031,0.011522746935161643
T013-S2,34,0,51,0.29758626354142637,0.7843137254901961,4,0.196078431372549,0.014744563412820155
T013-S2,34,1,51,0.2623950563024822,0.8431372549019608,4,0.196078431372549,0.014744563412820155
T013-S2,35,0,88,0.24949280385255215,0.7386363636363636,2,0.01698014629049105,4.71731810989251e-05
T013-S2,35,1,87,0.24558054963155934,0.7471264367816092,2,0.01698014629049105,4.71731810989251e-05
T013-S2,36,0,9,0.36857945459156666,0.6666666666666666,3,0.4444444444444444,0.12496336547084619
T013-S2,36,1,9,0.36857945459156666,0.6666666666666666,3,0.4444444444444444,0.12496336547084619
T013-S2,37,0,40,0.4540405733129119,0.45,4,0.3499999999999999,0.030811581554194722
T013-S2,37,1,40,0.4652091122371609,0.575,5,0.3499999999999999,0.030811581554194722
T013-S2,38,0,13,0.11777604826287535,0.9230769230769231,2,0.1538461538461538,0.027428942973443893
T013-S2,38,1,12,-0.0,1.0,1,0.1538461538461538,0.027428942973443893
T013-S2,39,0,80,-0.0,1.0,1,0.0,0.0
T013-S2,39,1,80,-0.0,1.0,1,0.0,0.0
T013-S2,40,0,125,0.084628626758441,0.96,3,0.04800000000000001,0.009336820548835723
T013-S2,40,1,125,0.0930305055889264,0.952,3,0.04800000000000001,0.009336820548835723
T013-S2,41,0,50,0.41808873026085003,0.74,6,0.12000000000000006,0.009931761011475526
T013-S2,41,1,50,0.3284887368576728,0.8,5,0.12000000000000006,0.009931761011475526
T013-S2,42,0,160,0.3328990241551183,0.6,3,0.125,0.010052504186526368
T013-S2,42,1,160,0.39723414309679494,0.5375,3,0.125,0.010052504186526368
T013-S2,43,0,99,0.2870316739978473,0.6262626262626263,2,0.16161616161616166,0.0033684166748955136
T013-S2,43,1,99,0.29923291025077453,0.5454545454545454,2,0.16161616161616166,0.0033684166748955136
T013-S2,44,0,37,0.38814851328010735,0.5405405405405406,4,0.37837837837837834,0.025458160250846906
T013-S2,44,1,37,0.38969945712387394,0.6756756756756757,4,0.37837837837837834,0.025458160250846906
T013-S2,45,0,7,0.2598251810131059,0.7142857142857143,2,0.6666666666666666,0.21495614631087445
T013-S2,45,1,6,0.3767779228316686,0.6666666666666666,3,0.6666666666666666,0.21495614631087445
T013-S2,46,0,40,0.18358022428449897,0.85,2,0.05897435897435899,0.0007907466397539809
T013-S2,46,1,39,0.20438548942812,0.8205128205128205,2,0.05897435897435899,0.0007907466397539809
T013-S2,47,0,16,0.5125997560680257,0.5,4,0.5,0.0795979273107652
T013-S2,47,1,16,0.5667961526891181,0.375,4,0.5,0.0795979273107652
T013-S2,48,0,81,0.46599719143961915,0.6049382716049383,4,0.09444444444444447,0.005136706858692941
T013-S2,48,1,80,0.43697155538285243,0.6125,4,0.09444444444444447,0.005136706858692941
T013-S2,49,0,101,0.20354526725716093,0.8217821782178217,2,0.05940594059405932,0.000708453454957847
T013-S2,49,1,101,0.22200648122058517,0.7920792079207921,2,0.05940594059405932,0.000708453454957847
T013-S2,50,0,61,0.37214702682707723,0.6557377049180327,4,0.06557377049180337,0.01151597740596666
T013-S2,50,1,60,0.31742075404584735,0.6833333333333333,3,0.06557377049180337,0.01151597740596666
T013-S2,51,0,6,-0.0,1.0,1,0.33333333333333326,0.06155537862300828
T013-S2,51,1,6,0.19567624677029458,0.8333333333333334,2,0.33333333333333326,0.06155537862300828
T013-S2,52,0,12,0.19567624677029458,0.8333333333333334,2,0.0,0.0
T013-S2,52,1,12,0.19567624677029458,0.8333333333333334,2,0.0,0.0
T013-S2,53,0,61,0.36695134344358943,0.6721311475409836,3,0.16284153005464486,0.018199631542641148
T013-S2,53,1,60,0.330034649037885,0.7166666666666667,4,0.16284153005464486,0.018199631542641148
T013-S2,54,0,119,0.3371762630390932,0.7394957983193278,4,0.06950576840905856,0.0015475695403932566
T013-S2,54,1,118,0.36107070216296616,0.711864406779661,4,0.06950576840905856,0.0015475695403932566
T013-S2,55,0,105,0.08314310838727053,0.9523809523809523,2,0.03809523809523817,0.004515744248698966
T013-S2,55,1,105,0.07959098939178674,0.9619047619047619,3,0.03809523809523817,0.004515744248698966
T013-S2,56,0,59,0.5867455068466005,0.5084745762711864,5,0.16949152542372883,0.006140632040351646
T013-S2,56,1,59,0.5483491624615333,0.576271186440678,5,0.16949152542372883,0.006140632040351646
T013-S2,57,0,59,0.6740285748258941,0.3898305084745763,7,0.32963179427235534,0.026300275462393996
T013-S2,57,1,58,0.5602721221869378,0.46551724137931033,5,0.32963179427235534,0.026300275462393996
T013-S2,58,0,14,0.1781112539711337,0.8571428571428571,2,0.28571428571428564,0.03160212407663221
T013-S2,58,1,14,0.3296020525240246,0.7142857142857143,3,0.28571428571428564,0.03160212407663221
T013-S2,59,0,47,0.5758083161544518,0.3829787234042553,4,0.21276595744680848,0.00822998170197331
T013-S2,59,1,47,0.5364019514353693,0.40425531914893614,4,0.21276595744680848,0.00822998170197331
T013-S2,60,0,238,-0.0,1.0,1,0.0,0.0
T013-S2,60,1,237,-0.0,1.0,1,0.0,0.0
T013-S2,61,0,8,0.3194765492042108,0.75,3,1.2142857142857142,0.2564839307646234
T013-S2,61,1,7,0.5546089320875497,0.42857142857142855,4,1.2142857142857142,0.2564839307646234
T013-S2,62,0,38,0.5036147789236575,0.5526315789473685,4,0.16927453769559034,0.016474949801966066
T013-S2,62,1,37,0.5289035493424765,0.5405405405405406,5,0.16927453769559034,0.016474949801966066
T013-S2,63,0,108,0.45380847936974794,0.4537037037037037,5,0.23399100034614057,0.017534964152410737
T013-S2,63,1,107,0.4354621583811178,0.48598130841121495,3,0.23399100034614057,0.017534964152410737
T013-S2,64,0,64,0.5235974924178632,0.5625,5,0.11904761904761907,0.0037696079071958266
T013-S2,64,1,63,0.5047085505035291,0.5873015873015873,5,0.11904761904761907,0.0037696079071958266
T013-S2,65,0,76,-0.0,1.0,1,0.0,0.0
T013-S2,65,1,76,-0.0,1.0,1,0.0,0.0
T013-S2,66,0,97,0.22898040783289647,0.8762886597938144,5,0.10309278350515466,0.02349355439816997
T013-S2,66,1,97,0.19977767560316642,0.8762886597938144,3,0.10309278350515466,0.02349355439816997
T013-S2,67,0,41,0.4253647737547575,0.6829268292682927,5,0.39024390243902446,0.03544057971188974
T013-S2,67,1,41,0.5960538575527291,0.4878048780487805,6,0.39024390243902446,0.03544057971188974
T013-S2,68,0,115,0.49732784877610375,0.5217391304347826,5,0.18459191456903132,0.013540427997054572
T013-S2,68,1,114,0.3966607915385053,0.6140350877192983,4,0.18459191456903132,0.013540427997054572
T013-S2,69,0,71,0.22558417678830697,0.8591549295774648,4,0.14084507042253522,0.006029038267396203
T013-S2,69,1,71,0.3111253962455665,0.7887323943661971,4,0.14084507042253522,0.006029038267396203
T013-S2,70,0,39,0.19417939818679342,0.8717948717948718,3,0.5317139001349528,0.061679609633057075
T013-S2,70,1,38,0.3269853497466148,0.631578947368421,3,0.5317139001349528,0.061679609633057075
T013-S2,71,0,18,0.24174867859424046,0.8333333333333334,3,0.0,0.0
T013-S2,71,1,18,0.24174867859424046,0.8333333333333334,3,0.0,0.0
T013-S2,72,0,81,0.47330998608238173,0.5308641975308642,4,0.18209876543209882,0.009461449746580142
T013-S2,72,1,80,0.5238563394154051,0.475,5,0.18209876543209882,0.009461449746580142
T013-S2,73,0,114,0.48583705803516,0.41228070175438597,4,0.15789473684210525,0.015862296797353848
T013-S2,73,1,114,0.48356853235538877,0.39473684210526316,4,0.15789473684210525,0.015862296797353848
T013-S2,74,0,82,0.11298426941307092,0.9390243902439024,3,0.07317073170731699,0.0037117186876130526
T013-S2,74,1,82,0.16687042499431032,0.9024390243902439,3,0.07317073170731699,0.0037117186876130526
T013-S2,75,0,100,0.4438113988408156,0.42,3,0.08000000000000004,0.0017215550302034366
T013-S2,75,1,100,0.4241611833761581,0.45,3,0.08000000000000004,0.0017215550302034366
T013-S2,76,0,84,0.41227006275626216,0.5952380952380952,4,0.2501434308663224,0.017931288610280482
T013-S2,76,1,83,0.43247627647642894,0.4939759036144578,3,0.2501434308663224,0.017931288610280482
T013-S2,77,0,86,0.29914823034807714,0.5465116279069767,2,0.1162790697674419,0.0016931223416652985
T013-S2,77,1,86,0.30091254470747386,0.5116279069767442,2,0.1162790697674419,0.0016931223416652985
T013-S2,78,0,49,0.35408638750088844,0.673469387755102,3,0.08163265306122447,0.004253032567963944
T013-S2,78,1,49,0.3277713349919099,0.673469387755102,3,0.08163265306122447,0.004253032567963944
T013-S2,79,0,9,0.2300484792806848,0.7777777777777778,2,0.2222222222222222,0.047947012075296724
T013-S2,79,1,9,0.29694403387268065,0.7777777777777778,3,0.2222222222222222,0.047947012075296724
T013-S2,80,0,40,0.16560364653342916,0.9,3,0.3500000000000001,0.033006833238266475
T013-S2,80,1,40,0.3271168782273711,0.725,4,0.3500000000000001,0.033006833238266475
T013-S2,81,0,9,0.15149585433537502,0.8888888888888888,2,0.22222222222222227,0.04014310725488912
T013-S2,81,1,8,-0.0,1.0,1,0.22222222222222227,0.04014310725488912
T013-S2,82,0,82,0.23576315508510376,0.8414634146341463,3,0.05088828666064435,0.0013030162677537538
T013-S2,82,1,81,0.25196175540760074,0.8271604938271605,3,0.05088828666064435,0.0013030162677537538
T013-S2,83,0,255,0.25171798106172893,0.8156862745098039,4,0.09593947815346611,0.0021961242825419003
T013-S2,83,1,254,0.29281204494788343,0.7677165354330708,4,0.09593947815346611,0.0021961242825419003
T013-S2,84,0,127,0.29722624526024,0.7244094488188977,4,0.07874015748031504,0.007880284101710933
T013-S2,84,1,127,0.3008946193196113,0.7007874015748031,3,0.07874015748031504,0.007880284101710933
T013-S2,85,0,111,0.2899198287511053,0.6126126126126126,2,0.10810810810810811,0.0015856293818090617
T013-S2,85,1,111,0.27643459094367495,0.6666666666666666,2,0.10810810810810811,0.0015856293818090617
T013-S2,86,0,20,0.4422117371685888,0.45,4,0.3,0.012926332407732
T013-S2,86,1,20,0.4200758729203131,0.6,4,0.3,0.012926332407732
T013-S2,87,0,75,0.3098064952584993,0.7333333333333333,3,0.0533333333333334,0.0007044230248218764
T013-S2,87,1,75,0.2862932710806838,0.76,3,0.0533333333333334,0.0007044230248218764
T013-S2,88,0,39,0.5444992855377598,0.46153846153846156,4,0.12955465587044535,0.010788777280814177
T013-S2,88,1,38,0.5569391661352815,0.5,5,0.12955465587044535,0.010788777280814177
T013-S2,89,0,78,0.481347489036916,0.6153846153846154,5,0.03596403596403601,0.0002086456911480905
T013-S2,89,1,77,0.4903500867733767,0.5974025974025974,5,0.03596403596403601,0.0002086456911480905
T013-S2,90,0,78,0.6108296748884785,0.34615384615384615,5,0.27505827505827507,0.015496471193907624
T013-S2,90,1,77,0.6424954575310001,0.4025974025974026,6,0.27505827505827507,0.015496471193907624
