salt,client,half,n,normalized_entropy,max_class_fraction,represented_classes,halves_histogram_L1,halves_histogram_JS
T013-S0,21,0,121,0.020787440351863463,0.9917355371900827,2,0.016528925619834683,0.0007107069963173396
T013-S0,21,1,121,0.03656926786158127,0.9834710743801653,2,0.016528925619834683,0.0007107069963173396
T013-S0,22,0,88,0.30001974659917,0.5340909090909091,2,0.03369905956112851,0.0001423351873011125
T013-S0,22,1,87,0.3007717432323853,0.5172413793103449,2,0.03369905956112851,0.0001423351873011125
T013-S0,23,0,70,0.44717262228329563,0.5,3,0.22857142857142856,0.011125567881699272
T013-S0,23,1,70,0.42946801344079283,0.6,4,0.22857142857142856,0.011125567881699272
T013-S0,24,0,90,0.34473790342489985,0.6888888888888889,5,0.17353308364544315,0.01257492642282032
T013-S0,24,1,89,0.3261454737568009,0.7528089887640449,5,0.17353308364544315,0.01257492642282032
T013-S0,25,0,18,0.48640563124381514,0.5555555555555556,4,0.888888888888889,0.1332850499510121
T013-S0,25,1,18,0.6003439626001068,0.3888888888888889,5,0.888888888888889,0.1332850499510121
T013-S0,26,0,142,0.09811955029971929,0.9507042253521126,3,0.01408450704225351,0.00016681726498884997
T013-S0,26,1,142,0.10790094667521109,0.9436619718309859,3,0.01408450704225351,0.00016681726498884997
T013-S0,27,0,98,0.04326588831365272,0.9795918367346939,2,0.020197769829581373,0.000858632292985731
T013-S0,27,1,97,0.02493628713430084,0.9896907216494846,2,0.020197769829581373,0.000858632292985731
T013-S0,28,0,13,0.5232350862344003,0.46153846153846156,4,0.6153846153846154,0.06271979990648346
T013-S0,28,1,13,0.5199536404542455,0.5384615384615384,4,0.6153846153846154,0.06271979990648346
T013-S0,29,0,191,-0.0,1.0,1,0.0,0.0
T013-S0,29,1,191,-0.0,1.0,1,0.0,0.0
T013-S0,30,0,138,0.3172034160764707,0.5144927536231884,3,0.21189040516238242,0.007832792444442571
T013-S0,30,1,137,0.28830609595403855,0.6204379562043796,2,0.21189040516238242,0.007832792444442571
T013-S0,31,0,101,0.0422427177778366,0.9801980198019802,2,0.039603960396039604,0.01372568674376129
T013-S0,31,1,101,0.04820370779098474,0.9801980198019802,3,0.039603960396039604,0.01372568674376129
T013-S0,32,0,99,0.6701997690996175,0.31313131313131315,5,0.24242424242424243,0.015972566400088928
T013-S0,32,1,99,0.6224010087490881,0.31313131313131315,5,0.24242424242424243,0.015972566400088928
T013-S0,33,0,132,0.3002319043127459,0.5303030303030303,2,0.1212121212121211,0.001837673248201832
T013-S0,33,1,132,0.3002319043127459,0.5303030303030303,2,0.1212121212121211,0.001837673248201832
T013-S0,34,0,51,0.2786399760773905,0.8235294117647058,4,0.07843137254901954,0.00315802166275414
T013-S0,34,1,51,0.29140528605930877,0.803921568627451,4,0.07843137254901954,0.00315802166275414
T013-S0,35,0,88,0.2386461156687177,0.7613636363636364,2,0.07445141065830718,0.0009071776401901044
