client,bank,context,max_error,objective,iterations
39,B,gaussian_blur,3.3306690738754696e-16,3.0107701708741085e-33,1
40,A,clean,6.661338147750939e-16,1.3037642943840155e-32,1
40,A,brightness_dark,4.440892098500626e-16,3.25858318793706e-32,1
40,A,contrast_low,5.374193652186114e-16,6.391680002935139e-33,1
40,A,gaussian_noise,3.3306690738754696e-16,7.639020568479685e-33,1
40,A,gaussian_blur,2.220446049250313e-16,4.792255369432302e-33,1
40,B,clean,6.661338147750939e-16,1.3037642943840155e-32,1
40,B,brightness_dark,2.850409700642338e-16,6.800940116117427e-33,1
40,B,contrast_low,7.771561172376096e-16,3.593063052497437e-32,1
40,B,gaussian_noise,2.220446049250313e-16,3.9541749170700436e-33,1
40,B,gaussian_blur,5.551115123125783e-16,9.786131529917642e-33,1
41,A,clean,9.420200741079388e-16,2.58315353790938e-32,1
41,A,brightness_dark,1.6653345369377348e-15,1.005245153003994e-32,1
41,A,contrast_low,3.3306690738754696e-16,7.681150286013155e-33,1
41,A,gaussian_noise,1.2212453270876722e-15,2.0401014789029417e-31,1
41,A,gaussian_blur,5.689893001203927e-16,1.1441227575875423e-32,1
41,B,clean,9.420200741079388e-16,2.58315353790938e-32,1
41,B,brightness_dark,1.366962099069724e-15,3.114138442108017e-32,1
41,B,contrast_low,1.952808369455686e-15,6.200441177988563e-32,1
41,B,gaussian_noise,7.771561172376096e-16,9.846316840679743e-33,1
41,B,gaussian_blur,5.551115123125783e-16,6.800940116117427e-34,1
42,A,clean,7.457984371881999e-16,9.756038874536592e-33,1
42,A,brightness_dark,5.801687507827817e-16,4.137288725063736e-32,1
42,A,contrast_low,5.229643494234813e-16,1.7683948934674362e-32,1
42,A,gaussian_noise,9.992007221626409e-16,2.3339863513542814e-32,1
42,A,gaussian_blur,1.0998367183826475e-15,2.5590794136045396e-32,1
42,B,clean,7.457984371881999e-16,9.756038874536592e-33,1
42,B,brightness_dark,1.3441187997882353e-15,5.382522804731608e-32,1
42,B,contrast_low,1.1102230246251565e-15,9.519059213410818e-32,1
42,B,gaussian_noise,8.881784197001252e-16,6.98149604840373e-33,1
42,B,gaussian_blur,5.134781488891349e-16,1.346345401748202e-32,1
43,A,clean,5.551115123125783e-16,1.7298762945796915e-32,1
43,A,brightness_dark,7.771561172376096e-16,2.6126443401828096e-32,1
43,A,contrast_low,4.440892098500626e-16,1.661114577033991e-33,1
43,A,gaussian_noise,5.551115123125783e-16,6.909273675489209e-33,1
43,A,gaussian_blur,7.771561172376096e-16,1.7411610403475854e-32,1
43,B,clean,5.551115123125783e-16,1.7298762945796915e-32,1
43,B,brightness_dark,8.881784197001252e-16,1.2146900344561059e-32,1
43,B,contrast_low,1.6139242348010876e-15,1.4095399780484082e-32,1
43,B,gaussian_noise,8.881784197001252e-16,3.438386803838837e-32,1
43,B,gaussian_blur,1.1102230246251565e-16,7.718766105239469e-34,1
44,A,clean,4.996003610813204e-16,4.0528788267198894e-32,1
44,A,brightness_dark,1.3322676295501878e-15,1.2238081090365642e-31,1
44,A,contrast_low,1.6306400674181987e-15,1.0868865270527841e-31,1
44,A,gaussian_noise,5.551115123125783e-16,1.5293087464649895e-32,1
44,A,gaussian_blur,7.771561172376096e-16,1.5261189249945981e-31,1
44,B,clean,4.996003610813204e-16,4.0528788267198894e-32,1
44,B,brightness_dark,3.677613769070831e-16,9.449093789649876e-34,1
44,B,contrast_low,1.8735013540549517e-15,1.262988746342692e-31,1
44,B,gaussian_noise,4.2327252813834093e-16,3.805216272933843e-33,1
44,B,gaussian_blur,1.2212453270876722e-15,1.4068316390641137e-31,1
45,A,clean,5.412337245047638e-16,2.249877379564245e-32,1
45,A,brightness_dark,1.4988010832439613e-15,1.4372252209989748e-32,1
45,A,contrast_low,1.80598249343871e-15,1.277282757648691e-32,1
45,A,gaussian_noise,1.033895191682177e-15,4.6523245219104166e-33,1
45,A,gaussian_blur,7.216449660063518e-16,1.1089143507917131e-33,1
45,B,clean,5.412337245047638e-16,2.249877379564245e-32,1
45,B,brightness_dark,1.6653345369377348e-15,3.6719434254150157e-32,1
45,B,contrast_low,3.774758283725532e-15,1.3936510560072135e-31,1
45,B,gaussian_noise,7.979727989493313e-16,3.264451255736365e-32,1
45,B,gaussian_blur,1.2698175844150228e-15,1.1773751417836032e-32,1
46,A,clean,2.0192181260370035e-15,3.3667662840319367e-32,1
46,A,brightness_dark,4.996003610813204e-16,2.3607688146434164e-33,1
46,A,contrast_low,1.6167622796103842e-15,3.2027989280244374e-32,1
46,A,gaussian_noise,1.3877787807814457e-16,4.333342374871281e-34,1
46,A,gaussian_blur,1.3461454173580023e-15,2.7459548035208636e-33,1
46,B,clean,2.0192181260370035e-15,3.3667662840319367e-32,1
46,B,brightness_dark,1.4287409904592388e-15,3.1871883630455175e-33,1
46,B,contrast_low,1.4155343563970746e-15,1.0940523406153968e-31,1
46,B,gaussian_noise,1.4085954624931674e-15,9.178259891220421e-33,1
46,B,gaussian_blur,2.671474153004283e-15,1.2062640909494117e-32,1
47,A,clean,5.764164527357511e-16,2.1907453117404808e-33,1
47,A,brightness_dark,9.71445146547012e-16,4.85093604742535e-33,1
47,A,contrast_low,1.6653345369377348e-15,7.203730308392788e-32,1
47,A,gaussian_noise,3.9816603247352484e-16,5.2301035052265874e-33,1
47,A,gaussian_blur,9.298117831235686e-16,2.5097274587796167e-32,1
47,B,clean,5.764164527357511e-16,2.1907453117404808e-33,1
47,B,brightness_dark,1.1518563880486e-15,5.022464183097338e-32,1
47,B,contrast_low,1.0564291579197362e-15,2.798015097330081e-32,1
47,B,gaussian_noise,1.1518563880486e-15,5.4046409064366806e-33,1
47,B,gaussian_blur,7.632783294297951e-16,1.876577989562313e-32,1
48,A,clean,1.4432899320127035e-15,1.2012988028115384e-31,1
48,A,brightness_dark,1.6653345369377348e-15,1.3072851350635984e-31,1
48,A,contrast_low,1.4432899320127035e-15,4.129314171387758e-32,1
48,A,gaussian_noise,6.661338147750939e-16,1.882596520638523e-32,1
48,A,gaussian_blur,9.992007221626409e-16,1.8513001590422305e-32,1
48,B,clean,1.4432899320127035e-15,1.2012988028115384e-31,1
48,B,brightness_dark,3.154878470374451e-16,5.22558960691943e-33,1
48,B,contrast_low,1.7763568394002505e-15,6.206459709064773e-32,1
48,B,gaussian_noise,3.885780586188048e-16,2.4856533344747763e-33,1
48,B,gaussian_blur,6.661338147750939e-16,4.186490216611754e-32,1
49,A,clean,1.3322676295501878e-15,2.5898942927147354e-31,1
49,A,brightness_dark,1.4432899320127035e-15,5.664791912205863e-32,1
49,A,contrast_low,3.1086244689504383e-15,7.122480138863952e-32,1
49,A,gaussian_noise,5.551115123125783e-16,2.507470509626038e-32,1
49,A,gaussian_blur,4.996003610813204e-16,2.5446349390216354e-32,1
49,B,clean,1.3322676295501878e-15,2.5898942927147354e-31,1
49,B,brightness_dark,6.38378239159465e-16,4.5506113467224657e-32,1
49,B,contrast_low,1.3322676295501878e-15,1.774262961266741e-32,1
49,B,gaussian_noise,4.440892098500626e-16,6.86263005964858e-33,1
49,B,gaussian_blur,2.1604854186038285e-16,5.952327234371801e-33,1
50,A,clean,7.694243753668381e-16,3.3926835834788665e-32,1
50,A,brightness_dark,2.914335439641036e-15,4.1708420358136076e-33,1
50,A,contrast_low,3.3306690738754696e-15,2.048444667607338e-32,1
50,A,gaussian_noise,7.216449660063518e-16,7.423406692674457e-32,1
50,A,gaussian_blur,2.7755575615628914e-15,1.2410361542422156e-31,1
50,B,clean,7.694243753668381e-16,3.3926835834788665e-32,1
50,B,brightness_dark,1.6653345369377348e-15,2.447774204513879e-32,1
50,B,contrast_low,1.887379141862766e-15,2.950923402485044e-32,1
50,B,gaussian_noise,5.551115123125783e-16,2.569310916434097e-32,1
50,B,gaussian_blur,1.3322676295501878e-15,2.1377822382698318e-32,1
51,A,clean,9.412981737522783e-16,4.4308425783058845e-32,1
51,A,brightness_dark,1.0477729794899915e-15,3.6713039564881683e-33,1
51,A,contrast_low,1.2212453270876722e-15,3.1356546907054684e-32,1
51,A,gaussian_noise,1.6930901125533637e-15,2.0703746902162785e-32,1
51,A,gaussian_blur,1.1657341758564144e-15,1.182641356475287e-32,1
51,B,clean,9.412981737522783e-16,4.4308425783058845e-32,1
51,B,brightness_dark,6.661338147750939e-16,2.1841249275566497e-32,1
51,B,contrast_low,1.2698175844150228e-15,2.0517172438800272e-32,1
51,B,gaussian_noise,2.636779683484747e-16,2.7685242950566515e-34,1
51,B,gaussian_blur,8.43137583182222e-16,2.730607549276528e-32,1
52,A,clean,1.3322676295501878e-15,2.4417180576184425e-32,1
52,A,brightness_dark,1.3600232051658168e-15,9.80482659207312e-32,1
52,A,contrast_low,3.885780586188048e-16,8.378171416276739e-33,1
52,A,gaussian_noise,9.992007221626409e-16,1.4685215825952673e-32,1
52,A,gaussian_blur,3.3306690738754696e-16,5.494918872579832e-33,1
52,B,clean,1.3322676295501878e-15,2.4417180576184425e-32,1
52,B,brightness_dark,7.771561172376096e-16,2.746857583182295e-32,1
52,B,contrast_low,1.6653345369377348e-15,5.707072093016239e-33,1
52,B,gaussian_noise,1.7763568394002505e-15,2.3353405208464287e-32,1
52,B,gaussian_blur,7.077671781985373e-16,2.7185704871241076e-32,1
53,A,clean,1.654061857541868e-15,6.577652613190031e-32,1
53,A,brightness_dark,1.1913320093291795e-15,1.9068211082202687e-32,1
53,A,contrast_low,7.704189752605664e-16,2.961117289495375e-32,1
53,A,gaussian_noise,5.67883008940686e-16,1.3746324978063896e-32,1
53,A,gaussian_blur,1.6653345369377348e-16,2.4555606790937257e-33,1
53,B,clean,1.654061857541868e-15,6.577652613190031e-32,1
53,B,brightness_dark,4.440892098500626e-16,3.228340069279104e-32,1
53,B,contrast_low,5.551115123125783e-16,3.3982131089051345e-32,1
53,B,gaussian_noise,2.9359346591187747e-16,6.072697855896003e-33,1
53,B,gaussian_blur,5.096587881329932e-16,8.425943506694157e-34,1
54,A,clean,1.2473603859382841e-15,1.8591242494413036e-32,1
54,A,brightness_dark,1.1102230246251565e-15,4.0313625781224383e-32,1
54,A,contrast_low,8.881784197001252e-16,2.6496583063015018e-33,1
54,A,gaussian_noise,7.216449660063518e-16,7.669113223860735e-33,1
54,A,gaussian_blur,6.661338147750939e-16,1.7589157070224052e-33,1
54,B,clean,1.2473603859382841e-15,1.8591242494413036e-32,1
54,B,brightness_dark,1.6930901125533637e-15,2.192099481232628e-32,1
54,B,contrast_low,7.532654850040833e-16,1.3505583735015491e-32,1
54,B,gaussian_noise,6.661338147750939e-16,1.951508701461129e-33,1
54,B,gaussian_blur,4.718447854656915e-16,1.5702347577832182e-32,1
55,A,clean,4.599059749384389e-16,4.005482894494735e-32,1
55,A,brightness_dark,1.887379141862766e-15,1.4443872729796648e-31,1
55,A,contrast_low,5.898059818321144e-16,1.2277803395468629e-32,1
55,A,gaussian_noise,4.1439138789364786e-16,8.750944184809503e-33,1
55,A,gaussian_blur,4.887012207057191e-16,3.37459037443101e-32,1
55,B,clean,4.599059749384389e-16,4.005482894494735e-32,1
55,B,brightness_dark,1.4432899320127035e-15,2.4244147807743384e-31,1
55,B,contrast_low,2.2156448745446653e-15,4.7618016021866785e-31,1
55,B,gaussian_noise,1.582067810090848e-15,1.5199950696245543e-31,1
55,B,gaussian_blur,1.949237966216865e-15,3.4898753371958145e-31,1
56,A,clean,1.2212453270876722e-15,4.186490216611754e-32,1
56,A,brightness_dark,1.0685896612017132e-15,4.2671385330329694e-33,1
56,A,contrast_low,7.077671781985373e-16,2.6650055605458376e-32,1
56,A,gaussian_noise,4.163336342344337e-16,4.2129717533470784e-33,1
56,A,gaussian_blur,3.0531133177191805e-16,4.790750736663249e-33,1
56,B,clean,1.2212453270876722e-15,4.186490216611754e-32,1
56,B,brightness_dark,2.1094237467877974e-15,3.236164159678177e-32,1
56,B,contrast_low,9.575673587391975e-16,1.0598633225206007e-32,1
56,B,gaussian_noise,8.881784197001252e-16,6.187049946343995e-33,1
56,B,gaussian_blur,4.0245584642661925e-16,5.711585991323396e-33,1
57,A,clean,3.3306690738754696e-16,7.204181698223504e-33,1
57,A,brightness_dark,4.996003610813204e-16,1.3246786898738457e-32,1
57,A,contrast_low,8.465450562766819e-16,1.3824565882054627e-32,1
57,A,gaussian_noise,6.106226635438361e-16,4.31528678164265e-33,1
57,A,gaussian_blur,8.326672684688674e-16,1.3553731983625172e-32,1
57,B,clean,3.3306690738754696e-16,7.204181698223504e-33,1
57,B,brightness_dark,7.216449660063518e-16,1.497560995037981e-32,1
57,B,contrast_low,3.3306690738754696e-16,1.168949198276909e-32,1
57,B,gaussian_noise,1.2212453270876722e-15,1.615373740854794e-32,1
57,B,gaussian_blur,6.245004513516506e-16,2.195560136601449e-32,1
58,A,clean,1.6653345369377348e-16,1.4700262153643199e-33,1
58,A,brightness_dark,9.298117831235686e-16,3.639405741784255e-32,1
58,A,contrast_low,1.3322676295501878e-15,1.201659914676111e-31,1
58,A,gaussian_noise,5.551115123125783e-16,1.3916348480966832e-32,1
58,A,gaussian_blur,1.3877787807814457e-16,4.1076474595134015e-34,1
58,B,clean,1.6653345369377348e-16,1.4700262153643199e-33,1
58,B,brightness_dark,1.124100812432971e-15,4.1202863747734427e-32,1
58,B,contrast_low,7.576746983477093e-16,2.6475518204248283e-32,1
58,B,gaussian_noise,1.8457457784393227e-15,5.064142510800094e-32,1
58,B,gaussian_blur,1.096345236817342e-15,6.928833901486891e-33,1
59,A,clean,6.661338147750939e-16,9.449093789649876e-33,1
59,A,brightness_dark,4.649058915617843e-16,2.8756541482131915e-32,1
59,A,contrast_low,1.1102230246251565e-15,9.421559009976215e-32,1
59,A,gaussian_noise,1.0824674490095276e-15,8.919463054943386e-33,1
59,A,gaussian_blur,4.440892098500626e-16,1.7923185544953714e-32,1
59,B,clean,6.661338147750939e-16,9.449093789649876e-33,1
59,B,brightness_dark,4.440892098500626e-16,6.513555257228394e-33,1
59,B,contrast_low,2.1094237467877974e-15,1.1092152773455236e-32,1
59,B,gaussian_noise,8.033867843595209e-16,2.1425970631308e-32,1
59,B,gaussian_blur,8.049116928532385e-16,9.611594128707549e-33,1
60,A,clean,1.4432899320127035e-15,1.3734287915911476e-32,1
60,A,brightness_dark,2.220446049250313e-16,3.5524379677330186e-33,1
60,A,contrast_low,5.248071421725856e-16,1.770651842621015e-32,1
60,A,gaussian_noise,0.0,0.0,1
60,A,gaussian_blur,2.220446049250313e-16,3.797693109088581e-33,1
60,B,clean,1.4432899320127035e-15,1.3734287915911476e-32,1
60,B,brightness_dark,1.1102230246251565e-16,2.7399362724446535e-33,1
60,B,contrast_low,1.3322676295501878e-15,5.070010578599398e-32,1
60,B,gaussian_noise,0.0,0.0,1
60,B,gaussian_blur,3.013156845215965e-16,5.169918194464486e-33,1
61,A,clean,1.1587952819525071e-15,3.055006374284253e-32,1
61,A,brightness_dark,2.5056225735235078e-15,1.5264499442037897e-32,1
61,A,contrast_low,6.661338147750939e-16,4.405564747785802e-33,1
61,A,gaussian_noise,1.2212453270876722e-15,5.923739211759803e-33,1
61,A,gaussian_blur,1.0130785099704553e-15,5.857384906644586e-32,1
61,B,clean,1.1587952819525071e-15,3.055006374284253e-32,1
61,B,brightness_dark,6.38378239159465e-16,1.1581158423397308e-32,1
61,B,contrast_low,1.2212453270876722e-15,9.65372384624102e-33,1
61,B,gaussian_noise,5.618440791200519e-16,4.941214013568502e-33,1
61,B,gaussian_blur,6.661338147750939e-16,5.89816045468591e-33,1
62,A,clean,5.730423468577222e-16,1.1459283169104053e-32,1
62,A,brightness_dark,1.1102230246251565e-15,1.5637648368762924e-32,1
62,A,contrast_low,1.370686159344241e-15,1.7244596166111024e-32,1
62,A,gaussian_noise,5.273559366969494e-16,1.4161603622322394e-32,1
62,A,gaussian_blur,3.6657162811202724e-16,2.575931300617928e-33,1
62,B,clean,5.730423468577222e-16,1.1459283169104053e-32,1
62,B,brightness_dark,1.0547118733938987e-15,3.4090464648423127e-32,1
62,B,contrast_low,8.107660716500337e-16,1.130280136112259e-32,1
62,B,gaussian_noise,1.5543122344752192e-15,3.4672757530046455e-32,1
62,B,gaussian_blur,1.0487296117687075e-15,4.628250397605576e-33,1
63,A,clean,1.0547118733938987e-15,7.985387031915577e-32,1
63,A,brightness_dark,2.0539125955565396e-15,1.1165127462754284e-31,1
63,A,contrast_low,9.547019157492772e-16,5.829097810586399e-32,1
63,A,gaussian_noise,1.1102230246251565e-15,5.831956612847599e-32,1
63,A,gaussian_blur,1.2490009027033011e-15,1.2014492660884436e-32,1
63,B,clean,1.0547118733938987e-15,7.985387031915577e-32,1
63,B,brightness_dark,7.771561172376096e-16,2.134321582901011e-32,1
63,B,contrast_low,1.800228154993579e-15,2.4224963739937964e-32,1
63,B,gaussian_noise,5.853289719691198e-16,5.742430963088973e-32,1
63,B,gaussian_blur,5.551115123125783e-16,1.6624687465261382e-32,1
64,A,clean,5.412337245047638e-16,3.009265538105056e-33,1
64,A,brightness_dark,1.124100812432971e-15,1.0472244072605595e-32,1
64,A,contrast_low,4.718447854656915e-16,2.3761160688877522e-32,1
64,A,gaussian_noise,8.465450562766819e-16,5.687511867018556e-33,1
64,A,gaussian_blur,8.465450562766819e-16,1.207618260441559e-31,1
64,B,clean,5.412337245047638e-16,3.009265538105056e-33,1
64,B,brightness_dark,2.6645352591003757e-15,1.9427818314006242e-32,1
64,B,contrast_low,9.992007221626409e-16,1.6805243397547685e-32,1
64,B,gaussian_noise,6.661338147750939e-16,1.5461606334783778e-32,1
64,B,gaussian_blur,1.2861356696313028e-15,5.036908657680243e-32,1
65,A,clean,1.3322676295501878e-15,2.1266855715980694e-32,1
65,A,brightness_dark,1.2212453270876722e-15,8.642986783629984e-33,1
65,A,contrast_low,6.882076512904207e-16,4.337103956793912e-34,1
65,A,gaussian_noise,1.4950618639026505e-16,1.2037062152420224e-33,1
65,A,gaussian_blur,1.7763568394002505e-15,3.229543775494346e-32,1
65,B,clean,1.3322676295501878e-15,2.1266855715980694e-32,1
65,B,brightness_dark,7.771561172376096e-16,6.572612093413705e-33,1
65,B,contrast_low,8.881784197001252e-16,5.971887460369484e-33,1
65,B,gaussian_noise,1.9760715004706082e-16,1.2037062152420224e-33,1
65,B,gaussian_blur,8.881784197001252e-16,6.934852432563102e-33,1
66,A,clean,1.1102230246251565e-15,6.577652613190031e-32,1
66,A,brightness_dark,1.0408340855860843e-15,6.614365652754913e-32,1
66,A,contrast_low,6.661338147750939e-16,1.6936146448455255e-32,1
66,A,gaussian_noise,5.551115123125783e-16,9.161708930760843e-33,1
66,A,gaussian_blur,6.661338147750939e-16,6.747525652816062e-32,1
66,B,clean,1.1102230246251565e-15,6.577652613190031e-32,1
66,B,brightness_dark,1.4641066137244252e-15,7.451091935625024e-32,1
66,B,contrast_low,9.992007221626409e-16,7.738025404683341e-32,1
66,B,gaussian_noise,7.771561172376096e-16,1.1489375824485104e-32,1
66,B,gaussian_blur,1.2212453270876722e-15,2.852783730123593e-33,1
67,A,clean,4.440892098500626e-16,3.480215594818497e-33,1
67,A,brightness_dark,7.216449660063518e-16,2.1487660574839153e-32,1
67,A,contrast_low,7.771561172376096e-16,2.719322803508634e-32,1
67,A,gaussian_noise,5.651125895282598e-16,8.137054015036071e-33,1
67,A,gaussian_blur,6.38378239159465e-16,1.4781512323172035e-32,1
67,B,clean,4.440892098500626e-16,3.480215594818497e-33,1
67,B,brightness_dark,1.321680062278623e-15,1.861080272041072e-32,1
67,B,contrast_low,2.1163626406917047e-15,1.3706753136237814e-31,1
67,B,gaussian_noise,7.15286020506039e-16,1.8344482720288422e-32,1
67,B,gaussian_blur,9.738927221427334e-16,2.0077819670236934e-32,1
68,A,clean,1.1327924769758299e-15,8.353721133779636e-32,1
68,A,brightness_dark,1.3579469069275257e-15,1.0361503100803329e-31,1
68,A,contrast_low,2.1649348980190553e-15,1.1934145271017031e-31,1
68,A,gaussian_noise,8.881784197001252e-16,2.9882006793383206e-32,1
68,A,gaussian_blur,4.163336342344337e-16,2.0703746902162785e-33,1
68,B,clean,1.1327924769758299e-15,8.353721133779636e-32,1
68,B,brightness_dark,7.216449660063518e-16,2.6481536735324493e-33,1
68,B,contrast_low,9.43689570931383e-16,6.663717607579836e-32,1
68,B,gaussian_noise,4.551782736709964e-16,4.459731527471693e-33,1
68,B,gaussian_blur,6.36452396278072e-16,9.033815145391378e-33,1
69,A,clean,6.869504964868156e-16,7.127445427001825e-33,1
69,A,brightness_dark,4.163336342344337e-16,4.1708420358136076e-33,1
69,A,contrast_low,9.645062526431047e-16,5.110936589917627e-32,1
69,A,gaussian_noise,1.3229569166205454e-15,1.0365415146002865e-32,1
69,A,gaussian_blur,1.3910883588727136e-15,7.572816726641373e-33,1
69,B,clean,6.869504964868156e-16,7.127445427001825e-33,1
69,B,brightness_dark,5.057840957403551e-16,2.1922875603287596e-32,1
69,B,contrast_low,1.3600232051658168e-15,2.6255841819966614e-33,1
69,B,gaussian_noise,8.673617379884035e-16,1.0327799326776552e-32,1
69,B,gaussian_blur,6.938893903907228e-16,1.6745058086785584e-32,1
70,A,clean,7.771561172376096e-16,1.9181058539881627e-32,1
70,A,brightness_dark,1.915134717478395e-15,1.6349490131801675e-31,1
70,A,contrast_low,1.3600232051658168e-15,3.696732250285156e-32,1
70,A,gaussian_noise,6.938893903907228e-16,1.7142281137815452e-32,1
70,A,gaussian_blur,3.0531133177191805e-16,1.3806510288825997e-32,1
70,B,clean,7.771561172376096e-16,1.9181058539881627e-32,1
70,B,brightness_dark,7.674506244044975e-16,5.958345765448011e-32,1
70,B,contrast_low,4.917951398914174e-16,1.9898768370719683e-32,1
70,B,gaussian_noise,7.771561172376096e-16,2.3883035943170777e-32,1
70,B,gaussian_blur,3.3306690738754696e-16,1.0226988931250033e-32,1
71,A,clean,9.992007221626409e-16,2.725190871307939e-32,1
71,A,brightness_dark,2.3314683517128287e-15,1.8911729274221225e-32,1
71,A,contrast_low,7.771561172376096e-16,1.0485785767527068e-32,1
71,A,gaussian_noise,4.579669976578771e-16,4.431143504859695e-33,1
71,A,gaussian_blur,6.245004513516506e-16,1.0815300343949571e-32,1
71,B,clean,9.992007221626409e-16,2.725190871307939e-32,1
71,B,brightness_dark,1.7763568394002505e-15,1.1001874807312085e-32,1
71,B,contrast_low,2.362885598149325e-15,2.2635695377626231e-32,1
71,B,gaussian_noise,7.39539214578588e-16,3.875934013079312e-33,1
71,B,gaussian_blur,2.220446049250313e-16,1.205210848011075e-33,1
72,A,clean,1.1102230246251565e-16,1.6851887013388314e-33,1
72,A,brightness_dark,2.999724704578289e-16,1.0245044524478663e-32,1
72,A,contrast_low,1.6653345369377348e-15,9.68983503269828e-33,1
72,A,gaussian_noise,1.1102230246251565e-15,7.181913133241527e-32,1
72,A,gaussian_blur,5.025811053964875e-16,1.2289840457621049e-32,1
72,B,clean,1.1102230246251565e-16,1.6851887013388314e-33,1
72,B,brightness_dark,1.0420200289261695e-15,4.2131222166239837e-32,1
72,B,contrast_low,1.8900594602421545e-15,1.3616926559925378e-31,1
72,B,gaussian_noise,6.045298335600826e-16,2.2846343965293585e-32,1
72,B,gaussian_blur,3.3306690738754696e-16,5.741678646704447e-33,1
73,A,clean,7.771561172376096e-16,1.6472719555587077e-32,1
73,A,brightness_dark,3.885780586188048e-16,2.046300565911438e-33,1
73,A,contrast_low,1.3322676295501878e-15,9.823747349143955e-33,1
73,A,gaussian_noise,1.0133385452945751e-15,5.735660115628237e-33,1
73,A,gaussian_blur,3.885780586188048e-16,7.607423280329582e-33,1
73,B,clean,7.771561172376096e-16,1.6472719555587077e-32,1
73,B,brightness_dark,4.440892098500626e-16,4.4296388720906425e-33,1
73,B,contrast_low,1.7208456881689926e-15,1.7827490900841973e-31,1
73,B,gaussian_noise,5.612934283858817e-16,1.4805586447476876e-32,1
73,B,gaussian_blur,5.632915723373318e-16,6.217142601725046e-33,1
74,A,clean,6.661338147750939e-16,3.3457014252652013e-32,1
74,A,brightness_dark,7.771561172376096e-16,1.6829317521852526e-32,1
74,A,contrast_low,3.7869489783928617e-16,2.1907453117404808e-33,1
74,A,gaussian_noise,4.440892098500626e-16,8.385318421929739e-33,1
74,A,gaussian_blur,9.992007221626409e-16,4.1606105329840505e-32,1
74,B,clean,6.661338147750939e-16,3.3457014252652013e-32,1
74,B,brightness_dark,1.7763568394002505e-15,1.3091508796972236e-31,1
74,B,contrast_low,1.2212453270876722e-15,3.154462600318625e-32,1
74,B,gaussian_noise,6.661338147750939e-16,1.6448645431282236e-32,1
74,B,gaussian_blur,1.2155469199277091e-15,3.330053244467055e-32,1
75,A,clean,4.996003610813204e-16,1.2789378536946488e-32,1
75,A,brightness_dark,7.216449660063518e-16,8.387575371083317e-32,1
75,A,contrast_low,9.5247320466796e-16,5.608067256812582e-32,1
75,A,gaussian_noise,5.273559366969494e-16,6.915292206565419e-33,1
75,A,gaussian_blur,4.440892098500626e-16,9.762057405612802e-33,1
75,B,clean,4.996003610813204e-16,1.2789378536946488e-32,1
75,B,brightness_dark,2.7755575615628914e-16,6.818995709346057e-33,1
75,B,contrast_low,8.735293844698696e-16,5.10672361816428e-32,1
75,B,gaussian_noise,4.4333267674096924e-16,8.60649943898046e-33,1
75,B,gaussian_blur,8.326672684688674e-16,2.1847267806642707e-33,1
76,A,clean,2.809771569648085e-16,1.1375023734037112e-32,1
76,A,brightness_dark,8.326672684688674e-16,1.6520867804196758e-32,1
76,A,contrast_low,9.575673587391975e-16,3.2482012218305975e-32,1
76,A,gaussian_noise,4.996003610813204e-16,1.4060793226795874e-32,1
76,A,gaussian_blur,4.443645024441591e-16,1.0520392321215276e-32,1
76,B,clean,2.809771569648085e-16,1.1375023734037112e-32,1
76,B,brightness_dark,1.3591732614782442e-15,1.0905578310092723e-32,1
76,B,contrast_low,1.1169498850150907e-15,1.1399097858341952e-32,1
76,B,gaussian_noise,3.885780586188048e-16,1.4006626447109983e-32,1
76,B,gaussian_blur,1.444055723490548e-15,2.400942509577119e-32,1
77,A,clean,1.3877787807814457e-15,1.389227435666199e-32,1
77,A,brightness_dark,7.216449660063518e-16,4.941214013568502e-33,1
77,A,contrast_low,2.6645352591003757e-15,4.277806379365552e-31,1
77,A,gaussian_noise,4.440892098500626e-16,1.1526991643711417e-32,1
77,A,gaussian_blur,2.220446049250313e-16,5.0450336746331264e-33,1
77,B,clean,1.3877787807814457e-15,1.389227435666199e-32,1
77,B,brightness_dark,8.881784197001252e-16,8.817148026647814e-33,1
77,B,contrast_low,2.55351295663786e-15,2.8696356171369814e-32,1
77,B,gaussian_noise,4.440892098500626e-16,1.0664837067044319e-32,1
77,B,gaussian_blur,1.887379141862766e-15,2.3895073005323197e-32,1
78,A,clean,6.38378239159465e-16,1.7358948256559016e-32,1
78,A,brightness_dark,7.077671781985373e-16,4.457474578318114e-32,1
78,A,contrast_low,4.440892098500626e-16,1.2037062152420224e-33,1
78,A,gaussian_noise,6.413380820631555e-16,1.7709527691748255e-33,1
78,A,gaussian_blur,1.2212453270876722e-15,2.1119025546421283e-32,1
78,B,clean,6.38378239159465e-16,1.7358948256559016e-32,1
78,B,brightness_dark,1.4155343563970746e-15,2.0462441421825986e-31,1
78,B,contrast_low,1.3600232051658168e-15,6.303959912499377e-32,1
78,B,gaussian_noise,7.91033905045424e-16,2.3076552778958622e-32,1
78,B,gaussian_blur,1.5543122344752192e-15,3.859082126065924e-32,1
79,A,clean,3.608224830031759e-16,5.464826217198782e-33,1
79,A,brightness_dark,5.551115123125783e-16,4.5635511885363175e-33,1
79,A,contrast_low,1.9984014443252818e-15,1.5059869385446753e-32,1
79,A,gaussian_noise,2.1094237467877974e-15,2.4320884078965063e-32,1
79,A,gaussian_blur,2.914335439641036e-15,2.468199594353767e-32,1
