client,bank,context,pi,iterations,updates,trace,converged,cap_hit,direct_KKT,objective,initial_objective,active_classes,clipped_coordinates,L1_change,differs_from_BBSE
17,A,gaussian_blur,"[0.13394980367047182, 0.4197348257758051, 0.06300725038914923, 0.0, 0.0, 0.0320996136657854, 0.0, 0.0, 0.20248010466357869, 0.1487284018352284]",2,2,"[{'active': [0, 1, 2, 3, 8, 9], 'minimum': 0.02165973976599389, 'action': 'add', 'coordinate': 5}, {'active': [0, 1, 2, 3, 5, 8, 9], 'minimum': -0.01885265132334979, 'action': 'remove', 'coordinate': 3}, {'active': [0, 1, 2, 5, 8, 9], 'minimum': 0.0320996136657854, 'action': 'accept'}]",True,False,1.865174681370263e-14,2.7482072651506385e-05,0.0017410453578155713,6,0,0.46479861140673795,True
17,B,clean,"[0.16817965509876487, 0.31441599552414345, 0.06357636611165862, 0.0, 0.0, 0.01030663844338875, 0.00930549713277884, 0.0, 0.2047730055710275, 0.22944284211826016]",0,0,"[{'active': [0, 1, 2, 5, 6, 8, 9], 'minimum': 0.00930549713277884, 'action': 'accept'}]",True,False,2.220446049250313e-14,1.0928433446466227e-05,0.0007195547002155248,7,0,0.2850048059557979,True
17,B,brightness_dark,"[0.09796622298012636, 0.2748929227180952, 0.07199208466803952, 0.0, 0.0, 0.018021744685057683, 0.0, 0.0, 0.3259861005053182, 0.2111409244432707]",2,2,"[{'active': [0, 1, 2, 3, 8, 9], 'minimum': 0.010425665915974491, 'action': 'add', 'coordinate': 5}, {'active': [0, 1, 2, 3, 5, 8, 9], 'minimum': -0.03724451197417977, 'action': 'remove', 'coordinate': 3}, {'active': [0, 1, 2, 5, 8, 9], 'minimum': 0.018021744685057683, 'action': 'accept'}]",True,False,9.237055564881302e-14,1.631766205995658e-05,0.004947449609915893,6,0,0.49184081908939037,True
17,B,contrast_low,"[0.21783265218706438, 0.6387946729940484, 0.015486910835256107, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12788576398363993, 0.0]",1,1,"[{'active': [1, 2, 8], 'minimum': 0.06333354294330196, 'action': 'add', 'coordinate': 0}, {'active': [0, 1, 2, 8], 'minimum': 0.015486910835256107, 'action': 'accept'}]",True,False,8.881784197001252e-15,0.0001769612517041988,0.010383431943373241,4,0,0.7185192394508323,True
17,B,gaussian_noise,"[0.12269140996901662, 0.275259625551314, 0.10244249523914917, 0.0, 0.0, 0.0, 0.00641120459446487, 0.0, 0.22022754372594378, 0.2729677209202066]",1,1,"[{'active': [0, 1, 2, 5, 6, 8, 9], 'minimum': -0.0026129932808913736, 'action': 'remove', 'coordinate': 5}, {'active': [0, 1, 2, 6, 8, 9], 'minimum': 0.00641120459446487, 'action': 'accept'}]",True,False,9.50350909079134e-14,1.2392605989649181e-05,0.0023682886898957894,6,0,0.4125131198145867,True
17,B,gaussian_blur,"[0.1344918828913393, 0.43284855736874306, 0.06205948796531757, 0.0, 0.0, 0.032521574995669766, 0.0, 0.0, 0.20188151178416902, 0.13619698499468313]",2,2,"[{'active': [0, 1, 2, 3, 8, 9], 'minimum': 0.0231383139041057, 'action': 'add', 'coordinate': 5}, {'active': [0, 1, 2, 3, 5, 8, 9], 'minimum': -0.014632449222954591, 'action': 'remove', 'coordinate': 3}, {'active': [0, 1, 2, 5, 8, 9], 'minimum': 0.032521574995669766, 'action': 'accept'}]",True,False,7.815970093361102e-14,2.5732785378044663e-05,0.0016341481587258786,6,0,0.4649606481109416,True
18,A,clean,"[0.7177507454433127, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25668802740421093, 0.0, 0.02556122715247544, 0.0]",3,3,"[{'active': [0, 5, 6, 9], 'minimum': -0.12116515556964988, 'action': 'remove', 'coordinate': 9}, {'active': [0, 5, 6], 'minimum': -0.07598709433729223, 'action': 'remove', 'coordinate': 5}, {'active': [0, 6], 'minimum': 0.25323898284903906, 'action': 'add', 'coordinate': 8}, {'active': [0, 6, 8], 'minimum': 0.02556122715247544, 'action': 'accept'}]",True,False,8.881784197001252e-16,0.001007150333368341,0.0011174200047893044,3,0,0.05112245430495169,True
18,A,brightness_dark,"[0.7379807686725296, 0.0, 0.024489794991619185, 0.0, 0.0, 0.0, 0.2375294363358511, 0.0, 0.0, 0.0]",0,0,"[{'active': [0, 2, 6], 'minimum': 0.024489794991619185, 'action': 'accept'}]",True,False,1.1102230246251565e-16,0.0010622700125854547,0.0018969310070793433,3,0,0.1802846150788649,True
18,A,contrast_low,"[0.598394150227489, 0.0, 0.15618247451186562, 0.0, 0.0, 0.0, 0.24542337526064495, 0.0, 0.0, 0.0]",1,1,"[{'active': [0, 6], 'minimum': 0.34526220434780514, 'action': 'add', 'coordinate': 2}, {'active': [0, 2, 6], 'minimum': 0.15618247451186562, 'action': 'accept'}]",True,False,4.440892098500626e-16,0.0024637242099215277,0.0029989086429830056,3,0,0.3123649490237317,True
18,A,gaussian_noise,"[0.7529022289130081, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23301247358288457, 0.0, 0.014085297504108474, 0.0]",3,3,"[{'active': [0, 4, 6, 9], 'minimum': -0.13609251252798418, 'action': 'remove', 'coordinate': 9}, {'active': [0, 4, 6], 'minimum': -0.07605781387605326, 'action': 'remove', 'coordinate': 4}, {'active': [0, 6], 'minimum': 0.2308501562908869, 'action': 'add', 'coordinate': 8}, {'active': [0, 6, 8], 'minimum': 0.014085297504108474, 'action': 'accept'}]",True,False,1.1102230246251565e-15,0.0008570646200346195,0.0018350758124034386,3,0,0.17759528447076878,True
18,A,gaussian_blur,"[0.6479517190289201, 0.0, 0.04300856929488939, 0.0, 0.0, 0.0, 0.2509629036663643, 0.0, 0.05807680800983098, 0.0]",3,3,"[{'active': [0, 4, 6, 8, 9], 'minimum': -0.2111157809991142, 'action': 'remove', 'coordinate': 9}, {'active': [0, 4, 6, 8], 'minimum': -0.017388995999136236, 'action': 'remove', 'coordinate': 4}, {'active': [0, 6, 8], 'minimum': 0.025176367340662642, 'action': 'add', 'coordinate': 2}, {'active': [0, 2, 6, 8], 'minimum': 0.04300856929488939, 'action': 'accept'}]",True,False,4.884981308350689e-15,0.0016189199815747944,0.003038315853411081,4,0,0.24410029296926236,True
18,B,clean,"[0.7177507454433127, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25668802740421093, 0.0, 0.02556122715247544, 0.0]",3,3,"[{'active': [0, 5, 6, 9], 'minimum': -0.12116515556964988, 'action': 'remove', 'coordinate': 9}, {'active': [0, 5, 6], 'minimum': -0.07598709433729223, 'action': 'remove', 'coordinate': 5}, {'active': [0, 6], 'minimum': 0.25323898284903906, 'action': 'add', 'coordinate': 8}, {'active': [0, 6, 8], 'minimum': 0.02556122715247544, 'action': 'accept'}]",True,False,8.881784197001252e-16,0.001007150333368341,0.0011174200047893044,3,0,0.05112245430495169,True
18,B,brightness_dark,"[0.7406780968137546, 0.0, 0.021843728288045483, 0.0, 0.0, 0.0, 0.23747817489819956, 0.0, 0.0, 0.0]",0,0,"[{'active': [0, 2, 6], 'minimum': 0.021843728288045483, 'action': 'accept'}]",True,False,3.3306690738754696e-16,0.0010746604719082964,0.0018411766932823622,3,0,0.18330497604282575,True
18,B,contrast_low,"[0.5806204329011344, 0.0, 0.16525691313964153, 0.0, 0.0, 0.0, 0.25412265395922473, 0.0, 0.0, 0.0]",1,1,"[{'active': [0, 6], 'minimum': 0.360191973061439, 'action': 'add', 'coordinate': 2}, {'active': [0, 2, 6], 'minimum': 0.16525691313964153, 'action': 'accept'}]",True,False,6.661338147750939e-16,0.0026741134321510633,0.003447869811740055,3,0,0.3305138262792825,True
18,B,gaussian_noise,"[0.7450853494981684, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23377813868987452, 0.0, 0.021136511811956415, 0.0]",3,3,"[{'active': [0, 4, 6, 9], 'minimum': -0.13592588173892606, 'action': 'remove', 'coordinate': 9}, {'active': [0, 4, 6], 'minimum': -0.08065554244698259, 'action': 'remove', 'coordinate': 4}, {'active': [0, 6], 'minimum': 0.2305338466916384, 'action': 'add', 'coordinate': 8}, {'active': [0, 6, 8], 'minimum': 0.021136511811956415, 'action': 'accept'}]",True,False,6.661338147750939e-16,0.0008404780101802971,0.001792869688715442,3,0,0.19410048858526674,True
18,B,gaussian_blur,"[0.6414682165858125, 0.0, 0.0433801243590885, 0.0, 0.0, 0.0, 0.2543695447995251, 0.0, 0.06078211425557831, 0.0]",3,3,"[{'active': [0, 4, 6, 8, 9], 'minimum': -0.21262482349718548, 'action': 'remove', 'coordinate': 9}, {'active': [0, 4, 6, 8], 'minimum': -0.020318083316206104, 'action': 'remove', 'coordinate': 4}, {'active': [0, 6, 8], 'minimum': 0.027403566217630848, 'action': 'add', 'coordinate': 2}, {'active': [0, 2, 6, 8], 'minimum': 0.0433801243590885, 'action': 'accept'}]",True,False,4.440892098500626e-15,0.0017012857871651645,0.0032064695869907255,4,0,0.23348579415500817,True
19,A,clean,"[0.13706309141537432, 0.10391084556216934, 0.6505933610742964, 0.0, 0.0, 0.005830875139603009, 0.0, 0.04791260621657578, 0.05468922059198178, 0.0]",5,5,"[{'active': [1, 2, 3, 4, 8], 'minimum': -0.8730595629035394, 'action': 'remove', 'coordinate': 4}, {'active': [1, 2, 3, 8], 'minimum': -0.11120250230994455, 'action': 'remove', 'coordinate': 3}, {'active': [1, 2, 8], 'minimum': 0.11197513516513073, 'action': 'add', 'coordinate': 0}, {'active': [0, 1, 2, 8], 'minimum': 0.05633215416824422, 'action': 'add', 'coordinate': 7}, {'active': [0, 1, 2, 7, 8], 'minimum': 0.053009730356575524, 'action': 'add', 'coordinate': 5}, {'active': [0, 1, 2, 5, 7, 8], 'minimum': 0.005830875139603009, 'action': 'accept'}]",True,False,6.661338147750939e-16,0.0013739560898460607,0.00704325857401376,6,0,0.9402202494828159,True
19,A,brightness_dark,"[0.013981299070173758, 0.0018017661901879034, 0.7640008891569328, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22021604558270474, 0.0]",4,4,"[{'active': [2, 3], 'minimum': -0.17054674233133338, 'action': 'remove', 'coordinate': 3}, {'active': [2], 'minimum': 1.0, 'action': 'add', 'coordinate': 8}, {'active': [2, 8], 'minimum': 0.23235692993101714, 'action': 'add', 'coordinate': 0}, {'active': [0, 2, 8], 'minimum': 0.011370000584769002, 'action': 'add', 'coordinate': 1}, {'active': [0, 1, 2, 8], 'minimum': 0.0018017661901879034, 'action': 'accept'}]",True,False,8.881784197001252e-16,0.0009743183337893148,0.010582638188390076,4,0,0.7274478533223354,True
19,A,contrast_low,"[0.19392940838183748, 0.1358321877315387, 0.5853404777165943, 0.0, 0.0, 0.07344115751413627, 0.0, 0.0, 0.011456768655900618, 0.0]",4,4,"[{'active': [1, 2, 3], 'minimum': -0.23897016553944717, 'action': 'remove', 'coordinate': 3}, {'active': [1, 2], 'minimum': 0.2568231274342137, 'action': 'add', 'coordinate': 8}, {'active': [1, 2, 8], 'minimum': 0.14895534391117848, 'action': 'add', 'coordinate': 0}, {'active': [0, 1, 2, 8], 'minimum': 0.006773842720315892, 'action': 'add', 'coordinate': 5}, {'active': [0, 1, 2, 5, 8], 'minimum': 0.011456768655900618, 'action': 'accept'}]",True,False,7.327471962526033e-15,0.0017732302957432274,0.007787758262525966,5,0,0.6891260600242725,True
19,A,gaussian_noise,"[0.14828351176714527, 0.12280992354052978, 0.605010577137763, 0.0, 0.0, 0.0, 0.0, 0.06784065560527552, 0.056055331949288245, 0.0]",5,5,"[{'active': [1, 2, 3, 4], 'minimum': -1.3087698454544352, 'action': 'remove', 'coordinate': 4}, {'active': [1, 2, 3], 'minimum': -0.21372923455552773, 'action': 'remove', 'coordinate': 3}, {'active': [1, 2], 'minimum': 0.24374474481887837, 'action': 'add', 'coordinate': 8}, {'active': [1, 2, 8], 'minimum': 0.13402168148004348, 'action': 'add', 'coordinate': 0}, {'active': [0, 1, 2, 8], 'minimum': 0.0568316605447593, 'action': 'add', 'coordinate': 7}, {'active': [0, 1, 2, 7, 8], 'minimum': 0.056055331949288245, 'action': 'accept'}]",True,False,1.7763568394002505e-15,0.0015318748202840552,0.007517503606778916,5,0,0.974506358786166,True
19,A,gaussian_blur,"[0.142533528651418, 0.12923458212182237, 0.5428036268764722, 0.0, 0.0, 0.0, 0.0, 0.13907319417812136, 0.046355068172166725, 0.0]",4,4,"[{'active': [1, 2, 3, 4, 8], 'minimum': -0.9879689392842224, 'action': 'remove', 'coordinate': 4}, {'active': [1, 2, 3, 8], 'minimum': -0.09248509198354316, 'action': 'remove', 'coordinate': 3}, {'active': [1, 2, 8], 'minimum': 0.14106013509507287, 'action': 'add', 'coordinate': 7}, {'active': [1, 2, 7, 8], 'minimum': 0.1289082410128895, 'action': 'add', 'coordinate': 0}, {'active': [0, 1, 2, 7, 8], 'minimum': 0.046355068172166725, 'action': 'accept'}]",True,False,6.661338147750939e-16,0.0012665160043728052,0.006028332746344845,5,0,0.9062918328345825,True
19,B,clean,"[0.13706309141537432, 0.10391084556216934, 0.6505933610742964, 0.0, 0.0, 0.005830875139603009, 0.0, 0.04791260621657578, 0.05468922059198178, 0.0]",5,5,"[{'active': [1, 2, 3, 4, 8], 'minimum': -0.8730595629035394, 'action': 'remove', 'coordinate': 4}, {'active': [1, 2, 3, 8], 'minimum': -0.11120250230994455, 'action': 'remove', 'coordinate': 3}, {'active': [1, 2, 8], 'minimum': 0.11197513516513073, 'action': 'add', 'coordinate': 0}, {'active': [0, 1, 2, 8], 'minimum': 0.05633215416824422, 'action': 'add', 'coordinate': 7}, {'active': [0, 1, 2, 7, 8], 'minimum': 0.053009730356575524, 'action': 'add', 'coordinate': 5}, {'active': [0, 1, 2, 5, 7, 8], 'minimum': 0.005830875139603009, 'action': 'accept'}]",True,False,6.661338147750939e-16,0.0013739560898460607,0.00704325857401376,6,0,0.9402202494828159,True
19,B,brightness_dark,"[0.011378426879871117, 0.0005143221633656103, 0.7641216670732498, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22398558388351536, 0.0]",4,4,"[{'active': [2, 3], 'minimum': -0.1737504941949053, 'action': 'remove', 'coordinate': 3}, {'active': [2], 'minimum': 1.0, 'action': 'add', 'coordinate': 8}, {'active': [2, 8], 'minimum': 0.23291393320572487, 'action': 'add', 'coordinate': 0}, {'active': [0, 2, 8], 'minimum': 0.010652440429895549, 'action': 'add', 'coordinate': 1}, {'active': [0, 1, 2, 8], 'minimum': 0.0005143221633656103, 'action': 'accept'}]",True,False,1.9984014443252818e-15,0.0010120071079833411,0.010607482261124516,4,0,0.7054725763806359,True
19,B,contrast_low,"[0.2334122310489818, 0.13299618350226805, 0.5987161044942961, 0.0, 0.0, 0.0348754809544527, 0.0, 0.0, 0.0, 0.0]",5,5,"[{'active': [1, 2, 3], 'minimum': -0.30165650060606986, 'action': 'remove', 'coordinate': 3}, {'active': [1, 2], 'minimum': 0.2602581283005021, 'action': 'add', 'coordinate': 8}, {'active': [1, 2, 8], 'minimum': 0.1391592753387214, 'action': 'add', 'coordinate': 0}, {'active': [0, 1, 2, 8], 'minimum': -0.05079102442169969, 'action': 'remove', 'coordinate': 8}, {'active': [0, 1, 2], 'minimum': 0.14103299389954227, 'action': 'add', 'coordinate': 5}, {'active': [0, 1, 2, 5], 'minimum': 0.0348754809544527, 'action': 'accept'}]",True,False,1.3322676295501878e-15,0.001792511806029746,0.010792840500691028,4,0,0.8032500146468877,True
19,B,gaussian_noise,"[0.15705594895033492, 0.12458812544733644, 0.5907129974229648, 0.0, 0.0, 0.0, 0.0, 0.07872528846760884, 0.04891763971175678, 0.0]",5,5,"[{'active': [1, 2, 3, 4], 'minimum': -1.3523819908278032, 'action': 'remove', 'coordinate': 4}, {'active': [1, 2, 3], 'minimum': -0.2095990105936485, 'action': 'remove', 'coordinate': 3}, {'active': [1, 2], 'minimum': 0.24670421208662238, 'action': 'add', 'coordinate': 8}, {'active': [1, 2, 8], 'minimum': 0.13699934462817265, 'action': 'add', 'coordinate': 0}, {'active': [0, 1, 2, 8], 'minimum': 0.05005416185191067, 'action': 'add', 'coordinate': 7}, {'active': [0, 1, 2, 7, 8], 'minimum': 0.04891763971175678, 'action': 'accept'}]",True,False,1.7763568394002505e-15,0.001519523894355434,0.0074432582312513275,5,0,0.9547436092986983,True
19,B,gaussian_blur,"[0.14588446849026093, 0.12200683911791543, 0.5468524416457434, 0.0, 0.0, 0.0, 0.0, 0.13196088470073875, 0.04357122426901583, 0.009724141776331408]",5,5,"[{'active': [1, 2, 3, 4, 8], 'minimum': -1.0070292890416157, 'action': 'remove', 'coordinate': 4}, {'active': [1, 2, 3, 8], 'minimum': -0.09646325135024536, 'action': 'remove', 'coordinate': 3}, {'active': [1, 2, 8], 'minimum': 0.14261404049879983, 'action': 'add', 'coordinate': 7}, {'active': [1, 2, 7, 8], 'minimum': 0.12852177691950512, 'action': 'add', 'coordinate': 0}, {'active': [0, 1, 2, 7, 8], 'minimum': 0.04530445746580192, 'action': 'add', 'coordinate': 9}, {'active': [0, 1, 2, 7, 8, 9], 'minimum': 0.009724141776331408, 'action': 'accept'}]",True,False,5.773159728050814e-15,0.0012657945117984233,0.0060881098262746845,6,0,0.897049132384375,True
20,A,clean,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9709862992040144, 0.0, 0.029013700795985642, 0.0]",2,2,"[{'active': [6, 9], 'minimum': 0.015884504271058364, 'action': 'add', 'coordinate': 8}, {'active': [6, 8, 9], 'minimum': -0.057058072381948155, 'action': 'remove', 'coordinate': 9}, {'active': [6, 8], 'minimum': 0.029013700795985642, 'action': 'accept'}]",True,False,5.377642775528102e-17,0.0010971981770437633,0.0012547909698761427,2,0,0.05802740159197117,True
20,A,brightness_dark,"[0.04482698110090455, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9382115382120979, 0.0, 0.016961480686997765, 0.0]",4,4,"[{'active': [2, 3, 6], 'minimum': -0.13893117792593657, 'action': 'remove', 'coordinate': 3}, {'active': [2, 6], 'minimum': 0.06300599550216324, 'action': 'add', 'coordinate': 8}, {'active': [2, 6, 8], 'minimum': -0.01291141628415371, 'action': 'remove', 'coordinate': 2}, {'active': [6, 8], 'minimum': 0.054833406851402755, 'action': 'add', 'coordinate': 0}, {'active': [0, 6, 8], 'minimum': 0.016961480686997765, 'action': 'accept'}]",True,False,2.220446049250313e-16,0.00041140350274551895,0.0018353632702488819,3,0,0.4438619955465785,True
20,A,contrast_low,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9849670985131858, 0.0, 0.015032901486814298, 0.0]",2,2,"[{'active': [2, 6], 'minimum': -0.03750826025213194, 'action': 'remove', 'coordinate': 2}, {'active': [6], 'minimum': 1.0, 'action': 'add', 'coordinate': 8}, {'active': [6, 8], 'minimum': 0.015032901486814298, 'action': 'accept'}]",True,False,3.2959746043559335e-17,0.0010682243490880011,0.0012480215998423036,2,0,0.07842853558105983,True
20,A,gaussian_noise,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.964800419656959, 0.0, 0.03519958034304105, 0.0]",3,3,"[{'active': [2, 6, 9], 'minimum': -0.08904826833683543, 'action': 'remove', 'coordinate': 2}, {'active': [6, 9], 'minimum': 0.028700980221272987, 'action': 'add', 'coordinate': 8}, {'active': [6, 8, 9], 'minimum': -0.035760270142908834, 'action': 'remove', 'coordinate': 9}, {'active': [6, 8], 'minimum': 0.03519958034304105, 'action': 'accept'}]",True,False,1.214306433183765e-17,0.0008367513098962992,0.001064781709612137,2,0,0.07039916068608204,True
20,A,gaussian_blur,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.966566090556034, 0.0, 0.033433909443966014, 0.0]",3,3,"[{'active': [2, 6, 9], 'minimum': -0.1052335959236741, 'action': 'remove', 'coordinate': 2}, {'active': [6, 9], 'minimum': 0.024893541731041635, 'action': 'add', 'coordinate': 8}, {'active': [6, 8, 9], 'minimum': -0.04113727512557197, 'action': 'remove', 'coordinate': 9}, {'active': [6, 8], 'minimum': 0.033433909443966014, 'action': 'accept'}]",True,False,5.204170427930421e-18,0.0010722463536616933,0.0013123650423660623,2,0,0.06686781888793192,True
20,B,clean,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9709862992040144, 0.0, 0.029013700795985642, 0.0]",2,2,"[{'active': [6, 9], 'minimum': 0.015884504271058364, 'action': 'add', 'coordinate': 8}, {'active': [6, 8, 9], 'minimum': -0.057058072381948155, 'action': 'remove', 'coordinate': 9}, {'active': [6, 8], 'minimum': 0.029013700795985642, 'action': 'accept'}]",True,False,5.377642775528102e-17,0.0010971981770437633,0.0012547909698761427,2,0,0.05802740159197117,True
20,B,brightness_dark,"[0.043136261778724316, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9366306056178721, 0.0, 0.020233132603403314, 0.0]",4,4,"[{'active': [2, 3, 6], 'minimum': -0.14019639783414206, 'action': 'remove', 'coordinate': 3}, {'active': [2, 6], 'minimum': 0.06513932850764503, 'action': 'add', 'coordinate': 8}, {'active': [2, 6, 8], 'minimum': -0.01319598276982692, 'action': 'remove', 'coordinate': 2}, {'active': [6, 8], 'minimum': 0.05666054117974367, 'action': 'add', 'coordinate': 0}, {'active': [0, 6, 8], 'minimum': 0.020233132603403314, 'action': 'accept'}]",True,False,2.220446049250313e-16,0.000421931555283913,0.0019328670814684889,3,0,0.45316267629373735,True
20,B,contrast_low,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9851273190603279, 0.0, 0.01487268093967209, 0.0]",2,2,"[{'active': [2, 6], 'minimum': -0.03211835565871657, 'action': 'remove', 'coordinate': 2}, {'active': [6], 'minimum': 1.0, 'action': 'add', 'coordinate': 8}, {'active': [6, 8], 'minimum': 0.01487268093967209, 'action': 'accept'}]",True,False,4.0766001685454967e-17,0.001176139888804057,0.0013558793668311195,2,0,0.08588249273482323,True
20,B,gaussian_noise,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9651698167449645, 0.0, 0.03483018325503562, 0.0]",3,3,"[{'active': [2, 6, 9], 'minimum': -0.09220459374670043, 'action': 'remove', 'coordinate': 2}, {'active': [6, 9], 'minimum': 0.028799698251641748, 'action': 'add', 'coordinate': 8}, {'active': [6, 8, 9], 'minimum': -0.03586636240141172, 'action': 'remove', 'coordinate': 9}, {'active': [6, 8], 'minimum': 0.03483018325503562, 'action': 'accept'}]",True,False,2.0816681711721685e-17,0.0008534330902963228,0.001079428804277631,2,0,0.06966036651007113,True
20,B,gaussian_blur,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.965083298581622, 0.0, 0.03491670141837799, 0.0]",3,3,"[{'active': [2, 6, 9], 'minimum': -0.1017449315587804, 'action': 'remove', 'coordinate': 2}, {'active': [6, 9], 'minimum': 0.02619218810351831, 'action': 'add', 'coordinate': 8}, {'active': [6, 8, 9], 'minimum': -0.0393925049494489, 'action': 'remove', 'coordinate': 9}, {'active': [6, 8], 'minimum': 0.03491670141837799, 'action': 'accept'}]",True,False,2.7755575615628914e-17,0.001048457802406431,0.001285699209003978,2,0,0.06983340283675599,True
21,A,clean,"[0.0, 0.0, 0.6978891100119482, 0.0, 0.07841950993595037, 0.06525549187453807, 0.0, 0.15843588817756693, 0.0, 0.0]",3,3,"[{'active': [4], 'minimum': 1.0, 'action': 'add', 'coordinate': 2}, {'active': [2, 4], 'minimum': 0.3047796150614238, 'action': 'add', 'coordinate': 7}, {'active': [2, 4, 7], 'minimum': 0.13422349001021416, 'action': 'add', 'coordinate': 5}, {'active': [2, 4, 5, 7], 'minimum': 0.06525549187453807, 'action': 'accept'}]",True,False,3.552713678800501e-15,0.002310841309209779,0.004046878737208731,4,0,1.8431609801281028,True
21,A,brightness_dark,"[0.0, 0.0, 0.48754356781005015, 0.0, 0.3354425054070802, 0.0, 0.0, 0.1770139267828732, 0.0, 0.0]",2,2,"[{'active': [4], 'minimum': 1.0, 'action': 'add', 'coordinate': 7}, {'active': [4, 7], 'minimum': 0.1392200458193793, 'action': 'add', 'coordinate': 2}, {'active': [2, 4, 7], 'minimum': 0.1770139267828732, 'action': 'accept'}]",True,False,3.552713678800501e-15,0.002542257283600394,0.003066411272643013,3,0,1.3291149891858431,True
21,A,contrast_low,"[0.0, 0.0, 0.7461431897269133, 0.0, 0.022653427998089448, 0.16477532482187174, 0.0, 0.06642805745312552, 0.0, 0.0]",3,3,"[{'active': [4], 'minimum': 1.0, 'action': 'add', 'coordinate': 2}, {'active': [2, 4], 'minimum': 0.31580869139468876, 'action': 'add', 'coordinate': 5}, {'active': [2, 4, 5], 'minimum': 0.04236476955381363, 'action': 'add', 'coordinate': 7}, {'active': [2, 4, 5, 7], 'minimum': 0.022653427998089448, 'action': 'accept'}]",True,False,1.6609977282477928e-16,0.0024291886555116706,0.0033763646214800855,4,0,1.954693144003821,True
21,A,gaussian_noise,"[0.0, 0.0, 0.6937753523393319, 0.0, 0.20868196779968176, 0.08295038759546913, 0.0, 0.014592292265520834, 0.0, 0.0]",3,3,"[{'active': [4], 'minimum': 1.0, 'action': 'add', 'coordinate': 2}, {'active': [2, 4], 'minimum': 0.3360018224142204, 'action': 'add', 'coordinate': 5}, {'active': [2, 4, 5], 'minimum': 0.09001079079516394, 'action': 'add', 'coordinate': 7}, {'active': [2, 4, 5, 7], 'minimum': 0.014592292265520834, 'action': 'accept'}]",True,False,3.552713678800501e-15,0.002874655690934371,0.004073234381983497,4,0,1.58263606440064,True
21,A,gaussian_blur,"[0.0, 0.0, 0.6952675477347763, 0.0, 0.05346509340949037, 0.05907023248044969, 0.0, 0.19219712637528374, 0.0, 0.0]",3,3,"[{'active': [4], 'minimum': 1.0, 'action': 'add', 'coordinate': 7}, {'active': [4, 7], 'minimum': 0.26779393010648067, 'action': 'add', 'coordinate': 2}, {'active': [2, 4, 7], 'minimum': 0.11425916630667388, 'action': 'add', 'coordinate': 5}, {'active': [2, 4, 5, 7], 'minimum': 0.05346509340949037, 'action': 'accept'}]",True,False,5.843849709696869e-17,0.0021168907868121807,0.003901719580524283,4,0,1.8930698131810193,True
21,B,clean,"[0.0, 0.0, 0.6978891100119482, 0.0, 0.07841950993595037, 0.06525549187453807, 0.0, 0.15843588817756693, 0.0, 0.0]",3,3,"[{'active': [4], 'minimum': 1.0, 'action': 'add', 'coordinate': 2}, {'active': [2, 4], 'minimum': 0.3047796150614238, 'action': 'add', 'coordinate': 7}, {'active': [2, 4, 7], 'minimum': 0.13422349001021416, 'action': 'add', 'coordinate': 5}, {'active': [2, 4, 5, 7], 'minimum': 0.06525549187453807, 'action': 'accept'}]",True,False,3.552713678800501e-15,0.002310841309209779,0.004046878737208731,4,0,1.8431609801281028,True
21,B,brightness_dark,"[0.0, 0.0, 0.47499205274421996, 0.0, 0.3359332892008595, 0.0, 0.0, 0.18907465805491697, 0.0, 0.0]",2,2,"[{'active': [4], 'minimum': 1.0, 'action': 'add', 'coordinate': 7}, {'active': [4, 7], 'minimum': 0.15204731197343824, 'action': 'add', 'coordinate': 2}, {'active': [2, 4, 7], 'minimum': 0.18907465805491697, 'action': 'accept'}]",True,False,3.552713678800501e-15,0.0025427860561232116,0.003079002637355571,3,0,1.3281334215982774,True
