client,bank,context,iterations,updates,trace,converged,cap_hit,direct_KKT,objective,initial_objective,active_classes,clipped_coordinates,L1_change,differs_from_BBSE,reference_KKT,reference_objective,prevalence_error,objective_error,old_PGD_cap,old_PGD_iterations,old_PGD_prevalence_error,reference_agreement
4,A,brightness_dark,6,6,"[{'active': [3, 9], 'minimum': 0.3277729851596693, 'action': 'add', 'coordinate': 0}, {'active': [0, 3, 9], 'minimum': 0.14642806013716458, 'action': 'add', 'coordinate': 7}, {'active': [0, 3, 7, 9], 'minimum': 0.10843045282986985, 'action': 'add', 'coordinate': 8}, {'active': [0, 3, 7, 8, 9], 'minimum': -0.09466031360044713, 'action': 'remove', 'coordinate': 0}, {'active': [3, 7, 8, 9], 'minimum': 0.13128743667917323, 'action': 'add', 'coordinate': 5}, {'active': [3, 5, 7, 8, 9], 'minimum': -0.9990264086381, 'action': 'remove', 'coordinate': 3}, {'active': [5, 7, 8, 9], 'minimum': 0.1504048415720055, 'action': 'accept'}]",True,False,8.881784197001252e-16,0.001437263383334872,0.02958883990259479,4,0,1.6841150224242138,True,3.2959746043559335e-17,0.0014372633833348713,2.0539125955565396e-15,6.505213034913027e-19,False,5812,2.705124457769159e-10,True
4,A,contrast_low,6,6,"[{'active': [3, 9], 'minimum': 0.3360912188603085, 'action': 'add', 'coordinate': 8}, {'active': [3, 8, 9], 'minimum': 0.06672432434509368, 'action': 'add', 'coordinate': 5}, {'active': [3, 5, 8, 9], 'minimum': -0.31402234391808515, 'action': 'remove', 'coordinate': 3}, {'active': [5, 8, 9], 'minimum': -0.005389344823388154, 'action': 'remove', 'coordinate': 9}, {'active': [5, 8], 'minimum': 0.3099131530925027, 'action': 'add', 'coordinate': 7}, {'active': [5, 7, 8], 'minimum': 0.07113294837278517, 'action': 'add', 'coordinate': 0}, {'active': [0, 5, 7, 8], 'minimum': 0.01210908867343119, 'action': 'accept'}]",True,False,5.329070518200751e-15,0.0005957288793855892,0.039693963987122,4,0,1.9999999999999947,True,1.951563910473908e-17,0.0005957288793856061,7.549516567451064e-15,1.691355389077387e-17,False,19727,1.0056477595110636e-09,True
4,A,gaussian_noise,3,3,"[{'active': [9], 'minimum': 1.0, 'action': 'add', 'coordinate': 5}, {'active': [5, 9], 'minimum': 0.41296446017959076, 'action': 'add', 'coordinate': 8}, {'active': [5, 8, 9], 'minimum': 0.15073811399386017, 'action': 'add', 'coordinate': 7}, {'active': [5, 7, 8, 9], 'minimum': 0.05040268470415221, 'action': 'accept'}]",True,False,6.661338147750939e-16,0.001154759927230584,0.04045059154041788,4,0,1.4703992483880626,True,3.122502256758253e-17,0.0011547599272305805,2.9559688030644793e-15,3.469446951953614e-18,False,4374,2.0562170022220272e-10,True
4,A,gaussian_blur,5,5,"[{'active': [9], 'minimum': 1.0, 'action': 'add', 'coordinate': 6}, {'active': [6, 9], 'minimum': 0.40566155745146426, 'action': 'add', 'coordinate': 5}, {'active': [5, 6, 9], 'minimum': -0.13834085647530392, 'action': 'remove', 'coordinate': 6}, {'active': [5, 9], 'minimum': 0.36150030132173705, 'action': 'add', 'coordinate': 8}, {'active': [5, 8, 9], 'minimum': 0.1868112573735874, 'action': 'add', 'coordinate': 7}, {'active': [5, 7, 8, 9], 'minimum': 0.17235283833305975, 'action': 'accept'}]",True,False,6.661338147750939e-16,0.0014956137425915419,0.049528297526642395,4,0,1.6552943233338813,True,1.214306433183765e-17,0.0014956137425915384,2.609024107869118e-15,3.469446951953614e-18,False,3670,1.736419341646922e-10,True
4,B,clean,3,3,"[{'active': [9], 'minimum': 1.0, 'action': 'add', 'coordinate': 5}, {'active': [5, 9], 'minimum': 0.3526801789204562, 'action': 'add', 'coordinate': 8}, {'active': [5, 8, 9], 'minimum': 0.1735694990886789, 'action': 'add', 'coordinate': 7}, {'active': [5, 7, 8, 9], 'minimum': 0.15288632821732495, 'action': 'accept'}]",True,False,8.881784197001252e-16,0.0013778670351558006,0.05603194750175027,4,0,1.6293307345038464,True,1.3010426069826053e-17,0.0013778670351558052,3.3861802251067274e-15,4.553649124439119e-18,False,3691,1.784566106000085e-10,True
4,B,brightness_dark,6,6,"[{'active': [3, 9], 'minimum': 0.32749824647626435, 'action': 'add', 'coordinate': 0}, {'active': [0, 3, 9], 'minimum': 0.1435214359704401, 'action': 'add', 'coordinate': 7}, {'active': [0, 3, 7, 9], 'minimum': 0.10654078888785473, 'action': 'add', 'coordinate': 8}, {'active': [0, 3, 7, 8, 9], 'minimum': -0.09420638634309775, 'action': 'remove', 'coordinate': 0}, {'active': [3, 7, 8, 9], 'minimum': 0.12996310717431644, 'action': 'add', 'coordinate': 5}, {'active': [3, 5, 7, 8, 9], 'minimum': -1.0076910071016125, 'action': 'remove', 'coordinate': 3}, {'active': [5, 7, 8, 9], 'minimum': 0.14945036912262608, 'action': 'accept'}]",True,False,6.661338147750939e-16,0.0015228152085590794,0.02936003359838259,4,0,1.6829602910095287,True,1.1102230246251565e-16,0.0015228152085590774,1.7208456881689926e-15,1.951563910473908e-18,False,5566,2.5505392242664016e-10,True
4,B,contrast_low,5,5,"[{'active': [3, 9], 'minimum': 0.31416096280747147, 'action': 'add', 'coordinate': 8}, {'active': [3, 8, 9], 'minimum': 0.07508587838492575, 'action': 'add', 'coordinate': 7}, {'active': [3, 7, 8, 9], 'minimum': 0.05432207213211293, 'action': 'add', 'coordinate': 5}, {'active': [3, 5, 7, 8, 9], 'minimum': -0.5072877431755973, 'action': 'remove', 'coordinate': 3}, {'active': [5, 7, 8, 9], 'minimum': 0.008854740246929824, 'action': 'add', 'coordinate': 0}, {'active': [0, 5, 7, 8, 9], 'minimum': 0.015112735962489854, 'action': 'accept'}]",True,False,1.7541523789077473e-14,0.0006953468041967607,0.037338562949811444,5,0,1.969774528075003,True,3.0791341698588326e-17,0.0006953468041968234,1.1674688993323912e-14,6.266688556966216e-17,True,20000,8.259306259750243e-09,True
4,B,gaussian_noise,3,3,"[{'active': [9], 'minimum': 1.0, 'action': 'add', 'coordinate': 5}, {'active': [5, 9], 'minimum': 0.41512241399003935, 'action': 'add', 'coordinate': 8}, {'active': [5, 8, 9], 'minimum': 0.15154915384673662, 'action': 'add', 'coordinate': 7}, {'active': [5, 7, 8, 9], 'minimum': 0.048247171664255184, 'action': 'accept'}]",True,False,2.220446049250313e-16,0.0011191850444838797,0.039799673835834194,4,0,1.4697850646120625,True,1.474514954580286e-17,0.0011191850444838807,5.828670879282072e-16,1.0842021724855044e-18,False,4405,2.080322927811018e-10,True
4,B,gaussian_blur,5,5,"[{'active': [9], 'minimum': 1.0, 'action': 'add', 'coordinate': 6}, {'active': [6, 9], 'minimum': 0.40931841051569656, 'action': 'add', 'coordinate': 5}, {'active': [5, 6, 9], 'minimum': -0.13731529177305313, 'action': 'remove', 'coordinate': 6}, {'active': [5, 9], 'minimum': 0.35890216678367204, 'action': 'add', 'coordinate': 8}, {'active': [5, 8, 9], 'minimum': 0.18856725623087045, 'action': 'add', 'coordinate': 7}, {'active': [5, 7, 8, 9], 'minimum': 0.17215241524448877, 'action': 'accept'}]",True,False,1.3322676295501878e-15,0.0014735546212532448,0.05104528544978583,4,0,1.6521225003297682,True,2.2551405187698492e-17,0.0014735546212532378,1.27675647831893e-15,6.938893903907228e-18,False,3612,1.7109930139369567e-10,True
5,A,clean,4,4,"[{'active': [0, 3, 4], 'minimum': -0.27098443212049617, 'action': 'remove', 'coordinate': 4}, {'active': [0, 3], 'minimum': 0.17321929952499276, 'action': 'add', 'coordinate': 8}, {'active': [0, 3, 8], 'minimum': 0.10635171192289672, 'action': 'add', 'coordinate': 5}, {'active': [0, 3, 5, 8], 'minimum': -0.12951600375256617, 'action': 'remove', 'coordinate': 3}, {'active': [0, 5, 8], 'minimum': 0.11977277975617984, 'action': 'accept'}]",True,False,1.9984014443252818e-15,0.0037184301182356647,0.007544460418894299,3,0,0.7378550765072589,True,3.7947076036992655e-18,0.003718430118235664,1.2212453270876722e-15,8.673617379884035e-19,False,3078,1.4764212075135674e-10,True
5,A,brightness_dark,2,2,"[{'active': [0, 4, 5, 8], 'minimum': -0.17370418275951793, 'action': 'remove', 'coordinate': 4}, {'active': [0, 5, 8], 'minimum': -0.07458589235067636, 'action': 'remove', 'coordinate': 8}, {'active': [0, 5], 'minimum': 0.16703453655148726, 'action': 'accept'}]",True,False,6.071532165918825e-18,0.0029236895929284955,0.00665919172522767,2,0,0.5428370187460289,True,6.071532165918825e-18,0.0029236895929284955,0.0,0.0,False,1263,1.4255596703094398e-11,True
5,A,contrast_low,3,3,"[{'active': [0, 3, 4], 'minimum': -0.2276259935935272, 'action': 'remove', 'coordinate': 4}, {'active': [0, 3], 'minimum': 0.12980015530768652, 'action': 'add', 'coordinate': 2}, {'active': [0, 2, 3], 'minimum': 0.012275860250177573, 'action': 'add', 'coordinate': 8}, {'active': [0, 2, 3, 8], 'minimum': 0.02101616218488478, 'action': 'accept'}]",True,False,1.7763568394002505e-15,0.0026427396860823865,0.007927718798035796,4,0,0.5587342909083696,True,2.220446049250313e-16,0.0026427396860823804,7.882583474838611e-15,6.071532165918825e-18,False,10494,5.454311446939641e-10,True
5,A,gaussian_noise,3,3,"[{'active': [0, 3, 4, 8], 'minimum': -0.17623746317050754, 'action': 'remove', 'coordinate': 4}, {'active': [0, 3, 8], 'minimum': 0.16922881601979234, 'action': 'add', 'coordinate': 5}, {'active': [0, 3, 5, 8], 'minimum': -0.17868474383686983, 'action': 'remove', 'coordinate': 3}, {'active': [0, 5, 8], 'minimum': 0.18317952017918782, 'action': 'accept'}]",True,False,1.2212453270876722e-15,0.0029409603191523064,0.0067208393038239965,3,0,0.6871839814749625,True,4.0007060164715114e-17,0.0029409603191523086,2.220446049250313e-15,2.168404344971009e-18,False,3038,1.4339129883467194e-10,True
5,A,gaussian_blur,4,4,"[{'active': [0, 3, 4, 8], 'minimum': -0.21946587859900724, 'action': 'remove', 'coordinate': 4}, {'active': [0, 3, 8], 'minimum': 0.1276643401145371, 'action': 'add', 'coordinate': 5}, {'active': [0, 3, 5, 8], 'minimum': -0.0689179018084074, 'action': 'remove', 'coordinate': 3}, {'active': [0, 5, 8], 'minimum': 0.14087232761706436, 'action': 'add', 'coordinate': 2}, {'active': [0, 2, 5, 8], 'minimum': 0.0038002879267577394, 'action': 'accept'}]",True,False,3.552713678800501e-15,0.003268022872088387,0.007060417034308327,4,0,0.7849582379078424,True,2.5587171270657905e-17,0.003268022872088381,2.11896472590567e-15,6.071532165918825e-18,False,5127,2.881301863766339e-10,True
5,B,clean,4,4,"[{'active': [0, 3, 4], 'minimum': -0.27098443212049617, 'action': 'remove', 'coordinate': 4}, {'active': [0, 3], 'minimum': 0.17321929952499276, 'action': 'add', 'coordinate': 8}, {'active': [0, 3, 8], 'minimum': 0.10635171192289672, 'action': 'add', 'coordinate': 5}, {'active': [0, 3, 5, 8], 'minimum': -0.12951600375256617, 'action': 'remove', 'coordinate': 3}, {'active': [0, 5, 8], 'minimum': 0.11977277975617984, 'action': 'accept'}]",True,False,1.9984014443252818e-15,0.0037184301182356647,0.007544460418894299,3,0,0.7378550765072589,True,3.7947076036992655e-18,0.003718430118235664,1.2212453270876722e-15,8.673617379884035e-19,False,3078,1.4764212075135674e-10,True
5,B,brightness_dark,2,2,"[{'active': [0, 4, 5, 8], 'minimum': -0.1821674377263282, 'action': 'remove', 'coordinate': 4}, {'active': [0, 5, 8], 'minimum': -0.06571090664487611, 'action': 'remove', 'coordinate': 8}, {'active': [0, 5], 'minimum': 0.1654412306246698, 'action': 'accept'}]",True,False,3.144186300207963e-18,0.0029664913628709233,0.0072156835832724595,2,0,0.5557759458083128,True,7.047314121155779e-18,0.0029664913628709216,1.1102230246251565e-16,1.734723475976807e-18,False,1638,1.4165141282163063e-11,True
5,B,contrast_low,3,3,"[{'active': [0, 3, 4], 'minimum': -0.18225749817746717, 'action': 'remove', 'coordinate': 4}, {'active': [0, 3], 'minimum': 0.13464340116927692, 'action': 'add', 'coordinate': 2}, {'active': [0, 2, 3], 'minimum': 0.04396085836068764, 'action': 'add', 'coordinate': 8}, {'active': [0, 2, 3, 8], 'minimum': 0.03522621134108905, 'action': 'accept'}]",True,False,1.0658141036401503e-14,0.0027445730887463255,0.00838327744693131,4,0,0.6417935404256327,True,6.938893903907228e-18,0.002744573088746289,1.176836406102666e-14,3.642919299551295e-17,False,13228,7.028663207009345e-10,True
5,B,gaussian_noise,3,3,"[{'active': [0, 3, 4, 8], 'minimum': -0.20030064914034573, 'action': 'remove', 'coordinate': 4}, {'active': [0, 3, 8], 'minimum': 0.17410627809069368, 'action': 'add', 'coordinate': 5}, {'active': [0, 3, 5, 8], 'minimum': -0.19007387421115313, 'action': 'remove', 'coordinate': 3}, {'active': [0, 5, 8], 'minimum': 0.18886267834090253, 'action': 'accept'}]",True,False,1.3322676295501878e-15,0.002948969443477751,0.0067660787680545766,3,0,0.6926017749085995,True,1.8865117801247777e-17,0.0029489694434777494,3.9968028886505635e-15,1.734723475976807e-18,False,3151,1.5056667024282433e-10,True
5,B,gaussian_blur,4,4,"[{'active': [0, 3, 4, 8], 'minimum': -0.21714970480765716, 'action': 'remove', 'coordinate': 4}, {'active': [0, 3, 8], 'minimum': 0.12847894884480238, 'action': 'add', 'coordinate': 5}, {'active': [0, 3, 5, 8], 'minimum': -0.05721923895096459, 'action': 'remove', 'coordinate': 3}, {'active': [0, 5, 8], 'minimum': 0.1418130062642622, 'action': 'add', 'coordinate': 2}, {'active': [0, 2, 5, 8], 'minimum': 0.012262658229710288, 'action': 'accept'}]",True,False,4.440892098500626e-15,0.00335940939120725,0.0068390740153238035,4,0,0.7733608742934324,True,9.540979117872439e-18,0.003359409391207256,7.993605777301127e-15,6.071532165918825e-18,False,5430,2.89757440263827e-10,True
6,A,clean,3,3,"[{'active': [0, 2, 3, 6, 9], 'minimum': 0.08131287026404244, 'action': 'add', 'coordinate': 7}, {'active': [0, 2, 3, 6, 7, 9], 'minimum': 0.06961607358805, 'action': 'add', 'coordinate': 1}, {'active': [0, 1, 2, 3, 6, 7, 9], 'minimum': -0.220660033583286, 'action': 'remove', 'coordinate': 9}, {'active': [0, 1, 2, 3, 6, 7], 'minimum': 0.054310149976287914, 'action': 'accept'}]",True,False,1.5543122344752192e-15,0.0001408955234997354,0.0007503712099599733,6,0,0.46306092199933474,True,1.7401444868392346e-17,0.00014089552349973584,5.800915303666443e-15,4.336808689942018e-19,False,5905,3.0174017451312096e-10,True
6,A,brightness_dark,4,4,"[{'active': [0, 3, 6, 9], 'minimum': 0.014092721051163878, 'action': 'add', 'coordinate': 2}, {'active': [0, 2, 3, 6, 9], 'minimum': 0.0260320242143528, 'action': 'add', 'coordinate': 7}, {'active': [0, 2, 3, 6, 7, 9], 'minimum': 0.016951346737743345, 'action': 'add', 'coordinate': 1}, {'active': [0, 1, 2, 3, 6, 7, 9], 'minimum': -0.36979911639224383, 'action': 'remove', 'coordinate': 9}, {'active': [0, 1, 2, 3, 6, 7], 'minimum': 0.013763758006280158, 'action': 'accept'}]",True,False,9.769962616701378e-15,5.7238856649103145e-05,0.0036036348776411894,6,0,0.48625169147838704,True,3.366447745567491e-17,5.7238856649099635e-05,1.4127587988355117e-14,3.5101045334218206e-18,False,9005,4.775229656139857e-10,True
6,A,contrast_low,6,6,"[{'active': [0, 1, 2, 3, 9], 'minimum': -0.7441089900392797, 'action': 'remove', 'coordinate': 9}, {'active': [0, 1, 2, 3], 'minimum': -0.019747011071454545, 'action': 'remove', 'coordinate': 0}, {'active': [1, 2, 3], 'minimum': 0.1813095263128803, 'action': 'add', 'coordinate': 6}, {'active': [1, 2, 3, 6], 'minimum': 0.06698387719064247, 'action': 'add', 'coordinate': 7}, {'active': [1, 2, 3, 6, 7], 'minimum': 0.07144473567668386, 'action': 'add', 'coordinate': 0}, {'active': [0, 1, 2, 3, 6, 7], 'minimum': 0.018860614064299952, 'action': 'add', 'coordinate': 5}, {'active': [0, 1, 2, 3, 5, 6, 7], 'minimum': 0.03663346715794802, 'action': 'accept'}]",True,False,3.730349362740526e-14,0.00022505808066181258,0.0019732866698284465,7,0,1.1360660125424669,True,7.101524229780054e-18,0.0002250580806618011,1.1204925876029392e-13,1.1492543028346347e-17,True,20000,0.02160975638940904,True
6,A,gaussian_noise,2,2,"[{'active': [0, 2, 3, 6, 7, 9], 'minimum': 0.07115383745368065, 'action': 'add', 'coordinate': 1}, {'active': [0, 1, 2, 3, 6, 7, 9], 'minimum': -0.31447141406810886, 'action': 'remove', 'coordinate': 9}, {'active': [0, 1, 2, 3, 6, 7], 'minimum': 0.06606098026295104, 'action': 'accept'}]",True,False,4.884981308350689e-15,0.00018017013842601935,0.0027040629238472016,6,0,0.5177006181561332,True,2.179246366695864e-17,0.00018017013842602366,2.3175905639050143e-15,4.30970363562988e-18,False,6936,3.948532473208033e-10,True
6,A,gaussian_blur,2,2,"[{'active': [0, 2, 3, 6, 7, 9], 'minimum': 0.066737630713126, 'action': 'add', 'coordinate': 1}, {'active': [0, 1, 2, 3, 6, 7, 9], 'minimum': -0.3597793976262835, 'action': 'remove', 'coordinate': 9}, {'active': [0, 1, 2, 3, 6, 7], 'minimum': 0.08030530250005752, 'action': 'accept'}]",True,False,2.220446049250313e-15,0.0002493899806417278,0.003236413355706173,6,0,0.7051521645235546,True,3.0682921481339775e-17,0.0002493899806417256,7.743805596760467e-15,2.168404344971009e-18,False,5726,3.2561076057646687e-10,True
6,B,clean,3,3,"[{'active': [0, 2, 3, 6, 9], 'minimum': 0.08131287026404244, 'action': 'add', 'coordinate': 7}, {'active': [0, 2, 3, 6, 7, 9], 'minimum': 0.06961607358805, 'action': 'add', 'coordinate': 1}, {'active': [0, 1, 2, 3, 6, 7, 9], 'minimum': -0.220660033583286, 'action': 'remove', 'coordinate': 9}, {'active': [0, 1, 2, 3, 6, 7], 'minimum': 0.054310149976287914, 'action': 'accept'}]",True,False,1.5543122344752192e-15,0.0001408955234997354,0.0007503712099599733,6,0,0.46306092199933474,True,1.7401444868392346e-17,0.00014089552349973584,5.800915303666443e-15,4.336808689942018e-19,False,5905,3.0174017451312096e-10,True
6,B,brightness_dark,3,3,"[{'active': [0, 2, 3, 6, 9], 'minimum': 0.02562809076961492, 'action': 'add', 'coordinate': 7}, {'active': [0, 2, 3, 6, 7, 9], 'minimum': 0.016629715823524238, 'action': 'add', 'coordinate': 1}, {'active': [0, 1, 2, 3, 6, 7, 9], 'minimum': -0.38178075197902217, 'action': 'remove', 'coordinate': 9}, {'active': [0, 1, 2, 3, 6, 7], 'minimum': 0.013538739656782317, 'action': 'accept'}]",True,False,1.7763568394002505e-15,5.9778404140945165e-05,0.003304166622272001,6,0,0.46410398218669174,True,5.388484797252957e-17,5.977840414094472e-05,1.0144662887512368e-14,4.472333961502706e-19,False,8464,4.4389852904558325e-10,True
6,B,contrast_low,7,7,"[{'active': [0, 2, 3, 9], 'minimum': -0.05149264408343546, 'action': 'remove', 'coordinate': 0}, {'active': [2, 3, 9], 'minimum': 0.16449880427571628, 'action': 'add', 'coordinate': 6}, {'active': [2, 3, 6, 9], 'minimum': 0.09445826119347978, 'action': 'add', 'coordinate': 1}, {'active': [1, 2, 3, 6, 9], 'minimum': -0.07852019654879427, 'action': 'remove', 'coordinate': 9}, {'active': [1, 2, 3, 6], 'minimum': 0.0742772835135409, 'action': 'add', 'coordinate': 0}, {'active': [0, 1, 2, 3, 6], 'minimum': 0.02052059875638168, 'action': 'add', 'coordinate': 7}, {'active': [0, 1, 2, 3, 6, 7], 'minimum': 0.03867217879346363, 'action': 'add', 'coordinate': 5}, {'active': [0, 1, 2, 3, 5, 6, 7], 'minimum': 0.06345305751156616, 'action': 'accept'}]",True,False,1.0302869668521453e-13,0.0002256666044329241,0.00316525828801862,7,0,1.3946339233960465,True,2.1575623232461538e-17,0.00022566660443287763,5.040412531798211e-14,4.6485168145316e-17,True,20000,0.04343033182693423,True
6,B,gaussian_noise,2,2,"[{'active': [0, 2, 3, 6, 7, 9], 'minimum': 0.06630245342601282, 'action': 'add', 'coordinate': 1}, {'active': [0, 1, 2, 3, 6, 7, 9], 'minimum': -0.30828315057431155, 'action': 'remove', 'coordinate': 9}, {'active': [0, 1, 2, 3, 6, 7], 'minimum': 0.06689121344442528, 'action': 'accept'}]",True,False,9.325873406851315e-15,0.00017189504446387028,0.0026718832326776128,6,0,0.5243166858764473,True,1.3660947373317356e-17,0.00017189504446387866,5.551115123125783e-15,8.375461782450522e-18,False,7014,4.0245906607339066e-10,True
6,B,gaussian_blur,2,2,"[{'active': [0, 2, 3, 6, 7, 9], 'minimum': 0.06648023501741929, 'action': 'add', 'coordinate': 1}, {'active': [0, 1, 2, 3, 6, 7, 9], 'minimum': -0.37154194507539273, 'action': 'remove', 'coordinate': 9}, {'active': [0, 1, 2, 3, 6, 7], 'minimum': 0.08031842833088376, 'action': 'accept'}]",True,False,6.217248937900877e-15,0.00025812116402188954,0.0035329149448998748,6,0,0.7179844856521475,True,1.9949319973733282e-17,0.0002581211640218843,3.733124920302089e-15,5.2583805365546965e-18,False,5195,3.182570873505597e-10,True
7,A,clean,2,2,"[{'active': [3, 5, 7, 8], 'minimum': 0.003995261384480919, 'action': 'add', 'coordinate': 2}, {'active': [2, 3, 5, 7, 8], 'minimum': -0.047299710600016864, 'action': 'remove', 'coordinate': 7}, {'active': [2, 3, 5, 8], 'minimum': 0.056761672395347074, 'action': 'accept'}]",True,False,3.552713678800501e-15,0.0003473892244883618,0.0008252295957689562,4,0,0.3273486041368043,True,6.451002926288751e-18,0.0003473892244883602,2.7200464103316335e-15,1.5720931501039814e-18,False,8757,4.526419794537162e-10,True
7,A,brightness_dark,4,4,"[{'active': [4, 5, 9], 'minimum': 0.1483028136663299, 'action': 'add', 'coordinate': 6}, {'active': [4, 5, 6, 9], 'minimum': 0.10228184571981053, 'action': 'add', 'coordinate': 8}, {'active': [4, 5, 6, 8, 9], 'minimum': 0.07179434505229709, 'action': 'add', 'coordinate': 7}, {'active': [4, 5, 6, 7, 8, 9], 'minimum': 0.04692695962932558, 'action': 'add', 'coordinate': 3}, {'active': [3, 4, 5, 6, 7, 8, 9], 'minimum': 0.04664964726489096, 'action': 'accept'}]",True,False,1.7985612998927536e-14,2.9310829363198326e-05,0.0012652387001117088,7,0,0.7424395852808495,True,1.431146867680866e-17,2.9310829363211648e-05,1.1324274851176597e-13,1.3322134194415636e-17,True,20000,0.0009346257549810166,True
7,A,contrast_low,1,1,"[{'active': [3, 5, 8], 'minimum': 0.06484202663032562, 'action': 'add', 'coordinate': 2}, {'active': [2, 3, 5, 8], 'minimum': 0.055809594158465314, 'action': 'accept'}]",True,False,4.884981308350689e-15,0.0005080826341541476,0.0005513415746652918,4,0,0.13180578944289267,True,1.3010426069826053e-17,0.0005080826341541506,1.6431300764452317e-14,3.0357660829594124e-18,True,20000,1.9709189402750127e-07,True
7,A,gaussian_noise,1,1,"[{'active': [3, 4, 5, 8], 'minimum': 0.021610899597844013, 'action': 'add', 'coordinate': 2}, {'active': [2, 3, 4, 5, 8], 'minimum': 0.007039536318637296, 'action': 'accept'}]",True,False,1.709743457922741e-14,0.00029760597792673053,0.0004587152529966665,5,0,0.3534045865070771,True,2.5153490401663703e-17,0.0002976059779267269,1.0359855334707291e-13,3.63207727782644e-18,True,20000,9.923784680864085e-05,True
7,A,gaussian_blur,3,3,"[{'active': [3, 5, 6, 7, 8], 'minimum': -0.051081538023124096, 'action': 'remove', 'coordinate': 7}, {'active': [3, 5, 6, 8], 'minimum': -0.02551943740374063, 'action': 'remove', 'coordinate': 6}, {'active': [3, 5, 8], 'minimum': 0.10689594248762191, 'action': 'add', 'coordinate': 2}, {'active': [2, 3, 5, 8], 'minimum': 0.049963195195559806, 'action': 'accept'}]",True,False,3.1086244689504383e-15,0.0006507448298557519,0.0018183696454455109,4,0,0.5932521279792665,True,1.6696713456276768e-17,0.000650744829855751,9.520162436160717e-15,8.673617379884035e-19,False,11417,5.093441224346407e-10,True
7,B,clean,2,2,"[{'active': [3, 5, 7, 8], 'minimum': 0.003995261384480919, 'action': 'add', 'coordinate': 2}, {'active': [2, 3, 5, 7, 8], 'minimum': -0.047299710600016864, 'action': 'remove', 'coordinate': 7}, {'active': [2, 3, 5, 8], 'minimum': 0.056761672395347074, 'action': 'accept'}]",True,False,3.552713678800501e-15,0.0003473892244883618,0.0008252295957689562,4,0,0.3273486041368043,True,6.451002926288751e-18,0.0003473892244883602,2.7200464103316335e-15,1.5720931501039814e-18,False,8757,4.526419794537162e-10,True
7,B,brightness_dark,5,5,"[{'active': [4, 5, 9], 'minimum': 0.14652598825647195, 'action': 'add', 'coordinate': 6}, {'active': [4, 5, 6, 9], 'minimum': 0.1050577134856081, 'action': 'add', 'coordinate': 8}, {'active': [4, 5, 6, 8, 9], 'minimum': 0.07100287814165118, 'action': 'add', 'coordinate': 7}, {'active': [4, 5, 6, 7, 8, 9], 'minimum': 0.0464538848568532, 'action': 'add', 'coordinate': 3}, {'active': [3, 4, 5, 6, 7, 8, 9], 'minimum': 0.042623103785345506, 'action': 'add', 'coordinate': 1}, {'active': [1, 3, 4, 5, 6, 7, 8, 9], 'minimum': 0.003979446616549254, 'action': 'accept'}]",True,False,4.548583731889266e-13,3.2927287114280754e-05,0.0014735209581575547,8,0,0.7492951048038837,True,1.1102230246251565e-16,3.292728711463125e-05,4.1973369224734824e-13,3.5049545731025145e-16,True,20000,0.0020595794523118327,True
7,B,contrast_low,0,0,"[{'active': [2, 3, 5, 8], 'minimum': 0.051560505171590665, 'action': 'accept'}]",True,False,1.5765166949677223e-14,0.00035671422649033235,0.0004342231950490274,4,0,0.4031621473686197,True,1.6046192152785466e-17,0.0003567142264903417,1.8596235662471372e-14,9.378348791999613e-18,True,20000,6.671681299919019e-06,True
7,B,gaussian_noise,2,2,"[{'active': [3, 4, 5, 8], 'minimum': 0.02146083413385197, 'action': 'add', 'coordinate': 2}, {'active': [2, 3, 4, 5, 8], 'minimum': -0.016853561090537816, 'action': 'remove', 'coordinate': 4}, {'active': [2, 3, 5, 8], 'minimum': 0.01610002135973071, 'action': 'accept'}]",True,False,1.6653345369377348e-15,0.0002782733352418353,0.0004481221116984454,4,0,0.3810846443282916,True,3.0791341698588326e-17,0.0002782733352418361,2.942091015256665e-15,7.589415207398531e-19,False,11014,5.835922856078923e-10,True
7,B,gaussian_blur,3,3,"[{'active': [3, 5, 6, 7, 8], 'minimum': -0.05327338497662119, 'action': 'remove', 'coordinate': 7}, {'active': [3, 5, 6, 8], 'minimum': -0.02976936501152072, 'action': 'remove', 'coordinate': 6}, {'active': [3, 5, 8], 'minimum': 0.11166436445987316, 'action': 'add', 'coordinate': 2}, {'active': [2, 3, 5, 8], 'minimum': 0.053225747119034605, 'action': 'accept'}]",True,False,7.887570804832045e-17,0.000675836082991235,0.0019195649423676237,4,0,0.5810937816241613,True,1.1492543028346347e-17,0.0006758360829912353,1.0436096431476471e-14,3.2526065174565133e-19,False,11176,5.072183784093909e-10,True
8,A,clean,1,1,"[{'active': [0, 2, 3, 5], 'minimum': -0.03266334587545561, 'action': 'remove', 'coordinate': 3}, {'active': [0, 2, 5], 'minimum': 0.12953780688721417, 'action': 'accept'}]",True,False,6.661338147750939e-16,0.0006539507711307379,0.0028072308483001705,3,0,0.7623724423190311,True,1.481968844516124e-17,0.000653950771130738,6.106226635438361e-16,1.0842021724855044e-19,False,2732,9.664660738373243e-11,True
