salt,bank,target,policy,zero,accuracy,gain_pp,capture_vs_P00,capture_vs_T014_class_context
T013-S0,B,brightness_dark,zero_hard,17.54602645421106,22.26640346801,4.720377013798939,0.2665474526292591,0.2630306797564603
T013-S0,B,brightness_dark,uniform,17.54602645421106,32.424807666744606,14.878781212533545,0.8401662025798985,0.829081220597403
T013-S0,B,contrast_low,P00,19.95526398771052,33.36461829399048,13.409354306279962,1.0,0.9816407707849834
T013-S0,B,contrast_low,P01,19.95526398771052,28.215705251727467,8.260441264016947,0.6160208072172692,0.6047111400163477
T013-S0,B,contrast_low,P10,19.95526398771052,33.36461829399048,13.409354306279962,1.0,0.9816407707849834
T013-S0,B,contrast_low,P11,19.95526398771052,28.215705251727467,8.260441264016947,0.6160208072172692,0.6047111400163477
T013-S0,B,contrast_low,zero_soft,19.95526398771052,26.391387403271892,6.436123415561371,0.4799726570389121,0.47116072901139416
T013-S0,B,contrast_low,zero_hard,19.95526398771052,22.88490564661644,2.9296416589059198,0.21847745924156017,0.2144663814890299
T013-S0,B,contrast_low,uniform,19.95526398771052,28.1116255098242,8.15636152211368,0.6082590806250705,0.5970919127417597
T013-S0,B,gaussian_noise,P00,30.67664385146025,37.574152686944096,6.897508835483851,1.0,0.9943109360463769
T013-S0,B,gaussian_noise,P01,30.67664385146025,32.949044231128326,2.2724003796680803,0.32945233327978396,0.3275780578860849
T013-S0,B,gaussian_noise,P10,30.67664385146025,37.574152686944096,6.897508835483851,1.0,0.9943109360463769
T013-S0,B,gaussian_noise,P11,30.67664385146025,32.949044231128326,2.2724003796680803,0.32945233327978396,0.3275780578860849
T013-S0,B,gaussian_noise,zero_soft,30.67664385146025,32.717116385424234,2.0404725339639858,0.29582746215081135,0.29414448079939737
T013-S0,B,gaussian_noise,zero_hard,30.67664385146025,32.583069833833555,1.9064259823733065,0.27639340925027944,0.2748209894686947
T013-S0,B,gaussian_noise,uniform,30.67664385146025,32.40677112345036,1.7301272719901184,0.25083364345828374,0.2494066348189293
T013-S0,B,gaussian_blur,P00,30.901579176174376,39.85961655603677,8.958037379862395,1.0,0.9918922576706474
T013-S0,B,gaussian_blur,P01,30.901579176174376,34.037887824152286,3.1363086479779074,0.3501111365116993,0.3472725256302256
T013-S0,B,gaussian_blur,P10,30.901579176174376,39.85961655603677,8.958037379862395,1.0,0.9918922576706474
T013-S0,B,gaussian_blur,P11,30.901579176174376,32.58409793616873,1.682518759994352,0.18782225264840294,0.18629943822021114
T013-S0,B,gaussian_blur,zero_soft,30.901579176174376,33.218770231356075,2.317191055181697,0.2586717332069552,0.25657448944622613
T013-S0,B,gaussian_blur,zero_hard,30.901579176174376,33.89652150886489,2.994942332690515,0.33433018926926167,0.3316195262417428
T013-S0,B,gaussian_blur,uniform,30.901579176174376,31.71666431644708,0.8150851402727047,0.09098925419813612,0.09025153677035767
T013-S1,A,clean,P00,34.13868991976854,40.29737598363271,6.158686063864175,1.0,0.9830200360822199
