client,target,n_query,none_accuracy,correct_accuracy,wrong_clean_accuracy,wrong_alt_accuracy,shuffled_accuracy,noise_image_accuracy,delta_wrong_clean,delta_wrong_alt
21,gaussian_noise,242,0.0,62.809914350509644,43.801650404930115,33.88429582118988,62.809914350509644,85.537189245224,19.00826394557953,28.925618529319763
21,gaussian_blur,242,0.413223123177886,67.35537052154541,74.38015937805176,53.71900796890259,67.35537052154541,92.148756980896,-7.024788856506348,13.636362552642822
22,brightness_dark,175,51.4285683631897,80.57142496109009,63.428568840026855,55.42857050895691,88.57142925262451,84.5714271068573,17.142856121063232,25.14285445213318
22,contrast_low,175,32.57142901420593,68.57143044471741,48.571428656578064,60.57142615318298,66.28571152687073,55.42857050895691,20.000001788139343,8.000004291534424
22,gaussian_noise,175,62.28571534156799,75.99999904632568,70.28571367263794,67.42857098579407,74.85713958740234,54.85714077949524,5.714285373687744,8.571428060531616
22,gaussian_blur,175,52.57142782211304,73.14285635948181,65.14285802841187,68.57143044471741,70.85714340209961,61.71428561210632,7.999998331069946,4.571425914764404
23,brightness_dark,140,21.42857164144516,49.28571581840515,45.71428596973419,44.285714626312256,51.428574323654175,53.57142686843872,3.5714298486709595,5.0000011920928955
23,contrast_low,140,32.14285671710968,54.28571701049805,52.85714268684387,60.71428656578064,55.714285373687744,52.14285850524902,1.4285743236541748,-6.428569555282593
23,gaussian_noise,140,31.42857253551483,56.42856955528259,52.85714268684387,44.285714626312256,58.571428060531616,61.42857074737549,3.5714268684387207,12.142854928970337
23,gaussian_blur,140,39.28571343421936,60.71428656578064,58.571428060531616,50.0,59.285712242126465,60.71428656578064,2.1428585052490234,10.71428656578064
24,brightness_dark,179,0.5586592014878988,3.3519551157951355,2.793296054005623,2.793296054005623,3.3519551157951355,10.055865347385406,0.5586590617895126,0.5586590617895126
24,contrast_low,179,0.5586592014878988,2.2346368059515953,15.08379876613617,8.938547223806381,1.6759775578975677,36.87150776386261,-12.849161960184574,-6.703910417854786
24,gaussian_noise,179,2.2346368059515953,9.497206658124924,8.379887789487839,2.793296054005623,10.055865347385406,5.027932673692703,1.117318868637085,6.703910604119301
24,gaussian_blur,179,1.6759775578975677,12.849161028862,23.46368581056595,3.910614550113678,13.966479897499084,22.346368432044983,-10.614524781703949,8.938546478748322
25,brightness_dark,36,11.11111119389534,38.88888955116272,13.88888955116272,11.11111119389534,36.11111044883728,22.22222238779068,25.0,27.77777835726738
25,contrast_low,36,13.88888955116272,30.55555522441864,19.44444477558136,25.0,30.55555522441864,36.11111044883728,11.11111044883728,5.55555522441864
25,gaussian_noise,36,36.11111044883728,36.11111044883728,36.11111044883728,38.88888955116272,36.11111044883728,38.88888955116272,0.0,-2.7777791023254395
25,gaussian_blur,36,33.33333432674408,33.33333432674408,30.55555522441864,36.11111044883728,36.11111044883728,25.0,2.7777791023254395,-2.7777761220932007
26,brightness_dark,284,51.05633735656738,95.42253613471985,94.71830725669861,94.01408433914185,95.42253613471985,94.71830725669861,0.7042288780212402,1.408451795578003
26,contrast_low,284,69.01408433914185,95.07042169570923,94.71830725669861,95.07042169570923,95.07042169570923,94.71830725669861,0.3521144390106201,0.0
26,gaussian_noise,284,78.52112650871277,96.12675905227661,95.77464461326599,88.02816867828369,95.77464461326599,95.07042169570923,0.3521144390106201,8.09859037399292
26,gaussian_blur,284,72.88732528686523,95.77464461326599,94.01408433914185,95.07042169570923,94.71830725669861,94.01408433914185,1.7605602741241455,0.7042229175567627
27,brightness_dark,195,22.564102709293365,98.46154451370239,98.46154451370239,98.46154451370239,98.46154451370239,98.46154451370239,0.0,0.0
27,contrast_low,195,7.179487496614456,98.46154451370239,97.43589758872986,98.46154451370239,98.46154451370239,96.92307710647583,1.0256469249725342,0.0
27,gaussian_noise,195,86.15384697914124,98.46154451370239,98.46154451370239,98.46154451370239,98.46154451370239,98.46154451370239,0.0,0.0
27,gaussian_blur,195,54.35897707939148,98.46154451370239,98.46154451370239,98.46154451370239,98.46154451370239,98.46154451370239,0.0,0.0
28,brightness_dark,26,3.8461539894342422,26.923078298568726,23.076924681663513,11.538462340831757,26.923078298568726,23.076924681663513,3.8461536169052124,15.384615957736969
28,contrast_low,26,0.0,30.769231915473938,23.076924681663513,30.769231915473938,30.769231915473938,26.923078298568726,7.692307233810425,0.0
28,gaussian_noise,26,15.384615957736969,30.769231915473938,30.769231915473938,30.769231915473938,30.769231915473938,30.769231915473938,0.0,0.0
28,gaussian_blur,26,15.384615957736969,30.769231915473938,30.769231915473938,34.61538553237915,30.769231915473938,30.769231915473938,0.0,-3.8461536169052124
29,brightness_dark,382,21.204188466072083,100.0,100.0,100.0,100.0,100.0,0.0,0.0
29,contrast_low,382,5.235601961612701,100.0,99.47643876075745,100.0,100.0,97.38219976425171,0.5235612392425537,0.0
29,gaussian_noise,382,84.29319262504578,100.0,100.0,100.0,100.0,100.0,0.0,0.0
29,gaussian_blur,382,45.81151902675629,100.0,100.0,100.0,100.0,98.95288348197937,0.0,0.0
30,brightness_dark,275,38.18181753158569,39.636364579200745,42.54545569419861,42.90909171104431,39.636364579200745,42.90909171104431,-2.9090911149978638,-3.272727131843567
30,contrast_low,275,25.45454502105713,49.09090995788574,46.18181884288788,46.54545485973358,49.81818199157715,50.18181800842285,2.9090911149978638,2.5454550981521606
30,gaussian_noise,275,20.000000298023224,51.99999809265137,47.999998927116394,40.00000059604645,51.27272605895996,56.36363625526428,3.999999165534973,11.99999749660492
30,gaussian_blur,275,31.999999284744263,51.99999809265137,53.090912103652954,51.27272605895996,52.36363410949707,57.818180322647095,-1.090914011001587,0.7272720336914062
31,brightness_dark,202,11.386138200759888,98.01980257034302,96.53465151786804,95.04950046539307,98.01980257034302,98.51484894752502,1.4851510524749756,2.970302104949951
31,contrast_low,202,42.07920730113983,98.01980257034302,95.54455280303955,98.01980257034302,98.01980257034302,95.04950046539307,2.475249767303467,0.0
31,gaussian_noise,202,51.4851450920105,96.03960514068604,95.54455280303955,95.54455280303955,96.03960514068604,97.02970385551453,0.4950523376464844,0.4950523376464844
31,gaussian_blur,202,68.81188154220581,97.02970385551453,96.03960514068604,95.04950046539307,97.02970385551453,96.53465151786804,0.9900987148284912,1.98020339012146
32,brightness_dark,198,7.070706784725189,31.81818127632141,15.656565129756927,11.11111119389534,35.353535413742065,33.8383823633194,16.161616146564484,20.70707008242607
32,contrast_low,198,21.717171370983124,33.8383823633194,26.26262605190277,31.313130259513855,35.353535413742065,37.87878751754761,7.575756311416626,2.525252103805542
32,gaussian_noise,198,25.25252401828766,35.85858643054962,34.34343338012695,35.85858643054962,37.37373650074005,38.88888955116272,1.5151530504226685,0.0
32,gaussian_blur,198,32.32323229312897,38.383838534355164,37.87878751754761,37.87878751754761,39.89898860454559,40.40403962135315,0.5050510168075562,0.5050510168075562
33,brightness_dark,264,1.515151560306549,46.21212184429169,36.742424964904785,32.19697177410126,46.21212184429169,32.575759291648865,9.469696879386902,14.01515007019043
33,contrast_low,264,5.303030461072922,56.81818127632141,42.424243688583374,50.37878751754761,54.924243688583374,45.075759291648865,14.393937587738037,6.439393758773804
33,gaussian_noise,264,13.257576525211334,50.37878751754761,48.10606241226196,37.5,50.757575035095215,48.86363744735718,2.2727251052856445,12.878787517547607
33,gaussian_blur,264,16.66666716337204,51.13636255264282,45.83333432674408,50.757575035095215,52.65151858329773,48.10606241226196,5.303028225898743,0.3787875175476074
34,brightness_dark,102,15.686275064945221,76.47058963775635,64.70588445663452,62.745100259780884,75.49020051956177,51.96078419685364,11.764705181121826,13.725489377975464
34,contrast_low,102,11.764706671237946,66.66666865348816,51.96078419685364,56.86274766921997,65.68627953529358,42.15686321258545,14.705884456634521,9.803920984268188
34,gaussian_noise,102,18.627451360225677,55.88235259056091,51.96078419685364,42.15686321258545,55.88235259056091,52.941179275512695,3.9215683937072754,13.725489377975464
34,gaussian_blur,102,24.50980544090271,50.98039507865906,52.941179275512695,55.88235259056091,53.921568393707275,49.01961088180542,-1.9607841968536377,-4.9019575119018555
35,brightness_dark,175,11.428571492433548,81.71428442001343,80.0000011920929,74.85713958740234,80.57142496109009,73.71428608894348,1.7142832279205322,6.857144832611084
35,contrast_low,175,30.85714280605316,82.85714387893677,75.99999904632568,80.57142496109009,81.71428442001343,73.71428608894348,6.857144832611084,2.2857189178466797
35,gaussian_noise,175,65.71428775787354,86.8571400642395,85.14285683631897,83.42856764793396,87.99999952316284,85.71428656578064,1.7142832279205322,3.428572416305542
35,gaussian_blur,175,66.28571152687073,86.28571629524231,78.85714173316956,84.5714271068573,86.28571629524231,75.99999904632568,7.428574562072754,1.7142891883850098
36,brightness_dark,18,5.55555559694767,33.33333432674408,16.66666716337204,16.66666716337204,33.33333432674408,27.77777910232544,16.66666716337204,16.66666716337204
36,contrast_low,18,5.55555559694767,16.66666716337204,11.11111119389534,22.22222238779068,27.77777910232544,55.55555820465088,5.5555559694767,-5.55555522441864
36,gaussian_noise,18,16.66666716337204,33.33333432674408,16.66666716337204,22.22222238779068,33.33333432674408,22.22222238779068,16.66666716337204,11.1111119389534
36,gaussian_blur,18,11.11111119389534,38.88888955116272,38.88888955116272,33.33333432674408,44.44444477558136,38.88888955116272,0.0,5.55555522441864
37,brightness_dark,80,38.75000178813934,34.99999940395355,36.250001192092896,36.250001192092896,34.99999940395355,37.5,-1.2500017881393433,-1.2500017881393433
37,contrast_low,80,32.50000178813934,32.50000178813934,33.75000059604645,37.5,31.25,34.99999940395355,-1.2499988079071045,-4.999998211860657
37,gaussian_noise,80,20.000000298023224,31.25,27.500000596046448,12.5,32.50000178813934,26.250001788139343,3.7499994039535522,18.75
37,gaussian_blur,80,28.749999403953552,31.25,38.75000178813934,23.749999701976776,34.99999940395355,34.99999940395355,-7.500001788139343,7.500000298023224
38,brightness_dark,25,11.999999731779099,95.99999785423279,87.99999952316284,87.99999952316284,95.99999785423279,91.99999570846558,7.999998331069946,7.999998331069946
38,contrast_low,25,59.99999642372131,95.99999785423279,87.99999952316284,87.99999952316284,95.99999785423279,87.99999952316284,7.999998331069946,7.999998331069946
38,gaussian_noise,25,71.99999690055847,87.99999952316284,87.99999952316284,91.99999570846558,87.99999952316284,91.99999570846558,0.0,-3.9999961853027344
38,gaussian_blur,25,75.99999904632568,87.99999952316284,87.99999952316284,91.99999570846558,87.99999952316284,87.99999952316284,0.0,-3.9999961853027344
39,brightness_dark,160,84.375,100.0,100.0,100.0,100.0,100.0,0.0,0.0
39,contrast_low,160,59.375,100.0,100.0,100.0,100.0,100.0,0.0,0.0
39,gaussian_noise,160,34.99999940395355,100.0,100.0,93.75,100.0,100.0,0.0,6.25
39,gaussian_blur,160,58.75000357627869,100.0,100.0,100.0,100.0,100.0,0.0,0.0
40,brightness_dark,250,0.4000000189989805,0.4000000189989805,1.2000000104308128,2.0000001415610313,0.4000000189989805,8.000000566244125,-0.7999999914318323,-1.6000001225620508
40,contrast_low,250,0.0,0.0,18.400001525878906,7.600000500679016,0.0,41.600000858306885,-18.400001525878906,-7.600000500679016
40,gaussian_noise,250,0.4000000189989805,6.800000369548798,2.0000001415610313,0.800000037997961,6.400000303983688,5.60000017285347,4.800000227987766,6.000000331550837
40,gaussian_blur,250,1.2000000104308128,10.400000214576721,21.20000123977661,1.600000075995922,10.400000214576721,36.000001430511475,-10.80000102519989,8.800000138580799
41,brightness_dark,100,1.9999999552965164,77.99999713897705,75.99999904632568,75.99999904632568,77.99999713897705,75.99999904632568,1.9999980926513672,1.9999980926513672
41,contrast_low,100,0.9999999776482582,69.9999988079071,64.99999761581421,64.99999761581421,69.9999988079071,62.99999952316284,5.0000011920928955,5.0000011920928955
41,gaussian_noise,100,5.999999865889549,57.999998331069946,56.00000023841858,37.00000047683716,61.000001430511475,55.000001192092896,1.9999980926513672,20.999997854232788
41,gaussian_blur,100,11.999999731779099,57.999998331069946,58.99999737739563,56.99999928474426,58.99999737739563,50.0,-0.9999990463256836,0.9999990463256836
42,brightness_dark,320,54.06250357627869,72.1875011920929,59.687501192092896,57.8125,70.3125,62.812501192092896,12.5,14.375001192092896
42,contrast_low,320,38.43750059604645,56.562501192092896,53.437501192092896,52.50000357627869,52.812498807907104,49.37500059604645,3.125,4.062497615814209
42,gaussian_noise,320,50.312501192092896,66.56250357627869,63.43750357627869,51.875001192092896,64.0625,47.81250059604645,3.125,14.687502384185791
42,gaussian_blur,320,49.68750178813934,64.0625,60.00000238418579,56.25,58.125001192092896,47.187501192092896,4.062497615814209,7.8125
43,brightness_dark,198,0.0,12.62626200914383,1.515151560306549,2.0202020183205605,13.636364042758942,7.070706784725189,11.11111044883728,10.606059990823269
43,contrast_low,198,3.030303120613098,35.353535413742065,36.868685483932495,37.87878751754761,40.909090638160706,57.575756311416626,-1.5151500701904297,-2.525252103805542
43,gaussian_noise,198,4.040404036641121,26.26262605190277,20.70707082748413,19.191919267177582,28.282827138900757,35.85858643054962,5.55555522441864,7.070706784725189
43,gaussian_blur,198,7.070706784725189,29.797980189323425,34.34343338012695,26.26262605190277,33.8383823633194,51.01010203361511,-4.545453190803528,3.5353541374206543
44,brightness_dark,74,4.054054245352745,8.10810849070549,9.459459781646729,12.162162363529205,8.10810849070549,16.21621698141098,-1.3513512909412384,-4.054053872823715
44,contrast_low,74,17.56756752729416,13.513514399528503,21.621622145175934,20.270270109176636,12.162162363529205,16.21621698141098,-8.10810774564743,-6.756755709648132
44,gaussian_noise,74,20.270270109176636,20.270270109176636,16.21621698141098,13.513514399528503,22.972974181175232,24.32432472705841,4.0540531277656555,6.756755709648132
44,gaussian_blur,74,20.270270109176636,18.918919563293457,28.378379344940186,13.513514399528503,17.56756752729416,33.78378450870514,-9.459459781646729,5.405405163764954
45,brightness_dark,13,76.92307829856873,76.92307829856873,69.2307710647583,69.2307710647583,76.92307829856873,69.2307710647583,7.692307233810425,7.692307233810425
45,contrast_low,13,61.538463830947876,76.92307829856873,69.2307710647583,76.92307829856873,76.92307829856873,69.2307710647583,7.692307233810425,0.0
45,gaussian_noise,13,30.769231915473938,76.92307829856873,76.92307829856873,46.153849363327026,76.92307829856873,76.92307829856873,0.0,30.7692289352417
45,gaussian_blur,13,61.538463830947876,76.92307829856873,76.92307829856873,76.92307829856873,76.92307829856873,76.92307829856873,0.0,0.0
46,brightness_dark,79,0.0,3.7974685430526733,3.7974685430526733,6.329113990068436,6.329113990068436,12.658227980136871,0.0,-2.5316454470157623
46,contrast_low,79,1.2658228166401386,54.4303834438324,51.898735761642456,49.36709105968475,54.4303834438324,58.22784900665283,2.5316476821899414,5.063292384147644
46,gaussian_noise,79,7.594937086105347,54.4303834438324,48.10126721858978,50.632911920547485,54.4303834438324,62.025320529937744,6.329116225242615,3.797471523284912
46,gaussian_blur,79,11.39240562915802,51.898735761642456,51.898735761642456,50.632911920547485,51.898735761642456,58.22784900665283,0.0,1.2658238410949707
47,brightness_dark,32,40.625,62.5,71.875,68.75,62.5,53.125,-9.375,-6.25
47,contrast_low,32,37.5,53.125,62.5,65.625,53.125,53.125,-9.375,-12.5
