client,target,n_query,none_accuracy,correct_accuracy,wrong_clean_accuracy,wrong_alt_accuracy,shuffled_accuracy,noise_image_accuracy,delta_wrong_clean,delta_wrong_alt
0,brightness_dark,178,6.741572916507721,55.0561785697937,24.719101190567017,20.78651636838913,59.550559520721436,42.134833335876465,30.337077379226685,34.26966220140457
0,contrast_low,178,5.056179687380791,52.24719047546387,28.651684522628784,37.078651785850525,51.6853928565979,43.2584285736084,23.595505952835083,15.168538689613342
0,gaussian_noise,178,26.404494047164917,61.79775595664978,57.865166664123535,46.6292142868042,60.67416071891785,64.60674405097961,3.932589292526245,15.168541669845581
0,gaussian_blur,178,25.280898809432983,66.29213690757751,64.60674405097961,59.550559520721436,66.29213690757751,70.78651785850525,1.6853928565979004,6.741577386856079
1,brightness_dark,99,0.0,44.44444477558136,16.161616146564484,18.18181872367859,49.494948983192444,23.232322931289673,28.282828629016876,26.26262605190277
1,contrast_low,99,1.0101010091602802,43.43434274196625,23.232322931289673,30.30303120613098,44.44444477558136,21.212121844291687,20.202019810676575,13.131311535835266
1,gaussian_noise,99,10.101009905338287,46.464645862579346,40.40403962135315,31.313130259513855,46.464645862579346,51.51515007019043,6.060606241226196,15.15151560306549
1,gaussian_blur,99,11.11111119389534,51.51515007019043,48.48484992980957,50.50504803657532,52.52525210380554,52.52525210380554,3.0303001403808594,1.0101020336151123
2,brightness_dark,140,0.0,0.7142857182770967,3.57142873108387,5.000000074505806,0.7142857182770967,6.428571790456772,-2.857143012806773,-4.285714356228709
2,contrast_low,140,0.0,0.0,17.85714328289032,9.285714477300644,0.0,25.714287161827087,-17.85714328289032,-9.285714477300644
2,gaussian_noise,140,0.7142857182770967,7.14285746216774,4.285714402794838,0.0,7.14285746216774,8.571428805589676,2.857143059372902,7.14285746216774
2,gaussian_blur,140,1.4285714365541935,7.857143133878708,22.142857313156128,0.0,7.14285746216774,30.714285373687744,-14.28571417927742,7.857143133878708
3,brightness_dark,216,0.0,55.55555820465088,44.44444477558136,56.01851940155029,55.55555820465088,88.4259283542633,11.111113429069519,-0.46296119689941406
3,contrast_low,216,4.16666679084301,59.72222089767456,74.53703880310059,69.90740895271301,59.72222089767456,95.37037014961243,-14.814817905426025,-10.185188055038452
3,gaussian_noise,216,10.185185074806213,49.07407462596893,42.12962985038757,35.648149251937866,49.07407462596893,56.9444477558136,6.94444477558136,13.425925374031067
3,gaussian_blur,216,12.037037312984467,52.314817905426025,53.70370149612427,44.44444477558136,52.314817905426025,69.4444477558136,-1.3888835906982422,7.8703731298446655
4,brightness_dark,105,0.0,0.9523809887468815,0.9523809887468815,0.9523809887468815,1.904761977493763,0.9523809887468815,0.0,0.0
4,contrast_low,105,0.9523809887468815,11.428572237491608,11.428572237491608,11.428572237491608,13.333334028720856,14.28571492433548,0.0,0.0
4,gaussian_noise,105,5.714286118745804,16.190476715564728,13.333334028720856,8.571428805589676,19.0476194024086,14.28571492433548,2.857142686843872,7.619047909975052
4,gaussian_blur,105,6.666667014360428,20.000000298023224,22.857144474983215,15.238095819950104,22.857144474983215,24.761906266212463,-2.8571441769599915,4.76190447807312
5,brightness_dark,158,25.316455960273743,38.60759735107422,29.7468364238739,29.7468364238739,39.87341821193695,36.70886158943176,8.860760927200317,8.860760927200317
5,contrast_low,158,24.683545529842377,46.83544337749481,41.13924205303192,41.77215397357941,47.4683552980423,45.56962251663208,5.696201324462891,5.063289403915405
5,gaussian_noise,158,18.987342715263367,41.13924205303192,38.60759735107422,29.113924503326416,41.77215397357941,41.13924205303192,2.5316447019577026,12.025317549705505
5,gaussian_blur,158,32.91139304637909,44.30379867553711,44.936710596084595,39.87341821193695,42.40506291389465,44.936710596084595,-0.6329119205474854,4.430380463600159
6,brightness_dark,261,29.885056614875793,65.51724076271057,62.835246324539185,66.66666269302368,65.51724076271057,60.153257846832275,2.6819944381713867,-1.1494219303131104
6,contrast_low,261,44.06130015850067,64.36781287193298,59.00382995605469,59.00382995605469,64.36781287193298,58.620685338974,5.363982915878296,5.363982915878296
6,gaussian_noise,261,49.808427691459656,63.601529598236084,62.068963050842285,58.620685338974,65.13409614562988,62.835246324539185,1.5325665473937988,4.980844259262085
6,gaussian_blur,261,46.74329459667206,66.66666269302368,66.66666269302368,68.19922924041748,67.04980731010437,63.98467421531677,0.0,-1.5325665473937988
7,brightness_dark,197,3.553299605846405,90.86294174194336,86.80202960968018,85.78680157661438,90.3553307056427,83.24872851371765,4.060912132263184,5.0761401653289795
7,contrast_low,197,1.5228426083922386,77.66497135162354,69.03553009033203,70.05075812339783,77.15736031532288,59.89847779273987,8.629441261291504,7.614213228225708
7,gaussian_noise,197,19.796954095363617,75.12690424919128,63.95938992500305,47.71573543548584,74.61928725242615,61.42131686210632,11.167514324188232,27.411168813705444
7,gaussian_blur,197,19.28934007883072,75.12690424919128,75.63451528549194,67.51269102096558,73.60405921936035,64.46700096130371,-0.5076110363006592,7.614213228225708
8,brightness_dark,193,0.5181347019970417,9.326424449682236,5.181346833705902,5.699481815099716,10.880828648805618,13.989636301994324,4.145077615976334,3.6269426345825195
8,contrast_low,193,2.590673416852951,46.113988757133484,47.66839146614075,45.59585452079773,49.740931391716,59.0673565864563,-1.5544027090072632,0.5181342363357544
8,gaussian_noise,193,13.47150206565857,46.63212299346924,43.00518035888672,39.896371960639954,49.740931391716,52.84973978996277,3.6269426345825195,6.735751032829285
8,gaussian_blur,193,15.025906264781952,44.04144883155823,46.113988757133484,44.55958306789398,47.15025722980499,54.40414547920227,-2.0725399255752563,-0.5181342363357544
9,brightness_dark,176,0.0,36.36363744735718,16.477273404598236,16.477273404598236,42.61363744735718,27.272728085517883,19.88636404275894,19.88636404275894
9,contrast_low,176,6.818182021379471,44.31818425655365,21.590909361839294,27.840909361839294,46.02272808551788,35.79545617103577,22.727274894714355,16.477274894714355
9,gaussian_noise,176,17.045454680919647,44.31818425655365,41.477274894714355,36.36363744735718,46.590909361839294,49.43181872367859,2.8409093618392944,7.954546809196472
9,gaussian_blur,176,18.18181872367859,48.29545617103577,52.27273106575012,46.590909361839294,50.0,57.95454978942871,-3.9772748947143555,1.7045468091964722
10,brightness_dark,282,20.21276503801346,23.404254019260406,23.404254019260406,24.113474786281586,24.113474786281586,25.531914830207825,0.0,-0.7092207670211792
10,contrast_low,282,15.2482271194458,25.177302956581116,26.950353384017944,25.531914830207825,25.531914830207825,41.134750843048096,-1.7730504274368286,-0.354611873626709
10,gaussian_noise,282,11.702127009630203,24.468083679676056,22.340424358844757,15.2482271194458,26.950353384017944,30.141842365264893,2.127659320831299,9.219856560230255
10,gaussian_blur,282,15.602836012840271,26.595744490623474,30.141842365264893,25.177302956581116,29.787233471870422,40.070921182632446,-3.5460978746414185,1.4184415340423584
11,brightness_dark,180,52.77777910232544,84.44444537162781,61.11111044883728,58.888888359069824,84.44444537162781,83.33333730697632,23.333334922790527,25.555557012557983
11,contrast_low,180,54.44444417953491,82.22222328186035,70.55555582046509,76.11111402511597,82.77778029441833,79.44444417953491,11.666667461395264,6.111109256744385
11,gaussian_noise,180,49.444445967674255,88.88888955116272,88.33333253860474,71.11111283302307,89.4444465637207,78.33333611488342,0.5555570125579834,17.77777671813965
11,gaussian_blur,180,66.11111164093018,88.33333253860474,85.00000238418579,85.00000238418579,88.33333253860474,85.55555939674377,3.3333301544189453,3.3333301544189453
12,brightness_dark,164,12.195121496915817,39.63414430618286,19.512194395065308,18.292681872844696,41.46341383457184,19.512194395065308,20.121949911117554,21.341462433338165
12,contrast_low,164,10.36585345864296,37.80487775802612,20.121949911117554,24.99999850988388,39.024388790130615,17.68292635679245,17.68292784690857,12.804879248142242
12,gaussian_noise,164,18.292681872844696,48.17073047161102,43.90243887901306,36.58536374568939,48.78048598766327,50.609755516052246,4.268291592597961,11.58536672592163
12,gaussian_blur,164,17.68292635679245,51.21951103210449,48.17073047161102,54.26828861236572,52.439022064208984,46.95121645927429,3.0487805604934692,-3.0487775802612305
13,brightness_dark,80,18.75,77.50000357627869,77.50000357627869,65.00000357627869,77.50000357627869,20.000000298023224,0.0,12.5
13,contrast_low,80,2.500000037252903,75.0,56.25,72.50000238418579,76.2499988079071,12.5,18.75,2.499997615814209
13,gaussian_noise,80,62.5,76.2499988079071,77.50000357627869,77.50000357627869,75.0,69.9999988079071,-1.250004768371582,-1.250004768371582
13,gaussian_blur,80,40.00000059604645,76.2499988079071,75.0,77.50000357627869,76.2499988079071,45.00000178813934,1.2499988079071045,-1.250004768371582
14,brightness_dark,71,88.73239159584045,97.183096408844,97.183096408844,97.183096408844,97.183096408844,97.183096408844,0.0,0.0
14,contrast_low,71,59.1549277305603,92.95774698257446,94.36619281768799,92.95774698257446,92.95774698257446,94.36619281768799,-1.4084458351135254,0.0
14,gaussian_noise,71,43.661969900131226,92.95774698257446,90.14084339141846,85.91549396514893,92.95774698257446,90.14084339141846,2.816903591156006,7.042253017425537
14,gaussian_blur,71,67.60563254356384,92.95774698257446,92.95774698257446,91.54929518699646,92.95774698257446,92.95774698257446,0.0,1.408451795578003
15,brightness_dark,236,0.0,72.88135886192322,42.79660880565643,58.05084705352783,72.88135886192322,81.35592937469482,30.084750056266785,14.830511808395386
15,contrast_low,236,0.0,81.35592937469482,87.71186470985413,84.32203531265259,81.35592937469482,97.03390002250671,-6.355935335159302,-2.9661059379577637
15,gaussian_noise,236,0.0,59.32203531265259,47.033897042274475,38.13559412956238,59.32203531265259,84.32203531265259,12.288138270378113,21.18644118309021
15,gaussian_blur,236,0.0,67.37288236618042,75.42372941970825,60.16949415206909,67.37288236618042,89.83050584793091,-8.050847053527832,7.203388214111328
16,brightness_dark,21,19.0476194024086,71.42857313156128,38.0952388048172,38.0952388048172,71.42857313156128,52.3809552192688,33.33333432674408,33.33333432674408
16,contrast_low,21,38.0952388048172,61.90476417541504,57.14285969734192,71.42857313156128,61.90476417541504,57.14285969734192,4.76190447807312,-9.52380895614624
16,gaussian_noise,21,66.66666865348816,66.66666865348816,61.90476417541504,52.3809552192688,57.14285969734192,66.66666865348816,4.76190447807312,14.28571343421936
16,gaussian_blur,21,61.90476417541504,71.42857313156128,76.1904776096344,52.3809552192688,66.66666865348816,80.95238208770752,-4.76190447807312,19.04761791229248
17,brightness_dark,87,13.793103396892548,77.01149582862854,72.41379022598267,68.96551847457886,78.16091775894165,73.56321811676025,4.597705602645874,8.045977354049683
17,contrast_low,87,40.229883790016174,74.71264600753784,72.41379022598267,77.01149582862854,77.01149582862854,73.56321811676025,2.298855781555176,-2.2988498210906982
17,gaussian_noise,87,57.47126340866089,77.01149582862854,66.66666865348816,71.26436829566956,74.71264600753784,79.31034564971924,10.34482717514038,5.747127532958984
17,gaussian_blur,87,62.068963050842285,70.11494040489197,77.01149582862854,72.41379022598267,74.71264600753784,75.86206793785095,-6.896555423736572,-2.2988498210906982
18,brightness_dark,10,0.0,10.000000149011612,0.0,0.0,10.000000149011612,20.000000298023224,10.000000149011612,10.000000149011612
18,contrast_low,10,0.0,10.000000149011612,10.000000149011612,20.000000298023224,20.000000298023224,60.00000238418579,0.0,-10.000000149011612
18,gaussian_noise,10,10.000000149011612,10.000000149011612,10.000000149011612,10.000000149011612,10.000000149011612,10.000000149011612,0.0,0.0
18,gaussian_blur,10,10.000000149011612,10.000000149011612,10.000000149011612,10.000000149011612,10.000000149011612,20.000000298023224,0.0,0.0
19,brightness_dark,91,57.14285969734192,67.03296899795532,65.93406796455383,65.93406796455383,67.03296899795532,65.93406796455383,1.0989010334014893,1.0989010334014893
19,contrast_low,91,48.351648449897766,61.538463830947876,67.03296899795532,64.83516693115234,63.736265897750854,68.13187003135681,-5.494505167007446,-3.2967031002044678
19,gaussian_noise,91,36.263737082481384,63.736265897750854,61.538463830947876,48.351648449897766,64.83516693115234,62.637364864349365,2.1978020668029785,15.384617447853088
19,gaussian_blur,91,51.64835453033447,64.83516693115234,65.93406796455383,58.24176073074341,65.93406796455383,65.93406796455383,-1.0989010334014893,6.5934062004089355
20,brightness_dark,152,53.28947305679321,100.0,100.0,99.34210777282715,100.0,100.0,0.0,0.6578922271728516
20,contrast_low,152,69.73684430122375,99.34210777282715,99.34210777282715,99.34210777282715,99.34210777282715,100.0,0.0,0.0
20,gaussian_noise,152,78.28947305679321,98.68420958518982,98.68420958518982,99.34210777282715,98.68420958518982,100.0,0.0,-0.6578981876373291
20,gaussian_blur,152,73.02631735801697,98.68420958518982,98.68420958518982,98.68420958518982,98.68420958518982,99.34210777282715,0.0,0.0
21,brightness_dark,242,0.0,71.48759961128235,38.01652789115906,61.983466148376465,71.48759961128235,81.81818127632141,33.47107172012329,9.504133462905884
21,contrast_low,242,0.0,80.16528487205505,89.25619721412659,87.60330080986023,80.16528487205505,96.69421315193176,-9.090912342071533,-7.438015937805176
