client,bank,context,salt,train_half,point,BER256,BER4096,H1_H2_mean_abs_difference,H1_H2_vote_abs_difference,vote_frequencies,p_mode,vote_entropy,point_bootstrap_expected_regret_exact,BER_bootstrap_expected_regret_exact,top_mean_utility_margin_exact,top_mean_utility_margin,BER_replica_optimal_fraction,BER_minus_point_utility_p10,BER_minus_point_utility_median,BER_minus_point_utility_p90,final_mean_utilities_exact,final_expected_regrets_exact
48,A,clean,T013-S1,0,1,0,0,"[0.0, 0.0035051650409913407, 0.0016192191992023726, 0.0008536132791126053, 0.0010893031096562674]","[0.01318359375, 0.017578125, 0.00439453125, 0.01806640625, 0.01806640625]","[0.192626953125, 0.36572265625, 0.043212890625, 0.168701171875, 0.229736328125]",0.36572265625,1.4590145270284605,1282121452503025060625612846807237447354537/30869589513048632343142846273684412301312000,395405299444003636623784535024885103575333/12004840366185579244555551328655049228288000,23677562422286852740395631789514434679/2920096305288384140567566539402579542016,0.008108486826070106,0.192626953125,-0.08665982737841171,0.013006271098319633,0.09470448685651742,"[""0"", ""-371510955505821993030233659440546053425153/43217425318268085280399984783158177221836800"", ""-3131809056355244172677616896296990490719/48019361464742316978222205314620196913152"", ""-98915504605301880395086431393786444874589/10804356329567021320099996195789544305459200"", ""-23677562422286852740395631789514434679/2920096305288384140567566539402579542016""]","[""395405299444003636623784535024885103575333/12004840366185579244555551328655049228288000"", ""1282121452503025060625612846807237447354537/30869589513048632343142846273684412301312000"", ""392785854510938226597729586366377575418361/4001613455395193081518517109551683076096000"", ""4547802741049051533564925129161830380923887/108043563295670213200999961957895443054592000"", ""12284536023879906595591964519213296441277/299289649018477044878116238110513692672000""]"
48,A,clean,T013-S1,1,4,0,0,"[0.0, 0.0037529310491912398, 0.001643577646142898, 0.0010385101206295967, 0.0011732133012992512]","[0.0166015625, 0.00732421875, 0.00732421875, 0.02294921875, 0.00634765625]","[0.15380859375, 0.337646484375, 0.057861328125, 0.180419921875, 0.270263671875]",0.337646484375,1.4819910494235715,1056434669562594808751986567170228736376815/27364539510917461571682147981392522357243904,258507294627323386803000847053749570436473/7329787368995748635272003923587282774261760,1982795288435329190031477673724247613907/594020394592998442221754297714743611228160,0.0033379246007098286,0.15380859375,-0.03531823173519425,0.0017392807447088629,0.04402949884243486,"[""0"", ""-1083070613498979679894567681505186258340985/82093618532752384715046443944177567071731712"", ""-11949981853781303112256802899522350864581/198006798197666147407251432571581203742720"", ""-10687239117070538910159453093965211568651/1047112481285106947896000560512468967751680"", ""-1982795288435329190031477673724247613907/594020394592998442221754297714743611228160""]","[""258507294627323386803000847053749570436473/7329787368995748635272003923587282774261760"", ""2210195729625000895604542871392878581794157/45607565851529102619470246635654203928739840"", ""39248720882018751012676399845719809286718901/410468092663761923575232219720887835358658560"", ""11110598948227238639137233957050201713901/244326245633191621175733464119576092475392"", ""1056434669562594808751986567170228736376815/27364539510917461571682147981392522357243904""]"
48,A,clean,T013-S2,0,1,0,0,"[0.0, 0.003804051456398942, 0.0018134109006734114, 0.0010749736906243961, 0.0012010290595364107]","[0.0078125, 0.01171875, 0.00732421875, 0.01318359375, 0.009765625]","[0.1806640625, 0.36083984375, 0.050048828125, 0.150634765625, 0.2578125]",0.36083984375,1.46143967024624,5259812528829749115983358088457959903339883671/115990959611516373430594412894377173542397542400,517509284515529402102302568285622329464942211/14498869951439546678824301611797146692799692800,562463161992290971931776539752093207107633/114615572738652542915607127365985349350195200,0.004907388660656301,0.1806640625,-0.09127492782799554,0.01411258010746718,0.10007606140307893,"[""0"", ""-33931462203197390883785986126453977806677151/3514877563985344649411951905890217380072652800"", ""-73822164355058153167594539273223111528633/1146155727386525429156071273659853493501952"", ""-81011339756982730604400272470598370661185921/6443942200639798523921911827465398530133196800"", ""-562463161992290971931776539752093207107633/114615572738652542915607127365985349350195200""]","[""517509284515529402102302568285622329464942211/14498869951439546678824301611797146692799692800"", ""5259812528829749115983358088457959903339883671/115990959611516373430594412894377173542397542400"", ""1451359663607015039672373490091894690302149661/14498869951439546678824301611797146692799692800"", ""2799139195874962183848812725377874653810442133/57995479805758186715297206447188586771198771200"", ""1177321749015108420103344601128524240328115571/28997739902879093357648603223594293385599385600""]"
48,A,clean,T013-S2,1,4,0,0,"[0.0, 0.003454991298150572, 0.0014546735519204242, 0.0008173663454404852, 0.001064083891915376]","[0.01904296875, 0.01025390625, 0.00732421875, 0.02490234375, 0.0087890625]","[0.162841796875, 0.340087890625, 0.052001953125, 0.205322265625, 0.23974609375]",0.340087890625,1.4835589154404294,2408135333273891720688470636899432060177/61796403367875211671484730512074866688000,31417924999212061695913729656189886261/965568802623050182366948914251169792000,117535679776492094690917461964885933/18277552016526238293843457708392448000,0.006430602942353463,0.162841796875,-0.03151344782303925,0.0038613549952674544,0.04782001059889972,"[""0"", ""-125616017063931185189905832880388491879/10299400561312535278580788418679144448000"", ""-179199856141228491004314823885643657859/2942685874660724365308796691051184128000"", ""-421094125151743552472805882264697385159/61796403367875211671484730512074866688000"", ""-117535679776492094690917461964885933/18277552016526238293843457708392448000""]","[""31417924999212061695913729656189886261/965568802623050182366948914251169792000"", ""1382221651166579529838956847639241835989/30898201683937605835742365256037433344000"", ""5773944178915370259629089999594669535743/61796403367875211671484730512074866688000"", ""115801967861967404810061170488611909803/2942685874660724365308796691051184128000"", ""2408135333273891720688470636899432060177/61796403367875211671484730512074866688000""]"
48,A,clean,T013-S3,0,1,0,0,"[0.0, 0.003922943221608175, 0.0016834423264014018, 0.0008730388236278311, 0.0010993471568421962]","[0.01416015625, 0.00927734375, 0.00927734375, 0.0234375, 0.00927734375]","[0.165283203125, 0.380126953125, 0.057373046875, 0.15478515625, 0.242431640625]",0.380126953125,1.4615053479593145,60803303668698325369808149071265400906730749/1391422661762127593389850914365665829212651520,26742748213171578339814669086757999099644263/695711330881063796694925457182832914606325760,788707793853504491856542228635441777/217366012026972629011102438019227975680,0.0036284780058238124,0.165283203125,-0.10042409151171547,0.010766510983807159,0.10045035381045847,"[""0"", ""-155698026433088695535719380803178781009409/29604737484300587093401083284375868706652160"", ""-842984615185554608908596714617516816741/14484480619615539733194371551644918743040"", ""-2268836886611500973524154027479672282231/237282172878943996144244698902739738951680"", ""-788707793853504491856542228635441777/217366012026972629011102438019227975680""]","[""26742748213171578339814669086757999099644263/695711330881063796694925457182832914606325760"", ""60803303668698325369808149071265400906730749/1391422661762127593389850914365665829212651520"", ""134465127514913089075215864369818516165879209/1391422661762127593389850914365665829212651520"", ""742110621438144426537499748785075516247679/15460251797356973259887232381840731435696128"", ""58534242951351862594801211519715536656539079/1391422661762127593389850914365665829212651520""]"
48,A,clean,T013-S3,1,4,0,0,"[0.0, 0.00332655079871406, 0.001587818680181517, 0.0010201371301603456, 0.0011683004670035623]","[0.02392578125, 0.02001953125, 0.00537109375, 0.0224609375, 0.01318359375]","[0.191650390625, 0.314697265625, 0.046630859375, 0.19287109375, 0.254150390625]",0.314697265625,1.4889611812830317,205372101020174508207232784907452057784676883/5440860108128054810297391935918847647809536000,13642603192391725817898296037006534892295251/453405009010671234191449327993237303984128000,2192676984814410441708064866493349425112309/286361058322529200541967996627307770937344000,0.0076570361824295,0.191650390625,-0.03166368693089221,0.006058271055038046,0.04922586715647362,"[""0"", ""-14994532705699854497895966209359707250101787/906810018021342468382898655986474607968256000"", ""-1461472156983313403933362476181836760493128549/21763440432512219241189567743675390591238144000"", ""-107823328363752637991711176128078790196438677/10881720216256109620594783871837695295619072000"", ""-2192676984814410441708064866493349425112309/286361058322529200541967996627307770937344000""]","[""13642603192391725817898296037006534892295251/453405009010671234191449327993237303984128000"", ""11123319939616760361402935617830249154089/238571433312639428672164866084313235456000"", ""2116317110218116243192480685958150435323300597/21763440432512219241189567743675390591238144000"", ""435245804981154057621270281016235627611524701/10881720216256109620594783871837695295619072000"", ""205372101020174508207232784907452057784676883/5440860108128054810297391935918847647809536000""]"
48,A,brightness_dark,T013-S0,0,2,1,1,"[0.0, 0.0028824667051776873, 0.00042928649345539663, 0.0014625694121185048, 0.001121877686079421]","[0.0009765625, 0.03564453125, 0.01611328125, 0.00830078125, 0.01220703125]","[0.00146484375, 0.456298828125, 0.215087890625, 0.117431640625, 0.209716796875]",0.456298828125,1.2772061576116933,19909964367179317731051337494941493861679/305225123625135388895276842125849620643840,252780406405961773800775635615875153665559/8546303461503790889067751579523789378027520,175727456413835439591173956046784897859019/17092606923007581778135503159047578756055040,0.01028090432345324,0.456298828125,-0.02299382150761376,0.032190928019640665,0.0984744231506162,"[""0"", ""340996667566666889942264921585175917175451/3418521384601516355627100631809515751211008"", ""14228391507574236420441571161570210869537/221981908091007555560201339727890633195520"", ""-7569748769969116030442409929454857939/296371038839796469372765473601990164480"", ""2209664663157657555124221403254981661/24697586569983039114397122800165847040""]","[""105264007173583714157755994245601423486113/813933663000361037054071579002265655050240"", ""252780406405961773800775635615875153665559/8546303461503790889067751579523789378027520"", ""19909964367179317731051337494941493861679/305225123625135388895276842125849620643840"", ""2363494885228291809050518738409892781361/15261256181256769444763842106292481032192"", ""32442298534559951771082153679930247866197/813933663000361037054071579002265655050240""]"
48,A,brightness_dark,T013-S0,1,2,1,1,"[0.0, 0.0028994344077245635, 0.00046556299635326854, 0.0013532895480650056, 0.0009814237774238446]","[0.00048828125, 0.03857421875, 0.0146484375, 0.00634765625, 0.01806640625]","[0.001708984375, 0.445068359375, 0.224609375, 0.110107421875, 0.218505859375]",0.445068359375,1.2818790984346922,9863264584172963355079458038587070891/156803005719370751322890283755482644480,72960902267681454868838703069627351623/2508848091509932021166244540087722311680,2481863903227650395582976003207272987/250884809150993202116624454008772231168,0.009892443913309868,0.4453125,-0.02495528403319044,0.030519599090713816,0.09602201649403075,"[""0"", ""13568627213615840098447529650954415243/139380449528329556731458030004873461760"", ""2529904107396812110470204891577995107/39822985579522730494702294287106703360"", ""-3819206601492693403595516439835324531/139380449528329556731458030004873461760"", ""27427081351601077227028221710638343063/313606011438741502645780567510965288960""]","[""422365102680115281812109503045015747/3340676553275541972258647856308551680"", ""72960902267681454868838703069627351623/2508848091509932021166244540087722311680"", ""9863264584172963355079458038587070891/156803005719370751322890283755482644480"", ""77188382187927011581122706540768533511/501769618301986404233248908017544462336"", ""97779541299957958824668463101700081493/2508848091509932021166244540087722311680""]"
48,A,brightness_dark,T013-S1,0,2,1,1,"[0.0, 0.00292182818200489, 0.0003826609531448751, 0.0014167813404610968, 0.0010395567507728496]","[0.0009765625, 0.03955078125, 0.015625, 0.00537109375, 0.01953125]","[0.00146484375, 0.472412109375, 0.2021484375, 0.114990234375, 0.208984375]",0.472412109375,1.2628859922862286,304569898767294167662792685401567836432239/4609858700615262429909331710203538903662592,5305050564410629237609909080883453550507/192077445858969267912888821258480787652608,18603465340651979243662048474425540515339/1536619566871754143303110570067846301220864,0.012106747656822348,0.472412109375,-0.01934855528962422,0.03512639126801918,0.09998714645292531,"[""0"", ""24480841531171766344434873760851475171159/242624142137645391047859563694923100192768"", ""555766995889622576417196397675314820525/8899341120878884999824964691512623366144"", ""-2500870080262509036807955349413978595/96731968705205271737227877081658949632"", ""17178344513610358519946132954209392593/193463937410410543474455754163317899264""]","[""592457202638118662246900419397380913464189/4609858700615262429909331710203538903662592"", ""5305050564410629237609909080883453550507/192077445858969267912888821258480787652608"", ""304569898767294167662792685401567836432239/4609858700615262429909331710203538903662592"", ""79070963020345421433891148836561497487501/512206522290584714434370190022615433740288"", ""20347956618645671048180440373831056306465/512206522290584714434370190022615433740288""]"
48,A,brightness_dark,T013-S1,1,2,1,1,"[0.0, 0.002862852963454085, 0.0005128629557548661, 0.001400234546915821, 0.001066970152589752]","[0.00048828125, 0.03271484375, 0.01611328125, 0.00732421875, 0.009765625]","[0.000732421875, 0.432373046875, 0.237060546875, 0.114013671875, 0.2158203125]",0.432373046875,1.2875449013889406,4259114382849533595248371337095302220299821/68411348777293653929205369953481305893109760,50892128990486692859790082307243768091299701/1641872370655047694300928878883551341434634240,6713176981454818738188670004508289823073637/820936185327523847150464439441775670717317120,0.008177465071510405,0.432373046875,-0.02841544604323962,0.02805134726646906,0.09521573015709578,"[""0"", ""158394148892572255737669762343295060135722103/1641872370655047694300928878883551341434634240"", ""1315552539819145045762168527801122195/20173896912650651799006768473925746688"", ""-8312549584798365470065604237264390557/307822461247829222553053140414428610560"", ""184890718414855556939856012252114483/2094030348624688588796279866764820480""]","[""17440523156921579049788320387544902352251817/136822697554587307858410739906962611786219520"", ""50892128990486692859790082307243768091299701/1641872370655047694300928878883551341434634240"", ""4259114382849533595248371337095302220299821/68411348777293653929205369953481305893109760"", ""84541331974131476498098132144594171749091519/547290790218349231433642959627850447144878080"", ""4287898863559755355744494821084023182496465/109458158043669846286728591925570089428975616""]"
48,A,brightness_dark,T013-S2,0,2,1,1,"[0.0, 0.0030282127040072377, 0.0003689445865222988, 0.0013200111236573114, 0.00112684327651852]","[0.00048828125, 0.037109375, 0.01708984375, 0.0068359375, 0.013671875]","[0.000732421875, 0.45654296875, 0.219482421875, 0.12060546875, 0.20263671875]",0.45654296875,1.274677202017195,663199068429234239745793807346184819416531/10167510484880467516707083879240635829452800,1263044368784413307392809015030907279004431/42025710004172599069055946700861294761738240,29050583968692670906889756281091592279991319/2521542600250355944143356802051677685704294400,0.011520957038682722,0.45654296875,-0.023607395465707892,0.031383867771848,0.09853033233288477,"[""0"", ""83861851227820940727040464657705727726232399/840514200083451981381118934017225895234764800"", ""14808622440007048106157551877556162245787579/229231145477305085831214254731970698700390400"", ""-486685243190895300256630924367853187/20820910498353726257778555807533629440"", ""18375183059469440413256229503910499003/208209104983537262577785558075336294400""]","[""109122738603509206874896644958323873306321019/840514200083451981381118934017225895234764800"", ""1263044368784413307392809015030907279004431/42025710004172599069055946700861294761738240"", ""663199068429234239745793807346184819416531/10167510484880467516707083879240635829452800"", ""386308845410567416490347546325505183625613677/2521542600250355944143356802051677685704294400"", ""104833246095757469350458297182946029020257179/2521542600250355944143356802051677685704294400""]"
48,A,brightness_dark,T013-S2,1,2,1,1,"[0.0, 0.002750171286202505, 0.0005257345591238304, 0.0015006252847770021, 0.0009761152882363321]","[0.00146484375, 0.033203125, 0.0166015625, 0.00537109375, 0.0126953125]","[0.001708984375, 0.4453125, 0.2216796875, 0.107666015625, 0.2236328125]",0.4453125,1.280006682792624,80931767568025073689078581512836384031/1287425070164066909822598552334893056000,504031753095420566797213700163045373979/17656115247964346191852780146307104768000,269586092796685350690010677188738771029/30898201683937605835742365256037433344000,0.008724976798142572,0.4453125,-0.02418644082821691,0.031426539117128935,0.09623594324676621,"[""0"", ""6023246532114006670549124774394408492973/61796403367875211671484730512074866688000"", ""339359376059371749327269635856427901601/5373600292858714058389976566267379712000"", ""-424721478406667198370965620835688399/14329600780956570822373270843379679232"", ""47687603013222921471035681913190703921/537360029285871405838997656626737971200""]","[""15574715335895957308678745449930134603799/123592806735750423342969461024149733376000"", ""504031753095420566797213700163045373979/17656115247964346191852780146307104768000"", ""80931767568025073689078581512836384031/1287425070164066909822598552334893056000"", ""9618969043576730947314161964818973522587/61796403367875211671484730512074866688000"", ""1535522214284895123446846203298757567323/41197602245250141114323153674716577792000""]"
48,A,brightness_dark,T013-S3,0,2,1,1,"[0.0, 0.002857491957329491, 0.00037806124833518695, 0.00148627952496026, 0.0010090739894829197]","[0.0009765625, 0.03662109375, 0.01416015625, 0.00732421875, 0.01611328125]","[0.001953125, 0.445068359375, 0.228271484375, 0.111083984375, 0.213623046875]",0.445068359375,1.2835261643650568,3496885424405160380591905400381432499043/55418882370702934631352378110641428234240,13462633967624721126255661264510052522569/463503379827697271462219889652637399777280,1858049869014474495758714457210471155249/169951239270155666202813959539300379918336,0.010932840954815903,0.4453125,-0.02428925087292581,0.030803557376749766,0.09569101243270288,"[""0"", ""32602693527244880426861253579336699701351/339902478540311332405627919078600759836672"", ""13142329896136265990719824198523720139857/212439049087694582753517449424125474897920"", ""-2857051407848567744902140828419548595/97869990941638736655809939268240932864"", ""8317475896693328947694737882210123061/97869990941638736655809939268240932864""]","[""159282344138136284697932769399915268317131/1274634294526167496521104696544752849387520"", ""13462633967624721126255661264510052522569/463503379827697271462219889652637399777280"", ""3496885424405160380591905400381432499043/55418882370702934631352378110641428234240"", ""785967469644416275462408104056177457325049/5098537178104669986084418786179011397550080"", ""203830469714306167261573707625924712405729/5098537178104669986084418786179011397550080""]"
48,A,brightness_dark,T013-S3,1,2,1,1,"[0.0, 0.0029245268003244593, 0.0005152771918325819, 0.0013308097117809314, 0.0010969480410393004]","[0.00048828125, 0.037109375, 0.0185546875, 0.0068359375, 0.01220703125]","[0.000732421875, 0.4541015625, 0.21435546875, 0.11669921875, 0.214111328125]",0.4541015625,1.2745930235078113,88514169629679472451723382507929618455594321/1360215027032013702574347983979711911952384000,257946186491961437780940916726226276082509111/8705376173004887696475827097470156236495257600,87999705053860402957343988346085578775473441/9672640192227652996084252330522395818328064000,0.009097795772923677,0.4541015625,-0.02340499638634189,0.031767090764407285,0.09845650220116867,"[""0"", ""1471072308853553892853496473370441305120543771/14508960288341479494126378495783593727492096000"", ""37769663564088496697500602151167204015725771/572722116645058401083935993254615541874688000"", ""-41806811925818563736875475130239314471/1764210026360655357257019620586631987200"", ""11397673360537281206074574447713677205103/123494701845245875007991373441064239104000""]","[""1425736964755117216866298500935613823943544217/10881720216256109620594783871837695295619072000"", ""257946186491961437780940916726226276082509111/8705376173004887696475827097470156236495257600"", ""88514169629679472451723382507929618455594321/1360215027032013702574347983979711911952384000"", ""6734412420978232232044402310609116151889576583/43526880865024438482379135487350781182476288000"", ""3371459210404358004425505062377032969804352079/87053761730048876964758270974701562364952576000""]"
48,A,contrast_low,T013-S0,0,2,2,2,"[0.0, 0.0020479287786042944, 0.0011310023839255312, 0.0008441685404177057, 0.0007911961721945862]","[0.00048828125, 0.0029296875, 0.01220703125, 0.0087890625, 0.0009765625]","[0.000732421875, 0.19775390625, 0.470947265625, 0.32958984375, 0.0009765625]",0.470947265625,1.0530039940510505,24324603695304078427446506597090604634181/534143966343986930566734473720236836126720,24324603695304078427446506597090604634181/534143966343986930566734473720236836126720,9187423364114245832563939036222858271937/178047988781328976855578157906745612042240,0.05160082642325071,0.470947265625,0.0,0.0,0.0,"[""0"", ""-281673367434265162811007834266288902813/22255998597666122106947269738343201505280"", ""3695193595225842686540952454635951642727/48558542394907902778794043065476076011520"", ""934632818224395146732761420880492375299/38153140453141923611909605265731202580480"", ""251250365289717467580849665930888093/30968458160017795139537017261145456640""]","[""4640838088770596284242641685577576621727/38153140453141923611909605265731202580480"", ""231393206649066812538261843937022601199/1723045052722538485699143463613667213312"", ""24324603695304078427446506597090604634181/534143966343986930566734473720236836126720"", ""28276965167288744296928924410970521/291094244614565901760228318626447360"", ""4331297638733664364183034897150722491151/38153140453141923611909605265731202580480""]"
48,A,contrast_low,T013-S0,1,2,2,2,"[0.0, 0.002064229111664587, 0.0011391559610352585, 0.0010181854157751218, 0.000794421288887877]","[0.00048828125, 0.01171875, 0.02685546875, 0.01416015625, 0.00146484375]","[0.000244140625, 0.17822265625, 0.486572265625, 0.333740234375, 0.001220703125]",0.486572265625,1.0343600142603866,143656686100800724564362437660338591647/3053302972479969352148502469794259271680,143656686100800724564362437660338591647/3053302972479969352148502469794259271680,396983289557970469505894038374707129/7466809796160511967756680178832506880,0.05316638569822713,0.486572265625,0.0,0.0,0.0,"[""0"", ""-51406033396346866594715200700402552453/3663963566975963222578202963753111126016"", ""290192414781718076695216809967719833/3266729285820223985893547578239221760"", ""124279707306779729372147379390704495/3484511238208238918286450750121836544"", ""481687475488488445654348723411227869/31360601143874150264578056751096528896""]","[""1244669589350339660746475248130502186673/9159908917439908056445507409382777815040"", ""915456448560804551488842166587672378537/6106605944959938704297004939588518543360"", ""143656686100800724564362437660338591647/3053302972479969352148502469794259271680"", ""333807021370051798967070118020795543797/3330875969978148384162002694321010114560"", ""13247720470616923926939210702009672559231/109918907009278896677346088912593333780480""]"
48,A,contrast_low,T013-S1,0,2,2,2,"[0.0, 0.00212293368309924, 0.0011463554498439559, 0.0009349891669949338, 0.000758552483043621]","[0.0, 0.01025390625, 0.0166015625, 0.0048828125, 0.00146484375]","[0.00048828125, 0.193115234375, 0.49072265625, 0.314453125, 0.001220703125]",0.49072265625,1.0426146515025723,6492783009953801374686082644544022900861/144058084394226950934666615943860590739456,6492783009953801374686082644544022900861/144058084394226950934666615943860590739456,839891760969386872285230571663091524967/13719817561354947708063487232748627689472,0.06121741467868618,0.49072265625,0.0,0.0,0.0,"[""0"", ""-981904150640057758258590491415579930611/164637810736259372496761846792983532273664"", ""34158860154817829385310560907481831447/370805880036620208326040195479692640256"", ""1536181394053887010765435441716435647/49709483917952709087186547944741404672"", ""366933374406197479809844785833356249/24182992176301317934306969270414737408""]","[""39527000360201056181758471114201428836041/288116168788453901869333231887721181478912"", ""18331258943920514337204890877412752762049/128051630572646178608592547505653858435072"", ""6492783009953801374686082644544022900861/144058084394226950934666615943860590739456"", ""30623293000264727067362007294012967826029/288116168788453901869333231887721181478912"", ""141186169227010519708048113798324588295/1157093047343188360921016995533016793088""]"
48,A,contrast_low,T013-S1,1,2,2,2,"[0.0, 0.001988365236223322, 0.001125362587168909, 0.0009294264899456979, 0.0008276336045085338]","[0.0, 0.005859375, 0.0205078125, 0.01318359375, 0.00146484375]","[0.00048828125, 0.17919921875, 0.46826171875, 0.350830078125, 0.001220703125]",0.46826171875,1.0427627238086226,1219607109707969477622004435753981382323577/25654255791485120223452013732555489709916160,1219607109707969477622004435753981382323577/25654255791485120223452013732555489709916160,67875402399401070321772703593372225939/1546928110919266776619151816965478154240,0.04387754150971237,0.46826171875,0.0,0.0,0.0,"[""0"", ""-3636928797139972586532584159734128698471/174518746880851157982666760085411494625280"", ""7248315297378766888376957323106230204001/99003399098833073703625716285790601871360"", ""6998288057390598524779528417181705407/238562407467067647478616183821182173184"", ""1532177498275453759540878830464054153/183509544205436651906627833708601671680""]","[""24782614489129939580581468016831066271482689/205234046331880961787616109860443917679329280"", ""5811928550913309468468757397735680324176917/41046809266376192357523221972088783535865856"", ""1219607109707969477622004435753981382323577/25654255791485120223452013732555489709916160"", ""2345252783099636827838282952146466377295953/25654255791485120223452013732555489709916160"", ""46138104911974787281795963114681541527322027/410468092663761923575232219720887835358658560""]"
48,A,contrast_low,T013-S2,0,2,2,2,"[0.0, 0.0021536584218402074, 0.001241924927090615, 0.0008392546741540308, 0.0008346675614272635]","[0.00048828125, 0.0009765625, 0.0107421875, 0.0078125, 0.00146484375]","[0.000732421875, 0.21337890625, 0.458984375, 0.32568359375, 0.001220703125]",0.458984375,1.065870073013623,762691914018092737448096429097746845629851/15759641251564724650895980012822985535651840,762691914018092737448096429097746845629851/15759641251564724650895980012822985535651840,95271856742828994892580437304426156174359/1790868324041445983056361365093521083596800,0.053198694434345314,0.458984375,0.0,0.0,0.0,"[""0"", ""-214608379445324781769846124305981448052107/29320262793608790048178567465717182391910400"", ""554628650971267120115609377670965038551659/7163473296165783932225445460374084334387200"", ""105084216345737071229742867296089927/4337689687157026303703865793236172800"", ""184681853573265405235726712730781643/22518006601762166502868224958896537600""]","[""103274736778900020922001930206972392210599/820814648518996075567498959001197163315200"", ""33571631201707879550459669628613359340344133/252154260025035594414335680205167768570429440"", ""762691914018092737448096429097746845629851/15759641251564724650895980012822985535651840"", ""2668473755591646487504673795627828366607017/26266068752607874418159966688038309226086400"", ""4634054881963812149411893456744295378019299/39399103128911811627239950032057463839129600""]"
48,A,contrast_low,T013-S2,1,2,2,2,"[0.0, 0.0019569148565863293, 0.001024278837624779, 0.0010304419084713446, 0.0007486306994216128]","[0.00048828125, 0.0107421875, 0.025390625, 0.01416015625, 0.0009765625]","[0.000244140625, 0.1611328125, 0.49853515625, 0.339111328125, 0.0009765625]",0.49853515625,1.016696932578858,34495927176393057911754631329555547747/772455042098440145893559131400935833600,34495927176393057911754631329555547747/772455042098440145893559131400935833600,198144288001938883712077459993949614733/3862275210492200729467795657004679168000,0.051302477737387275,0.49853515625,0.0,0.0,0.0,"[""0"", ""-259999753347133629761395955907619127/13434000732146785145974941415668449280"", ""613495827043542569604896585871621097/6996875381326450596861948653993984000"", ""140505408526096614709825455407185230811/3862275210492200729467795657004679168000"", ""17200922245805782305320428747717467/1119500061012232095497911784639037440""]","[""511129332410000787980676072048912584279/3862275210492200729467795657004679168000"", ""1171758522994603413074154818744706166583/7724550420984401458935591314009358336000"", ""34495927176393057911754631329555547747/772455042098440145893559131400935833600"", ""92655980970976043317712654160431838367/965568802623050182366948914251169792000"", ""451786150661970839027320592869287323129/3862275210492200729467795657004679168000""]"
48,A,contrast_low,T013-S3,0,2,2,2,"[0.0, 0.002198463798492665, 0.0010720892215757437, 0.0009238299950465184, 0.0007513548649467296]","[0.0, 0.0078125, 0.01513671875, 0.0068359375, 0.00048828125]","[0.00048828125, 0.1904296875, 0.487060546875, 0.3212890625, 0.000732421875]",0.487060546875,1.0400040988915424,6225691731603808401534205666380335596261/141404742048996706645310052272933519228928,6225691731603808401534205666380335596261/141404742048996706645310052272933519228928,1504317093785569266005988930098723079309/26554881135961822844189681178015684362240,0.05664936273235111,0.487060546875,0.0,0.0,0.0,"[""0"", ""-4332997883019322648282856668334524713797/282809484097993413290620104545867038457856"", ""2299203182995975733005140180597312806253/26554881135961822844189681178015684362240"", ""1080008273383704438857542459916562129/36080001543426389733953371165782179840"", ""6380161904052373597643648673705136301/432960018521116676807440453989386158080""]","[""15718254196644578025350278406860447906007/120344461318295069485370257253560441896960"", ""825417904902681620157120218489131545858269/5656189681959868265812402090917340769157120"", ""6225691731603808401534205666380335596261/141404742048996706645310052272933519228928"", ""569447210240478589720643868766241439743257/5656189681959868265812402090917340769157120"", ""43693834141850330567456430589943810063071/377079312130657884387493472727822717943808""]"
48,A,contrast_low,T013-S3,1,2,2,2,"[0.0, 0.0019138574697227155, 0.0011967529217009924, 0.0009397957710837755, 0.0008335480641933245]","[0.00048828125, 0.0107421875, 0.025390625, 0.01318359375, 0.0009765625]","[0.000732421875, 0.18359375, 0.4716796875, 0.343017578125, 0.0009765625]",0.4716796875,1.044719245858751,44081638196901881572501351240918184745492073/906810018021342468382898655986474607968256000,44081638196901881572501351240918184745492073/906810018021342468382898655986474607968256000,43548064188252552874004970323669570852991031/906810018021342468382898655986474607968256000,0.04802336026599523,0.4716796875,0.0,0.0,0.0,"[""0"", ""-92405364872866622036558944542059156704241/8096518018047700610561595142736380428288000"", ""623587613009167400920932606711404034231269/7954473842292477792832444350758549192704000"", ""66363671553716941761400835762483106143069/2185084380774319200922647363822830380646400"", ""2505806573122897364240112735093648702817/287511102733463052752979916292477681664000""]","[""115170626079946965277487668406018244647856739/906810018021342468382898655986474607968256000"", ""41840008981902675648527423398242956732910577/302270006007114156127632885328824869322752000"", ""44081638196901881572501351240918184745492073/906810018021342468382898655986474607968256000"", ""1346988784818532256002618076189556007109/13938914443269528842580217904366616576000"", ""35755770716105782330224784279844292213057307/302270006007114156127632885328824869322752000""]"
