client,bank,context,salt,train_half,point,BER256,BER4096,H1_H2_mean_abs_difference,H1_H2_vote_abs_difference,vote_frequencies,p_mode,vote_entropy,point_bootstrap_expected_regret_exact,BER_bootstrap_expected_regret_exact,top_mean_utility_margin_exact,top_mean_utility_margin,BER_replica_optimal_fraction,BER_minus_point_utility_p10,BER_minus_point_utility_median,BER_minus_point_utility_p90,final_mean_utilities_exact,final_expected_regrets_exact
2,B,clean,T013-S2,0,3,0,0,"[0.0, 0.0023455026093465265, 0.00038654029611519193, 0.0005036123791183736, 0.00021229060717342104]","[0.00830078125, 0.00634765625, 0.00146484375, 0.009765625, 0.00341796875]","[0.262451171875, 0.048095703125, 0.069580078125, 0.30078125, 0.319091796875]",0.319091796875,1.408319187160786,921696364723057665992341762010286135137511370727/20646930538284822153893111458834182093823121817600,56278992546617827170566847694041715561821982487/2491870927034375087538823796755849563047618150400,148529800019237856361225277359602980460889/25801443376111319399955723141727890545049600,0.005756646938471534,0.262451171875,-0.00970998351237259,0.013345606481997367,0.06892403715227902,"[""0"", ""-6075758285749999804847454600806567864009894177/79564279530962705795349177105334035043634380800"", ""-140083372570066065803679550981544593442453831/1664193097759180101297144142641448940155699200"", ""-1062564328452523228684505055939194481125634870281/48176171255997918359083926737279758218920617574400"", ""-148529800019237856361225277359602980460889/25801443376111319399955723141727890545049600""]","[""56278992546617827170566847694041715561821982487/2491870927034375087538823796755849563047618150400"", ""28601592987537417242796556897239100055119295513533/289057027535987510154503560423678549313523705446400"", ""91844417511451140039757330064271674194577502329/860288772428534256412212977451424253909296742400"", ""921696364723057665992341762010286135137511370727/20646930538284822153893111458834182093823121817600"", ""585168742001170873890950965639688384433862228187/20646930538284822153893111458834182093823121817600""]"
2,B,clean,T013-S2,1,3,0,0,"[0.0, 0.002078641318949904, 0.000544803055173134, 0.0003565730606674897, 6.759311364256044e-05]","[0.0, 0.009765625, 0.001953125, 0.00244140625, 0.00537109375]","[0.275390625, 0.04443359375, 0.06787109375, 0.355224609375, 0.257080078125]",0.355224609375,1.3929411541171424,337668263917255771817219445636920261016439/10102772081394853759060810705180330819584000,65778609791936183045549517439326807133363/3367590693798284586353603568393443606528000,2806648690828944453611417866378796792327/202055441627897075181216214103606616391680,0.013890488017628527,0.275390625,-0.012860947299584945,0.0072227113605217875,0.05091533228576226,"[""0"", ""-440848142833057975653800880840365954011869/6735181387596569172707207136786887213056000"", ""-477698936826353948193897100199892260802131/5051386040697426879530405352590165409792000"", ""-2806648690828944453611417866378796792327/202055441627897075181216214103606616391680"", ""-345024145229230098117759156366497129/22643261037986767993367593060243865600""]","[""65778609791936183045549517439326807133363/3367590693798284586353603568393443606528000"", ""114481072483386068348979983143803913655719/1347036277519313834541441427357377442611200"", ""164676243289788063646348964673966420429193/1443253154484979108437258672168618688512000"", ""337668263917255771817219445636920261016439/10102772081394853759060810705180330819584000"", ""468367578043887571401962403083954538089907/13470362775193138345414414273573774426112000""]"
2,B,clean,T013-S3,0,3,0,0,"[0.0, 0.002323136068825795, 0.000506561413499635, 0.0004275987819790583, 0.00012935418953235165]","[0.00927734375, 0.009765625, 0.00341796875, 0.01416015625, 0.00146484375]","[0.222900390625, 0.04736328125, 0.068603515625, 0.348876953125, 0.312255859375]",0.348876953125,1.393675624628183,3261841233161314251633390143945120327567/84903164297735508891736612290310447300608,1369714699506156788831319215820194000953/61849987236760966742324684449895027834880,35622766908605626586403184625755016781/6015683138647926555936249502050981773312,0.005921649476473612,0.222900390625,-0.012347338378807797,0.008817750677977238,0.057152277377720995,"[""0"", ""-61112423270507197131100810097646052579/859383305521132365133749928864425967616"", ""-263532087863284213624837985081721302621/3007841569323963277968124751025490886656"", ""-5628726519344996020968285712781997847721/345901780472255776966334346367931451965440"", ""-35622766908605626586403184625755016781/6015683138647926555936249502050981773312""]","[""1369714699506156788831319215820194000953/61849987236760966742324684449895027834880"", ""1741932359035333279871534510650035541092371/18678696145501811956182054703868298406133760"", ""256273513110231789604662786316898484695527/2334837018187726494522756837983537300766720"", ""3261841233161314251633390143945120327567/84903164297735508891736612290310447300608"", ""74894647214582831539691470205809702198973/2668385163643115993740293529124042629447680""]"
2,B,clean,T013-S3,1,3,0,0,"[0.0, 0.0020972269915079133, 0.00042261530972550435, 0.00043385749156384643, 0.00015340604251855308]","[0.0029296875, 0.009765625, 0.00146484375, 0.0087890625, 0.00244140625]","[0.3251953125, 0.044921875, 0.070068359375, 0.29541015625, 0.264404296875]",0.3251953125,1.402898998461132,34538327984600484572930421752655504715411/869728273635033161369228644917197144064000,17321942270469217275421217474560500972371/869728273635033161369228644917197144064000,21310442048060381007975675921804212907/1438756449354893567194753755032584192000,0.01481170913785687,0.3251953125,-0.009839098872996777,0.011877822471398423,0.06224523344931694,"[""0"", ""-15351166556111646749193186359074028163869/217432068408758290342307161229299286016000"", ""-632220105866925485006871253236019420849/6957826189080265290953829159337577152512"", ""-53801205356660210304716263369046886697/2717900855109478629278839515366241075200"", ""-21310442048060381007975675921804212907/1438756449354893567194753755032584192000""]","[""17321942270469217275421217474560500972371/869728273635033161369228644917197144064000"", ""78726608494915804272193962910856613627847/869728273635033161369228644917197144064000"", ""1505460242247420357832501939516608259039/13589504275547393146394197576831205376000"", ""34538327984600484572930421752655504715411/869728273635033161369228644917197144064000"", ""12081641795408687037897005427716459069861/347891309454013264547691457966878857625600""]"
2,B,brightness_dark,T013-S0,0,1,1,1,"[0.0, 0.0014209180272446538, 0.002896642798662102, 0.00036035810172562805, 0.0016466590160092048]","[0.0, 0.01220703125, 0.013671875, 0.001953125, 0.00048828125]","[0.0, 0.804443359375, 0.19140625, 0.0029296875, 0.001220703125]",0.804443359375,0.5167908959746005,6695354211426153592601544225099260020433/576781289589573366370018168864386318336000,6695354211426153592601544225099260020433/576781289589573366370018168864386318336000,9037852481629726027440091064395877042062931/98437340089953854527149767486188598329344000,0.09181325372435674,0.804443359375,0.0,0.0,0.0,"[""0"", ""5742470208146434561855500849658156999629397/18457001266866347723840581403660362186752000"", ""174571336618473786812311968736773263794829/795989272964586424747841785602603220992000"", ""-338219812672525975233819549679223185553/7439152083781181539699455940211245056000"", ""27382851662887534138656082890729293539/154982335078774615410405332087734272000""]","[""5956721542912071476818750264861333320283253/18457001266866347723840581403660362186752000"", ""6695354211426153592601544225099260020433/576781289589573366370018168864386318336000"", ""30541578801139368721732263836438452256650489/295312020269861563581449302458565794988032000"", ""108733856590254407267956938901397455921429489/295312020269861563581449302458565794988032000"", ""35469346783251738798842877596335408203029/242855279827188785840007650048162660352000""]"
2,B,brightness_dark,T013-S0,1,1,1,1,"[0.0, 0.0013456939012303664, 0.00273546883027497, 0.0003918435819139389, 0.0015411474761395266]","[0.0, 0.017578125, 0.0185546875, 0.00146484375, 0.00048828125]","[0.0, 0.79443359375, 0.20166015625, 0.002685546875, 0.001220703125]",0.79443359375,0.5297991703999855,13250276863186861608023050231408622081/1121047899003174169530458950105993052160,13250276863186861608023050231408622081/1121047899003174169530458950105993052160,7623791410252449637209272044791293301901/91314447046076732354481019935906343157760,0.08348943301825536,0.79443359375,0.0,0.0,0.0,"[""0"", ""20434424072834806350129503622853588665953/66963927833789603726619414619664651649024"", ""6957957986867035913832517557815612614637/31389341172088876746852850602967805460480"", ""-684796642064184020711176132627157/15406072481761716577214608346972160"", ""2850186956456430155896606184427739811/15796359651299680063837378425095454720""]","[""318388609161937523252731207350145955373871/1004458917506844055899291219294969774735360"", ""13250276863186861608023050231408622081/1121047899003174169530458950105993052160"", ""31911317860730791336696881833348783901829/334819639168948018633097073098323258245120"", ""40337399356558831393771225117665130154727/111606546389649339544365691032774419415040"", ""137150920974786042499577813294754836272003/1004458917506844055899291219294969774735360""]"
2,B,brightness_dark,T013-S1,0,1,1,1,"[0.0, 0.001521945971826147, 0.0028270743325446357, 0.0003438015693591329, 0.0016464729149408266]","[0.0, 0.0029296875, 0.00439453125, 0.001953125, 0.00048828125]","[0.0, 0.8193359375, 0.176513671875, 0.0029296875, 0.001220703125]",0.8193359375,0.49467682497063514,159578792827725636749856032857054957195/16018209442777585466736578770490961690624,159578792827725636749856032857054957195/16018209442777585466736578770490961690624,10138674060450235931782157674402237354991/109839150464760586057622254426223737307136,0.09230473849761794,0.8193359375,0.0,0.0,0.0,"[""0"", ""34366240057464372207232445378935232239085/109839150464760586057622254426223737307136"", ""448658629574335856952783105639499905261/2034058341940010852918930637522661801984"", ""-2161940384612128712294064376293445/48560225253617104285756966406455296"", ""1626292553574310213937988347465732605/9190022629247036986079505892421664768""]","[""248223462457981436014620207229685263618955/768874053253324102403355780983566161149952"", ""159578792827725636749856032857054957195/16018209442777585466736578770490961690624"", ""78630500478882482086468193297954299430297/768874053253324102403355780983566161149952"", ""282454355286983730113401593654062411203295/768874053253324102403355780983566161149952"", ""112161322255740346275712350127312210954235/768874053253324102403355780983566161149952""]"
2,B,brightness_dark,T013-S1,1,1,1,1,"[0.0, 0.001248774874658337, 0.0028060973709195503, 0.00040725057179764293, 0.0015424916319489552]","[0.0, 0.01123046875, 0.0126953125, 0.00146484375, 0.0]","[0.0, 0.778564453125, 0.21728515625, 0.002685546875, 0.00146484375]",0.778564453125,0.5520305827990485,318388283927758495127920161327021966298997/23602465421431896019980332024687162692730880,318388283927758495127920161327021966298997/23602465421431896019980332024687162692730880,18876849231512183185733667074252817622231343/226583668045746201791811187436996761850216448,0.08331072311752423,0.778564453125,0.0,0.0,0.0,"[""0"", ""4988511141691239365341001421752342423968357/16419106380126536361725448364999765351464960"", ""6574290068924594744206862177095987872175261/29813640532335026551554103610131152875028480"", ""-2185362915506409903783324228734157947377/48277084426161461156477433723312899358720"", ""145083752057238928772056713999949311121/804618073769357685941290562055214989312""]","[""119829968801742641324889755281536227212056163/377639446742910336319685312394994603083694080"", ""318388283927758495127920161327021966298997/23602465421431896019980332024687162692730880"", ""109666883786093323694808503114961142493508571/1132918340228731008959055937184983809251082240"", ""102693454485854211296688133880078291546816137/283229585057182752239763984296245952312770560"", ""51736360611198122495012657132800017530526023/377639446742910336319685312394994603083694080""]"
2,B,brightness_dark,T013-S2,0,1,1,1,"[0.0, 0.0013433409191481347, 0.002857609537129424, 0.0003668198723900781, 0.0015399071749414245]","[0.0, 0.0185546875, 0.02001953125, 0.001953125, 0.00048828125]","[0.0, 0.79345703125, 0.202392578125, 0.0029296875, 0.001220703125]",0.79345703125,0.5321797475862672,53909934592867560800025885573291446559821/4374502215331289852395936450684941395558400,53909934592867560800025885573291446559821/4374502215331289852395936450684941395558400,96703125525621366416081678174447521510631357/1122882977251489799531137580115601301019033600,0.08612039498748494,0.79345703125,0.0,0.0,0.0,"[""0"", ""116918149294018206068412858065019088958726471/374294325750496599843712526705200433673011200"", ""126519582846829308659938693237355450879257/559204669945961055543395209220916982579200"", ""-37047237231277460043036240436962737/829383292764274903030947985647206400"", ""4328932594412153918519381534584964569/24052115490163972187897491583768985600""]","[""33907101611632013904505405340545939231760732321/104428116884388551356395794950750920994770124800"", ""53909934592867560800025885573291446559821/4374502215331289852395936450684941395558400"", ""10280328632483721488113814010629232912764763113/104428116884388551356395794950750920994770124800"", ""1285724669630002343038348059999953496672696571/3480937229479618378546526498358364033159004160"", ""539713804108933310434759700985787624116816073/3729575603013876834156992676812532892670361600""]"
2,B,brightness_dark,T013-S2,1,1,1,1,"[0.0, 0.0014230331279945425, 0.002774737011247388, 0.00038529079036392854, 0.0016503502386343294]","[0.0, 0.01416015625, 0.01611328125, 0.00146484375, 0.00048828125]","[0.0, 0.805908203125, 0.189697265625, 0.002685546875, 0.001708984375]",0.805908203125,0.5160294071667993,286296252789496695039676628354934989873/25772377758660341222093904860153905152000,286296252789496695039676628354934989873/25772377758660341222093904860153905152000,150118414882282716304422549513449985798221/1683795346899142293176801784196721803264000,0.0891547866305362,0.805908203125,0.0,0.0,0.0,"[""0"", ""1535141320804694095394965218095092651499839/5051386040697426879530405352590165409792000"", ""183488849147132264289867653848907762873/854429303230281948499730269382639616000"", ""-812705207567074720481865475275630733/17964348031122879337707863745232896000"", ""3178220516734821554930857476822601681/17964348031122879337707863745232896000""]","[""530418462117145149207580612417553303171649/1683795346899142293176801784196721803264000"", ""286296252789496695039676628354934989873/25772377758660341222093904860153905152000"", ""506469310193589501141044267697917215409771/5051386040697426879530405352590165409792000"", ""3639559114629234809475354698625353755023701/10102772081394853759060810705180330819584000"", ""12131706928017901600043678065628712245833/87850192012129163122267919175481137561600""]"
2,B,brightness_dark,T013-S3,0,1,1,1,"[0.0, 0.0012400956754756946, 0.0028195886627690437, 0.000370522648137397, 0.00151418938146872]","[0.0, 0.0126953125, 0.013671875, 0.00146484375, 0.00048828125]","[0.0, 0.802734375, 0.193359375, 0.002685546875, 0.001220703125]",0.802734375,0.5182019728260581,12066146935841708188026394471477176461/1057444301715455839910668857782399139840,12066146935841708188026394471477176461/1057444301715455839910668857782399139840,225413375068528796713111928937173384993/2537866324117094015785605258677757935616,0.08882003473801897,0.802734375,0.0,0.0,0.0,"[""0"", ""12377038848880841523320681644149012727303/40605861185873504252569684138844126969856"", ""8770424847784380775910890781154238567415/40605861185873504252569684138844126969856"", ""-6641651824292848029678231481351165/137692262153567458630701227653988352"", ""250866230765371591876034807074863989/1445768752612458315622362890366877696""]","[""9171699208012259369814925137038383073861/29004186561338217323264060099174376407040"", ""12066146935841708188026394471477176461/1057444301715455839910668857782399139840"", ""1271860638572744481821876378343593042497/12689331620585470078928026293388789678080"", ""5285364978270213171513248103713799612643/14502093280669108661632030049587188203520"", ""28972749669704682941552908001745531541757/203029305929367521262848420694220634849280""]"
2,B,brightness_dark,T013-S3,1,1,1,1,"[0.0, 0.0015275622810478893, 0.0028150679524049536, 0.00038049203582241027, 0.0016771488517963052]","[0.0, 0.0146484375, 0.01611328125, 0.001953125, 0.00048828125]","[0.0, 0.79541015625, 0.200439453125, 0.0029296875, 0.001220703125]",0.79541015625,0.5294995511651849,1365046501397412889065224169764665127/113245868962894942886618313140260044800,1365046501397412889065224169764665127/113245868962894942886618313140260044800,2347871194012023671530539016539470759047/27179008551094786292788395153662410752000,0.08638546139746699,0.79541015625,0.0,0.0,0.0,"[""0"", ""16945079416588151691233549945684819573377/54358017102189572585576790307324821504000"", ""942256694504931103705574762508144465791/4181385930937659429659753100563447808000"", ""-194414798491169432796745137792599977/4677165470847493769194354698616832000"", ""1722070641558411086938362145748902719/9354330941694987538388709397233664000""]","[""17600301737258909877984857547171858834337/54358017102189572585576790307324821504000"", ""1365046501397412889065224169764665127/113245868962894942886618313140260044800"", ""2675482354347402764906192817282990389527/27179008551094786292788395153662410752000"", ""19859790525323281025948629538597455767031/54358017102189572585576790307324821504000"", ""1898337309790745762946508779556246283557/13589504275547393146394197576831205376000""]"
2,B,contrast_low,T013-S0,0,2,2,2,"[0.0, 0.000565716434146157, 0.008392364926987904, 0.0008235324759616322, 0.002817411089215955]","[0.00048828125, 0.00732421875, 0.00146484375, 0.00244140625, 0.0029296875]","[0.000244140625, 0.057861328125, 0.877685546875, 0.002685546875, 0.0615234375]",0.877685546875,0.4688735622978495,46916666953512733782220338420325204437/16021702488599260176944949135121842176000,46916666953512733782220338420325204437/16021702488599260176944949135121842176000,93151197496486596353694124081969518675577/696490613844013121654361562402277818368000,0.13374365087617512,0.877685546875,0.0,0.0,0.0,"[""0"", ""9729715867707518821464292538186856312733/922850063343317386192029070183018109337600"", ""5036869314913546192979618980742938544837/21765331682625410051698798825071181824000"", ""-63509576373330357560061106938088142824007/1538083438905528976986715116971696848896000"", ""3239458122892708658173984919133548321867/33166219706857767697826741066775134208000""]","[""10813282948442834602409586813825566303833/46142503167165869309601453509150905466880"", ""29505134728735596175246777676903495680561/131835723334759626598861295740431158476800"", ""46916666953512733782220338420325204437/16021702488599260176944949135121842176000"", ""1271857023964274532921142002196821058855321/4614250316716586930960145350915090546688000"", ""5045109467974682945380024236064813760828429/36914002533732695447681162807320724373504000""]"
2,B,contrast_low,T013-S0,1,2,2,2,"[0.0, 0.0005672141435208338, 0.008676574842665716, 0.0008188482883839884, 0.0033556610142902133]","[0.00048828125, 0.00341796875, 0.0009765625, 0.00244140625, 0.00048828125]","[0.000244140625, 0.053466796875, 0.9111328125, 0.003173828125, 0.031982421875]",0.9111328125,0.37177479340931363,416728521081170202154566709411596197/170076621001781950297208770063761408000,416728521081170202154566709411596197/170076621001781950297208770063761408000,1743936729905240488596055101999225300155/12555736468835550698741140241187122184192,0.13889561430616562,0.9111328125,0.0,0.0,0.0,"[""0"", ""539433141077812071205217693097617809157/61547727788409562248731079613662363648000"", ""4998228188764487096460065721534351480071/20926227448059251164568567068645203640320"", ""-6975252595137279632568664396425152071/165861776338646640670292473463502274560"", ""38024316875930210066292109453097863/380416918207905139152046957485096960""]","[""126237561649957856953329090236508856903747/523155686201481279114214176716130091008000"", ""9732190396063716347846779187614328442073/41852454896118502329137134137290407280640"", ""416728521081170202154566709411596197/170076621001781950297208770063761408000"", ""889432025262720158766336515121399144366157/3138934117208887674685285060296780546048000"", ""31691094575813157099998461334907624603613/224209579800634833906091790021198610432000""]"
2,B,contrast_low,T013-S1,0,2,2,2,"[0.0, 0.0006787812583070314, 0.008979654542518064, 0.0008970278892366384, 0.003234997891495805]","[0.0, 0.005859375, 0.00390625, 0.00244140625, 0.00048828125]","[0.0, 0.05859375, 0.91015625, 0.002197265625, 0.029052734375]",0.91015625,0.3681748166506884,133053844570156830685014740873829606499/48054628328332756400209736311472885071872,133053844570156830685014740873829606499/48054628328332756400209736311472885071872,7105054907925636532701229024928719282867/48054628328332756400209736311472885071872,0.1478537063980689,0.91015625,0.0,0.0,0.0,"[""0"", ""38360523758764605726352918668111509173/2669701573796264244456096461748493615104"", ""23968044573538480310542742241197836458029/96109256656665512800419472622945770143744"", ""-52067111424623220535362941310238691125/1157942851285126660246017742445129760768"", ""39188493002759868454378651370844971455/385980950428375553415339247481709920256""]","[""1864165558667599536300982440226576590079/7393019742820424061570728663303520780288"", ""30189132638524792821352796104218601507/126960708925581919155111588669677371392"", ""133053844570156830685014740873829606499/48054628328332756400209736311472885071872"", ""1586429028384584515352660880649739279689/5339403147592528488912192923496987230208"", ""3619054376247896681693121882901274444683/24027314164166378200104868155736442535936""]"
2,B,contrast_low,T013-S1,1,2,2,2,"[0.0, 0.00045424707722810153, 0.008115116573739927, 0.0007478490496399857, 0.002942708171614741]","[0.00048828125, 0.00244140625, 0.00341796875, 0.00244140625, 0.0029296875]","[0.000244140625, 0.051513671875, 0.878173828125, 0.003173828125, 0.06689453125]",0.878173828125,0.46808366185265904,1485519841748095542333091199492475901397/559742262958859194149731194261355636981760,1485519841748095542333091199492475901397/559742262958859194149731194261355636981760,3547138595076260249822763953861744507098195/28322958505718275223976398429624595231277056,0.1252389856928297,0.878173828125,0.0,0.0,0.0,"[""0"", ""2779526002210545334433699023535102534792131/566459170114365504479527968592491904625541120"", ""125432538539662865685402485331510795997955131/566459170114365504479527968592491904625541120"", ""-118355747253179248808548827306895879507/3079402504549393612861729311569341317120"", ""6543745242961169771700156869734106623753/68026800782318422538672747519213630914560""]","[""8462392307967462558282904908359812107344593/37763944674291033631968531239499460308369408"", ""31039089654325348259952468650465519768844191/141614792528591376119881992148122976156385280"", ""1485519841748095542333091199492475901397/559742262958859194149731194261355636981760"", ""12392295223540126197652078246443998795113421/47204930842863792039960664049374325385461760"", ""565985296729486544416377870086884966829513/4425462266518480503746312254628843004887040""]"
2,B,contrast_low,T013-S2,0,2,2,2,"[0.0, 0.0005872863557021988, 0.008561478012234574, 0.0007875883277684981, 0.0031521927723072397]","[0.00048828125, 0.00537109375, 0.00048828125, 0.00244140625, 0.001953125]","[0.000244140625, 0.058837890625, 0.900146484375, 0.002685546875, 0.0380859375]",0.900146484375,0.4037695528540487,4836908443444725112501723652874292030441057/1631689326318571114943684296105483140543283200,4836908443444725112501723652874292030441057/1631689326318571114943684296105483140543283200,7097739906040545614739679148515815058967/51593288000966645005491819898358412083200,0.137570993845315,0.900146484375,0.0,0.0,0.0,"[""0"", ""6134881752467756562909710038431422770220657/621595933835646139026165446135422148778393600"", ""146617067200234596788567636529643162206217/619119456011599740065901838780300944998400"", ""-834752994978787767404629436063689927/19378367273204161008666995485940121600"", ""82697427089835867310486523213261617091/833269792747778923372680805895425228800""]","[""18197497165100604881338219987290644001159347/75892526805514935578776013772348053048524800"", ""103487482606740729371347238862307961724992203/450121193467192031708602564442891900839526400"", ""4836908443444725112501723652874292030441057/1631689326318571114943684296105483140543283200"", ""10733342280622382645288321346553492118917789/37946263402757467789388006886174026524262400"", ""229310030711883020724258816403835459085331399/1631689326318571114943684296105483140543283200""]"
2,B,contrast_low,T013-S2,1,2,2,2,"[0.0, 0.0005483570749181901, 0.008504099490386772, 0.0008554419612492954, 0.003015297364911599]","[0.0, 0.0029296875, 0.001953125, 0.00244140625, 0.00244140625]","[0.0, 0.05224609375, 0.8955078125, 0.003173828125, 0.049072265625]",0.8955078125,0.4192365231143579,237464581798071692407320838658047093/99782436012512383050142330763870208000,237464581798071692407320838658047093/99782436012512383050142330763870208000,76901231466938161253996512388822764681/569619535486854632333153512921759744000,0.13500455422620042,0.8955078125,0.0,0.0,0.0,"[""0"", ""1720540953081747204868267866232543354169/180406644310622388554657334021077336064000"", ""199335942618592448893702064207592499307/854429303230281948499730269382639616000"", ""-13328207874781548400638911344069021993/331891329874995195764152782693177753600"", ""220720355895361910677285928053504211/2245543503890359917213482968154112000""]","[""49603979156252672467333117238812992997459/210474418362392786647100223024590225408000"", ""285580088265943804369920828369250154505571/1262846510174356719882601338147541352448000"", ""237464581798071692407320838658047093/99782436012512383050142330763870208000"", ""348337705901059826468429761097060586668119/1262846510174356719882601338147541352448000"", ""34699076381887659767843464100015262661357/252569302034871343976520267629508270489600""]"
2,B,contrast_low,T013-S3,0,2,2,2,"[0.0, 0.0006308124263947534, 0.008494866558608868, 0.0008625689720870954, 0.003133307174672385]","[0.0, 0.001953125, 0.00390625, 0.0029296875, 0.0029296875]","[0.0, 0.05322265625, 0.9052734375, 0.0029296875, 0.03857421875]",0.9052734375,0.3888618378974483,170853077856254896867760484383003129/67139320743838466026074213192533278720,170853077856254896867760484383003129/67139320743838466026074213192533278720,498348511885028712473988493341484812493/3625523320167277165408007512396797050880,0.13745560788781122,0.9052734375,0.0,0.0,0.0,"[""0"", ""140774534751839212375009898928311681/19387825241536241526246029478057738240"", ""71433926908739392129303056589317682469/302126943347273097117333959366399754240"", ""-939572974088824359547363631741706653/23390473033337272034890371047721271296"", ""210474258662665098579265798082303447/2126406639394297457717306458883751936""]","[""144405531518185078330415957538082393099/604253886694546194234667918732799508480"", ""840108351110516537268368894128900074247/3625523320167277165408007512396797050880"", ""170853077856254896867760484383003129/67139320743838466026074213192533278720"", ""1012067000092878245712337108148458889809/3625523320167277165408007512396797050880"", ""507574578089266476904847559498166981459/3625523320167277165408007512396797050880""]"
2,B,contrast_low,T013-S3,1,2,2,2,"[0.0, 0.0004977404830281333, 0.008571614074919387, 0.0007774213067344973, 0.0030325581170418045]","[0.00048828125, 0.005859375, 0.00146484375, 0.001953125, 0.001953125]","[0.000244140625, 0.0576171875, 0.891357421875, 0.0029296875, 0.0478515625]",0.891357421875,0.4315217310705616,1451901364535761052570571602173815667/522673241367207428707469137570430976000,1451901364535761052570571602173815667/522673241367207428707469137570430976000,20201589766724080351187306134877423423/149335211819202122487848325020123136000,0.13527680123547714,0.891357421875,0.0,0.0,0.0,"[""0"", ""1471599128890311128417839592184894251/121334859603101724521376764078850048000"", ""34907071940144428513154821297293368849/149335211819202122487848325020123136000"", ""-35133644282209483797499701446019569/814327916799340433029374255562752000"", ""2450913695570058026994585860402657571/24889201969867020414641387503353856000""]","[""247253306310082521697224892285401213277/1045346482734414857414938275140861952000"", ""3049473879595357935681125565385507616489/13589504275547393146394197576831205376000"", ""1451901364535761052570571602173815667/522673241367207428707469137570430976000"", ""3800603237812584647676598617441390340073/13589504275547393146394197576831205376000"", ""28862986219228016912690457229697919059/209069296546882971482987655028172390400""]"
2,B,gaussian_noise,T013-S0,0,3,0,0,"[0.0, 0.0014134410573603518, 0.008371099233501331, 0.0017128409926593972, 0.004409736474504977]","[0.02001953125, 0.0048828125, 0.0205078125, 0.01123046875, 0.005859375]","[0.282470703125, 0.08642578125, 0.07177734375, 0.401611328125, 0.15771484375]",0.401611328125,1.4154519356117496,93766711033408548156808995925977983096089/3076166877811057953973430233943393697792000,53788144000590109453763339692528367062714103/2362496162158892508651594419668526359904256000,18224690073067655530665969178622723955082249/2362496162158892508651594419668526359904256000,0.007714167059815919,0.282470703125,-0.03361859853861564,0.002483785174512435,0.05877101327128289,"[""0"", ""-178250272525473475987639455746037658726837/3145800482235542621373627722594575712256000"", ""-139026161675128986197946736637288513820311447/1181248081079446254325797209834263179952128000"", ""-18224690073067655530665969178622723955082249/2362496162158892508651594419668526359904256000"", ""-224308100436797985495738889253597312850348601/4724992324317785017303188839337052719808512000""]","[""53788144000590109453763339692528367062714103/2362496162158892508651594419668526359904256000"", ""6255136622240689664016019031926754958885623/78749872071963083621719813988950878663475200"", ""110613489116949360616552270989035131567778999/787498720719630836217198139889508786634752000"", ""93766711033408548156808995925977983096089/3076166877811057953973430233943393697792000"", ""331884388437978204403265568638654046975776807/4724992324317785017303188839337052719808512000""]"
2,B,gaussian_noise,T013-S0,1,3,0,0,"[0.0, 0.001210924772948218, 0.008312538212822865, 0.0015680001554770361, 0.004316311320740074]","[0.02978515625, 0.00439453125, 0.0029296875, 0.00244140625, 0.02001953125]","[0.352783203125, 0.088134765625, 0.0390625, 0.333740234375, 0.186279296875]",0.352783203125,1.3875864758362868,3295822295237186205875705566183289608074821/100445891750684405589929121929496977473536000,111410135131150547256497337050493314508581/6277868234417775349370570120593561092096000,545318966896856738656485828243386153491/36196717747994380392767251145764676567040,0.015065425840360133,0.352783203125,-0.0227073371604506,0.009199311190932254,0.06344909854144742,"[""0"", ""-3157705583606482378457857851118777891/53230467276462324107010663449653936128"", ""-9976878576253753892903411643135503287/80796244973201741948141185593224724480"", ""-545318966896856738656485828243386153491/36196717747994380392767251145764676567040"", ""-109131121021169098750664874583383204151/2262294859249648774547953196610292285440""]","[""111410135131150547256497337050493314508581/6277868234417775349370570120593561092096000"", ""967644074795480125531741894733628364056787/12555736468835550698741140241187122184192000"", ""886613600506067224735092421722121919908481/6277868234417775349370570120593561092096000"", ""3295822295237186205875705566183289608074821/100445891750684405589929121929496977473536000"", ""29589213997492485449256597429955836144829/448419159601269667812183580042397220864000""]"
2,B,gaussian_noise,T013-S1,0,3,0,0,"[0.0, 0.00117415365936633, 0.008182810162624085, 0.0015244296461487377, 0.0041515250465193575]","[0.0263671875, 0.00244140625, 0.01708984375, 0.00146484375, 0.00830078125]","[0.31982421875, 0.103759765625, 0.064697265625, 0.361572265625, 0.150146484375]",0.361572265625,1.429348393641572,2811839434425282602668395162346864567213/96109256656665512800419472622945770143744,239541660256548532463315777432614705105139/12301984852053185638453692495737058578399232,234646758966642574421518135180865418125/23980477294450654265991603305530328612864,0.009784907785006531,0.31982421875,-0.027270133165785845,0.004694772513337105,0.056399427920766534,"[""0"", ""-1733207739579841347828536023409733630235/35970715941675981398987404958295492919296"", ""-4292841304073275660193878390298775457495/35970715941675981398987404958295492919296"", ""-234646758966642574421518135180865418125/23980477294450654265991603305530328612864"", ""-60365909203815646249238561029084750803/1262130383918455487683768595027912032256""]","[""239541660256548532463315777432614705105139/12301984852053185638453692495737058578399232"", ""832298707192854273420675097438743606645509/12301984852053185638453692495737058578399232"", ""58885978836193407181021454721199859019601/424206374208730539257023879163346847531008"", ""2811839434425282602668395162346864567213/96109256656665512800419472622945770143744"", ""206982044316534909113661007945775942795495/3075496213013296409613423123934264644599808""]"
