bank,target,estimator,stratum,n,L1_mean,L1_median,JS_mean,JS_median,top_class_agreement,top_class_in_true_argmax,spearman_mean,spearman_median,spearman_valid
B,brightness_dark,pi_source_state_soft,quartile_2,25,1.464882160276817,1.4616983426464605,0.39576772357442086,0.3969954630736414,0.12,0.12,0.22617133896546845,0.3027495893961478,25
B,brightness_dark,pi_source_state_soft,quartile_3,25,1.2211364808441623,1.2712645317094624,0.3110261264325564,0.31638587763743464,0.32,0.32,0.2322244325103889,0.2472066162365221,25
B,brightness_dark,pi_source_state_soft,quartile_4,25,1.1035663289699085,1.1675886731342873,0.27047867437447776,0.2717221602040081,0.24,0.24,0.20680402058399636,0.24580394711961082,25
B,brightness_dark,pi_source_state_soft,context_True,100,1.3083136651673075,1.298764009812854,0.34060186390775643,0.3262383619942417,0.29,0.29,0.2389516785349835,0.30707458353037853,100
B,brightness_dark,pi_source_state_soft,context_False,0,,,,,,,,,0
B,contrast_low,pi_zero_soft,all,100,1.451653724970962,1.4703784504810051,0.38808321575027477,0.38032162017992877,0.24,0.24,0.12812836064940378,0.1692137165282319,100
B,contrast_low,pi_zero_soft,quartile_1,25,1.5858664329018015,1.6532006482118122,0.43725940595167045,0.44741915288319023,0.4,0.4,0.14840218948964343,0.2901294265928297,25
B,contrast_low,pi_zero_soft,quartile_2,25,1.5792331618357105,1.6212172780630627,0.4398940483001161,0.45456495732051194,0.16,0.16,0.04611842822543902,0.1565900178643122,25
B,contrast_low,pi_zero_soft,quartile_3,25,1.3473533676470248,1.3135583803751927,0.3524444082062887,0.35696839124462576,0.28,0.28,0.22825891216445973,0.1565900178643122,25
B,contrast_low,pi_zero_soft,quartile_4,25,1.294161937499311,1.252842840838685,0.32273500054302395,0.30814023916653244,0.12,0.12,0.08973391271807288,0.14167668282961582,25
B,contrast_low,pi_zero_hard,all,100,1.5309999999999997,1.7000000000000002,0.4795200212223116,0.5188919782723467,0.2,0.2,0.07625594798838345,0.09501921188046475,100
B,contrast_low,pi_zero_hard,quartile_1,25,1.4960000000000002,2.0,0.47311293538173055,0.6931471805599452,0.32,0.32,0.0947068686078617,-0.16563466499998444,25
B,contrast_low,pi_zero_hard,quartile_2,25,1.672,1.9,0.5365902615392768,0.6093722537889048,0.12,0.12,0.020463289032302812,0.0638550856814101,25
B,contrast_low,pi_zero_hard,quartile_3,25,1.4120000000000001,1.5,0.43536007902795926,0.43568324332671615,0.24,0.24,0.1575819638312283,0.21841799838463094,25
B,contrast_low,pi_zero_hard,quartile_4,25,1.544,1.7,0.47301680894027953,0.4789839426979995,0.12,0.12,0.032271670482140954,-0.019379844961240313,25
B,contrast_low,pi_oracle_state_soft,all,100,1.3476972761144421,1.3614633924600046,0.3580871508974955,0.3523001244898586,0.26,0.26,0.18347412648505468,0.2140872096444188,100
B,contrast_low,pi_oracle_state_soft,quartile_1,25,1.4847707799762149,1.4972199618712034,0.40265614038728903,0.4054455078588992,0.44,0.44,0.23273876919984088,0.27679962459076374,25
B,contrast_low,pi_oracle_state_soft,quartile_2,25,1.514683680681076,1.5575461188877047,0.41829093308329696,0.429947332561462,0.12,0.12,0.14696500038722976,0.2075997184430728,25
B,contrast_low,pi_oracle_state_soft,quartile_3,25,1.261074311676373,1.324520957003672,0.3289745941278084,0.33545173628541325,0.28,0.28,0.19279674329844007,0.26967994498529685,25
B,contrast_low,pi_oracle_state_soft,quartile_4,25,1.130260332124104,1.204027397067831,0.2824269359915871,0.29482283696277856,0.2,0.2,0.16139599305470817,0.1565900178643122,25
B,contrast_low,pi_source_state_soft,all,100,1.3476972761144421,1.3614633924600046,0.3580871508974955,0.3523001244898586,0.26,0.26,0.18347412648505468,0.2140872096444188,100
B,contrast_low,pi_source_state_soft,quartile_1,25,1.4847707799762149,1.4972199618712034,0.40265614038728903,0.4054455078588992,0.44,0.44,0.23273876919984088,0.27679962459076374,25
B,contrast_low,pi_source_state_soft,quartile_2,25,1.514683680681076,1.5575461188877047,0.41829093308329696,0.429947332561462,0.12,0.12,0.14696500038722976,0.2075997184430728,25
B,contrast_low,pi_source_state_soft,quartile_3,25,1.261074311676373,1.324520957003672,0.3289745941278084,0.33545173628541325,0.28,0.28,0.19279674329844007,0.26967994498529685,25
B,contrast_low,pi_source_state_soft,quartile_4,25,1.130260332124104,1.204027397067831,0.2824269359915871,0.29482283696277856,0.2,0.2,0.16139599305470817,0.1565900178643122,25
B,contrast_low,pi_source_state_soft,context_True,100,1.3476972761144421,1.3614633924600046,0.3580871508974955,0.3523001244898586,0.26,0.26,0.18347412648505468,0.2140872096444188,100
B,contrast_low,pi_source_state_soft,context_False,0,,,,,,,,,0
B,gaussian_noise,pi_zero_soft,all,100,1.325834513269683,1.4031002518977096,0.35147546722444617,0.3514158354677971,0.24,0.24,0.20066957344730618,0.25729625023129604,100
B,gaussian_noise,pi_zero_soft,quartile_1,25,1.4241803424449213,1.5200804455788581,0.386655248917616,0.407088719971777,0.44,0.44,0.2710584858648917,0.354649519006916,25
B,gaussian_noise,pi_zero_soft,quartile_2,25,1.499786525078284,1.5071663302331708,0.4095002947846272,0.40189679402276424,0.08,0.08,0.20129845545401445,0.3027495893961478,25
B,gaussian_noise,pi_zero_soft,quartile_3,25,1.2522652893522859,1.327104574913239,0.32634277117146276,0.34721191415811825,0.24,0.24,0.18356408517765752,0.20133002296840144,25
B,gaussian_noise,pi_zero_soft,quartile_4,25,1.1271058962032394,1.194534231105755,0.2834035540240786,0.2834454653033538,0.2,0.2,0.14675726729266114,0.12974982402692048,25
B,gaussian_noise,pi_zero_hard,all,100,1.319,1.4000000000000001,0.38459366698196695,0.3809517806307409,0.26,0.26,0.17438155725775503,0.19759510460612906,100
B,gaussian_noise,pi_zero_hard,quartile_1,25,1.276,1.4,0.3779747530729597,0.32986962204761905,0.44,0.44,0.21781259035245085,0.24845199749997662,25
B,gaussian_noise,pi_zero_hard,quartile_2,25,1.5040000000000004,1.5,0.43882366198079603,0.44918523733161797,0.12,0.12,0.17779654080197166,0.27308444891971223,25
B,gaussian_noise,pi_zero_hard,quartile_3,25,1.2600000000000002,1.4000000000000001,0.37113341446822795,0.43774193805495054,0.24,0.24,0.147070777385736,0.050404153473376366,25
B,gaussian_noise,pi_zero_hard,quartile_4,25,1.2360000000000002,1.3,0.35044283840588425,0.34298991372915677,0.24,0.24,0.15484632049086178,0.12815593247855372,25
B,gaussian_noise,pi_oracle_state_soft,all,100,1.30416678939604,1.3356308749752026,0.33860495609868346,0.33395274833353794,0.27,0.27,0.24080864767222615,0.2921145138602581,100
B,gaussian_noise,pi_oracle_state_soft,quartile_1,25,1.425813998629738,1.5255673933053588,0.37907289400068356,0.41062563690500276,0.48,0.48,0.28181285688573376,0.2901294265928297,25
B,gaussian_noise,pi_oracle_state_soft,quartile_2,25,1.4610795244852415,1.4894101830946473,0.3923052300416509,0.40652605137334485,0.12,0.12,0.23492442100882843,0.3027495893961478,25
B,gaussian_noise,pi_oracle_state_soft,quartile_3,25,1.228248945471169,1.2795805136291838,0.3115137627282634,0.32509572545991805,0.28,0.28,0.24972178791256364,0.3084435454322494,25
B,gaussian_noise,pi_oracle_state_soft,quartile_4,25,1.1015246889980104,1.1522324319183292,0.2715279376241356,0.2755175501536953,0.2,0.2,0.19677552488177877,0.23115669303779424,25
B,gaussian_noise,pi_source_state_soft,all,100,1.30416678939604,1.3356308749752026,0.33860495609868346,0.33395274833353794,0.27,0.27,0.24080864767222615,0.2921145138602581,100
B,gaussian_noise,pi_source_state_soft,quartile_1,25,1.425813998629738,1.5255673933053588,0.37907289400068356,0.41062563690500276,0.48,0.48,0.28181285688573376,0.2901294265928297,25
B,gaussian_noise,pi_source_state_soft,quartile_2,25,1.4610795244852415,1.4894101830946473,0.3923052300416509,0.40652605137334485,0.12,0.12,0.23492442100882843,0.3027495893961478,25
B,gaussian_noise,pi_source_state_soft,quartile_3,25,1.228248945471169,1.2795805136291838,0.3115137627282634,0.32509572545991805,0.28,0.28,0.24972178791256364,0.3084435454322494,25
B,gaussian_noise,pi_source_state_soft,quartile_4,25,1.1015246889980104,1.1522324319183292,0.2715279376241356,0.2755175501536953,0.2,0.2,0.19677552488177877,0.23115669303779424,25
B,gaussian_noise,pi_source_state_soft,context_True,100,1.30416678939604,1.3356308749752026,0.33860495609868346,0.33395274833353794,0.27,0.27,0.24080864767222615,0.2921145138602581,100
B,gaussian_noise,pi_source_state_soft,context_False,0,,,,,,,,,0
B,gaussian_blur,pi_zero_soft,all,100,1.3293515808042264,1.3106388862427778,0.3408078097421047,0.3245526900008219,0.3,0.3,0.24199728187186725,0.2901294265928297,100
B,gaussian_blur,pi_zero_soft,quartile_1,25,1.4650924333201127,1.5730986776396687,0.3865651599665671,0.42450535207695417,0.44,0.44,0.26390711253425164,0.3113995776646092,25
B,gaussian_blur,pi_zero_soft,quartile_2,25,1.4698729004726956,1.532918939572542,0.3903758960554836,0.41145604452761564,0.2,0.2,0.22958372530689197,0.18164975363768868,25
B,gaussian_blur,pi_zero_soft,quartile_3,25,1.2419924381979597,1.2593593709862534,0.31115762442071876,0.31364400192738406,0.36,0.36,0.2629530464422079,0.23115669303779424,25
B,gaussian_blur,pi_zero_soft,quartile_4,25,1.1404485512261373,1.2053962584817586,0.27513255852564955,0.267083781962574,0.2,0.2,0.2115452432041174,0.3209107087394919,25
B,gaussian_blur,pi_zero_hard,all,100,1.3229999999999997,1.4,0.3845379620714582,0.3783752342796749,0.3,0.3,0.17271062621088507,0.1952722589783058,100
B,gaussian_blur,pi_zero_hard,quartile_1,25,1.296,1.6,0.3824303769010397,0.4228104552401626,0.44,0.44,0.20432066246668662,0.3069703067574603,25
B,gaussian_blur,pi_zero_hard,quartile_2,25,1.4879999999999998,1.5999999999999999,0.4367752825133958,0.43751800809102914,0.2,0.2,0.16038711435867192,0.1851851851851852,25
B,gaussian_blur,pi_zero_hard,quartile_3,25,1.232,1.3,0.3475682472468778,0.36260560740140235,0.36,0.36,0.2236317942402753,0.22681869063019364,25
B,gaussian_blur,pi_zero_hard,quartile_4,25,1.276,1.3,0.3713779416245198,0.36513629889508703,0.2,0.2,0.10250293377790659,0.08616076077126703,25
B,gaussian_blur,pi_oracle_state_soft,all,100,1.3030753214984703,1.3289558300775601,0.33815509141973266,0.33947598504245724,0.28,0.28,0.2490985001935735,0.3113995776646092,100
B,gaussian_blur,pi_oracle_state_soft,quartile_1,25,1.4348596062327779,1.5521385225690612,0.3814236994377739,0.41462632167645075,0.48,0.48,0.28166877995984835,0.3113995776646092,25
B,gaussian_blur,pi_oracle_state_soft,quartile_2,25,1.4566657158406693,1.4591656901073036,0.3898103377342371,0.39515217502998934,0.16,0.16,0.2586825332051901,0.37194949554383877,25
B,gaussian_blur,pi_oracle_state_soft,quartile_3,25,1.226534007823232,1.304094379225939,0.31225834001217,0.33984999142785166,0.28,0.28,0.2476795455886009,0.32900644846106597,25
B,gaussian_blur,pi_oracle_state_soft,quartile_4,25,1.0942419560972017,1.145273214216282,0.2691279884947493,0.27086744787630845,0.2,0.2,0.20836314202065456,0.20133002296840144,25
B,gaussian_blur,pi_source_state_soft,all,100,1.3104579627363417,1.3289558300775601,0.3406045539666384,0.33947598504245724,0.28,0.28,0.24561694707445952,0.3113995776646092,100
B,gaussian_blur,pi_source_state_soft,quartile_1,25,1.4643901711842637,1.5521385225690612,0.3912215496253973,0.41462632167645075,0.48,0.48,0.26774256748339254,0.3113995776646092,25
B,gaussian_blur,pi_source_state_soft,quartile_2,25,1.4566657158406693,1.4591656901073036,0.3898103377342371,0.39515217502998934,0.16,0.16,0.2586825332051901,0.37194949554383877,25
B,gaussian_blur,pi_source_state_soft,quartile_3,25,1.226534007823232,1.304094379225939,0.31225834001217,0.33984999142785166,0.28,0.28,0.2476795455886009,0.32900644846106597,25
B,gaussian_blur,pi_source_state_soft,quartile_4,25,1.0942419560972017,1.145273214216282,0.2691279884947493,0.27086744787630845,0.2,0.2,0.20836314202065456,0.20133002296840144,25
B,gaussian_blur,pi_source_state_soft,context_True,97,1.3076037254013109,1.3366108897167108,0.339606982489581,0.33984999142785166,0.26804123711340205,0.26804123711340205,0.24304386244361167,0.3113995776646092,97
B,gaussian_blur,pi_source_state_soft,context_False,3,1.4027449699023353,1.2648609810214362,0.3728593650581627,0.29515890738377537,0.6666666666666666,0.6666666666666666,0.32881335013854035,0.5222329678670935,3
