client,target,context,centered_acc,centered_same_label
37,brightness_dark,random_derangement_2,2.187499590218067,-0.02734375
37,brightness_dark,random_derangement_3,-7.812499813735485,-0.04296875
37,brightness_dark,random_derangement_4,-1.562499813735485,0.03515625
37,brightness_dark,random_derangement_5,-6.562500260770321,-0.02734375
37,brightness_dark,random_derangement_6,9.687499888241291,0.05078125
37,brightness_dark,random_derangement_7,-4.062499664723873,-0.07421875
38,brightness_dark,random_derangement_0,-4.499997198581696,-0.00390625
38,brightness_dark,random_derangement_1,3.5000011324882507,0.02734375
38,brightness_dark,random_derangement_2,-0.5000010132789612,-0.00390625
38,brightness_dark,random_derangement_3,-0.5000010132789612,-0.00390625
38,brightness_dark,random_derangement_4,-0.5000010132789612,-0.00390625
38,brightness_dark,random_derangement_5,-0.5000010132789612,-0.00390625
38,brightness_dark,random_derangement_6,-0.5000010132789612,-0.00390625
38,brightness_dark,random_derangement_7,3.5000011324882507,-0.00390625
39,brightness_dark,random_derangement_0,-5.703126639127731,0.0
39,brightness_dark,random_derangement_1,4.29687574505806,0.0
39,brightness_dark,random_derangement_2,4.29687574505806,0.0
39,brightness_dark,random_derangement_3,-8.828126639127731,0.0
39,brightness_dark,random_derangement_4,0.5468733608722687,0.0
39,brightness_dark,random_derangement_5,-1.3281218707561493,0.0
39,brightness_dark,random_derangement_6,-6.953125447034836,0.0
39,brightness_dark,random_derangement_7,13.67187574505806,0.0
40,brightness_dark,random_derangement_0,0.0,0.0
40,brightness_dark,random_derangement_1,0.0,0.0
40,brightness_dark,random_derangement_2,0.0,0.0
40,brightness_dark,random_derangement_3,0.0,0.0
40,brightness_dark,random_derangement_4,0.0,0.0
40,brightness_dark,random_derangement_5,0.0,0.0
40,brightness_dark,random_derangement_6,0.0,0.0
40,brightness_dark,random_derangement_7,0.0,0.0
41,brightness_dark,random_derangement_0,8.874999731779099,0.029296875
41,brightness_dark,random_derangement_1,-6.1249978840351105,-0.033203125
