client,target,n_query,correct,low,high,random_mean,same_label_low,same_label_high,same_label_random_mean,correct_low,correct_high,high_low,correct_random_mean
54,brightness_dark,237,30.379745364189148,15.611813962459564,15.611813962459564,15.717299096286297,0.453125,0.625,0.537109375,14.767931401729584,14.767931401729584,0.0,14.662446267902851
55,brightness_dark,210,71.42857313156128,94.7619080543518,93.80952715873718,93.39286163449287,0.8125,0.875,0.828125,-23.333334922790527,-22.380954027175903,-0.952380895614624,-21.964288502931595
56,brightness_dark,118,17.796610295772552,3.3898305147886276,10.169491171836853,4.343220312148333,0.21875,0.421875,0.330078125,14.406779780983925,7.6271191239356995,6.779660657048225,13.45338998362422
57,brightness_dark,117,39.31623995304108,20.51282227039337,22.2222238779068,21.153847873210907,0.21875,0.484375,0.37890625,18.803417682647705,17.094016075134277,1.7094016075134277,18.16239207983017
58,brightness_dark,28,3.57142873108387,3.57142873108387,3.57142873108387,3.57142873108387,0.75,0.8125,0.7734375,0.0,0.0,0.0,0.0
59,brightness_dark,94,44.680848717689514,31.91489279270172,31.91489279270172,31.91489279270172,0.109375,0.359375,0.259765625,12.765955924987793,12.765955924987793,0.0,12.765955924987793
60,brightness_dark,475,17.263157665729523,0.0,0.0,0.0,1.0,1.0,1.0,17.263157665729523,17.263157665729523,0.0,17.263157665729523
61,brightness_dark,15,6.666667014360428,0.0,0.0,0.0,0.37209302325581395,0.627906976744186,0.48546511627906974,6.666667014360428,6.666667014360428,0.0,6.666667014360428
62,brightness_dark,75,12.000000476837158,0.0,0.0,0.0,0.25,0.421875,0.31640625,12.000000476837158,12.000000476837158,0.0,12.000000476837158
63,brightness_dark,215,30.697673559188843,40.93023240566254,40.93023240566254,40.93023240566254,0.296875,0.609375,0.431640625,-10.232558846473694,-10.232558846473694,0.0,-10.232558846473694
64,brightness_dark,127,16.535432636737823,5.511811003088951,12.598425149917603,6.102362088859081,0.34375,0.53125,0.427734375,11.023621633648872,3.937007486820221,7.086614146828651,10.433070547878742
65,brightness_dark,152,9.868421405553818,0.0,0.0,0.0,1.0,1.0,1.0,9.868421405553818,9.868421405553818,0.0,9.868421405553818
66,brightness_dark,194,2.5773195549845695,0.0,0.0,0.0,0.65625,0.734375,0.701171875,2.5773195549845695,2.5773195549845695,0.0,2.5773195549845695
67,brightness_dark,82,29.26829159259796,9.756097197532654,7.31707289814949,10.975609254091978,0.25,0.40625,0.33203125,19.512194395065308,21.95121869444847,-2.4390242993831635,18.292682338505983
68,brightness_dark,229,24.45414960384369,29.694324731826782,29.694324731826782,29.694324731826782,0.3125,0.546875,0.392578125,-5.240175127983093,-5.240175127983093,0.0,-5.240175127983093
69,brightness_dark,142,20.42253464460373,0.0,2.11267601698637,1.6725351568311453,0.84375,0.90625,0.84375,20.42253464460373,18.30985862761736,2.11267601698637,18.749999487772584
70,brightness_dark,77,64.9350643157959,76.6233742237091,75.32467246055603,75.6493479013443,0.59375,0.734375,0.689453125,-11.688309907913208,-10.389608144760132,-1.2987017631530762,-10.7142835855484
71,brightness_dark,36,8.33333358168602,0.0,0.0,0.0,0.6875,0.78125,0.7265625,8.33333358168602,8.33333358168602,0.0,8.33333358168602
72,brightness_dark,161,47.20497131347656,50.31055808067322,50.31055808067322,49.378882348537445,0.34375,0.5,0.431640625,-3.1055867671966553,-3.1055867671966553,0.0,-2.1739110350608826
