client,bank,true_context,selected,zero_consistency,selected_consistency,consistency_improvement,selected_agreement,zero_agreement,true_state_rank_by_consistency
6,A,gaussian_blur,clean,0.001657786565245919,0.001657786565245919,0.0,0.9,0.9,3
6,B,gaussian_blur,clean,0.001657786565245919,0.001657786565245919,0.0,0.9,0.9,3
7,A,clean,gaussian_noise,0.004416145147681676,0.004085346481883025,0.0003307986657986508,0.9,0.8,2
7,B,clean,gaussian_noise,0.004416145147681676,0.004047385676520315,0.00036875947116136055,0.9,0.8,2
7,A,brightness_dark,clean,0.0009532054050684869,0.0009532054050684869,0.0,1.0,1.0,5
7,B,brightness_dark,clean,0.0009532054050684869,0.0009532054050684869,0.0,1.0,1.0,5
7,A,contrast_low,gaussian_noise,0.0005391165089110443,0.0004865923120793845,5.252419683165983e-05,1.0,0.9,4
7,B,contrast_low,gaussian_noise,0.0005391165089110443,0.0004956407159409683,4.347579297007606e-05,0.9500000000000001,0.9,4
7,A,gaussian_noise,clean,0.004093832872705121,0.004093832872705121,0.0,0.9,0.9,1
7,B,gaussian_noise,gaussian_noise,0.004093832872705121,0.003751147566411127,0.0003426853062939942,0.9500000000000001,0.9,1
7,A,gaussian_blur,gaussian_noise,0.0032875209544720703,0.003102926994658197,0.00018459395981387317,0.9,0.8500000000000001,3
7,B,gaussian_blur,gaussian_noise,0.0032875209544720703,0.0030995010365142506,0.00018801991795781977,0.9,0.8500000000000001,3
8,A,clean,gaussian_noise,0.0023124788894026854,0.002274729264124695,3.7749625277990525e-05,0.9,0.9,2
8,B,clean,gaussian_noise,0.0023124788894026854,0.0022453039012759407,6.717498812674463e-05,0.9500000000000001,0.9,2
8,A,brightness_dark,gaussian_noise,0.0005868198076819404,0.0005267933448290362,6.002646285290414e-05,0.9500000000000001,0.9500000000000001,5
8,B,brightness_dark,gaussian_noise,0.0005868198076819404,0.0005287400773424178,5.8079730339522526e-05,1.0,0.9500000000000001,5
8,A,contrast_low,gaussian_noise,0.00036302444232231353,0.00030483269459668686,5.819174772562667e-05,0.9500000000000001,0.8500000000000001,4
8,B,contrast_low,gaussian_noise,0.00036302444232231353,0.0003079003281383476,5.512411418396592e-05,1.0,0.8500000000000001,4
8,A,gaussian_noise,gaussian_blur,0.002966733764424769,0.002910232795355757,5.650096906901223e-05,1.0,1.0,3
8,B,gaussian_noise,contrast_low,0.002966733764424769,0.002821343954515554,0.00014538980990921532,1.0,1.0,4
8,A,gaussian_blur,gaussian_noise,0.00182547612518503,0.0017223219414992657,0.00010315418368576435,0.9500000000000001,0.9,3
8,B,gaussian_blur,gaussian_noise,0.00182547612518503,0.0017046021772963813,0.00012087394788864872,0.9,0.9,3
9,A,clean,gaussian_noise,0.002552268657793365,0.0023987066577192905,0.0001535620000740743,1.0,0.9500000000000001,2
9,B,clean,gaussian_noise,0.002552268657793365,0.0023875857470915425,0.0001646829107018223,1.0,0.9500000000000001,2
9,A,brightness_dark,clean,0.0009928353243130858,0.0009928353243130858,0.0,0.9500000000000001,0.9500000000000001,5
9,B,brightness_dark,gaussian_noise,0.0009928353243130858,0.0008859943274631048,0.000106840996849981,0.9500000000000001,0.9500000000000001,5
9,A,contrast_low,gaussian_noise,0.0005566491917542133,0.0004963039990252771,6.034519272893617e-05,1.0,0.9500000000000001,4
9,B,contrast_low,gaussian_noise,0.0005566491917542133,0.0005048691778303064,5.178001392390692e-05,0.9500000000000001,0.9500000000000001,4
9,A,gaussian_noise,contrast_low,0.0034221911682071147,0.0027820643280597832,0.0006401268401473315,1.0,0.8500000000000001,2
9,B,gaussian_noise,contrast_low,0.0034221911682071147,0.0016690438636061521,0.0017531473046009625,0.9500000000000001,0.8500000000000001,2
9,A,gaussian_blur,clean,0.0019685354741394395,0.0019685354741394395,0.0,1.0,1.0,3
9,B,gaussian_blur,clean,0.0019685354741394395,0.0019685354741394395,0.0,1.0,1.0,3
10,A,clean,clean,0.002886352566119968,0.002886352566119968,0.0,0.9,0.9,2
10,B,clean,clean,0.002886352566119968,0.002886352566119968,0.0,0.9,0.9,2
10,A,brightness_dark,gaussian_noise,0.0004887127139832467,0.00040732972768724125,8.13829862960055e-05,0.9,0.9,5
10,B,brightness_dark,gaussian_noise,0.0004887127139832467,0.0004101418626895297,7.857085129371703e-05,0.9500000000000001,0.9,5
10,A,contrast_low,gaussian_noise,0.0002628538467104111,0.00022531165957674965,3.754218713366146e-05,1.0,0.9500000000000001,4
10,B,contrast_low,gaussian_noise,0.0002628538467104111,0.00022856030369347268,3.429354301693843e-05,1.0,0.9500000000000001,4
10,A,gaussian_noise,contrast_low,0.0034909841427841573,0.0018729020683376778,0.0016180820744464794,1.0,0.9,2
10,B,gaussian_noise,contrast_low,0.0034909841427841573,0.000877611629751947,0.00261337251303221,1.0,0.9,2
10,A,gaussian_blur,clean,0.0018945674774866268,0.0018945674774866268,0.0,1.0,1.0,3
10,B,gaussian_blur,clean,0.0018945674774866268,0.0018945674774866268,0.0,1.0,1.0,3
11,A,clean,clean,0.0028759144504791646,0.0028759144504791646,0.0,0.9500000000000001,0.9500000000000001,2
11,B,clean,clean,0.0028759144504791646,0.0028759144504791646,0.0,0.9500000000000001,0.9500000000000001,2
11,A,brightness_dark,clean,0.0005679151523751844,0.0005679151523751844,0.0,1.0,1.0,5
11,B,brightness_dark,clean,0.0005679151523751844,0.0005679151523751844,0.0,1.0,1.0,5
11,A,contrast_low,clean,0.000293039832043848,0.000293039832043848,0.0,1.0,1.0,4
11,B,contrast_low,gaussian_noise,0.000293039832043848,0.0002331107051617805,5.9929126882067476e-05,1.0,1.0,4
11,A,gaussian_noise,gaussian_noise,0.0031463211502107333,0.002972705566042267,0.00017361558416846643,0.9500000000000001,0.9500000000000001,1
11,B,gaussian_noise,gaussian_noise,0.0031463211502107333,0.0029169579678249044,0.00022936318238582888,0.9500000000000001,0.9500000000000001,1
11,A,gaussian_blur,clean,0.0019118844328244852,0.0019118844328244852,0.0,1.0,1.0,3
11,B,gaussian_blur,clean,0.0019118844328244852,0.0019118844328244852,0.0,1.0,1.0,3
12,A,clean,gaussian_noise,0.003245247783942282,0.002728292832050821,0.0005169549518914611,0.9,0.8,2
