client,bank,context,max_abs_error,L1
8,B,gaussian_blur,4.440892098500626e-16,8.049116928532385e-16
9,A,clean,8.881784197001252e-16,1.887379141862766e-15
9,A,brightness_dark,3.608224830031759e-16,8.604228440844963e-16
9,A,contrast_low,1.3322676295501878e-15,2.7755575615628914e-15
9,A,gaussian_noise,3.3084646133829666e-15,9.897638264533271e-15
9,A,gaussian_blur,2.220446049250313e-16,4.163336342344337e-16
9,B,clean,8.881784197001252e-16,1.887379141862766e-15
9,B,brightness_dark,1.1194748831636994e-15,2.229697907788856e-15
9,B,contrast_low,1.2212453270876722e-15,2.275957200481571e-15
9,B,gaussian_noise,7.771561172376096e-16,1.656082678399192e-15
9,B,gaussian_blur,1.1102230246251565e-15,2.609024107869118e-15
