client,bank,context,max_abs_error,L1
42,A,gaussian_blur,1.1003103190481463e-15,2.8885624051408094e-15
42,B,clean,7.438494264988549e-16,2.0705659409259168e-15
42,B,brightness_dark,1.3322676295501878e-15,6.3560268159790204e-15
42,B,contrast_low,1.2212453270876722e-15,2.345346139520643e-15
42,B,gaussian_noise,8.881784197001252e-16,2.3231416790281397e-15
42,B,gaussian_blur,5.134781488891349e-16,1.6778245459647679e-15
43,A,clean,5.551115123125783e-16,9.992007221626409e-16
43,A,brightness_dark,7.771561172376096e-16,1.646830819860649e-15
43,A,contrast_low,4.440892098500626e-16,8.881784197001252e-16
43,A,gaussian_noise,5.551115123125783e-16,1.0907941216942164e-15
43,A,gaussian_blur,7.771561172376096e-16,1.6861512186494565e-15
43,B,clean,5.551115123125783e-16,9.992007221626409e-16
43,B,brightness_dark,8.881784197001252e-16,2.248201624865942e-15
43,B,contrast_low,1.6468308198606487e-15,3.2566542055671257e-15
43,B,gaussian_noise,8.881784197001252e-16,1.8735013540549517e-15
43,B,gaussian_blur,1.1102230246251565e-16,1.6653345369377348e-16
44,A,clean,5.162537064506978e-16,1.9761969838327787e-15
44,A,brightness_dark,1.3322676295501878e-15,4.0870085094013575e-15
44,A,contrast_low,1.6375789613221059e-15,5.40440708058603e-15
44,A,gaussian_noise,5.551115123125783e-16,1.5880154334370543e-15
44,A,gaussian_blur,8.881784197001252e-16,2.8171909249863347e-15
44,B,clean,5.162537064506978e-16,1.9761969838327787e-15
44,B,brightness_dark,4.0245584642661925e-16,8.465450562766819e-16
44,B,contrast_low,1.915134717478395e-15,3.8358205500799155e-15
44,B,gaussian_noise,4.440892098500626e-16,1.226796442210798e-15
44,B,gaussian_blur,1.3877787807814457e-15,3.2107253363936447e-15
45,A,clean,5.967448757360216e-16,1.8679502389318258e-15
45,A,brightness_dark,1.5126788710517758e-15,3.427813588530171e-15
45,A,contrast_low,1.8133642735544222e-15,5.1099171190690145e-15
45,A,gaussian_noise,1.0380585280245213e-15,2.203792703880936e-15
45,A,gaussian_blur,7.077671781985373e-16,2.0446607370179968e-15
45,B,clean,5.967448757360216e-16,1.8679502389318258e-15
45,B,brightness_dark,1.6653345369377348e-15,6.168676680573526e-15
45,B,contrast_low,3.788636071533347e-15,1.2663853101089829e-14
45,B,gaussian_noise,8.049116928532385e-16,2.2827954184694615e-15
45,B,gaussian_blur,1.2559397966072083e-15,4.1375633078441105e-15
46,A,clean,2.033095913844818e-15,4.40619762898109e-15
46,A,brightness_dark,4.996003610813204e-16,1.0200174038743626e-15
46,A,contrast_low,1.6375789613221059e-15,4.7105176901953065e-15
46,A,gaussian_noise,1.457167719820518e-16,2.8449465006019636e-16
46,A,gaussian_blur,1.339206523454095e-15,2.7478019859472624e-15
46,B,clean,2.033095913844818e-15,4.40619762898109e-15
46,B,brightness_dark,1.4432899320127035e-15,3.726186026398182e-15
46,B,contrast_low,1.4779844015322396e-15,4.833435239350234e-15
46,B,gaussian_noise,1.4432899320127035e-15,2.768618667658984e-15
46,B,gaussian_blur,2.6922908347160046e-15,5.414071968523615e-15
47,A,clean,5.551115123125783e-16,1.2351231148954867e-15
47,A,brightness_dark,9.575673587391975e-16,3.8441472227646045e-15
47,A,contrast_low,1.734723475976807e-15,6.5503158452884236e-15
47,A,gaussian_noise,4.0245584642661925e-16,1.5404344466674047e-15
47,A,gaussian_blur,8.881784197001252e-16,3.1155633628543455e-15
47,B,clean,5.551115123125783e-16,1.2351231148954867e-15
47,B,brightness_dark,1.1518563880486e-15,3.635980405647388e-15
47,B,contrast_low,1.0732155904709846e-15,3.092433716507988e-15
47,B,gaussian_noise,1.1518563880486e-15,3.622102617839573e-15
47,B,gaussian_blur,8.049116928532385e-16,1.9984014443252818e-15
48,A,clean,1.6653345369377348e-15,4.413136522884997e-15
48,A,brightness_dark,1.887379141862766e-15,3.858025010572419e-15
48,A,contrast_low,1.4432899320127035e-15,3.191891195797325e-15
48,A,gaussian_noise,6.661338147750939e-16,1.7985612998927535e-15
48,A,gaussian_blur,9.992007221626409e-16,2.6367796834847468e-15
48,B,clean,1.6653345369377348e-15,4.413136522884997e-15
48,B,brightness_dark,3.219646771412954e-16,1.1435297153639113e-15
48,B,contrast_low,1.7763568394002505e-15,3.58046925441613e-15
48,B,gaussian_noise,3.0531133177191805e-16,8.326672684688674e-16
48,B,gaussian_blur,7.216449660063518e-16,1.937339177970898e-15
49,A,clean,1.5543122344752192e-15,3.0577392469884517e-15
49,A,brightness_dark,1.4432899320127035e-15,4.012993641093014e-15
49,A,contrast_low,3.1086244689504383e-15,8.446946845689732e-15
49,A,gaussian_noise,5.551115123125783e-16,1.0824674490095276e-15
49,A,gaussian_blur,4.625929269271485e-16,1.2883213014921085e-15
49,B,clean,1.5543122344752192e-15,3.0577392469884517e-15
49,B,brightness_dark,7.771561172376096e-16,1.4201602856663462e-15
49,B,contrast_low,1.3322676295501878e-15,4.746203430272544e-15
49,B,gaussian_noise,4.440892098500626e-16,1.0269562977782698e-15
49,B,gaussian_blur,2.590520390792032e-16,4.255854927729767e-16
50,A,clean,8.326672684688674e-16,2.55351295663786e-15
50,A,brightness_dark,2.914335439641036e-15,5.810167162204986e-15
50,A,contrast_low,3.3306690738754696e-15,9.492406860545088e-15
50,A,gaussian_noise,8.326672684688674e-16,2.4980018054066022e-15
50,A,gaussian_blur,2.7755575615628914e-15,7.615962672021962e-15
50,B,clean,8.326672684688674e-16,2.55351295663786e-15
50,B,brightness_dark,1.6653345369377348e-15,3.5346725546503424e-15
50,B,contrast_low,1.887379141862766e-15,3.848773152033876e-15
50,B,gaussian_noise,5.551115123125783e-16,1.4918621893400541e-15
50,B,gaussian_blur,1.3322676295501878e-15,2.609024107869118e-15
51,A,clean,9.992007221626409e-16,2.3314683517128287e-15
51,A,brightness_dark,1.033895191682177e-15,3.1086244689504383e-15
51,A,contrast_low,1.2212453270876722e-15,2.964295475749168e-15
51,A,gaussian_noise,1.7069679003611782e-15,3.552713678800501e-15
51,A,gaussian_blur,1.2004286453759505e-15,2.348121697082206e-15
51,B,clean,9.992007221626409e-16,2.3314683517128287e-15
51,B,brightness_dark,7.771561172376096e-16,1.4377388168895776e-15
51,B,contrast_low,1.2906342661267445e-15,2.4980018054066022e-15
51,B,gaussian_noise,2.706168622523819e-16,4.996003610813204e-16
51,B,gaussian_blur,8.881784197001252e-16,1.8596235662471372e-15
52,A,clean,1.3322676295501878e-15,2.715420481062362e-15
52,A,brightness_dark,1.4432899320127035e-15,2.858824288409778e-15
52,A,contrast_low,4.3021142204224816e-16,7.447746123527092e-16
52,A,gaussian_noise,9.992007221626409e-16,2.095545958979983e-15
52,A,gaussian_blur,3.3306690738754696e-16,6.730727086790012e-16
52,B,clean,1.3322676295501878e-15,2.715420481062362e-15
52,B,brightness_dark,8.326672684688674e-16,1.6542323066914835e-15
52,B,contrast_low,1.6653345369377348e-15,3.649858193455202e-15
52,B,gaussian_noise,1.7763568394002505e-15,3.823330541052883e-15
52,B,gaussian_blur,7.494005416219807e-16,1.4155343563970746e-15
53,A,clean,1.7208456881689926e-15,3.524958103184872e-15
53,A,brightness_dark,1.2212453270876722e-15,2.7755575615628914e-15
53,A,contrast_low,8.104628079763643e-16,2.3203661214665774e-15
53,A,gaussian_noise,6.439293542825908e-16,1.5432100042289678e-15
53,A,gaussian_blur,1.2952601953960158e-16,3.700743415417188e-16
53,B,clean,1.7208456881689926e-15,3.524958103184872e-15
53,B,brightness_dark,4.163336342344337e-16,1.0269562977782698e-15
53,B,contrast_low,6.106226635438361e-16,1.27675647831893e-15
53,B,gaussian_noise,4.0708177569589076e-16,5.181040781584064e-16
53,B,gaussian_blur,5.10702591327572e-16,1.7541523789077472e-15
54,A,clean,1.2172802448568682e-15,3.4119532596069547e-15
54,A,brightness_dark,1.1102230246251565e-15,3.1696867353048216e-15
54,A,contrast_low,8.881784197001252e-16,1.734723475976807e-15
54,A,gaussian_noise,7.494005416219807e-16,1.3739009929736312e-15
54,A,gaussian_blur,6.661338147750939e-16,1.2698175844150228e-15
54,B,clean,1.2172802448568682e-15,3.4119532596069547e-15
54,B,brightness_dark,1.6930901125533637e-15,4.938509918466545e-15
54,B,contrast_low,7.308968245448948e-16,3.1710745140856034e-15
54,B,gaussian_noise,6.661338147750939e-16,1.4779844015322396e-15
54,B,gaussian_blur,5.273559366969494e-16,1.6514567491299204e-15
55,A,clean,5.551115123125783e-16,1.6630215723030988e-15
55,A,brightness_dark,1.887379141862766e-15,3.83026943495679e-15
55,A,contrast_low,6.245004513516506e-16,1.1796119636642288e-15
55,A,gaussian_noise,4.440892098500626e-16,9.575673587391975e-16
55,A,gaussian_blur,5.551115123125783e-16,2.0025647806676263e-15
55,B,clean,5.551115123125783e-16,1.6630215723030988e-15
55,B,brightness_dark,1.5543122344752192e-15,4.102274075989953e-15
55,B,contrast_low,2.4424906541753444e-15,5.620504062164855e-15
55,B,gaussian_noise,1.5890067039947553e-15,3.4578821287804353e-15
55,B,gaussian_blur,2.1649348980190553e-15,4.871103520542874e-15
56,A,clean,1.2351231148954867e-15,3.326043144606198e-15
56,A,brightness_dark,1.0824674490095276e-15,3.481397269232566e-15
56,A,contrast_low,7.494005416219807e-16,2.525757381022231e-15
56,A,gaussian_noise,4.163336342344337e-16,8.326672684688674e-16
56,A,gaussian_blur,3.0531133177191805e-16,1.064624578970909e-15
56,B,clean,1.2351231148954867e-15,3.326043144606198e-15
56,B,brightness_dark,2.220446049250313e-15,5.4119655185885e-15
56,B,contrast_low,9.575673587391975e-16,1.9456658506555867e-15
56,B,gaussian_noise,8.881784197001252e-16,2.468263688675571e-15
56,B,gaussian_blur,4.0245584642661925e-16,1.392404710050717e-15
57,A,clean,3.885780586188048e-16,1.3600232051658168e-15
57,A,brightness_dark,5.273559366969494e-16,2.3037127760972e-15
57,A,contrast_low,8.604228440844963e-16,2.9282132274488504e-15
57,A,gaussian_noise,6.106226635438361e-16,1.3253287356462806e-15
57,A,gaussian_blur,8.881784197001252e-16,2.5673907444456745e-15
57,B,clean,3.885780586188048e-16,1.3600232051658168e-15
57,B,brightness_dark,7.355227538141662e-16,1.880440247958859e-15
57,B,contrast_low,3.885780586188048e-16,8.951173136040325e-16
57,B,gaussian_noise,1.2212453270876722e-15,3.807470212129667e-15
57,B,gaussian_blur,6.591949208711867e-16,3.0222737892573705e-15
58,A,clean,2.0816681711721685e-16,4.117077049651622e-16
58,A,brightness_dark,9.992007221626409e-16,2.0834028946481453e-15
58,A,contrast_low,1.3600232051658168e-15,3.0253577421035516e-15
58,A,gaussian_noise,6.661338147750939e-16,1.8318679906315083e-15
58,A,gaussian_blur,1.3877787807814457e-16,2.498001805406602e-16
58,B,clean,2.0816681711721685e-16,4.117077049651622e-16
58,B,brightness_dark,1.1379786002407855e-15,2.2187113257743363e-15
58,B,contrast_low,7.771561172376096e-16,1.8041124150158794e-15
58,B,gaussian_noise,1.887379141862766e-15,4.1018775677668736e-15
58,B,gaussian_blur,1.1102230246251565e-15,2.1482815526496777e-15
59,A,clean,6.938893903907228e-16,2.6489227478165844e-15
59,A,brightness_dark,5.204170427930421e-16,2.1976468264231898e-15
59,A,contrast_low,1.1796119636642288e-15,3.1757004433548746e-15
59,A,gaussian_noise,1.0824674490095276e-15,3.231211594586133e-15
59,A,gaussian_blur,4.996003610813204e-16,1.4799669426476417e-15
59,B,clean,6.938893903907228e-16,2.6489227478165844e-15
59,B,brightness_dark,4.718447854656915e-16,1.9438815636517248e-15
59,B,contrast_low,2.0816681711721685e-15,6.813993813636898e-15
59,B,gaussian_noise,7.494005416219807e-16,2.942091015256665e-15
59,B,gaussian_blur,8.257283745649602e-16,2.263566318510308e-15
60,A,clean,1.4432899320127035e-15,2.998758648805241e-15
60,A,brightness_dark,2.220446049250313e-16,3.885780586188048e-16
60,A,contrast_low,5.551115123125783e-16,9.992007221626409e-16
60,A,gaussian_noise,0.0,0.0
60,A,gaussian_blur,2.220446049250313e-16,4.718447854656915e-16
60,B,clean,1.4432899320127035e-15,2.998758648805241e-15
60,B,brightness_dark,1.1102230246251565e-16,1.1622647289044608e-16
60,B,contrast_low,1.4432899320127035e-15,2.7977620220553948e-15
60,B,gaussian_noise,0.0,0.0
60,B,gaussian_blur,3.3306690738754696e-16,6.661338147750939e-16
61,A,clean,1.2073675392798577e-15,4.829470157119431e-15
61,A,brightness_dark,2.529722463253035e-15,8.70632930828817e-15
61,A,contrast_low,7.077671781985373e-16,1.718532723534357e-15
61,A,gaussian_noise,1.2212453270876722e-15,2.597921877622866e-15
61,A,gaussian_blur,1.0547118733938987e-15,3.2589671702017617e-15
61,B,clean,1.2073675392798577e-15,4.829470157119431e-15
61,B,brightness_dark,6.591949208711867e-16,2.451412089194654e-15
61,B,contrast_low,1.2212453270876722e-15,2.4841240175987878e-15
61,B,gaussian_noise,5.551115123125783e-16,1.871188389420316e-15
61,B,gaussian_blur,6.800116025829084e-16,2.609024107869118e-15
62,A,clean,5.921189464667501e-16,2.0169051614023675e-15
62,A,brightness_dark,1.1102230246251565e-15,4.1494585545365226e-15
62,A,contrast_low,1.3481279584734043e-15,4.920667048427926e-15
62,A,gaussian_noise,4.996003610813204e-16,1.404432126150823e-15
62,A,gaussian_blur,4.163336342344337e-16,1.4918621893400541e-15
62,B,clean,5.921189464667501e-16,2.0169051614023675e-15
62,B,brightness_dark,1.0547118733938987e-15,2.3037127760972e-15
62,B,contrast_low,7.956598343146956e-16,2.312964634635743e-15
62,B,gaussian_noise,1.5543122344752192e-15,4.200343776498508e-15
62,B,gaussian_blur,1.030921380009074e-15,2.842963959486562e-15
63,A,clean,1.1102230246251565e-15,2.5743296383495817e-15
63,A,brightness_dark,2.0539125955565396e-15,5.7689963917084695e-15
63,A,contrast_low,9.658940314238861e-16,3.2987501619174962e-15
63,A,gaussian_noise,1.1657341758564144e-15,3.989863994746656e-15
63,A,gaussian_blur,1.2628786905111156e-15,3.400058012914542e-15
63,B,clean,1.1102230246251565e-15,2.5743296383495817e-15
63,B,brightness_dark,7.216449660063518e-16,1.673314264927228e-15
63,B,contrast_low,1.7819079545233763e-15,3.7927994078756904e-15
63,B,gaussian_noise,7.105427357601002e-16,1.6153745008296028e-15
63,B,gaussian_blur,6.106226635438361e-16,1.5681900222830336e-15
64,A,clean,5.412337245047638e-16,1.6063539387545234e-15
64,A,brightness_dark,1.1657341758564144e-15,2.89661647842213e-15
64,A,contrast_low,5.134781488891349e-16,1.4849232954361469e-15
64,A,gaussian_noise,8.604228440844963e-16,2.1649348980190553e-15
64,A,gaussian_blur,9.992007221626409e-16,3.195856278028129e-15
64,B,clean,5.412337245047638e-16,1.6063539387545234e-15
64,B,brightness_dark,2.67841304690819e-15,7.0641657206366965e-15
64,B,contrast_low,9.992007221626409e-16,3.4139358007223564e-15
64,B,gaussian_noise,6.661338147750939e-16,1.5320086469269459e-15
64,B,gaussian_blur,1.3520930407042085e-15,4.522176284232111e-15
65,A,clean,1.3322676295501878e-15,2.5720166737149457e-15
65,A,brightness_dark,1.2212453270876722e-15,2.2944609175586574e-15
65,A,contrast_low,6.938893903907228e-16,1.3600232051658168e-15
65,A,gaussian_noise,1.5265566588595902e-16,2.636779683484747e-16
65,A,gaussian_blur,1.7763568394002505e-15,3.497202527569243e-15
65,B,clean,1.3322676295501878e-15,2.5720166737149457e-15
65,B,brightness_dark,7.771561172376096e-16,1.6306400674181987e-15
65,B,contrast_low,8.881784197001252e-16,1.7115938296304498e-15
65,B,gaussian_noise,2.0816681711721685e-16,3.191891195797325e-16
65,B,gaussian_blur,8.881784197001252e-16,1.7763568394002505e-15
66,A,clean,1.2212453270876722e-15,3.1058489113888756e-15
66,A,brightness_dark,1.1449174941446927e-15,2.7304547511874944e-15
66,A,contrast_low,6.661338147750939e-16,1.383152851512174e-15
66,A,gaussian_noise,5.551115123125783e-16,1.304512053934559e-15
66,A,gaussian_blur,7.771561172376096e-16,2.9995847076033247e-15
66,B,clean,1.2212453270876722e-15,3.1058489113888756e-15
66,B,brightness_dark,1.5126788710517758e-15,3.0461744238152733e-15
66,B,contrast_low,1.1102230246251565e-15,2.320366121466577e-15
66,B,gaussian_noise,7.771561172376096e-16,2.1371793224034263e-15
66,B,gaussian_blur,1.2212453270876722e-15,2.7144952952085077e-15
67,A,clean,4.787836793695988e-16,1.7439753345153501e-15
67,A,brightness_dark,7.771561172376096e-16,2.526748651579932e-15
67,A,contrast_low,7.771561172376096e-16,3.160170537950892e-15
67,A,gaussian_noise,5.551115123125783e-16,1.6375789613221059e-15
67,A,gaussian_blur,6.938893903907228e-16,1.966680786478849e-15
67,B,clean,4.787836793695988e-16,1.7439753345153501e-15
67,B,brightness_dark,1.3719184518582292e-15,4.19406572963307e-15
67,B,contrast_low,2.2273849431542203e-15,5.6066262743570405e-15
67,B,gaussian_noise,7.414703771603724e-16,2.1074412056723954e-15
67,B,gaussian_blur,1.0388515444706822e-15,2.4940367231757982e-15
68,A,clean,1.1435297153639113e-15,2.9809488211185455e-15
68,A,brightness_dark,1.4432899320127035e-15,4.315992008230296e-15
68,A,contrast_low,2.220446049250313e-15,4.4012412761925844e-15
68,A,gaussian_noise,8.326672684688674e-16,2.4258373088059672e-15
68,A,gaussian_blur,4.163336342344337e-16,9.71445146547012e-16
68,B,clean,1.1435297153639113e-15,2.9809488211185455e-15
68,B,brightness_dark,7.216449660063518e-16,1.4432899320127035e-15
68,B,contrast_low,1.0547118733938987e-15,3.4361402612148594e-15
68,B,gaussian_noise,4.758098676964956e-16,1.5701725633984358e-15
68,B,gaussian_blur,6.550315845288424e-16,1.7541523789077474e-15
69,A,clean,6.938893903907228e-16,1.509903313490213e-15
69,A,brightness_dark,4.440892098500626e-16,1.1435297153639113e-15
69,A,contrast_low,1.0269562977782698e-15,2.6589841439772502e-15
69,A,gaussian_noise,1.3322676295501878e-15,3.462508058049707e-15
69,A,gaussian_blur,1.4016565685892601e-15,4.198030811863873e-15
69,B,clean,6.938893903907228e-16,1.509903313490213e-15
69,B,brightness_dark,5.551115123125783e-16,1.1637826119459405e-15
69,B,contrast_low,1.3877787807814457e-15,3.788636071533347e-15
69,B,gaussian_noise,8.881784197001252e-16,1.7139067942650854e-15
69,B,gaussian_blur,7.494005416219807e-16,2.42861286636753e-15
70,A,clean,8.881784197001252e-16,1.7694179454963432e-15
70,A,brightness_dark,1.970645868709653e-15,3.8765287276495054e-15
70,A,contrast_low,1.3322676295501878e-15,2.7977620220553948e-15
70,A,gaussian_noise,7.494005416219807e-16,1.2934098236883076e-15
70,A,gaussian_blur,3.3306690738754696e-16,1.0547118733938987e-15
70,B,clean,8.881784197001252e-16,1.7694179454963432e-15
70,B,brightness_dark,7.93809462606987e-16,2.742250870824137e-15
70,B,contrast_low,5.181040781584063e-16,1.0454600148553557e-15
70,B,gaussian_noise,8.881784197001252e-16,1.4988010832439613e-15
70,B,gaussian_blur,3.3306690738754696e-16,6.430041684287364e-16
71,A,clean,9.992007221626409e-16,2.0909200297107117e-15
71,A,brightness_dark,2.3314683517128287e-15,5.659361868026735e-15
71,A,contrast_low,7.771561172376096e-16,1.6570078642530462e-15
71,A,gaussian_noise,4.579669976578771e-16,1.3200006563986376e-15
71,A,gaussian_blur,6.522560269672795e-16,1.2351231148954867e-15
71,B,clean,9.992007221626409e-16,2.0909200297107117e-15
71,B,brightness_dark,1.7763568394002505e-15,5.0584536559483695e-15
71,B,contrast_low,2.4424906541753444e-15,5.218048215738236e-15
71,B,gaussian_noise,7.438494264988549e-16,1.7097434579227411e-15
71,B,gaussian_blur,2.220446049250313e-16,3.0531133177191805e-16
72,A,clean,1.1102230246251565e-16,4.718447854656915e-16
72,A,brightness_dark,3.6637359812630164e-16,7.327471962526033e-16
72,A,contrast_low,1.6653345369377348e-15,4.576200529626817e-15
72,A,gaussian_noise,1.2212453270876722e-15,3.0531133177191805e-15
72,A,gaussian_blur,5.366077952354923e-16,1.2628786905111156e-15
72,B,clean,1.1102230246251565e-16,4.718447854656915e-16
72,B,brightness_dark,1.0639637319324418e-15,3.164135620181696e-15
72,B,contrast_low,1.9984014443252818e-15,3.9968028886505635e-15
72,B,gaussian_noise,5.662137425588298e-16,1.965094753586527e-15
72,B,gaussian_blur,3.3306690738754696e-16,1.0880185641326535e-15
73,A,clean,7.771561172376096e-16,2.7658431100974214e-15
73,A,brightness_dark,3.885780586188048e-16,8.968520370800093e-16
73,A,contrast_low,1.3322676295501878e-15,2.67841304690819e-15
73,A,gaussian_noise,9.992007221626409e-16,2.831068712794149e-15
73,A,gaussian_blur,3.885780586188048e-16,8.465450562766819e-16
73,B,clean,7.771561172376096e-16,2.7658431100974214e-15
73,B,brightness_dark,4.371503159461554e-16,8.951173136040325e-16
73,B,contrast_low,1.7763568394002505e-15,5.512257317263903e-15
73,B,gaussian_noise,5.689893001203927e-16,1.50712775592865e-15
73,B,gaussian_blur,6.245004513516506e-16,1.817990202823694e-15
74,A,clean,7.771561172376096e-16,1.366962099069724e-15
74,A,brightness_dark,7.771561172376096e-16,1.5086311829411634e-15
74,A,contrast_low,3.7470027081099033e-16,7.077671781985373e-16
74,A,gaussian_noise,4.440892098500626e-16,8.257283745649602e-16
74,A,gaussian_blur,9.992007221626409e-16,1.887379141862766e-15
74,B,clean,7.771561172376096e-16,1.366962099069724e-15
74,B,brightness_dark,1.8769708010069053e-15,3.653327640407156e-15
74,B,contrast_low,1.2212453270876722e-15,2.4471165834446164e-15
74,B,gaussian_noise,6.661338147750939e-16,1.3461454173580023e-15
74,B,gaussian_blur,1.2212453270876722e-15,2.400857290751901e-15
75,A,clean,4.996003610813204e-16,1.0378850556769236e-15
75,A,brightness_dark,7.216449660063518e-16,2.3869795029440866e-15
75,A,contrast_low,9.992007221626409e-16,2.220446049250313e-15
75,A,gaussian_noise,5.828670879282072e-16,1.5987211554602253e-15
75,A,gaussian_blur,4.440892098500626e-16,9.159339953157541e-16
75,B,clean,4.996003610813204e-16,1.0378850556769236e-15
75,B,brightness_dark,3.3306690738754696e-16,1.2663481374630692e-15
75,B,contrast_low,8.992806499463768e-16,3.186340080674199e-15
75,B,gaussian_noise,4.440892098500626e-16,1.27675647831893e-15
75,B,gaussian_blur,8.326672684688674e-16,1.7907302624869153e-15
76,A,clean,3.3306690738754696e-16,7.827072323607354e-16
76,A,brightness_dark,8.280413391995959e-16,2.2135071553464055e-15
76,A,contrast_low,1.033895191682177e-15,3.1710745140856034e-15
76,A,gaussian_noise,4.996003610813204e-16,1.6653345369377348e-15
76,A,gaussian_blur,4.440892098500626e-16,1.7930101847696277e-15
76,B,clean,3.3306690738754696e-16,7.827072323607354e-16
76,B,brightness_dark,1.4432899320127035e-15,2.6229018956769323e-15
76,B,contrast_low,1.1379786002407855e-15,2.2065682614424986e-15
76,B,gaussian_noise,3.608224830031759e-16,1.4224732503009818e-15
76,B,gaussian_blur,1.4155343563970746e-15,3.344546861683284e-15
77,A,clean,1.3322676295501878e-15,2.723515857283587e-15
77,A,brightness_dark,7.771561172376096e-16,1.3981871216373065e-15
77,A,contrast_low,2.7200464103316335e-15,5.384581669432009e-15
77,A,gaussian_noise,4.440892098500626e-16,9.749145934989656e-16
77,A,gaussian_blur,1.457167719820518e-16,3.677613769070831e-16
77,B,clean,1.3322676295501878e-15,2.723515857283587e-15
77,B,brightness_dark,8.881784197001252e-16,1.8781272833242233e-15
77,B,contrast_low,2.55351295663786e-15,5.079270337660091e-15
77,B,gaussian_noise,4.440892098500626e-16,7.864079757761525e-16
77,B,gaussian_blur,1.887379141862766e-15,3.842759443983823e-15
78,A,clean,6.661338147750939e-16,1.3114509478384662e-15
78,A,brightness_dark,7.91033905045424e-16,1.4849232954361469e-15
78,A,contrast_low,4.440892098500626e-16,8.187894806610529e-16
78,A,gaussian_noise,6.29126380620922e-16,2.6575963651964685e-15
78,A,gaussian_blur,1.2212453270876722e-15,4.32015534457264e-15
78,B,clean,6.661338147750939e-16,1.3114509478384662e-15
78,B,brightness_dark,1.5265566588595902e-15,3.039235529911366e-15
78,B,contrast_low,1.4155343563970746e-15,2.851885394505871e-15
78,B,gaussian_noise,8.81239525796218e-16,2.7824964554667986e-15
78,B,gaussian_blur,1.609823385706477e-15,3.1225022567582528e-15
79,A,clean,4.2327252813834093e-16,1.3253287356462806e-15
79,A,brightness_dark,5.551115123125783e-16,1.7575226988039308e-15
79,A,contrast_low,2.0261570199409107e-15,4.335420911161236e-15
79,A,gaussian_noise,2.1094237467877974e-15,6.0992877415344545e-15
79,A,gaussian_blur,2.914335439641036e-15,7.563394355258879e-15
79,B,clean,4.2327252813834093e-16,1.3253287356462806e-15
79,B,brightness_dark,1.0477729794899915e-15,3.434752482434078e-15
79,B,contrast_low,2.8033131371785203e-15,5.537237335317968e-15
79,B,gaussian_noise,6.175615574477433e-16,1.7803219216310545e-15
79,B,gaussian_blur,1.5701725633984356e-15,4.9484226240435554e-15
80,A,clean,1.4363510381087963e-15,3.12944115066216e-15
80,A,brightness_dark,1.887379141862766e-15,4.987676938128516e-15
80,A,contrast_low,1.4109084271278032e-15,2.8403205713326924e-15
80,A,gaussian_noise,1.0547118733938987e-15,3.3029134982598407e-15
80,A,gaussian_blur,9.853229343548264e-16,2.1279274638648835e-15
80,B,clean,1.4363510381087963e-15,3.12944115066216e-15
80,B,brightness_dark,8.465450562766819e-16,1.8457457784393227e-15
80,B,contrast_low,1.0917193075480707e-15,2.0909200297107117e-15
80,B,gaussian_noise,8.928043489693967e-16,1.8364939199007795e-15
80,B,gaussian_blur,8.511709855459533e-16,1.6422048905913773e-15
81,A,clean,6.661338147750939e-16,1.27675647831893e-15
81,A,brightness_dark,7.355227538141662e-16,2.5136143166903935e-15
81,A,contrast_low,6.846375318521798e-16,1.4548547551858822e-15
81,A,gaussian_noise,3.3306690738754696e-16,1.3084771361653632e-15
81,A,gaussian_blur,1.2212453270876722e-15,2.69784194983913e-15
81,B,clean,6.661338147750939e-16,1.27675647831893e-15
81,B,brightness_dark,6.245004513516506e-16,1.6948248360293405e-15
81,B,contrast_low,1.1102230246251565e-16,1.8041124150158794e-16
81,B,gaussian_noise,1.1449174941446927e-15,2.5558259212724957e-15
81,B,gaussian_blur,1.6144493149757486e-15,3.050800353084545e-15
82,A,clean,2.5673907444456745e-16,3.844147222764604e-16
82,A,brightness_dark,8.696747026230393e-16,1.7370364406114427e-15
82,A,contrast_low,2.2574534834044852e-15,4.62361630463685e-15
82,A,gaussian_noise,2.220446049250313e-16,5.925815393936772e-16
82,A,gaussian_blur,1.2027416100105861e-15,2.4309258310021655e-15
82,B,clean,2.5673907444456745e-16,3.844147222764604e-16
82,B,brightness_dark,9.020562075079397e-16,2.6229018956769323e-15
82,B,contrast_low,1.9984014443252818e-15,4.805877917846147e-15
82,B,gaussian_noise,1.033895191682177e-15,2.0145921967677322e-15
82,B,gaussian_blur,1.6570078642530462e-15,4.450606549966095e-15
83,A,clean,8.743006318923108e-16,3.941291737419306e-15
83,A,brightness_dark,1.3183898417423734e-15,4.163336342344337e-15
83,A,contrast_low,9.020562075079397e-16,1.817990202823694e-15
83,A,gaussian_noise,7.771561172376096e-16,2.851885394505871e-15
83,A,gaussian_blur,9.783840404509192e-16,1.9775847626135597e-15
83,B,clean,8.743006318923108e-16,3.941291737419306e-15
83,B,brightness_dark,4.440892098500626e-16,7.91033905045424e-16
83,B,contrast_low,1.3183898417423734e-15,2.9004576518332215e-15
83,B,gaussian_noise,3.4139358007223566e-16,1.0783041126671831e-15
83,B,gaussian_blur,3.7470027081099033e-16,9.159339953157541e-16
84,A,clean,9.43689570931383e-16,2.2343238370581275e-15
84,A,brightness_dark,1.27675647831893e-15,2.6041668821363825e-15
84,A,contrast_low,1.1657341758564144e-15,2.8310687127941496e-15
84,A,gaussian_noise,1.2212453270876722e-15,2.7450264283856997e-15
