client,bank,target,alpha,prediction_key,reused_key,query_accuracy,class_total,class_correct,source_J,source_C,source_agreement,DeltaAcc_vs_alpha0
1,A,gaussian_noise,1.25,A|gaussian_noise|1.25|c1,,11.11111111111111,"[0, 4, 0, 0, 0, 8, 0, 86, 0, 1]","[0, 2, 0, 0, 0, 1, 0, 8, 0, 0]",5.442624367489182,0.00325749627916322,0.9500000000000001,1.0101010101010104
1,A,gaussian_noise,1.5,A|gaussian_noise|1.5|c1,,13.131313131313133,"[0, 4, 0, 0, 0, 8, 0, 86, 0, 1]","[0, 2, 0, 0, 0, 1, 0, 10, 0, 0]",13.617762205523427,0.003152353556062941,1.0,3.030303030303033
1,B,gaussian_noise,0.0,B|gaussian_noise|0.0|c1,r91,10.1010101010101,"[0, 4, 0, 0, 0, 8, 0, 86, 0, 1]","[0, 3, 0, 0, 0, 1, 0, 6, 0, 0]",31.254409019781086,0.0036742143897453075,0.9,0.0
1,B,gaussian_noise,0.25,B|gaussian_noise|0.25|c1,,10.1010101010101,"[0, 4, 0, 0, 0, 8, 0, 86, 0, 1]","[0, 3, 0, 0, 0, 1, 0, 6, 0, 0]",20.602541843140372,0.0035990774245156436,0.9500000000000001,0.0
1,B,gaussian_noise,0.5,B|gaussian_noise|0.5|c1,,11.11111111111111,"[0, 4, 0, 0, 0, 8, 0, 86, 0, 1]","[0, 3, 0, 0, 0, 1, 0, 7, 0, 0]",12.173977374872038,0.0035149465299460733,1.0,1.0101010101010104
1,B,gaussian_noise,0.75,B|gaussian_noise|0.75|c1,,12.121212121212121,"[0, 4, 0, 0, 0, 8, 0, 86, 0, 1]","[0, 3, 0, 0, 0, 1, 0, 8, 0, 0]",6.543259345506616,0.003431158336599852,0.8500000000000001,2.0202020202020208
1,B,gaussian_noise,1.0,B|gaussian_noise|1.0|c1,r93,12.121212121212121,"[0, 4, 0, 0, 0, 8, 0, 86, 0, 1]","[0, 3, 0, 0, 0, 1, 0, 8, 0, 0]",4.1792666153021845,0.0033361794112782036,0.8500000000000001,2.0202020202020208
1,B,gaussian_noise,1.25,B|gaussian_noise|1.25|c1,,11.11111111111111,"[0, 4, 0, 0, 0, 8, 0, 86, 0, 1]","[0, 2, 0, 0, 0, 1, 0, 8, 0, 0]",6.270990355343588,0.0032220590292884087,0.9,1.0101010101010104
1,B,gaussian_noise,1.5,B|gaussian_noise|1.5|c1,,13.131313131313133,"[0, 4, 0, 0, 0, 8, 0, 86, 0, 1]","[0, 2, 0, 0, 0, 1, 0, 10, 0, 0]",14.161259797209638,0.003104345532238074,0.9500000000000001,3.030303030303033
1,A,gaussian_blur,0.0,A|gaussian_blur|0.0|c1,r98,11.11111111111111,"[0, 4, 0, 0, 0, 8, 0, 86, 0, 1]","[0, 2, 0, 0, 0, 1, 0, 8, 0, 0]",22.843516736762396,0.0021295329092496057,1.0,0.0
1,A,gaussian_blur,0.25,A|gaussian_blur|0.25|c1,,12.121212121212121,"[0, 4, 0, 0, 0, 8, 0, 86, 0, 1]","[0, 2, 0, 0, 0, 1, 0, 9, 0, 0]",15.435070090264567,0.0023248510073852545,0.9500000000000001,1.0101010101010104
