client,bank,context,salt,train_half,BER128,BER256,point_state,agreement,mean_utility128,mean_utility256,max_mean_utility_difference,vote128,vote256,max_vote_frequency_difference,p_mode,vote_entropy,point_bootstrap_expected_regret,BER_bootstrap_expected_regret,top_mean_utility_margin,BER_replica_optimal_fraction,BER_minus_point_utility_p10,BER_minus_point_utility_median,BER_minus_point_utility_p90
0,A,brightness_dark,T013-S1,0,1,1,1,True,"[0.0, 0.15531563410248617, 0.06315017599748089, -0.02627484872024069, 0.05274700672114295]","[0.0, 0.1595068048222696, 0.062306841902255924, -0.028545646468460594, 0.053695604003055036]",0.004191170719783412,"[0.0, 0.96875, 0.0234375, 0.0078125, 0.0]","[0.0, 0.9765625, 0.01953125, 0.00390625, 0.0]",0.0078125,0.9765625,0.12169143265248392,0.0006000427285987282,0.0006000427285987282,0.09719996292001365,0.9765625,0.0,0.0,0.0
0,A,brightness_dark,T013-S1,1,1,1,1,True,"[0.0, 0.14268217756952156, 0.06848972309233257, -0.026712668208977337, 0.053611524996085014]","[0.0, 0.14636708388609107, 0.0675447932266135, -0.028954347999850347, 0.054609857249918466]",0.003684906316569516,"[0.0, 0.921875, 0.0703125, 0.0078125, 0.0]","[0.0, 0.92578125, 0.0703125, 0.00390625, 0.0]",0.00390625,0.92578125,0.2797206277172302,0.0016659458163347204,0.0016659458163347204,0.07882229065947757,0.92578125,0.0,0.0,0.0
0,A,brightness_dark,T013-S2,0,1,1,1,True,"[0.0, 0.14373823372291436, 0.06514062486659813, -0.0241090126547147, 0.05379493641279234]","[0.0, 0.1474482225582658, 0.06427919229051188, -0.026218418176837892, 0.05489625189296939]",0.003709988835351458,"[0.0, 0.9453125, 0.046875, 0.0078125, 0.0]","[0.0, 0.9609375, 0.03515625, 0.00390625, 0.0]",0.015625,0.9609375,0.17765174512258114,0.0010315314021737204,0.0010315314021737204,0.08316903026775395,0.9609375,0.0,0.0,0.0
0,A,brightness_dark,T013-S2,1,1,1,1,True,"[0.0, 0.15402506146424777, 0.06652493792875368, -0.028965526821024806, 0.052497963457893745]","[0.0, 0.1581841127059297, 0.06559727243095181, -0.03137323839931394, 0.05333821732556075]",0.004159051241681923,"[0.0, 0.9375, 0.0546875, 0.0078125, 0.0]","[0.0, 0.95703125, 0.0390625, 0.00390625, 0.0]",0.01953125,0.95703125,0.19035669247409934,0.001013768052162345,0.001013768052162345,0.09258684027497789,0.95703125,0.0,0.0,0.0
0,A,brightness_dark,T013-S3,0,1,1,1,True,"[0.0, 0.14138801818575403, 0.06192288094695518, -0.028893158455359343, 0.051956781664921195]","[0.0, 0.14493072228487827, 0.061089035225263336, -0.031289806432646415, 0.05291170500433056]",0.003542704099124228,"[0.0, 0.9453125, 0.046875, 0.0078125, 0.0]","[0.0, 0.95703125, 0.0390625, 0.00390625, 0.0]",0.01171875,0.95703125,0.19035669247409934,0.001035292547830517,0.001035292547830517,0.08384168705961494,0.95703125,0.0,0.0,0.0
0,A,brightness_dark,T013-S3,1,1,1,1,True,"[0.0, 0.15646077529073713, 0.06969999229125354, -0.024131184112836632, 0.054462609590975035]","[0.0, 0.16079681115355046, 0.06874512523556299, -0.026247497859685144, 0.055451234433543696]",0.004336035862813351,"[0.0, 0.9453125, 0.046875, 0.0078125, 0.0]","[0.0, 0.9609375, 0.03515625, 0.00390625, 0.0]",0.015625,0.9609375,0.17765174512258114,0.0010097429859913835,0.0010097429859913835,0.09205168591798747,0.9609375,0.0,0.0,0.0
0,A,contrast_low,T013-S0,0,2,2,2,True,"[0.0, 0.04762570521897991, 0.12019162954747939, -0.06947269027585397, 0.05507639832157895]","[0.0, 0.05135871378079048, 0.1174818575598696, -0.07041510707723406, 0.05461776105576106]",0.003733008561810572,"[0.0, 0.0703125, 0.8359375, 0.0, 0.09375]","[0.0, 0.08984375, 0.8203125, 0.0, 0.08984375]",0.01953125,0.8203125,0.5954691812631199,0.004910094538494761,0.004910094538494761,0.06286409650410854,0.8203125,0.0,0.0,0.0
0,A,contrast_low,T013-S0,1,2,2,2,True,"[0.0, 0.047210754787529556, 0.12604251867504598, -0.05862908993416741, 0.06532724546271704]","[0.0, 0.05097995244112928, 0.12342811559039235, -0.05936545795162439, 0.0647591460996754]",0.00376919765359973,"[0.0, 0.0625, 0.78125, 0.0, 0.15625]","[0.0, 0.08203125, 0.765625, 0.0, 0.15234375]",0.01953125,0.765625,0.6962542077591348,0.005255680756502663,0.005255680756502663,0.05866896949071694,0.765625,0.0,0.0,0.0
0,A,contrast_low,T013-S1,0,2,2,2,True,"[0.0, 0.05033798067158262, 0.12668898990543837, -0.06789952152103847, 0.06125282554593712]","[0.0, 0.054327736741806076, 0.1239124221050471, -0.06875185283845561, 0.0606666563167649]",0.003989756070223456,"[0.0, 0.0859375, 0.7890625, 0.0, 0.125]","[0.0, 0.1015625, 0.7734375, 0.0, 0.125]",0.015625,0.7734375,0.6909159954339852,0.005765968195296682,0.005765968195296682,0.0632457657882822,0.7734375,0.0,0.0,0.0
0,A,contrast_low,T013-S1,1,2,2,2,True,"[0.0, 0.04448380129717752, 0.12002414851609382, -0.06022845785157278, 0.05911264549489859]","[0.0, 0.04799284437354639, 0.11746718336003335, -0.06105487997343743, 0.05866918613465408]",0.003509043076368861,"[0.0, 0.0546875, 0.8203125, 0.0, 0.125]","[0.0, 0.07421875, 0.81640625, 0.0, 0.109375]",0.01953125,0.81640625,0.6006699228009938,0.004290630414748545,0.004290630414748545,0.05879799722537928,0.81640625,0.0,0.0,0.0
0,A,contrast_low,T013-S2,0,2,2,2,True,"[0.0, 0.054603360990841454, 0.12286618792999537, -0.06236004630417931, 0.06154383813215435]","[0.0, 0.05884938414868051, 0.1203704571339641, -0.06320325306239333, 0.06095136638022111]",0.004246023157839059,"[0.0, 0.109375, 0.7578125, 0.0, 0.1328125]","[0.0, 0.12109375, 0.75390625, 0.0, 0.125]",0.01171875,0.75390625,0.7285510433573996,0.006484949506886952,0.006484949506886952,0.059419090753742985,0.75390625,0.0,0.0,0.0
0,A,contrast_low,T013-S2,1,2,2,2,True,"[0.0, 0.04004701747835444, 0.12317399352979982, -0.06598935310281523, 0.0586749579771952]","[0.0, 0.043299978717092756, 0.12034730533222147, -0.06682919793558408, 0.05823984710923145]",0.003252961238738322,"[0.0, 0.03125, 0.8671875, 0.0, 0.1015625]","[0.0, 0.05859375, 0.84375, 0.0, 0.09765625]",0.02734375,0.84375,0.5367681292529304,0.0038879609778810346,0.0038879609778810346,0.06210745822299003,0.84375,0.0,0.0,0.0
0,A,contrast_low,T013-S3,0,2,2,2,True,"[0.0, 0.04974169156914156, 0.12447575364059761, -0.06212139839304296, 0.06083519776225685]","[0.0, 0.053587000354119965, 0.12188938189968007, -0.0628529186174862, 0.06036647599886137]",0.003845308784978408,"[0.0, 0.0859375, 0.796875, 0.0, 0.1171875]","[0.0, 0.09765625, 0.79296875, 0.0, 0.109375]",0.01171875,0.79296875,0.653167930213572,0.005144638931051594,0.005144638931051594,0.06152290590081871,0.79296875,0.0,0.0,0.0
0,A,contrast_low,T013-S3,1,2,2,2,True,"[0.0, 0.045147452597846395, 0.12175183621643464, -0.06614553633899203, 0.05944139062674078]","[0.0, 0.048801553565619514, 0.11901483125849047, -0.06709771496615799, 0.05888225282461514]",0.003654100967773116,"[0.0, 0.0546875, 0.8046875, 0.0, 0.140625]","[0.0, 0.07421875, 0.80078125, 0.0, 0.125]",0.01953125,0.80078125,0.630861291287659,0.004929187500032836,0.004929187500032836,0.060132578433875324,0.80078125,0.0,0.0,0.0
0,A,gaussian_noise,T013-S0,0,3,3,1,True,"[0.0, -0.0022397555495690135, -0.17887438105252285, 0.0011208943815639552, -0.0558570765767464]","[0.0, -0.0031680946818969133, -0.1782985302292088, 0.000567541299084885, -0.05542942544087455]",0.0009283391323278995,"[0.28125, 0.4375, 0.0, 0.265625, 0.015625]","[0.30859375, 0.44140625, 0.0, 0.23828125, 0.01171875]",0.02734375,0.44140625,1.1176760911984474,0.020221591376000568,0.016485955395018768,0.000567541299084885,0.23828125,-0.03938904465435187,0.0013806646856676795,0.047097896209916
0,A,gaussian_noise,T013-S0,1,0,0,1,True,"[0.0, -0.004129193725142478, -0.1877851629441525, -0.0004980673817695977, -0.05909294689137998]","[0.0, -0.004958003968870124, -0.1869268133006757, -0.0007892027048540533, -0.058486101583312924]",0.0008583496434768005,"[0.3515625, 0.421875, 0.0, 0.2109375, 0.015625]","[0.37890625, 0.41796875, 0.0, 0.19140625, 0.01171875]",0.02734375,0.41796875,1.1009013441839488,0.01984107215613238,0.014883068187262255,0.0007892027048540533,0.37890625,-0.04652671711917407,0.0031160321483882846,0.05916077288624301
0,A,gaussian_noise,T013-S1,0,1,1,1,True,"[0.0, 0.0031071939327853414, -0.18580886174468125, 0.0021178565560888885, -0.0657688886121963]","[0.0, 0.002258776416864939, -0.18509551344872915, 0.0017518339145307493, -0.06529588113545867]",0.0008484175159204025,"[0.2890625, 0.4765625, 0.0, 0.234375, 0.0]","[0.29296875, 0.49609375, 0.0, 0.20703125, 0.00390625]",0.02734375,0.49609375,1.055142913566567,0.016082267716330048,0.016082267716330048,0.0005069425023341899,0.49609375,0.0,0.0,0.0
0,A,gaussian_noise,T013-S1,1,0,0,1,True,"[0.0, -0.009610964130503224, -0.18071208546211723, -0.0014746099365976774, -0.04922929274788257]","[0.0, -0.010512016930590954, -0.17999896667616838, -0.001955633768465435, -0.04867582954265562]",0.000901052800087729,"[0.3671875, 0.390625, 0.0, 0.2265625, 0.015625]","[0.3984375, 0.375, 0.0, 0.2109375, 0.015625]",0.03125,0.3984375,1.1276970956715222,0.02440567833813273,0.013893661407541778,0.001955633768465435,0.3984375,-0.043873525000622554,0.00802231394852543,0.07045760437689935
0,A,gaussian_noise,T013-S2,0,0,0,1,True,"[0.0, -0.0052922818415220285, -0.1838379809148417, -0.002067483893541523, -0.05864985470704794]","[0.0, -0.0061943496591322905, -0.18313361982815768, -0.0026004666046880592, -0.05808740690158822]",0.0009020678176102623,"[0.390625, 0.4296875, 0.0, 0.1640625, 0.015625]","[0.4140625, 0.4296875, 0.0, 0.140625, 0.015625]",0.0234375,0.4296875,1.068891337284467,0.02097564770066477,0.014781298041532479,0.0026004666046880592,0.4140625,-0.047638503565622624,0.004100372614778836,0.06337636173729612
0,A,gaussian_noise,T013-S2,1,3,3,1,True,"[0.0, -0.0011438345445546338, -0.18248974243605323, 0.0026922132125865167, -0.05623267849474952]","[0.0, -0.002000131992442621, -0.18176506703548906, 0.002376462609934328, -0.055763430345093054]",0.0008562974478879873,"[0.2734375, 0.4296875, 0.0, 0.28125, 0.015625]","[0.2890625, 0.4296875, 0.0, 0.26953125, 0.01171875]",0.015625,0.4296875,1.1271975897237438,0.019205747527915627,0.014829152925538677,0.002376462609934328,0.26953125,-0.035707489501822974,0.0029097405729319676,0.04481538638603762
0,A,gaussian_noise,T013-S3,0,3,3,1,True,"[0.0, -0.001872541261778506, -0.18038306497162787, 0.002991711218048875, -0.05204484734830178]","[0.0, -0.002884509441569853, -0.17955677763357145, 0.002610542069149347, -0.051391820722323296]",0.001011968179791347,"[0.265625, 0.4296875, 0.0, 0.2890625, 0.015625]","[0.296875, 0.4140625, 0.0, 0.2734375, 0.015625]",0.03125,0.4140625,1.1451769670359102,0.01930059464122895,0.01380554313050975,0.002610542069149347,0.2734375,-0.03412684809610119,0.004274215968265495,0.04480752887637983
0,A,gaussian_noise,T013-S3,1,0,0,1,True,"[0.0, -0.004535759291340359, -0.18602704303838863, -0.0024058143643673983, -0.06293083861595694]","[0.0, -0.005279578327701994, -0.1854252556739239, -0.002876202180458189, -0.06255150320627298]",0.0007438190363616355,"[0.390625, 0.4453125, 0.0, 0.1640625, 0.0]","[0.3984375, 0.44140625, 0.0, 0.15625, 0.00390625]",0.0078125,0.44140625,1.0393288951278143,0.020930507842230366,0.015650929514528372,0.002876202180458189,0.3984375,-0.0496758468056078,0.003270565794763661,0.0625200642069792
0,A,gaussian_blur,T013-S0,0,4,4,2,True,"[0.0, 0.007708287871952158, 0.06925698613285144, -0.041825087642472274, 0.07477444332968883]","[0.0, 0.009299385052087777, 0.06748821826544746, -0.03984309555091584, 0.07226136083702209]",0.0025130824926667375,"[0.0, 0.1328125, 0.3828125, 0.0234375, 0.4609375]","[0.0, 0.171875, 0.37109375, 0.015625, 0.44140625]",0.0390625,0.44140625,1.0964952196614806,0.02131798832135008,0.016544845749775456,0.004773142571574627,0.44140625,-0.05059585327687102,0.007985864088936121,0.05139677270502627
0,A,gaussian_blur,T013-S0,1,4,4,4,True,"[0.0, 0.002040225550778469, 0.04676581615853503, -0.04459984094216236, 0.06684806955078545]","[0.0, 0.004007114356128646, 0.045401015317511326, -0.04246822922189143, 0.06454412932141015]",0.0023039402293753004,"[0.0, 0.15625, 0.2734375, 0.0234375, 0.546875]","[0.00390625, 0.19140625, 0.265625, 0.01953125, 0.51953125]",0.03515625,0.51953125,1.1073284516082356,0.012319688786521609,0.012319688786521609,0.01914311400389882,0.51953125,0.0,0.0,0.0
0,A,gaussian_blur,T013-S1,0,4,4,4,True,"[0.0, 0.0039274549108518275, 0.04172634073330798, -0.044512341285119696, 0.06672571366589133]","[0.0, 0.00578199594967869, 0.040355912328069066, -0.042272601706652126, 0.06442615369395226]",0.00229955997193907,"[0.0, 0.1796875, 0.2265625, 0.0234375, 0.5703125]","[0.0, 0.2109375, 0.23046875, 0.01953125, 0.5390625]",0.03125,0.5390625,1.0764741404999802,0.011375983351426195,0.011375983351426195,0.024070241365883194,0.5390625,0.0,0.0,0.0
0,A,gaussian_blur,T013-S1,1,4,4,2,True,"[0.0, 0.005597148063607209, 0.07406480729653599, -0.042014010509111584, 0.07489482657231754]","[0.0, 0.007308867380595836, 0.07230838415009326, -0.04013762115176058, 0.07237301441359874]",0.0025218121587187946,"[0.0, 0.109375, 0.4140625, 0.0234375, 0.453125]","[0.0, 0.125, 0.41015625, 0.015625, 0.44921875]",0.015625,0.44921875,1.0499362028296229,0.018440064441053106,0.018375434177547625,6.463026350548217e-05,0.44921875,-0.056718414551233234,0.0038946024150557867,0.047810966291224076
0,A,gaussian_blur,T013-S2,0,4,4,4,True,"[0.0, 0.011718978747522533, 0.057424237116107855, -0.040671067680063025, 0.07576718011000338]","[0.0, 0.01331628533050086, 0.055636827484155965, -0.03886825847910552, 0.072970727404059]",0.0027964527059443933,"[0.0, 0.171875, 0.296875, 0.0234375, 0.5078125]","[0.0, 0.20703125, 0.296875, 0.015625, 0.48046875]",0.03515625,0.48046875,1.1037514349666306,0.013873011710129689,0.013873011710129689,0.01733389991990302,0.48046875,0.0,0.0,0.0
0,A,gaussian_blur,T013-S2,1,4,4,2,True,"[0.0, -0.0021143716478253635, 0.05847523675489302, -0.04577630195180837, 0.06581409070099457]","[0.0, -0.00015174918346844534, 0.05712559294783524, -0.04346601122571133, 0.06379332138739852]",0.002310290726097035,"[0.0, 0.1171875, 0.3828125, 0.0234375, 0.4765625]","[0.0, 0.14453125, 0.36328125, 0.01953125, 0.47265625]",0.02734375,0.47265625,1.0784838460011823,0.021574821602256364,0.014907093162693086,0.006667728439563278,0.47265625,-0.046933200180093164,0.009552856868578007,0.0517773794123208
0,A,gaussian_blur,T013-S3,0,4,4,2,True,"[0.0, 0.00688970491493901, 0.06771171366456379, -0.041073094096615, 0.07313414025211047]","[0.0, 0.008404820995635033, 0.06585401585140935, -0.03901363435202268, 0.07069086874983825]",0.0024432715022722285,"[0.0, 0.1484375, 0.3828125, 0.0234375, 0.4453125]","[0.0, 0.1875, 0.36328125, 0.01953125, 0.4296875]",0.0390625,0.4296875,1.1215468539085942,0.020629353990319607,0.015792501091890704,0.004836852898428902,0.4296875,-0.04628684097713941,0.008259232641926902,0.04853248811725861
0,A,gaussian_blur,T013-S3,1,4,4,4,True,"[0.0, 0.0028872775636688236, 0.04815921459123273, -0.045446978472366284, 0.06828073235697367]","[0.0, 0.00492252059882056, 0.04688800624127358, -0.04338902938579981, 0.06591448415977441]",0.0023662481971992656,"[0.0, 0.1328125, 0.28125, 0.0234375, 0.5625]","[0.0, 0.171875, 0.2734375, 0.015625, 0.5390625]",0.0390625,0.5390625,1.0553133943544357,0.013037015736171892,0.013037015736171892,0.019026477918500827,0.5390625,0.0,0.0,0.0
0,B,clean,T013-S0,0,1,1,1,True,"[0.0, 0.007025231126419628, -0.0958906096299453, -0.007275347223664093, -0.003581132824292943]","[0.0, 0.006018475003809876, -0.09694789097504086, -0.0076245741221419305, -0.003719504333248824]",0.0010572813450955593,"[0.234375, 0.484375, 0.0, 0.0234375, 0.2578125]","[0.234375, 0.5, 0.0, 0.02734375, 0.23828125]",0.01953125,0.5,1.126797662163171,0.018836279709869973,0.018836279709869973,0.006018475003809876,0.5,0.0,0.0,0.0
0,B,clean,T013-S0,1,4,4,4,True,"[0.0, -0.0009226792729806356, -0.11578917656631808, -0.011998850006799787, 0.0007804232749274566]","[0.0, -0.0019438946847780809, -0.11709212203297581, -0.012352540869111512, 0.0007325598228582794]",0.0013029454666577225,"[0.2421875, 0.4140625, 0.0, 0.03125, 0.3125]","[0.22265625, 0.41015625, 0.0, 0.03515625, 0.33203125]",0.01953125,0.41015625,1.1837706592029524,0.020148055152512025,0.020148055152512025,0.0007325598228582794,0.33203125,0.0,0.0,0.0
0,B,clean,T013-S1,0,1,1,1,True,"[0.0, 0.0028479629873968807, -0.11837311490189052, -0.006849553863226248, -0.01007373032125887]","[0.0, 0.0018204940812626205, -0.11953489275242937, -0.0071681124814466255, -0.010148926842931939]",0.0011617778505388539,"[0.25, 0.484375, 0.0, 0.03125, 0.234375]","[0.2421875, 0.5, 0.0, 0.0390625, 0.21875]",0.015625,0.5,1.149131541098252,0.01750626600663899,0.01750626600663899,0.0018204940812626205,0.5,0.0,0.0,0.0
0,B,clean,T013-S1,1,4,4,4,True,"[0.0, 0.003162516236741003, -0.09341793946594658, -0.012424532580352133, 0.0069457699939884585]","[0.0, 0.0021605734061616072, -0.09461615162096576, -0.012809655234998097, 0.006829903406299983]",0.0011982121550191801,"[0.203125, 0.4296875, 0.0, 0.0234375, 0.34375]","[0.1953125, 0.421875, 0.0, 0.0234375, 0.359375]",0.015625,0.421875,1.1388242073518162,0.02001335687343684,0.02001335687343684,0.004669330000138376,0.359375,0.0,0.0,0.0
0,B,clean,T013-S2,0,1,1,1,True,"[0.0, 0.005030385833228145, -0.10572488290608416, -0.012566638436166589, -0.006921294547971269]","[0.0, 0.00407374922708703, -0.10695482735847887, -0.012893920594646226, -0.007039742462944675]",0.001229944452394718,"[0.2265625, 0.4921875, 0.0, 0.0234375, 0.2578125]","[0.2421875, 0.5, 0.0, 0.01953125, 0.23828125]",0.01953125,0.5,1.1086434564668703,0.019199175016849826,0.019199175016849826,0.00407374922708703,0.5,0.0,0.0,0.0
0,B,clean,T013-S2,1,4,4,4,True,"[0.0, 0.0009547567724785716, -0.1057554224405594, -0.0067295098816402945, 0.003902418270212282]","[0.0, -0.00011890777647338761, -0.10687934869336316, -0.007105957281654393, 0.0038345768143886946]",0.0011239262528037613,"[0.2265625, 0.4140625, 0.0, 0.0390625, 0.3203125]","[0.2109375, 0.3984375, 0.0, 0.05078125, 0.33984375]",0.01953125,0.3984375,1.2130262201068467,0.018810646561224227,0.018810646561224227,0.0038345768143886946,0.33984375,0.0,0.0,0.0
0,B,clean,T013-S3,0,4,4,4,True,"[0.0, 0.0034491720771869295, -0.09595850902786032, -0.008486522111759029, 0.006729569490493518]","[0.0, 0.0025218593505138475, -0.09702013755541447, -0.008817697238830191, 0.0066690104266131905]",0.0010616285275541553,"[0.140625, 0.453125, 0.0, 0.03125, 0.375]","[0.13671875, 0.4296875, 0.0, 0.0390625, 0.39453125]",0.0234375,0.4296875,1.1286030479162699,0.01802282559883354,0.01802282559883354,0.004147151076099343,0.39453125,0.0,0.0,0.0
0,B,clean,T013-S3,1,1,1,1,True,"[0.0, 0.002659766501095621, -0.11548143981308696, -0.010801220857715978, -0.009596502577898057]","[0.0, 0.00156006402732468, -0.11677572487058224, -0.011172765953034246, -0.009724579759916953]",0.001294285057495275,"[0.28125, 0.46875, 0.0, 0.0234375, 0.2265625]","[0.296875, 0.46875, 0.0, 0.02734375, 0.20703125]",0.01953125,0.46875,1.140171251287155,0.02029014298379816,0.02029014298379816,0.00156006402732468,0.46875,0.0,0.0,0.0
0,B,brightness_dark,T013-S0,0,1,1,1,True,"[0.0, 0.159418239610464, 0.058443896071294014, -0.021737482215039596, 0.06101304048109571]","[0.0, 0.16044093411486407, 0.05651973532905219, -0.022065054819958036, 0.060758002574016375]",0.0019241607422418232,"[0.0, 0.984375, 0.015625, 0.0, 0.0]","[0.0, 0.9765625, 0.0234375, 0.0, 0.0]",0.0078125,0.9765625,0.11113140431967991,0.00025018973807500194,0.00025018973807500194,0.09968293154084772,0.9765625,0.0,0.0,0.0
0,B,brightness_dark,T013-S0,1,1,1,1,True,"[0.0, 0.16008822380131643, 0.05720576755028366, -0.02201906796038542, 0.05947600336088715]","[0.0, 0.16142365170895873, 0.05520873398729957, -0.02229157946211416, 0.0591094401189409]",0.0019970335629840874,"[0.0, 0.9453125, 0.0546875, 0.0, 0.0]","[0.0, 0.95703125, 0.04296875, 0.0, 0.0]",0.01171875,0.95703125,0.17726686016612425,0.0005263694900346977,0.0005263694900346977,0.10231421159001783,0.95703125,0.0,0.0,0.0
0,B,brightness_dark,T013-S1,0,1,1,1,True,"[0.0, 0.16860113821142717, 0.05699696747278637, -0.021287750381314113, 0.05990863397865103]","[0.0, 0.16997101293915068, 0.055336403353256465, -0.021560306914119948, 0.05960484900287386]",0.0016605641195299012,"[0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.9921875, 0.0078125, 0.0, 0.0]",0.0078125,0.9921875,0.045688389073983635,6.31782654716772e-05,6.31782654716772e-05,0.11036616393627681,0.9921875,0.0,0.0,0.0
