client,bank,context,salt,train_half,BER128,BER256,point_state,agreement,mean_utility128,mean_utility256,max_mean_utility_difference,vote128,vote256,max_vote_frequency_difference,p_mode,vote_entropy,point_bootstrap_expected_regret,BER_bootstrap_expected_regret,top_mean_utility_margin,BER_replica_optimal_fraction,BER_minus_point_utility_p10,BER_minus_point_utility_median,BER_minus_point_utility_p90
5,B,brightness_dark,T013-S2,1,1,1,1,True,"[0.0, 0.15976649933876805, 0.004010100085428779, -0.00128489882307301, 0.004622392405054751]","[0.0, 0.1624386731557573, 0.005113518331242378, -0.0013731253649299949, 0.005090729708995675]",0.002672173816989243,"[0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0]",0.0,1.0,-0.0,0.0,0.0,0.15732515482451492,1.0,0.0,0.0,0.0
5,B,brightness_dark,T013-S3,0,1,1,1,True,"[0.0, 0.1493705669605736, 0.006283520635051356, -0.0008264456128170056, 0.006458707861697177]","[0.0, 0.15152406409161762, 0.007418805503245511, -0.0009167283099315994, 0.006963607011067588]",0.002153497131043998,"[0.0, 0.9921875, 0.0, 0.0078125, 0.0]","[0.0, 0.9921875, 0.0, 0.0078125, 0.0]",0.0,0.9921875,0.045688389073983635,7.92889055102221e-05,7.92889055102221e-05,0.1441052585883721,0.9921875,0.0,0.0,0.0
5,B,brightness_dark,T013-S3,1,1,1,1,True,"[0.0, 0.1613818615163865, 0.0025047502777341395, -0.0006770943603710107, 0.0008003518713581025]","[0.0, 0.1639885126945573, 0.0035284818308088735, -0.0007230694985639605, 0.0011812944831949502]",0.0026066511781708012,"[0.0, 0.9921875, 0.0, 0.0078125, 0.0]","[0.0, 0.9921875, 0.0, 0.0078125, 0.0]",0.0,0.9921875,0.045688389073983635,4.3889668788728376e-05,4.3889668788728376e-05,0.16046003086374844,0.9921875,0.0,0.0,0.0
5,B,contrast_low,T013-S0,0,3,3,3,True,"[0.0, 0.025001866547959033, 0.041353139428426465, 0.053934114034105245, 0.007746282764014969]","[0.0, 0.015883505634190494, 0.03392578295827757, 0.05702222840323797, 0.0023965975802678102]",0.009118360913768539,"[0.0, 0.125, 0.3203125, 0.5546875, 0.0]","[0.0, 0.10546875, 0.29296875, 0.6015625, 0.0]",0.046875,0.6015625,0.9026387543661286,0.02891558010945223,0.02891558010945223,0.023096445444960405,0.6015625,0.0,0.0,0.0
5,B,contrast_low,T013-S0,1,3,3,3,True,"[0.0, 0.027734057186948703, 0.029940628480927062, 0.039375298873035064, -0.010044409190745658]","[0.0, 0.018689513845858246, 0.02279612531411179, 0.043525945492083426, -0.014397039880937617]",0.009044543341090457,"[0.0, 0.1796875, 0.3203125, 0.5, 0.0]","[0.0, 0.15234375, 0.296875, 0.55078125, 0.0]",0.05078125,0.55078125,0.975686106182144,0.03184719266295731,0.03184719266295731,0.020729820177971637,0.55078125,0.0,0.0,0.0
5,B,contrast_low,T013-S1,0,2,3,3,False,"[0.0, 0.023849745240225366, 0.04386256325615956, 0.038183794537357776, 0.0056095677762777]","[0.0, 0.014461840735802901, 0.03652724098880797, 0.04199536265738212, 0.0009561204571615752]",0.009387904504422466,"[0.0, 0.1328125, 0.359375, 0.5078125, 0.0]","[0.0, 0.11328125, 0.33984375, 0.546875, 0.0]",0.0390625,0.546875,0.9435543016754253,0.03691755216527556,0.03691755216527556,0.005468121668574151,0.546875,0.0,0.0,0.0
5,B,contrast_low,T013-S1,1,3,3,3,True,"[0.0, 0.02885098977354262, 0.02727224753118306, 0.05482005837664881, -0.008030928028211244]","[0.0, 0.020074836145055817, 0.020036926427255578, 0.058260390698860826, -0.013081266787236886]",0.008776153628486804,"[0.0, 0.140625, 0.2578125, 0.6015625, 0.0]","[0.0, 0.1171875, 0.234375, 0.6484375, 0.0]",0.046875,0.6484375,0.872183038032778,0.02441811259718017,0.02441811259718017,0.03818555455380501,0.6484375,0.0,0.0,0.0
5,B,contrast_low,T013-S2,0,3,3,3,True,"[0.0, 0.033780586246469055, 0.028036088425872675, 0.04554213189708993, -0.005046824987434603]","[0.0, 0.02446302018668282, 0.020352421308456378, 0.04887847663616469, -0.009984891126616841]",0.009317566059786234,"[0.0, 0.1796875, 0.3046875, 0.515625, 0.0]","[0.0, 0.14453125, 0.27734375, 0.578125, 0.0]",0.0625,0.578125,0.9520459969996455,0.03164453109630558,0.03164453109630558,0.02441545644948187,0.578125,0.0,0.0,0.0
5,B,contrast_low,T013-S2,1,3,3,3,True,"[0.0, 0.019787196056948616, 0.04256772408049956, 0.04785211682521951, 0.002458204801060809]","[0.0, 0.010924981096756365, 0.03570768747410169, 0.0517727510874867, -0.0022975785241557693]",0.008862214960192249,"[0.0, 0.125, 0.328125, 0.546875, 0.0]","[0.0, 0.10546875, 0.30859375, 0.5859375, 0.0]",0.0390625,0.5859375,0.9132662341613986,0.028982702348299035,0.028982702348299035,0.01606506361338501,0.5859375,0.0,0.0,0.0
5,B,contrast_low,T013-S3,0,3,3,3,True,"[0.0, 0.014680042090540054, 0.027512618577299464, 0.03881540058062775, -0.004207601689807885]","[0.0, 0.005384374683363077, 0.02024157769330839, 0.042309400768819595, -0.008781071497485495]",0.009295667407176977,"[0.0, 0.125, 0.3203125, 0.5546875, 0.0]","[0.0, 0.109375, 0.29296875, 0.59765625, 0.0]",0.04296875,0.59765625,0.9093558164593608,0.029932216021712598,0.029932216021712598,0.022067823075511202,0.59765625,0.0,0.0,0.0
5,B,contrast_low,T013-S3,1,3,3,3,True,"[0.0, 0.03806701952195236, 0.043566551940706806, 0.05423192248524513, 0.0017390277317975164]","[0.0, 0.029190813002185834, 0.03627296325306696, 0.05798849708643326, -0.00338457710937863]",0.008876206519766526,"[0.0, 0.1484375, 0.3125, 0.5390625, 0.0]","[0.0, 0.12109375, 0.2890625, 0.58984375, 0.0]",0.05078125,0.58984375,0.9257880866858059,0.030661911366990778,0.030661911366990778,0.0217155338333663,0.58984375,0.0,0.0,0.0
5,B,gaussian_noise,T013-S0,0,1,1,1,True,"[0.0, 0.06254807001767543, -0.19854691908978792, 0.05894680376580384, -0.08740603995922618]","[0.0, 0.062242924950627054, -0.20330858524478151, 0.059420431674506474, -0.09003476472228318]",0.004761666154993606,"[0.0, 0.546875, 0.0, 0.453125, 0.0]","[0.0, 0.515625, 0.0, 0.484375, 0.0]",0.03125,0.515625,0.6926588198060253,0.028053447887248,0.028053447887248,0.002822493276120581,0.515625,0.0,0.0,0.0
5,B,gaussian_noise,T013-S0,1,1,1,1,True,"[0.0, 0.06319949175194996, -0.19403271439510308, 0.04200446865328518, -0.0846406796204565]","[0.0, 0.06266285556622239, -0.1988452134731841, 0.04203753305242373, -0.08733488822575575]",0.004812499078081028,"[0.0, 0.6328125, 0.0, 0.3671875, 0.0]","[0.0, 0.61328125, 0.0, 0.38671875, 0.0]",0.01953125,0.61328125,0.6672576921240595,0.019025378233959084,0.019025378233959084,0.020625322513798665,0.61328125,0.0,0.0,0.0
5,B,gaussian_noise,T013-S1,0,1,1,1,True,"[0.0, 0.060579730840571645, -0.19452962029432905, 0.051681490395804046, -0.08413366813941994]","[0.0, 0.06042201337886143, -0.19912349557276987, 0.051962841473123515, -0.08662493340066867]",0.004593875278440829,"[0.0, 0.5703125, 0.0, 0.4296875, 0.0]","[0.0, 0.546875, 0.0, 0.453125, 0.0]",0.0234375,0.546875,0.6887461892700277,0.024925223637117164,0.024925223637117164,0.008459171905737918,0.546875,0.0,0.0,0.0
5,B,gaussian_noise,T013-S1,1,1,1,1,True,"[0.0, 0.0652614561280652, -0.19789767507822528, 0.04915555879793603, -0.08787871813030868]","[0.0, 0.06457736077116401, -0.20287977436973736, 0.049381225895530304, -0.09070968373630528]",0.004982099291512082,"[0.0, 0.6171875, 0.0, 0.3828125, 0.0]","[0.0, 0.59375, 0.0, 0.40625, 0.0]",0.0234375,0.59375,0.6754645824509031,0.02174471826025582,0.02174471826025582,0.015196134875633701,0.59375,0.0,0.0,0.0
5,B,gaussian_noise,T013-S2,0,1,1,1,True,"[0.0, 0.0654191536675731, -0.20298874100122555, 0.051642217990673284, -0.09358651565239785]","[0.0, 0.06479218722267208, -0.20782980514936003, 0.05173779361011134, -0.09632601378560557]",0.004841064148134474,"[0.0, 0.59375, 0.0, 0.40625, 0.0]","[0.0, 0.578125, 0.0, 0.421875, 0.0]",0.015625,0.578125,0.6808899872666533,0.023290730384614433,0.023290730384614433,0.01305439361256073,0.578125,0.0,0.0,0.0
5,B,gaussian_noise,T013-S2,1,1,1,1,True,"[0.0, 0.060826883959985145, -0.18980992759065052, 0.049600471142443155, -0.07891503721570517]","[0.0, 0.06062225657369898, -0.19453863716424882, 0.05002219161366038, -0.08149122986795052]",0.004728709573598308,"[0.0, 0.59375, 0.0, 0.40625, 0.0]","[0.0, 0.578125, 0.0, 0.421875, 0.0]",0.015625,0.578125,0.6808899872666533,0.023188683778369263,0.023188683778369263,0.010600064960038598,0.578125,0.0,0.0,0.0
5,B,gaussian_noise,T013-S3,0,1,1,1,True,"[0.0, 0.058270043437236275, -0.20194628814751747, 0.045258938109873095, -0.09928022502569302]","[0.0, 0.057881338254255385, -0.20671749422764138, 0.04539581982417246, -0.10215359384145875]",0.004771206080123903,"[0.0, 0.5859375, 0.0, 0.4140625, 0.0]","[0.0, 0.5625, 0.0, 0.4375, 0.0]",0.0234375,0.5625,0.6853142072764582,0.025449589451884944,0.025449589451884944,0.012485518430082925,0.5625,0.0,0.0,0.0
5,B,gaussian_noise,T013-S3,1,1,1,1,True,"[0.0, 0.06750712360936736, -0.19049131584878679, 0.05555353782119557, -0.07269263399362828]","[0.0, 0.06705784392612595, -0.19529332182801615, 0.055925111525770066, -0.07513977894392392]",0.004802005979229381,"[0.0, 0.578125, 0.0, 0.421875, 0.0]","[0.0, 0.56640625, 0.0, 0.43359375, 0.0]",0.01171875,0.56640625,0.6843014874613891,0.0210898833179786,0.0210898833179786,0.011132732400355875,0.56640625,0.0,0.0,0.0
5,B,gaussian_blur,T013-S0,0,3,3,1,True,"[0.0, 0.020276985722994183, -0.08195132880421922, 0.03329117274060949, -0.022773839854172084]","[0.0, 0.022689750604018656, -0.07864071899114469, 0.03387152643303259, -0.02249548125140848]",0.003310609813074525,"[0.0, 0.4375, 0.0, 0.5625, 0.0]","[0.0, 0.47265625, 0.0, 0.52734375, 0.0]",0.03515625,0.52734375,0.6916510729702123,0.0387395156173794,0.027557739788365468,0.011181775829013934,0.52734375,-0.09259330834702933,0.0064506422466259206,0.11332966169746082
5,B,gaussian_blur,T013-S0,1,1,1,1,True,"[0.0, 0.04376780303893526, -0.06223726584979425, 0.03133325323605481, -0.008291243445596501]","[0.0, 0.046475671069692796, -0.05929258982587434, 0.03214163194826371, -0.00796321327759131]",0.002944676023919908,"[0.0234375, 0.53125, 0.0, 0.4453125, 0.0]","[0.01171875, 0.5703125, 0.0, 0.41796875, 0.0]",0.0390625,0.5703125,0.7369935033746976,0.026659848182347724,0.026659848182347724,0.014334039121429089,0.5703125,0.0,0.0,0.0
5,B,gaussian_blur,T013-S1,0,3,3,1,True,"[0.0, 0.027458064191683933, -0.06283562964315706, 0.03467629045020201, -0.011873923493940676]","[0.0, 0.02953476818037443, -0.05976485268540806, 0.03524617435532137, -0.01163695686389919]",0.003070776957749004,"[0.0, 0.484375, 0.0, 0.515625, 0.0]","[0.0, 0.49609375, 0.0, 0.50390625, 0.0]",0.01171875,0.50390625,0.6931166626713718,0.03508680083066613,0.029375394655719197,0.005711406174946936,0.50390625,-0.09506393477997155,0.0016359474519040546,0.10497600232470194
5,B,gaussian_blur,T013-S1,1,1,1,1,True,"[0.0, 0.03686803662392764, -0.08120839382277269, 0.029962797600741244, -0.01902191182569639]","[0.0, 0.03991711878795133, -0.07802148404355104, 0.030782399999469037, -0.01864848538584834]",0.003186909779221654,"[0.03125, 0.5078125, 0.0, 0.4609375, 0.0]","[0.015625, 0.55078125, 0.0, 0.43359375, 0.0]",0.04296875,0.55078125,0.7558095759894439,0.029838677645599294,0.029838677645599294,0.009134718788482293,0.55078125,0.0,0.0,0.0
5,B,gaussian_blur,T013-S2,0,1,1,1,True,"[0.0, 0.039337356942644175, -0.07719056477323581, 0.033225328270069104, -0.02149846083265033]","[0.0, 0.04189036533022884, -0.07453201746023949, 0.033917651127197086, -0.021372341818057923]",0.0026585473129963158,"[0.0, 0.515625, 0.0, 0.484375, 0.0]","[0.0, 0.54296875, 0.0, 0.45703125, 0.0]",0.02734375,0.54296875,0.6894499949619701,0.029836681558707643,0.029836681558707643,0.007972714203031755,0.54296875,0.0,0.0,0.0
5,B,gaussian_blur,T013-S2,1,3,3,1,True,"[0.0, 0.02515571722482795, -0.0678552873065183, 0.03151130155505074, -0.009848720891852706]","[0.0, 0.0277410196339762, -0.06425198267274551, 0.03221296863254103, -0.009369151252317642]",0.003603304633772785,"[0.0078125, 0.4765625, 0.0, 0.515625, 0.0]","[0.00390625, 0.5, 0.0, 0.49609375, 0.0]",0.0234375,0.5,0.7159913750969371,0.03486769450262937,0.03039574550406455,0.004471948998564828,0.49609375,-0.09667919693867819,-0.00023109773829564013,0.10663202275527568
5,B,gaussian_blur,T013-S3,0,1,1,1,True,"[0.0, 0.031365907649969486, -0.07132717374960297, 0.03040452666661721, -0.01038467603110465]","[0.0, 0.033870734911102394, -0.06840477398133292, 0.031038956213579133, -0.00995967460406689]",0.002922399768270062,"[0.0078125, 0.5078125, 0.0, 0.484375, 0.0]","[0.00390625, 0.52734375, 0.0, 0.46875, 0.0]",0.01953125,0.52734375,0.714274693608338,0.03428803806887016,0.03428803806887016,0.0028317786975232606,0.52734375,0.0,0.0,0.0
5,B,gaussian_blur,T013-S3,1,3,1,1,False,"[0.0, 0.03293025642900449, -0.07277797268631132, 0.034275145577970755, -0.020504067743147773]","[0.0, 0.03555223093797593, -0.06944336900381108, 0.035030483374847696, -0.020319269703810885]",0.003334603682500245,"[0.015625, 0.484375, 0.0, 0.5, 0.0]","[0.0078125, 0.5234375, 0.0, 0.46875, 0.0]",0.0390625,0.5234375,0.7319124574155487,0.030339497492799055,0.030339497492799055,0.0005217475631282308,0.5234375,0.0,0.0,0.0
6,A,clean,T013-S0,0,0,0,0,True,"[0.0, -0.07817017901638526, -0.2132086745871882, -5.443368221801234e-05, -0.059042545506619866]","[0.0, -0.07232777581177487, -0.20576278880098992, -0.0011231154960126733, -0.0555795904431249]",0.00744588578619827,"[0.4765625, 0.078125, 0.0, 0.4375, 0.0078125]","[0.50390625, 0.0859375, 0.0, 0.390625, 0.01953125]",0.046875,0.50390625,1.0003222011298818,0.012268147983641097,0.012268147983641097,0.0011231154960126733,0.50390625,0.0,0.0,0.0
6,A,clean,T013-S0,1,3,3,0,True,"[0.0, -0.0772850287426312, -0.2218280651226142, 0.0025909457739128347, -0.05442290318306548]","[0.0, -0.07122451213655434, -0.2136405222017681, 0.0009655302132302523, -0.05060574972627131]",0.008187542920846102,"[0.4609375, 0.078125, 0.0, 0.453125, 0.0078125]","[0.49609375, 0.08203125, 0.0, 0.40234375, 0.01953125]",0.05078125,0.49609375,0.996071950252,0.014797637196247089,0.013832106983016837,0.0009655302132302523,0.40234375,-0.026854527980303564,-0.002169554353918136,0.03276404189715314
6,A,clean,T013-S1,0,3,0,0,False,"[0.0, -0.07653399674925135, -0.21645084904688283, 0.000287079571386235, -0.059842552718233334]","[0.0, -0.07087530974175779, -0.20889162619967977, -0.0008572552035599422, -0.056165106520414794]",0.007559222847203046,"[0.4765625, 0.078125, 0.0, 0.4375, 0.0078125]","[0.515625, 0.078125, 0.0, 0.39453125, 0.01171875]",0.04296875,0.515625,0.9597574901067019,0.012147996252826278,0.012147996252826278,0.0008572552035599422,0.515625,0.0,0.0,0.0
6,A,clean,T013-S1,1,3,3,0,True,"[0.0, -0.07912943798652726, -0.21890282994431598, 0.0022886010761821083, -0.053732065406276036]","[0.0, -0.07286656616262885, -0.21083403906466852, 0.0007358327674258556, -0.05012018003558957]",0.008068790879647444,"[0.4453125, 0.078125, 0.0, 0.453125, 0.0234375]","[0.48046875, 0.08984375, 0.0, 0.39453125, 0.03515625]",0.05859375,0.48046875,1.0533132410648323,0.015026140354137175,0.014290307586711319,0.0007358327674258556,0.39453125,-0.027343777320047235,-0.002173048023662141,0.03311257772427113
6,A,clean,T013-S2,0,3,3,0,True,"[0.0, -0.06957908750242328, -0.22243433059615575, 0.002201673398821838, -0.05810592032787092]","[0.0, -0.06352533202797223, -0.21457358039384075, 0.000888763223575965, -0.054581963006862584]",0.007860750202314977,"[0.453125, 0.1015625, 0.0, 0.4375, 0.0078125]","[0.48046875, 0.10546875, 0.0, 0.39453125, 0.01953125]",0.04296875,0.48046875,1.0332218473855705,0.014880747624923363,0.013991984401347397,0.000888763223575965,0.39453125,-0.026122977668021317,-0.002025452070102813,0.03130276163423441
6,A,clean,T013-S2,1,3,0,0,False,"[0.0, -0.08601937706102906, -0.21247819085649422, 0.00041918547669315563, -0.05551072189076112]","[0.0, -0.08015859760411832, -0.2047135174956715, -0.0009644991887004843, -0.05174373597950656]",0.007764673360822747,"[0.4921875, 0.078125, 0.0, 0.421875, 0.0078125]","[0.515625, 0.07421875, 0.0, 0.38671875, 0.0234375]",0.03515625,0.515625,0.9899367555566873,0.012371336066580831,0.012371336066580831,0.0009644991887004843,0.515625,0.0,0.0,0.0
6,A,clean,T013-S3,0,0,0,0,True,"[0.0, -0.07373344286155067, -0.20273191390031087, -0.0021065290701453815, -0.051340652363450964]","[0.0, -0.06776241437133865, -0.19471476064718438, -0.00330116978011732, -0.04766148436304479]",0.008017153253126505,"[0.515625, 0.1015625, 0.0, 0.375, 0.0078125]","[0.52734375, 0.11328125, 0.0, 0.33984375, 0.01953125]",0.03515625,0.52734375,1.0278146708705196,0.012342383629427033,0.012342383629427033,0.00330116978011732,0.52734375,0.0,0.0,0.0
6,A,clean,T013-S3,1,3,3,3,True,"[0.0, -0.08187366826970689, -0.2323417675772855, 0.0046219757935581285, -0.06223106215601899]","[0.0, -0.07593183074676359, -0.22472478171696852, 0.003121277394412476, -0.05861828912405956]",0.007616985860316964,"[0.421875, 0.0703125, 0.0, 0.5, 0.0078125]","[0.45703125, 0.07421875, 0.0, 0.453125, 0.015625]",0.046875,0.45703125,0.9745511531189464,0.011970513665275741,0.011970513665275741,0.003121277394412476,0.453125,0.0,0.0,0.0
6,A,brightness_dark,T013-S0,0,1,1,1,True,"[0.0, 0.117958070376563, -0.003981836519599346, -0.06222958046696169, 0.06488527118161695]","[0.0, 0.11915405791234779, -0.0022871505715309657, -0.06324399765482609, 0.06617586310767164]",0.0016946859480683803,"[0.015625, 0.7890625, 0.0859375, 0.0703125, 0.0390625]","[0.015625, 0.77734375, 0.0859375, 0.05859375, 0.0625]",0.0234375,0.77734375,0.8112011002963353,0.010529509483387125,0.010529509483387125,0.05297819480467615,0.77734375,0.0,0.0,0.0
6,A,brightness_dark,T013-S0,1,1,1,1,True,"[0.0, 0.10403767006878603, -0.0071238460347264575, -0.059883962445881095, 0.05658673200048928]","[0.0, 0.10493184652592512, -0.005492783419704464, -0.06085125980978669, 0.05777312268605111]",0.0016310626150219931,"[0.015625, 0.75, 0.125, 0.0703125, 0.0390625]","[0.01953125, 0.75, 0.109375, 0.05859375, 0.0625]",0.0234375,0.75,0.8742001013202659,0.011884265905953078,0.011884265905953078,0.04715872383987402,0.75,0.0,0.0,0.0
6,A,brightness_dark,T013-S1,0,1,1,1,True,"[0.0, 0.11358418888333911, -0.008537504681596302, -0.06217664165743732, 0.058693177867365755]","[0.0, 0.11462795935225491, -0.006892366697993225, -0.0631782286117416, 0.059906097293335306]",0.0016451379836030769,"[0.015625, 0.8046875, 0.0703125, 0.0703125, 0.0390625]","[0.0234375, 0.7890625, 0.07421875, 0.05859375, 0.0546875]",0.015625,0.7890625,0.7930972572697155,0.00963215295640847,0.00963215295640847,0.054721862058919594,0.7890625,0.0,0.0,0.0
6,A,brightness_dark,T013-S1,1,1,1,1,True,"[0.0, 0.10856597789965179, -0.0024764996324439775, -0.059876961597648666, 0.06296651923432488]","[0.0, 0.10961340954128741, -0.0007951394316310828, -0.060856162646826424, 0.06423240015932562]",0.0016813602008128948,"[0.015625, 0.7421875, 0.125, 0.0703125, 0.046875]","[0.015625, 0.74609375, 0.109375, 0.05859375, 0.0703125]",0.0234375,0.74609375,0.8784642681320793,0.012949860334565817,0.012949860334565817,0.0453810093819618,0.74609375,0.0,0.0,0.0
6,A,brightness_dark,T013-S2,0,1,1,1,True,"[0.0, 0.11085741777833531, -0.007383441141603459, -0.0546400816478146, 0.06248336935093224]","[0.0, 0.11200271635144192, -0.0057547686085809, -0.05557510470051068, 0.06378265160319058]",0.001628672533022559,"[0.015625, 0.7578125, 0.1171875, 0.0703125, 0.0390625]","[0.01953125, 0.7578125, 0.1015625, 0.05859375, 0.0625]",0.0234375,0.7578125,0.8588323078335299,0.011802152734291875,0.011802152734291875,0.04822006474825135,0.7578125,0.0,0.0,0.0
6,A,brightness_dark,T013-S2,1,1,1,1,True,"[0.0, 0.11089532218470899, -0.003883006169303836, -0.06772813067992593, 0.05891900108426357]","[0.0, 0.11184088116478322, -0.002190214031261575, -0.0687767322894051, 0.06009430138450851]",0.0016927921380422608,"[0.0234375, 0.765625, 0.109375, 0.0625, 0.0390625]","[0.02734375, 0.765625, 0.09765625, 0.05078125, 0.05859375]",0.01953125,0.765625,0.8476429345662551,0.010518727555384718,0.010518727555384718,0.051746579780274714,0.765625,0.0,0.0,0.0
6,A,brightness_dark,T013-S3,0,1,1,1,True,"[0.0, 0.1040192543166055, -0.0055278496279560505, -0.0678543814851329, 0.058673381658606825]","[0.0, 0.10507395375924593, -0.003853454775018087, -0.06893139523735373, 0.05986638561867778]",0.001674394852937963,"[0.015625, 0.75, 0.1171875, 0.0703125, 0.046875]","[0.0234375, 0.75, 0.10546875, 0.0546875, 0.06640625]",0.01953125,0.75,0.8799872370952322,0.011688107020548835,0.011688107020548835,0.045207568140568144,0.75,0.0,0.0,0.0
6,A,brightness_dark,T013-S3,1,1,1,1,True,"[0.0, 0.11809848208647433, -0.005596995554273865, -0.05430727352050254, 0.06294369489106008]","[0.0, 0.11913927305315686, -0.003945602490443647, -0.055212171231028666, 0.06422880805991676]",0.0016513930638302182,"[0.015625, 0.7890625, 0.0859375, 0.0703125, 0.0390625]","[0.01953125, 0.77734375, 0.0859375, 0.05859375, 0.05859375]",0.01953125,0.77734375,0.8160395941307588,0.010651215824725014,0.010651215824725014,0.05491046499324009,0.77734375,0.0,0.0,0.0
6,A,contrast_low,T013-S0,0,2,2,2,True,"[0.0, 0.09465595335058813, 0.10410401663853433, -0.012902273271199277, 0.02823864680239606]","[0.0, 0.09346642636854488, 0.10534876827676574, -0.012561106129281154, 0.028588441289628473]",0.0012447516382314144,"[0.0, 0.3828125, 0.515625, 0.09375, 0.0078125]","[0.0078125, 0.36328125, 0.515625, 0.1015625, 0.01171875]",0.01953125,0.515625,1.031684288775123,0.05159544478875992,0.05159544478875992,0.011882341908220866,0.515625,0.0,0.0,0.0
6,A,contrast_low,T013-S0,1,2,2,2,True,"[0.0, 0.09801065340271316, 0.11318960478222792, -0.004017681278289706, 0.03592173439317979]","[0.0, 0.09666712035706043, 0.11463052351611075, -0.003607760501482794, 0.03636534244116862]",0.0014409187338828317,"[0.0, 0.3515625, 0.546875, 0.09375, 0.0078125]","[0.0, 0.33203125, 0.5390625, 0.1171875, 0.01171875]",0.0234375,0.5390625,1.0025285238965933,0.050271686246385,0.050271686246385,0.01796340315905032,0.5390625,0.0,0.0,0.0
6,A,contrast_low,T013-S1,0,2,2,2,True,"[0.0, 0.10283658648793106, 0.11441000535003122, -0.010739504213444166, 0.0342485904790512]","[0.0, 0.1015871847100872, 0.11595532991636684, -0.010331107606679338, 0.03470653497129358]",0.001545324566335626,"[0.0, 0.375, 0.53125, 0.0859375, 0.0078125]","[0.0, 0.35546875, 0.52734375, 0.10546875, 0.01171875]",0.01953125,0.52734375,0.994459700611037,0.052925738100896694,0.052925738100896694,0.014368145206279645,0.52734375,0.0,0.0,0.0
6,A,contrast_low,T013-S1,1,2,2,2,True,"[0.0, 0.08967286110651874, 0.1031814652106255, -0.006151128299445545, 0.02986030929668933]","[0.0, 0.0883898678303206, 0.10432982704118296, -0.005807519448743193, 0.03019877832949687]",0.0012829932761981475,"[0.0, 0.3671875, 0.515625, 0.109375, 0.0078125]","[0.0, 0.3515625, 0.51953125, 0.12109375, 0.0078125]",0.015625,0.51953125,1.001274311341373,0.048733909802961606,0.048733909802961606,0.015939959210862355,0.51953125,0.0,0.0,0.0
6,A,contrast_low,T013-S2,0,1,1,2,True,"[0.0, 0.10973639833280723, 0.10470330724746808, -0.009792250053100256, 0.029627836749269013]","[0.0, 0.10844817106064072, 0.10606156645253059, -0.009477257115415545, 0.029985470121630598]",0.00135825920506251,"[0.0, 0.3984375, 0.5, 0.09375, 0.0078125]","[0.0, 0.37890625, 0.4921875, 0.1171875, 0.01171875]",0.0234375,0.4921875,1.0199811807819712,0.059718308266314885,0.05733170365820475,0.0023866046081101287,0.37890625,-0.13336731464969,-0.02595274327032832,0.18385835537855597
6,A,contrast_low,T013-S2,1,2,2,2,True,"[0.0, 0.08280226008942318, 0.11248633094762893, -0.007014596969671324, 0.03444149562823249]","[0.0, 0.08155992394351545, 0.11381722452070582, -0.006572492758694014, 0.03487965655230815]",0.0013308935730768944,"[0.0, 0.3203125, 0.578125, 0.09375, 0.0078125]","[0.0, 0.296875, 0.58203125, 0.109375, 0.01171875]",0.0234375,0.58203125,0.9697036296414976,0.04288279471554822,0.04288279471554822,0.03225730057719038,0.58203125,0.0,0.0,0.0
6,A,contrast_low,T013-S3,0,2,2,2,True,"[0.0, 0.09709975855687315, 0.11071201500772669, -0.008442472880517684, 0.0339408414003512]","[0.0, 0.09578000709417679, 0.11208339748385064, -0.008071647368010663, 0.03435760072855365]",0.001371382476123951,"[0.0, 0.3671875, 0.53125, 0.09375, 0.0078125]","[0.0, 0.3515625, 0.52734375, 0.109375, 0.01171875]",0.015625,0.52734375,0.9991128797536959,0.05100125709232359,0.05100125709232359,0.016303390389673857,0.52734375,0.0,0.0,0.0
6,A,contrast_low,T013-S3,1,2,2,2,True,"[0.0, 0.09548584605808651, 0.10654916621097398, -0.008510557567591144, 0.030103944051884705]","[0.0, 0.09427613653037202, 0.1078641930436391, -0.008126312882179762, 0.03048174454152803]",0.001315026832665136,"[0.0, 0.3671875, 0.515625, 0.109375, 0.0078125]","[0.0, 0.3515625, 0.51171875, 0.125, 0.01171875]",0.015625,0.51171875,1.0223918764144442,0.05076089519544184,0.05076089519544184,0.01358805651326709,0.51171875,0.0,0.0,0.0
6,A,gaussian_noise,T013-S0,0,3,3,3,True,"[0.0, -0.055250425378668006, -0.2687541663529114, 0.010701439262619954, -0.10293855984855615]","[0.0, -0.052174072894276544, -0.27181646209655436, 0.011028063925653269, -0.10405302991553854]",0.003076352484391462,"[0.328125, 0.1484375, 0.0, 0.5234375, 0.0]","[0.3125, 0.171875, 0.0, 0.515625, 0.0]",0.0234375,0.515625,1.007691786480676,0.012504846900519595,0.012504846900519595,0.011028063925653269,0.515625,0.0,0.0,0.0
6,A,gaussian_noise,T013-S0,1,3,3,3,True,"[0.0, -0.0536212629347212, -0.2786501895024291, 0.013746239302568783, -0.09518759128241548]","[0.0, -0.050818063889158535, -0.28308090282531906, 0.01349311160521662, -0.09657505079259494]",0.00443071332289001,"[0.234375, 0.1328125, 0.0, 0.6328125, 0.0]","[0.22265625, 0.16796875, 0.0, 0.609375, 0.0]",0.03515625,0.609375,0.9359467242751862,0.011537777453955225,0.011537777453955225,0.01349311160521662,0.609375,0.0,0.0,0.0
