client,bank,context,D_actual,p50,p90,p95,maximum,percentile,above_p95
12,B,gaussian_noise,0.2794326085262549,0.15330184685597256,0.21909606705563217,0.24814709322319348,0.3609987238856255,0.984375,True
12,B,gaussian_blur,0.30843790804926025,0.14872487515042443,0.2422129279537055,0.27444157482656406,0.3547155496561978,0.96875,True
13,A,clean,0.08123938984529591,0.15376954444486415,0.24253851376079888,0.2589488413995011,0.35087945171169693,0.0703125,False
13,A,brightness_dark,0.0884732198484353,0.14100208936138414,0.236539821135001,0.2689408824693547,0.45041636641987315,0.1328125,False
13,A,contrast_low,0.07687641625841854,0.1448542136587323,0.2258666917574436,0.25008815841151044,0.2969496025887464,0.09375,False
13,A,gaussian_noise,0.06703175881368587,0.15475391677658107,0.22071870754756925,0.24761388968164452,0.30899773893551497,0.046875,False
13,A,gaussian_blur,0.09901074644281059,0.149726396199313,0.23277288130183496,0.25663763921208455,0.3292647096667851,0.1171875,False
13,B,clean,0.08123938984529591,0.14958848807241912,0.24089195742703298,0.26956052069130193,0.34195249328012617,0.0625,False
13,B,brightness_dark,0.08893284750975386,0.13516278929300488,0.20961862774583395,0.251180225281588,0.36004492186597564,0.125,False
13,B,contrast_low,0.06796767944439572,0.13977425843578956,0.2351745156650839,0.25492980391263137,0.32797845311586,0.0546875,False
13,B,gaussian_noise,0.06530606747573853,0.14810492098711678,0.22831002369867692,0.2745433084594994,0.33099875454623834,0.0546875,False
13,B,gaussian_blur,0.10067589786725911,0.13949039917456574,0.2239391196469986,0.25181450870347966,0.333465257512335,0.1875,False
14,A,clean,0.20640526104225293,0.1626457978541369,0.24934849179888138,0.2660593358570849,0.32838372188822784,0.734375,False
14,A,brightness_dark,0.19186067467160142,0.17522719800801656,0.2523706750027809,0.27927764615448336,0.3443540487824703,0.609375,False
14,A,contrast_low,0.11473606672048106,0.14621448284683114,0.2508321843682086,0.2785270814329596,0.3780969199583244,0.203125,False
14,A,gaussian_noise,0.1962447375549604,0.15612858506950522,0.2513610389590984,0.2672570762251341,0.3066239677459267,0.7890625,False
14,A,gaussian_blur,0.14871470655886057,0.15117082989182434,0.252522204797767,0.2865502219601796,0.4164903178564634,0.46875,False
14,B,clean,0.20640526104225293,0.15569371519503905,0.24782558883639383,0.27391454983606406,0.5424627763389588,0.7734375,False
14,B,brightness_dark,0.19283111750974763,0.16067484906413215,0.2575035741913273,0.28615936236206707,0.38919243062794706,0.6640625,False
14,B,contrast_low,0.1144248195329018,0.15325074443911474,0.26364244244383617,0.2950525638461915,0.5502678068261863,0.1953125,False
14,B,gaussian_noise,0.19534035529601187,0.15202753313450929,0.24447994957630198,0.274182071330429,0.3108718512066927,0.75,False
14,B,gaussian_blur,0.14897827056400248,0.16132383824948615,0.24895740642765607,0.2795184722301334,0.3534795874395143,0.421875,False
15,A,clean,0.2947708744375553,0.1392325824260076,0.20237038201693625,0.2264694546367221,0.3153157495116555,0.984375,True
15,A,brightness_dark,0.19867585025045578,0.12578401334808256,0.18703140084782072,0.226017097728195,0.3527862483478323,0.9296875,False
15,A,contrast_low,0.3149202558181083,0.13494772368576072,0.21373390462267716,0.23419010570190057,0.29874029146321446,1.0,True
15,A,gaussian_noise,0.2613582982757767,0.12867343718806679,0.204218071128151,0.22223426967614862,0.2507908463218423,1.0,True
15,A,gaussian_blur,0.2778371585049908,0.14759765429289345,0.21679786309663068,0.24664748304355089,0.30947827775621667,0.9765625,True
