client,bank,context,salt,train_half,argmax_size,best_tied,legacy_margin_pp,distinct_level_margin_pp,legacy_margin_quartile,actual_state,actual_true_regret_pp,actual_canonical_agreement,actual_optimal_set_agreement,actual_L1,actual_DU_pp,boot_true_regret_mean_pp,boot_true_regret_p05_pp,boot_true_regret_median_pp,boot_true_regret_p95_pp,boot_canonical_agreement,boot_optimal_set_agreement,boot_L1_mean,boot_DU_mean_pp,boot_DU_median_pp,boot_query_oracle_regret_mean_pp,boot_query_oracle_regret_p95_pp
0,B,gaussian_blur,T013-S2,0,1,False,0.03539752489553256,0.03539752489553256,1,1,0.0,True,True,1.2384973946810718,10.311309775516229,0.5119267694183279,0.0,0.0,0.03539752489553256,0.796875,0.796875,0.6471090390167907,7.366397233783214,6.4121688755968185,0.8953651685393259,2.247191011235955
0,B,gaussian_blur,T013-S2,1,1,False,1.6300554816706188,1.6300554816706188,1,1,1.6300554816706188,False,False,1.2384973946810718,10.723820793930477,2.0598152651874795,0.0,1.6300554816706188,11.258369425651994,0.1796875,0.1796875,0.6471090390167907,7.298792033446985,6.409438271984327,1.4396067415730336,11.067415730336993
0,B,gaussian_blur,T013-S3,0,1,False,1.8957248899892396,1.8957248899892396,2,1,1.8957248899892396,False,False,1.2384973946810718,10.999168434913766,2.391833693337897,0.0,1.8957248899892396,14.791957185474205,0.1796875,0.1796875,0.6471090390167907,7.639054630959855,6.806772443334996,2.5456460674157304,16.853932584269664
0,B,gaussian_blur,T013-S3,1,1,False,0.2846634135454227,0.2846634135454227,1,1,0.0,True,True,1.2384973946810718,10.03759378617182,0.5799978984369588,0.0,0.0,0.2846634135454227,0.7890625,0.7890625,0.6471090390167907,7.022654741189298,6.136181886069017,2.326193820224719,2.247191011235955
1,A,clean,T013-S0,0,1,False,5.411358796127198,5.411358796127198,3,1,0.0,True,True,0.38322853606538365,3.276359108772823,1.2784888302923707,0.0,0.0,9.495024134772617,0.8359375,0.8359375,0.5930459442441762,6.7346500676560925,5.193059711271797,3.475765306122449,24.489795918367346
1,A,clean,T013-S0,1,1,False,4.118547531898882,4.118547531898882,2,1,0.0,True,True,0.38322853606538365,2.955396436118613,1.3395496866412389,0.0,0.0,9.035678856087298,0.8203125,0.8203125,0.5930459442441762,6.230018911164139,4.945039282089875,3.390625,20.0
1,A,clean,T013-S1,0,1,False,5.860717569128497,5.860717569128497,3,1,0.0,True,True,0.38322853606538365,2.782306488470705,1.3996508000410568,0.0,0.0,9.255763654793617,0.828125,0.828125,0.5930459442441762,6.1397354613663415,4.9347316187737205,3.9381377551020407,24.489795918367346
1,A,clean,T013-S1,1,1,False,3.687392055267703,3.687392055267703,2,1,0.0,True,True,0.38322853606538365,3.433283975249115,1.17636627189736,0.0,0.0,9.271527263755242,0.828125,0.828125,0.5930459442441762,6.808320190647288,5.191796926024296,3.125,18.0
1,A,clean,T013-S2,0,1,False,5.393518518518518,5.393518518518518,3,1,0.0,True,True,0.38322853606538365,3.2103999914801915,1.258124558433278,0.0,0.0,8.98153892105505,0.8359375,0.8359375,0.5930459442441762,6.553014067865921,5.338778604907637,3.698979591836735,24.489795918367346
1,A,clean,T013-S2,1,1,False,4.152945113788487,4.152945113788487,2,1,0.0,True,True,0.38322853606538365,3.0233100380964406,1.316033665913655,0.0,0.0,9.54066265060241,0.8203125,0.8203125,0.5930459442441762,6.398676444174988,4.912478412990291,3.25,18.0
1,A,clean,T013-S3,0,1,False,2.9717227507112374,2.9717227507112374,2,1,0.0,True,True,0.38322853606538365,3.093629697928111,1.2467294532916964,0.0,0.0,8.488870243598862,0.7890625,0.7890625,0.5930459442441762,6.589096864502715,5.1466093972261735,3.475765306122449,16.3265306122449
