K,bank,context,salt,macroclass_p05,macroclass_median,macroclass_p95,capture_p05,capture_median,capture_p95,actual_capture,explained,median80,capture_p05_exact,capture_median_exact,capture_p95_exact
160,A,clean,T013-S3,39.78999216294318,40.056376068849545,40.26343939589329,0.904591011447917,0.9472304733822553,0.9803746260721053,0.6739421689612758,False,True,75921769736790504104209/83929387729895432530920,2650015789002389953645/2797646257663181084364,5485482807477131802917/5595292515326362168728
160,A,brightness_dark,T013-S0,34.73548920470696,35.1058710694679,35.327860263679234,0.9585951881043743,0.9792500671121968,0.9916296147729293,0.879860569329878,False,True,1184255689592893457457/1235407504949783607920,23590571201593250403973/24090446346520780354440,59722000075770806984263/60226115866301950886100
160,A,brightness_dark,T013-S1,34.7522781442267,35.101549976023506,35.36329426706348,0.9599162665131158,0.979401725566998,0.9940041274824601,0.8779496321387577,False,True,231155408546826224261407/240807887740558290390900,786158869277489088967/802692959135194301303,47872806868889571170341/48161577548111658078180
160,A,brightness_dark,T013-S2,34.730079207331734,35.11093654193563,35.36650474870534,0.9582995373996144,0.9795387300865597,0.993790949736955,0.8813678008707797,False,True,46171435896672199015173/48180588735292840464580,23597376352295776048153/24090294367646420232290,239407165190661553004497/240902943676464202322900
160,A,brightness_dark,T013-S3,34.613310125950036,35.110620470390586,35.35093598772119,0.9514333119010492,0.9791563894073547,0.9925530255067286,0.8799656933131276,False,True,45857691739040391969029/48198534952925502083380,23596951729615361222841/24099267476462751041690,119599004231295048407959/120496337382313755208450
160,A,contrast_low,T013-S0,32.38151134979754,32.927383985106204,33.28888380574664,0.9174924717804855,0.9577969996763916,0.9844883534152166,0.7196715183764195,False,True,20867373799910231274063/22743918279149488246885,17427245350923537020447/18195134623319590597508,179128981254801006414631/181951346233195905975080
160,A,contrast_low,T013-S1,32.43279192165508,32.94041305426498,33.28761004392706,0.9226084982200471,0.9601428217896933,0.9858151260245103,0.7252358357155446,False,True,167627913341465872283021/181689106121246370198720,5814916367990017892215/6056303537374879006624,17911186904819710808141/18168910612124637019872
160,A,contrast_low,T013-S2,32.348798697712176,32.89234543721686,33.24819359014909,0.9109080226804378,0.9508579721744304,0.977012329663775,0.7184452994773376,False,True,83249758019409199925729/91392057097530524785080,5793391072307175393527/6092803806502034985672,3968496294116579989937/4061869204334689990448
160,A,contrast_low,T013-S3,32.40562784890056,32.95217298550167,33.309311915389024,0.9165488898072379,0.9567834840541419,0.9830747068123424,0.7200428114089802,False,True,16726298073159290610943/18249215354651782203622,17460547848278075343843/18249215354651782203622,35880684068659196359207/36498430709303564407244
160,A,gaussian_noise,T013-S0,36.87273175784208,37.209670092298595,37.44635103641304,0.9055563619249816,0.9547997969687682,0.9893906449243774,0.6703789264762127,False,True,41620315022557955143021/45961043147092240438980,1462786488843882142461/1532034771569741347966,22736713060349366214983/22980521573546120219490
160,A,gaussian_noise,T013-S1,36.854605992417085,37.22800439082773,37.48841438356685,0.8986189580283754,0.9529318320883758,0.9908099140507174,0.6701342134792497,False,True,4149856076754869355457/4618037533795086817289,4400674967732236886718/4618037533795086817289,91511947438849940807221/92360750675901736345780
160,A,gaussian_noise,T013-S2,36.834175945479664,37.17911214656968,37.42655802851045,0.9009777593707592,0.9514492536055668,0.987655843010606,0.6663254025190188,False,True,82722656420235117055071/91814315680787094695780,68784773326606898867/72294736756525271414,18136189070829937152011/18362863136157418939156
160,A,gaussian_noise,T013-S3,36.85499486597051,37.223710981788614,37.45897116172706,0.9012299686104672,0.9550142247500906,0.9893313951541782,0.6729754870404746,False,True,10375293226513299875077/11512370413636061615785,8795582004491618412639/9209896330908849292628,45558197931416993636577/46049481654544246463140
160,A,gaussian_blur,T013-S0,39.20555969572399,39.56039332536493,39.83489853542311,0.9076229465448965,0.9464061714946337,0.9764095207327945,0.6595857142243993,False,True,3718629027291712420227/4097107770850928565944,3877528079611940122415/4097107770850928565944,60006825523907448886483/61456616562763928489160
