client,target,n_query,none,oracle_correct,oracle_wrong_clean,oracle_wrong_alt,oracle_noise_source,oracle_wrong_clean_delta,oracle_wrong_alt_delta,oracle_noise_source_delta
48,brightness_dark,161,0.0,2.484472095966339,0.0,0.0,0.0,2.484472095966339,2.484472095966339,2.484472095966339
49,brightness_dark,202,5.940593779087067,28.71287167072296,5.940593779087067,3.4653466194868088,0.0,22.772277891635895,25.247525051236153,28.71287167072296
50,brightness_dark,121,60.330575704574585,40.495866537094116,60.330575704574585,61.983466148376465,1.652892492711544,-19.83470916748047,-21.48759961128235,38.84297404438257
51,brightness_dark,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,brightness_dark,24,54.16666865348816,45.83333432674408,54.16666865348816,66.66666865348816,83.33333730697632,-8.33333432674408,-20.83333432674408,-37.50000298023224
53,brightness_dark,121,2.4793386459350586,28.099173307418823,2.4793386459350586,0.0,0.0,25.619834661483765,28.099173307418823,28.099173307418823
54,brightness_dark,237,19.409281015396118,30.379745364189148,19.409281015396118,17.299577593803406,15.611813962459564,10.97046434879303,13.080167770385742,14.767931401729584
55,brightness_dark,210,16.190476715564728,71.42857313156128,16.190476715564728,12.380953133106232,95.71428894996643,55.23809641599655,59.04761999845505,-24.28571581840515
56,brightness_dark,118,18.644067645072937,17.796610295772552,18.644067645072937,17.796610295772552,0.0,-0.8474573493003845,0.0,17.796610295772552
57,brightness_dark,117,15.384615957736969,39.31623995304108,15.384615957736969,8.547008782625198,21.367523074150085,23.931623995304108,30.76923117041588,17.94871687889099
58,brightness_dark,28,0.0,3.57142873108387,0.0,0.0,3.57142873108387,3.57142873108387,3.57142873108387,0.0
59,brightness_dark,94,12.765957415103912,44.680848717689514,12.765957415103912,12.765957415103912,31.91489279270172,31.914891302585602,31.914891302585602,12.765955924987793
60,brightness_dark,475,0.21052630618214607,17.263157665729523,0.21052630618214607,0.42105261236429214,0.0,17.052631359547377,16.84210505336523,17.263157665729523
61,brightness_dark,15,0.0,6.666667014360428,0.0,0.0,0.0,6.666667014360428,6.666667014360428,6.666667014360428
62,brightness_dark,75,6.666667014360428,12.000000476837158,6.666667014360428,6.666667014360428,0.0,5.33333346247673,5.33333346247673,12.000000476837158
63,brightness_dark,215,25.11627972126007,30.697673559188843,25.11627972126007,17.674419283866882,40.93023240566254,5.581393837928772,13.02325427532196,-10.232558846473694
64,brightness_dark,127,4.724409431219101,16.535432636737823,4.724409431219101,4.724409431219101,2.3622047156095505,11.811023205518723,11.811023205518723,14.173227921128273
65,brightness_dark,152,0.0,9.868421405553818,0.0,0.0,0.0,9.868421405553818,9.868421405553818,9.868421405553818
66,brightness_dark,194,1.0309278033673763,2.5773195549845695,1.0309278033673763,0.5154639016836882,0.0,1.5463917516171932,2.0618556533008814,2.5773195549845695
67,brightness_dark,82,7.31707289814949,29.26829159259796,7.31707289814949,3.658536449074745,0.0,21.95121869444847,25.609755143523216,29.26829159259796
68,brightness_dark,229,5.676855891942978,24.45414960384369,5.676855891942978,4.803493618965149,29.694324731826782,18.77729371190071,19.65065598487854,-5.240175127983093
69,brightness_dark,142,11.267605423927307,20.42253464460373,11.267605423927307,11.267605423927307,4.22535203397274,9.154929220676422,9.154929220676422,16.19718261063099
70,brightness_dark,77,11.688311398029327,64.9350643157959,11.688311398029327,10.389610379934311,75.32467246055603,53.24675291776657,54.54545393586159,-10.389608144760132
71,brightness_dark,36,0.0,8.33333358168602,0.0,0.0,0.0,8.33333358168602,8.33333358168602,8.33333358168602
72,brightness_dark,161,7.453416287899017,47.20497131347656,7.453416287899017,7.453416287899017,50.31055808067322,39.751555025577545,39.751555025577545,-3.1055867671966553
